<video_id>E7rudiMUu44</video_id>	JJ	<video_id>E7rudiMUu44</video_id>
defeat	VV	defeat
Hamas	NN	Hamas
and	CC	and
we	PP	we
will	MD	will
defeat	VV	defeat
Hamas	NNS	Hamas
and	CC	and
remove	VV	remove
this	DT	this
terrible	JJ	terrible
threat	NN	threat
from	IN	from
our	PP$	our
lives	NNS	life
the	DT	the
forces	NNS	force
of	IN	of
civilization	NN	civilization
will	MD	will
prevail	VV	prevail
for	IN	for
our	PP$	our
sake	NN	sake
for	IN	for
your	PP$	your
sake	NN	sake
for	IN	for
peace	NN	peace
and	CC	and
Security	NN	security
in	IN	in
our	PP$	our
region	NN	region
and	CC	and
in	IN	in
the	DT	the
world	NN	world
Mr	NP	Mr
President	NP	President
for	IN	for
the	DT	the
people	NNS	people
of	IN	of
Israel	NP	Israel
there's	NP	there's
only	RB	only
one	CD	one
thing	NN	thing
better	RBR	well
than	IN	than
having	VHG	have
a	DT	a
true	JJ	true
friend	NN	friend
like	IN	like
you	PP	you
standing	VVG	stand
with	IN	with
Israel	NP	Israel
and	CC	and
that	WDT	that
is	VBZ	be
having	VHG	have
you	PP	you
standing	VVG	stand
in	IN	in
Israel	NP	Israel
your	PP$	your
visit	NN	visit
here	RB	here
is	VBZ	be
the	DT	the
first	JJ	first
visit	NN	visit
of	IN	of
an	DT	an
American	JJ	American
president	NN	president
in	IN	in
Israel	NP	Israel
at	IN	at
a	DT	a
time	NN	time
of	IN	of
War	NP	War
it	PP	it
is	VBZ	be
deeply	RB	deeply
deeply	RB	deeply
moving	VVG	move
it	PP	it
speaks	VVZ	speak
of	IN	of
the	DT	the
depth	NN	depth
of	IN	of
your	PP$	your
personal	JJ	personal
commitment	NN	commitment
to	TO	to
Israel	NP	Israel
it	PP	it
speaks	VVZ	speak
to	TO	to
the	DT	the
depth	NN	depth
of	IN	of
your	PP$	your
personal	JJ	personal
commitment	NN	commitment
to	TO	to
the	DT	the
future	NN	future
of	IN	of
the	DT	the
Jewish	JJ	Jewish
people	NNS	people
and	CC	and
the	DT	the
one	CD	one
and	CC	and
only	RB	only
Jewish	JJ	Jewish
state	NN	state
so	IN	so
I	PP	I
know	VVP	know
I	PP	I
speak	VVP	speak
for	IN	for
all	PDT	all
the	DT	the
people	NNS	people
of	IN	of
Israel	NP	Israel
when	WRB	when
I	PP	I
say	VVP	say
thank	VV	thank
you	PP	you
Mr	NP	Mr
President	NP	President
thank	VVP	thank
you	PP	you
for	IN	for
standing	NN	standing
with	IN	with
Israel	NP	Israel
today	NN	today
tomorrow	NN	tomorrow
and	CC	and
always	RB	always
Mr	NP	Mr
Prime	NP	Prime
Minister	NP	Minister
thank	VVP	thank
you	PP	you
very	RB	very
much	JJ	much
look	NN	look
folks	VVZ	folk
uh	UH	uh
I	PP	I
wanted	VVD	want
to	TO	to
be	VB	be
here	RB	here
today	RB	today
uh	UH	uh
for	IN	for
a	DT	a
simple	JJ	simple
reason	NN	reason
I	PP	I
want	VVP	want
the	DT	the
people	NNS	people
of	IN	of
Israel	NP	Israel
the	DT	the
people	NNS	people
of	IN	of
the	DT	the
world	NN	world
to	TO	to
know	VV	know
where	WRB	where
the	DT	the
United	NP	United
States	NPS	States
stand	NN	stand
hands	NNS	hand
I've	NP	I've
had	VHD	have
my	PP$	my
great	JJ	great
secretary	NN	secretary
of	IN	of
state	NN	state
here	RB	here
he's	NNS	he's
been	VBN	be
here	RB	here
for	IN	for
a	DT	a
lot	NN	lot
but	CC	but
I	PP	I
wanted	VVD	want
to	TO	to
personally	RB	personally
come	VV	come
and	CC	and
make	VV	make
that	DT	that
clear	JJ	clear
terrorist	JJ	terrorist
group	NN	group
Hamas	NN	Hamas
has	VHZ	have
slaughtered	VVN	slaughter
as	RB	as
been	VBN	be
pointed	VVN	point
out	RP	out
over	IN	over
1,300	CD	@card@
people	NNS	people
and	CC	and
is	VBZ	be
not	RB	not
hyperbole	NN	hyperbole
Su	NP	Su
just	RB	just
slaughtered	VVD	slaughter
slaughtered	VVN	slaughter
and	CC	and
uh	UH	uh
including	VVG	include
31	CD	@card@
Americans	NPS	Americans
is	VBZ	be
part	NN	part
of	IN	of
that	WDT	that
and	CC	and
uh	UH	uh
they've	NN	they've
taken	VVN	take
scores	NNS	score
of	IN	of
people	NNS	people
hostage	NN	hostage
including	VVG	include
children	NNS	child
you	PP	you
said	VVD	say
imagine	VV	imagine
what	WP	what
those	DT	those
children	NNS	child
hiding	NN	hiding
from	IN	from
Hamas	NP	Hamas
were	VBD	be
thinking	VVG	think
it's	NNS	it's
beyond	IN	beyond
my	PP$	my
comprehension	NN	comprehension
be	VB	be
able	JJ	able
to	TO	to
imagine	VV	imagine
what	WP	what
they're	NN	they're
thinking	VVG	think
beyond	IN	beyond
my	PP$	my
comprehension	NN	comprehension
they're	NN	they're
committed	VVD	commit
evils	NNS	evil
that	IN/that	that
and	CC	and
atrocities	NNS	atrocity
that	IN/that	that
U	NP	U
make	VV	make
Isis	NP	Isis
look	VV	look
uh	UH	uh
somewhat	RB	somewhat
more	RBR	more
rational	JJ	rational
you	PP	you
know	VVP	know
um	JJ	um
Americans	NPS	Americans
are	VBP	be
grieving	VVG	grieve
with	IN	with
you	PP	you
they	PP	they
really	RB	really
are	VBP	be
and	CC	and
Americans	NPS	Americans
are	VBP	be
wor	NN	wor
worried	JJ	worried
Americans	NPS	Americans
are	VBP	be
worried	VVN	worry
because	IN	because
we	PP	we
know	VVP	know
there's	RB	there's
a	DT	a
this	NN	this
is	VBZ	be
not	RB	not
an	DT	an
easy	JJ	easy
field	NN	field
to	TO	to
navigate	VV	navigate
what	WP	what
you	PP	you
have	VHP	have
to	TO	to
do	VV	do
but	CC	but
uh	UH	uh
the	DT	the
fact	NN	fact
is	VBZ	be
that	IN/that	that
Israel	NP	Israel
as	IN	as
they	PP	they
respond	VVP	respond
to	TO	to
these	DT	these
attacks	NNS	attack
it	PP	it
seems	VVZ	seem
to	TO	to
me	PP	me
that	DT	that
have	VHP	have
to	TO	to
continue	VV	continue
to	TO	to
ensure	VV	ensure
that	IN/that	that
you	PP	you
have	VHP	have
what	WP	what
you	PP	you
need	VVP	need
to	TO	to
defend	VV	defend
yourselves	PP	yourselves
and	CC	and
we're	NNS	we're
going	VVG	go
to	TO	to
make	VV	make
sure	RB	sure
that	WDT	that
occurs	VVZ	occur
as	IN	as
you	PP	you
know	VVP	know
and	CC	and
we	PP	we
have	VHP	have
to	TO	to
also	RB	also
bear	VV	bear
in	IN	in
mind	NN	mind
that	IN/that	that
AAS	NNS	aa
does	VVZ	do
not	RB	not
represent	VV	represent
all	PDT	all
the	DT	the
Palestinian	JJ	Palestinian
people	NNS	people
and	CC	and
uh	UH	uh
it	PP	it
has	VHZ	have
brought	VVN	bring
them	PP	them
only	RB	only
suffering	VVG	suffer
you	PP	you
know	VV	know
uh	UH	uh
years	NNS	year
ago	RB	ago
I	PP	I
asked	VVD	ask
the	DT	the
Secretary	NP	Secretary
of	IN	of
State	NP	State
when	WRB	when
he	PP	he
and	CC	and
I	PP	I
working	VVG	work
in	IN	in
the	DT	the
Senate	NP	Senate
to	TO	to
write	VV	write
something	NN	something
for	IN	for
man	NN	man
he	PP	he
said	VVD	say
uh	UH	uh
he	PP	he
wrote	VVD	write
a	DT	a
line	NN	line
that	DT	that
uh	UH	uh
I	PP	I
think	VVP	think
is	VBZ	be
appropriate	JJ	appropriate
he	PP	he
said	VVD	say
uh	UH	uh
it's	NNS	it's
not	RB	not
we	PP	we
lead	VV	lead
uh	UH	uh
not	RB	not
just	RB	just
uh	UH	uh
well	UH	well
I	PP	I
won't	VVD	won't
go	VV	go
into	IN	into
it	PP	it
I'll	NP	I'll
wait	VV	wait
later	RBR	later
taking	VVG	take
too	RB	too
much	JJ	much
time	NN	time
but	CC	but
the	DT	the
point	NN	point
is	VBZ	be
this	DT	this
that	DT	that
uh	UH	uh
um	NN	um
I	PP	I
was	VBD	be
deeply	RB	deeply
saddened	VVN	sadden
an	DT	an
outrage	NN	outrage
by	IN	by
the	DT	the
uh	UH	uh
explosion	NN	explosion
at	IN	at
the	DT	the
hospital	NN	hospital
in	IN	in
Gaza	NP	Gaza
yesterday	NN	yesterday
and	CC	and
based	VVN	base
on	IN	on
what	WP	what
I've	NP	I've
seen	VVN	see
it	PP	it
appears	VVZ	appear
as	RB	as
though	IN	though
it	PP	it
was	VBD	be
done	VVN	do
by	IN	by
the	DT	the
other	JJ	other
team	NN	team
not	RB	not
not	RB	not
you	PP	you
but	CC	but
there's	RB	there's
a	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
out	IN	out
there	RB	there
not	RB	not
sure	JJ	sure
so	IN	so
we	PP	we
got	VVD	get
a	DT	a
lot	NN	lot
we	PP	we
got	VVD	get
to	TO	to
overcome	VV	overcome
a	DT	a
lot	NN	lot
of	IN	of
things	NNS	thing
and	CC	and
also	RB	also
means	VVZ	mean
encouraging	JJ	encouraging
life-saving	JJ	life-saving
uh	UH	uh
capacity	NN	capacity
to	TO	to
help	VV	help
the	DT	the
Palestinians	NPS	Palestinians
were	VBD	be
innocent	NN	innocent
caught	VVN	catch
in	IN	in
the	DT	the
middle	NN	middle
of	IN	of
this	DT	this
and	CC	and
uh	UH	uh
well	RB	well
anyway	RB	anyway
that's	JJ	that's
that's	NNS	that's
who	WP	who
we	PP	we
are	VBP	be
not	RB	not
just	RB	just
me	PP	me
but	CC	but
I	PP	I
mean	VVP	mean
that's	NNS	that's
who	WP	who
the	DT	the
United	NP	United
States	NPS	States
is	VBZ	be
and	CC	and
uh	UH	uh
um	NN	um
it's	NNS	it's
just	RB	just
not	RB	not
the	DT	the
example	NN	example
of	IN	of
our	PP$	our
power	NN	power
is	VBZ	be
the	DT	the
power	NN	power
our	PP$	our
example	NN	example
it's	NNS	it's
almost	RB	almost
as	RB	as
important	JJ	important
the	DT	the
world's	NNS	world's
looking	VVG	look
we	PP	we
uh	UH	uh
Israel	NP	Israel
has	VHZ	have
a	DT	a
value	NN	value
set	VVN	set
like	IN	like
the	DT	the
United	NP	United
States	NPS	States
does	VVZ	do
and	CC	and
other	JJ	other
democracies	NNS	democracy
and	CC	and
uh	UH	uh
and	CC	and
they're	JJ	they're
looking	VVG	look
to	TO	to
see	VV	see
what	WP	what
we're	NN	we're
going	VVG	go
to	TO	to
do	VV	do
so	CC	so
uh	UH	uh
Mr	NP	Mr
Prime	NP	Prime
Minister	NP	Minister
I'm	NP	I'm
very	RB	very
happy	JJ	happy
to	TO	to
be	VB	be
back	RB	back
in	IN	in
Israel	NP	Israel
with	IN	with
you	PP	you
thank	VVP	thank
you	PP	you
for	IN	for
having	VHG	have
me	PP	me
and	CC	and
uh	UH	uh
I'm	NN	I'm
looking	VVG	look
forward	RB	forward
to	TO	to
having	VHG	have
a	DT	a
thorough	JJ	thorough
discussion	NN	discussion
about	IN	about
where	WRB	where
everybody	NN	everybody
goes	VVZ	go
from	IN	from
here	RB	here
but	CC	but
thank	VV	thank
you	PP	you
and	CC	and
uh	UH	uh
I	PP	I
want	VVP	want
to	TO	to
say	VV	say
to	TO	to
the	DT	the
people	NNS	people
of	IN	of
Israel	NP	Israel
their	PP$	their
courage	NN	courage
their	PP$	their
commitment	NN	commitment
their	PP$	their
bravery	NN	bravery
is	VBZ	be
uh	UH	uh
is	VBZ	be
stunning	VVG	stun
it's	NNS	it's
really	RB	really
stunning	JJ	stunning
I'm	NN	I'm
proud	RB	proud
of	IN	of
to	TO	to
be	VB	be
here	RB	here
thank	VV	thank
you	PP	you
okay	RB	okay
you've	VVP	you've
just	RB	just
been	VBN	be
listening	VVG	listen
to	TO	to
Israeli	NP	Israeli
Prime	NP	Prime
Minister	NP	Minister
Benjamin	NP	Benjamin
Netanyahu	NP	Netanyahu
and	CC	and
US	NP	US
President	NP	President
Joe	NP	Joe
Biden	NP	Biden
with	IN	with
their	PP$	their
opening	NN	opening
statements	NNS	statement
at	IN	at
the	DT	the
outset	NN	outset
of	IN	of
this	DT	this
uh	UH	uh
visit	NN	visit
of	IN	of
support	NN	support
by	IN	by
Biden	NP	Biden
for	IN	for
Israel	NP	Israel
uh	UH	uh
couple	NN	couple
of	IN	of
the	DT	the
um	JJ	um
headlines	NNS	headline
as	IN	as
we	PP	we
bring	VVP	bring
in	IN	in
alzer's	NP	alzer's
Alan	NP	Alan
fiser	NN	fiser
who's	NNS	who's
standing	VVG	stand
by	IN	by
for	IN	for
us	PP	us
in	IN	in
Tel	NP	Tel
Aviv	NP	Aviv
covering	VVG	cover
uh	UH	uh
this	DT	this
trip	NN	trip
couple	NN	couple
of	IN	of
the	DT	the
quotes	NNS	quote
alen	NN	alen
um	NN	um
from	IN	from
the	DT	the
Israeli	NP	Israeli
Prime	NP	Prime
Minister	NP	Minister
uh	UH	uh
Netanyahu	NP	Netanyahu
he	PP	he
praised	VVD	praise
Biden's	NP	Biden's
moral	JJ	moral
Clarity	NP	Clarity
he	PP	he
framed	VVD	frame
the	DT	the
war	NN	war
in	IN	in
Gaza	NP	Gaza
as	IN	as
a	DT	a
conflict	NN	conflict
between	IN	between
the	DT	the
forces	NNS	force
ofil	NN	ofil
civilization	NN	civilization
and	CC	and
the	DT	the
forces	NNS	force
of	IN	of
barbery	JJ	barbery
uh	UH	uh
he	PP	he
appeared	VVD	appear
to	TO	to
do	VV	do
some	DT	some
some	DT	some
math	NN	math
uh	UH	uh
and	CC	and
on	IN	on
the	DT	the
death	NN	death
tolls	NNS	toll
and	CC	and
compared	VVN	compare
essentially	RB	essentially
the	DT	the
the	DT	the
death	NN	death
toll	NN	toll
in	IN	in
Israel	NP	Israel
to	TO	to
2911	CD	@card@
um	NN	um
that's	NNS	that's
on	IN	on
the	DT	the
Netanyahu	NP	Netanyahu
side	NN	side
and	CC	and
highlights	NNS	highlight
from	IN	from
Biden	NP	Biden
and	CC	and
then	RB	then
you'll	JJ	you'll
to	TO	to
you'll	RB	you'll
tell	VV	tell
me	PP	me
Allan	NP	Allan
what	WDT	what
you	PP	you
took	VVD	take
away	RB	away
from	IN	from
this	DT	this
uh	UH	uh
Joe	NP	Joe
Biden	NP	Biden
says	VVZ	say
he	PP	he
was	VBD	be
here	RB	here
obviously	RB	obviously
to	TO	to
show	VV	show
support	NN	support
for	IN	for
Israel	NP	Israel
um	NNS	um
quote	VVP	quote
the	DT	the
hamas's	NNS	hamas's
atrocities	NNS	atrocity
make	VV	make
Isis	NP	Isis
look	VV	look
somewhat	RB	somewhat
more	RBR	more
rational	JJ	rational
end	NN	end
quote	NN	quote
and	CC	and
also	RB	also
importantly	RB	importantly
um	JJ	um
Biden	NP	Biden
referenced	VVD	reference
briefly	RB	briefly
the	DT	the
strike	NN	strike
on	IN	on
the	DT	the
hospital	NN	hospital
in	IN	in
Gaza	NP	Gaza
that	WDT	that
took	VVD	take
place	NN	place
about	IN	about
14	CD	@card@
15	CD	@card@
hours	NNS	hour
ago	RB	ago
now	RB	now
that	DT	that
killed	VVN	kill
500	CD	@card@
Palestinians	NNS	Palestinian
and	CC	and
he	PP	he
says	VVZ	say
from	IN	from
what	WP	what
he	PP	he
has	VHZ	have
seen	VVN	see
from	IN	from
what	WP	what
Biden	NP	Biden
has	VHZ	have
seen	VVN	see
the	DT	the
hospital	NN	hospital
explosion	NN	explosion
was	VBD	be
caused	VVN	cause
by	IN	by
the	DT	the
other	JJ	other
side	NN	side
the	DT	the
other	JJ	other
team	NN	team
I	PP	I
believe	VVP	believe
he	PP	he
said	VVD	say
said	VVD	say
end	NN	end
quote	NN	quote
so	IN	so
that	WDT	that
was	VBD	be
Biden	NP	Biden
saying	VVG	say
as	RB	as
far	RB	far
as	IN	as
he's	NNS	he's
concerned	VVN	concern
uh	UH	uh
Israel	NP	Israel
did	VVD	do
not	RB	not
carry	VV	carry
out	RP	out
that	IN/that	that
attack	NN	attack
that's	NNS	that's
the	DT	the
state	NN	state
of	IN	of
play	NN	play
those	DT	those
are	VBP	be
the	DT	the
opening	NN	opening
remarks	VVZ	remark
Alan	NP	Alan
what	WP	what
can	MD	can
you	PP	you
tell	VV	tell
us	PP	us
I	PP	I
I	PP	I
think	VV	think
uh	UH	uh
what	WP	what
is	VBZ	be
clear	JJ	clear
is	VBZ	be
that	IN/that	that
when	WRB	when
the	DT	the
Americans	NPS	Americans
said	VVD	say
that	IN/that	that
their	PP$	their
National	NP	National
Security	NP	Security
team	NN	team
would	MD	would
be	VB	be
looking	VVG	look
at	IN	at
what	WP	what
actually	RB	actually
caused	VVD	cause
the	DT	the
explosion	NN	explosion
in	IN	in
Gaza	NP	Gaza
on	IN	on
Tuesday	NP	Tuesday
night	NN	night
uh	UH	uh
that	IN/that	that
there	EX	there
would	MD	would
be	VB	be
a	DT	a
longer	JJR	long
inquiry	NN	inquiry
it	PP	it
seems	VVZ	seem
that	IN/that	that
Joe	NP	Joe
Biden	NP	Biden
has	VHZ	have
already	RB	already
decided	VVN	decide
he	PP	he
knows	VVZ	know
what	WP	what
happened	VVD	happen
by	IN	by
saying	VVG	say
in	IN	in
a	DT	a
very	RB	very
poor	JJ	poor
choice	NN	choice
of	IN	of
words	NNS	word
that	IN/that	that
the	DT	the
other	JJ	other
team	NN	team
was	VBD	be
responsible	JJ	responsible
he	PP	he
did	VVD	do
say	VV	say
that	IN/that	that
he	PP	he
was	VBD	be
deeply	RB	deeply
outraged	VVN	outrage
by	IN	by
what	WP	what
had	VHD	have
happened	VVN	happen
and	CC	and
concerned	VVN	concern
but	CC	but
this	DT	this
visit	NN	visit
is	VBZ	be
an	DT	an
extraordinary	JJ	extraordinary
show	NN	show
of	IN	of
support	NN	support
for	IN	for
the	DT	the
Israelis	NPS	Israelis
and	CC	and
essentially	RB	essentially
by	IN	by
Joe	NP	Joe
Biden	NP	Biden
saying	VVG	say
that	IN/that	that
he	PP	he
believes	VVZ	believe
that	IN/that	that
it	PP	it
was	VBD	be
a	DT	a
misfiring	VVG	misfire
rocket	NN	rocket
that	WDT	that
caused	VVD	cause
the	DT	the
chaos	NN	chaos
and	CC	and
the	DT	the
Carnage	NN	carnage
at	IN	at
the	DT	the
hospital	NN	hospital
in	IN	in
Gaza	NP	Gaza
that	IN/that	that
essentially	RB	essentially
there's	RB	there's
now	RB	now
a	DT	a
green	JJ	green
light	NN	light
for	IN	for
Israel	NP	Israel
to	TO	to
do	VV	do
what	WP	what
it	PP	it
wants	VVZ	want
his	PP$	his
comparisons	NNS	comparison
to	TO	to
ISA	NP	Isa
that	WDT	that
was	VBD	be
a	DT	a
very	RB	very
very	RB	very
poor	JJ	poor
choice	NN	choice
of	IN	of
words	NNS	word
by	IN	by
the	DT	the
president	NN	president
to	TO	to
even	RB	even
begin	VV	begin
to	TO	to
consider	VV	consider
that	IN/that	that
Isis	NP	Isis
uh	UH	uh
was	VBD	be
rational	JJ	rational
if	IN	if
Donald	NP	Donald
Trump	NP	Trump
had	VHD	have
said	VVN	say
something	NN	something
like	IN	like
that	WDT	that
there	EX	there
would	MD	would
be	VB	be
outrage	NN	outrage
for	IN	for
for	IN	for
days	NNS	day
it	PP	it
was	VBD	be
a	DT	a
very	RB	very
very	RB	very
poor	JJ	poor
choice	NN	choice
of	IN	of
words	VVZ	word
uh	UH	uh
but	CC	but
it's	NNS	it's
clear	VVP	clear
that	IN/that	that
that	DT	that
Joe	NP	Joe
Biden	NP	Biden
uh	UH	uh
is	VBZ	be
giving	VVG	give
his	PP$	his
support	NN	support
to	TO	to
whatever	WDT	whatever
may	MD	may
come	VV	come
in	IN	in
the	DT	the
next	JJ	next
few	JJ	few
days	NNS	day
we're	NN	we're
aware	JJ	aware
that	IN/that	that
there	EX	there
was	VBD	be
talk	NN	talk
that	IN/that	that
the	DT	the
Israelis	NPS	Israelis
postponed	VVD	postpone
the	DT	the
ground	NN	ground
war	NN	war
to	TO	to
allow	VV	allow
Joe	NP	Joe
Biden	NP	Biden
to	TO	to
carry	VV	carry
out	RP	out
this	DT	this
visit	NN	visit
but	CC	but
the	DT	the
suggestion	NN	suggestion
obviously	RB	obviously
is	VBZ	be
that	IN/that	that
in	IN	in
the	DT	the
next	JJ	next
few	JJ	few
days	NNS	day
they	PP	they
we're	VVP	we're
going	VVG	go
to	TO	to
see	VV	see
a	DT	a
ground	NN	ground
offensive	NN	offensive
just	RB	just
on	IN	on
what	WP	what
Benjamin	NP	Benjamin
Netanyahu	NP	Netanyahu
said	VVD	say
it	PP	it
was	VBD	be
interesting	JJ	interesting
that	IN/that	that
he	PP	he
did	VVD	do
make	VV	make
the	DT	the
comparison	NN	comparison
uh	UH	uh
to	TO	to
2911	CD	@card@
Benjamin	NP	Benjamin
Netanyahu	NP	Netanyahu
has	VHZ	have
spent	VVN	spend
a	DT	a
great	JJ	great
deal	NN	deal
of	IN	of
time	NN	time
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
he's	NNS	he's
aware	JJ	aware
of	IN	of
the	DT	the
American	JJ	American
psyche	NN	psyche
and	CC	and
by	IN	by
Plumbing	NN	plumbing
into	IN	into
911	CD	@card@
he	PP	he
is	VBZ	be
uh	UH	uh
he	PP	he
knows	VVZ	know
what	WP	what
he's	NNS	he's
doing	VVG	do
he	PP	he
he's	NNS	he's
absolutely	RB	absolutely
absolutely	RB	absolutely
certain	JJ	certain
what	WP	what
he's	NNS	he's
doing	VVG	do
and	CC	and
there	EX	there
was	VBD	be
that	DT	that
phrase	NN	phrase
where	WRB	where
he	PP	he
said	VVD	say
not	RB	not
only	RB	only
is	VBZ	be
it	PP	it
great	JJ	great
that	IN/that	that
Joe	NP	Joe
Biden	NP	Biden
is	VBZ	be
standing	VVG	stand
with	IN	with
Israel	NP	Israel
it's	NP	it's
great	JJ	great
that	IN/that	that
Joe	NP	Joe
Biden	NP	Biden
is	VBZ	be
standing	VVG	stand
in	IN	in
Israel	NP	Israel
because	IN	because
as	IN	as
I	PP	I
say	VVP	say
this	DT	this
is	VBZ	be
an	DT	an
extraordinary	JJ	extraordinary
show	NN	show
