speak	VV	speak
safety	NN	safety
given	VVN	give
evacuation	NN	evacuation
orders	NNS	order
and	CC	and
so	RB	so
on	IN	on
so	RB	so
Outreach	NN	outreach
from	IN	from
the	DT	the
a	DT	a
gencies	NNS	gencies
Plus	CC	plus
winning	VVG	win
the	DT	the
trust	NN	trust
of	IN	of
the	DT	the
people	NNS	people
so	IN	so
they	PP	they
bring	VVP	bring
the	DT	the
children	NNS	child
forward	RB	forward
and	CC	and
they	PP	they
must	MD	must
be	VB	be
absolutely	RB	absolutely
frightened	VVN	frighten
by	IN	by
everything	NN	everything
that	RB	that
'	POS	'
s	RB	s
been	VBN	be
going	VVG	go
on	IN	on
is	VBZ	be
going	VVG	go
to	TO	to
be	VB	be
extremely	RB	extremely
important	JJ	important
that	IN/that	that
'	POS	'
s	NN	S
why	WRB	why
I	PP	I
hope	VVP	hope
very	RB	very
much	JJ	much
that	IN/that	that
people	NNS	people
are	VBP	be
not	RB	not
fixated	VVN	fixate
on	IN	on
three	CD	three
days	NNS	day
but	CC	but
they	PP	they
allow	VVP	allow
a	DT	a
decent	JJ	decent
amount	NN	amount
of	IN	of
time	NN	time
to	TO	to
get	VV	get
the	DT	the
job	NN	job
done	VVN	do
when	WRB	when
you	PP	you
say	VVP	say
decent	JJ	decent
amount	NN	amount
of	IN	of
time	NN	time
um	NNS	um
what	WP	what
do	VVP	do
you	PP	you
what	WP	what
do	VVP	do
you	PP	you
mean	VV	mean
by	IN	by
that	IN/that	that
exactly	RB	exactly
how	WRB	how
long	RB	long
well	RB	well
when	WRB	when
I	PP	I
was	VBD	be
dealing	VVG	deal
with	IN	with
Afghanistan	NP	Afghanistan
and	CC	and
uh	UH	uh
uh	UH	uh
even	RB	even
even	RB	even
the	DT	the
Taliban	NP	Taliban
allowed	VVD	allow
the	DT	the
poopes	NNS	poopes
in	IN	in
the	DT	the
past	JJ	past
and	CC	and
they	PP	they
were	VBD	be
for	IN	for
much	RB	much
longer	JJR	long
periods	NNS	period
so	IN	so
sure	JJ	sure
three	CD	three
days	NNS	day
is	VBZ	be
good	JJ	good
and	CC	and
Gaza	NP	Gaza
is	VBZ	be
a	DT	a
small	JJ	small
territory	NN	territory
uh	UH	uh
and	CC	and
the	DT	the
agencies	NNS	agency
are	VBP	be
ready	JJ	ready
and	CC	and
they	PP	they
'	POS	'
ve	NN	ve
got	VVD	get
plenty	NN	plenty
of	IN	of
supplies	NNS	supply
and	CC	and
all	PDT	all
that	DT	that
is	VBZ	be
good	RB	good
good	JJ	good
stuff	VVP	stuff
I	PP	I
I	PP	I
just	RB	just
worry	VVP	worry
that	IN/that	that
excessive	JJ	excessive
kind	NN	kind
of	IN	of
Jubilation	NN	jubilation
at	IN	at
the	DT	the
beginning	NN	beginning
we	PP	we
don	VVP	don
'	''	'
t	NN	t
want	VVP	want
to	TO	to
undermine	VV	undermine
the	DT	the
operation	NN	operation
let	NN	let
'	POS	'
s	NNS	s
see	VVP	see
how	WRB	how
it	PP	it
goes	VVZ	go
and	CC	and
I	PP	I
would	MD	would
think	VV	think
at	IN	at
least	JJS	least
the	DT	the
week	NN	week
is	VBZ	be
probably	RB	probably
going	VVG	go
to	TO	to
required	VVN	require
to	TO	to
reach	VV	reach
the	DT	the
90	CD	@card@
plus	CC	plus
Target	NP	Target
that	IN/that	that
we	PP	we
must	MD	must
uh	UH	uh
reach	VV	reach
on	IN	on
public	JJ	public
health	NN	health
grounds	NNS	ground
and	CC	and
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
of	IN	of
course	NN	course
has	VHZ	have
been	VBN	be
polio	NN	polio
free	JJ	free
for	IN	for
the	DT	the
last	JJ	last
25	CD	@card@
years	NNS	year
so	RB	so
how	WRB	how
big	JJ	big
a	DT	a
threat	NN	threat
is	VBZ	be
its	PP$	its
emergence	NN	emergence
now	RB	now
and	CC	and
also	RB	also
uh	UH	uh
when	WRB	when
you	PP	you
said	VVD	say
that	IN/that	that
the	DT	the
PO	NN	po
polio	NN	polio
doesn	NN	doesn
'	POS	'
t	NN	t
really	RB	really
respect	NN	respect
borders	NNS	border
is	VBZ	be
it	PP	it
a	DT	a
threat	NN	threat
to	TO	to
other	JJ	other
regions	NNS	region
as	IN	as
well	RB	well
absolutely	RB	absolutely
it	PP	it
'	POS	'
s	NNS	s
a	DT	a
threat	NN	threat
to	TO	to
the	DT	the
whole	JJ	whole
region	NN	region
obviously	RB	obviously
immunization	NN	immunization
rates	NNS	rate
in	IN	in
Israel	NP	Israel
and	CC	and
Jordan	NP	Jordan
neighboring	JJ	neighboring
countries	NNS	country
are	VBP	be
probably	RB	probably
much	RB	much
higher	JJR	high
than	IN	than
they	PP	they
are	VBP	be
in	IN	in
Gaza	NP	Gaza
however	RB	however
the	DT	the
uh	UH	uh
during	IN	during
generalized	VVN	generalize
insecurity	NN	insecurity
as	IN	as
you	PP	you
seen	VVN	see
in	IN	in
other	JJ	other
countries	NNS	country
the	DT	the
virus	NN	virus
does	VVZ	do
spread	VV	spread
and	CC	and
when	WRB	when
immunization	NN	immunization
rates	NNS	rate
go	VVP	go
down	RP	down
even	RB	even
down	RB	down
to	TO	to
their	PP$	their
80s	JJ	80s
then	RB	then
the	DT	the
risk	NN	risk
gets	VVZ	get
that	IN/that	that
much	RB	much
harder	JJR	hard
so	IN	so
I	PP	I
think	VVP	think
getting	VVG	get
this	DT	this
under	IN	under
control	NN	control
inside	IN	inside
Gaza	NP	Gaza
is	VBZ	be
extremely	RB	extremely
important	JJ	important
uh	UH	uh
obviously	RB	obviously
first	JJ	first
and	CC	and
foremost	RB	foremost
for	IN	for
the	DT	the
children	NNS	child
inside	IN	inside
Gaza	NP	Gaza
and	CC	and
we	PP	we
already	RB	already
know	VVP	know
that	IN/that	that
polio	NN	polio
is	VBZ	be
present	JJ	present
because	IN	because
the	DT	the
child	NN	child
has	VHZ	have
even	RB	even
been	VBN	be
semi	NN	semi
paralyzed	VVN	paralyze
and	CC	and
if	IN	if
there	EX	there
'	''	'
s	RB	s
been	VBN	be
one	CD	one
child	NN	child
who	WP	who
'	POS	'
s	NN	S
affected	VVD	affect
then	RB	then
we	PP	we
can	MD	can
be	VB	be
sure	RB	sure
there	EX	there
are	VBP	be
others	NNS	other
who	WP	who
who	WP	who
are	VBP	be
just	RB	just
stating	VVG	state
the	DT	the
virus	NN	virus
so	RB	so
already	RB	already
now	RB	now
I	PP	I
think	VVP	think
it	PP	it
is	VBZ	be
a	DT	a
little	JJ	little
bit	NN	bit
too	RB	too
late	RB	late
even	RB	even
if	IN	if
you	PP	you
'	POS	'
re	NN	re
talking	VVG	talk
about	RB	about
zero	CD	zero
paralysis	NN	paralysis
from	IN	from
polio	NN	polio
but	CC	but
this	DT	this
is	VBZ	be
why	WRB	why
I	PP	I
'	POS	'
m	NN	m
a	DT	a
little	JJ	little
bit	NN	bit
disappointed	VVD	disappoint
that	IN/that	that
we	PP	we
have	VHP	have
to	TO	to
wait	VV	wait
till	IN	till
the	DT	the
1st	JJ	1st
of	IN	of
February	NP	February
I	NP	I
don	NN	don
'	POS	'
t	NN	t
see	VV	see
why	WRB	why
we	PP	we
cannot	MD	can
start	VV	start
this	DT	this
tonight	NN	tonight
or	CC	or
tomorrow	NN	tomorrow
considering	VVG	consider
that	IN/that	that
for	IN	for
the	DT	the
last	JJ	last
few	JJ	few
days	NNS	day
people	NNS	people
have	VHP	have
been	VBN	be
announcing	VVG	announce
very	RB	very
proudly	RB	proudly
that	IN/that	that
so	RB	so
many	JJ	many
vaccines	NNS	vaccine
have	VHP	have
been	VBN	be
supplied	VVN	supply
and	CC	and
everyone	NN	everyone
is	VBZ	be
ready	JJ	ready
and	CC	and
everyone	NN	everyone
is	VBZ	be
just	RB	just
waiting	VVG	wait
so	RB	so
why	WRB	why
wait	VV	wait
till	IN	till
the	DT	the
1st	JJ	1st
of	IN	of
September	NP	September
okay	JJ	okay
we	PP	we
'	''	'
ll	NNS	ll
have	VHP	have
to	TO	to
leave	VV	leave
it	PP	it
there	RB	there
thank	VVP	thank
you	PP	you
so	RB	so
much	JJ	much
Dr	NP	Dr
mes	FW	mes
capill	NN	capill
thanks	NNS	thanks
for	IN	for
joining	VVG	join
us	PP	us
from	IN	from
Geneva	NP	Geneva
thank	VVP	thank
you	PP	you
make	VVP	make
sure	RB	sure
to	TO	to
subscribe	VV	subscribe
to	TO	to
our	PP$	our
channel	NN	channel
to	TO	to
get	VV	get
the	DT	the
latest	JJS	late
news	NN	news
from	IN	from
algera	NN	algera
