<video_id>RltwchZCFnI</video_id>	JJ	<video_id>RltwchZCFnI</video_id>
with	IN	with
the	DT	the
destruction	NN	destruction
of	IN	of
Gaza	NP	Gaza
and	CC	and
the	DT	the
Israeli	JJ	Israeli
visions	NNS	vision
of	IN	of
the	DT	the
post-war	JJ	post-war
Gaza	NP	Gaza
which	WDT	which
is	VBZ	be
definitely	RB	definitely
very	RB	very
very	RB	very
opposite	JJ	opposite
for	IN	for
what	WP	what
most	JJS	most
Palestinians	NPS	Palestinians
would	MD	would
have	VH	have
liked	VVN	like
I	PP	I
I	PP	I
want	VVP	want
to	TO	to
ask	VV	ask
you	PP	you
about	IN	about
the	DT	the
credibility	NN	credibility
element	NN	element
of	IN	of
it	PP	it
because	IN	because
one	PP	one
could	MD	could
perhaps	RB	perhaps
understand	VV	understand
that	IN/that	that
the	DT	the
the	DT	the
view	NN	view
of	IN	of
Palestinians	NPS	Palestinians
in	IN	in
Gaza	NP	Gaza
but	CC	but
would	MD	would
one	PP	one
would	MD	would
also	RB	also
Imagine	VV	imagine
That	DT	that
Palestinians	NPS	Palestinians
in	IN	in
the	DT	the
West	NP	West
Bank	NP	Bank
who've	NN	who've
been	VBN	be
living	VVG	live
under	IN	under
the	DT	the
Palestinian	NN	Palestinian
for	IN	for
a	DT	a
long	JJ	long
time	NN	time
would	MD	would
have	VH	have
uh	UH	uh
a	DT	a
particularly	RB	particularly
jaus	NNS	jaus
view	VVP	view
because	IN	because
the	DT	the
credibility	NN	credibility
of	IN	of
the	DT	the
Palestinian	NP	Palestinian
Authority	NP	Authority
has	VHZ	have
not	RB	not
been	VBN	be
great	JJ	great
over	IN	over
the	DT	the
last	JJ	last
several	JJ	several
years	NNS	year
not	RB	not
not	RB	not
very	RB	very
much	JJ	much
I	PP	I
would	MD	would
say	VV	say
even	RB	even
more	RBR	more
the	DT	the
legitimacy	NN	legitimacy
not	RB	not
just	RB	just
the	DT	the
credibility	NN	credibility
and	CC	and
uh	UH	uh
the	DT	the
longer	JJR	long
the	DT	the
Israeli	JJ	Israeli
operations	NNS	operation
continue	VVP	continue
and	CC	and
they	PP	they
will	MD	will
continue	VV	continue
unfortunately	RB	unfortunately
for	IN	for
quite	PDT	quite
a	DT	a
while	IN	while
the	DT	the
more	RBR	more
difficult	JJ	difficult
it	PP	it
would	MD	would
be	VB	be
for	IN	for
people	NNS	people
in	IN	in
the	DT	the
West	NP	West
Bank	NP	Bank
to	TO	to
remain	VV	remain
relatively	RB	relatively
I	PP	I
say	VVP	say
relatively	RB	relatively
passive	JJ	passive
because	IN	because
quite	PDT	quite
a	DT	a
few	JJ	few
young	JJ	young
Palestinian	JJ	Palestinian
factions	NNS	faction
have	VHP	have
been	VBN	be
trying	VVG	try
to	TO	to
join	VV	join
the	DT	the
resistance	NN	resistance
in	IN	in
Gaza	NP	Gaza
uh	UH	uh
but	CC	but
of	IN	of
course	NN	course
it's	NNS	it's
very	RB	very
difficult	JJ	difficult
because	IN	because
the	DT	the
Israelis	NPS	Israelis
are	VBP	be
are	VBP	be
using	VVG	use
very	RB	very
oppressive	JJ	oppressive
Ive	NP	Ive
methods	NNS	method
in	IN	in
Gaza	NP	Gaza
so	IN	so
I	PP	I
think	VVP	think
yes	RB	yes
I	PP	I
think	VVP	think
that	IN/that	that
if	IN	if
we	PP	we
already	RB	already
know	VVP	know
that	IN/that	that
the	DT	the
credibility	NN	credibility
was	VBD	be
undermined	VVN	undermine
it's	NNS	it's
going	VVG	go
to	TO	to
be	VB	be
further	RBR	further
undermined	VVN	undermine
if	IN	if
if	IN	if
the	DT	the
PA	NN	pa
would	MD	would
be	VB	be
seen	VVN	see
to	TO	to
be	VB	be
part	NN	part
of	IN	of
a	DT	a
coalition	NN	coalition
that	WDT	that
gives	VVZ	give
a	DT	a
green	JJ	green
light	NN	light
to	TO	to
Israel	NP	Israel
to	TO	to
implement	VV	implement
its	PP$	its
ideas	NNS	idea
for	IN	for
how	WRB	how
to	TO	to
rule	VV	rule
Gaza	NP	Gaza
uh	UH	uh
in	IN	in
the	DT	the
end	NN	end
of	IN	of
the	DT	the
war	NN	war
and	CC	and
the	DT	the
war	NN	war
is	VBZ	be
not	RB	not
very	RB	very
near	IN	near
ending	VVG	end
we	PP	we
should	MD	should
take	VV	take
this	DT	this
into	IN	into
account	NN	account
so	IN	so
we	PP	we
really	RB	really
don't	VVD	don't
see	VV	see
any	DT	any
role	NN	role
for	IN	for
the	DT	the
PA	NN	pa
in	IN	in
the	DT	the
next	JJ	next
15	CD	@card@
months	NNS	month
because	IN	because
this	DT	this
is	VBZ	be
more	JJR	more
or	CC	or
less	RBR	less
the	DT	the
period	NN	period
in	IN	in
which	WDT	which
the	DT	the
fighting	NN	fighting
will	MD	will
continue	VV	continue
uh	UH	uh
and	CC	and
I	PP	I
don't	VVD	don't
think	VV	think
there	EX	there
will	MD	will
be	VB	be
any	DT	any
substantial	JJ	substantial
negotiations	NNS	negotiation
anyway	RB	anyway
about	IN	about
the	DT	the
day	NN	day
after	IN	after
MH	NP	MH
okay	JJ	okay
I	PP	I
want	VVP	want
to	TO	to
I	PP	I
want	VVP	want
to	TO	to
get	VV	get
your	PP$	your
opinion	NN	opinion
with	IN	with
regard	NN	regard
to	TO	to
that	DT	that
fighting	NN	fighting
that	IN/that	that
you're	NN	you're
talking	VVG	talk
about	RB	about
as	IN	as
we	PP	we
know	VVP	know
and	CC	and
Benjamin	NP	Benjamin
Netanyahu	NP	Netanyahu
has	VHZ	have
instructed	VVN	instruct
the	DT	the
Israeli	JJ	Israeli
military	NN	military
in	IN	in
order	NN	order
to	TO	to
carry	VV	carry
out	RP	out
put	VVN	put
plans	NNS	plan
together	RB	together
for	IN	for
an	DT	an
operation	NN	operation
to	TO	to
to	TO	to
move	VV	move
into	IN	into
Rafa	NP	Rafa
that	WDT	that
has	VHZ	have
prompted	VVN	prompt
a	DT	a
significant	JJ	significant
response	NN	response
very	RB	very
very	RB	very
critical	JJ	critical
response	NN	response
from	IN	from
the	DT	the
US	NP	US
the	DT	the
UK	NP	UK
various	JJ	various
supporters	NNS	supporter
of	IN	of
isra	NN	isra
including	VVG	include
of	IN	of
course	NN	course
Aid	NN	aid
agencies	NNS	agency
as	RB	as
well	RB	well
is	VBZ	be
there	RB	there
an	DT	an
indication	NN	indication
do	VVP	do
you	PP	you
think	VVP	think
that	IN/that	that
this	DT	this
is	VBZ	be
the	DT	the
point	NN	point
at	IN	at
which	WDT	which
the	DT	the
support	NN	support
that	IN/that	that
the	DT	the
Netanyahu	NP	Netanyahu
government	NN	government
has	VHZ	have
been	VBN	be
receiving	VVG	receive
up	RP	up
to	TO	to
now	RB	now
is	VBZ	be
starting	VVG	start
to	TO	to
fracture	VV	fracture
it's	NNS	it's
starting	VVG	start
to	TO	to
back	VV	back
away	RP	away
is	VBZ	be
this	DT	this
a	DT	a
sign	NN	sign
that	IN/that	that
people	NNS	people
are	VBP	be
saying	VVG	say
No	RB	no
this	DT	this
pushing	VVG	push
everybody	NN	everybody
pushing	VVG	push
1.4	CD	@card@
million	CD	million
million	CD	million
Palestinians	NPS	Palestinians
into	IN	into
a	DT	a
corner	NN	corner
of	IN	of
Gaza	NP	Gaza
in	IN	in
Rafa	NP	Rafa
is	VBZ	be
simply	RB	simply
too	RB	too
far	RB	far
I	PP	I
I	PP	I
wish	VVP	wish
I	PP	I
would	MD	would
be	VB	be
a	DT	a
bearer	NN	bearer
of	IN	of
good	JJ	good
news	NN	news
but	CC	but
I	NP	I
I'm	NP	I'm
afraid	JJ	afraid
that	IN/that	that
history	NN	history
teaches	VVZ	teach
us	PP	us
that	IN/that	that
strong	JJ	strong
American	JJ	American
language	NN	language
of	IN	of
condemnation	NN	condemnation
very	RB	very
rarely	RB	rarely
is	VBZ	be
supported	VVN	support
by	IN	by
actions	NNS	action
and	CC	and
the	DT	the
Israelis	NPS	Israelis
have	VHP	have
a	DT	a
way	NN	way
of	IN	of
kind	NN	kind
of	IN	of
taming	VVG	tame
or	CC	or
at	IN	at
least	JJS	least
allegedly	RB	allegedly
taming	VVG	tame
their	PP$	their
actions	NNS	action
uh	UH	uh
creating	VVG	create
the	DT	the
impression	NN	impression
that	IN/that	that
this	DT	this
is	VBZ	be
not	RB	not
really	RB	really
a	DT	a
military	JJ	military
operation	NN	operation
it's	NNS	it's
a	DT	a
limited	JJ	limited
operation	NN	operation
they	PP	they
will	MD	will
find	VV	find
a	DT	a
way	NN	way
that	WDT	that
would	MD	would
satisfy	VV	satisfy
an	DT	an
American	JJ	American
Administration	NN	administration
on	IN	on
election	NN	election
year	NN	year
uh	UH	uh
in	IN	in
a	DT	a
way	NN	way
that	IN/that	that
unfortunately	RB	unfortunately
as	RB	as
far	RB	far
as	IN	as
the	DT	the
Palestinians	NPS	Palestinians
in	IN	in
Rafa	NP	Rafa
are	VBP	be
concerned	VVN	concern
would	MD	would
be	VB	be
quite	RB	quite
meaningless	JJ	meaningless
the	DT	the
same	JJ	same
I	PP	I
think	VVP	think
is	VBZ	be
true	JJ	true
about	IN	about
the	DT	the
EU	NP	EU
and	CC	and
the	DT	the
European	JJ	European
governments	NNS	government
I	PP	I
think	VVP	think
that	IN/that	that
they	PP	they
are	VBP	be
very	RB	very
easily	RB	easily
uh	UH	uh
induced	VVN	induce
by	IN	by
Israel	NP	Israel
to	TO	to
take	VV	take
a	DT	a
strong	JJ	strong
position	NN	position
in	IN	in
words	NNS	word
but	CC	but
not	RB	not
to	TO	to
translate	VV	translate
them	PP	them
into	IN	into
actions	NNS	action
that	WDT	that
could	MD	could
have	VH	have
bring	VV	bring
an	DT	an
end	NN	end
to	TO	to
the	DT	the
fighting	NN	fighting
so	IN	so
I	PP	I
think	VVP	think
that	IN/that	that
the	DT	the
Israeli	NP	Israeli
Army	NP	Army
will	MD	will
attack	VV	attack
Rafa	NP	Rafa
uh	UH	uh
I	PP	I
don't	VVD	don't
think	VV	think
that	IN/that	that
the	DT	the
Israeli	JJ	Israeli
plans	NNS	plan
for	IN	for
how	WRB	how
to	TO	to
deal	VV	deal
with	IN	with
the	DT	the
refugees	NNS	refugee
are	VBP	be
going	VVG	go
easily	RB	easily
to	TO	to
materialize	VV	materialize
uh	UH	uh
we	PP	we
hope	VVP	hope
and	CC	and
we	PP	we
need	VVP	need
a	DT	a
strong	JJ	strong
International	NP	International
re	NN	re
action	NN	action
now	RB	now
because	IN	because
once	RB	once
the	DT	the
Israeli	JJ	Israeli
operation	NN	operation
will	MD	will
begin	VV	begin
it	PP	it
will	MD	will
be	VB	be
even	RB	even
more	RBR	more
difficult	JJ	difficult
to	TO	to
stop	VV	stop
them	PP	them
mhm	NN	mhm
the	DT	the
fact	NN	fact
that	IN/that	that
Benjamin	NP	Benjamin
Netanyahu	NP	Netanyahu
went	VVD	go
public	NN	public
and	CC	and
said	VVD	say
that	IN/that	that
he	PP	he
had	VHD	have
instructed	VVN	instruct
the	DT	the
military	NN	military
to	TO	to
make	VV	make
this	DT	this
plan	NN	plan
for	IN	for
a	DT	a
push	NN	push
on	IN	on
Rafa	NP	Rafa
at	IN	at
this	DT	this
particular	JJ	particular
time	NN	time
when	WRB	when
there	EX	there
are	VBP	be
negotiations	NNS	negotiation
albeit	IN	albeit
fairly	RB	fairly
fragmented	VVN	fragment
we	PP	we
don't	VVD	don't
have	VH	have
a	DT	a
lot	NN	lot
of	IN	of
details	NNS	detail
um	JJ	um
about	IN	about
working	VVG	work
towards	IN	towards
some	DT	some
sort	NN	sort
of	IN	of
timeline	NN	timeline
towards	IN	towards
the	DT	the
ceasefire	NN	ceasefire
is	VBZ	be
there	RB	there
a	DT	a
sense	NN	sense
that	IN/that	that
there	EX	there
that	RB	that
the	DT	the
timing	NN	timing
of	IN	of
this	DT	this
anoun	NN	anoun
an	DT	an
m	NN	m
is	VBZ	be
in	IN	in
some	DT	some
way	NN	way
connected	VVN	connect
to	TO	to
the	DT	the
negotiations	NNS	negotiation
and	CC	and
the	DT	the
to	TO	to
put	VV	put
perhaps	RB	perhaps
pressure	NN	pressure
on	IN	on
the	DT	the
negotiators	NNS	negotiator
perhaps	RB	perhaps
on	IN	on
Hamas	VVG	Hamas
itself	PP	itself
to	TO	to
try	VV	try
to	TO	to
move	VV	move
along	RP	along
with	IN	with
some	DT	some
sort	NN	sort
of	IN	of
solution	NN	solution
I	PP	I
think	VVP	think
netan	NN	netan
is	VBZ	be
recently	RB	recently
talking	VVG	talk
mainly	RB	mainly
to	TO	to
his	PP$	his
electoral	JJ	electoral
base	NN	base
more	RBR	more
than	IN	than
to	TO	to
anyone	NN	anyone
else	RB	else
and	CC	and
his	PP$	his
electoral	JJ	electoral
base	NN	base
is	VBZ	be
made	VVN	make
of	IN	of
people	NNS	people
who	WP	who
care	VVP	care
little	RB	little
about	IN	about
those	DT	those
who've	NN	who've
been	VBN	be
captured	VVN	capture
in	IN	in
Gaza	NP	Gaza
they	PP	they
want	VVP	want
to	TO	to
see	VV	see
the	DT	the
continuation	NN	continuation
of	IN	of
the	DT	the
military	JJ	military
actions	NNS	action
they	PP	they
want	VVP	want
to	TO	to
see	VV	see
a	DT	a
stop	NN	stop
for	IN	for
international	JJ	international
Aid	NN	aid
to	TO	to
Gaza	NP	Gaza
so	RB	so
when	WRB	when
he	PP	he
talks	VVZ	talk
in	IN	in
Hebrew	JJ	Hebrew
uh	UH	uh
to	TO	to
the	DT	the
Israeli	JJ	Israeli
public	NN	public
he	PP	he
talks	VVZ	talk
to	TO	to
his	PP$	his
base	NN	base
when	WRB	when
he	PP	he
talks	VVZ	talk
to	TO	to
the	DT	the
American	JJ	American
Media	NN	Media
he	PP	he
tries	VVZ	try
to	TO	to
sound	VV	sound
a	DT	a
bit	NN	bit
more	RBR	more
pragmatic	JJ	pragmatic
a	DT	a
bit	NN	bit
more	RBR	more
inclusive	JJ	inclusive
but	CC	but
I	PP	I
don't	VVD	don't
think	VV	think
that	IN/that	that
we	PP	we
should	MD	should
take	VV	take
these	DT	these
uh	UH	uh
uh	UH	uh
kind	NN	kind
of	IN	of
statements	NNS	statement
by	IN	by
nany	NN	nany
as	IN	as
part	NN	part
of	IN	of
an	DT	an
indication	NN	indication
of	IN	of
a	DT	a
policy	NN	policy
this	DT	this
is	VBZ	be
an	DT	an
attempt	NN	attempt
to	TO	to
from	IN	from
the	DT	the
very	RB	very
beginning	VVG	begin
to	TO	to
use	VV	use
the	DT	the
military	JJ	military
operation	NN	operation
to	TO	to
save	VV	save
his	PP$	his
skin	NN	skin
because	IN	because
uh	UH	uh
everything	NN	everything
Netanyahu	NP	Netanyahu
has	VHZ	have
done	VVN	do
from	IN	from
the	DT	the
of	IN	of
October	NP	October
until	IN	until
today	NN	today
from	IN	from
his	PP$	his
perspective	NN	perspective
is	VBZ	be
calculated	VVN	calculate
to	TO	to
make	VV	make
sure	JJ	sure
that	IN/that	that
he's	NNS	he's
not	RB	not
going	VVG	go
to	TO	to
lose	VV	lose
his	PP$	his
grip	NN	grip
on	IN	on
the	DT	the
government	NN	government
because	IN	because
of	IN	of
all	PDT	all
the	DT	the
other	JJ	other
problems	NNS	problem
that	IN/that	that
he	PP	he
faces	VVZ	face
so	IN	so
his	PP$	his
decision	NN	decision
eventually	RB	eventually
to	TO	to
order	VV	order
the	DT	the
Army	NP	Army
to	TO	to
go	VV	go
to	TO	to
Rafa	NP	Rafa
is	VBZ	be
not	RB	not
out	RB	out
of	IN	of
a	DT	a
military	JJ	military
consideration	NN	consideration
or	CC	or
even	RB	even
strategic	JJ	strategic
one	CD	one
it	PP	it
is	VBZ	be
one	CD	one
that	IN/that	that
he	PP	he
thinks	VVZ	think
that	IN/that	that
his	PP$	his
base	NN	base
would	MD	would
like	VV	like
to	TO	to
hear	VV	hear
would	MD	would
it	PP	it
really	RB	really
how	WRB	how
would	MD	would
this	RB	this
translate	VV	translate
into	IN	into
orders	NNS	order
practical	JJ	practical
orders	NNS	order
to	TO	to
the	DT	the
Army	NP	Army
it's	NNS	it's
difficult	JJ	difficult
to	TO	to
to	TO	to
say	VV	say
but	CC	but
I	PP	I
wouldn't	VVD	wouldn't
portray	VV	portray
the	DT	the
Israeli	JJ	Israeli
Army	NN	army
as	IN	as
a	DT	a
doish	JJ	doish
institution	NN	institution
that	WDT	that
is	VBZ	be
hesitant	JJ	hesitant
to	TO	to
attack	VV	attack
RAF	NN	RAF
so	IN	so
I	PP	I
think	VVP	think
we	PP	we
still	RB	still
need	VVP	need
the	DT	the
regional	JJ	regional
and	CC	and
International	NP	International
Community	NP	Community
to	TO	to
take	VV	take
seriously	RB	seriously
the	DT	the
possibility	NN	possibility
that	IN/that	that
the	DT	the
catastrophe	NN	catastrophe
that	IN/that	that
we	PP	we
have	VHP	have
seen	VVN	see
in	IN	in
Gaza	NP	Gaza
is	VBZ	be
going	VVG	go
to	TO	to
be	VB	be
far	RB	far
worse	JJR	bad
when	WRB	when
Israel	NP	Israel
uh	UH	uh
Begins	VVZ	begin
the	DT	the
attack	NN	attack
on	IN	on
Rafa	NP	Rafa
and	CC	and
they	PP	they
have	VHP	have
the	DT	the
intention	NN	intention
of	IN	of
doing	VVG	do
it	PP	it
unless	IN	unless
they	PP	they
will	MD	will
be	VB	be
stopped	VVN	stop
from	IN	from
the	DT	the
outside	NN	outside
yeah	RB	yeah
I	PP	I
want	VVP	want
to	TO	to
take	VV	take
this	DT	this
slightly	RB	slightly
wider	JJR	wide
because	IN	because
we	PP	we
we	PP	we
have	VHP	have
about	RB	about
a	DT	a
minute	NN	minute
left	VVD	leave
an	DT	an
Egyptian	JJ	Egyptian
official	NN	official
has	VHZ	have
been	VBN	be
quoted	VVN	quote
as	IN	as
saying	VVG	say
that	IN/that	that
any	DT	any
attempt	NN	attempt
to	TO	to
relocate	VV	relocate
Palestinians	NPS	Palestinians
into	IN	into
Egypt	NP	Egypt
would	MD	would
simply	RB	simply
collapse	VV	collapse
any	DT	any
sort	NN	sort
of	IN	of
agreement	NN	agreement
between	IN	between
uh	UH	uh
security	NN	security
agreement	NN	agreement
between	IN	between
Egypt	NP	Egypt
and	CC	and
Israel	NP	Israel
is	VBZ	be
this	DT	this
a	DT	a
risk	NN	risk
that	IN/that	that
actually	RB	actually
Israel	NP	Israel
is	VBZ	be
in	IN	in
a	DT	a
position	NN	position
to	TO	to
take	VV	take
given	VVN	give
the	DT	the
the	DT	the
level	NN	level
of	IN	of
control	NN	control
that	IN/that	that
it	PP	it
relies	VVZ	rely
on	RP	on
from	IN	from
from	IN	from
Egypt	NP	Egypt
over	IN	over
the	DT	the
border	NN	border
with	IN	with
the	DT	the
Sinai	NP	Sinai
desert	NN	desert
it's	NNS	it's
a	DT	a
risk	NN	risk
Israelis	NPS	Israelis
will	MD	will
take	VV	take
I	PP	I
think	VVP	think
they	PP	they
understand	VVP	understand
that	IN/that	that
the	DT	the
Egyptians	NNS	Egyptian
are	VBP	be
not	RB	not
going	VVG	go
to	TO	to
open	VV	open
the	DT	the
border	NN	border
and	CC	and
let	VV	let
in	IN	in
the	DT	the
refugees	NNS	refugee
they	PP	they
still	RB	still
hope	VVP	hope
they	PP	they
will	MD	will
under	IN	under
the	DT	the
pressure	VV	pressure
uh	UH	uh
but	CC	but
I	PP	I
think	VVP	think
there	EX	there
is	VBZ	be
a	DT	a
plan	NN	plan
B	NN	B
for	IN	for
the	DT	the
Israelis	NNS	Israeli
that	IN/that	that
it	PP	it
doesn't	VVD	doesn't
happen	VV	happen
and	CC	and
the	DT	the
fact	NN	fact
that	IN/that	that
this	DT	this
would	MD	would
you	PP	you
know	VV	know
uh	UH	uh
uh	UH	uh
result	NN	result
in	IN	in
a	DT	a
huge	JJ	huge
human	JJ	human
catastrophe	NN	catastrophe
is	VBZ	be
not	RB	not
something	NN	something
that	WDT	that
inhibits	VVZ	inhibit
the	DT	the
Israelis	NPS	Israelis
from	IN	from
implementing	VVG	implement
uh	UH	uh
that	WDT	that
program	NN	program
the	DT	the
mood	NN	mood
in	IN	in
Israel	NP	Israel
and	CC	and
that's	NNS	that's
the	DT	the
mood	NN	mood
Netanyahu	NP	Netanyahu
is	VBZ	be
relating	VVG	relate
to	TO	to
is	VBZ	be
vindicative	JJ	vindicative
still	RB	still
very	RB	very
vindicative	JJ	vindicative
dehumanizes	VVZ	dehumanize
the	DT	the
Palestinians	NPS	Palestinians
very	RB	very
little	JJ	little
compassion	NN	compassion
for	IN	for
the	DT	the
Palestinian	JJ	Palestinian
suffering	NN	suffering
and	CC	and
therefore	RB	therefore
the	DT	the
domestic	JJ	domestic
scene	NN	scene
in	IN	in
Israel	NP	Israel
has	VHZ	have
no	DT	no
problem	NN	problem
with	IN	with
a	DT	a
wide	JJ	wide
operation	NN	operation
in	IN	in
Rafa	NP	Rafa
whatever	WDT	whatever
the	DT	the
human	JJ	human
consequences	NNS	consequence
of	IN	of
that	DT	that
operation	NN	operation
will	MD	will
be	VB	be
Ellen	NP	Ellen
Poe	NP	Poe
we	PP	we
appreciate	VVP	appreciate
you	PP	you
giving	VVG	give
us	PP	us
the	DT	the
benefit	NN	benefit
of	IN	of
your	PP$	your
expertise	NN	expertise
in	IN	in
this	DT	this
thank	VVP	thank
you	PP	you
very	RB	very
much	RB	much
indeed	RB	indeed
for	IN	for
your	PP$	your
time	NN	time
thank	VV	thank
you	PP	you
very	RB	very
much	RB	much
for	IN	for
having	VHG	have
me	PP	me
thank	VV	thank
you	PP	you
</doc>	JJ	</doc>
