<video_id>ezv1_lU-YIg</video_id>	JJ	<video_id>ezv1_lU-YIg</video_id>
highly	RB	highly
equipped	VVN	equip
by	IN	by
uh	UH	uh
the	DT	the
uh	UH	uh
United	NP	United
Nations	NPS	Nations
and	CC	and
it's	NNS	it's
also	RB	also
it	PP	it
cannot	MD	can
protect	VV	protect
them	PP	them
from	IN	from
being	VBG	be
exposed	VVN	expose
uh	UH	uh
from	IN	from
the	DT	the
rain	NN	rain
as	IN	as
they	PP	they
they	PP	they
are	VBP	be
totally	RB	totally
are	VBP	be
forced	VVN	force
to	TO	to
get	VV	get
up	RP	up
early	RB	early
no	DT	no
matter	NN	matter
what	WP	what
if	IN	if
there	EX	there
was	VBD	be
rain	NN	rain
or	CC	or
not	RB	not
in	IN	in
order	NN	order
to	TO	to
have	VH	have
access	NN	access
to	TO	to
bread	NN	bread
have	VHP	have
access	NN	access
to	TO	to
water	NN	water
and	CC	and
they	PP	they
are	VBP	be
forced	VVN	force
to	TO	to
do	VV	do
that	IN/that	that
under	IN	under
dire	JJ	dire
humanitarian	JJ	humanitarian
circumstances	NNS	circumstance
so	IN	so
rain	NN	rain
is	VBZ	be
considered	VVN	consider
to	TO	to
be	VB	be
now	RB	now
a	DT	a
new	JJ	new
concern	NN	concern
for	IN	for
the	DT	the
majority	NN	majority
of	IN	of
displaced	VVN	displace
people	NNS	people
inside	IN	inside
the	DT	the
territory	NN	territory
as	IN	as
more	JJR	more
people	NNS	people
are	VBP	be
fleeing	VVG	flee
from	IN	from
the	DT	the
north	NN	north
and	CC	and
Central	JJ	central
areas	NNS	area
of	IN	of
Gaza	NP	Gaza
Strip	NP	Strip
to	TO	to
the	DT	the
southern	JJ	southern
areas	NNS	area
people	VV	people
uh	UH	uh
dramatic	JJ	dramatic
situation	NN	situation
is	VBZ	be
getting	VVG	get
much	RB	much
more	RBR	more
worsening	VVG	worsen
as	RB	as
also	RB	also
they	PP	they
are	VBP	be
having	VHG	have
different	JJ	different
kind	NN	kind
of	IN	of
shortage	NN	shortage
they	PP	they
did	VVD	do
not	RB	not
really	RB	really
manage	VV	manage
to	TO	to
bring	VV	bring
uh	UH	uh
their	PP$	their
clothes	NNS	clothes
from	IN	from
the	DT	the
houses	NNS	house
because	IN	because
they	PP	they
are	VBP	be
only	RB	only
allowed	VVN	allow
to	TO	to
have	VH	have
only	RB	only
one	CD	one
bag	NN	bag
as	IN	as
they	PP	they
are	VBP	be
evacuating	VVG	evacuate
and	CC	and
some	DT	some
of	IN	of
them	PP	them
did	VVD	do
not	RB	not
really	RB	really
manage	VV	manage
to	TO	to
get	VV	get
any	DT	any
bag	NN	bag
of	IN	of
clothes	NNS	clothes
with	IN	with
them	PP	them
and	CC	and
others	NNS	other
have	VHP	have
run	VVN	run
out	RP	out
of	IN	of
money	NN	money
they	PP	they
don't	VVD	don't
have	VH	have
even	JJ	even
money	NN	money
to	TO	to
have	VH	have
the	DT	the
ability	NN	ability
to	TO	to
purchase	VV	purchase
anything	NN	anything
from	IN	from
the	DT	the
market	NN	market
so	IN	so
the	DT	the
situation	NN	situation
for	IN	for
them	PP	them
is	VBZ	be
really	RB	really
dramatic	JJ	dramatic
and	CC	and
witnessing	VVG	witness
much	RB	much
more	JJR	more
exacerbation	NN	exacerbation
people	NNS	people
are	VBP	be
still	RB	still
fleeing	VVG	flee
from	IN	from
the	DT	the
north	NN	north
and	CC	and
Central	JJ	central
areas	NNS	area
of	IN	of
the	DT	the
territory	NN	territory
and	CC	and
in	IN	in
order	NN	order
to	TO	to
uh	UH	uh
know	VV	know
more	RBR	more
about	RB	about
that	IN/that	that
we	PP	we
are	VBP	be
hosting	VVG	host
right	RB	right
now	RB	now
A	DT	a
young	JJ	young
Palestinian	JJ	Palestinian
girl	NN	girl
she	PP	she
is	VBZ	be
ragad	NN	ragad
Mahmud	NP	Mahmud
uh	UH	uh
ragad	NN	ragad
thank	VVP	thank
you	PP	you
so	RB	so
much	RB	much
for	IN	for
joining	VVG	join
us	PP	us
today	NN	today
so	RB	so
as	IN	as
a	DT	a
Palestinian	JJ	Palestinian
uh	UH	uh
young	JJ	young
girl	NN	girl
uh	UH	uh
as	IN	as
a	DT	a
Palestinian	JJ	Palestinian
young	JJ	young
girl	NN	girl
uh	UH	uh
tell	VV	tell
me	PP	me
about	IN	about
your	PP$	your
feelings	NNS	feeling
as	IN	as
the	DT	the
Israeli	JJ	Israeli
attacks	NNS	attack
on	IN	on
the	DT	the
Gaza	NP	Gaza
STP	NP	STP
continue	VVP	continue
and	CC	and
you	PP	you
are	VBP	be
a	DT	a
displaced	VVN	displace
person	NN	person
from	IN	from
the	DT	the
central	JJ	central
areas	NNS	area
of	IN	of
the	DT	the
Gaza	NP	Gaza
okay	NN	okay
of	IN	of
course	NN	course
I	PP	I
can	MD	can
tell	VV	tell
you	PP	you
like	IN	like
now	RB	now
the	DT	the
world	NN	world
can't	NN	can't
see	VVP	see
anything	NN	anything
that's	NNS	that's
happening	VVG	happen
now	RB	now
in	IN	in
Gaza	NP	Gaza
just	RB	just
now	RB	now
there	EX	there
was	VBD	be
a	DT	a
harsh	JJ	harsh
booming	JJ	booming
around	RB	around
here	RB	here
and	CC	and
you	PP	you
can	MD	can
see	VV	see
behind	IN	behind
me	PP	me
lots	NNS	lot
of	IN	of
ambulances	NNS	ambulance
like	IN	like
getting	VVG	get
the	DT	the
wanded	JJ	wanded
and	CC	and
martyrs	VVZ	martyr
as	RB	as
for	IN	for
me	PP	me
I	PP	I
got	VVD	get
out	RP	out
of	IN	of
my	PP$	my
neighborhood	NN	neighborhood
since	IN	since
like	IN	like
around	RB	around
5	CD	@card@
years	NNS	year
5	CD	@card@
days	NNS	day
and	CC	and
because	IN	because
of	IN	of
that	DT	that
there's	NNS	there's
was	VBD	be
around	RB	around
20	CD	@card@
harsh	JJ	harsh
rids	VVZ	rid
around	RP	around
our	PP$	our
house	NN	house
and	CC	and
you	PP	you
can	MD	can
imagine	VV	imagine
that	IN/that	that
it's	NNS	it's
only	RB	only
20	CD	@card@
or	CC	or
50	CD	@card@
m	NN	m
all	DT	all
from	IN	from
our	PP$	our
house	NN	house
there	EX	there
was	VBD	be
no	DT	no
doors	NNS	door
no	DT	no
windows	NNS	window
not	RB	not
anything	RB	anything
not	RB	not
a	DT	a
block	NN	block
on	IN	on
a	DT	a
block	NN	block
so	IN	so
you	PP	you
can't	VVD	can't
live	VV	live
there	RB	there
there's	RB	there's
nothing	NN	nothing
there	EX	there
you	PP	you
can't	VVD	can't
have	VH	have
your	PP$	your
life	NN	life
and	CC	and
since	IN	since
I	PP	I
was	VBD	be
living	VVG	live
there	RB	there
I	PP	I
had	VHD	have
me	PP	me
many	JJ	many
many	JJ	many
memories	NNS	memory
there	RB	there
so	RB	so
you	PP	you
can't	VVD	can't
okay	JJ	okay
and	CC	and
what	WP	what
is	VBZ	be
your	PP$	your
message	NN	message
to	TO	to
the	DT	the
world	NN	world
what	WP	what
would	MD	would
you	PP	you
like	VV	like
to	TO	to
tell	VV	tell
the	DT	the
world	NN	world
about	IN	about
that	WDT	that
I	PP	I
would	MD	would
like	VV	like
to	TO	to
tell	VV	tell
them	PP	them
that	IN/that	that
I	PP	I
lived	VVD	live
in	IN	in
Indonesia	NP	Indonesia
and	CC	and
Malaysia	NP	Malaysia
around	IN	around
6	CD	@card@
years	NNS	year
and	CC	and
I	PP	I
lived	VVD	live
there	RB	there
my	PP$	my
life	NN	life
I	PP	I
did	VVD	do
go	VV	go
to	TO	to
entertainment	NN	entertainment
places	NNS	place
I	PP	I
went	VVD	go
to	TO	to
restaurants	NNS	restaurant
I	PP	I
went	VVD	go
to	TO	to
everything	NN	everything
but	CC	but
here	RB	here
you	PP	you
can't	VVD	can't
have	VH	have
your	PP$	your
actually	RB	actually
can't	JJ	can't
have	VHP	have
your	PP$	your
peace	NN	peace
because	IN	because
like	IN	like
you	PP	you
are	VBP	be
under	IN	under
an	DT	an
Israeli	JJ	Israeli
aggression	NN	aggression
you	PP	you
can't	VVD	can't
have	VH	have
uh	UH	uh
anything	NN	anything
I	PP	I
lived	VVD	live
there	RB	there
around	IN	around
60	CD	@card@
years	NNS	year
and	CC	and
I	PP	I
also	RB	also
had	VHD	have
my	PP$	my
life	NN	life
I	PP	I
also	RB	also
that	IN/that	that
the	DT	the
land	NN	land
is	VBZ	be
for	IN	for
the	DT	the
this	DT	this
people	NNS	people
but	CC	but
uh	UH	uh
as	RB	as
for	IN	for
us	PP	us
we	PP	we
have	VHP	have
only	RB	only
one	CD	one
city	NN	city
or	CC	or
two	CD	two
okay	NN	okay
thank	VVP	thank
you	PP	you
so	RB	so
much	RB	much
for	IN	for
your	PP$	your
vulnerable	JJ	vulnerable
time	NN	time
thank	VV	thank
you	PP	you
so	RB	so
much	JJ	much
and	CC	and
this	DT	this
is	VBZ	be
uh	UH	uh
how	WRB	how
life	NN	life
in	IN	in
Gaza	NP	Gaza
Strip	NP	Strip
looks	VVZ	look
like	IN	like
as	IN	as
Israel	NP	Israel
keep	VV	keep
displacing	VVG	displace
people	NNS	people
from	IN	from
the	DT	the
cities	NNS	city
heading	VVG	head
to	TO	to
the	DT	the
southern	JJ	southern
areas	NNS	area
where	WRB	where
bombardment	NN	bombardment
also	RB	also
continued	VVD	continue
in	IN	in
the	DT	the
south	NN	south
of	IN	of
their	PP$	their
territory	NN	territory
yes	NN	yes
T	NN	T
amazing	JJ	amazing
strength	NN	strength
and	CC	and
eloquence	NN	eloquence
from	IN	from
that	DT	that
young	JJ	young
girl	NN	girl
you	PP	you
were	VBD	be
talking	VVG	talk
to	TO	to
just	RB	just
there	RB	there
explaining	VVG	explain
like	IN	like
what	WP	what
life	NN	life
is	VBZ	be
like	JJ	like
for	IN	for
her	PP	her
and	CC	and
others	NNS	other
there	RB	there
in	IN	in
Gaza	NP	Gaza
she	PP	she
mentioned	VVD	mention
uh	UH	uh
the	DT	the
commotion	NN	commotion
behind	IN	behind
you	PP	you
was	VBD	be
due	JJ	due
to	TO	to
hosp	NN	hosp
ambulances	NNS	ambulance
bringing	VVG	bring
new	JJ	new
casualties	NNS	casualty
from	IN	from
new	JJ	new
strikes	NNS	strike
what	WP	what
what	WP	what
can	MD	can
you	PP	you
tell	VV	tell
us	PP	us
about	IN	about
what's	NN	what's
happening	VVG	happen
yes	UH	yes
uh	UH	uh
the	DT	the
southern	JJ	southern
areas	NNS	area
of	IN	of
Gaza	NP	Gaza
Strip	NP	Strip
and	CC	and
in	IN	in
particular	JJ	particular
in	IN	in
khuna	NP	khuna
City	NP	City
there	RB	there
were	VBD	be
there	EX	there
were	VBD	be
massive	JJ	massive
numbers	NNS	number
of	IN	of
Israeli	JJ	Israeli
ongoing	JJ	ongoing
strikes	NNS	strike
on	IN	on
the	DT	the
south	NN	south
of	IN	of
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
as	IN	as
they	PP	they
are	VBP	be
recommending	VVG	recommend
people	NNS	people
to	TO	to
flee	VV	flee
to	TO	to
the	DT	the
southern	JJ	southern
areas	NNS	area
which	WDT	which
considered	VVD	consider
to	TO	to
be	VB	be
safe	JJ	safe
from	IN	from
the	DT	the
Israeli	JJ	Israeli
perspective	NN	perspective
now	RB	now
just	RB	just
before	IN	before
a	DT	a
couple	NN	couple
of	IN	of
minutes	NNS	minute
before	IN	before
we	PP	we
went	VVD	go
live	VV	live
the	DT	the
Israel	NP	Israel
occupation	NN	occupation
forces	NNS	force
attacked	VVD	attack
a	DT	a
residential	JJ	residential
building	NN	building
in	IN	in
the	DT	the
Eastern	JJ	eastern
areas	NNS	area
of	IN	of
kanun	NN	kanun
as	RB	as
till	IN	till
now	RB	now
the	DT	the
ambulances	NNS	ambulance
are	VBP	be
evacuating	VVG	evacuate
victims	NNS	victim
and	CC	and
injured	JJ	injured
people	NNS	people
from	IN	from
the	DT	the
location	NN	location
of	IN	of
the	DT	the
attack	NN	attack
and	CC	and
they	PP	they
are	VBP	be
the	DT	the
entire	JJ	entire
hospital	NN	hospital
now	RB	now
is	VBZ	be
in	IN	in
a	DT	a
state	NN	state
of	IN	of
aler	NN	aler
in	IN	in
order	NN	order
to	TO	to
uh	UH	uh
keep	VV	keep
riding	VVG	ride
treatment	NN	treatment
for	IN	for
them	PP	them
also	RB	also
the	DT	the
attacks	NNS	attack
continued	VVN	continue
in	IN	in
the	DT	the
central	JJ	central
areas	NNS	area
of	IN	of
their	PP$	their
territory	NN	territory
around	IN	around
the	DT	the
vicinity	NN	vicinity
of	IN	of
the	DT	the
main	JJ	main
Central	JJ	central
hospitals	NNS	hospital
including	VVG	include
the	DT	the
Indonesian	JJ	Indonesian
hospital	NN	hospital
and	CC	and
even	RB	even
the	DT	the
asifa	NN	asifa
hospital	NN	hospital
which	WDT	which
considered	VVD	consider
to	TO	to
be	VB	be
till	IN	till
now	RB	now
trapped	VVN	trap
and	CC	and
besieged	VVN	besiege
by	IN	by
the	DT	the
uh	UH	uh
Israeli	JJ	Israeli
occupation	NN	occupation
forces	NNS	force
who	WP	who
prevent	VVP	prevent
anyone	NN	anyone
from	IN	from
getting	VVG	get
out	RP	out
of	IN	of
the	DT	the
hospital	NN	hospital
as	IN	as
they	PP	they
were	VBD	be
forced	VVN	force
today	NN	today
Administration	NN	administration
and	CC	and
medical	JJ	medical
workers	NNS	worker
to	TO	to
pury	JJ	pury
dozens	NNS	dozen
of	IN	of
Palestinians	NPS	Palestinians
inside	IN	inside
a	DT	a
mass	JJ	mass
grave	JJ	grave
Cemetery	NN	cemetery
inside	IN	inside
the	DT	the
uh	UH	uh
the	DT	the
medical	JJ	medical
complex	NN	complex
which	WDT	which
give	VVP	give
a	DT	a
CLE	NP	CLE
sign	NN	sign
that	DT	that
situation	NN	situation
there	EX	there
is	VBZ	be
totally	RB	totally
unbearable	JJ	unbearable
so	IN	so
t	NN	t
as	IN	as
you're	NN	you're
talking	VVG	talk
to	TO	to
us	PP	us
we	PP	we
can	MD	can
we	PP	we
can	MD	can
hear	VV	hear
the	DT	the
ambulances	NNS	ambulance
we	PP	we
can	MD	can
hear	VV	hear
the	DT	the
commotion	NN	commotion
of	IN	of
people	NNS	people
arriving	VVG	arrive
how	WRB	how
is	VBZ	be
that	IN/that	that
hospital	NN	hospital
coping	VVG	cope
with	IN	with
this	DT	this
influx	NN	influx
of	IN	of
casualties	NNS	casualty
that	IN/that	that
it's	NNS	it's
seeing	VVG	see
every	DT	every
single	JJ	single
day	NN	day
yes	UH	yes
uh	UH	uh
hospitals	NNS	hospital
inside	IN	inside
Gaza	NP	Gaza
in	IN	in
particular	JJ	particular
in	IN	in
the	DT	the
south	NN	south
of	IN	of
the	DT	the
territory	NN	territory
as	IN	as
we	PP	we
are	VBP	be
right	RB	right
now	RB	now
standing	NN	standing
inside	IN	inside
uh	UH	uh
they	PP	they
are	VBP	be
trying	VVG	try
to	TO	to
cope	VV	cope
with	IN	with
the	DT	the
current	JJ	current
situation	NN	situation
and	CC	and
even	RB	even
with	IN	with
the	DT	the
surging	JJ	surging
number	NN	number
of	IN	of
people	NNS	people
who	WP	who
are	VBP	be
being	VBG	be
wounded	VVN	wound
and	CC	and
injured	VVN	injure
from	IN	from
the	DT	the
Israeli	NP	Israeli
a	DT	a
strikes	NNS	strike
from	IN	from
time	NN	time
to	TO	to
another	DT	another
by	IN	by
using	VVG	use
the	DT	the
minimum	JJ	minimum
and	CC	and
primitive	JJ	primitive
medical	JJ	medical
uh	UH	uh
care	VV	care
uh	UH	uh
facilities	NNS	facility
and	CC	and
even	RB	even
U	NP	U
uh	UH	uh
approaches	NNS	approach
there	EX	there
are	VBP	be
due	JJ	due
to	TO	to
the	DT	the
lack	NN	lack
of	IN	of
medical	JJ	medical
supplies	NNS	supply
and	CC	and
also	RB	also
with	IN	with
the	DT	the
surging	JJ	surging
number	NN	number
of	IN	of
those	DT	those
wounded	JJ	wounded
people	NNS	people
Medical	NP	Medical
Teams	NNS	team
are	VBP	be
tirelessly	RB	tirelessly
providing	VVG	provide
treatment	NN	treatment
and	CC	and
the	DT	the
capacity	NN	capacity
of	IN	of
the	DT	the
hospital	NN	hospital
is	VBZ	be
uh	UH	uh
is	VBZ	be
uh	UH	uh
become	VV	become
much	RB	much
more	RBR	more
full	JJ	full
and	CC	and
the	DT	the
majority	NN	majority
of	IN	of
those	DT	those
medical	JJ	medical
workers	NNS	worker
are	VBP	be
trying	VVG	try
to	TO	to
conduct	VV	conduct
different	JJ	different
surgeries	NNS	surgery
uh	UH	uh
some	DT	some
of	IN	of
them	PP	them
are	VBP	be
taking	VVG	take
long	JJ	long
time	NN	time
to	TO	to
be	VB	be
uh	UH	uh
conducted	VVN	conduct
others	NNS	other
are	VBP	be
requiring	VVG	require
to	TO	to
be	VB	be
transferred	VVN	transfer
outside	IN	outside
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
to	TO	to
receive	VV	receive
uh	UH	uh
treatment	NN	treatment
in	IN	in
the	DT	the
Egyptian	JJ	Egyptian
hospitals	NNS	hospital
or	CC	or
any	RB	any
any	DT	any
Hospital	NN	hospital
up	IN	up
road	NN	road
so	RB	so
literally	RB	literally
they	PP	they
are	VBP	be
doing	VVG	do
their	PP$	their
best	JJS	good
in	IN	in
order	NN	order
to	TO	to
keep	VV	keep
rinding	VVG	rinding
a	DT	a
treatment	NN	treatment
for	IN	for
the	DT	the
wounded	JJ	wounded
people	NNS	people
every	DT	every
day	NN	day
dozens	NNS	dozen
of	IN	of
inent	JJ	inent
people	NNS	people
are	VBP	be
turning	VVG	turn
up	RP	up
to	TO	to
the	DT	the
anas	NNS	ana
hospital	NN	hospital
and	CC	and
they	PP	they
are	VBP	be
receiving	VVG	receive
a	DT	a
treatment	NN	treatment
inside	IN	inside
the	DT	the
corridors	NNS	corridor
of	IN	of
those	DT	those
hospitals	NNS	hospital
as	IN	as
you	PP	you
can	MD	can
clearly	RB	clearly
know	VV	know
the	DT	the
air	NN	air
strikes	NNS	strike
continue	VVP	continue
as	RB	as
even	RB	even
the	DT	the
number	NN	number
of	IN	of
Palestinians	NPS	Palestinians
getting	VVG	get
killed	VVN	kill
and	CC	and
injured	VVN	injure
by	IN	by
those	DT	those
air	NN	air
strikes	NNS	strike
had	VHD	have
risen	VVN	rise
to	TO	to
more	JJR	more
than	IN	than
11,500	CD	@card@
Palestinians	NPS	Palestinians
killed	VVN	kill
and	CC	and
with	IN	with
more	JJR	more
than	IN	than
20	CD	@card@
uh	UH	uh
uh	UH	uh
7	CD	@card@
27,000	CD	@card@
Palestinians	NNS	Palestinian
also	RB	also
have	VHP	have
been	VBN	be
critically	RB	critically
injured	VVN	injure
TK	NP	TK
Abu	NP	Abu
AUM	NP	AUM
our	PP$	our
correspondent	NN	correspondent
in	IN	in
southern	JJ	southern
Gaza	NP	Gaza
reporting	VVG	report
there	RB	there
from	IN	from
Kan	NP	Kan
yunes	NNS	yunes
even	RB	even
as	IN	as
ambulances	NNS	ambulance
behind	IN	behind
him	PP	him
bring	VVP	bring
more	JJR	more
casualties	NNS	casualty
in	IN	in
from	IN	from
new	JJ	new
Israeli	JJ	Israeli
strikes	NNS	strike
on	IN	on
that	DT	that
area	NN	area
T	NN	T
thanks	NNS	thanks
very	RB	very
much	RB	much
for	IN	for
the	DT	the
moment	NN	moment
well	RB	well
here's	RB	here's
now	RB	now
a	DT	a
look	NN	look
at	IN	at
the	DT	the
main	JJ	main
areas	NNS	area
of	IN	of
fighting	VVG	fight
in	IN	in
Northern	NP	Northern
Gaza	NP	Gaza
the	DT	the
shaded	JJ	shaded
areas	NNS	area
are	VBP	be
where	WRB	where
Israeli	JJ	Israeli
soldiers	NNS	soldier
and	CC	and
tanks	NNS	tank
have	VHP	have
made	VVN	make
some	DT	some
advances	NNS	advance
in	IN	in
circling	VVG	circle
Gaza	NP	Gaza
City	NP	City
and	CC	and
effectively	RB	effectively
cutting	VVG	cut
the	DT	the
strip	NN	strip
in	IN	in
half	DT	half
Israeli	JJ	Israeli
troops	NNS	troop
and	CC	and
tanks	NNS	tank
have	VHP	have
completely	RB	completely
surrounded	VVN	surround
the	DT	the
port	NN	port
of	IN	of
Gaza	NP	Gaza
it's	NNS	it's
believed	VVD	believe
that	IN/that	that
the	DT	the
armed	JJ	armed
wing	NN	wing
of	IN	of
Hamas	NP	Hamas
the	DT	the
kasan	NN	kasan
brigades	NNS	brigade
is	VBZ	be
fighting	VVG	fight
on	IN	on
what's	NNS	what's
being	VBG	be
described	VVN	describe
as	IN	as
four	CD	four
decisive	JJ	decisive
fronts	NNS	front
they	PP	they
are	VBP	be
tal	VVG	tal
alwa	NP	alwa
al-shatti	NP	al-shatti
bate	NN	bate
lahia	NN	lahia
and	CC	and
bate	NN	bate
hanon	NN	hanon
we're	NN	we're
going	VVG	go
to	TO	to
go	VV	go
back	RB	back
now	RB	now
to	TO	to
our	PP$	our
correspondent	NN	correspondent
in	IN	in
kanun	NP	kanun
TK	NP	TK
Abu	NP	Abu
aom	NN	aom
because	IN	because
TK	NP	TK
we	PP	we
understand	VVP	understand
that	IN/that	that
there	EX	there
were	VBD	be
a	DT	a
number	NN	number
of	IN	of
rockets	NNS	rocket
that	WDT	that
were	VBD	be
just	RB	just
fired	VVN	fire
out	RP	out
of	IN	of
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
from	IN	from
very	RB	very
close	JJ	close
to	TO	to
where	WRB	where
you	PP	you
are	VBP	be
right	JJ	right
uh	UH	uh
The	DT	the
Rage	NN	rage
of	IN	of
rockets	NNS	rocket
have	VHP	have
been	VBN	be
fired	VVN	fire
TS	NP	TS
the	DT	the
Israeli	JJ	Israeli
settlements	NNS	settlement
in	IN	in
retaliation	NN	retaliation
to	TO	to
the	DT	the
Israeli	JJ	Israeli
ongoing	JJ	ongoing
bombardment	NN	bombardment
of	IN	of
the	DT	the
territory	NN	territory
uh	UH	uh
those	DT	those
Rockets	NNS	rocket
did	VVD	do
not	RB	not
stop	VV	stop
since	IN	since
the	DT	the
early	JJ	early
beginning	NN	beginning
of	IN	of
this	DT	this
round	NN	round
of	IN	of
fighting	VVG	fight
they	PP	they
uh	UH	uh
the	DT	the
Palestinian	JJ	Palestinian
Fighters	NNS	fighter
are	VBP	be
started	VVN	start
this	DT	this
round	NN	round
of	IN	of
fighting	VVG	fight
extensively	RB	extensively
by	IN	by
uh	UH	uh
launching	VVG	launch
different	JJ	different
bages	NNS	bages
of	IN	of
rockets	NNS	rocket
towards	IN	towards
the	DT	the
surrounding	JJ	surrounding
Gaza	NP	Gaza
settlement	NN	settlement
and	CC	and
even	RB	even
towards	IN	towards
the	DT	the
main	JJ	main
Central	JJ	central
uh	UH	uh
cities	NNS	city
of	IN	of
the	DT	the
uh	UH	uh
Israeli	JJ	Israeli
occupation	NN	occupation
uh	UH	uh
uh	UH	uh
State	NP	State
uh	UH	uh
clearly	RB	clearly
these	DT	these
Rockets	NNS	rocket
come	VVP	come
as	IN	as
a	DT	a
retaliation	NN	retaliation
by	IN	by
the	DT	the
Palestine	NP	Palestine
Fighters	NNS	fighter
due	JJ	due
to	TO	to
the	DT	the
Israeli	JJ	Israeli
Relentless	JJ	relentless
bombardment	NN	bombardment
and	CC	and
the	DT	the
killing	NN	killing
of	IN	of
civilians	NNS	civilian
inside	IN	inside
the	DT	the
territory	NN	territory
those	DT	those
Rockets	NNS	rocket
had	VHD	have
witnessed	VVN	witness
a	DT	a
kind	NN	kind
of	IN	of
shrink	VV	shrink
uh	UH	uh
after	IN	after
the	DT	the
Israeli	JJ	Israeli
ground	NN	ground
Invasion	NN	invasion
to	TO	to
their	PP$	their
territory	NN	territory
but	CC	but
meanwhile	RB	meanwhile
they	PP	they
are	VBP	be
still	RB	still
firing	VVG	fire
and	CC	and
shoot	NN	shoot
and	CC	and
launching	VVG	launch
different	JJ	different
bages	NNS	bages
towards	IN	towards
the	DT	the
uh	UH	uh
Israeli	JJ	Israeli
cities	NNS	city
and	CC	and
even	RB	even
some	DT	some
of	IN	of
them	PP	them
had	VHD	have
reached	VVN	reach
the	DT	the
Far	NP	Far
North	NP	North
of	IN	of
the	DT	the
occupation	NN	occupation
state	NN	state
so	IN	so
yes	UH	yes
I	PP	I
was	VBD	be
going	VVG	go
to	TO	to
ask	VV	ask
you	PP	you
if	IN	if
they're	NN	they're
being	VBG	be
fired	VVN	fire
from	IN	from
Southern	NP	Southern
Gaza	NP	Gaza
where	WRB	where
are	VBP	be
their	PP$	their
targets	NNS	target
within	IN	within
Israel	NP	Israel
so	RB	so
generally	RB	generally
we	PP	we
cannot	MD	can
right	RB	right
now	RB	now
we	PP	we
are	VBP	be
not	RB	not
