while	IN	while
was	VBD	be
participating	VVG	participate
in	IN	in
a	DT	a
funeral	NN	funeral
he	PP	he
was	VBD	be
bringing	VVG	bring
the	DT	the
bodies	NNS	body
of	IN	of
four	CD	four
Palestinians	NPS	Palestinians
who	WP	who
have	VHP	have
been	VBN	be
killed	VVN	kill
by	IN	by
settlers	NNS	settler
when	WRB	when
a	DT	a
convoy	NN	convoy
of	IN	of
settlers	NNS	settler
stopped	VVD	stop
them	PP	them
in	IN	in
the	DT	the
street	NN	street
shot	VVD	shoot
them	PP	them
killed	VVD	kill
ibraim	NNS	ibraim
and	CC	and
his	PP$	his
son	NN	son
and	CC	and
this	DT	this
is	VBZ	be
someone	NN	someone
who	WP	who
'	POS	'
s	RB	s
been	VBN	be
talking	VVG	talk
about	IN	about
settler	NN	settler
violence	NN	violence
for	IN	for
years	NNS	year
and	CC	and
years	NNS	year
and	CC	and
he	PP	he
himself	PP	himself
was	VBD	be
killed	VVN	kill
by	IN	by
a	DT	a
settler	NN	settler
sometimes	RB	sometimes
when	WRB	when
we	PP	we
'	POS	'
re	NN	re
covering	VVG	cover
it	PP	it
'	POS	'
s	NN	S
hard	JJ	hard
to	TO	to
count	VV	count
how	WRB	how
many	JJ	many
raids	NNS	raid
are	VBP	be
taking	VVG	take
place	NN	place
in	IN	in
the	DT	the
occupied	JJ	occupied
West	NP	West
Bank	NP	Bank
you	PP	you
see	VVP	see
them	PP	them
in	IN	in
the	DT	the
north	NN	north
and	CC	and
in	IN	in
the	DT	the
South	NP	South
and	CC	and
in	IN	in
refugee	NN	refugee
camps	NNS	camp
and	CC	and
in	IN	in
Janine	NP	Janine
and	CC	and
you	PP	you
have	VHP	have
Palestinians	NNS	Palestinian
who	WP	who
are	VBP	be
just	RB	just
going	VVG	go
about	IN	about
their	PP$	their
daily	JJ	daily
lives	NNS	life
who	WP	who
are	VBP	be
getting	VVG	get
killed	VVN	kill
you	PP	you
have	VHP	have
children	NNS	child
who	WP	who
are	VBP	be
killed	VVN	kill
people	NNS	people
here	RB	here
in	IN	in
the	DT	the
occupied	JJ	occupied
West	NP	West
Bank	NP	Bank
they	PP	they
always	RB	always
looked	VVD	look
at	IN	at
Gaza	NP	Gaza
as	IN	as
a	DT	a
symbol	NN	symbol
of	IN	of
resistance	NN	resistance
resistance	NN	resistance
is	VBZ	be
very	RB	very
difficult	JJ	difficult
to	TO	to
come	VV	come
from	IN	from
the	DT	the
West	JJ	West
bank	NN	bank
and	CC	and
the	DT	the
Palestinian	NP	Palestinian
Authority	NP	Authority
given	VVN	give
its	PP$	its
signed	VVN	sign
agreements	NNS	agreement
with	IN	with
Israel	NP	Israel
people	NNS	people
here	RB	here
have	VHP	have
families	NNS	family
in	IN	in
the	DT	the
besieged	JJ	besieged
Gaza	NP	Gaza
Strip	NP	Strip
but	CC	but
they	PP	they
cannot	MD	can
visit	VV	visit
them	PP	them
because	IN	because
they	PP	they
need	VVP	need
Israeli	JJ	Israeli
military	JJ	military
permits	NNS	permit
that	WDT	that
are	VBP	be
almost	RB	almost
impossible	JJ	impossible
to	TO	to
get	VV	get
so	IN	so
you	PP	you
have	VHP	have
families	NNS	family
who	WP	who
have	VHP	have
been	VBN	be
separated	VVN	separate
and	CC	and
yet	RB	yet
they	PP	they
'	''	'
re	IN	re
following	VVG	follow
the	DT	the
news	NN	news
of	IN	of
them	PP	them
being	VBG	be
killed	VVN	kill
one	CD	one
thing	NN	thing
I	NP	I
'	POS	'
ve	RB	ve
been	VBN	be
noticing	VVG	notice
more	JJR	more
and	CC	and
more	JJR	more
over	IN	over
the	DT	the
past	JJ	past
years	NNS	year
but	CC	but
more	JJR	more
so	RB	so
now	RB	now
in	IN	in
this	DT	this
war	NN	war
that	IN/that	that
people	NNS	people
feel	VVP	feel
that	IN/that	that
they	PP	they
'	POS	'
re	NN	re
totally	RB	totally
alone	RB	alone
that	IN/that	that
they	PP	they
'	POS	'
ve	RB	ve
been	VBN	be
left	VVN	leave
by	IN	by
the	DT	the
world	NN	world
battling	VVG	battle
one	CD	one
of	IN	of
the	DT	the
strongest	JJS	strong
armies	NNS	army
I	PP	I
think	VVP	think
there	EX	there
'	''	'
s	VVG	s
a	DT	a
lot	NN	lot
that	WDT	that
is	VBZ	be
not	RB	not
being	VBG	be
talked	VVN	talk
about	RB	about
enough	RB	enough
about	IN	about
Palestinians	NPS	Palestinians
and	CC	and
their	PP$	their
struggles	NNS	struggle
about	IN	about
expecting	VVG	expect
the	DT	the
victim	NN	victim
to	TO	to
be	VB	be
a	DT	a
perfect	JJ	perfect
one	CD	one
about	IN	about
expecting	VVG	expect
Palestinians	NNS	Palestinian
to	TO	to
abide	VV	abide
by	IN	by
all	PDT	all
the	DT	the
morals	NNS	moral
and	CC	and
the	DT	the
laws	NNS	law
when	WRB	when
they	PP	they
feel	VVP	feel
that	IN/that	that
they	PP	they
'	POS	'
re	NN	re
being	VBG	be
cracked	VVN	crack
down	RP	down
upon	IN	upon
every	DT	every
day	NN	day
that	IN/that	that
they	PP	they
feel	VVP	feel
that	IN/that	that
their	PP$	their
whole	JJ	whole
existence	NN	existence
is	VBZ	be
in	IN	in
question	NN	question
the	DT	the
war	NN	war
now	RB	now
is	VBZ	be
on	IN	on
the	DT	the
very	JJ	very
existence	NN	existence
of	IN	of
Palestinians	NPS	Palestinians
not	RB	not
just	RB	just
as	IN	as
individuals	NNS	individual
but	CC	but
as	IN	as
a	DT	a
[	SYM	[
Music	NN	music
]	SYM	]
