while	IN	while
Whirlwind	JJ	whirlwind
tour	NN	tour
he	PP	he
is	VBZ	be
going	VVG	go
to	TO	to
be	VB	be
here	RB	here
in	IN	in
ramalan	NN	ramalan
just	RB	just
a	DT	a
matter	NN	matter
of	IN	of
hours	NNS	hour
at	IN	at
9	CD	@card@
GMT	NN	GMT
in	IN	in
just	RB	just
a	DT	a
few	JJ	few
hours	NNS	hour
we	PP	we
are	VBP	be
expecting	VVG	expect
him	PP	him
to	TO	to
meet	VV	meet
with	IN	with
the	DT	the
Palestinian	JJ	Palestinian
Authority	NP	Authority
president	NN	president
Mahmud	NP	Mahmud
Abbas	NP	Abbas
they	PP	they
will	MD	will
no	DT	no
doubt	NN	doubt
be	VB	be
discussing	VVG	discuss
primarily	RB	primarily
trying	VVG	try
to	TO	to
bring	VV	bring
a	DT	a
halt	NN	halt
to	TO	to
the	DT	the
violence	NN	violence
in	IN	in
Gaza	NP	Gaza
trying	VVG	try
to	TO	to
bring	VV	bring
a	DT	a
ceasefire	NN	ceasefire
to	TO	to
Gaza	NP	Gaza
trying	VVG	try
to	TO	to
get	VV	get
humanitarian	JJ	humanitarian
Aid	NN	aid
in	IN	in
but	CC	but
in	IN	in
parallel	NN	parallel
there	EX	there
have	VHP	have
been	VBN	be
ongoing	JJ	ongoing
problems	NNS	problem
in	IN	in
the	DT	the
occupied	JJ	occupied
West	NP	West
Bank	NP	Bank
that	WDT	that
will	MD	will
no	DT	no
doubt	NN	doubt
be	VB	be
a	DT	a
topic	NN	topic
of	IN	of
discussion	NN	discussion
148	CD	@card@
people	NNS	people
killed	VVN	kill
since	IN	since
the	DT	the
October	NP	October
7th	JJ	7th
uh	UH	uh
attacks	VVZ	attack
uh	UH	uh
2	CD	@card@
,	,	,
40	CD	@card@
people	NNS	people
have	VHP	have
been	VBN	be
arrested	VVN	arrest
and	CC	and
detained	VVN	detain
in	IN	in
these	DT	these
nightly	JJ	nightly
raids	NNS	raid
that	WDT	that
have	VHP	have
been	VBN	be
ongoing	JJ	ongoing
settler	NN	settler
violence	NN	violence
has	VHZ	have
been	VBN	be
ongoing	JJ	ongoing
but	CC	but
all	RB	all
of	IN	of
the	DT	the
frequency	NN	frequency
all	RB	all
of	IN	of
the	DT	the
intensity	NN	intensity
of	IN	of
these	DT	these
things	NNS	thing
have	VHP	have
gone	VVN	go
up	RP	up
since	IN	since
those	DT	those
attacks	NNS	attack
but	CC	but
to	TO	to
what	WP	what
end	NN	end
it	PP	it
remains	VVZ	remain
to	TO	to
be	VB	be
seen	VVN	see
no	DT	no
amount	NN	amount
of	IN	of
diplomatic	JJ	diplomatic
engagement	NN	engagement
has	VHZ	have
so	RB	so
far	RB	far
brought	VVN	bring
an	DT	an
end	NN	end
to	TO	to
the	DT	the
violence	NN	violence
not	RB	not
in	IN	in
Gaza	NP	Gaza
not	RB	not
in	IN	in
the	DT	the
occupied	JJ	occupied
West	NP	West
Bank	NP	Bank
all	DT	all
right	JJ	right
Zay	NP	Zay
Bazi	NP	Bazi
live	VVP	live
for	IN	for
us	PP	us
in	IN	in
rala	NP	rala
Zay	NP	Zay
thank	VVP	thank
you	PP	you
