thank	VV	thank
areas	NNS	area
in	IN	in
particular	JJ	particular
right	NN	right
now	RB	now
well	RB	well
generally	RB	generally
they	PP	they
are	VBP	be
focusing	VVG	focus
fully	RB	fully
on	IN	on
the	DT	the
entire	JJ	entire
strip	NN	strip
as	IN	as
within	IN	within
the	DT	the
past	JJ	past
couple	NN	couple
of	IN	of
hours	NNS	hour
there	EX	there
was	VBD	be
a	DT	a
clear	JJ	clear
intensification	NN	intensification
by	IN	by
the	DT	the
Israeli	JJ	Israeli
bombardments	NNS	bombardment
across	IN	across
multiple	JJ	multiple
areas	NNS	area
and	CC	and
in	IN	in
particular	JJ	particular
again	RB	again
evacuation	NN	evacuation
centers	NNS	center
are	VBP	be
the	DT	the
target	NN	target
the	DT	the
Israeli	NP	Israeli
Army	NP	Army
has	VHZ	have
targeted	VVN	target
an	DT	an
evacuation	NN	evacuation
Center	NN	center
a	DT	a
you	PP	you
un	RB	un
run	VVP	run
School	NP	School
in	IN	in
ashati	NN	ashati
refugee	NN	refugee
camp	NN	camp
in	IN	in
Gaza	NP	Gaza
City	NP	City
at	IN	at
least	JJS	least
three	CD	three
Palestinians	NNS	Palestinian
are	VBP	be
have	VHP	have
been	VBN	be
killed	VVN	kill
while	IN	while
15	CD	@card@
others	NNS	other
being	VBG	be
wounded	VVN	wound
and	CC	and
those	DT	those
who	WP	who
have	VHP	have
been	VBN	be
injured	VVN	injure
have	VHP	have
been	VBN	be
transferred	VVN	transfer
to	TO	to
the	DT	the
Baptist	JJ	Baptist
Hospital	NN	hospital
in	IN	in
order	NN	order
to	TO	to
get	VV	get
medical	JJ	medical
treatment	NN	treatment
but	CC	but
the	DT	the
reality	NN	reality
sounds	VVZ	sound
really	RB	really
Grim	NP	Grim
on	IN	on
the	DT	the
ground	NN	ground
as	IN	as
these	DT	these
attacks	NNS	attack
as	IN	as
well	RB	well
continued	VVN	continue
to	TO	to
destroy	VV	destroy
residential	JJ	residential
buildings	NNS	building
specifically	RB	specifically
in	IN	in
the	DT	the
southern	JJ	southern
part	NN	part
of	IN	of
Gaza	NP	Gaza
where	WRB	where
more	JJR	more
than	IN	than
10	CD	@card@
Palestinians	NNS	Palestinian
from	IN	from
the	DT	the
same	JJ	same
family	NN	family
have	VHP	have
been	VBN	be
killed	VVN	kill
in	IN	in
kanun	NN	kanun
city	NN	city
after	IN	after
the	DT	the
house	NN	house
was	VBD	be
completely	RB	completely
reduced	VVN	reduce
to	TO	to
the	DT	the
rle	NP	rle
but	CC	but
we	PP	we
have	VHP	have
been	VBN	be
also	RB	also
hearing	VVG	hear
loud	JJ	loud
explosions	NNS	explosion
in	IN	in
darl	NN	darl
bah	NN	bah
town	NN	town
where	WRB	where
at	IN	at
least	JJS	least
two	CD	two
Palestinians	NNS	Palestinian
reported	VVD	report
killed	VVN	kill
after	IN	after
being	VBG	be
directly	RB	directly
hit	VVN	hit
with	IN	with
a	DT	a
drone	NN	drone
missile	NN	missile
after	IN	after
they	PP	they
were	VBD	be
just	RB	just
trying	VVG	try
to	TO	to
get	VV	get
back	RB	back
to	TO	to
the	DT	the
houses	NNS	house
and	CC	and
that	DT	that
is	VBZ	be
absolutely	RB	absolutely
the	DT	the
situation	NN	situation
on	IN	on
the	DT	the
ground	NN	ground
the	DT	the
hospital	NN	hospital
right	NN	right
now	RB	now
is	VBZ	be
struggling	VVG	struggle
to	TO	to
deal	VV	deal
with	IN	with
the	DT	the
uh	UH	uh
patients	NNS	patient
and	CC	and
even	RB	even
the	DT	the
wounded	JJ	wounded
people	NNS	people
who	WP	who
arrived	VVD	arrive
to	TO	to
the	DT	the
hospital	NN	hospital
within	IN	within
the	DT	the
past	JJ	past
couple	NN	couple
of	IN	of
hours	NNS	hour
as	IN	as
the	DT	the
medical	JJ	medical
situation	NN	situation
is	VBZ	be
completely	RB	completely
very	RB	very
dire	JJ	dire
and	CC	and
apocalyptic	JJ	apocalyptic
generally	RB	generally
due	JJ	due
to	TO	to
the	DT	the
fact	NN	fact
that	IN/that	that
there	EX	there
is	VBZ	be
a	DT	a
very	RB	very
deep	RB	deep
sever	VV	sever
shortage	NN	shortage
of	IN	of
all	DT	all
kind	NN	kind
of	IN	of
basic	JJ	basic
supplies	NNS	supply
as	IN	as
still	RB	still
now	RB	now
the	DT	the
number	NN	number
of	IN	of
casualties	NNS	casualty
uh	UH	uh
might	MD	might
really	RB	really
accelerate	VV	accelerate
and	CC	and
and	CC	and
dries	NNS	dry
within	IN	within
the	DT	the
coming	VVG	come
hours	NNS	hour
tar	NN	tar
thank	VVP	thank
you	PP	you
very	RB	very
much	RB	much
for	IN	for
bringing	VVG	bring
us	PP	us
a	DT	a
latest	JJS	late
day	NN	day
on	IN	on
the	DT	the
situation	NN	situation
in	IN	in
Gaza	NP	Gaza
a	DT	a
very	JJ	very
Grim	NP	Grim
situation	NN	situation
as	IN	as
you	PP	you
heard	VVD	hear
Tark	NP	Tark
kazum	NN	kazum
in	IN	in
darl	NN	darl
Bala	NP	Bala
Central	NP	Central
Gaza	NP	Gaza
