<video_id>l1lCQV1MHtI</video_id>	NP	<video_id>l1lCQV1MHtI</video_id>
this	DT	this
new	JJ	new
tactic	NN	tactic
of	IN	of
causing	VVG	cause
as	IN	as
much	JJ	much
destruction	NN	destruction
and	CC	and
as	IN	as
much	JJ	much
horror	NN	horror
as	IN	as
possible	JJ	possible
to	TO	to
put	VV	put
pressure	NN	pressure
on	IN	on
Hamas	NNS	Hamas
what	WP	what
this	DT	this
means	NN	means
for	IN	for
gazin	NN	gazin
is	VBZ	be
that	IN/that	that
nowhere	RB	nowhere
is	VBZ	be
actually	RB	actually
safe	JJ	safe
from	IN	from
Israeli	JJ	Israeli
targeting	VVG	target
and	CC	and
it	PP	it
goes	VVZ	go
to	TO	to
show	VV	show
how	WRB	how
this	DT	this
current	JJ	current
war	NN	war
is	VBZ	be
really	RB	really
shaped	VVN	shape
by	IN	by
a	DT	a
desire	NN	desire
for	IN	for
revenge	NN	revenge
and	CC	and
retribution	NN	retribution
we	PP	we
have	VHP	have
seen	VVN	see
agonizing	VVG	agonize
videos	NNS	video
of	IN	of
fathers	NNS	father
and	CC	and
mothers	NNS	mother
holding	VVG	hold
the	DT	the
dead	JJ	dead
bodies	NNS	body
of	IN	of
their	PP$	their
children	NNS	child
and	CC	and
babies	NNS	baby
showing	VVG	show
the	DT	the
rest	NN	rest
of	IN	of
the	DT	the
world	NN	world
what	WP	what
Israel's	NP	Israel's
Bank	NP	Bank
of	IN	of
targets	NNS	target
look	VVP	look
like	IN	like
the	DT	the
system	NN	system
um	NN	um
spits	VVZ	spit
out	RP	out
hundreds	NNS	hundred
of	IN	of
targets	NNS	target
under	IN	under
the	DT	the
premise	NN	premise
that	IN/that	that
those	DT	those
are	VBP	be
Hamas	JJ	Hamas
or	CC	or
Islamic	JJ	Islamic
Jihad	NP	Jihad
targets	NNS	target
many	JJ	many
of	IN	of
those	DT	those
so-called	JJ	so-called
targets	NNS	target
are	VBP	be
just	RB	just
basic	JJ	basic
uh	UH	uh
innocent	JJ	innocent
civilian	JJ	civilian
infrastructure	NN	infrastructure
to	TO	to
the	DT	the
family	NN	family
they	PP	they
were	VBD	be
not	RB	not
doing	VVG	do
anything	NN	anything
suddenly	RB	suddenly
air	NN	air
strike	NN	strike
started	VVD	start
targeting	VVG	target
their	PP$	their
houses	NNS	house
this	DT	this
is	VBZ	be
so	RB	so
violent	JJ	violent
and	CC	and
so	RB	so
aggressive	JJ	aggressive
of	IN	of
what	WP	what
we're	NN	we're
witnessing	VVG	witness
every	DT	every
single	JJ	single
day	NN	day
in	IN	in
the	DT	the
go	NN	go
and	CC	and
what	WP	what
Israel	NP	Israel
considers	VVZ	consider
military	JJ	military
targets	NNS	target
are	VBP	be
used	VVN	use
to	TO	to
according	VVG	accord
to	TO	to
the	DT	the
testimonies	NNS	testimony
from	IN	from
Israeli	JJ	Israeli
officers	NNS	officer
instill	VVP	instill
shock	NN	shock
and	CC	and
suffering	NN	suffering
on	IN	on
Palestinians	NNS	Palestinian
in	IN	in
order	NN	order
to	TO	to
turn	VV	turn
against	IN	against
Hamas	NN	Hamas
to	TO	to
inflict	VV	inflict
as	IN	as
much	JJ	much
violence	NN	violence
and	CC	and
destruction	NN	destruction
uh	UH	uh
among	IN	among
civilians	NNS	civilian
and	CC	and
their	PP$	their
infrastructure	NN	infrastructure
uh	UH	uh
in	IN	in
order	NN	order
to	TO	to
weaken	VV	weaken
and	CC	and
eliminate	VV	eliminate
uh	UH	uh
the	DT	the
fabric	NN	fabric
of	IN	of
society	NN	society
the	DT	the
Israeli	JJ	Israeli
government	NN	government
from	IN	from
the	DT	the
defense	NN	defense
minister	NN	minister
to	TO	to
the	DT	the
prime	JJ	prime
minister	NN	minister
minister	NN	minister
to	TO	to
many	JJ	many
other	JJ	other
senior	JJ	senior
officials	NNS	official
have	VHP	have
said	VVN	say
in	IN	in
plain	JJ	plain
terms	NNS	term
that	IN/that	that
they	PP	they
hold	VVP	hold
the	DT	the
entire	JJ	entire
population	NN	population
of	IN	of
Gaza	NP	Gaza
responsible	JJ	responsible
for	IN	for
the	DT	the
October	NP	October
7th	JJ	7th
attacks	NNS	attack
it's	NNS	it's
an	DT	an
entire	JJ	entire
nation	NN	nation
out	IN	out
there	RB	there
that	WDT	that
is	VBZ	be
responsible	JJ	responsible
it's	NNS	it's
not	RB	not
true	JJ	true
this	DT	this
rhetoric	NN	rhetoric
about	IN	about
civilians	NNS	civilian
not	RB	not
not	RB	not
aware	JJ	aware
not	RB	not
involved	VVN	involve
it's	NNS	it's
absolutely	RB	absolutely
not	RB	not
true	JJ	true
and	CC	and
their	PP$	their
action	NN	action
indicates	VVZ	indicate
that	IN/that	that
they	PP	they
are	VBP	be
punishing	VVG	punish
that	DT	that
entire	JJ	entire
2.2	CD	@card@
million	CD	million
U	NP	U
population	NN	population
of	IN	of
Gaza	NP	Gaza
for	IN	for
the	DT	the
actions	NNS	action
of	IN	of
Hamas	NN	Hamas
that	WDT	that
is	VBZ	be
collective	JJ	collective
punishment	NN	punishment
that	WDT	that
is	VBZ	be
a	DT	a
textbook	NN	textbook
War	NN	war
crime	NN	crime
so	IN	so
this	DT	this
report	NN	report
does	VVZ	do
shed	VV	shed
new	JJ	new
light	NN	light
into	IN	into
what's	NNS	what's
taking	VVG	take
place	NN	place
but	CC	but
it	PP	it
is	VBZ	be
in	IN	in
line	NN	line
with	IN	with
the	DT	the
actions	NNS	action
and	CC	and
words	NNS	word
of	IN	of
the	DT	the
Israeli	JJ	Israeli
government	NN	government
officials	NNS	official
which	WDT	which
have	VHP	have
articulated	VVN	articulate
a	DT	a
criminal	JJ	criminal
intent	NN	intent
to	TO	to
commit	VV	commit
Mass	NP	Mass
atrocities	NNS	atrocity
having	VHG	have
long	RB	long
developed	VVN	develop
the	DT	the
means	VVZ	mean
to	TO	to
track	VV	track
and	CC	and
locate	VV	locate
Gins	NP	Gins
Israel	NP	Israel
has	VHZ	have
been	VBN	be
dropping	VVG	drop
leaflets	NNS	leaflet
on	IN	on
them	PP	them
ordering	VVG	order
them	PP	them
in	IN	in
Arabic	NP	Arabic
to	TO	to
leave	VV	leave
their	PP$	their
homes	NNS	home
for	IN	for
so-called	JJ	so-called
safe	JJ	safe
zones	NNS	zone
in	IN	in
the	DT	the
South	NP	South
which	WDT	which
Israel	NP	Israel
has	VHZ	have
also	RB	also
repeatedly	RB	repeatedly
bombed	VVN	bomb
one	CD	one
of	IN	of
the	DT	the
latest	JJS	late
leaflets	NNS	leaflet
comes	VVZ	come
with	IN	with
a	DT	a
QR	NP	QR
code	NN	code
that	WDT	that
takes	VVZ	take
Palestinians	NNS	Palestinian
to	TO	to
a	DT	a
map	NN	map
of	IN	of
Gaza	NP	Gaza
carved	VVD	carve
up	RP	up
into	IN	into
numbered	VVN	number
squares	NNS	square
some	DT	some
safe	NN	safe
some	RB	some
not	RB	not
one	CD	one
Aid	NN	aid
worker	NN	worker
likened	VVD	liken
it	PP	it
to	TO	to
a	DT	a
macabra	NN	macabra
game	NN	game
of	IN	of
battleships	NNS	battleship
in	IN	in
which	WDT	which
terrified	VVD	terrify
civilians	NNS	civilian
will	MD	will
be	VB	be
left	VVN	leave
guessing	VVG	guess
which	WDT	which
Square	NP	Square
will	MD	will
save	VV	save
their	PP$	their
life	NN	life
the	DT	the
Israeli	JJ	Israeli
government	NN	government
has	VHZ	have
issued	VVN	issue
a	DT	a
QR	NP	QR
code	NN	code
in	IN	in
a	DT	a
more	RBR	more
detailed	JJ	detailed
map	NN	map
that	IN/that	that
it	PP	it
says	VVZ	say
is	VBZ	be
aimed	VVN	aim
at	IN	at
uh	UH	uh
facilitating	VVG	facilitate
the	DT	the
evacuations	NNS	evacuation
of	IN	of
civilians	NNS	civilian
in	IN	in
Gaza	NP	Gaza
but	CC	but
to	TO	to
provide	VV	provide
a	DT	a
QR	NP	QR
code	NN	code
to	TO	to
a	DT	a
population	NN	population
that's	NN	that's
been	VBN	be
under	IN	under
Relentless	JJ	relentless
bombardment	NN	bombardment
for	IN	for
two	CD	two
months	NNS	month
that	WDT	that
has	VHZ	have
had	VHD	have
their	PP$	their
access	NN	access
to	TO	to
to	TO	to
internet	NN	Internet
um	NNS	um
to	TO	to
um	JJ	um
electricity	NN	electricity
charge	VVP	charge
their	PP$	their
phones	NNS	phone
cut	NN	cut
is	VBZ	be
a	DT	a
sick	JJ	sick
joke	NN	joke
the	DT	the
international	JJ	international
humanitarian	JJ	humanitarian
law	NN	law
is	VBZ	be
clear	JJ	clear
that	IN/that	that
state	NN	state
parties	NNS	party
must	MD	must
take	VV	take
feasible	JJ	feasible
precautions	NNS	precaution
to	TO	to
protect	VV	protect
civilians	NNS	civilian
including	VVG	include
issuing	VVG	issue
warnings	NNS	warning
but	CC	but
issuing	VVG	issue
a	DT	a
warning	NN	warning
when	WRB	when
there	EX	there
is	VBZ	be
no	DT	no
safe	JJ	safe
place	NN	place
to	TO	to
go	VV	go
in	IN	in
Gaza	NP	Gaza
is	VBZ	be
not	RB	not
an	DT	an
effective	JJ	effective
warning	NN	warning
and	CC	and
is	VBZ	be
not	RB	not
in	IN	in
compliance	NN	compliance
with	IN	with
International	NP	International
humanitarian	JJ	humanitarian
law	NN	law
so	IN	so
the	DT	the
the	DT	the
the	DT	the
general	JJ	general
purpose	NN	purpose
of	IN	of
this	DT	this
map	NN	map
is	VBZ	be
actually	RB	actually
to	TO	to
avoid	VV	avoid
civilian	JJ	civilian
harm	NN	harm
and	CC	and
try	VV	try
to	TO	to
help	VV	help
them	PP	them
to	TO	to
move	VV	move
into	IN	into
s	NN	S
areas	NNS	area
and	CC	and
I	PP	I
think	VVP	think
that	IN/that	that
the	DT	the
way	NN	way
that	IN/that	that
this	DT	this
map	NN	map
is	VBZ	be
being	VBG	be
perceived	VVN	perceive
in	IN	in
some	DT	some
Outlets	NNS	outlet
is	VBZ	be
missing	VVG	miss
the	DT	the
point	NN	point
it	PP	it
is	VBZ	be
about	RB	about
saving	VVG	save
Palestinian	JJ	Palestinian
lives	NNS	life
because	IN	because
the	DT	the
IDF	NP	IDF
would	MD	would
have	VH	have
had	VHN	have
a	DT	a
much	RB	much
easier	JJR	easy
life	NN	life
of	IN	of
Simply	RB	simply
attacking	VVG	attack
that's	NNS	that's
coming	VVG	come
from	IN	from
a	DT	a
former	JJ	former
legal	JJ	legal
adviser	NN	adviser
to	TO	to
the	DT	the
Israeli	JJ	Israeli
military	NN	military
and	CC	and
the	DT	the
ministry	NN	ministry
of	IN	of
justice	NN	justice
but	CC	but
it	PP	it
fails	VVZ	fail
to	TO	to
square	VV	square
with	IN	with
reality	NN	reality
the	DT	the
evidence	NN	evidence
on	IN	on
the	DT	the
ground	NN	ground
the	DT	the
indefensibly	RB	indefensibly
high	JJ	high
civilian	JJ	civilian
death	NN	death
tolls	VVZ	toll
the	DT	the
appalling	JJ	appalling
number	NN	number
of	IN	of
children	NNS	child
killed	VVD	kill
it	PP	it
is	VBZ	be
modern-day	JJ	modern-day
Israeli	JJ	Israeli
mythology	NN	mythology
like	IN	like
the	DT	the
line	NN	line
about	IN	about
Israel	NP	Israel
somehow	RB	somehow
having	VHG	have
the	DT	the
most	RBS	most
moral	JJ	moral
army	NN	army
in	IN	in
the	DT	the
world	NN	world
what	WP	what
Israel	NP	Israel
does	VVZ	do
have	VH	have
is	VBZ	be
the	DT	the
technology	NN	technology
to	TO	to
enforce	VV	enforce
a	DT	a
system	NN	system
of	IN	of
domination	NN	domination
over	IN	over
Palestinians	NPS	Palestinians
what	WP	what
Amnesty	VVP	amnesty
International	NP	International
calls	VVZ	call
automated	JJ	automated
apartheid	NN	apartheid
that	WDT	that
includes	VVZ	include
artificial	JJ	artificial
intelligence	NN	intelligence
systems	NNS	system
that	IN/that	that
Israel	NP	Israel
is	VBZ	be
using	VVG	use
to	TO	to
help	VV	help
bomb	NN	bomb
Gaza	NP	Gaza
back	RB	back
to	TO	to
the	DT	the
Stone	NP	Stone
Age	NP	Age
while	IN	while
insisting	VVG	insist
that	IN/that	that
it	PP	it
helps	VVZ	help
save	VV	save
the	DT	the
lives	NNS	life
of	IN	of
innocent	JJ	innocent
Palestinians	NPS	Palestinians
rather	RB	rather
than	IN	than
making	VVG	make
it	PP	it
easier	JJR	easy
to	TO	to
take	VV	take
them	PP	them
the	DT	the
Israeli	JJ	Israeli
government	NN	government
with	IN	with
or	CC	or
without	IN	without
um	JJ	um
automation	NN	automation
is	VBZ	be
carrying	VVG	carry
out	RP	out
grave	JJ	grave
abuses	NNS	abuse
against	IN	against
um	JJ	um
Palestinians	NNS	Palestinian
they	PP	they
have	VHP	have
systematically	RB	systematically
unlawfully	RB	unlawfully
killed	VVN	kill
Palestinians	NPS	Palestinians
um	NNS	um
in	IN	in
situations	NNS	situation
that	WDT	that
go	VVP	go
beyond	IN	beyond
what	WP	what
international	JJ	international
humanitarian	JJ	humanitarian
law	NN	law
authorizes	VVZ	authorize
they're	NN	they're
increasingly	RB	increasingly
not	RB	not
even	RB	even
going	VVG	go
through	IN	through
the	DT	the
motions	NNS	motion
of	IN	of
showing	VVG	show
why	WRB	why
their	PP$	their
actions	NNS	action
comply	VV	comply
uh	UH	uh
with	IN	with
international	JJ	international
law	NN	law
these	DT	these
are	VBP	be
not	RB	not
accidents	NNS	accident
automating	VVG	automate
an	DT	an
approach	NN	approach
that	IN/that	that
um	JJ	um
authoriz	NN	authoriz
IES	NN	IES
unlawful	JJ	unlawful
killings	NNS	killing
certainly	RB	certainly
presents	VVZ	present
heightened	JJ	heightened
risk	NN	risk
of	IN	of
harm	NN	harm
to	TO	to
civilians	NNS	civilian
the	DT	the
