<video_id>RDsPwIAih3c</video_id>	NP	<video_id>RDsPwIAih3c</video_id>
that	IN/that	that
Netanyahu	NP	Netanyahu
and	CC	and
the	DT	the
government	NN	government
of	IN	of
Israel	NP	Israel
are	VBP	be
insisting	VVG	insist
on	IN	on
playing	VVG	play
with	IN	with
all	PDT	all
the	DT	the
parties	NNS	party
and	CC	and
they	PP	they
are	VBP	be
not	RB	not
responding	VVG	respond
to	TO	to
the	DT	the
main	JJ	main
demands	NNS	demand
not	RB	not
only	RB	only
of	IN	of
Hamas	NP	Hamas
but	CC	but
of	IN	of
our	PP$	our
Palestinian	JJ	Palestinian
people	NNS	people
the	DT	the
necessity	NN	necessity
of	IN	of
reaching	VVG	reach
a	DT	a
ceas	NNS	ceas
fire	NN	fire
and	CC	and
the	DT	the
necessity	NN	necessity
of	IN	of
allowing	VVG	allow
the	DT	the
displaced	VVN	displace
people	NNS	people
to	TO	to
go	VV	go
back	RB	back
to	TO	to
North	NP	North
Gaza	NP	Gaza
and	CC	and
to	TO	to
go	VV	go
back	RB	back
to	TO	to
their	PP$	their
homes	NNS	home
and	CC	and
allowing	VVG	allow
the	DT	the
humanitarian	JJ	humanitarian
Aid	NN	aid
to	TO	to
go	VV	go
freely	RB	freely
without	IN	without
conditions	NNS	condition
to	TO	to
the	DT	the
gazin	NN	gazin
and	CC	and
the	DT	the
Reconstruction	NN	reconstruction
that	WDT	that
will	MD	will
happen	VV	happen
after	IN	after
the	DT	the
war	NN	war
the	DT	the
occupation	NN	occupation
is	VBZ	be
refusing	VVG	refuse
to	TO	to
accept	VV	accept
these	DT	these
main	JJ	main
demands	NNS	demand
of	IN	of
our	PP$	our
Palestinian	JJ	Palestinian
people	NNS	people
okay	RB	okay
there	EX	there
is	VBZ	be
still	RB	still
confidence	NN	confidence
in	IN	in
the	DT	the
United	NP	United
States	NP	States
that	IN/that	that
an	DT	an
A	DT	a
positive	JJ	positive
outcome	NN	outcome
can	MD	can
be	VB	be
achieved	VVN	achieve
through	IN	through
these	DT	these
negotiations	NNS	negotiation
and	CC	and
relatively	RB	relatively
soon	RB	soon
do	VVP	do
you	PP	you
agree	VVP	agree
with	IN	with
that	DT	that
optimism	NN	optimism
[Music]	NN	[Music]
the	DT	the
American	NP	American
Administration	NP	Administration
is	VBZ	be
not	RB	not
impartial	JJ	impartial
and	CC	and
is	VBZ	be
not	RB	not
a	DT	a
fair	JJ	fair
mediator	NN	mediator
the	DT	the
American	NP	American
Administration	NP	Administration
is	VBZ	be
a	DT	a
partner	NN	partner
directly	RB	directly
with	IN	with
Netanyahu	NP	Netanyahu
and	CC	and
his	PP$	his
government	NN	government
in	IN	in
the	DT	the
war	NN	war
against	IN	against
our	PP$	our
Palestinian	JJ	Palestinian
people	NNS	people
the	DT	the
US	NP	US
Administration	NP	Administration
is	VBZ	be
supporting	VVG	support
nanyu	NN	nanyu
politically	RB	politically
metally	RB	metally
financially	RB	financially
and	CC	and
on	IN	on
the	DT	the
Diplomatic	JJ	diplomatic
level	NN	level
through	IN	through
the	DT	the
us	PP	us
uh	UH	uh
veto	NN	veto
in	IN	in
the	DT	the
security	NN	security
Council	NP	Council
that's	NP	that's
why	WRB	why
what	WP	what
is	VBZ	be
said	VVN	say
by	IN	by
the	DT	the
US	NP	US
Administration	NP	Administration
are	VBP	be
only	RB	only
mere	JJ	mere
statements	NNS	statement
without	IN	without
real	JJ	real
will	NN	will
to	TO	to
stop	VV	stop
the	DT	the
war	NN	war
or	CC	or
to	TO	to
reach	VV	reach
an	DT	an
agreement	NN	agreement
even	RB	even
temporary	JJ	temporary
agreement	NN	agreement
and	CC	and
the	DT	the
US	NP	US
must	MD	must
practice	VV	practice
pressures	NNS	pressure
on	IN	on
the	DT	the
occupation	NN	occupation
and	CC	and
it	PP	it
can	MD	can
do	VV	do
the	DT	the
Americans	NPS	Americans
practically	RB	practically
are	VBP	be
going	VVG	go
parallel	RB	parallel
with	IN	with
the	DT	the
occupation	NN	occupation
with	IN	with
the	DT	the
Israeli	JJ	Israeli
occup	NN	occup
that's	NNS	that's
why	WRB	why
their	PP$	their
statements	NNS	statement
do	VVP	do
not	RB	not
represent	VV	represent
the	DT	the
reality	NN	reality
what	WP	what
will	MD	will
it	PP	it
take	VV	take
for	IN	for
Hamas	NN	Hamas
to	TO	to
agree	VV	agree
to	TO	to
a	DT	a
ceasefire	NN	ceasefire
deal	NN	deal
first	JJ	first
of	IN	of
all	DT	all
I	PP	I
need	VVP	need
to	TO	to
confirm	VV	confirm
once	RB	once
again	RB	again
that	IN/that	that
we	PP	we
are	VBP	be
not	RB	not
talking	VVG	talk
about	IN	about
certain	JJ	certain
requests	NNS	request
for	IN	for
Hamas	NN	Hamas
we	PP	we
talk	VVP	talk
about	IN	about
the	DT	the
demands	NNS	demand
of	IN	of
the	DT	the
Palestinian	JJ	Palestinian
people	NNS	people
we	PP	we
had	VHD	have
consultations	NNS	consultation
we	PP	we
had	VHD	have
coordination	NN	coordination
with	IN	with
the	DT	the
effective	JJ	effective
Palestinian	JJ	Palestinian
powers	NNS	power
and	CC	and
consequently	RB	consequently
the	DT	the
situations	NNS	situation
that	WDT	that
we	PP	we
talk	VVP	talk
about	RB	about
during	IN	during
the	DT	the
talks	NNS	talk
are	VBP	be
National	JJ	national
Palestinian	JJ	Palestinian
positions	NNS	position
and	CC	and
not	RB	not
Hamas	JJ	Hamas
Palestinian	JJ	Palestinian
positions	NNS	position
today	NN	today
we	PP	we
need	VVP	need
to	TO	to
talk	VV	talk
about	IN	about
direct	JJ	direct
ceas	NNS	ceas
fire	NN	fire
we	PP	we
need	VVP	need
to	TO	to
agree	VV	agree
about	IN	about
the	DT	the
mechanism	NN	mechanism
of	IN	of
a	DT	a
ceas	NNS	ceas
fire	NN	fire
and	CC	and
the	DT	the
most	RBS	most
important	JJ	important
is	VBZ	be
to	TO	to
allow	VV	allow
the	DT	the
displac	NN	displac
people	NNS	people
to	TO	to
go	VV	go
back	RB	back
to	TO	to
the	DT	the
north	NN	north
of	IN	of
Gaza	NP	Gaza
and	CC	and
the	DT	the
necessity	NN	necessity
of	IN	of
allowing	VVG	allow
the	DT	the
humanitarian	JJ	humanitarian
Aid	NP	Aid
Medical	NP	Medical
Aid	NP	Aid
food	NN	food
to	TO	to
go	VV	go
everywhere	RB	everywhere
in	IN	in
Gaza	NP	Gaza
to	TO	to
reach	VV	reach
everyone	NN	everyone
in	IN	in
Gaza	NP	Gaza
particularly	RB	particularly
in	IN	in
the	DT	the
north	NN	north
the	DT	the
north	NN	north
is	VBZ	be
facing	VVG	face
starvation	NN	starvation
as	IN	as
mentioned	VVN	mention
by	IN	by
every	DT	every
media	NNS	medium
outlet	NN	outlet
and	CC	and
the	DT	the
occupation	NN	occupation
is	VBZ	be
putting	VVG	put
a	DT	a
lot	NN	lot
of	IN	of
obstacles	NNS	obstacle
in	IN	in
this	DT	this
connection	NN	connection
allow	VV	allow
me	PP	me
to	TO	to
remember	VV	remember
you	PP	you
that	DT	that
starvation	NN	starvation
for	IN	for
the	DT	the
civilians	NNS	civilian
direct	JJ	direct
killings	NNS	killing
of	IN	of
the	DT	the
civilians	NNS	civilian
preventing	VVG	prevent
the	DT	the
hospitals	NNS	hospital
from	IN	from
providing	VVG	provide
the	DT	the
citizens	NNS	citizen
with	IN	with
the	DT	the
health	NN	health
services	NNS	service
are	VBP	be
always	RB	always
the	DT	the
way	NN	way
that	WDT	that
is	VBZ	be
opposite	JJ	opposite
to	TO	to
the	DT	the
international	JJ	international
agreement	NN	agreement
and	CC	and
nanyu	NN	nanyu
and	CC	and
his	PP$	his
government	NN	government
must	MD	must
be	VB	be
U	NP	U
taken	VVN	take
to	TO	to
the	DT	the
courts	NNS	court
it	PP	it
takes	VVZ	take
two	CD	two
of	IN	of
course	NN	course
to	TO	to
agree	VV	agree
to	TO	to
a	DT	a
ceasefire	NN	ceasefire
and	CC	and
Israel	NP	Israel
said	VVD	say
that	IN/that	that
they	PP	they
stayed	VVD	stay
away	RB	away
from	IN	from
the	DT	the
Kyo	NP	Kyo
talks	NNS	talk
because	IN	because
Hamas	NP	Hamas
refused	VVD	refuse
to	TO	to
provide	VV	provide
a	DT	a
list	NN	list
of	IN	of
hostages	NNS	hostage
who	WP	who
are	VBP	be
still	RB	still
alive	JJ	alive
why	WRB	why
did	VVD	do
you	PP	you
not	RB	not
do	VVP	do
that	IN/that	that
discussions	NNS	discussion
about	IN	about
this	DT	this
point	NN	point
is	VBZ	be
nothing	NN	nothing
to	TO	to
do	VV	do
or	CC	or
has	VHZ	have
nothing	NN	nothing
to	TO	to
do	VV	do
with	IN	with
this	DT	this
is	VBZ	be
fire	VV	fire
when	WRB	when
it	PP	it
comes	VVZ	come
to	TO	to
the	DT	the
prisoners	NNS	prisoner
in	IN	in
the	DT	the
Israeli	JJ	Israeli
jails	NNS	jail
this	DT	this
is	VBZ	be
also	RB	also
an	DT	an
important	JJ	important
matter	NN	matter
we	PP	we
have	VHP	have
more	JJR	more
than	IN	than
10,000	CD	@card@
Palestinian	JJ	Palestinian
prisoners	NNS	prisoner
in	IN	in
the	DT	the
Israeli	JJ	Israeli
and	CC	and
we	PP	we
need	VVP	need
the	DT	the
world	NN	world
to	TO	to
know	VV	know
that	IN/that	that
some	DT	some
of	IN	of
them	PP	them
have	VHP	have
been	VBN	be
detained	VVN	detain
for	IN	for
more	JJR	more
than	IN	than
44	CD	@card@
years	NNS	year
with	IN	with
out	RB	out
seeing	VVG	see
the	DT	the
door	NN	door
of	IN	of
the	DT	the
prison	NN	prison
we	PP	we
talk	VVP	talk
about	IN	about
hundreds	NNS	hundred
of	IN	of
women	NNS	woman
and	CC	and
we	PP	we
have	VHP	have
hundreds	NNS	hundred
of	IN	of
men	NNS	man
without	IN	without
even	RB	even
charges	VVZ	charge
that's	NNS	that's
why	WRB	why
this	DT	this
is	VBZ	be
an	DT	an
important	JJ	important
issue	NN	issue
for	IN	for
us	PP	us
and	CC	and
we	PP	we
consider	VVP	consider
now	RB	now
the	DT	the
top	JJ	top
priority	NN	priority
is	VBZ	be
to	TO	to
help	VV	help
our	PP$	our
Palestinian	JJ	Palestinian
people	NNS	people
in	IN	in
Gaza	NP	Gaza
to	TO	to
stop	VV	stop
the	DT	the
destruction	NN	destruction
to	TO	to
stop	VV	stop
the	DT	the
genoci	NN	genoci
side	NN	side
and	CC	and
we	PP	we
need	VVP	need
not	RB	not
to	TO	to
talk	VV	talk
now	RB	now
about	IN	about
the	DT	the
details	NNS	detail
of	IN	of
the	DT	the
prisoners	NNS	prisoner
now	RB	now
we	PP	we
need	VVP	need
to	TO	to
help	VV	help
the	DT	the
Palestinians	NPS	Palestinians
in	IN	in
Gaza	NP	Gaza
and	CC	and
the	DT	the
occupation	NN	occupation
is	VBZ	be
refusing	VVG	refuse
to	TO	to
give	VV	give
clear	JJ	clear
answers	NNS	answer
regarding	VVG	regard
the	DT	the
humanitarian	JJ	humanitarian
uh	UH	uh
uh	UH	uh
situation	NN	situation
in	IN	in
Gaza	NP	Gaza
Strip	NP	Strip
H	NP	H
badran	NP	badran
we'll	NN	we'll
leave	VVP	leave
it	PP	it
there	RB	there
thank	VV	thank
you	PP	you
H	NP	H
badran	NP	badran
member	NN	member
of	IN	of
the	DT	the
political	JJ	political
Bureau	NP	Bureau
of	IN	of
Hamas	NP	Hamas
all	DT	all
right	JJ	right
listening	NN	listening
to	TO	to
that	WDT	that
is	VBZ	be
Tamar	NP	Tamar
kmud	NN	kmud
who's	NNS	who's
assistant	JJ	assistant
professor	NN	professor
of	IN	of
public	JJ	public
policy	NN	policy
the	DT	the
day	NN	day
Institute	NP	Institute
for	IN	for
Graduate	NP	Graduate
Studies	NPS	Studies
tamy	NP	tamy
good	JJ	good
to	TO	to
have	VH	have
you	PP	you
with	IN	with
us	PP	us
um	NN	um
so	IN	so
Ramadan	NP	Ramadan
was	VBD	be
the	DT	the
target	NN	target
deadline	NN	deadline
for	IN	for
a	DT	a
ceasefire	NN	ceasefire
that	WDT	that
will	MD	will
not	RB	not
now	RB	now
be	VB	be
met	VVN	meet
it's	NNS	it's
pretty	RB	pretty
clear	JJ	clear
ramadan's	NNS	ramadan's
going	VVG	go
to	TO	to
what	WP	what
Sunday	NP	Sunday
Monday	NP	Monday
it's	NNS	it's
coming	VVG	come
on	IN	on
Sunday	NP	Sunday
on	IN	on
Monday	NP	Monday
um	NNS	um
so	IN	so
what's	NNS	what's
your	PP$	your
sense	NN	sense
of	IN	of
optimism	NN	optimism
or	CC	or
otherwise	RB	otherwise
about	IN	about
this	DT	this
SE	FW	se
far	JJ	far
happening	NN	happening
um	VVG	um
uh	UH	uh
Nick	NP	Nick
personally	RB	personally
I'm	NN	I'm
not	RB	not
optimistic	JJ	optimistic
but	CC	but
we	PP	we
still	RB	still
have	VHP	have
a	DT	a
couple	NN	couple
of	IN	of
days	NNS	day
uh	UH	uh
I	PP	I
mean	VVP	mean
before	IN	before
Ramadan	NN	Ramadan
starts	VVZ	start
uh	UH	uh
tonight	RB	tonight
there	EX	there
is	VBZ	be
an	DT	an
important	JJ	important
meet	JJ	meet
meeting	NN	meeting
for	IN	for
the	DT	the
Israeli	JJ	Israeli
cabinet	NN	cabinet
and	CC	and
uh	UH	uh
there	RB	there
also	RB	also
I	PP	I
think	VVP	think
Hamas	NP	Hamas
has	VHZ	have
returned	VVN	return
the	DT	the
ball	NN	ball
to	TO	to
the	DT	the
Israel	NP	Israel
and	CC	and
the	DT	the
American	JJ	American
side	NN	side
so	RB	so
also	RB	also
they	PP	they
have	VHP	have
to	TO	to
decide	VV	decide
how	WRB	how
to	TO	to
go	VV	go
on	IN	on
to	TO	to
to	TO	to
move	VV	move
on	IN	on
with	IN	with
this	DT	this
because	IN	because
the	DT	the
pressure	NN	pressure
also	RB	also
is	VBZ	be
in	IN	in
Israel	NP	Israel
and	CC	and
the	DT	the
us	PP	us
as	RB	as
well	RB	well
I	PP	I
mean	VVP	mean
the	DT	the
international	JJ	international
comination	NN	comination
is	VBZ	be
has	VHZ	have
is	VBZ	be
like	JJ	like
has	VHZ	have
peaked	VVN	peak
like	IN	like
you	PP	you
know	VVP	know
the	DT	the
international	JJ	international
the	DT	the
entire	JJ	entire
world	NN	world
is	VBZ	be
very	RB	very
tired	JJ	tired
with	IN	with
this	DT	this
world	NN	world
and	CC	and
the	DT	the
question	NN	question
is	VBZ	be
would	MD	would
the	DT	the
Americans	NPS	Americans
green	JJ	green
light	NN	light
the	DT	the
Israelis	NPS	Israelis
because	IN	because
now	RB	now
if	IN	if
these	DT	these
um	JJ	um
negoti	NN	negoti
negotiations	NNS	negotiation
officially	RB	officially
fail	VV	fail
or	CC	or
collapse	VV	collapse
we	PP	we
don't	NN	don't
have	VHP	have
an	DT	an
official	JJ	official
statement	NN	statement
from	IN	from
the	DT	the
two	CD	two
sides	NNS	side
yet	RB	yet
to	TO	to
indicate	VV	indicate
this	DT	this
then	RB	then
this	DT	this
means	VVZ	mean
Israel	NP	Israel
has	VHZ	have
to	TO	to
enter	VV	enter
ra	NNS	ra
and	CC	and
so	RB	so
far	JJ	far
uh	UH	uh
we	PP	we
know	VVP	know
from	IN	from
American	JJ	American
statements	NNS	statement
that	IN/that	that
they	PP	they
have	VHP	have
refused	VVN	refuse
or	CC	or
they're	NN	they're
not	RB	not
in	IN	in
support	NN	support
of	IN	of
the	DT	the
Israel's	NP	Israel's
entering	VVG	enter
Rafa	NP	Rafa
uh	UH	uh
so	RB	so
let's	NNS	let's
see	VVP	see
I	PP	I
mean	VVP	mean
Hamas	NP	Hamas
has	VHZ	have
returned	VVN	return
the	DT	the
B	NN	B
to	TO	to
both	CC	both
the	DT	the
US	NP	US
and	CC	and
Israel	NP	Israel
so	RB	so
so	RB	so
in	IN	in
a	DT	a
sense	NN	sense
Hamas	NN	Hamas
is	VBZ	be
is	VBZ	be
making	VVG	make
a	DT	a
statement	NN	statement
just	RB	just
by	IN	by
by	IN	by
leaving	VVG	leave
KY	NP	Ky
yes	NN	yes
of	IN	of
course	NN	course
stating	VVG	state
their	PP$	their
position	NN	position
yeah	RB	yeah
of	IN	of
of	IN	of
course	NN	course
of	IN	of
course	NN	course
and	CC	and
uh	UH	uh
and	CC	and
I	PP	I
think	VVP	think
it's	JJ	it's
um	NNS	um
it	PP	it
could	MD	could
be	VB	be
a	DT	a
smart	NN	smart
moved	VVD	move
by	IN	by
them	PP	them
because	IN	because
because	IN	because
because	IN	because
they	PP	they
know	VVP	know
also	RB	also
that	DT	that
they're	NN	they're
not	RB	not
under	IN	under
pressure	NN	pressure
alone	RB	alone
I	PP	I
I	PP	I
mean	VVP	mean
we	PP	we
know	VVP	know
the	DT	the
the	DT	the
the	DT	the
size	NN	size
of	IN	of
the	DT	the
disaster	NN	disaster
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
but	CC	but
also	RB	also
the	DT	the
Americans	NPS	Americans
with	IN	with
the	DT	the
US	NP	US
elections	NNS	election
now	RB	now
is	VBZ	be
is	VBZ	be
getting	VVG	get
more	JJR	more
momentum	NN	momentum
you	PP	you
know	VV	know
uh	UH	uh
all	PDT	all
these	DT	these
counts	NNS	count
coming	VVG	come
from	IN	from
the	DT	the
US	NP	US
showing	VVG	show
that	IN/that	that
many	JJ	many
voters	NNS	voter
have	VHP	have
abstained	VVN	abstain
angry	JJ	angry
with	IN	with
the	DT	the
Democrats	NPS	Democrats
so	IN	so
Biden	NP	Biden
Administration	NP	Administration
knows	VVZ	know
this	DT	this
now	RB	now
so	RB	so
will	MD	will
they	PP	they
will	VV	will
they	PP	they
bless	VV	bless
or	CC	or
give	VV	give
a	DT	a
green	JJ	green
light	NN	light
for	IN	for
Netanyahu	NP	Netanyahu
to	TO	to
go	VV	go
in	IN	in
Rafa	NP	Rafa
in	IN	in
a	DT	a
full	JJ	full
military	JJ	military
operation	NN	operation
and	CC	and
start	VV	start
the	DT	the
big	JJ	big
Massacre	NN	massacre
because	IN	because
we	PP	we
know	VVP	know
most	JJS	most
people	NNS	people
are	VBP	be
Corner	NP	Corner
in	IN	in
rafah	NN	rafah
and	CC	and
that's	NNS	that's
a	DT	a
big	JJ	big
dilemma	NN	dilemma
for	IN	for
the	DT	the
Americans	NPS	Americans
and	CC	and
especially	RB	especially
that	IN/that	that
them	PP	them
and	CC	and
the	DT	the
Israelis	NPS	Israelis
are	VBP	be
really	RB	really
isolated	VVN	isolate
on	IN	on
the	DT	the
international	JJ	international
arena	NN	arena
in	IN	in
the	DT	the
UN	NP	UN
with	IN	with
all	PDT	all
this	DT	this
building	NN	building
pressure	VV	pressure
uh	UH	uh
but	CC	but
it's	NNS	it's
a	DT	a
tricky	JJ	tricky
situation	NN	situation
I	PP	I
mean	VVP	mean
Israel	NP	Israel
has	VHZ	have
I	PP	I
mean	VVP	mean
we	PP	we
know	VV	know
Israel's	NP	Israel's
military	JJ	military
conduct	NN	conduct
we	PP	we
know	VVP	know
that	IN/that	that
Israel	NP	Israel
has	VHZ	have
crossed	VVN	cross
so	IN	so
many	JJ	many
lines	NNS	line
in	IN	in
this	DT	this
fight	NN	fight
Hamas	NN	Hamas
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
is	VBZ	be
not	RB	not
in	IN	in
an	DT	an
easy	JJ	easy
position	NN	position
the	DT	the
people	NNS	people
are	VBP	be
really	RB	really
suffering	VVG	suffer
with	IN	with
the	DT	the
famine	NN	famine
and	CC	and
all	PDT	all
this	DT	this
destruction	NN	destruction
so	IN	so
it's	NN	it's
it's	NNS	it's
like	IN	like
a	DT	a
Russian	NP	Russian
the	DT	the
Russian	NP	Russian
relate	VVP	relate
now	RB	now
who's	NNS	who's
going	VVG	go
to	TO	to
like	VV	like
you	PP	you
know	VV	know
so	RB	so
we're	JJ	we're
in	IN	in
this	DT	this
situation	NN	situation
more	JJR	more
it's	NNS	it's
pretty	RB	pretty
evident	JJ	evident
it's	NNS	it's
not	RB	not
Benjamin	NP	Benjamin
netanyahu's	NNS	netanyahu's
priority	NN	priority
to	TO	to
get	VV	get
the	DT	the
captives	NNS	captive
released	VVN	release
and	CC	and
what	WP	what
do	VVP	do
you	PP	you
say	VVP	say
to	TO	to
those	DT	those
who	WP	who
who	WP	who
think	VVP	think
that	IN/that	that
he's	NNS	he's
just	RB	just
trying	VVG	try
to	TO	to
undermine	VV	undermine
the	DT	the
talk	NN	talk
he's	NNS	he's
just	RB	just
stalling	VVG	stall
for	IN	for
time	NN	time
well	RB	well
let's	NN	let's
let's	NNS	let's
listen	VVP	listen
to	TO	to
what	WP	what
the	DT	the
head	NN	head
of	IN	of
opposition	NN	opposition
said	VVD	say
like	IN	like
you	PP	you
know	VVP	know
they're	JJ	they're
angry	JJ	angry
and	CC	and
they're	JJ	they're
blaming	VVG	blame
Natan	NP	Natan
of	IN	of
failing	VVG	fail
these	DT	these
negotiations	NNS	negotiation
they	PP	they
accuse	VVP	accuse
natany	NN	natany
of	IN	of
of	IN	of
lacking	VVG	lack
anyone	NN	anyone
to	TO	to
do	VV	do
so	RB	so
because	IN	because
if	IN	if
and	CC	and
they	PP	they
say	VVP	say
he	PP	he
could	MD	could
save	VV	save
these	DT	these
negotiations	NNS	negotiation
and	CC	and
allow	VV	allow
give	VV	give
a	DT	a
chance	NN	chance
for	IN	for
the	DT	the
40	CD	@card@
Israeli	JJ	Israeli
captives	NNS	captive
to	TO	to
be	VB	be
released	VVN	release
in	IN	in
exchange	NN	exchange
for	IN	for
Palestina	NP	Palestina
prisoners	NNS	prisoner
but	CC	but
he's	NNS	he's
not	RB	not
doing	VVG	do
this	DT	this
and	CC	and
sadly	RB	sadly
the	DT	the
Biden	NP	Biden
Administration	NP	Administration
is	VBZ	be
also	RB	also
siding	VVG	side
with	IN	with
natany	NN	natany
on	IN	on
this	DT	this
blaming	VVG	blame
Hamas	NN	Hamas
but	CC	but
the	DT	the
Israeli	JJ	Israeli
opposition	NN	opposition
is	VBZ	be
not	RB	not
blaming	VVG	blame
Hamas	JJ	Hamas
it's	NNS	it's
blaming	VVG	blame
nanyo	NN	nanyo
so	RB	so
here	RB	here
we	PP	we
have	VHP	have
these	DT	these
different	JJ	different
opinions	NNS	opinion
but	CC	but
the	DT	the
Israelis	NPS	Israelis
if	IN	if
we	PP	we
listen	VVP	listen
to	TO	to
the	DT	the
Israelis	NPS	Israelis
and	CC	and
their	PP$	their
opposition	NN	opposition
of	IN	of
course	NN	course
they	PP	they
have	VHP	have
a	DT	a
different	JJ	different
opinion	NN	opinion
blaming	VVG	blame
Natan	NP	Natan
not	RB	not
Hamas	JJ	Hamas
on	IN	on
this	DT	this
and	CC	and
that's	NNS	that's
interesting	JJ	interesting
Israel	NP	Israel
say	VVP	say
that	IN/that	that
the	DT	the
the	DT	the
military	JJ	military
pressure	NN	pressure
on	IN	on
Hamas	NP	Hamas
is	VBZ	be
the	DT	the
best	JJS	good
way	NN	way
to	TO	to
secure	VV	secure
a	DT	a
release	NN	release
of	IN	of
the	DT	the
captives	NNS	captive
and	CC	and
in	IN	in
fact	NN	fact
the	DT	the
only	JJ	only
time	NN	time
there	EX	there
has	VHZ	have
been	VBN	be
a	DT	a
release	NN	release
has	VHZ	have
been	VBN	be
through	IN	through
negotiations	NNS	negotiation
isn't	VVD	isn't
it	PP	it
yeah	RB	yeah
but	CC	but
also	RB	also
many	JJ	many
of	IN	of
the	DT	the
captives	NNS	captive
have	VHP	have
lost	VVN	lose
their	PP$	their
lives	NNS	life
as	RB	as
well	RB	well
during	IN	during
these	DT	these
operations	NNS	operation
so	IN	so
that's	NNS	that's
a	DT	a
big	JJ	big
dilemma	NN	dilemma
for	IN	for
Netanyahu	NP	Netanyahu
unless	IN	unless
he	PP	he
really	RB	really
considers	VVZ	consider
them	PP	them
as	IN	as
a	DT	a
collateral	NN	collateral
damage	NN	damage
and	CC	and
he's	NNS	he's
not	RB	not
able	JJ	able
to	TO	to
say	VV	say
this	DT	this
to	TO	to
his	PP$	his
own	JJ	own
people	NNS	people
like	IN	like
you	PP	you
know	VVP	know
I	PP	I
mean	VVP	mean
so	RB	so
it's	JJ	it's
it's	NN	it's
it's	NNS	it's
it's	NNS	it's
not	RB	not
Nat	NP	Nat
is	VBZ	be
not	RB	not
an	DT	an
easy	JJ	easy
position	NN	position
as	RB	as
well	RB	well
so	IN	so
I'm	NP	I'm
not	RB	not
sure	RB	sure
okay	JJ	okay
so	RB	so
how	WRB	how
far	RB	far
he	PP	he
will	MD	will
go	VV	go
with	IN	with
this	DT	this
military	JJ	military
operation	NN	operation
because	IN	because
the	DT	the
RAF	NN	RAF
issue	NN	issue
is	VBZ	be
the	DT	the
big	JJ	big
uh	UH	uh
it's	NNS	it's
the	DT	the
elephant	NN	elephant
of	IN	of
the	DT	the
room	NN	room
I	PP	I
mean	VVP	mean
1.5	CD	@card@
million	CD	million
