meanwhile	RB	meanwhile
point	VV	point
out	RP	out
that	IN/that	that
the	DT	the
al	NP	al
-	NN	-
maasi	NN	maasi
area	NN	area
is	VBZ	be
the	DT	the
area	NN	area
stretches	VVZ	stretch
from	IN	from
Western	NP	Western
of	IN	of
Dar	NP	Dar
bah	NN	bah
along	IN	along
the	DT	the
coastal	JJ	coastal
line	NN	line
all	PDT	all
the	DT	the
way	NN	way
to	TO	to
ra	JJ	ra
City	NN	city
at	IN	at
the	DT	the
Gaza	NP	Gaza
Egyptian	JJ	Egyptian
border	NN	border
area	NN	area
has	VHZ	have
been	VBN	be
described	VVN	describe
largely	RB	largely
safe	JJ	safe
but	CC	but
unfortunately	RB	unfortunately
we	PP	we
seen	VVN	see
these	DT	these
repeated	JJ	repeated
attacks	VVZ	attack
uh	UH	uh
on	RB	on
on	IN	on
displ	NN	displ
Palestinians	NNS	Palestinian
just	RB	just
shatter	VVP	shatter
shatters	NNS	shatter
any	DT	any
sense	NN	sense
of	IN	of
Safety	NP	Safety
and	CC	and
Security	NP	Security
uh	UH	uh
and	CC	and
protection	NN	protection
uh	UH	uh
for	IN	for
them	PP	them
but	CC	but
the	DT	the
attacks	NNS	attack
continued	VVN	continue
in	IN	in
khun	NN	khun
in	IN	in
different	JJ	different
parts	NNS	part
including	VVG	include
the	DT	the
Eastern	JJ	eastern
side	NN	side
of	IN	of
kanun	NN	kanun
and	CC	and
the	DT	the
southern	JJ	southern
part	NN	part
and	CC	and
the	DT	the
central	JJ	central
part	NN	part
of	IN	of
kanun	NN	kanun
an	DT	an
area	NN	area
that	WDT	that
is	VBZ	be
very	RB	very
close	JJ	close
to	TO	to
Naser	NP	Naser
hospitals	NNS	hospital
uh	UH	uh
the	DT	the
the	DT	the
only	RB	only
remaining	VVG	remain
functioning	VVG	function
health	NN	health
facility	NN	facility
in	IN	in
that	DT	that
in	IN	in
that	DT	that
area	NN	area
including	VVG	include
the	DT	the
Jordanian	JJ	Jordanian
health	NN	health
field	NN	field
hospital	NN	hospital
within	IN	within
the	DT	the
same	JJ	same
vicinity	NN	vicinity
but	CC	but
the	DT	the
fact	NN	fact
that	IN/that	that
these	DT	these
two	CD	two
facilities	NNS	facility
have	VHP	have
been	VBN	be
very	RB	very
the	DT	the
attack	NN	attack
been	VBN	be
very	RB	very
close	JJ	close
to	TO	to
these	DT	these
two	CD	two
facilities	NNS	facility
just	RB	just
making	VVG	make
it	PP	it
very	RB	very
risky	JJ	risky
and	CC	and
dangerous	JJ	dangerous
not	RB	not
only	RB	only
for	IN	for
for	IN	for
residents	NNS	resident
but	CC	but
also	RB	also
those	DT	those
who	WP	who
are	VBP	be
trying	VVG	try
to	TO	to
evacuate	VV	evacuate
and	CC	and
the	DT	the
medical	JJ	medical
team	NN	team
and	CC	and
staff	NN	staff
who	WP	who
operate	VVP	operate
under	IN	under
these	DT	these
unusually	RB	unusually
difficult	JJ	difficult
circumstances	NNS	circumstance
but	CC	but
we	PP	we
'	POS	'
re	NN	re
talking	VVG	talk
about	IN	about
at	IN	at
least	JJS	least
17	CD	@card@
people	NNS	people
in	IN	in
KH	NP	KH
units	NNS	unit
were	VBD	be
killed	VVN	kill
overnight	JJ	overnight
and	CC	and
early	JJ	early
hours	NNS	hour
this	DT	this
morning	NN	morning
as	IN	as
paramedics	NP	paramedics
and	CC	and
civil	JJ	civil
defense	NN	defense
were	VBD	be
able	JJ	able
to	TO	to
get	VV	get
to	TO	to
the	DT	the
targeted	JJ	targeted
area	NN	area
and	CC	and
pulled	VVD	pull
people	NNS	people
from	IN	from
the	DT	the
area	NN	area
many	JJ	many
people	NNS	people
people	NNS	people
were	VBD	be
pulled	VVN	pull
from	IN	from
under	IN	under
the	DT	the
rebels	NNS	rebel
including	VVG	include
women	NNS	woman
and	CC	and
children	NNS	child
all	RB	all
reported	VVD	report
to	TO	to
uh	UH	uh
Naser	NP	Naser
Hospital	NP	Hospital
including	VVG	include
the	DT	the
several	JJ	several
critically	RB	critically
injured	VVD	injure
uh	UH	uh
people	NNS	people
but	CC	but
in	IN	in
central	JJ	central
area	NN	area
which	WDT	which
is	VBZ	be
the	DT	the
the	DT	the
devastation	NN	devastation
uh	UH	uh
at	IN	at
its	PP$	its
at	IN	at
its	PP$	its
height	NN	height
rate	NN	rate
now	RB	now
particularly	RB	particularly
after	IN	after
a	DT	a
statement	NN	statement
made	VVN	make
by	IN	by
an	DT	an
Israeli	JJ	Israeli
military	JJ	military
official	NN	official
who	WP	who
described	VVD	describe
the	DT	the
central	JJ	central
area	NN	area
as	IN	as
a	DT	a
crowded	JJ	crowded
refugee	NN	refugee
camps	NNS	camp
full	JJ	full
of	IN	of
terrorists	NNS	terrorist
a	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
see	VVP	see
this	DT	this
as	IN	as
a	DT	a
sentiment	NN	sentiment
in	IN	in
a	DT	a
preparation	NN	preparation
for	IN	for
more	JJR	more
mass	NN	mass
killing	VVG	kill
and	CC	and
more	RBR	more
more	JJR	more
crimes	NNS	crime
to	TO	to
be	VB	be
committed	VVN	commit
in	IN	in
the	DT	the
Central	NP	Central
Area	NP	Area
Rafa	NP	Rafa
has	VHZ	have
well	RB	well
took	VVD	take
its	PP$	its
share	NN	share
of	IN	of
the	DT	the
bombings	NNS	bombing
almost	RB	almost
the	DT	the
Central	NP	Central
and	CC	and
the	DT	the
southern	JJ	southern
part	NN	part
of	IN	of
Rafa	NP	Rafa
and	CC	and
the	DT	the
western	JJ	western
side	NN	side
where	WRB	where
many	JJ	many
people	NNS	people
are	VBP	be
are	NN	are
happen	VV	happen
to	TO	to
be	VB	be
displaced	VVN	displace
in	IN	in
these	DT	these
areas	NNS	area
and	CC	and
hany	NN	hany
what	WP	what
do	VVP	do
you	PP	you
make	VV	make
of	IN	of
these	DT	these
claims	NNS	claim
by	IN	by
the	DT	the
Israeli	JJ	Israeli
Army	NN	army
that	IN/that	that
hamas	NNS	hamas
'	POS	'
s	NN	S
Command	NP	Command
Center	NP	Center
in	IN	in
the	DT	the
north	NN	north
of	IN	of
Gaza	NP	Gaza
has	VHZ	have
been	VBN	be
completely	RB	completely
destroyed	VVN	destroy
is	VBZ	be
well	RB	well
this	DT	this
is	VBZ	be
one	CD	one
of	IN	of
the	DT	the
many	JJ	many
allegations	NNS	allegation
that	WDT	that
go	VV	go
uh	UH	uh
goes	VVZ	go
on	IN	on
its	PP$	its
challenge	VV	challenge
uh	UH	uh
and	CC	and
particularly	RB	particularly
at	IN	at
this	DT	this
at	IN	at
this	DT	this
time	NN	time
when	WRB	when
whenever	WRB	whenever
the	DT	the
the	DT	the
Israeli	JJ	Israeli
military	NN	military
is	VBZ	be
is	VBZ	be
about	RB	about
to	TO	to
commit	VV	commit
something	NN	something
uh	UH	uh
an	DT	an
atrocity	NN	atrocity
or	CC	or
expand	VV	expand
an	DT	an
operation	NN	operation
it	PP	it
come	VVP	come
up	RP	up
with	IN	with
some	DT	some
of	IN	of
these	DT	these
allegation	NN	allegation
that	IN/that	that
to	TO	to
support	VV	support
uh	UH	uh
its	PP$	its
position	NN	position
and	CC	and
its	PP$	its
uh	UH	uh
uh	UH	uh
its	PP$	its
strategy	NN	strategy
uh	UH	uh
throughout	IN	throughout
this	DT	this
War	NP	War
we	PP	we
'	POS	'
ve	NN	ve
seen	VVN	see
this	DT	this
in	IN	in
the	DT	the
past	NN	past
a	DT	a
lot	NN	lot
when	WRB	when
there	EX	there
was	VBD	be
an	DT	an
allegation	NN	allegation
about	IN	about
a	DT	a
shifa	NN	shifa
hospital	NN	hospital
that	WDT	that
is	VBZ	be
used	VVN	use
as	IN	as
a	DT	a
command	NN	command
center	VV	center
uh	UH	uh
without	IN	without
offering	VVG	offer
any	DT	any
substantial	JJ	substantial
evidence	NN	evidence
whatsoever	RB	whatsoever
no	DT	no
concrete	JJ	concrete
evidence	NN	evidence
where	WRB	where
offered	VVN	offer
to	TO	to
support	VV	support
the	DT	the
claim	NN	claim
other	JJ	other
than	IN	than
the	DT	the
fact	NN	fact
that	IN/that	that
the	DT	the
health	NN	health
facility	NN	facility
the	DT	the
largest	JJS	large
in	IN	in
the	DT	the
go	NN	go
was	VBD	be
completely	RB	completely
destroyed	VVN	destroy
and	CC	and
pushed	VVN	push
out	RP	out
of	IN	of
out	RB	out
of	IN	of
service	VV	service
we	PP	we
'	''	'
seen	VVN	see
this	DT	this
also	RB	also
one	CD	one
more	JJR	more
time	NN	time
when	WRB	when
there	EX	there
were	VBD	be
talks	NNS	talk
about	IN	about
the	DT	the
destruction	NN	destruction
of	IN	of
many	JJ	many
of	IN	of
the	DT	the
uh	UH	uh
uh	UH	uh
Hamas	JJ	Hamas
control	NN	control
tunnels	NNS	tunnel
in	IN	in
the	DT	the
nor	CC	nor
part	NN	part
and	CC	and
and	CC	and
Gaza	NP	Gaza
City	NP	City
but	CC	but
within	IN	within
hours	NNS	hour
or	CC	or
days	NNS	day
of	IN	of
that	DT	that
statement	NN	statement
we	PP	we
seen	VVN	see
a	DT	a
barrage	NN	barrage
of	IN	of
rockar	NN	rockar
being	VBG	be
uh	UH	uh
are	VBP	be
being	VBG	be
fired	VVN	fire
every	DT	every
time	NN	time
there	EX	there
is	VBZ	be
an	DT	an
allegation	NN	allegation
unfortunately	RB	unfortunately
goes	VVZ	go
on	IN	on
a	DT	a
challenge	NN	challenge
it	PP	it
the	DT	the
Israeli	JJ	Israeli
military	JJ	military
doesn	NN	doesn
'	POS	'
t	NN	t
offer	NN	offer
any	DT	any
substantial	JJ	substantial
evidence	NN	evidence
whatsoever	RB	whatsoever
so	RB	so
far	RB	far
the	DT	the
statement	NN	statement
talks	NNS	talk
about	IN	about
some	DT	some
8	CD	@card@
8	CD	@card@
,	,	,
000	CD	@card@
Hamas	JJ	Hamas
operatives	NNS	operative
or	CC	or
Associates	NNS	associate
have	VHP	have
been	VBN	be
eliminated	VVN	eliminate
yet	RB	yet
if	IN	if
the	DT	the
concrete	JJ	concrete
evidence	NN	evidence
in	IN	in
the	DT	the
statement	NN	statement
just	RB	just
doesn	NP	doesn
'	POS	'
t	NN	t
doesn	NN	doesn
'	POS	'
t	NN	t
indicate	VVP	indicate
that	IN/that	that
the	DT	the
statement	NN	statement
is	VBZ	be
a	DT	a
credible	JJ	credible
and	CC	and
and	CC	and
can	MD	can
rely	VV	rely
on	RB	on
and	CC	and
that	IN/that	that
'	POS	'
s	NN	S
why	WRB	why
the	DT	the
vast	JJ	vast
majority	NN	majority
of	IN	of
people	NNS	people
in	IN	in
Gaza	NP	Gaza
they	PP	they
actually	RB	actually
care	VVP	care
less	JJR	less
about	IN	about
the	DT	the
Staten	NP	Staten
uh	UH	uh
uh	UH	uh
but	CC	but
they	PP	they
care	VVP	care
much	RB	much
about	IN	about
the	DT	the
level	NN	level
of	IN	of
Destruction	NN	destruction
that	WDT	that
has	VHZ	have
caused	VVN	cause
to	TO	to
their	PP$	their
life	NN	life
and	CC	and
to	TO	to
their	PP$	their
residential	JJ	residential
homes	NNS	home
we	PP	we
'	POS	'
re	NN	re
talking	VVG	talk
about	IN	about
an	DT	an
entire	JJ	entire
northern	JJ	northern
part	NN	part
of	IN	of
Gaza	NP	Gaza
being	VBG	be
destroyed	VVN	destroy
completely	RB	completely
and	CC	and
we	PP	we
'	POS	'
re	NN	re
looking	VVG	look
into	IN	into
years	NNS	year
ahead	RB	ahead
of	IN	of
of	IN	of
of	IN	of
our	PP$	our
time	NN	time
to	TO	to
for	IN	for
it	PP	it
to	TO	to
be	VB	be
rebuilt	VVD	rebuild
for	IN	for
schools	NNS	school
to	TO	to
get	VV	get
back	RB	back
for	IN	for
colleges	NNS	college
and	CC	and
universities	NNS	university
for	IN	for
industrial	JJ	industrial
zones	NNS	zone
to	TO	to
oper	JJR	ope
for	IN	for
it	PP	it
again	RB	again
but	CC	but
to	TO	to
talk	VV	talk
about	IN	about
a	DT	a
statement	NN	statement
while	IN	while
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
seeing	VVG	see
it	PP	it
being	VBG	be
a	DT	a
challenged	VVN	challenge
by	IN	by
actions	NNS	action
on	IN	on
the	DT	the
ground	NN	ground
just	RB	just
it	PP	it
'	POS	'
s	NNS	s
another	DT	another
claim	NN	claim
that	IN/that	that
that	WDT	that
lacks	VVZ	lack
a	DT	a
substantial	JJ	substantial
evidence	NN	evidence
by	IN	by
the	DT	the
Israeli	JJ	Israeli
military	JJ	military
okay	NN	okay
thank	VV	thank
you	PP	you
for	IN	for
that	DT	that
hanim	NP	hanim
Mahmud	NP	Mahmud
there	RB	there
for	IN	for
us	PP	us
in	IN	in
Rafa	NP	Rafa
in	IN	in
southern	JJ	southern
Gaza	NP	Gaza
