while	IN	while
people	NNS	people
were	VBD	be
detained	VVN	detain
Four	CD	four
Women	NNS	woman
and	CC	and
four	CD	four
uh	UH	uh
young	JJ	young
men	NNS	man
in	IN	in
their	PP$	their
20s	NNS	20s
now	RB	now
we	PP	we
'	POS	'
re	NN	re
here	RB	here
at	IN	at
the	DT	the
house	NN	house
of	IN	of
the	DT	the
karame	NNS	karame
family	NN	family
uh	UH	uh
where	WRB	where
where	WRB	where
one	CD	one
of	IN	of
the	DT	the
raids	NNS	raid
happened	VVD	happen
at	IN	at
around	RB	around
2	CD	@card@
:	:	:
30	CD	@card@
in	IN	in
the	DT	the
morning	NN	morning
so	RB	so
as	IN	as
we	PP	we
understanded	VVD	understanded
the	DT	the
soldiers	NNS	soldier
came	VVD	come
through	IN	through
this	DT	this
door	NN	door
and	CC	and
you	PP	you
can	MD	can
see	VV	see
around	IN	around
me	PP	me
all	PDT	all
this	DT	this
mess	NN	mess
that	WDT	that
happened	VVD	happen
this	DT	this
is	VBZ	be
the	DT	the
soldiers	NNS	soldier
really	RB	really
searching	VVG	search
and	CC	and
ransacking	VVG	ransack
uh	UH	uh
the	DT	the
courtyard	NN	courtyard
of	IN	of
the	DT	the
house	NN	house
I	PP	I
would	MD	would
say	VV	say
inside	IN	inside
you	PP	you
had	VHD	have
seven	CD	seven
people	NNS	people
sleeping	VVG	sleep
the	DT	the
mother	NN	mother
and	CC	and
six	CD	six
children	NNS	child
of	IN	of
which	WDT	which
one	PP	one
is	VBZ	be
a	DT	a
one	CD	one
-	NN	-
year	NN	year
-	NN	-
old	JJ	old
uh	UH	uh
child	NN	child
now	RB	now
I	NP	I
'	POS	'
m	NN	m
told	VVD	tell
that	IN/that	that
it	PP	it
'	POS	'
s	NNS	s
only	RB	only
when	WRB	when
the	DT	the
soldiers	NNS	soldier
knocked	VVN	knock
at	IN	at
this	DT	this
door	NN	door
that	IN/that	that
they	PP	they
woke	VVD	wake
up	RP	up
and	CC	and
understood	VVD	understand
that	IN/that	that
something	NN	something
was	VBD	be
going	VVG	go
on	IN	on
now	RB	now
the	DT	the
person	NN	person
that	WDT	that
was	VBD	be
detained	VVN	detain
is	VBZ	be
Barak	NP	Barak
K	NP	K
she	PP	she
'	POS	'
s	NN	S
18	CD	@card@
years	NNS	year
old	JJ	old
and	CC	and
she	PP	she
'	POS	'
s	NNS	s
a	DT	a
university	NN	university
student	NN	student
and	CC	and
I	PP	I
'	POS	'
m	NN	m
here	RB	here
with	IN	with
her	PP$	her
mother	NN	mother
Han	NP	Han
and	CC	and
Hanah	NP	Hanah
is	VBZ	be
actually	RB	actually
quite	RB	quite
emotional	JJ	emotional
still	RB	still
at	IN	at
about	RB	about
2	CD	@card@
in	IN	in
the	DT	the
morning	NN	morning
we	PP	we
heard	VVD	hear
some	DT	some
noise	NN	noise
and	CC	and
some	DT	some
banging	VVG	bang
on	IN	on
the	DT	the
door	NN	door
they	PP	they
tried	VVD	try
in	IN	in
a	DT	a
barbaric	JJ	barbaric
manner	NN	manner
to	TO	to
open	VV	open
the	DT	the
door	NN	door
we	PP	we
told	VVD	tell
the	DT	the
Israeli	JJ	Israeli
occupation	NN	occupation
soldiers	NNS	soldier
to	TO	to
wait	VV	wait
we	PP	we
will	MD	will
open	VV	open
we	PP	we
the	DT	the
this	DT	this
door	NN	door
is	VBZ	be
totally	RB	totally
sealed	VVN	seal
we	PP	we
had	VHD	have
to	TO	to
open	VV	open
the	DT	the
back	JJ	back
uh	UH	uh
door	NN	door
this	DT	this
door	NN	door
was	VBD	be
smashed	VVN	smash
by	IN	by
the	DT	the
Israeli	JJ	Israeli
occupation	NN	occupation
soldiers	NNS	soldier
at	IN	at
that	DT	that
time	NN	time
they	PP	they
directed	VVD	direct
their	PP$	their
laser	NN	laser
gun	NN	gun
laser	NN	laser
beam	NN	beam
on	IN	on
our	PP$	our
heads	VVZ	head
uh	UH	uh
we	PP	we
have	VHP	have
children	NNS	child
uh	UH	uh
daughters	NNS	daughter
and	CC	and
boys	NNS	boy
and	CC	and
one	CD	one
yearold	VVZ	yearold
boy	UH	boy
uh	UH	uh
they	PP	they
dragged	VVD	drag
my	PP$	my
14	CD	@card@
-	NN	-
year	NN	year
-	NN	-
old	JJ	old
boy	NN	boy
they	PP	they
pulled	VVD	pull
him	PP	him
outside	IN	outside
the	DT	the
house	NN	house
and	CC	and
they	PP	they
started	VVD	start
roughing	VVG	rough
him	PP	him
up	RP	up
interrogating	VVG	interrogate
him	PP	him
and	CC	and
it	PP	it
was	VBD	be
a	DT	a
terrifying	JJ	terrifying
uh	UH	uh
scene	NN	scene
and	CC	and
my	PP$	my
children	NNS	child
were	VBD	be
really	RB	really
frightened	VVN	frighten
they	PP	they
started	VVD	start
to	TO	to
take	VV	take
down	RP	down
our	PP$	our
names	NNS	name
at	IN	at
that	DT	that
point	NN	point
they	PP	they
took	VVD	take
my	PP$	my
uh	UH	uh
18yearold	NP	18yearold
daughter	NN	daughter
bar	NN	bar
they	PP	they
surrounded	VVD	surround
her	PP	her
and	CC	and
they	PP	they
started	VVD	start
to	TO	to
take	VV	take
photographs	NNS	photograph
of	IN	of
her	PP	her
I	PP	I
want	VVP	want
to	TO	to
try	VV	try
to	TO	to
ask	VV	ask
what	WP	what
'	POS	'
s	NNS	s
going	VVG	go
on	IN	on
they	PP	they
screamed	VVD	scream
and	CC	and
asked	VVD	ask
us	PP	us
to	TO	to
shut	VV	shut
up	IN	up
we	PP	we
were	VBD	be
really	RB	really
frightened	VVN	frighten
and	CC	and
the	DT	the
large	JJ	large
number	NN	number
of	IN	of
uh	UH	uh
soldiers	NNS	soldier
armed	VVN	arm
to	TO	to
the	DT	the
to	TO	to
the	DT	the
teeth	NNS	tooth
they	PP	they
started	VVD	start
to	TO	to
destroy	VV	destroy
and	CC	and
smash	VV	smash
everything	NN	everything
in	IN	in
the	DT	the
house	NN	house
I	PP	I
tried	VVD	try
to	TO	to
ask	VV	ask
what	WP	what
uh	UH	uh
before	IN	before
that	IN/that	that
my	PP$	my
husband	NN	husband
is	VBZ	be
detained	VVN	detain
he	PP	he
is	VBZ	be
detained	VVN	detain
by	IN	by
the	DT	the
Israeli	JJ	Israeli
occupation	NN	occupation
forces	NNS	force
they	PP	they
hushed	VVD	hush
us	PP	us
they	PP	they
took	VVD	take
my	PP$	my
daughter	NN	daughter
together	RB	together
with	IN	with
me	PP	me
inside	IN	inside
the	DT	the
back	JJ	back
room	NN	room
other	JJ	other
they	PP	they
a	DT	a
a	DT	a
female	JJ	female
Soldier	NN	soldier
started	VVD	start
to	TO	to
budy	NN	budy
search	VV	search
her	PP	her
in	IN	in
a	DT	a
very	RB	very
rough	JJ	rough
manner	NN	manner
they	PP	they
searched	VVD	search
her	PP	her
in	IN	in
a	DT	a
very	RB	very
violent	JJ	violent
fashion	NN	fashion
and	CC	and
after	IN	after
that	WDT	that
they	PP	they
took	VVD	take
her	PP$	her
away	RB	away
they	PP	they
pushed	VVD	push
me	PP	me
out	RP	out
of	IN	of
the	DT	the
room	NN	room
and	CC	and
they	PP	they
kept	VVD	keep
the	DT	the
daughter	NN	daughter
inside	IN	inside
they	PP	they
asked	VVD	ask
me	PP	me
that	IN/that	that
why	WRB	why
do	VVP	do
you	PP	you
think	VVP	think
they	PP	they
took	VVD	take
your	PP$	your
daughter	NN	daughter
away	RB	away
nothing	NN	nothing
was	VBD	be
disclosed	VVN	disclose
they	PP	they
asked	VVD	ask
us	PP	us
tomorrow	NN	tomorrow
there	EX	there
will	MD	will
be	VB	be
a	DT	a
swap	NN	swap
deal	NN	deal
with	IN	with
Gaza	NP	Gaza
and	CC	and
your	PP$	your
daughter	NN	daughter
will	MD	will
be	VB	be
released	VVN	release
and	CC	and
the	DT	the
the	DT	the
is	VBZ	be
sold	VVN	sell
said	VVD	say
let	VV	let
the	DT	the
Gaz	NP	Gaz
have	VHP	have
her	PP	her
released	VVN	release
so	RB	so
told	VVD	tell
you	PP	you
that	IN/that	that
they	PP	they
took	VVD	take
her	PP	her
as	IN	as
a	DT	a
prisoner	NN	prisoner
and	CC	and
they	PP	they
it	PP	it
will	MD	will
be	VB	be
she	PP	she
will	MD	will
be	VB	be
released	VVN	release
in	IN	in
a	DT	a
swap	NN	swap
deal	NN	deal
I	PP	I
tried	VVD	try
to	TO	to
ask	VV	ask
them	PP	them
what	WP	what
is	VBZ	be
going	VVG	go
on	IN	on
what	WP	what
did	VVD	do
she	PP	she
do	VVP	do
what	WP	what
what	WDT	what
crime	NN	crime
did	VVD	do
she	PP	she
commit	VVP	commit
they	PP	they
did	VVD	do
not	RB	not
answer	VV	answer
they	PP	they
kept	VVD	keep
destroying	VVG	destroy
and	CC	and
smashing	VVG	smash
everything	NN	everything
in	IN	in
the	DT	the
house	NN	house
I	PP	I
told	VVD	tell
them	PP	them
we	PP	we
are	VBP	be
civilians	NNS	civilian
she	PP	she
is	VBZ	be
a	DT	a
a	DT	a
juvenile	JJ	juvenile
she	PP	she
was	VBD	be
born	VVN	bear
in	IN	in
2005	CD	@card@
she	PP	she
'	POS	'
s	NN	S
a	DT	a
young	JJ	young
child	NN	child
what	WP	what
did	VVD	do
she	PP	she
do	VVP	do
you	PP	you
are	VBP	be
very	RB	very
anxious	JJ	anxious
and	CC	and
tense	JJ	tense
no	DT	no
doubt	NN	doubt
before	IN	before
that	DT	that
last	JJ	last
week	NN	week
my	PP$	my
husband	NN	husband
was	VBD	be
detained	VVN	detain
and	CC	and
today	NN	today
they	PP	they
have	VHP	have
taken	VVN	take
my	PP$	my
daughter	NN	daughter
I	PP	I
even	RB	even
begged	VVD	beg
them	PP	them
to	TO	to
give	VV	give
her	PP	her
some	DT	some
heavy	JJ	heavy
clothes	NNS	clothes
because	IN	because
the	DT	the
weather	NN	weather
is	VBZ	be
called	VVN	call
they	PP	they
refused	VVD	refuse
they	PP	they
even	RB	even
refused	VVD	refuse
to	TO	to
give	VV	give
her	PP$	her
anything	NN	anything
while	IN	while
they	PP	they
took	VVD	take
her	PP$	her
away	RB	away
last	JJ	last
week	NN	week
many	JJ	many
detes	NNS	detes
Palestinian	JJ	Palestinian
detes	NNS	detes
were	VBD	be
released	VVN	release
and	CC	and
you	PP	you
must	MD	must
have	VH	have
heard	VVN	hear
there	RB	there
stories	NNS	story
yeah	RB	yeah
this	DT	this
made	VVD	make
me	PP	me
more	RBR	more
frightened	VVD	frighten
I	NP	I
'	POS	'
m	NN	m
really	RB	really
fear	VVP	fear
for	IN	for
my	PP$	my
daughter	NN	daughter
the	DT	the
way	NN	way
the	DT	the
Israeli	JJ	Israeli
occupation	NN	occupation
soldiers	NNS	soldier
are	VBP	be
dealing	VVG	deal
with	IN	with
the	DT	the
Palestinian	JJ	Palestinian
dettin	NN	dettin
we	PP	we
hope	VVP	hope
that	IN/that	that
the	DT	the
Red	NP	Red
Cross	NP	Cross
would	MD	would
intervene	VV	intervene
and	CC	and
find	VV	find
a	DT	a
solution	NN	solution
she	PP	she
is	VBZ	be
an	DT	an
innocent	JJ	innocent
young	JJ	young
18	CD	@card@
-	NN	-
year	NN	year
-	NN	-
old	JJ	old
University	NP	University
student	NN	student
she	PP	she
did	VVD	do
not	RB	not
commit	VV	commit
any	DT	any
crime	NN	crime
now	RB	now
she	PP	she
doesn	NP	doesn
'	POS	'
t	NN	t
know	VV	know
where	WRB	where
her	PP$	her
daughter	NN	daughter
has	VHZ	have
been	VBN	be
taken	VVN	take
into	IN	into
but	CC	but
we	PP	we
spoke	VVD	speak
to	TO	to
other	JJ	other
uh	UH	uh
females	NNS	female
who	WP	who
were	VBD	be
detained	VVN	detain
here	RB	here
in	IN	in
Hebron	NP	Hebron
just	JJ	just
yesterday	NN	yesterday
and	CC	and
they	PP	they
explain	VVP	explain
to	TO	to
us	PP	us
that	IN/that	that
there	EX	there
'	''	'
s	JJ	s
several	JJ	several
phases	NNS	phase
in	IN	in
their	PP$	their
detention	NN	detention
they	PP	they
first	RB	first
are	VBP	be
taking	VVG	take
to	TO	to
uh	UH	uh
a	DT	a
nearby	JJ	nearby
to	TO	to
offer	VV	offer
prison	NN	prison
and	CC	and
from	IN	from
there	EX	there
they	PP	they
take	VVP	take
him	PP	him
to	TO	to
somewhere	RB	somewhere
called	VVN	call
the	DT	the
shaon	NN	shaon
prison	NN	prison
where	WRB	where
there	EX	there
is	VBZ	be
where	WRB	where
they	PP	they
spend	VVP	spend
several	JJ	several
days	NNS	day
during	IN	during
interrogations	NNS	interrogation
and	CC	and
all	PDT	all
the	DT	the
females	NNS	female
we	PP	we
spoke	VVD	speak
to	TO	to
said	VVD	say
that	IN/that	that
the	DT	the
conditions	NNS	condition
there	EX	there
were	VBD	be
very	RB	very
harsh	JJ	harsh
and	CC	and
it	PP	it
'	POS	'
s	NN	S
after	IN	after
that	WDT	that
they	PP	they
they	PP	they
are	VBP	be
moved	VVN	move
once	RB	once
again	RB	again
to	TO	to
Damon	NP	Damon
prison	NN	prison
which	WDT	which
is	VBZ	be
the	DT	the
female	JJ	female
prison	NN	prison
for	IN	for
Palestinians	NPS	Palestinians
inside	IN	inside
Israel	NP	Israel
now	RB	now
they	PP	they
said	VVD	say
that	IN/that	that
inside	IN	inside
those	DT	those
jails	NNS	jail
they	PP	they
are	VBP	be
completely	RB	completely
cut	VVN	cut
off	RP	off
from	IN	from
the	DT	the
world	NN	world
and	CC	and
that	IN/that	that
the	DT	the
conditions	NNS	condition
are	VBP	be
quite	RB	quite
harsh	JJ	harsh
uh	UH	uh
because	IN	because
they	PP	they
said	VVD	say
that	IN/that	that
they	PP	they
felt	VVD	feel
that	IN/that	that
the	DT	the
soldiers	NNS	soldier
there	RB	there
the	DT	the
prison	NN	prison
guards	VVZ	guard
there	EX	there
were	VBD	be
taking	VVG	take
their	PP$	their
revenge	NN	revenge
or	CC	or
their	PP$	their
anger	NN	anger
out	RP	out
of	IN	of
what	WP	what
happened	VVD	happen
on	IN	on
October	NP	October
7th	JJ	7th
on	IN	on
these	DT	these
detained	VVN	detain
people	NNS	people
people	NNS	people
inside	IN	inside
the	DT	the
jails	NNS	jail
H	NP	H
ABD	NP	ABD
Hamed	NP	Hamed
with	IN	with
that	DT	that
report	NN	report
for	IN	for
us	PP	us
from	IN	from
the	DT	the
ground	NN	ground
in	IN	in
Hebron	NP	Hebron
in	IN	in
the	DT	the
occupied	JJ	occupied
West	NP	West
Bank	NP	Bank
thank	VVP	thank
you	PP	you
h	NN	h
