<video_id>9lu3aX7PFZI</video_id>	JJ	<video_id>9lu3aX7PFZI</video_id>
by	IN	by
amas	VVG	amas
this	DT	this
is	VBZ	be
false	JJ	false
it	PP	it
was	VBD	be
the	DT	the
opposite	JJ	opposite
Kristen	NP	Kristen
salumi	NN	salumi
is	VBZ	be
at	IN	at
the	DT	the
United	NP	United
Nations	NPS	Nations
in	IN	in
New	NP	New
York	NP	York
can	MD	can
you	PP	you
tell	VV	tell
us	PP	us
where	WRB	where
this	DT	this
is	VBZ	be
coming	VVG	come
from	IN	from
and	CC	and
why	WRB	why
guer	NN	guer
feels	VVZ	feel
the	DT	the
need	NN	need
to	TO	to
set	VV	set
the	DT	the
record	NN	record
straight	RB	straight
in	IN	in
his	PP$	his
words	NNS	word
right	RB	right
well	RB	well
yesterday	NN	yesterday
during	IN	during
the	DT	the
security	NN	security
council	NN	council
meeting	NN	meeting
on	IN	on
the	DT	the
situation	NN	situation
in	IN	in
the	DT	the
Middle	NP	Middle
East	JJ	East
uh	UH	uh
gutes	NNS	gutes
in	IN	in
his	PP$	his
remarks	NNS	remark
did	VVD	do
as	IN	as
you	PP	you
just	RB	just
heard	VVD	hear
uh	UH	uh
talk	VV	talk
about	IN	about
the	DT	the
situation	NN	situation
in	IN	in
the	DT	the
Middle	NP	Middle
East	JJ	East
uh	UH	uh
he	PP	he
said	VVD	say
in	IN	in
those	DT	those
remarks	NNS	remark
that	IN/that	that
what	WP	what
is	VBZ	be
happening	VVG	happen
in	IN	in
Gaza	NP	Gaza
didn't	NP	didn't
happen	VV	happen
in	IN	in
a	DT	a
vacuum	NN	vacuum
or	CC	or
sorry	JJ	sorry
what	WP	what
Hamas	NP	Hamas
did	VVD	do
and	CC	and
what	WP	what
is	VBZ	be
happening	VVG	happen
in	IN	in
the	DT	the
Middle	NP	Middle
East	JJ	East
uh	UH	uh
didn't	NN	didn't
happen	VV	happen
in	IN	in
a	DT	a
vacuum	NN	vacuum
that	IN/that	that
the	DT	the
Palestinians	NPS	Palestinians
have	VHP	have
been	VBN	be
subjected	VVN	subject
to	TO	to
56	CD	@card@
years	NNS	year
of	IN	of
occupation	NN	occupation
that	WDT	that
prompted	VVD	prompt
a	DT	a
very	RB	very
very	RB	very
angry	JJ	angry
response	NN	response
from	IN	from
the	DT	the
Israeli	JJ	Israeli
delegation	NN	delegation
uh	UH	uh
foreign	JJ	foreign
minister	NN	minister
Eli	NP	Eli
Cohen	NP	Cohen
cancelled	VVD	cancel
his	PP$	his
visit	NN	visit
with	IN	with
the	DT	the
Secretary	NP	Secretary
General	NP	General
that	WDT	that
was	VBD	be
scheduled	VVN	schedule
for	IN	for
later	RBR	later
in	IN	in
the	DT	the
day	NN	day
the	DT	the
Israeli	NP	Israeli
Ambassador	NP	Ambassador
said	VVD	say
that	IN/that	that
the	DT	the
Secretary	NP	Secretary
General	NP	General
should	MD	should
resign	VV	resign
and	CC	and
that	IN/that	that
Israel	NP	Israel
was	VBD	be
going	VVG	go
to	TO	to
cancel	VV	cancel
uh	UH	uh
visas	NNS	visa
for	IN	for
diplomats	NNS	diplomat
including	VVG	include
Martin	NP	Martin
Griffith	NP	Griffith
uh	UH	uh
the	DT	the
chief	JJ	chief
humanitarian	NN	humanitarian
under	IN	under
Secretary	NP	Secretary
General	NP	General
here	RB	here
at	IN	at
the	DT	the
United	NP	United
Nations	NPS	Nations
who	WP	who
is	VBZ	be
um	JJ	um
in	IN	in
the	DT	the
region	NN	region
he's	NN	he's
been	VBN	be
in	IN	in
Egypt	NP	Egypt
and	CC	and
was	VBD	be
scheduled	VVN	schedule
to	TO	to
go	VV	go
to	TO	to
Israel	NP	Israel
uh	UH	uh
they're	NN	they're
saying	VVG	say
they're	NN	they're
not	RB	not
going	VVG	go
to	TO	to
give	VV	give
him	PP	him
a	DT	a
visa	NN	visa
to	TO	to
come	VV	come
to	TO	to
the	DT	the
country	NN	country
because	IN	because
of	IN	of
these	DT	these
remarks	VVZ	remark
uh	UH	uh
which	WDT	which
they	PP	they
said	VVD	say
seem	VV	seem
to	TO	to
uh	UH	uh
justify	VV	justify
uh	UH	uh
hamas's	NN	hamas's
Terror	NN	terror
attacks	VVZ	attack
uh	UH	uh
which	WDT	which
as	IN	as
you	PP	you
just	RB	just
heard	VVD	hear
the	DT	the
Secretary	NP	Secretary
General	NP	General
vehemently	RB	vehemently
denied	VVD	deny
and	CC	and
I	PP	I
can	MD	can
tell	VV	tell
you	PP	you
I	PP	I
was	VBD	be
in	IN	in
uh	UH	uh
the	DT	the
here	RB	here
listening	VVG	listen
to	TO	to
his	PP$	his
remarks	NNS	remark
he	PP	he
did	VVD	do
very	RB	very
much	RB	much
condemn	VV	condemn
The	DT	the
Taking	VVG	take
of	IN	of
uh	UH	uh
civilians	NNS	civilian
the	DT	the
attacks	NNS	attack
on	IN	on
civilians	NNS	civilian
and	CC	and
so	RB	so
forth	RB	forth
um	JJ	um
but	CC	but
it	PP	it
was	VBD	be
those	DT	those
uh	UH	uh
remarks	NNS	remark
that	WDT	that
prompted	VVD	prompt
this	DT	this
angry	JJ	angry
reaction	NN	reaction
from	IN	from
the	DT	the
Israeli	JJ	Israeli
delegations	NNS	delegation
I	PP	I
should	MD	should
also	RB	also
point	VV	point
out	RP	out
that	IN/that	that
the	DT	the
UN	NP	UN
hasn't	NP	hasn't
confirmed	VVD	confirm
uh	UH	uh
whether	IN	whether
or	CC	or
not	RB	not
Martin	NP	Martin
Griffith	NP	Griffith
is	VBZ	be
still	RB	still
planning	VVG	plan
to	TO	to
travel	VV	travel
if	IN	if
the	DT	the
Visa	NP	Visa
has	VHZ	have
in	IN	in
fact	NN	fact
been	VBN	be
canceled	VVN	cancel
or	CC	or
where	WRB	where
where	WRB	where
things	NNS	thing
stand	VVP	stand
but	CC	but
that	WDT	that
was	VBD	be
the	DT	the
threat	NN	threat
that	WDT	that
was	VBD	be
made	VVN	make
by	IN	by
the	DT	the
uh	UH	uh
Israeli	JJ	Israeli
team	NN	team
Kristen	NP	Kristen
this	DT	this
is	VBZ	be
a	DT	a
remarkable	JJ	remarkable
uh	UH	uh
what's	NNS	what's
been	VBN	be
happening	VVG	happen
between	IN	between
the	DT	the
UN	NP	UN
Secretary	NP	Secretary
General	NP	General
and	CC	and
Israel	NP	Israel
over	IN	over
the	DT	the
last	JJ	last
24	CD	@card@
hours	NNS	hour
we're	RB	we're
thank	VVP	thank
you	PP	you
very	RB	very
much	RB	much
for	IN	for
that	DT	that
reporting	VVG	report
we're	NN	we're
going	VVG	go
to	TO	to
go	VV	go
to	TO	to
Alan	NP	Alan
Fischer	NP	Fischer
who	WP	who
is	VBZ	be
joining	VVG	join
us	PP	us
now	RB	now
from	IN	from
occupied	JJ	occupied
East	NP	East
Jerusalem	NP	Jerusalem
for	IN	for
the	DT	the
Israeli	JJ	Israeli
side	NN	side
of	IN	of
this	DT	this
Alan	NP	Alan
uh	UH	uh
I	PP	I
suppose	VVP	suppose
the	DT	the
question	NN	question
is	VBZ	be
number	NN	number
one	PP	one
explain	VVP	explain
Israel's	NP	Israel's
reaction	NN	reaction
to	TO	to
What	WP	what
Guera	NP	Guera
said	VVD	say
and	CC	and
what	WP	what
they're	NN	they're
doing	VVG	do
me	PP	me
all	DT	all
right	NN	right
it	PP	it
looks	VVZ	look
like	VV	like
uh	UH	uh
we're	NP	we're
GNA	NP	GNA
work	NN	work
on	IN	on
the	DT	the
audio	NN	audio
on	IN	on
that	WDT	that
and	CC	and
bring	VV	bring
Alan	NP	Alan
Fischer	NP	Fischer
in	IN	in
with	IN	with
us	PP	us
just	RB	just
momentarily	RB	momentarily
we	PP	we
definitely	RB	definitely
need	VVP	need
the	DT	the
other	JJ	other
side	NN	side
of	IN	of
the	DT	the
version	NN	version
of	IN	of
the	DT	the
other	JJ	other
version	NN	version
the	DT	the
other	JJ	other
side	NN	side
of	IN	of
the	DT	the
story	NN	story
the	DT	the
Israeli	JJ	Israeli
side	NN	side
um	NNS	um
I	PP	I
want	VVP	want
to	TO	to
bring	VV	bring
in	IN	in
Sultan	NP	Sultan
Barakat	NP	Barakat
you're	NN	you're
a	DT	a
professor	NN	professor
of	IN	of
public	JJ	public
policy	NN	policy
at	IN	at
hammad	NN	hammad
bin	NN	bin
Khalifa	NP	Khalifa
University	NP	University
the	DT	the
speech	NN	speech
we	PP	we
heard	VVD	hear
from	IN	from
the	DT	the
UN	NP	UN
Secretary	NP	Secretary
General	NP	General
and	CC	and
anonio	NP	anonio
gajer	NN	gajer
about	IN	about
an	DT	an
hour	NN	hour
yeah	RB	yeah
about	IN	about
an	DT	an
hour	NN	hour
ago	RB	ago
now	RB	now
it	PP	it
was	VBD	be
a	DT	a
two-minute	JJ	two-minute
speech	NN	speech
and	CC	and
he	PP	he
felt	VVD	feel
the	DT	the
need	NN	need
to	TO	to
set	VV	set
the	DT	the
record	NN	record
straight	RB	straight
he	PP	he
said	VVD	say
no	DT	no
I'm	NP	I'm
I'm	NP	I'm
I'm	NP	I'm
not	RB	not
justifying	VVG	justify
terrorism	NN	terrorism
that	WDT	that
is	VBZ	be
absolutely	RB	absolutely
not	RB	not
what	WP	what
I'm	NN	I'm
doing	VVG	do
have	VH	have
you	PP	you
ever	RB	ever
seen	VVN	see
a	DT	a
un	JJ	un
Secretary	NP	Secretary
General	NP	General
do	VVP	do
anything	NN	anything
like	IN	like
that	WDT	that
or	CC	or
have	VHP	have
to	TO	to
do	VV	do
anything	NN	anything
like	IN	like
that	DT	that
well	RB	well
un	JJ	un
secretary	NN	secretary
generals	NNS	general
are	VBP	be
very	RB	very
experienced	VVN	experience
diplomats	NNS	diplomat
and	CC	and
they're	NN	they're
always	RB	always
they	PP	they
have	VHP	have
to	TO	to
weigh	VV	weigh
their	PP$	their
words	NNS	word
very	RB	very
very	RB	very
carefully	RB	carefully
and	CC	and
I	PP	I
think	VVP	think
gues	NNS	gues
in	IN	in
particular	JJ	particular
is	VBZ	be
is	VBZ	be
very	RB	very
very	JJ	very
uh	UH	uh
knowledgeable	JJ	knowledgeable
and	CC	and
you	PP	you
know	VVP	know
he's	NNS	he's
as	IN	as
old	JJ	old
as	IN	as
the	DT	the
state	NN	state
of	IN	of
Israel	NP	Israel
and	CC	and
this	DT	this
man	NN	man
before	IN	before
taking	VVG	take
o	NN	o
over	IN	over
as	IN	as
a	DT	a
Secretary	NP	Secretary
General	NP	General
in	IN	in
2016	CD	@card@
he	PP	he
served	VVD	serve
almost	RB	almost
for	IN	for
10	CD	@card@
years	NNS	year
as	IN	as
the	DT	the
head	NN	head
of	IN	of
the	DT	the
United	NP	United
Nation	NP	Nation
Refugee	NN	refugee
agency	NN	agency
so	IN	so
he	PP	he
understands	VVZ	understand
the	DT	the
meaning	NN	meaning
of	IN	of
his	PP$	his
Wars	NNS	war
The	DT	the
Suffering	NN	suffering
that	IN/that	that
people	NNS	people
go	VVP	go
through	RB	through
and	CC	and
so	RB	so
on	IN	on
and	CC	and
before	IN	before
that	DT	that
as	IN	as
you	PP	you
know	VVP	know
he	PP	he
was	VBD	be
the	DT	the
prime	JJ	prime
minister	NN	minister
of	IN	of
Portugal	NP	Portugal
for	IN	for
a	DT	a
number	NN	number
of	IN	of
years	NNS	year
so	IN	so
he's	NNS	he's
not	RB	not
a	DT	a
lightweight	JJ	lightweight
politician	NN	politician
who	WP	who
doesn't	VVD	doesn't
know	VV	know
what	WP	what
he's	NNS	he's
saying	VVG	say
he's	NNS	he's
saying	VVG	say
it	PP	it
because	IN	because
not	RB	not
only	RB	only
him	PP	him
he	PP	he
believes	VVZ	believe
it	PP	it
but	CC	but
he	PP	he
speaks	VVZ	speak
on	IN	on
behalf	NN	behalf
of	IN	of
an	DT	an
organization	NN	organization
the	DT	the
United	NP	United
Nations	NPS	Nations
has	VHZ	have
more	JJR	more
repur	NN	repur
working	VVG	work
on	IN	on
Palestine	NP	Palestine
than	IN	than
anywhere	RB	anywhere
else	RB	else
in	IN	in
the	DT	the
world	NN	world
he	PP	he
must	MD	must
have	VH	have
a	DT	a
piece	NN	piece
of	IN	of
paper	NN	paper
on	IN	on
his	PP$	his
desk	NN	desk
related	VVN	relate
to	TO	to
Palestine	NP	Palestine
I	PP	I
would	MD	would
suspect	VV	suspect
every	DT	every
single	JJ	single
day	NN	day
so	IN	so
he	PP	he
knows	VVZ	know
what	WP	what
is	VBZ	be
going	VVG	go
on	RP	on
so	RB	so
when	WRB	when
he	PP	he
says	VVZ	say
we	PP	we
have	VH	have
to	TO	to
place	VV	place
this	DT	this
into	IN	into
context	NN	context
and	CC	and
not	RB	not
rush	VV	rush
into	IN	into
pretending	VVG	pretend
as	RB	as
if	IN	if
things	NNS	thing
have	VHP	have
happened	VVN	happen
on	IN	on
the	DT	the
sth	NN	sth
again	RB	again
that's	JJ	that's
where	WRB	where
this	DT	this
all	RB	all
started	VVN	start
is	VBZ	be
because	IN	because
yesterday	NN	yesterday
his	PP$	his
speech	NN	speech
at	IN	at
the	DT	the
UN	NP	UN
um	NN	um
at	IN	at
the	DT	the
United	NP	United
Nations	NP	Nations
he	PP	he
said	VVD	say
the	DT	the
Hamas	JJ	Hamas
attacks	NNS	attack
did	VVD	do
not	RB	not
happen	VV	happen
in	IN	in
a	DT	a
vacuum	NN	vacuum
that's	NNS	that's
the	DT	the
quote	NN	quote
that	WDT	that
really	RB	really
sparked	VVD	spark
Israel's	NP	Israel's
anger	NN	anger
well	RB	well
what	WP	what
it	PP	it
did	VVD	do
to	TO	to
me	PP	me
I	PP	I
think	VVP	think
it	PP	it
highlighted	VVD	highlight
The	DT	the
Bullying	VVG	bully
nature	NN	nature
of	IN	of
the	DT	the
state	NN	state
of	IN	of
Israel	NP	Israel
you	PP	you
know	VVP	know
this	DT	this
uh	UH	uh
the	DT	the
the	DT	the
state	NN	state
Secretary	NP	Secretary
or	CC	or
the	DT	the
foreign	JJ	foreign
secretary	NN	secretary
for	IN	for
for	IN	for
Israel	NP	Israel
reacted	VVD	react
almost	RB	almost
immediately	RB	immediately
in	IN	in
that	DT	that
meeting	NN	meeting
and	CC	and
called	VVN	call
for	IN	for
his	PP$	his
resignation	NN	resignation
only	RB	only
Israel	NP	Israel
can	MD	can
afford	VV	afford
to	TO	to
do	VV	do
this	DT	this
no	RB	no
other	JJ	other
state	NN	state
before	RB	before
has	VHZ	have
been	VBN	be
able	JJ	able
to	TO	to
call	VV	call
for	IN	for
the	DT	the
resignation	NN	resignation
of	IN	of
the	DT	the
Secretary	NP	Secretary
General	NP	General
in	IN	in
this	DT	this
immediate	JJ	immediate
uh	UH	uh
way	NN	way
uh	UH	uh
it	PP	it
the	DT	the
now	RB	now
the	DT	the
call	NN	call
for	IN	for
withdrawing	VVG	withdraw
visas	NNS	visa
Etc	NN	etc
this	DT	this
is	VBZ	be
going	VVG	go
back	RB	back
to	TO	to
the	DT	the
days	NNS	day
of	IN	of
Al	NP	Al
Bashir	NP	Bashir
in	IN	in
Sudan	NP	Sudan
you	PP	you
know	VVP	know
this	DT	this
is	VBZ	be
very	RB	very
very	RB	very
authoritarian	JJ	authoritarian
regimes	NNS	regime
actions	NNS	action
towards	IN	towards
the	DT	the
united	VVN	unite
nation	NN	nation
of	IN	of
course	NN	course
Israel	NP	Israel
what's	NN	what's
what's	NNS	what's
the	DT	the
play	NN	play
for	IN	for
Israel	NP	Israel
here	RB	here
because	IN	because
if	IN	if
you	PP	you
start	VVP	start
talking	VVG	talk
about	RB	about
not	RB	not
granting	VVG	grant
visas	NNS	visa
to	TO	to
un	VV	un
High	JJ	high
diplomats	NNS	diplomat
if	IN	if
you	PP	you
start	VVP	start
saying	VVG	say
that	IN/that	that
the	DT	the
UN	NP	UN
Secretary	NP	Secretary
General	NP	General
you're	NN	you're
accusing	VVG	accuse
them	PP	them
of	IN	of
justifying	VVG	justify
terrorism	NN	terrorism
Etc	FW	etc
um	NN	um
are	VBP	be
they	PP	they
trying	VVG	try
to	TO	to
discredit	VV	discredit
the	DT	the
UN	NP	UN
because	IN	because
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
in	IN	in
parallel	NN	parallel
to	TO	to
this	DT	this
we're	NN	we're
seeing	VVG	see
the	DT	the
UN	NP	UN
trying	VVG	try
to	TO	to
come	VV	come
up	RP	up
with	IN	with
common	JJ	common
language	NN	language
that	WDT	that
would	MD	would
perhaps	RB	perhaps
uh	UH	uh
call	VV	call
for	IN	for
a	DT	a
a	DT	a
pause	NN	pause
in	IN	in
Israel's	NP	Israel's
bombardment	NN	bombardment
of	IN	of
Gaza	NP	Gaza
and	CC	and
presumably	RB	presumably
Israel	NP	Israel
wants	VVZ	want
none	NN	none
of	IN	of
take	VV	take
it	PP	it
of	IN	of
course	NN	course
discrediting	VVG	discredit
the	DT	the
UN	NP	UN
is	VBZ	be
at	IN	at
the	DT	the
center	NN	center
of	IN	of
this	DT	this
strategy	NN	strategy
I	PP	I
think	VVP	think
at	IN	at
this	DT	this
moment	NN	moment
because	IN	because
uh	UH	uh
the	DT	the
only	JJ	only
thing	NN	thing
that	WDT	that
protects	VVZ	protect
the	DT	the
Palestinians	NPS	Palestinians
right	JJ	right
today	NN	today
is	VBZ	be
the	DT	the
legal	JJ	legal
side	NN	side
on	IN	on
the	DT	the
ground	NN	ground
they're	NN	they're
occupied	VVD	occupy
the	DT	the
Israelis	NPS	Israelis
are	VBP	be
expanding	VVG	expand
the	DT	the
settlements	NNS	settlement
are	VBP	be
expanding	VVG	expand
they're	NN	they're
winning	VVG	win
they're	NN	they're
taking	VVG	take
everything	NN	everything
the	DT	the
only	JJ	only
thing	NN	thing
that's	NNS	that's
standing	VVG	stand
between	IN	between
them	PP	them
and	CC	and
creating	VVG	create
a	DT	a
Jewish	JJ	Jewish
only	JJ	only
state	NN	state
in	IN	in
Palestine	NP	Palestine
is	VBZ	be
the	DT	the
the	DT	the
legality	NN	legality
of	IN	of
the	DT	the
legal	JJ	legal
resolutions	NNS	resolution
that	WDT	that
have	VHP	have
been	VBN	be
passed	VVN	pass
by	IN	by
the	DT	the
UN	NP	UN
and	CC	and
Israel	NP	Israel
is	VBZ	be
not	RB	not
new	JJ	new
to	TO	to
this	DT	this
they've	NN	they've
been	VBN	be
trying	VVG	try
to	TO	to
disc	NN	disc
to	TO	to
to	TO	to
disc	VV	disc
discredit	VV	discredit
the	DT	the
UN	NP	UN
for	IN	for
a	DT	a
long	JJ	long
long	JJ	long
time	NN	time
and	CC	and
they	PP	they
will	MD	will
continue	VV	continue
uh	UH	uh
one	CD	one
important	JJ	important
point	NN	point
to	TO	to
not	RB	not
is	VBZ	be
the	DT	the
UN	NP	UN
does	VVZ	do
not	RB	not
designate	VV	designate
Hamas	NNS	Hamas
as	IN	as
a	DT	a
terrorist	JJ	terrorist
organization	NN	organization
the	DT	the
US	NP	US
does	VVZ	do
the	DT	the
EU	NP	EU
does	VVZ	do
even	RB	even
maybe	RB	maybe
Saudi	NP	Saudi
Arabia	NP	Arabia
does	VVZ	do
but	CC	but
not	RB	not
the	DT	the
United	NP	United
Nations	NPS	Nations
so	RB	so
as	RB	as
far	RB	far
as	IN	as
he's	JJ	he's
concerned	JJ	concerned
he's	NNS	he's
not	RB	not
talking	VVG	talk
about	IN	about
uh	UH	uh
a	DT	a
terrorist	JJ	terrorist
organization	NN	organization
that	WDT	that
has	VHZ	have
undertaken	VVN	undertake
terror	NN	terror
act	NN	act
of	IN	of
Terror	NN	terror
inside	IN	inside
Israel	NP	Israel
nevertheless	RB	nevertheless
he	PP	he
did	VVD	do
refer	VV	refer
to	TO	to
the	DT	the
terrorizing	VVG	terrorize
effect	NN	effect
of	IN	of
the	DT	the
attack	NN	attack
Hamas	RB	Hamas
undertook	VVD	undertake
uh	UH	uh
into	IN	into
Israel	NP	Israel
so	IN	so
it's	NN	it's
it's	NNS	it's
quite	RB	quite
complex	JJ	complex
and	CC	and
I	PP	I
think	VVP	think
this	DT	this
is	VBZ	be
the	DT	the
last	JJ	last
or	CC	or
the	DT	the
most	RBS	most
important	JJ	important
issue	NN	issue
that	IN/that	that
Israel	NP	Israel
wants	VVZ	want
to	TO	to
attack	VV	attack
now	RB	now
is	VBZ	be
the	DT	the
legality	NN	legality
of	IN	of
the	DT	the
situation	NN	situation
they	PP	they
hope	VVP	hope
that	IN/that	that
as	IN	as
a	DT	a
result	NN	result
of	IN	of
this	DT	this
war	NN	war
there	EX	there
will	MD	will
be	VB	be
new	JJ	new
nations	NNS	nation
Gathering	VVG	gather
talks	NNS	talk
about	RB	about
about	IN	about
a	DT	a
new	JJ	new
reality	NN	reality
and	CC	and
uh	UH	uh
a	DT	a
move	NN	move
away	RB	away
from	IN	from
the	DT	the
status	NN	status
quo	NN	quo
that	WDT	that
exists	VVZ	exist
at	IN	at
the	DT	the
moment	NN	moment
using	VVG	use
again	RB	again
the	DT	the
UN	NP	UN
corridors	NNS	corridor
but	CC	but
uh	UH	uh
based	VVN	base
on	IN	on
their	PP$	their
choice	NN	choice
and	CC	and
their	PP$	their
own	JJ	own
Arrangement	NN	arrangement
Sultan	NP	Sultan
Barakat	NP	Barakat
thank	VVP	thank
you	PP	you
very	RB	very
much	RB	much
for	IN	for
that	IN/that	that
I	PP	I
want	VVP	want
to	TO	to
go	VV	go
back	RB	back
now	RB	now
to	TO	to
uh	UH	uh
Alan	NP	Alan
Fischer	NP	Fischer
uh	UH	uh
Allan	NP	Allan
is	VBZ	be
in	IN	in
occupied	JJ	occupied
East	NP	East
Jerusalem	NP	Jerusalem
so	IN	so
following	VVG	follow
the	DT	the
row	NN	row
with	IN	with
the	DT	the
UN	NP	UN
there's	NP	there's
a	DT	a
diplomatic	JJ	diplomatic
row	NN	row
between	IN	between
turke	NP	Turke
and	CC	and
Israel	NP	Israel
Allan	NP	Allan
tell	VV	tell
us	PP	us
more	JJR	more
about	IN	about
that	DT	that
one	CD	one
well	RB	well
the	DT	the
relations	NNS	relation
between	IN	between
turkey	NN	turkey
and	CC	and
and	NP	and
Israel	NP	Israel
were	VBD	be
getting	VVG	get
better	JJR	good
but	CC	but
they've	NN	they've
been	VBN	be
FR	NP	FR
since	IN	since
around	RB	around
2010	CD	@card@
when	WRB	when
a	DT	a
flotilla	NN	flotilla
of	IN	of
ships	NNS	ship
tried	VVN	try
to	TO	to
break	VV	break
uh	UH	uh
the	DT	the
blockade	NN	blockade
around	IN	around
Gaza	NP	Gaza
and	CC	and
a	DT	a
number	NN	number
of	IN	of
turkey	NN	turkey
citizens	NNS	citizen
were	VBD	be
killed	VVN	kill
as	IN	as
I	PP	I
say	VVP	say
things	NNS	thing
were	VBD	be
getting	VVG	get
better	JJR	good
but	CC	but
then	RB	then
just	RB	just
in	IN	in
the	DT	the
last	JJ	last
few	JJ	few
hours	NNS	hour
right	JJ	right
erdogan	NN	erdogan
from	IN	from
Tura	NP	Tura
the	DT	the
Turkish	JJ	Turkish
president	NN	president
said	VVD	say
that	IN/that	that
Hamas	NP	Hamas
was	VBD	be
not	RB	not
a	DT	a
terrorist	JJ	terrorist
organization	NN	organization
that	IN/that	that
it's	NNS	it's
fighting	VVG	fight
for	IN	for
its	PP$	its
land	NN	land
and	CC	and
there	EX	there
had	VHD	have
been	VBN	be
plans	NNS	plan
for	IN	for
him	PP	him
to	TO	to
visit	VV	visit
Israel	NP	Israel
he	PP	he
said	VVD	say
now	RB	now
there	EX	there
will	MD	will
be	VB	be
no	DT	no
visit	NN	visit
H	NP	H
and	CC	and
Israel	NP	Israel
took	VVD	take
advantage	NN	advantage
of	IN	of
turkey's	JJ	turkey's
good	JJ	good
intentions	NNS	intention
well	RB	well
there's	RB	there's
been	VBN	be
a	DT	a
response	NN	response
from	IN	from
the	DT	the
Israeli	JJ	Israeli
foreign	NN	foreign
minister	VV	minister
uh	UH	uh
Ministry	NP	Ministry
from	IN	from
that	IN/that	that
in	IN	in
in	IN	in
the	DT	the
last	JJ	last
couple	NN	couple
of	IN	of
hours	NNS	hour
they	PP	they
have	VHP	have
said	VVN	say
that	IN/that	that
they	PP	they
reject	VV	reject
uh	UH	uh
what	WP	what
T	NN	T
erdogan	NN	erdogan
has	VHZ	have
said	VVN	say
described	VVN	describe
Hamas	NNS	Hamas
as	IN	as
a	DT	a
Despicable	JJ	despicable
terrorist	JJ	terrorist
organization	NN	organization
and	CC	and
he	PP	he
said	VVD	say
Turkish	NN	Turkish
should	MD	should
attempts	NNS	attempt
to	TO	to
pretend	VV	pretend
uh	UH	uh
do	VVP	do
not	RB	not
change	VV	change
the	DT	the
horrors	NN	horrors
that	IN/that	that
the	DT	the
world	NN	world
has	VHZ	have
seen	VVN	see
uh	UH	uh
just	RB	just
as	IN	as
those	DT	those
relations	NNS	relation
were	VBD	be
getting	VVG	get
better	RBR	well
it	PP	it
seems	VVZ	seem
that	IN/that	that
they	PP	they
are	VBP	be
now	RB	now
hold	VV	hold
below	IN	below
the	DT	the
waterline	NN	waterline
and	CC	and
things	NNS	thing
between	IN	between
ankor	NN	ankor
and	CC	and
the	DT	the
government	NN	government
in	IN	in
Israel	NP	Israel
are	VBP	be
perhaps	RB	perhaps
the	DT	the
lowest	JJS	low
point	NN	point
they've	NN	they've
been	VBN	be
since	IN	since
that	DT	that
event	NN	event
way	NN	way
back	RB	back
in	IN	in
2010	CD	@card@
Ellen	NP	Ellen
Fischer	NP	Fischer
reporting	VVG	report
there	RB	there
from	IN	from
occupied	JJ	occupied
East	NP	East
