<video_id>9b8ddCxv2tg</video_id>	NP	<video_id>9b8ddCxv2tg</video_id>
genocide	NN	genocide
genocide	NN	genocide
is	VBZ	be
an	DT	an
attack	NN	attack
is	VBZ	be
a	DT	a
crime	NN	crime
to	TO	to
destroy	VV	destroy
an	DT	an
EIC	JJ	EIC
religious	JJ	religious
or	CC	or
russal	JJ	russal
group	NN	group
and	CC	and
I	PP	I
believe	VVP	believe
that's	NNS	that's
important	JJ	important
because	IN	because
the	DT	the
genocide	NN	genocide
is	VBZ	be
a	DT	a
convention	NN	convention
and	CC	and
is	VBZ	be
the	DT	the
convention	NN	convention
requiring	VVG	require
the	DT	the
states	NNS	state
part	NN	part
is	VBZ	be
to	TO	to
prevent	VV	prevent
genocide	NN	genocide
that's	NNS	that's
why	WRB	why
genocide	NN	genocide
is	VBZ	be
so	RB	so
important	JJ	important
because	IN	because
it's	NNS	it's
the	DT	the
only	JJ	only
crime	NN	crime
of	IN	of
these	DT	these
crimes	NNS	crime
that	IN/that	that
they	PP	they
have	VHP	have
this	DT	this
obligation	NN	obligation
not	RB	not
just	RB	just
for	IN	for
not	RB	not
to	TO	to
commit	VV	commit
the	DT	the
crimes	NNS	crime
there	EX	there
are	VBP	be
153	CD	@card@
States	NP	States
parties	NNS	party
of	IN	of
the	DT	the
genocide	NN	genocide
convention	NN	convention
including	VVG	include
us	PP	us
and	CC	and
Russia	NP	Russia
and	CC	and
all	DT	all
almost	RB	almost
all	RB	all
of	IN	of
the	DT	the
countries	NNS	country
uh	UH	uh
who	WP	who
are	VBP	be
committed	VVN	commit
to	TO	to
prevent	VV	prevent
and	CC	and
panish	VV	panish
genocide	NN	genocide
that's	NNS	that's
why	WRB	why
genocide	NN	genocide
is	VBZ	be
so	RB	so
important	JJ	important
uh	UH	uh
how	WRB	how
about	RB	about
ethnic	JJ	ethnic
cleansing	VVG	cleanse
uh	UH	uh
some	RB	some
some	DT	some
people	NNS	people
have	VHP	have
argued	VVN	argue
that	IN/that	that
what's	NNS	what's
happening	VVG	happen
in	IN	in
Gaz	NP	Gaz
is	VBZ	be
ethnic	JJ	ethnic
cleansing	VVG	cleanse
how	WRB	how
do	VVP	do
you	PP	you
define	VV	define
that	DT	that
ethnic	JJ	ethnic
cleansing	NN	cleansing
ethnic	JJ	ethnic
cleansing	NN	cleansing
like	IN	like
a	DT	a
poem	NN	poem
it's	NNS	it's
a	DT	a
poem	NN	poem
ethnic	JJ	ethnic
cleansing	NN	cleansing
is	VBZ	be
a	DT	a
nice	JJ	nice
expression	NN	expression
but	CC	but
it's	NNS	it's
not	RB	not
a	DT	a
crime	NN	crime
itself	PP	itself
any	DT	any
cleansing	NN	cleansing
is	VBZ	be
a	DT	a
warning	NN	warning
used	VVN	use
to	TO	to
avoid	VV	avoid
to	TO	to
define	VV	define
something	NN	something
as	IN	as
genocide	NN	genocide
why	WRB	why
because	IN	because
if	IN	if
you	PP	you
if	IN	if
you	PP	you
a	DT	a
state	NN	state
if	IN	if
you	PP	you
are	VBP	be
us	PP	us
and	CC	and
you	PP	you
say	VVP	say
it's	NNS	it's
a	DT	a
genocide	NN	genocide
you	PP	you
have	VHP	have
the	DT	the
duty	NN	duty
to	TO	to
prevent	VV	prevent
if	IN	if
you	PP	you
say	VVP	say
is	VBZ	be
that	IN/that	that
any	DT	any
cleansing	VVG	cleanse
nothing	NN	nothing
happen	VV	happen
okay	JJ	okay
so	IN	so
let's	NN	let's
let's	NNS	let's
talk	VVP	talk
about	IN	about
this	DT	this
idea	NN	idea
of	IN	of
genocide	NN	genocide
um	NNS	um
according	VVG	accord
to	TO	to
Palestinian	NP	Palestinian
Health	NP	Health
officials	NNS	official
as	RB	as
of	IN	of
this	DT	this
recording	VVG	record
uh	UH	uh
Israel	NP	Israel
has	VHZ	have
killed	VVN	kill
over	IN	over
15,000	CD	@card@
Palestinians	NNS	Palestinian
around	IN	around
40%	CD	@card@
of	IN	of
that	DT	that
number	NN	number
are	VBP	be
children	NNS	child
uh	UH	uh
they've	NN	they've
bombed	VVN	bomb
hospitals	NNS	hospital
schools	VVZ	school
uh	UH	uh
refugee	NN	refugee
camps	VVZ	camp
uh	UH	uh
Israeli	NP	Israeli
Army	NP	Army
spokesperson	NN	spokesperson
Daniel	NP	Daniel
hagari	NP	hagari
in	IN	in
fact	NN	fact
openly	RB	openly
admitted	VVD	admit
that	IN/that	that
the	DT	the
quote	NN	quote
emphasis	NN	emphasis
is	VBZ	be
on	IN	on
damage	NN	damage
and	CC	and
not	RB	not
on	IN	on
accuracy	NN	accuracy
and	CC	and
of	IN	of
course	NN	course
this	DT	this
is	VBZ	be
all	RB	all
in	IN	in
addition	NN	addition
to	TO	to
Israel	NP	Israel
preventing	VVG	prevent
ending	VVG	end
nearly	RB	nearly
all	DT	all
food	NN	food
from	IN	from
coming	VVG	come
in	IN	in
all	DT	all
fuel	NN	fuel
from	IN	from
coming	VVG	come
in	IN	in
uh	UH	uh
people	NNS	people
argue	VVP	argue
that	IN/that	that
this	DT	this
is	VBZ	be
a	DT	a
form	NN	form
of	IN	of
collective	JJ	collective
punishment	NN	punishment
uh	UH	uh
my	PP$	my
question	NN	question
is	VBZ	be
is	VBZ	be
there	RB	there
an	DT	an
actual	JJ	actual
genocide	NN	genocide
taking	VVG	take
place	NN	place
well	RB	well
let	VV	let
me	PP	me
summarize	VV	summarize
the	DT	the
standard	NN	standard
should	MD	should
be	VB	be
reasonable	JJ	reasonable
based	VVN	base
to	TO	to
believe	VV	believe
it's	NNS	it's
very	RB	very
low	JJ	low
we	PP	we
are	VBP	be
not	RB	not
in	IN	in
a	DT	a
court	NN	court
of	IN	of
justice	NN	justice
it's	NNS	it's
we	PP	we
understanding	VVG	understand
if	IN	if
I	PP	I
am	VBP	be
persecutor	NN	persecutor
I	PP	I
start	VVP	start
investigation	NN	investigation
when	WRB	when
there	EX	there
are	VBP	be
reasonal	NN	reasonal
basic	JJ	basic
to	TO	to
believe	VV	believe
in	IN	in
the	DT	the
Hamas	NP	Hamas
Israel	NP	Israel
conflict	NN	conflict
you	PP	you
have	VHP	have
Hamas	JJ	Hamas
committing	VVG	commit
war	NN	war
crimes	NNS	crime
including	VVG	include
today	NN	today
the	DT	the
hostages	NNS	hostage
is	VBZ	be
a	DT	a
war	NN	war
crime	NN	crime
crimes	NNS	crime
against	IN	against
humanity	NN	humanity
and	CC	and
the	DT	the
the	DT	the
crimes	NNS	crime
committed	VVN	commit
on	IN	on
October	NP	October
7	CD	@card@
in	IN	in
Israel	NP	Israel
and	CC	and
probably	RB	probably
genocide	NN	genocide
because	IN	because
hmer	NN	hmer
has	VHZ	have
intention	NN	intention
to	TO	to
destroy	VV	destroy
Israelis	NNS	Israeli
as	IN	as
a	DT	a
group	NN	group
then	RB	then
Israel	NP	Israel
reaction	NN	reaction
is	VBZ	be
also	RB	also
included	VVN	include
many	JJ	many
crimes	NNS	crime
it's	NNS	it's
complicate	VV	complicate
to	TO	to
identify	VV	identify
the	DT	the
world	NN	world
crimes	NNS	crime
because	IN	because
each	DT	each
bombing	NN	bombing
need	VVP	need
to	TO	to
be	VB	be
evaluated	VVN	evaluate
but	CC	but
there	EX	there
is	VBZ	be
something	NN	something
very	RB	very
clear	JJ	clear
the	DT	the
siege	NN	siege
of	IN	of
Gaza	NP	Gaza
itself	PP	itself
that	WDT	that
is	VBZ	be
extermination	NN	extermination
or	CC	or
persecution	NN	persecution
as	IN	as
a	DT	a
crime	NN	crime
against	IN	against
humanity	NN	humanity
and	CC	and
is	VBZ	be
a	DT	a
form	NN	form
of	IN	of
genocide	NN	genocide
article	NN	article
6	CD	@card@
C	NP	C
or	CC	or
2	CD	@card@
C	NN	C
in	IN	in
the	DT	the
genocide	NN	genocide
convention	NN	convention
defin	NN	defin
that	IN/that	that
you	PP	you
don't	VVD	don't
need	VV	need
to	TO	to
kill	VV	kill
people	NNS	people
to	TO	to
commit	VV	commit
genocide	NN	genocide
the	DT	the
the	DT	the
the	DT	the
rule	NN	rule
say	VVP	say
inflicting	VVG	inflict
conditions	NNS	condition
to	TO	to
destroy	VV	destroy
the	DT	the
group	NN	group
that	IN/that	that
itself	PP	itself
is	VBZ	be
a	DT	a
genocide	NN	genocide
so	IN	so
creating	VVG	create
The	DT	the
Siege	VVP	siege
itself	PP	itself
self	NN	self
is	VBZ	be
a	DT	a
genocide	NN	genocide
and	CC	and
that	DT	that
is	VBZ	be
very	RB	very
clear	JJ	clear
the	DT	the
Israel	NP	Israel
won	VVD	win
The	DT	the
Siege	NN	siege
is	VBZ	be
very	RB	very
clear	JJ	clear
and	CC	and
the	DT	the
intentions	NNS	intention
to	TO	to
destroy	VV	destroy
the	DT	the
people	NNS	people
many	JJ	many
officers	NNS	officer
from	IN	from
the	DT	the
Israel	NP	Israel
government	NN	government
are	VBP	be
expressing	VVG	express
genocidal	JJ	genocidal
intentions	NNS	intention
that	IN/that	that
why	WRB	why
it's	NNS	it's
leasy	VVP	leasy
to	TO	to
say	VV	say
and	CC	and
the	DT	the
reasonable	JJ	reasonable
Bas	NP	Bas
to	TO	to
believe	VV	believe
Israel	NP	Israel
is	VBZ	be
committing	VVG	commit
a	DT	a
genocide	NN	genocide
in	IN	in
Gaza	NP	Gaza
just	RB	just
on	IN	on
the	DT	the
siege	NN	siege
then	RB	then
each	DT	each
bombing	NN	bombing
each	DT	each
of	IN	of
the	DT	the
killings	NNS	killing
should	MD	should
be	VB	be
properly	RB	properly
investigated	VVN	investigate
but	CC	but
come	VVN	come
on	IN	on
we	PP	we
have	VHP	have
already	RB	already
cleared	VVN	clear
The	DT	the
Siege	NN	siege
itself	PP	itself
is	VBZ	be
a	DT	a
genocide	NN	genocide
and	CC	and
that	IN/that	that
why	WRB	why
this	DT	this
fire	NN	fire
should	MD	should
not	RB	not
transform	VV	transform
in	IN	in
a	DT	a
new	JJ	new
genocide	NN	genocide
please	VV	please
you	PP	you
you	PP	you
talked	VVD	talk
about	RB	about
Hamas	JJ	Hamas
also	RB	also
uh	UH	uh
being	VBG	be
engaged	VVN	engage
in	IN	in
war	NN	war
crimes	NNS	crime
uh	UH	uh
of	IN	of
course	NN	course
on	IN	on
October	NP	October
7th	JJ	7th
they	PP	they
killed	VVD	kill
hundreds	NNS	hundred
of	IN	of
Israeli	JJ	Israeli
civilians	NNS	civilian
at	IN	at
a	DT	a
music	NN	music
festival	NN	festival
they've	NN	they've
also	RB	also
kidnapped	VVD	kidnap
civilians	NNS	civilian
these	DT	these
included	VVN	include
babies	NNS	baby
children	NNS	child
the	DT	the
elderly	NN	elderly
the	DT	the
disabled	JJ	disabled
I	PP	I
mean	VVP	mean
we	PP	we
can	MD	can
agree	VV	agree
that	DT	that
Prima	JJ	prima
fascia	NN	fascia
those	DT	those
are	VBP	be
war	NN	war
crimes	NNS	crime
no	RB	no
exactly	RB	exactly
Hamas	JJ	Hamas
October	NP	October
7	CD	@card@
is	VBZ	be
clearly	RB	clearly
a	DT	a
war	NN	war
crime	NN	crime
you're	NN	you're
attacking	VVG	attack
civilians	NNS	civilian
it's	NNS	it's
a	DT	a
crime	NN	crime
against	IN	against
humanity	NN	humanity
because	IN	because
it's	NNS	it's
a	DT	a
it's	NN	it's
a	DT	a
it's	NNS	it's
a	DT	a
plan	NN	plan
attack	NN	attack
against	IN	against
civilian	JJ	civilian
population	NN	population
and	CC	and
it's	NNS	it's
a	DT	a
genocide	NN	genocide
because	IN	because
the	DT	the
killings	NNS	killing
were	VBD	be
intended	VVN	intend
to	TO	to
destroy	VV	destroy
Israeli	JJ	Israeli
group	NN	group
and	CC	and
that's	NNS	that's
the	DT	the
genocide	NN	genocide
and	CC	and
that	IN/that	that
why	WRB	why
the	DT	the
October	NP	October
7	CD	@card@
attack	NN	attack
is	VBZ	be
a	DT	a
war	NN	war
crime	NN	crime
is	VBZ	be
against	IN	against
humanity	NN	humanity
and	CC	and
a	DT	a
genocide	NN	genocide
and	CC	and
reason	NN	reason
Bas	NNS	Bas
you	PP	you
say	VVP	say
could	MD	could
you	PP	you
say	VV	say
a	DT	a
bit	NN	bit
more	RBR	more
about	RB	about
why	WRB	why
this	DT	this
constitutes	VVZ	constitute
a	DT	a
genocide	NN	genocide
I	PP	I
mean	VVP	mean
some	DT	some
people	NNS	people
have	VHP	have
argued	VVN	argue
that	IN/that	that
they	PP	they
are	VBP	be
engaged	VVN	engage
in	IN	in
an	DT	an
act	NN	act
of	IN	of
resistance	NN	resistance
intended	VVN	intend
not	RB	not
to	TO	to
destroy	VV	destroy
Jewish	JJ	Jewish
people	NNS	people
as	IN	as
an	DT	an
ethnicity	NN	ethnicity
nationality	NN	nationality
or	CC	or
race	NN	race
but	CC	but
to	TO	to
defeat	VV	defeat
a	DT	a
nation	NN	nation
state	NN	state
that	WDT	that
is	VBZ	be
attempting	VVG	attempt
to	TO	to
occupy	VV	occupy
them	PP	them
they're	NN	they're
defeating	VVG	defeat
an	DT	an
occupying	JJ	occupying
power	NN	power
well	RB	well
I	PP	I
am	VBP	be
influenced	VVN	influence
because	IN	because
when	WRB	when
I	PP	I
was	VBD	be
a	DT	a
prosecutor	NN	prosecutor
I	PP	I
was	VBD	be
involed	VVN	involed
for	IN	for
three	CD	three
years	NNS	year
in	IN	in
the	DT	the
Palestine	NP	Palestine
Israel	NP	Israel
conflict	NN	conflict
that	IN/that	that
why	WRB	why
it's	NNS	it's
for	IN	for
me	PP	me
so	RB	so
painful	JJ	painful
to	TO	to
see	VV	see
what	WP	what
happened	VVD	happen
today	NN	today
because	IN	because
in	IN	in
those	DT	those
days	NNS	day
we	PP	we
have	VHP	have
hopes	NNS	hope
and	CC	and
I	PP	I
remember	VVP	remember
hamama	NN	hamama
sent	VVD	send
to	TO	to
me	PP	me
a	DT	a
professor	NN	professor
working	VVG	work
with	IN	with
them	PP	them
and	CC	and
he	PP	he
explained	VVD	explain
to	TO	to
me	PP	me
that	IN/that	that
Hamas	NP	Hamas
believed	VVD	believe
Jewish	JJ	Jewish
people	NNS	people
should	MD	should
not	RB	not
be	VB	be
in	IN	in
Palestine	NP	Palestine
it's	NNS	it's
not	RB	not
just	RB	just
about	IN	about
protecting	VVG	protect
Gaza	NP	Gaza
Hamas	NNS	Hamas
believe	VVP	believe
there	EX	there
should	MD	should
be	VB	be
no	DT	no
Jews	NPS	Jews
in	IN	in
in	IN	in
in	IN	in
Palestine	NP	Palestine
that	IN/that	that
why	WRB	why
for	IN	for
them	PP	them
killing	VVG	kill
the	DT	the
the	DT	the
Jews	NPS	Jews
in	IN	in
in	IN	in
Israel	NP	Israel
is	VBZ	be
is	VBZ	be
is	VBZ	be
part	NN	part
of	IN	of
the	DT	the
strategy	NN	strategy
and	CC	and
and	CC	and
that	DT	that
I'm	NP	I'm
sorry	JJ	sorry
it's	NNS	it's
a	DT	a
genocide	NN	genocide
because	IN	because
it's	NNS	it's
a	DT	a
it's	NN	it's
a	DT	a
it's	NNS	it's
a	DT	a
it's	NN	it's
an	DT	an
attack	NN	attack
taking	VVG	take
trying	VVG	try
to	TO	to
destroy	VV	destroy
a	DT	a
group	NN	group
in	IN	in
this	DT	this
case	NN	case
the	DT	the
Israelis	NPS	Israelis
in	IN	in
Palestine	NP	Palestine
okay	VV	okay
uh	UH	uh
the	DT	the
Hamas	JJ	Hamas
Charter	NP	Charter
uh	UH	uh
was	VBD	be
updated	VVN	update
as	IN	as
you	PP	you
know	VVP	know
in	IN	in
2017	CD	@card@
this	DT	this
is	VBZ	be
an	DT	an
update	NN	update
from	IN	from
the	DT	the
1988	CD	@card@
Charter	NP	Charter
uh	UH	uh
and	CC	and
in	IN	in
it	PP	it
uh	UH	uh
they	PP	they
explicitly	RB	explicitly
State	NP	State
uh	UH	uh
Hamas	NN	Hamas
affirms	VVZ	affirm
that	IN/that	that
its	PP$	its
conflict	NN	conflict
is	VBZ	be
with	IN	with
the	DT	the
Zionist	JJ	Zionist
project	NN	project
not	RB	not
with	IN	with
the	DT	the
Jews	NPS	Jews
because	IN	because
of	IN	of
their	PP$	their
religion	NN	religion
Hamas	NN	Hamas
does	VVZ	do
not	RB	not
w	NN	w
a	DT	a
struggle	NN	struggle
against	IN	against
the	DT	the
Jews	NPS	Jews
because	IN	because
they	PP	they
are	VBP	be
Jewish	JJ	Jewish
but	CC	but
wage	NN	wage
is	VBZ	be
a	DT	a
struggle	NN	struggle
against	IN	against
the	DT	the
zionists	NNS	Zionist
who	WP	who
occupy	VVP	occupy
Palestine	NP	Palestine
I'm	NP	I'm
not	RB	not
here	RB	here
to	TO	to
argue	VV	argue
whether	IN	whether
that's	NNS	that's
true	JJ	true
or	CC	or
not	RB	not
but	CC	but
if	IN	if
we	PP	we
were	VBD	be
to	TO	to
assume	VV	assume
that	IN/that	that
that	DT	that
were	VBD	be
true	JJ	true
for	IN	for
a	DT	a
moment	NN	moment
would	MD	would
that	RB	that
then	RB	then
nullify	VV	nullify
the	DT	the
argument	NN	argument
of	IN	of
genocide	NN	genocide
as	IN	as
a	DT	a
legal	JJ	legal
matter	NN	matter
well	RB	well
as	IN	as
I	PP	I
say	VVP	say
I	PP	I
am	VBP	be
using	VVG	use
as	IN	as
a	DT	a
standard	NN	standard
the	DT	the
the	DT	the
standard	NN	standard
is	VBZ	be
not	RB	not
so	RB	so
high	JJ	high
it's	NNS	it's
reasonable	JJ	reasonable
based	VVN	base
to	TO	to
believe	VV	believe
that's	NNS	that's
a	DT	a
standard	NN	standard
to	TO	to
start	VV	start
an	DT	an
investigation	NN	investigation
and	CC	and
according	VVG	accord
with	IN	with
that	DT	that
standard	NN	standard
for	IN	for
me	PP	me
the	DT	the
genocide	NN	genocide
should	MD	should
be	VB	be
investigated	VVN	investigate
in	IN	in
the	DT	the
case	NN	case
of	IN	of
Hamas	NP	Hamas
and	CC	and
maybe	RB	maybe
they	PP	they
adjusted	JJ	adjusted
and	CC	and
maybe	RB	maybe
they	PP	they
they	PP	they
now	RB	now
are	VBP	be
not	RB	not
trying	VVG	try
to	TO	to
do	VV	do
that	IN/that	that
but	CC	but
this	DT	this
event	NN	event
sound	NN	sound
that	IN/that	that
they	PP	they
want	VVP	want
to	TO	to
to	TO	to
kill	VV	kill
these	DT	these
people	NNS	people
to	TO	to
remove	VV	remove
the	DT	the
to	TO	to
expel	VV	expel
the	DT	the
the	DT	the
Israeli	JJ	Israeli
people	NNS	people
from	IN	from
the	DT	the
land	NN	land
so	IN	so
that	WDT	that
is	VBZ	be
for	IN	for
me	PP	me
that	WDT	that
provide	VVP	provide
reason	NN	reason
Bas	NP	Bas
to	TO	to
believe	VV	believe
that	IN/that	that
a	DT	a
genocide	NN	genocide
I'm	NN	I'm
not	RB	not
saying	VVG	say
it's	NNS	it's
a	DT	a
conviction	NN	conviction
because	IN	because
that's	NNS	that's
the	DT	the
point	NN	point
to	TO	to
convict	VV	convict
one	CD	one
of	IN	of
the	DT	the
Hamas	JJ	Hamas
leader	NN	leader
for	IN	for
genocide	NN	genocide
you	PP	you
need	VVP	need
a	DT	a
proper	JJ	proper
trial	NN	trial
you	PP	you
need	VVP	need
to	TO	to
offer	VV	offer
the	DT	the
Hamas	JJ	Hamas
leader	NN	leader
the	DT	the
opportunity	NN	opportunity
to	TO	to
explain	VV	explain
his	PP$	his
arguments	NNS	argument
and	CC	and
present	JJ	present
evidence	NN	evidence
and	CC	and
then	RB	then
the	DT	the
judges	NNS	judge
to	TO	to
convict	VV	convict
a	DT	a
person	NN	person
will	MD	will
have	VH	have
a	DT	a
higher	JJR	high
standard	NN	standard
they	PP	they
had	VHD	have
to	TO	to
go	VV	go
to	TO	to
Beyond	NP	Beyond
res	NNS	re
doubt	VVP	doubt
standard	JJ	standard
it's	NNS	it's
high	JJ	high
standard	NN	standard
that	IN/that	that
why	WRB	why
I'm	NP	I'm
talking	VVG	talk
about	RB	about
one	CD	one
of	IN	of
the	DT	the
things	NNS	thing
I've	NN	I've
also	RB	also
been	VBN	be
wondering	VVG	wonder
about	RB	about
is	VBZ	be
Palestine	NP	Palestine
is	VBZ	be
a	DT	a
member	NN	member
of	IN	of
the	DT	the
ICC	NP	ICC
uh	UH	uh
Hamas	NNS	Hamas
could	MD	could
be	VB	be
prosecuted	VVN	prosecute
for	IN	for
war	NN	war
crimes	NNS	crime
uh	UH	uh
under	IN	under
that	DT	that
premise	VV	premise
uh	UH	uh
Israel	NP	Israel
however	RB	however
is	VBZ	be
not	RB	not
a	DT	a
signatory	NN	signatory
uh	UH	uh
to	TO	to
the	DT	the
IC	NP	IC
and	CC	and
it	PP	it
has	VHZ	have
not	RB	not
ratified	VVN	ratify
the	DT	the
Rome	NP	Rome
statute	NN	statute
so	IN	so
what	WP	what
jurisdiction	NN	jurisdiction
does	VVZ	do
the	DT	the
IC	NP	IC
have	VH	have
to	TO	to
investigate	VV	investigate
and	CC	and
or	CC	or
prosecute	VV	prosecute
Israel	NP	Israel
well	RB	well
the	DT	the
international	JJ	international
criminal	JJ	criminal
court	NN	court
has	VHZ	have
jurisdiction	NN	jurisdiction
in	IN	in
Gaza	NP	Gaza
West	NP	West
Bank	NP	Bank
and	CC	and
East	NP	East
Jerusalem	NP	Jerusalem
that	WDT	that
was	VBD	be
a	DT	a
long	JJ	long
process	NN	process
started	VVD	start
in	IN	in
my	PP$	my
time	NN	time
and	CC	and
ended	VVN	end
in	IN	in
2021	CD	@card@
the	DT	the
court	NN	court
accepted	VVD	accept
that	IN/that	that
Court	NP	Court
the	DT	the
investigation	NN	investigation
have	VHP	have
have	VH	have
to	TO	to
investigate	VV	investigate
crimes	NNS	crime
committed	VVN	commit
in	IN	in
Gaza	NP	Gaza
West	NP	West
Bank	NP	Bank
and	CC	and
East	NP	East
Jerusalem	NP	Jerusalem
that	WDT	that
mean	VVP	mean
any	DT	any
crime	NN	crime
committed	VVN	commit
in	IN	in
this	DT	this
places	NNS	place
for	IN	for
any	DT	any
person	NN	person
could	MD	could
be	VB	be
mitigated	VVN	mitigate
by	IN	by
the	DT	the
international	JJ	international
criminal	JJ	criminal
court	NN	court
that's	NNS	that's
why	WRB	why
Israel	NP	Israel
committing	VVG	commit
crimes	NNS	crime
in	IN	in
gasa	NN	gasa
could	MD	could
be	VB	be
investigated	VVN	investigate
by	IN	by
criminal	JJ	criminal
court	NN	court
and	CC	and
I	PP	I
would	MD	would
suggest	VV	suggest
for	IN	for
me	PP	me
even	RB	even
so	RB	so
important	JJ	important
What's	NP	What's
happen	VV	happen
in	IN	in
Gaza	NP	Gaza
which	WDT	which
is	VBZ	be
massive	JJ	massive
is	VBZ	be
what	WP	what
happen	VVP	happen
in	IN	in
West	NP	West
Bank	NP	Bank
because	IN	because
West	NP	West
Bank	NP	Bank
it	PP	it
has	VHZ	have
more	JJR	more
influence	NN	influence
the	DT	the
Min	NN	Min
of	IN	of
security	NN	security
of	IN	of
Israel	NP	Israel
and	CC	and
I'm	NP	I'm
shocked	VVD	shock
that	IN/that	that
this	DT	this
man	NN	man
is	VBZ	be
min	NN	min
of	IN	of
security	NN	security
the	DT	the
person	NN	person
with	IN	with
me	PP	me
of	IN	of
security	NN	security
is	VBZ	be
today	NN	today
Israel	NP	Israel
Armed	NP	Armed
Forces	NP	Forces
rejected	VVD	reject
him	PP	him
as	IN	as
a	DT	a
soldier	NN	soldier
because	IN	because
he	PP	he
was	VBD	be
an	DT	an
extremist	NN	extremist
he	PP	he
a	DT	a
man	NN	man
who	WP	who
was	VBD	be
investigated	VVN	investigate
convicted	VVN	convict
for	IN	for
hate	NN	hate
so	IN	so
this	DT	this
man	NN	man
an	DT	an
extremist	JJ	extremist
settler	NN	settler
is	VBZ	be
providing	VVG	provide
weapon	NN	weapon
to	TO	to
settlers	NNS	settler
and	CC	and
and	CC	and
running	VVG	run
activities	NNS	activity
in	IN	in
West	NP	West
Bank	NP	Bank
fueling	VVG	fuel
the	DT	the
G	NP	G
that's	NNS	that's
why	WRB	why
for	IN	for
for	IN	for
me	PP	me
in	IN	in
the	DT	the
same	JJ	same
way	NN	way
is	VBZ	be
so	RB	so
appealing	VVG	appeal
and	CC	and
and	CC	and
awful	JJ	awful
what	WP	what
happened	VVD	happen
in	IN	in
Gaza	NP	Gaza
it's	NP	it's
incredible	JJ	incredible
