well	RB	well
me	PP	me
you	PP	you
can	MD	can
see	VV	see
a	DT	a
very	RB	very
heavy	JJ	heavy
police	NN	police
presence	NN	presence
they	PP	they
cleared	VVD	clear
out	IN	out
we	PP	we
understand	VVP	understand
maybe	RB	maybe
uh	UH	uh
30	CD	@card@
students	NNS	student
who	WP	who
had	VHD	have
set	VVN	set
up	RP	up
their	PP$	their
tents	NNS	tent
in	IN	in
the	DT	the
center	NN	center
of	IN	of
the	DT	the
University	NP	University
they	PP	they
'	POS	'
re	NN	re
there	IN	here
uh	UH	uh
in	IN	in
to	TO	to
protest	VV	protest
to	TO	to
ask	VV	ask
for	IN	for
more	JJR	more
solidarity	NN	solidarity
with	IN	with
the	DT	the
Palestinian	JJ	Palestinian
people	NNS	people
but	CC	but
as	IN	as
I	PP	I
said	VVD	say
of	IN	of
course	NN	course
police	NNS	police
evacuated	VVN	evacuate
them	PP	them
pretty	RB	pretty
fast	RB	fast
after	IN	after
that	IN/that	that
around	RB	around
100	CD	@card@
students	NNS	student
came	VVD	come
down	RB	down
here	RB	here
on	IN	on
square	NN	square
and	CC	and
if	IN	if
we	PP	we
turn	VVP	turn
around	IN	around
you	PP	you
can	MD	can
see	VV	see
they	PP	they
have	VHP	have
rolled	VVN	roll
out	RP	out
a	DT	a
huge	JJ	huge
Palestinian	JJ	Palestinian
flag	NN	flag
and	CC	and
they	PP	they
'	POS	'
ve	RB	ve
been	VBN	be
here	RB	here
for	IN	for
a	DT	a
few	JJ	few
hours	NNS	hour
now	RB	now
chanting	VVG	chant
uh	UH	uh
their	PP$	their
support	NN	support
for	IN	for
Palestine	NP	Palestine
people	NNS	people
calling	VVG	call
for	IN	for
France	NP	France
to	TO	to
do	VV	do
more	RBR	more
to	TO	to
end	VV	end
uh	UH	uh
the	DT	the
war	NN	war
in	IN	in
Gaza	NP	Gaza
they	PP	they
'	POS	'
re	NN	re
also	RB	also
calling	VVG	call
for	IN	for
their	PP$	their
University	NN	university
for	IN	for
the	DT	the
sborn	NN	sborn
to	TO	to
cut	VV	cut
its	PP$	its
ties	NNS	tie
with	IN	with
Israeli	JJ	Israeli
universities	NNS	university
and	CC	and
that	IN/that	that
'	POS	'
s	JJ	s
something	NN	something
we	PP	we
'	POS	'
ve	NN	ve
heard	VVD	hear
from	IN	from
a	DT	a
lot	NN	lot
of	IN	of
students	NNS	student
they	PP	they
say	VVP	say
that	IN/that	that
their	PP$	their
universities	NNS	university
need	VVP	need
to	TO	to
look	VV	look
very	RB	very
much	JJ	much
at	IN	at
where	WRB	where
they	PP	they
'	POS	'
re	NN	re
getting	VVG	get
funding	NN	funding
at	IN	at
the	DT	the
sort	NN	sort
of	IN	of
ties	VVZ	tie
they	PP	they
'	''	'
re	IN	re
having	VHG	have
and	CC	and
examine	VV	examine
those	DT	those
and	CC	and
have	VH	have
a	DT	a
conversation	NN	conversation
about	IN	about
it	PP	it
but	CC	but
a	DT	a
lot	NN	lot
of	IN	of
students	NNS	student
here	RB	here
say	VVP	say
that	IN/that	that
they	PP	they
feel	VVP	feel
as	RB	as
if	IN	if
uh	UH	uh
that	WDT	that
conversation	NN	conversation
is	VBZ	be
simply	RB	simply
not	RB	not
even	RB	even
taking	VVG	take
place	NN	place
and	CC	and
of	IN	of
course	NN	course
we	PP	we
'	POS	'
ll	NNS	ll
come	VVP	come
back	RB	back
to	TO	to
you	PP	you
as	IN	as
the	DT	the
situation	NN	situation
develops	VVZ	develop
and	CC	and
as	IN	as
you	PP	you
monitor	VVP	monitor
those	DT	those
protests	NNS	protest
in	IN	in
Paris	NP	Paris
thank	VV	thank
you	PP	you
Natasha	NP	Natasha
Butler	NP	Butler
there	RB	there
make	VVP	make
sure	JJ	sure
to	TO	to
subscribe	VV	subscribe
to	TO	to
our	PP$	our
channel	NN	channel
to	TO	to
get	VV	get
the	DT	the
latest	JJS	late
news	NN	news
from	IN	from
Al	NP	Al
jazer	NP	jazer
