<video_id>u8zLaCXJ9RA</video_id>	JJ	<video_id>u8zLaCXJ9RA</video_id>
in	IN	in
Gaza	NP	Gaza
a	DT	a
clear	JJ	clear
reminder	NN	reminder
of	IN	of
uh	UH	uh
the	DT	the
serious	JJ	serious
ramifications	NNS	ramification
of	IN	of
what	WP	what
it	PP	it
is	VBZ	be
to	TO	to
be	VB	be
a	DT	a
journalist	NN	journalist
operating	VVG	operate
in	IN	in
Gaza	NP	Gaza
and	CC	and
getting	VVG	get
information	NN	information
out	RP	out
of	IN	of
Gaza	NP	Gaza
it's	NNS	it's
really	RB	really
horrible	JJ	horrible
it's	NNS	it's
just	RB	just
it's	JJ	it's
horrific	JJ	horrific
uh	UH	uh
you	PP	you
know	VVP	know
I	PP	I
watched	VVN	watch
uh	UH	uh
I	PP	I
watched	VVD	watch
him	PP	him
over	IN	over
I	PP	I
watch	VVP	watch
SM	NN	Sm
over	IN	over
the	DT	the
past	JJ	past
several	JJ	several
weeks	NNS	week
especially	RB	especially
and	CC	and
U	NP	U
it's	NNS	it's
quite	RB	quite
amazing	JJ	amazing
to	TO	to
see	VV	see
these	DT	these
young	JJ	young
people	NNS	people
uh	UH	uh
Al	NP	Al
course	NN	course
respondents	NNS	respondent
working	VVG	work
so	RB	so
diligently	RB	diligently
so	RB	so
calmly	RB	calmly
and	CC	and
collectively	RB	collectively
from	IN	from
Gaza	NP	Gaza
while	IN	while
um	NNS	um
you	PP	you
know	VVP	know
bombs	NNS	bomb
go	VV	go
off	RP	off
everywhere	RB	everywhere
around	IN	around
them	PP	them
and	CC	and
he	PP	he
seemed	VVD	seem
to	TO	to
me	PP	me
anyway	RB	anyway
and	CC	and
sounded	VVD	sound
to	TO	to
me	PP	me
and	CC	and
especially	RB	especially
looked	VVD	look
to	TO	to
me	PP	me
like	IN	like
incredibly	RB	incredibly
professional	JJ	professional
journalist	NN	journalist
although	IN	although
at	IN	at
a	DT	a
very	RB	very
young	JJ	young
age	NN	age
and	CC	and
really	RB	really
getting	VVG	get
tired	JJ	tired
and	CC	and
isra	JJ	isra
killing	VVG	kill
um	NN	um
these	DT	these
young	JJ	young
young	JJ	young
young	JJ	young
journalists	NNS	journalist
uh	UH	uh
whether	IN	whether
working	VVG	work
for	IN	for
Al	NP	Al
jazer	NN	jazer
or	CC	or
other	JJ	other
uh	UH	uh
you	PP	you
know	VVP	know
we've	NN	we've
been	VBN	be
saying	VVG	say
about	RB	about
how	WRB	how
this	DT	this
war	NN	war
has	VHZ	have
turned	VVN	turn
up	RP	up
to	TO	to
be	VB	be
a	DT	a
war	NN	war
on	IN	on
children	NNS	child
and	CC	and
certainly	RB	certainly
certainly	RB	certainly
a	DT	a
war	NN	war
on	IN	on
on	IN	on
journalist	NN	journalist
and	CC	and
that's	NNS	that's
not	RB	not
a	DT	a
cliche	NN	cliche
that's	NNS	that's
not	RB	not
even	RB	even
a	DT	a
sound	JJ	sound
bite	NN	bite
that's	NNS	that's
not	RB	not
even	RB	even
a	DT	a
line	NN	line
it's	NNS	it's
just	RB	just
it's	NN	it's
horrible	JJ	horrible
that	IN/that	that
our	PP$	our
colleagues	NNS	colleague
uh	UH	uh
continue	VV	continue
to	TO	to
be	VB	be
killed	VVN	kill
and	CC	and
assassinated	VVN	assassinate
the	DT	the
way	NN	way
they	PP	they
have	VHP	have
been	VBN	be
and	CC	and
their	PP$	their
family	NN	family
members	NNS	member
and	CC	and
so	RB	so
on	IN	on
so	RB	so
forth	RB	forth
yes	RB	yes
they	PP	they
are	VBP	be
part	NN	part
and	CC	and
parcel	NN	parcel
of	IN	of
the	DT	the
population	NN	population
in	IN	in
Gaza	NP	Gaza
and	CC	and
they	PP	they
suffer	VVP	suffer
like	IN	like
the	DT	the
population	NN	population
suffer	VVP	suffer
because	IN	because
Al	NP	Al
jazer	NN	jazer
you	PP	you
know	VVP	know
has	VHZ	have
not	RB	not
exactly	RB	exactly
been	VBN	be
parachuting	VVG	parachute
journalists	NNS	journalist
they	PP	they
are	VBP	be
part	NN	part
and	CC	and
possible	JJ	possible
the	DT	the
fabric	NN	fabric
of	IN	of
the	DT	the
of	IN	of
the	DT	the
Palestinian	JJ	Palestinian
society	NN	society
and	CC	and
they	PP	they
understand	VV	understand
uh	UH	uh
you	PP	you
know	VVP	know
what	WP	what
is	VBZ	be
going	VVG	go
on	RP	on
and	CC	and
they	PP	they
are	VBP	be
able	JJ	able
to	TO	to
to	TO	to
report	VV	report
so	RB	so
objectively	RB	objectively
and	CC	and
yet	RB	yet
they	PP	they
are	VBP	be
targeted	VVN	target
the	DT	the
way	NN	way
they	PP	they
are	VBP	be
targeted	JJ	targeted
they	PP	they
continue	VVP	continue
to	TO	to
die	VV	die
and	CC	and
the	DT	the
service	NN	service
of	IN	of
doing	VVG	do
their	PP$	their
work	NN	work
but	CC	but
also	RB	also
the	DT	the
service	NN	service
of	IN	of
sticking	VVG	stick
around	RP	around
with	IN	with
their	PP$	their
people	NNS	people
as	IN	as
they	PP	they
tell	VVP	tell
the	DT	the
of	IN	of
the	DT	the
world	NN	world
what	WP	what
is	VBZ	be
going	VVG	go
on	IN	on
in	IN	in
Gaza	NP	Gaza
so	RB	so
many	JJ	many
of	IN	of
our	PP$	our
colleagues	NNS	colleague
have	VHP	have
been	VBN	be
killed	VVN	kill
us	PP	us
far	RB	far
this	DT	this
is	VBZ	be
just	RB	just
too	RB	too
much	JJ	much
and	CC	and
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
we	PP	we
are	VBP	be
banned	VVN	ban
really	RB	really
by	IN	by
a	DT	a
bunch	NN	bunch
of	IN	of
Fanatics	NNS	fanatic
and	CC	and
fascists	NNS	fascist
that	WDT	that
continue	VVP	continue
to	TO	to
carry	VV	carry
their	PP$	their
genocidal	JJ	genocidal
war	NN	war
in	IN	in
Gaza	NP	Gaza
it's	NNS	it's
just	RB	just
beyond	IN	beyond
belief	NN	belief
that	IN/that	that
the	DT	the
Rogue	NP	Rogue
government	NN	government
that	WDT	that
is	VBZ	be
on	IN	on
trial	NN	trial
for	IN	for
genocide	NN	genocide
that	WDT	that
is	VBZ	be
being	VBG	be
pursued	VVN	pursue
by	IN	by
the	DT	the
prosecutor	NN	prosecutor
of	IN	of
the	DT	the
international	JJ	international
criminal	JJ	criminal
court	NN	court
for	IN	for
war	NN	war
crimes	NNS	crime
that	WDT	that
is	VBZ	be
found	VVN	find
in	IN	in
violation	NN	violation
of	IN	of
more	RBR	more
more	JJR	more
occupation	NN	occupation
of	IN	of
torture	NN	torture
of	IN	of
tormenting	VVG	torment
the	DT	the
Palestinian	JJ	Palestinian
people	NNS	people
of	IN	of
launching	VVG	launch
a	DT	a
war	NN	war
on	IN	on
children	NNS	child
and	CC	and
on	IN	on
hospitals	NNS	hospital
and	CC	and
yet	RB	yet
continues	VVZ	continue
also	RB	also
to	TO	to
Target	NP	Target
journalists	NNS	journalist
the	DT	the
way	NN	way
it	PP	it
does	VVZ	do
trying	VVG	try
to	TO	to
kill	VV	kill
the	DT	the
messengers	NNS	messenger
yeah	RB	yeah
Maran	NP	Maran
you	PP	you
raised	VVD	raise
an	DT	an
important	JJ	important
point	NN	point
there	RB	there
of	IN	of
course	NN	course
because	IN	because
uh	UH	uh
amongst	IN	amongst
all	DT	all
of	IN	of
the	DT	the
allegations	NNS	allegation
that	WDT	that
have	VHP	have
been	VBN	be
directed	VVN	direct
at	IN	at
Israel	NP	Israel
and	CC	and
its	PP$	its
conduct	NN	conduct
in	IN	in
its	PP$	its
war	NN	war
on	IN	on
Gaza	NP	Gaza
of	IN	of
course	NN	course
the	DT	the
the	DT	the
killing	NN	killing
of	IN	of
journalists	NNS	journalist
constitutes	VVZ	constitute
a	DT	a
war	NN	war
crime	NN	crime
doesn't	VVD	doesn't
it	PP	it
this	DT	this
adds	VVZ	add
to	TO	to
a	DT	a
growing	VVG	grow
list	NN	list
of	IN	of
allegations	NNS	allegation
leveled	VVN	level
against	IN	against
the	DT	the
Israeli	JJ	Israeli
leadership	NN	leadership
it	PP	it
looks	VVZ	look
by	IN	by
the	DT	the
sounds	NNS	sound
of	IN	of
it	PP	it
as	RB	as
if	IN	if
we	PP	we
have	VHP	have
uh	UH	uh
oh	UH	oh
we	PP	we
do	VVP	do
have	VH	have
marwen	NN	marwen
marwen	NN	marwen
I	PP	I
wonder	VVP	wonder
if	IN	if
you	PP	you
did	VVD	do
you	PP	you
hear	VVP	hear
that	RB	that
question	VV	question
yes	UH	yes
go	VV	go
ahead	RB	ahead
yes	RB	yes
absolutely	RB	absolutely
you	PP	you
know	VVP	know
we	PP	we
generally	RB	generally
refer	VV	refer
uh	UH	uh
for	IN	for
example	NN	example
even	VV	even
we	PP	we
at	IN	at
our	PP$	our
when	WRB	when
we	PP	we
refer	VVP	refer
to	TO	to
Hamas	NNS	Hamas
for	IN	for
example	NN	example
we	PP	we
refer	VVP	refer
and	CC	and
it's	NNS	it's
seen	VVN	see
or	CC	or
it's	NNS	it's
considered	VVN	consider
by	IN	by
a	DT	a
number	NN	number
of	IN	of
countries	NNS	country
usually	RB	usually
the	DT	the
Western	JJ	Western
countries	NNS	country
as	IN	as
a	DT	a
terrorist	JJ	terrorist
organization	NN	organization
I	PP	I
think	VVP	think
it's	NNS	it's
probably	RB	probably
time	NN	time
you	PP	you
start	VVP	start
repeating	VVG	repeat
to	TO	to
Israel	NP	Israel
every	DT	every
time	NN	time
we	PP	we
mention	VVP	mention
Israel	NP	Israel
that	IN/that	that
it's	NNS	it's
considered	VVN	consider
by	IN	by
most	JJS	most
countries	NNS	country
in	IN	in
the	DT	the
world	NN	world
to	TO	to
be	VB	be
carrying	VVG	carry
genocide	NN	genocide
by	IN	by
most	JJS	most
countries	NNS	country
in	IN	in
the	DT	the
world	NN	world
to	TO	to
be	VB	be
in	IN	in
violation	NN	violation
of	IN	of
international	JJ	international
law	NN	law
Israel	NP	Israel
is	VBZ	be
considered	VVN	consider
by	IN	by
most	JJS	most
countries	NNS	country
in	IN	in
the	DT	the
world	NN	world
to	TO	to
be	VB	be
an	DT	an
occupying	JJ	occupying
power	NN	power
in	IN	in
violation	NN	violation
of	IN	of
international	JJ	international
law	NN	law
Israel	NP	Israel
ised	VVD	ised
by	IN	by
most	JJS	most
countries	NNS	country
of	IN	of
the	DT	the
world	NN	world
to	TO	to
be	VB	be
a	DT	a
rogue	NN	rogue
State	NN	state
not	RB	not
a	DT	a
state	NN	state
of	IN	of
law	NN	law
but	CC	but
an	DT	an
outlow	NN	outlow
state	NN	state
that	WDT	that
continues	VVZ	continue
to	TO	to
Target	NP	Target
journalists	NNS	journalist
kill	VVP	kill
journalists	NNS	journalist
kill	VV	kill
children	NNS	child
killed	VVN	kill
doctors	NNS	doctor
and	CC	and
nurses	NNS	nurse
and	CC	and
academics	NNS	academic
and	CC	and
killed	VVD	kill
some	DT	some
40,000	CD	@card@
civilians	NNS	civilian
so	RB	so
perhaps	RB	perhaps
just	RB	just
as	IN	as
we	PP	we
say	VVP	say
Hamas	NP	Hamas
is	VBZ	be
considered	VVN	consider
a	DT	a
terrorist	JJ	terrorist
organization	NN	organization
by	IN	by
a	DT	a
number	NN	number
of	IN	of
countries	NNS	country
we	PP	we
should	MD	should
also	RB	also
start	VV	start
mentioning	VVG	mention
that	IN/that	that
Israel	NP	Israel
is	VBZ	be
considered	VVN	consider
and	CC	and
is	VBZ	be
certainly	RB	certainly
indicted	VVN	indict
by	IN	by
the	DT	the
international	JJ	international
court	NN	court
of	IN	of
justice	NN	justice
certainly	RB	certainly
pursued	VVN	pursue
by	IN	by
the	DT	the
prosecutor	NN	prosecutor
of	IN	of
the	DT	the
international	JJ	international
criminal	JJ	criminal
court	NN	court
and	CC	and
it	PP	it
certainly	RB	certainly
has	VHZ	have
been	VBN	be
called	VVN	call
out	RP	out
by	IN	by
the	DT	the
highest	JJS	high
court	NN	court
of	IN	of
the	DT	the
land	NN	land
as	IN	as
in	IN	in
violation	NN	violation
of	IN	of
international	JJ	international
law	NN	law
again	RB	again
and	CC	and
again	RB	again
and	CC	and
again	RB	again
and	CC	and
the	DT	the
latest	JJS	late
episode	NN	episode
is	VBZ	be
the	DT	the
killing	NN	killing
of	IN	of
Jord	NP	Jord
Israel	NP	Israel
has	VHZ	have
become	VVN	become
by	IN	by
each	DT	each
and	CC	and
every	DT	every
measure	NN	measure
the	DT	the
leading	VVG	lead
country	NN	country
in	IN	in
the	DT	the
world	NN	world
in	IN	in
terms	NNS	term
of	IN	of
the	DT	the
killing	NN	killing
of	IN	of
journalists	NNS	journalist
and	CC	and
killing	VVG	kill
of	IN	of
children	NNS	child
Maran	NP	Maran
we're	NN	we're
going	VVG	go
to	TO	to
go	VV	go
now	RB	now
to	TO	to
Gaza	NP	Gaza
and	CC	and
we're	NP	we're
going	VVG	go
to	TO	to
speak	VV	speak
to	TO	to
hin	NN	hin
kudri	NN	kudri
somebody	NN	somebody
who	WP	who
knows	VVZ	know
all	RB	all
too	RB	too
well	RB	well
about	IN	about
the	DT	the
stresses	NNS	stress
and	CC	and
strains	NNS	strain
of	IN	of
working	VVG	work
uh	UH	uh
in	IN	in
a	DT	a
war	NN	war
zone	NN	zone
of	IN	of
course	NN	course
and	CC	and
hind	NN	hind
I	PP	I
understand	VVP	understand
of	IN	of
course	NN	course
you	PP	you
would	MD	would
have	VH	have
known	VVN	know
is	VBZ	be
Al	NP	Al
Gul	NP	Gul
very	RB	very
well	RB	well
tell	VV	tell
us	PP	us
about	IN	about
him	PP	him
tell	VVP	tell
tell	VV	tell
us	PP	us
about	IN	about
his	PP$	his
Devotion	NN	devotion
to	TO	to
the	DT	the
job	NN	job
well	RB	well
is	VBZ	be
was	VBD	be
covering	VVG	cover
the	DT	the
war	NN	war
since	IN	since
day	NN	day
one	CD	one
and	CC	and
he	PP	he
has	VHZ	have
been	VBN	be
covering	VVG	cover
everything	NN	everything
in	IN	in
the	DT	the
north	JJ	north
parts	NNS	part
of	IN	of
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
especially	RB	especially
after	IN	after
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
has	VHZ	have
been	VBN	be
split	VVN	split
into	IN	into
two	CD	two
the	DT	the
North	NP	North
and	CC	and
the	DT	the
South	NP	South
he	PP	he
was	VBD	be
separated	VVN	separate
from	IN	from
his	PP$	his
family	NN	family
he	PP	he
used	VVD	use
to	TO	to
always	RB	always
post	VV	post
about	IN	about
his	PP$	his
daughter	NN	daughter
and	CC	and
how	WRB	how
he	PP	he
has	VHZ	have
been	VBN	be
separated	VVN	separate
from	IN	from
her	PP	her
and	CC	and
he	PP	he
chose	VVD	choose
to	TO	to
stay	VV	stay
in	IN	in
the	DT	the
north	NN	north
to	TO	to
report	VV	report
for	IN	for
Al	NP	Al
jazer	NN	jazer
and	CC	and
he	PP	he
was	VBD	be
counting	VVG	count
the	DT	the
days	NNS	day
where	WRB	where
he's	NNS	he's
going	VVG	go
to	TO	to
reunite	VV	reunite
with	IN	with
his	PP$	his
family	NN	family
he	PP	he
was	VBD	be
killed	VVN	kill
with	IN	with
his	PP$	his
cameraman	NN	cameraman
Ramy	NP	Ramy
rifi	NP	rifi
and	CC	and
they	PP	they
were	VBD	be
killed	VVN	kill
they	PP	they
were	VBD	be
directly	RB	directly
targeted	VVN	target
in	IN	in
a	DT	a
a	DT	a
a	DT	a
white	JJ	white
car	NN	car
where	WRB	where
where	WRB	where
they	PP	they
were	VBD	be
killed	VVN	kill
they	PP	they
were	VBD	be
wearing	VVG	wear
their	PP$	their
press	NN	press
jackets	NNS	jacket
they	PP	they
were	VBD	be
covering	VVG	cover
the	DT	the
assassination	NN	assassination
of	IN	of
they	PP	they
were	VBD	be
on	IN	on
their	PP$	their
way	NN	way
back	RB	back
from	IN	from
his	PP$	his
house	NN	house
in	IN	in
Al	NP	Al
refugee	NN	refugee
camp	NN	camp
and	CC	and
that's	NNS	that's
how	WRB	how
the	DT	the
Israeli	JJ	Israeli
forces	NNS	force
is	VBZ	be
targeting	VVG	target
targeted	VVN	target
them	PP	them
we're	NN	we're
talking	VVG	talk
about	RB	about
four	CD	four
journalists	NNS	journalist
from	IN	from
Al	NP	Al
jazer	NN	jazer
now	RB	now
Shirin	NP	Shirin
uh	UH	uh
Hamza	NP	Hamza
and	CC	and
also	RB	also
Sam	NP	Sam
four	CD	four
journalists	NNS	journalist
from	IN	from
Al	NP	Al
jazer	NN	jazer
have	VHP	have
been	VBN	be
killed	VVN	kill
so	RB	so
far	RB	far
but	CC	but
not	RB	not
only	RB	only
that	IN/that	that
according	VVG	accord
to	TO	to
the	DT	the
Palestinian	JJ	Palestinian
Ministry	NP	Ministry
they	PP	they
just	RB	just
announced	VVD	announce
that	IN/that	that
165	CD	@card@
Palestinian	JJ	Palestinian
journalists	NNS	journalist
have	VHP	have
been	VBN	be
killed	VVN	kill
since	IN	since
October	NP	October
7	CD	@card@
and	CC	and
those	DT	those
journalists	NNS	journalist
were	VBD	be
all	RB	all
working	VVG	work
on	IN	on
the	DT	the
ground	NN	ground
when	WRB	when
they	PP	they
were	VBD	be
targeted	VVN	target
there's	RB	there's
viral	JJ	viral
photos	NNS	photo
right	RB	right
now	RB	now
on	IN	on
how	WRB	how
uh	UH	uh
and	CC	and
Ramy	NP	Ramy
were	VBD	be
targeted	VVN	target
it	PP	it
shows	VVZ	show
that	IN/that	that
they	PP	they
were	VBD	be
wearing	VVG	wear
their	PP$	their
press	NN	press
jacket	NN	jacket
every	DT	every
single	JJ	single
day	NN	day
Al	NP	Al
jaaz	NP	jaaz
Arabic	NP	Arabic
used	VVD	use
to	TO	to
uh	UH	uh
broadcast	VV	broadcast
is's	NN	is's
reports	NNS	report
talking	VVG	talk
about	IN	about
different	JJ	different
types	NNS	type
of	IN	of
of	IN	of
of	IN	of
of	IN	of
of	IN	of
reports	NNS	report
who	WP	who
were	VBD	be
talking	VVG	talk
about	IN	about
air	NN	air
strikes	VVZ	strike
the	DT	the
sewage	NN	sewage
the	DT	the
pment	NN	pment
everything	NN	everything
and	CC	and
I	PP	I
had	VHD	have
this	DT	this
call	JJ	call
uh	UH	uh
with	IN	with
is	VBZ	be
a	DT	a
couple	NN	couple
of	IN	of
days	NNS	day
ago	RB	ago
and	CC	and
we	PP	we
were	VBD	be
talking	VVG	talk
about	IN	about
helping	VVG	help
Palestinians	NNS	Palestinian
sick	JJ	sick
in	IN	in
the	DT	the
Northern	JJ	northern
parts	NNS	part
and	CC	and
trying	VVG	try
to	TO	to
find	VV	find
a	DT	a
way	NN	way
to	TO	to
evacuate	VV	evacuate
to	TO	to
the	DT	the
southern	JJ	southern
parts	NNS	part
of	IN	of
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
SM	NP	Sm
was	VBD	be
not	RB	not
only	RB	only
a	DT	a
journalist	NN	journalist
but	CC	but
he	PP	he
was	VBD	be
trying	VVG	try
his	PP$	his
best	JJS	good
to	TO	to
help	VV	help
everyone	NN	everyone
in	IN	in
the	DT	the
north	NN	north
to	TO	to
help	VV	help
to	TO	to
find	VV	find
food	NN	food
for	IN	for
everyone	NN	everyone
in	IN	in
the	DT	the
north	NN	north
and	CC	and
he	PP	he
was	VBD	be
just	RB	just
a	DT	a
very	JJ	very
kind	NN	kind
person	NN	person
and	CC	and
despite	IN	despite
the	DT	the
fact	NN	fact
that	IN/that	that
we	PP	we
did	VVD	do
not	RB	not
see	VV	see
each	DT	each
other	JJ	other
for	IN	for
10	CD	@card@
months	NNS	month
after	IN	after
being	VBG	be
separated	VVN	separate
from	IN	from
the	DT	the
southern	JJ	southern
parts	NNS	part
and	CC	and
the	DT	the
Northern	JJ	northern
parts	NNS	part
of	IN	of
the	DT	the
Gaza	NP	Gaza
STP	NP	STP
were	VBD	be
still	RB	still
in	IN	in
contact	NN	contact
talking	VVG	talk
to	TO	to
each	DT	each
other	JJ	other
about	IN	about
everything	NN	everything
and	CC	and
helping	VVG	help
each	DT	each
other	JJ	other
to	TO	to
Air	NP	Air
and	CC	and
to	TO	to
report	VV	report
about	IN	about
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
and	CC	and
this	DT	this
ongoing	JJ	ongoing
genocide	NN	genocide
and	CC	and
hinded	JJ	hinded
is	VBZ	be
precisely	RB	precisely
because	IN	because
of	IN	of
the	DT	the
information	NN	information
that	WDT	that
has	VHZ	have
gone	VVN	go
out	RP	out
to	TO	to
the	DT	the
world	NN	world
from	IN	from
the	DT	the
likes	NNS	like
of	IN	of
isma	NN	isma
his	PP$	his
cameraman	NN	cameraman
Ramy	NP	Ramy
and	CC	and
indeed	RB	indeed
yourself	PP	yourself
that	IN/that	that
the	DT	the
world	NN	world
has	VHZ	have
a	DT	a
clearer	JJR	clear
understanding	NN	understanding
of	IN	of
some	DT	some
of	IN	of
the	DT	the
atrocities	NNS	atrocity
that	WDT	that
are	VBP	be
H	NP	H
happening	VVG	happen
there	RB	there
in	IN	in
Gaza	NP	Gaza
on	IN	on
a	DT	a
daily	JJ	daily
basis	NN	basis
I	PP	I
can	MD	can
hear	VV	hear
it	PP	it
in	IN	in
your	PP$	your
voice	NN	voice
HED	VVD	HED
this	DT	this
this	NN	this
is	VBZ	be
a	DT	a
incredibly	RB	incredibly
emotional	JJ	emotional
moment	NN	moment
for	IN	for
you	PP	you
and	CC	and
the	DT	the
team	NN	team
and	CC	and
obviously	RB	obviously
for	IN	for
the	DT	the
whole	JJ	whole
Al	NP	Al
jazer	JJ	jazer
uh	UH	uh
family	NN	family
can	MD	can
you	PP	you
give	VV	give
us	PP	us
a	DT	a
sense	NN	sense
of	IN	of
the	DT	the
kind	NN	kind
of	IN	of
precautions	NNS	precaution
the	DT	the
safety	NN	safety
concerns	VVZ	concern
the	DT	the
measures	NNS	measure
that	IN/that	that
you	PP	you
have	VHP	have
to	TO	to
go	VV	go
through	RP	through
on	IN	on
a	DT	a
daily	JJ	daily
basis	NN	basis
and	CC	and
isma	NN	isma
would	MD	would
have	VH	have
had	VHN	have
to	TO	to
have	VH	have
go	VV	go
through	RP	through
to	TO	to
do	VV	do
his	PP$	his
job	NN	job
we	PP	we
do	VVP	do
everything	NN	everything
we	PP	we
wear	VVP	wear
our	PP$	our
breast	NN	breast
jackets	NNS	jacket
we	PP	we
wear	VVP	wear
our	PP$	our
helmets	NNS	helmet
we	PP	we
try	VVP	try
to	TO	to
not	RB	not
go	VV	go
to	TO	to
anywhere	RB	anywhere
which	WDT	which
where	WRB	where
it's	NNS	it's
not	RB	not
safe	JJ	safe
we	PP	we
try	VVP	try
to	TO	to
go	VV	go
to	TO	to
anywhere	RB	anywhere
where	WRB	where
to	TO	to
keep	VV	keep
our	PP$	our
security	NN	security
but	CC	but
we	PP	we
have	VHP	have
been	VBN	be
targeted	VVN	target
in	IN	in
normal	JJ	normal
places	NNS	place
where	WRB	where
normal	JJ	normal
citizens	NNS	citizen
are	VBP	be
we're	RB	we're
trying	VVG	try
to	TO	to
do	VV	do
everything	NN	everything
but	CC	but
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
we	PP	we
want	VVP	want
to	TO	to
report	VV	report
we	PP	we
want	VVP	want
to	TO	to
tell	VV	tell
the	DT	the
world	NN	world
what's	NNS	what's
going	VVG	go
on	IN	on
it's	NNS	it's
heartbreaking	JJ	heartbreaking
to	TO	to
report	VV	report
this	DT	this
today	NN	today
and	CC	and
it's	NNS	it's
heartbreaking	JJ	heartbreaking
to	TO	to
report	VV	report
Shin's	NP	Shin's
killing	VVG	kill
hamza's	NNS	hamza's
killing	VVG	kill
and	CC	and
Sam's	NP	Sam's
killing	NN	killing
and	CC	and
this	DT	this
is	VBZ	be
not	RB	not
the	DT	the
first	JJ	first
time	NN	time
we're	NN	we're
doing	VVG	do
this	DT	this
but	CC	but
every	DT	every
time	NN	time
it	PP	it
feels	VVZ	feel
as	RB	as
if	IN	if
it's	NNS	it's
the	DT	the
first	JJ	first
time	NN	time
it's	NNS	it's
a	DT	a
great	JJ	great
loss	NN	loss
for	IN	for
us	PP	us
here	RB	here
journalists	NNS	journalist
in	IN	in
Gaza	NP	Gaza
especially	RB	especially
Al	NP	Al
ja's	NNS	ja's
team	NN	team
losing	VVG	lose
uh	UH	uh
such	PDT	such
a	DT	a
colleague	NN	colleague
um	NNS	um
hint	VVP	hint
listen	VV	listen
we	PP	we
really	RB	really
really	RB	really
appreciate	VV	appreciate
your	PP$	your
reporting	NN	reporting
for	IN	for
sharing	VVG	share
your	PP$	your
uh	UH	uh
memories	NNS	memory
of	IN	of
isma	NN	isma
and	CC	and
um	JJ	um
Ramy	NP	Ramy
thank	VVP	thank
you	PP	you
very	RB	very
much	RB	much
for	IN	for
now	RB	now
okay	JJ	okay
well	RB	well
Ham's	JJ	Ham's
here	RB	here
in	IN	in
the	DT	the
studio	NN	studio
I	PP	I
mean	VVP	mean
ham	NN	ham
what	WP	what
what	WP	what
what	WP	what
do	VVP	do
we	PP	we
say	VVP	say
to	TO	to
that	WDT	that
I	PP	I
mean	VVP	mean
extraordinary	JJ	extraordinary
really	RB	really
the	DT	the
the	DT	the
level	NN	level
of	IN	of
devotion	NN	devotion
our	PP$	our
colleagues	NNS	colleague
in	IN	in
Gaza	NP	Gaza
go	VVP	go
through	IN	through
on	IN	on
a	DT	a
daily	JJ	daily
basis	NN	basis
just	RB	just
to	TO	to
get	VV	get
the	DT	the
information	NN	information
out	IN	out
these	DT	these
people	NNS	people
are	VBP	be
living	VVG	live
their	PP$	their
job	NN	job
these	DT	these
people	NNS	people
are	VBP	be
are	NN	are
have	VHP	have
family	NN	family
