<video_id>bx7_2xcc8LY</video_id>	JJ	<video_id>bx7_2xcc8LY</video_id>
Yemen	NP	Yemen
uh	UH	uh
you	PP	you
know	VVP	know
so	RB	so
there	EX	there
are	VBP	be
absolutely	RB	absolutely
precedents	NNS	precedent
for	IN	for
what	WP	what
we're	NN	we're
seeing	VVG	see
I	PP	I
think	VVP	think
what	WP	what
is	VBZ	be
one	CD	one
of	IN	of
the	DT	the
things	NNS	thing
that's	NNS	that's
unique	JJ	unique
about	IN	about
Gaza	NP	Gaza
is	VBZ	be
seeing	VVG	see
the	DT	the
convergence	NN	convergence
of	IN	of
a	DT	a
lot	NN	lot
of	IN	of
those	DT	those
different	JJ	different
difficulties	NNS	difficulty
all	RB	all
coming	VVG	come
together	RB	together
to	TO	to
make	VV	make
it	PP	it
one	CD	one
of	IN	of
the	DT	the
most	RBS	most
challenging	JJ	challenging
environments	NNS	environment
for	IN	for
delivering	VVG	deliver
Aid	NN	aid
in	IN	in
in	IN	in
recent	JJ	recent
memory	NN	memory
I	PP	I
mean	VVP	mean
you	PP	you
know	VV	know
how	WRB	how
the	DT	the
system	NN	system
works	VVZ	work
from	IN	from
within	IN	within
conflict	NN	conflict
erupts	VVZ	erupt
politicians	NNS	politician
react	VV	react
when	WRB	when
do	VVP	do
they	PP	they
call	VVP	call
the	DT	the
Aid	NN	aid
workers	NNS	worker
in	IN	in
for	IN	for
that	DT	that
meeting	NN	meeting
or	CC	or
are	VBP	be
you	PP	you
already	RB	already
in	IN	in
there	RB	there
listening	VVG	listen
to	TO	to
how	WRB	how
this	DT	this
situation	NN	situation
develops	VVZ	develop
well	RB	well
there	RB	there
have	VH	have
been	VBN	be
Aid	NP	Aid
groups	NNS	group
operating	VVG	operate
in	IN	in
Gaza	NP	Gaza
for	IN	for
you	PP	you
know	VVP	know
for	IN	for
for	IN	for
decades	NNS	decade
and	CC	and
many	JJ	many
of	IN	of
the	DT	the
eight	CD	eight
organizations	NNS	organization
that	WDT	that
have	VHP	have
been	VBN	be
have	VHP	have
been	VBN	be
working	VVG	work
there	RB	there
have	VH	have
long-standing	JJ	long-standing
operations	NNS	operation
in	IN	in
Gaza	NP	Gaza
and	CC	and
have	VHP	have
been	VBN	be
forced	VVN	force
to	TO	to
significantly	RB	significantly
scale	VV	scale
those	DT	those
back	NN	back
as	IN	as
a	DT	a
result	NN	result
of	IN	of
the	DT	the
the	DT	the
difficulties	NNS	difficulty
of	IN	of
accessing	VVG	access
the	DT	the
the	DT	the
territory	NN	territory
now	RB	now
during	IN	during
the	DT	the
the	DT	the
conflict	NN	conflict
and	CC	and
as	IN	as
a	DT	a
result	NN	result
of	IN	of
the	DT	the
well	RB	well
documented	VVN	document
obstruction	NN	obstruction
by	IN	by
the	DT	the
Israeli	JJ	Israeli
military	NN	military
just	RB	just
trying	VVG	try
to	TO	to
get	VV	get
an	DT	an
idea	NN	idea
of	IN	of
the	DT	the
behind	IN	behind
the	DT	the
scenes	NNS	scene
chitchat	VVP	chitchat
I	PP	I
mean	VVP	mean
obviously	RB	obviously
you're	VV	you're
not	RB	not
privy	JJ	privy
to	TO	to
what's	NNS	what's
going	VVG	go
on	IN	on
right	NN	right
now	RB	now
but	CC	but
we	PP	we
sort	RB	sort
of	IN	of
want	VV	want
to	TO	to
try	VV	try
and	CC	and
get	VV	get
the	DT	the
methodology	NN	methodology
of	IN	of
how	WRB	how
the	DT	the
system	NN	system
works	VVZ	work
I	PP	I
mean	VVP	mean
obviously	RB	obviously
that	IN/that	that
there	EX	there
is	VBZ	be
an	DT	an
ongoing	JJ	ongoing
scenario	NN	scenario
in	IN	in
Gaza	NP	Gaza
right	RB	right
now	RB	now
that	DT	that
we've	NN	we've
been	VBN	be
seeing	VVG	see
for	IN	for
seven	CD	seven
months	NNS	month
and	CC	and
was	VBD	be
wondering	VVG	wonder
how	WRB	how
how	WRB	how
far	RB	far
and	CC	and
how	WRB	how
quickly	RB	quickly
you	PP	you
know	VVP	know
us	PP	us
a	DT	a
for	IN	for
example	NN	example
would	MD	would
get	VV	get
involved	JJ	involved
Samantha	NP	Samantha
powerheads	NNS	powerheads
that	IN/that	that
right	RB	right
now	RB	now
at	IN	at
the	DT	the
moment	NN	moment
I	PP	I
was	VBD	be
wondering	VVG	wonder
you	PP	you
know	VV	know
where	WRB	where
would	MD	would
she	PP	she
come	VV	come
into	IN	into
that	WDT	that
conversation	NN	conversation
uh	UH	uh
and	CC	and
how	WRB	how
how	WRB	how
quickly	RB	quickly
or	CC	or
how	WRB	how
soon	RB	soon
has	VHZ	have
she	PP	she
been	VBN	be
involved	VVN	involve
in	IN	in
that	DT	that
do	VVP	do
you	PP	you
think	VV	think
uh	UH	uh
so	RB	so
the	DT	the
role	NN	role
that	IN/that	that
usaid	NNS	usaid
would	MD	would
play	VV	play
Within	IN	within
the	DT	the
US	NP	US
government	NN	government
deliberations	NNS	deliberation
is	VBZ	be
typically	RB	typically
to	TO	to
you	PP	you
know	VVP	know
provide	VV	provide
some	DT	some
of	IN	of
the	DT	the
ground	NN	ground
truth	NN	truth
of	IN	of
conditions	NNS	condition
to	TO	to
talk	VV	talk
about	IN	about
you	PP	you
know	VVP	know
they	PP	they
are	VBP	be
a	DT	a
channel	NN	channel
for	IN	for
relaying	VVG	relay
a	DT	a
lot	NN	lot
of	IN	of
what	WP	what
they	PP	they
are	VBP	be
hearing	VVG	hear
and	CC	and
seeing	VVG	see
from	IN	from
their	PP$	their
humanitarian	JJ	humanitarian
Partners	NPS	Partners
so	IN	so
you	PP	you
know	VVP	know
what	WP	what
what	WP	what
is	VBZ	be
the	DT	the
ground	NN	ground
truth	NN	truth
that	IN/that	that
their	PP$	their
partners	NNS	partner
are	VBP	be
relaying	VVG	relay
about	IN	about
the	DT	the
difficulties	NNS	difficulty
they're	NN	they're
facing	VVG	face
about	IN	about
the	DT	the
conditions	NNS	condition
that	IN/that	that
they	PP	they
are	VBP	be
finding	VVG	find
um	NN	um
there	EX	there
have	VHP	have
been	VBN	be
some	DT	some
indications	NNS	indication
there	EX	there
was	VBD	be
a	DT	a
leaked	VVD	leak
document	VV	document
uh	UH	uh
a	DT	a
few	JJ	few
weeks	NNS	week
ago	RB	ago
that	IN/that	that
usaid	NNS	usaid
had	VHD	have
sent	VVN	send
forward	RB	forward
to	TO	to
the	DT	the
state	NN	state
department	NN	department
in	IN	in
the	DT	the
White	NP	White
House	NP	House
in	IN	in
which	WDT	which
they	PP	they
cataloged	VVD	cataloge
much	RB	much
of	IN	of
the	DT	the
obstruction	NN	obstruction
that	DT	that
they've	NN	they've
been	VBN	be
seeing	VVG	see
from	IN	from
the	DT	the
Israeli	JJ	Israeli
government	NN	government
that	IN/that	that
that	DT	that
was	VBD	be
part	NN	part
of	IN	of
this	DT	this
process	VV	process
uh	UH	uh
by	IN	by
the	DT	the
US	NP	US
government	NN	government
of	IN	of
assessing	VVG	assess
whether	IN	whether
Israel's	NP	Israel's
conduct	NN	conduct
has	VHZ	have
been	VBN	be
in	IN	in
line	NN	line
with	IN	with
international	JJ	international
law	NN	law
um	NNS	um
you	PP	you
know	VVP	know
usaid's	NNS	usaid's
findings	NNS	finding
that	WDT	that
were	VBD	be
reported	VVN	report
in	IN	in
that	DT	that
leaked	VVN	leak
document	NN	document
indicate	VVP	indicate
that	IN/that	that
at	IN	at
least	JJS	least
you	PP	you
know	VVP	know
they	PP	they
don't	VVD	don't
they	PP	they
don't	VVD	don't
see	VV	see
Israel's	NP	Israel's
Behavior	NN	behavior
as	IN	as
compliant	JJ	compliant
with	IN	with
that	DT	that
but	CC	but
ultimately	RB	ultimately
that	DT	that
decision	NN	decision
is	VBZ	be
one	CD	one
for	IN	for
President	NP	President
Biden	NP	Biden
and	CC	and
he	PP	he
will	MD	will
take	VV	take
usaid's	JJ	usaid's
advice	NN	advice
in	IN	in
kind	NN	kind
of	IN	of
in	IN	in
stride	NN	stride
along	IN	along
with	IN	with
other	JJ	other
parts	NNS	part
of	IN	of
the	DT	the
government	NN	government
okay	RB	okay
so	RB	so
let's	JJ	let's
talk	NN	talk
about	IN	about
what's	NNS	what's
going	VVG	go
on	IN	on
with	IN	with
Rafer	NP	Rafer
at	IN	at
the	DT	the
moment	NN	moment
we	PP	we
have	VHP	have
now	RB	now
it	PP	it
seems	VVZ	seem
Israelis	NNS	Israeli
in	IN	in
charge	NN	charge
of	IN	of
the	DT	the
border	NN	border
crossing	VVG	cross
km	NP	km
Abu	NP	Abu
Salam	NP	Salam
is	VBZ	be
closed	VVN	close
this	DT	this
is	VBZ	be
now	RB	now
a	DT	a
dire	JJ	dire
situation	NN	situation
isn't	VVD	isn't
it	PP	it
for	IN	for
any	DT	any
Aid	NP	Aid
agency	NN	agency
both	CC	both
within	IN	within
Gaza	NP	Gaza
and	CC	and
outside	JJ	outside
of	IN	of
it	PP	it
trying	VVG	try
to	TO	to
work	VV	work
out	RP	out
how	WRB	how
they	PP	they
can	MD	can
try	VV	try
and	CC	and
help	VV	help
in	IN	in
any	DT	any
shape	NN	shape
or	CC	or
form	VV	form
yeah	RB	yeah
it's	JJ	it's
it's	NNS	it's
really	RB	really
tragic	JJ	tragic
uh	UH	uh
things	NNS	thing
had	VHD	have
been	VBN	be
improving	VVG	improve
very	RB	very
modestly	RB	modestly
since	IN	since
the	DT	the
strike	NN	strike
on	IN	on
the	DT	the
world	NN	world
Central	NP	Central
Kitchen	NP	Kitchen
Convoy	NN	convoy
um	NN	um
the	DT	the
Israeli	JJ	Israeli
government	NN	government
had	VHD	have
shown	VVN	show
a	DT	a
bit	NN	bit
more	JJR	more
flexibility	NN	flexibility
on	IN	on
allowing	VVG	allow
Aid	NN	aid
access	NN	access
to	TO	to
the	DT	the
north	NN	north
there	EX	there
had	VHD	have
been	VBN	be
more	JJR	more
food	NN	food
getting	VVG	get
into	IN	into
the	DT	the
north	JJ	north
uh	UH	uh
there	EX	there
had	VHD	have
been	VBN	be
slightly	RB	slightly
more	JJR	more
Aid	NN	aid
getting	VVG	get
into	IN	into
Gaza	NP	Gaza
generally	RB	generally
over	IN	over
the	DT	the
past	JJ	past
few	JJ	few
weeks	NNS	week
this	DT	this
obviously	RB	obviously
puts	VVZ	put
a	DT	a
very	RB	very
abrupt	JJ	abrupt
halt	NN	halt
to	TO	to
almost	RB	almost
all	RB	all
of	IN	of
that	DT	that
um	NNS	um
it	PP	it
means	VVZ	mean
things	NNS	thing
are	VBP	be
now	RB	now
moving	VVG	move
again	RB	again
in	IN	in
the	DT	the
wrong	JJ	wrong
direction	NN	direction
both	CC	both
the	DT	the
uh	UH	uh
km	NN	km
Shalom	NP	Shalom
and	CC	and
the	DT	the
Rafa	NP	Rafa
cross	NN	cross
have	VHP	have
been	VBN	be
closed	VVN	close
for	IN	for
the	DT	the
last	JJ	last
few	JJ	few
days	NNS	day
and	CC	and
obviously	RB	obviously
if	IN	if
there	EX	there
is	VBZ	be
a	DT	a
full	JJ	full
offensive	JJ	offensive
operation	NN	operation
in	IN	in
Rafa	NP	Rafa
which	WDT	which
the	DT	the
the	DT	the
Israeli	JJ	Israeli
government	NN	government
has	VHZ	have
been	VBN	be
promising	VVG	promise
for	IN	for
some	DT	some
time	NN	time
that	WDT	that
would	MD	would
risk	VV	risk
the	DT	the
collapse	NN	collapse
of	IN	of
what	WP	what
remains	VVZ	remain
of	IN	of
the	DT	the
famine	NN	famine
relief	NN	relief
operation	NN	operation
no	DT	no
Aid	NN	aid
by	IN	by
land	NN	land
but	CC	but
the	DT	the
US	NP	US
has	VHZ	have
invested	VVN	invest
in	IN	in
this	DT	this
pier	NN	pier
at	IN	at
Ash	NP	Ash
DOD	NP	DOD
thinking	VVG	think
that	IN/that	that
Aid	NP	Aid
might	MD	might
be	VB	be
able	JJ	able
to	TO	to
come	VV	come
in	IN	in
via	IN	via
the	DT	the
sea	NN	sea
but	CC	but
if	IN	if
Israel	NP	Israel
has	VHZ	have
a	DT	a
veto	NN	veto
on	IN	on
what	WP	what
comes	VVZ	come
into	IN	into
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
that's	NNS	that's
also	RB	also
a	DT	a
futile	JJ	futile
exercise	NN	exercise
as	IN	as
well	RB	well
isn't	JJ	isn't
it	PP	it
certainly	RB	certainly
for	IN	for
the	DT	the
US	NP	US
I	PP	I
wouldn't	VVD	wouldn't
quite	RB	quite
say	VV	say
futile	JJ	futile
but	CC	but
definitely	RB	definitely
it	PP	it
falls	VVZ	fall
short	JJ	short
of	IN	of
what	WP	what
is	VBZ	be
needed	VVN	need
I	PP	I
mean	VVP	mean
you	PP	you
know	VVP	know
the	DT	the
Israel	NP	Israel
inspection	NN	inspection
regime	NN	regime
has	VHZ	have
been	VBN	be
excessive	JJ	excessive
and	CC	and
arbitrary	JJ	arbitrary
and	CC	and
has	VHZ	have
blocked	VVN	block
a	DT	a
lot	NN	lot
of	IN	of
standard	JJ	standard
humanitarian	NN	humanitarian
critically	RB	critically
and	CC	and
standard	JJ	standard
humanitarian	JJ	humanitarian
items	NNS	item
from	IN	from
getting	VVG	get
in	IN	in
so	RB	so
you	PP	you
know	VVP	know
one	CD	one
example	NN	example
of	IN	of
that	WDT	that
is	VBZ	be
water	NN	water
purification	NN	purification
tabs	NNS	tab
in	IN	in
every	DT	every
crisis	NN	crisis
that	IN/that	that
I've	NP	I've
where	WRB	where
I've	NP	I've
worked	VVD	work
where	WRB	where
you	PP	you
have	VHP	have
a	DT	a
crisis	NN	crisis
of	IN	of
access	NN	access
to	TO	to
Queen	NP	Queen
water	NN	water
which	WDT	which
is	VBZ	be
very	RB	very
much	RB	much
the	DT	the
case	NN	case
in	IN	in
Gaza	NP	Gaza
right	RB	right
now	RB	now
because	IN	because
so	RB	so
much	JJ	much
of	IN	of
the	DT	the
water	NN	water
infrastructure	NN	infrastructure
has	VHZ	have
either	RB	either
been	VBN	be
turned	VVN	turn
off	RP	off
or	CC	or
destroyed	VVD	destroy
uh	UH	uh
over	IN	over
the	DT	the
course	NN	course
of	IN	of
the	DT	the
war	NN	war
you	PP	you
would	MD	would
then	RB	then
distribute	VV	distribute
water	NN	water
purification	NN	purification
tablets	NNS	tablet
to	TO	to
households	NNS	household
so	RB	so
that	IN/that	that
they	PP	they
can	MD	can
take	VV	take
a	DT	a
bucket	NN	bucket
take	VV	take
dirty	JJ	dirty
water	NN	water
and	CC	and
then	RB	then
use	VV	use
those	DT	those
tabs	NNS	tab
to	TO	to
purify	VV	purify
it	PP	it
those	DT	those
tabs	NNS	tab
contain	VVP	contain
chlorine	NN	chlorine
that's	NNS	that's
a	DT	a
standard	NN	standard
you	PP	you
know	VVP	know
standard	JJ	standard
for	IN	for
for	IN	for
purifying	VVG	purify
water	NN	water
but	CC	but
because	IN	because
they	PP	they
contain	VVP	contain
chlorine	NN	chlorine
the	DT	the
Israeli	JJ	Israeli
government	NN	government
has	VHZ	have
blocked	VVN	block
them	PP	them
in	IN	in
inspections	NNS	inspection
and	CC	and
it's	NNS	it's
going	VVG	go
to	TO	to
one	CD	one
small	JJ	small
but	CC	but
I	PP	I
thinkt	VVD	thinkt
telling	VVG	tell
and	CC	and
indicative	JJ	indicative
example	NN	example
of	IN	of
how	WRB	how
excessive	JJ	excessive
the	DT	the
inspections	NNS	inspection
have	VHP	have
been	VBN	be
and	CC	and
how	WRB	how
much	RB	much
that	IN/that	that
that	DT	that
is	VBZ	be
hampering	VVG	hamper
the	DT	the
the	DT	the
effort	NN	effort
Jeremy	NP	Jeremy
it's	NNS	it's
really	RB	really
good	JJ	good
to	TO	to
get	VV	get
your	PP$	your
Insight	NP	Insight
thank	VVP	thank
you	PP	you
very	RB	very
much	JJ	much
uh	UH	uh
for	IN	for
your	PP$	your
perspective	NN	perspective
Jeremy	NP	Jeremy
conik	NN	conik
there	RB	there
from	IN	from
refugees	NNS	refugee
International	JJ	international
uh	UH	uh
joining	VVG	join
us	PP	us
in	IN	in
Washington	NP	Washington
DC	NP	DC
thank	VVP	thank
you	PP	you
thank	VVP	thank
you	PP	you
make	VVP	make
sure	RB	sure
to	TO	to
subscribe	VV	subscribe
to	TO	to
our	PP$	our
channel	NN	channel
to	TO	to
get	VV	get
the	DT	the
latest	JJS	late
news	NN	news
from	IN	from
Al	NP	Al
</doc>	NP	</doc>
