okay	JJ	okay
was	VBD	be
full	JJ	full
of	IN	of
lies	NNS	lie
and	CC	and
deception	NN	deception
and	CC	and
she	PP	she
she	PP	she
as	RB	as
if	IN	if
she	PP	she
understand	VVP	understand
the	DT	the
needs	NNS	need
of	IN	of
Israel	NP	Israel
for	IN	for
security	NN	security
and	CC	and
and	CC	and
what	WP	what
Israel	NP	Israel
wants	VVZ	want
which	WDT	which
is	VBZ	be
expansion	NN	expansion
and	CC	and
denying	VVG	deny
the	DT	the
Palestinian	JJ	Palestinian
right	NN	right
to	TO	to
self	JJ	self
-	NN	-
determination	NN	determination
so	IN	so
she	PP	she
she	PP	she
is	VBZ	be
insinuating	VVG	insinuate
that	IN/that	that
under	IN	under
her	PP$	her
leadership	NN	leadership
uh	UH	uh
in	IN	in
her	PP$	her
Administration	NN	administration
if	IN	if
uh	UH	uh
she	PP	she
got	VVD	get
elected	VVN	elect
uh	UH	uh
she	PP	she
would	MD	would
follow	VV	follow
a	DT	a
different	JJ	different
approach	NN	approach
and	CC	and
I	PP	I
think	VVP	think
this	DT	this
is	VBZ	be
very	RB	very
important	JJ	important
it	PP	it
it	PP	it
carries	VVZ	carry
a	DT	a
lot	NN	lot
of	IN	of
Courage	NN	courage
on	IN	on
the	DT	the
part	NN	part
of	IN	of
Harris	NP	Harris
look	VVP	look
and	CC	and
and	CC	and
looking	VVG	look
ahead	RB	ahead
uh	UH	uh
Netanyahu	NP	Netanyahu
uh	UH	uh
we	PP	we
expect	VVP	expect
him	PP	him
to	TO	to
be	VB	be
meeting	VVG	meet
with	IN	with
Donald	NP	Donald
Trump	NP	Trump
what	WP	what
'	POS	'
s	NN	S
he	PP	he
banking	VVG	bank
on	IN	on
here	RB	here
is	VBZ	be
he	PP	he
banking	VVG	bank
on	IN	on
Trump	NP	Trump
'	POS	'
s	JJ	s
return	NN	return
to	TO	to
power	NN	power
to	TO	to
bolster	VV	bolster
his	PP$	his
own	JJ	own
political	JJ	political
fortunes	NNS	fortune
yes	RB	yes
you	PP	you
'	POS	'
re	NN	re
right	NN	right
I	PP	I
think	VVP	think
one	CD	one
of	IN	of
his	PP$	his
objectives	NNS	objective
is	VBZ	be
to	TO	to
M	NP	M
fences	NNS	fence
with	IN	with
Trump	NP	Trump
after	IN	after
the	DT	the
relationship	NN	relationship
was	VBD	be
troubled	VVN	trouble
a	DT	a
little	RB	little
bit	VVD	bite
uh	UH	uh
because	IN	because
of	IN	of
netanyahu	NP	netanyahu
'	POS	'
s	NN	S
statements	NNS	statement
supporting	VVG	support
Biden	NP	Biden
at	IN	at
one	CD	one
point	NN	point
I	PP	I
think	VVP	think
he	PP	he
understand	VVP	understand
that	IN/that	that
Trump	NP	Trump
doesn	NP	doesn
'	POS	'
t	NN	t
care	NN	care
about	IN	about
the	DT	the
Palestinians	NPS	Palestinians
and	CC	and
all	RB	all
he	PP	he
cares	VVZ	care
about	RB	about
is	VBZ	be
to	TO	to
have	VH	have
a	DT	a
transaction	NN	transaction
transactional	JJ	transactional
foreign	JJ	foreign
policy	NN	policy
where	WRB	where
he	PP	he
can	MD	can
continue	VV	continue
with	IN	with
the	DT	the
Abraham	NP	Abraham
Accord	NP	Accord
so	IN	so
Netanyahu	NP	Netanyahu
probably	RB	probably
think	VVP	think
think	VVP	think
that	IN/that	that
you	PP	you
know	VVP	know
all	DT	all
of	IN	of
his	PP$	his
lies	NNS	lie
and	CC	and
deception	NN	deception
would	MD	would
resonate	VV	resonate
resonate	VV	resonate
well	RB	well
with	IN	with
with	IN	with
Trump	NP	Trump
uh	UH	uh
so	IN	so
he	PP	he
'	POS	'
s	NNS	s
trying	VVG	try
to	TO	to
Bank	NP	Bank
in	IN	in
that	WDT	that
he	PP	he
'	POS	'
s	NNS	s
trying	VVG	try
to	TO	to
uh	UH	uh
uh	UH	uh
kind	NN	kind
of	IN	of
uh	UH	uh
reignite	VV	reignite
the	DT	the
bonds	NNS	bond
or	CC	or
the	DT	the
Lost	VVN	lose
bonds	NNS	bond
between	IN	between
both	DT	both
of	IN	of
them	PP	them
uh	UH	uh
in	IN	in
anticipation	NN	anticipation
of	IN	of
Trump	NP	Trump
'	POS	'
s	NNS	s
winning	VVG	win
elections	NNS	election
in	IN	in
November	NP	November
but	CC	but
here	RB	here
'	''	'
s	VVG	s
the	DT	the
thing	NN	thing
I	PP	I
mean	VVP	mean
the	DT	the
the	DT	the
big	JJ	big
question	NN	question
of	IN	of
course	NN	course
is	VBZ	be
whether	IN	whether
Netanyahu	NP	Netanyahu
himself	PP	himself
will	MD	will
still	RB	still
be	VB	be
in	IN	in
power	NN	power
later	RBR	later
year	NN	year
if	IN	if
Trump	NP	Trump
wins	VVZ	win
the	DT	the
election	NN	election
with	IN	with
all	PDT	all
the	DT	the
domestic	JJ	domestic
pressures	NNS	pressure
on	IN	on
him	PP	him
of	IN	of
course	NN	course
there	RB	there
'	POS	'
s	NN	S
the	DT	the
looming	VVG	loom
ICC	NP	ICC
arrest	NN	arrest
warrant	NN	warrant
and	CC	and
we	PP	we
were	VBD	be
just	RB	just
showing	VVG	show
the	DT	the
demonstrations	NNS	demonstration
also	RB	also
uh	UH	uh
in	IN	in
the	DT	the
US	NP	US
against	IN	against
him	PP	him
so	CC	so
uh	UH	uh
I	PP	I
mean	VVP	mean
he	PP	he
'	''	'
s	VVG	s
he	PP	he
'	POS	'
s	NNS	s
a	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
would	MD	would
describe	VV	describe
him	PP	him
as	IN	as
being	VBG	be
internationally	RB	internationally
isolated	VVN	isolate
he	PP	he
is	VBZ	be
isolated	VVN	isolate
internationally	RB	internationally
and	CC	and
even	RB	even
internally	RB	internally
uh	UH	uh
given	VVN	give
the	DT	the
uh	UH	uh
the	DT	the
mounting	VVG	mount
pressure	NN	pressure
from	IN	from
the	DT	the
Grassroots	NNS	grassroots
from	IN	from
demonstrations	NNS	demonstration
in	IN	in
Tel	NP	Tel
Aviv	NP	Aviv
and	CC	and
different	JJ	different
uh	UH	uh
C	NP	C
is	VBZ	be
in	IN	in
the	DT	the
occupied	JJ	occupied
territories	NNS	territory
I	PP	I
mean	VVP	mean
in	IN	in
isra	NN	isra
in	IN	in
in	IN	in
Palestine	NP	Palestine
1948	CD	@card@
uh	UH	uh
we	PP	we
'	POS	'
ve	NN	ve
seen	VVN	see
this	DT	this
pressure	NN	pressure
and	CC	and
even	VV	even
uh	UH	uh
his	PP$	his
opponent	NN	opponent
the	DT	the
opposition	NN	opposition
leader	NN	leader
a	DT	a
Leed	NP	Leed
was	VBD	be
saying	VVG	say
that	IN/that	that
Nyah	NP	Nyah
was	VBD	be
better	JJR	good
off	IN	off
staying	VVG	stay
at	IN	at
Israel	NP	Israel
than	IN	than
taking	VVG	take
this	DT	this
uh	UH	uh
trip	NN	trip
to	TO	to
the	DT	the
states	NNS	state
where	WRB	where
which	WDT	which
he	PP	he
achieved	VVD	achieve
nothing	NN	nothing
uh	UH	uh
this	DT	this
is	VBZ	be
the	DT	the
first	JJ	first
time	NN	time
that	IN/that	that
we	PP	we
see	VVP	see
the	DT	the
Israeli	JJ	Israeli
leaders	NNS	leader
giving	VVG	give
a	DT	a
speech	NN	speech
at	IN	at
the	DT	the
Congress	NP	Congress
in	IN	in
a	DT	a
divided	VVN	divide
congress	NN	congress
with	IN	with
with	IN	with
a	DT	a
huge	JJ	huge
boycott	NN	boycott
and	CC	and
this	DT	this
is	VBZ	be
a	DT	a
statement	NN	statement
that	IN/that	that
criticizing	VVG	criticize
Israel	NP	Israel
and	CC	and
having	VHG	have
differen	NP	differen
Isel	NP	Isel
is	VBZ	be
no	RB	no
longer	RBR	longer
a	DT	a
taboo	NN	taboo
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
so	IN	so
this	DT	this
adds	VVZ	add
to	TO	to
his	PP$	his
own	JJ	own
isolation	NN	isolation
even	RB	even
not	RB	not
internationally	RB	internationally
I	PP	I
think	VVP	think
more	RBR	more
important	JJ	important
in	IN	in
in	IN	in
America	NP	America
now	RB	now
a	DT	a
few	JJ	few
people	NNS	people
would	MD	would
come	VV	come
in	IN	in
public	NN	public
and	CC	and
support	VV	support
Israel	NP	Israel
because	IN	because
the	DT	the
the	DT	the
criminal	JJ	criminal
war	NN	war
is	VBZ	be
no	RB	no
longer	RBR	longer
Justified	JJ	justified
and	CC	and
probably	RB	probably
it	PP	it
'	POS	'
s	NN	S
outlived	VVD	outlive
this	DT	this
usefulness	NN	usefulness
for	IN	for
many	JJ	many
of	IN	of
the	DT	the
the	DT	the
American	JJ	American
uh	UH	uh
observers	NNS	observer
all	RB	all
right	RB	right
thank	VV	thank
you	PP	you
so	IN	so
much	JJ	much
Hassan	NP	Hassan
barar	NN	barar
thanks	NNS	thanks
for	IN	for
joining	VVG	join
us	PP	us
from	IN	from
Amman	NP	Amman
make	VVP	make
sure	JJ	sure
to	TO	to
subscribe	VV	subscribe
to	TO	to
our	PP$	our
channel	NN	channel
to	TO	to
get	VV	get
the	DT	the
latest	JJS	late
news	NN	news
from	IN	from
Al	NP	Al
jazer	NP	jazer
