<video_id>cxiM2KFv_ws</video_id>	JJ	<video_id>cxiM2KFv_ws</video_id>
uh	UH	uh
held	VVN	hold
to	TO	to
account	VV	account
when	WRB	when
that	DT	that
is	VBZ	be
violated	VVN	violate
um	RB	um
how	WRB	how
confident	JJ	confident
can	MD	can
you	PP	you
be	VB	be
that	IN/that	that
those	DT	those
on	IN	on
both	DT	both
sides	NNS	side
of	IN	of
this	DT	this
conflict	NN	conflict
will	MD	will
ultimately	RB	ultimately
be	VB	be
held	VVN	hold
accountable	JJ	accountable
as	IN	as
you	PP	you
say	VVP	say
you	PP	you
know	VVP	know
the	DT	the
question	NN	question
of	IN	of
accountability	NN	accountability
uh	UH	uh
is	VBZ	be
a	DT	a
is	VBZ	be
a	DT	a
difficult	JJ	difficult
one	CD	one
but	CC	but
I	CD	@card@
don't	NN	don't
think	VVP	think
it's	NNS	it's
an	DT	an
option	NN	option
for	IN	for
us	PP	us
to	TO	to
think	VV	think
that	IN/that	that
it's	NNS	it's
not	RB	not
achievable	JJ	achievable
when	WRB	when
we	PP	we
are	VBP	be
dealing	VVG	deal
with	IN	with
human	JJ	human
suffering	NN	suffering
and	CC	and
we	PP	we
are	VBP	be
dealing	VVG	deal
with	IN	with
uh	UH	uh
violations	NNS	violation
of	IN	of
international	JJ	international
law	NN	law
at	IN	at
this	DT	this
scale	NN	scale
where	WRB	where
thousands	NNS	thousand
of	IN	of
people	NNS	people
have	VHP	have
been	VBN	be
killed	VVN	kill
including	VVG	include
thousands	NNS	thousand
of	IN	of
children	NNS	child
we	PP	we
are	VBP	be
seeing	VVG	see
you	PP	you
know	VVP	know
the	DT	the
violations	NNS	violation
of	IN	of
international	JJ	international
law	NN	law
the	DT	the
tenants	NNS	tenant
of	IN	of
international	JJ	international
law	NN	law
like	IN	like
the	DT	the
targeting	VVG	target
of	IN	of
humanitarian	JJ	humanitarian
workers	NNS	worker
uh	UH	uh
the	DT	the
killing	NN	killing
of	IN	of
journalists	NNS	journalist
um	VVG	um
the	DT	the
targeting	VVG	target
or	CC	or
and	CC	and
the	DT	the
destruction	NN	destruction
of	IN	of
hospitals	NNS	hospital
and	CC	and
medical	JJ	medical
facilities	NNS	facility
it	PP	it
is	VBZ	be
important	JJ	important
for	IN	for
our	PP$	our
common	JJ	common
Humanity	NN	humanity
uh	UH	uh
that	IN/that	that
we	PP	we
ensure	VVP	ensure
that	IN/that	that
these	DT	these
do	VVP	do
not	RB	not
go	VV	go
that	IN/that	that
there	EX	there
is	VBZ	be
accountability	NN	accountability
and	CC	and
that	IN/that	that
these	DT	these
crimes	NNS	crime
are	VBP	be
not	RB	not
we	PP	we
do	VVP	do
not	RB	not
look	VV	look
away	RP	away
um	NNS	um
you	PP	you
know	VVP	know
there	EX	there
have	VHP	have
also	RB	also
been	VBN	be
crimes	NNS	crime
that	WDT	that
were	VBD	be
committed	VVN	commit
inside	IN	inside
Israel	NP	Israel
and	CC	and
they	PP	they
also	RB	also
demand	VVP	demand
accountability	NN	accountability
but	CC	but
this	DT	this
is	VBZ	be
not	RB	not
the	DT	the
only	JJ	only
conflict	NN	conflict
in	IN	in
the	DT	the
world	NN	world
where	WRB	where
we	PP	we
see	VVP	see
the	DT	the
world	NN	world
looking	VVG	look
away	RB	away
and	CC	and
not	RB	not
bringing	VVG	bring
the	DT	the
full	JJ	full
forced	JJ	forced
rigor	NN	rigor
that	WDT	that
is	VBZ	be
required	VVN	require
to	TO	to
bring	VV	bring
Justice	NN	justice
and	CC	and
accountability	NN	accountability
and	CC	and
to	TO	to
stop	VV	stop
civilian	JJ	civilian
suffering	NN	suffering
the	DT	the
situation	NN	situation
in	IN	in
Sudan	NP	Sudan
for	IN	for
example	NN	example
in	IN	in
the	DT	the
DAR	NP	Dar
for	IN	for
region	NN	region
has	VHZ	have
fallen	VVN	fall
off	RP	off
the	DT	the
agenda	NN	agenda
we	PP	we
see	VVP	see
thousands	NNS	thousand
of	IN	of
people	NNS	people
who	WP	who
have	VHP	have
been	VBN	be
displaced	VVN	displace
women	NNS	woman
who	WP	who
have	VHP	have
been	VBN	be
victims	NNS	victim
of	IN	of
sexual	JJ	sexual
violence	NN	violence
and	CC	and
the	DT	the
targeting	VVG	target
of	IN	of
the	DT	the
maset	NN	maset
ethnic	JJ	ethnic
group	NN	group
um	NNS	um
and	CC	and
you	PP	you
know	VVP	know
that	IN/that	that
that	WDT	that
has	VHZ	have
received	VVN	receive
no	DT	no
International	NP	International
attention	NN	attention
and	CC	and
requires	VVZ	require
the	DT	the
same	JJ	same
level	NN	level
of	IN	of
commitment	NN	commitment
to	TO	to
ensure	VV	ensure
accountability	NN	accountability
that	IN/that	that
we	PP	we
saw	VVD	see
in	IN	in
contexts	NNS	context
like	IN	like
Ukraine	NP	Ukraine
where	WRB	where
we	PP	we
saw	VVD	see
the	DT	the
International	NP	International
Community	NP	Community
throw	VV	throw
all	DT	all
of	IN	of
the	DT	the
tools	NNS	tool
in	IN	in
the	DT	the
human	JJ	human
rights	NNS	right
and	CC	and
accountability	NN	accountability
toolkit	NN	toolkit
at	IN	at
the	DT	the
situation	NN	situation
we	PP	we
saw	VVD	see
investigations	NNS	investigation
we've	NN	we've
seen	VVN	see
ICC	NP	ICC
referrals	NNS	referral
we've	NN	we've
seen	VVN	see
um	NNS	um
domestic	JJ	domestic
uh	UH	uh
in	IN	in
investigations	NNS	investigation
by	IN	by
countries	NNS	country
who	WP	who
um	RB	um
were	VBD	be
prepared	VVN	prepare
to	TO	to
put	VV	put
resources	NNS	resource
in	IN	in
to	TO	to
investigate	VV	investigate
and	CC	and
prosecute	VV	prosecute
uh	UH	uh
war	NN	war
crimes	NNS	crime
in	IN	in
Ukraine	NP	Ukraine
and	CC	and
if	IN	if
anything	NN	anything
Ukraine	NP	Ukraine
shows	VVZ	show
us	PP	us
what	WP	what
is	VBZ	be
possible	JJ	possible
when	WRB	when
the	DT	the
world	NN	world
stands	VVZ	stand
up	RB	up
and	CC	and
takes	VVZ	take
violations	NNS	violation
of	IN	of
international	JJ	international
humanitarian	JJ	humanitarian
law	NN	law
seriously	RB	seriously
and	CC	and
we	PP	we
should	MD	should
expect	VV	expect
nothing	NN	nothing
less	JJR	less
from	IN	from
the	DT	the
other	JJ	other
conflicts	NNS	conflict
in	IN	in
the	DT	the
world	NN	world
from	IN	from
Myanmar	NP	Myanmar
to	TO	to
Ethiopia	NP	Ethiopia
to	TO	to
Sudan	NP	Sudan
to	TO	to
Gaza	NP	Gaza
we	PP	we
and	CC	and
Al	NP	Al
jaer	NP	jaer
regularly	RB	regularly
cover	VV	cover
uh	UH	uh
reports	NNS	report
that	WDT	that
are	VBP	be
released	VVN	release
by	IN	by
Human	NP	Human
Rights	NPS	Rights
Watch	NN	watch
and	CC	and
other	JJ	other
Aid	NN	aid
organizations	NNS	organization
around	IN	around
the	DT	the
world	NN	world
so	RB	so
many	JJ	many
of	IN	of
them	PP	them
are	VBP	be
filled	VVN	fill
with	IN	with
Tales	NP	Tales
of	IN	of
of	IN	of
of	IN	of
tragedies	NNS	tragedy
and	CC	and
harrowing	VVG	harrow
stories	NNS	story
of	IN	of
per	IN	per
of	IN	of
personal	JJ	personal
suffering	NN	suffering
what	WP	what
do	VVP	do
you	PP	you
think	VVP	think
it	PP	it
takes	VVZ	take
to	TO	to
refocus	VV	refocus
attention	NN	attention
onto	IN	onto
the	DT	the
these	DT	these
crises	NNS	crisis
around	IN	around
the	DT	the
world	NN	world
Gaza	NP	Gaza
is	VBZ	be
the	DT	the
one	CD	one
at	IN	at
the	DT	the
moment	NN	moment
but	CC	but
you	PP	you
mentioned	VVD	mention
Sudan	NP	Sudan
of	IN	of
course	NN	course
what	WP	what
does	VVZ	do
it	PP	it
take	VV	take
to	TO	to
re-engage	NN	re-engage
governments	NNS	government
and	CC	and
people	NNS	people
as	IN	as
individuals	NNS	individual
to	TO	to
get	VV	get
more	RBR	more
involved	VVN	involve
and	CC	and
take	VV	take
action	NN	action
on	IN	on
situations	NNS	situation
like	IN	like
this	DT	this
well	RB	well
the	DT	the
the	DT	the
key	NN	key
is	VBZ	be
that	IN/that	that
we	PP	we
need	VVP	need
to	TO	to
end	VV	end
two	CD	two
really	RB	really
damaging	JJ	damaging
practices	NNS	practice
that	IN/that	that
Human	NP	Human
Rights	NPS	Rights
Watch	NN	watch
documented	VVN	document
as	IN	as
growing	VVG	grow
Trends	NNS	trend
in	IN	in
2023	CD	@card@
um	NNS	um
and	CC	and
that	DT	that
is	VBZ	be
double	VV	double
standards	NNS	standard
when	WRB	when
we	PP	we
see	VVP	see
the	DT	the
International	NP	International
Community	NP	Community
mobilized	VVD	mobilize
for	IN	for
some	DT	some
situations	NNS	situation
and	CC	and
not	RB	not
for	IN	for
others	NNS	other
um	NNS	um
because	IN	because
this	DT	this
sends	VVZ	send
a	DT	a
message	NN	message
um	NN	um
that	IN/that	that
some	DT	some
lives	NNS	life
are	VBP	be
worth	JJ	worth
more	JJR	more
than	IN	than
others	NNS	other
and	CC	and
that	WDT	that
erodes	VVZ	erode
trust	NN	trust
in	IN	in
the	DT	the
international	JJ	international
institutions	NNS	institution
which	WDT	which
we	PP	we
rely	VVP	rely
on	IN	on
like	IN	like
the	DT	the
UN	NP	UN
Security	NP	Security
Council	NP	Council
like	IN	like
the	DT	the
courts	VVZ	court
uh	UH	uh
like	IN	like
the	DT	the
general	JJ	general
assembly	NN	assembly
that	IN/that	that
we	PP	we
rely	VVP	rely
on	IN	on
to	TO	to
deliver	VV	deliver
human	JJ	human
rights	NNS	right
and	CC	and
ensure	VV	ensure
accountability	NN	accountability
so	RB	so
then	RB	then
enter	VV	enter
double	JJ	double
standards	NNS	standard
and	CC	and
for	IN	for
states	NNS	state
to	TO	to
stop	VV	stop
being	VBG	be
able	JJ	able
to	TO	to
cherry-pick	NN	cherry-pick
um	NNS	um
and	CC	and
being	VBG	be
selective	JJ	selective
about	IN	about
where	WRB	where
they	PP	they
ensure	VVP	ensure
that	IN/that	that
International	JJ	international
humanitarian	JJ	humanitarian
law	NN	law
and	CC	and
international	JJ	international
law	NN	law
are	VBP	be
implemented	VVN	implement
um	RB	um
because	IN	because
you	PP	you
have	VHP	have
to	TO	to
remember	VV	remember
human	JJ	human
rights	NNS	right
are	VBP	be
not	RB	not
a	DT	a
nice	JJ	nice
to	TO	to
have	VH	have
these	DT	these
rights	NNS	right
emerged	VVD	emerge
out	RP	out
of	IN	of
the	DT	the
darkest	JJS	dark
times	NNS	time
in	IN	in
humanity	NN	humanity
they	PP	they
were	VBD	be
agreed	VVN	agree
upon	RP	upon
by	IN	by
countries	NNS	country
all	RB	all
over	IN	over
the	DT	the
world	NN	world
and	CC	and
they	PP	they
are	VBP	be
law	NN	law
they	PP	they
are	VBP	be
and	CC	and
when	WRB	when
countries	NNS	country
step	VVP	step
outside	JJ	outside
of	IN	of
those	DT	those
laws	NNS	law
or	CC	or
they	PP	they
violate	VVP	violate
those	DT	those
laws	NNS	law
they	PP	they
need	VVP	need
to	TO	to
be	VB	be
held	VVN	hold
accountable	JJ	accountable
it	PP	it
doesn't	VVD	doesn't
matter	VV	matter
who	WP	who
they	PP	they
they	PP	they
are	VBP	be
what	WP	what
region	NN	region
they're	NN	they're
in	IN	in
um	NNS	um
or	CC	or
who	WP	who
their	PP$	their
world	NN	world
leaders	NNS	leader
are	VBP	be
or	CC	or
who	WP	who
their	PP$	their
world	NN	world
leaders	NNS	leader
are	VBP	be
friends	NNS	friend
with	IN	with
accountability	NN	accountability
is	VBZ	be
for	IN	for
everyone	NN	everyone
and	CC	and
the	DT	the
second	JJ	second
practice	NN	practice
that	IN/that	that
we	PP	we
need	VVP	need
to	TO	to
see	VV	see
is	VBZ	be
that	IN/that	that
we	PP	we
have	VHP	have
seen	VVN	see
an	DT	an
alarming	JJ	alarming
rise	NN	rise
in	IN	in
States	NPS	States
beginning	NN	beginning
to	TO	to
to	TO	to
engage	VV	engage
in	IN	in
what	WP	what
we	PP	we
call	VVP	call
transactional	JJ	transactional
diplomacy	NN	diplomacy
where	WRB	where
they	PP	they
turn	VVP	turn
a	DT	a
blind	JJ	blind
eye	NN	eye
to	TO	to
human	JJ	human
rights	NNS	right
abusers	NNS	abuser
in	IN	in
exchange	NN	exchange
for	IN	for
meeting	VVG	meet
some	DT	some
sort	NN	sort
of	IN	of
short-term	JJ	short-term
domestic	JJ	domestic
need	NN	need
which	WDT	which
could	MD	could
be	VB	be
around	IN	around
uh	UH	uh
natural	JJ	natural
resources	NNS	resource
security	NN	security
um	NN	um
or	CC	or
migration	NN	migration
and	CC	and
increasingly	RB	increasingly
we've	VV	we've
seen	VVN	see
everything	NN	everything
from	IN	from
the	DT	the
catastrophic	JJ	catastrophic
EU	NP	EU
um	NN	um
the	DT	the
EU	NP	EU
migration	NN	migration
deals	NNS	deal
with	IN	with
countries	NNS	country
like	IN	like
Tunis	NP	Tunis
and	CC	and
Libya	NP	Libya
where	WRB	where
the	DT	the
EU	NP	EU
has	VHZ	have
just	RB	just
turned	VVN	turn
a	DT	a
blind	JJ	blind
eye	NN	eye
to	TO	to
the	DT	the
serious	JJ	serious
abuses	VVZ	abuse
uh	UH	uh
that	WDT	that
are	VBP	be
happening	VVG	happen
in	IN	in
those	DT	those
countries	NNS	country
and	CC	and
against	IN	against
um	JJ	um
uh	UH	uh
refugees	NNS	refugee
and	CC	and
migrants	NNS	migrant
in	IN	in
those	DT	those
countries	NNS	country
in	IN	in
exchange	NN	exchange
for	IN	for
keeping	VVG	keep
migrants	NNS	migrant
and	CC	and
refugees	NNS	refugee
out	RP	out
of	IN	of
the	DT	the
European	JJ	European
block	NN	block
this	DT	this
simply	RB	simply
just	RB	just
enable	VV	enable
sends	NNS	send
a	DT	a
message	NN	message
that	IN/that	that
these	DT	these
governments	NNS	government
AR	NP	Ar
accountable	JJ	accountable
um	NN	um
and	CC	and
it	PP	it
emboldens	VVZ	embolden
them	PP	them
to	TO	to
go	VV	go
even	RB	even
further	RBR	further
and	CC	and
as	IN	as
a	DT	a
result	NN	result
we	PP	we
saw	VVD	see
countries	NNS	country
for	IN	for
example	NN	example
uh	UH	uh
like	IN	like
Rwanda	NP	Rwanda
who	WP	who
have	VHP	have
taken	VVN	take
their	PP$	their
repression	NN	repression
uh	UH	uh
across	IN	across
borders	NNS	border
where	WRB	where
they're	NN	they're
pursuing	VVG	pursue
uh	UH	uh
where	WRB	where
there's	RB	there's
been	VBN	be
no	DT	no
accountability	NN	accountability
for	IN	for
abuses	NNS	abuse
at	IN	at
home	NN	home
and	CC	and
now	RB	now
they're	JJ	they're
beginning	NN	beginning
to	TO	to
hunt	VV	hunt
down	RP	down
uh	UH	uh
journalists	NNS	journalist
human	JJ	human
rights	NNS	right
Defenders	NNS	defender
uh	UH	uh
and	CC	and
political	JJ	political
dissidents	NNS	dissident
abroad	RB	abroad
from	IN	from
Sydney	NP	Sydney
to	TO	to
Paris	NP	Paris
so	IN	so
what	WP	what
it's	NNS	it's
going	VVG	go
to	TO	to
take	VV	take
is	VBZ	be
clear	VV	clear
um	NNS	um
in	IN	in
and	CC	and
consistent	JJ	consistent
uh	UH	uh
and	CC	and
committed	JJ	committed
action	NN	action
from	IN	from
all	DT	all
states	NNS	state
um	NN	um
in	IN	in
all	DT	all
contexts	NNS	context
TI	NP	TI
Hassan	NP	Hassan
is	VBZ	be
Executive	NP	Executive
Director	NP	Director
of	IN	of
Human	NP	Human
Rights	NPS	Rights
Watch	VVP	watch
we	PP	we
appreciate	VVP	appreciate
you	PP	you
being	JJ	being
with	IN	with
us	PP	us
thank	VVP	thank
you	PP	you
very	RB	very
much	RB	much
indeed	RB	indeed
</doc>	JJ	</doc>
