Tamara	NP	Tamara
is	VBZ	be
being	VBG	be
open	JJ	open
at	IN	at
the	DT	the
headquarters	NN	headquarters
in	IN	in
New	NP	New
York	NP	York
and	CC	and
these	DT	these
now	RB	now
former	JJ	former
employees	NNS	employee
will	MD	will
have	VH	have
the	DT	the
right	NN	right
of	IN	of
recourse	NN	recourse
in	IN	in
case	NN	case
the	DT	the
findings	NNS	finding
um	NNS	um
are	VBP	be
not	RB	not
are	VBP	be
are	NN	are
in	IN	in
their	PP$	their
favor	NN	favor
I	PP	I
believe	VVP	believe
there	EX	there
were	VBD	be
two	CD	two
employees	NNS	employee
who	WP	who
as	RB	as
of	IN	of
the	DT	the
secretary	NN	secretary
General	NP	General
'	POS	'
s	JJ	s
statement	NN	statement
on	IN	on
Sunday	NP	Sunday
were	VBD	be
still	RB	still
being	VBG	be
identified	VVN	identify
have	VHP	have
they	PP	they
been	VBN	be
identified	VVN	identify
now	RB	now
not	RB	not
yet	RB	yet
no	RB	no
you	PP	you
know	VVP	know
we	PP	we
have	VHP	have
13	CD	@card@
,	,	,
000	CD	@card@
staff	NN	staff
in	IN	in
Gaza	NP	Gaza
it	PP	it
takes	VVZ	take
a	DT	a
very	RB	very
very	RB	very
complex	JJ	complex
um	NNS	um
review	VVP	review
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
match	VV	match
names	NNS	name
that	IN/that	that
we	PP	we
receive	VVP	receive
from	IN	from
the	DT	the
government	NN	government
of	IN	of
Israel	NP	Israel
with	IN	with
names	NNS	name
of	IN	of
our	PP$	our
employees	NNS	employee
but	CC	but
if	IN	if
I	PP	I
may	MD	may
here	RB	here
remind	VV	remind
that	IN/that	that
un	JJ	un
shares	NNS	share
the	DT	the
full	JJ	full
list	NN	list
of	IN	of
names	NNS	name
of	IN	of
its	PP$	its
staff	NN	staff
in	IN	in
Gaza	NP	Gaza
and	CC	and
the	DT	the
West	NP	West
Bank	NP	Bank
including	VVG	include
East	NP	East
Jerusalem	NP	Jerusalem
with	IN	with
Israel	NP	Israel
every	DT	every
year	NN	year
so	IN	so
the	DT	the
list	NN	list
is	VBZ	be
known	VVN	know
the	DT	the
list	NN	list
of	IN	of
our	PP$	our
staff	NN	staff
is	VBZ	be
known	VVN	know
to	TO	to
the	DT	the
government	NN	government
of	IN	of
Israel	NP	Israel
every	DT	every
year	NN	year
this	DT	this
is	VBZ	be
interesting	JJ	interesting
I	PP	I
think	VVP	think
it	PP	it
'	''	'
s	NN	S
something	NN	something
our	PP$	our
viewers	NNS	viewer
might	MD	might
not	RB	not
know	VV	know
all	PDT	all
the	DT	the
people	NNS	people
that	WDT	that
unra	NP	unra
employs	VVZ	employ
including	VVG	include
the	DT	the
13	CD	@card@
,	,	,
000	CD	@card@
staff	NN	staff
members	NNS	member
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
Israel	NP	Israel
is	VBZ	be
aware	JJ	aware
of	IN	of
who	WP	who
works	VVZ	work
for	IN	for
you	PP	you
that	WDT	that
is	VBZ	be
correct	JJ	correct
we	PP	we
provide	VVP	provide
the	DT	the
names	NNS	name
of	IN	of
our	PP$	our
staff	NN	staff
to	TO	to
the	DT	the
host	NN	host
authorities	NNS	authority
in	IN	in
the	DT	the
countries	NNS	country
that	WDT	that
we	PP	we
work	VVP	work
in	IN	in
so	IN	so
Jordan	NP	Jordan
and	CC	and
Lebanon	NP	Lebanon
and	CC	and
Syria	NP	Syria
and	CC	and
we	PP	we
also	RB	also
provided	VVD	provide
to	TO	to
the	DT	the
state	NN	state
of	IN	of
Israel	NP	Israel
um	NNS	um
and	CC	and
here	RB	here
I	PP	I
speak	VVP	speak
specifically	RB	specifically
of	IN	of
our	PP$	our
employees	NNS	employee
in	IN	in
the	DT	the
West	NP	West
Bank	NP	Bank
including	VVG	include
East	NP	East
Jerusalem	NP	Jerusalem
and	CC	and
in	IN	in
Gaza	NP	Gaza
and	CC	and
and	NP	and
by	IN	by
the	DT	the
way	NN	way
do	VVP	do
they	PP	they
have	VHP	have
a	DT	a
say	VVP	say
in	IN	in
in	IN	in
um	NNS	um
not	RB	not
Staffing	NP	Staffing
decisions	NNS	decision
but	CC	but
when	WRB	when
you	PP	you
provide	VVP	provide
that	IN/that	that
list	NN	list
does	VVZ	do
Israel	NP	Israel
have	VHP	have
any	DT	any
right	NN	right
of	IN	of
comment	NN	comment
on	IN	on
who	WP	who
works	VVZ	work
for	IN	for
un	VVG	un
the	DT	the
host	NN	host
governments	NNS	government
and	CC	and
also	RB	also
the	DT	the
state	NN	state
of	IN	of
Israel	NP	Israel
may	MD	may
come	VV	come
back	RB	back
to	TO	to
us	PP	us
with	IN	with
concerns	NNS	concern
over	IN	over
staff	NN	staff
when	WRB	when
they	PP	they
received	VVD	receive
the	DT	the
list	NN	list
in	IN	in
the	DT	the
case	NN	case
of	IN	of
our	PP$	our
staff	NN	staff
in	IN	in
uh	UH	uh
the	DT	the
West	NP	West
Bank	NP	Bank
including	VVG	include
East	NP	East
Jerusalem	NP	Jerusalem
and	CC	and
Gaza	NP	Gaza
we	PP	we
have	VHP	have
not	RB	not
received	VVN	receive
concerns	NNS	concern
by	IN	by
the	DT	the
state	NN	state
of	IN	of
Israel	NP	Israel
upon	IN	upon
their	PP$	their
receiving	NN	receiving
of	IN	of
these	DT	these
lists	NNS	list
on	IN	on
an	DT	an
annual	JJ	annual
basis	NN	basis
but	CC	but
I	PP	I
also	RB	also
want	VVP	want
to	TO	to
uh	UH	uh
reiterate	VV	reiterate
the	DT	the
sturdy	JJ	sturdy
Recruitment	NN	recruitment
and	CC	and
screening	VVG	screen
that	IN/that	that
we	PP	we
do	VVP	do
to	TO	to
all	DT	all
our	PP$	our
staff	NN	staff
to	TO	to
ensure	VV	ensure
that	IN/that	that
we	PP	we
get	VV	get
uh	UH	uh
proper	JJ	proper
recommendations	NNS	recommendation
for	IN	for
them	PP	them
and	CC	and
that	IN/that	that
their	PP$	their
names	NNS	name
do	VVP	do
not	RB	not
match	VV	match
names	NNS	name
of	IN	of
people	NNS	people
listed	VVN	list
on	IN	on
the	DT	the
UN	NP	UN
Security	NP	Security
Council	NP	Council
sanctions	NNS	sanction
list	VVP	list
so	RB	so
we	PP	we
have	VHP	have
a	DT	a
thorough	JJ	thorough
and	CC	and
sturdy	JJ	sturdy
review	NN	review
before	IN	before
we	PP	we
recruit	VVP	recruit
anyone	NN	anyone
what	WP	what
does	VVZ	do
it	PP	it
say	VVP	say
to	TO	to
you	PP	you
that	IN/that	that
the	DT	the
biggest	JJS	big
donors	NNS	donor
to	TO	to
this	DT	this
UN	NP	UN
agency	NN	agency
have	VHP	have
pulled	VVN	pull
their	PP$	their
funding	NN	funding
and	CC	and
that	DT	that
is	VBZ	be
the	DT	the
majority	NN	majority
of	IN	of
the	DT	the
funding	NN	funding
that	WDT	that
goes	VVZ	go
to	TO	to
unoa	NP	unoa
has	VHZ	have
now	RB	now
been	VBN	be
suspended	VVN	suspend
based	VVN	base
on	IN	on
allegations	NNS	allegation
con	RB	con
concerning	VVG	concern
0	CD	@card@
.	SENT	.
04	CD	@card@
%	NN	%
of	IN	of
your	PP$	your
overall	JJ	overall
staff	NN	staff
well	RB	well
you	PP	you
you	PP	you
got	VVD	get
the	DT	the
maths	NNS	math
right	RB	right
and	CC	and
so	RB	so
in	IN	in
response	NN	response
to	TO	to
that	DT	that
uh	UH	uh
we	PP	we
are	VBP	be
pleading	VVG	plead
to	TO	to
our	PP$	our
biggest	JJS	big
donors	NNS	donor
who	WP	who
are	VBP	be
also	RB	also
our	PP$	our
partners	NNS	partner
our	PP$	our
partners	NNS	partner
in	IN	in
ensuring	VVG	ensure
that	IN/that	that
there	EX	there
'	''	'
s	VVG	s
an	DT	an
adequate	JJ	adequate
humanitarian	JJ	humanitarian
operation	NN	operation
in	IN	in
Gaza	NP	Gaza
we	PP	we
pleading	VVG	plead
with	IN	with
them	PP	them
not	RB	not
to	TO	to
to	TO	to
allow	VV	allow
the	DT	the
humanitarian	JJ	humanitarian
operation	NN	operation
towards	IN	towards
2	CD	@card@
million	CD	million
people	NNS	people
to	TO	to
collapse	NN	collapse
unwa	NN	unwa
has	VHZ	have
the	DT	the
largest	JJS	large
footprint	NN	footprint
in	IN	in
Gaza	NP	Gaza
we	PP	we
run	VVP	run
the	DT	the
shelters	NNS	shelter
where	WRB	where
more	JJR	more
than	IN	than
1	CD	@card@
million	CD	million
people	NNS	people
have	VHP	have
sought	VVN	seek
Refuge	NP	Refuge
we	PP	we
run	VVP	run
the	DT	the
um	JJ	um
food	NN	food
and	CC	and
wheat	NN	wheat
flour	NN	flour
distribution	NN	distribution
towards	IN	towards
the	DT	the
entire	JJ	entire
population	NN	population
there	EX	there
is	VBZ	be
no	RB	no
one	CD	one
no	DT	no
agency	NN	agency
no	RB	no
no	DT	no
humanitarian	JJ	humanitarian
actor	NN	actor
that	WDT	that
can	MD	can
replace	VV	replace
unwa	NN	unwa
especially	RB	especially
on	IN	on
such	JJ	such
short	JJ	short
notice	NN	notice
so	IN	so
our	PP$	our
position	NN	position
is	VBZ	be
please	UH	please
help	VV	help
us	PP	us
continue	VV	continue
saving	VVG	save
lives	NNS	life
in	IN	in
Gaza	NP	Gaza
and	CC	and
continue	VV	continue
providing	VVG	provide
that	DT	that
level	NN	level
of	IN	of
relief	NN	relief
food	NN	food
medical	JJ	medical
supplies	NNS	supply
Medical	NP	Medical
Services	NPS	Services
to	TO	to
an	DT	an
entire	JJ	entire
population	NN	population
that	WDT	that
is	VBZ	be
now	RB	now
dependent	JJ	dependent
on	IN	on
humanitarian	JJ	humanitarian
assistance	NN	assistance
the	DT	the
UN	NP	UN
Secretary	NP	Secretary
General	JJ	general
uh	UH	uh
mentioned	VVN	mention
in	IN	in
his	PP$	his
statement	NN	statement
on	IN	on
Sunday	NP	Sunday
that	IN/that	that
un	NNS	un
was	VBD	be
not	RB	not
funded	VVN	fund
through	IN	through
the	DT	the
end	NN	end
of	IN	of
February	NP	February
what	WP	what
happens	VVZ	happen
if	IN	if
the	DT	the
funding	NN	funding
does	VVZ	do
not	RB	not
resume	VV	resume
what	WP	what
happens	VVZ	happen
I	PP	I
mean	VV	mean
to	TO	to
the	DT	the
Palestinians	NNS	Palestinian
that	WDT	that
you	PP	you
help	VVP	help
specifically	RB	specifically
the	DT	the
Palestinians	NPS	Palestinians
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
the	DT	the
Palestinians	NPS	Palestinians
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
but	CC	but
also	RB	also
the	DT	the
the	DT	the
Palestinian	JJ	Palestinian
refugees	NNS	refugee
across	IN	across
the	DT	the
region	NN	region
will	MD	will
no	RB	no
longer	RBR	longer
be	VB	be
able	JJ	able
to	TO	to
get	VV	get
food	NN	food
clean	JJ	clean
water	NN	water
education	NN	education
Primary	JJ	primary
Health	NP	Health
Services	NPS	Services
and	CC	and
much	RB	much
more	JJR	more
if	IN	if
un	NNS	un
can	MD	can
cannot	MD	can
sustain	VV	sustain
its	PP$	its
operations	NNS	operation
Beyond	IN	beyond
March	NP	March
it	PP	it
is	VBZ	be
extremely	RB	extremely
serious	JJ	serious
for	IN	for
the	DT	the
well	NN	well
-	NN	-
being	VBG	be
for	IN	for
the	DT	the
rights	NNS	right
of	IN	of
Palestine	NP	Palestine
refugees	NNS	refugee
to	TO	to
critical	JJ	critical
uh	UH	uh
care	NN	care
but	CC	but
also	RB	also
for	IN	for
regional	JJ	regional
stability	NN	stability
it	PP	it
is	VBZ	be
extremely	RB	extremely
critical	JJ	critical
that	IN/that	that
the	DT	the
largest	JJS	large
humanitarian	JJ	humanitarian
agency	NN	agency
continues	VVZ	continue
providing	VVG	provide
humanitarian	JJ	humanitarian
assistance	NN	assistance
and	CC	and
continues	VVZ	continue
to	TO	to
contribute	VV	contribute
to	TO	to
Regional	JJ	regional
stability	NN	stability
in	IN	in
a	DT	a
volatile	JJ	volatile
environment	NN	environment
this	DT	this
is	VBZ	be
really	RB	really
not	RB	not
the	DT	the
time	NN	time
to	TO	to
stop	VV	stop
funding	NN	funding
to	TO	to
un	NNS	un
and	CC	and
to	TO	to
threaten	VV	threaten
its	PP$	its
ability	NN	ability
to	TO	to
continue	VV	continue
supporting	VVG	support
Millions	NNS	million
especially	RB	especially
in	IN	in
Gaza	NP	Gaza
today	NN	today
where	WRB	where
the	DT	the
war	NN	war
continues	VVZ	continue
the	DT	the
displacement	NN	displacement
continues	VVZ	continue
and	CC	and
the	DT	the
needs	NNS	need
are	VBP	be
so	RB	so
acute	JJ	acute
for	IN	for
us	PP	us
to	TO	to
call	VV	call
that	IN/that	that
to	TO	to
for	IN	for
us	PP	us
to	TO	to
warn	VV	warn
against	IN	against
famine	NN	famine
I	PP	I
I	PP	I
listen	VVP	listen
to	TO	to
what	WP	what
you	PP	you
say	VVP	say
and	CC	and
tell	VVP	tell
me	PP	me
if	IN	if
if	IN	if
these	DT	these
dots	NNS	dot
can	MD	can
be	VB	be
connected	VVN	connect
in	IN	in
this	DT	this
way	NN	way
you	PP	you
told	VVD	tell
me	PP	me
that	IN/that	that
you	PP	you
received	VVD	receive
that	IN/that	that
unar	NN	unar
was	VBD	be
working	VVG	work
off	RP	off
uh	UH	uh
is	VBZ	be
really	RB	really
evidence	NN	evidence
I	PP	I
believe	VVP	believe
based	VVN	base
on	IN	on
staff	NN	staff
and	CC	and
that	IN/that	that
'	POS	'
s	NN	S
why	WRB	why
they	PP	they
were	VBD	be
on	IN	on
on	IN	on
the	DT	the
staff	NN	staff
that	WDT	that
were	VBD	be
pre	NN	pre
prely	RB	prely
dismissed	VVD	dismiss
so	RB	so
that	IN/that	that
would	MD	would
mean	VV	mean
then	RB	then
that	IN/that	that
millions	NNS	million
of	IN	of
Palestinians	NPS	Palestinians
including	VVG	include
2	CD	@card@
million	CD	million
ACC	NP	ACC
quarter	NN	quarter
of	IN	of
whom	WP	whom
are	VBP	be
facing	VVG	face
starvation	NN	starvation
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
might	MD	might
not	RB	not
have	VH	have
any	DT	any
help	NN	help
from	IN	from
the	DT	the
biggest	JJS	big
aid	NN	aid
aid	NN	aid
agency	NN	agency
currently	RB	currently
operating	VVG	operate
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
based	VVN	base
on	IN	on
Israeli	JJ	Israeli
evidence	NN	evidence
that	WDT	that
has	VHZ	have
not	RB	not
been	VBN	be
verified	VVN	verify
is	VBZ	be
that	DT	that
correct	JJ	correct
that	WDT	that
is	VBZ	be
correct	JJ	correct
but	CC	but
that	WDT	that
does	VVZ	do
not	RB	not
diminish	VV	diminish
how	WRB	how
seriously	RB	seriously
we	PP	we
take	VVP	take
these	DT	these
allegations	NNS	allegation
and	CC	and
how	WRB	how
seriously	RB	seriously
the	DT	the
UN	NP	UN
Secretary	NP	Secretary
General	NP	General
takes	VVZ	take
them	PP	them
as	RB	as
well	RB	well
hence	RB	hence
his	PP$	his
commissioning	VVG	commission
of	IN	of
an	DT	an
investigation	NN	investigation
into	IN	into
the	DT	the
case	NN	case
of	IN	of
these	DT	these
staff	NN	staff
members	NNS	member
and	CC	and
hence	RB	hence
also	RB	also
un	NNS	un
commissioning	VVG	commission
an	DT	an
independent	JJ	independent
expert	NN	expert
review	NN	review
to	TO	to
make	VV	make
sure	JJ	sure
that	IN/that	that
our	PP$	our
internal	JJ	internal
safe	JJ	safe
guards	NNS	guard
against	IN	against
the	DT	the
implication	NN	implication
the	DT	the
possible	JJ	possible
implication	NN	implication
of	IN	of
some	DT	some
of	IN	of
our	PP$	our
staff	NN	staff
members	NNS	member
into	IN	into
Political	JJ	political
activities	NNS	activity
we	PP	we
are	VBP	be
doing	VVG	do
all	DT	all
we	PP	we
can	MD	can
to	TO	to
ensure	VV	ensure
that	IN/that	that
our	PP$	our
Frameworks	NNS	framework
are	VBP	be
sturdy	JJ	sturdy
and	CC	and
working	JJ	working
and	CC	and
that	IN/that	that
every	DT	every
single	JJ	single
staff	NN	staff
member	NN	member
of	IN	of
unra	NP	unra
I	NP	I
'	POS	'
m	NN	m
talking	VVG	talk
here	RB	here
about	IN	about
33	CD	@card@
,	,	,
000	CD	@card@
staff	NN	staff
member	NN	member
is	VBZ	be
truly	RB	truly
working	VVG	work
according	VVG	accord
to	TO	to
the	DT	the
UN	NP	UN
values	NNS	value
and	CC	and
principles	NNS	principle
and	CC	and
that	WDT	that
is	VBZ	be
working	VVG	work
away	RB	away
from	IN	from
politics	NNS	politics
we	PP	we
are	VBP	be
extremely	RB	extremely
serious	JJ	serious
about	IN	about
making	VVG	make
sure	JJ	sure
that	IN/that	that
every	DT	every
one	CD	one
of	IN	of
the	DT	the
33	CD	@card@
,	,	,
000	CD	@card@
staff	NN	staff
members	NNS	member
Works	NP	Works
wholeheartedly	RB	wholeheartedly
exclusively	RB	exclusively
on	IN	on
humanitarian	JJ	humanitarian
grounds	NNS	ground
and	CC	and
so	RB	so
far	RB	far
the	DT	the
75	CD	@card@
years	NNS	year
of	IN	of
Ona	NP	Ona
speak	VVP	speak
to	TO	to
our	PP$	our
ability	NN	ability
to	TO	to
offer	VV	offer
humanitarian	JJ	humanitarian
assistance	NN	assistance
away	RB	away
from	IN	from
politics	NNS	politics
and	CC	and
in	IN	in
a	DT	a
way	NN	way
that	WDT	that
has	VHZ	have
enabled	VVN	enable
generations	NNS	generation
of	IN	of
Palestine	NP	Palestine
refugees	NNS	refugee
to	TO	to
access	VV	access
critical	JJ	critical
basic	JJ	basic
health	NN	health
care	NN	care
reach	VV	reach
all	DT	all
vaccinations	NNS	vaccination
educate	VVP	educate
over	IN	over
2	CD	@card@
million	CD	million
Palestinian	JJ	Palestinian
children	NNS	child
some	DT	some
of	IN	of
whom	WP	whom
work	VVP	work
now	RB	now
at	IN	at
NAA	NP	NAA
and	CC	and
in	IN	in
reputable	JJ	reputable
um	NNS	um
Laboratories	NPS	Laboratories
around	IN	around
the	DT	the
world	NN	world
and	CC	and
reputable	JJ	reputable
businesses	NNS	business
and	CC	and
reputable	JJ	reputable
um	JJ	um
um	NN	um
reputable	JJ	reputable
um	VVZ	um
uh	UH	uh
Enterprises	NPS	Enterprises
so	IN	so
we	PP	we
do	VVP	do
have	VH	have
a	DT	a
lot	NN	lot
of	IN	of
success	NN	success
stories	NNS	story
that	WDT	that
we	PP	we
want	VVP	want
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
continue	VV	continue
but	CC	but
more	JJR	more
than	IN	than
that	IN/that	that
if	IN	if
if	IN	if
if	IN	if
I	PP	I
could	MD	could
jump	VV	jump
in	IN	in
there	EX	there
have	VHP	have
been	VBN	be
in	IN	in
other	JJ	other
cases	NNS	case
in	IN	in
other	JJ	other
countries	NNS	country
around	IN	around
the	DT	the
world	NN	world
where	WRB	where
there	EX	there
is	VBZ	be
UN	NP	UN
un	NN	un
presence	NN	presence
United	NP	United
Nations	NPS	Nations
presence	NN	presence
there	EX	there
have	VHP	have
been	VBN	be
documented	VVN	document
cases	NNS	case
of	IN	of
misconduct	NN	misconduct
from	IN	from
un	JJ	un
staff	NN	staff
whether	IN	whether
it	PP	it
'	POS	'
s	JJ	s
sexual	JJ	sexual
misconduct	NN	misconduct
other	JJ	other
types	NNS	type
of	IN	of
misconduct	NN	misconduct
in	IN	in
in	IN	in
ways	NNS	way
that	WDT	that
were	VBD	be
very	RB	very
serious	JJ	serious
that	WDT	that
were	VBD	be
documented	VVN	document
that	WDT	that
were	VBD	be
not	RB	not
allegations	NNS	allegation
and	CC	and
I	PP	I
don	VVP	don
'	''	'
t	NN	t
recall	VVP	recall
that	IN/that	that
the	DT	the
funding	NN	funding
was	VBD	be
suspended	VVN	suspend
for	IN	for
whether	IN	whether
it	PP	it
was	VBD	be
peacekeeping	VVG	peacekeepe
operations	NNS	operation
or	CC	or
humanitarian	JJ	humanitarian
operations	NNS	operation
depending	VVG	depend
on	IN	on
the	DT	the
case	NN	case
in	IN	in
the	DT	the
country	NN	country
why	WRB	why
do	VVP	do
you	PP	you
think	VVP	think
in	IN	in
aoa	NN	aoa
'	POS	'
s	NN	S
case	NN	case
all	RB	all
of	IN	of
a	DT	a
sudden	JJ	sudden
most	JJS	most
of	IN	of
your	PP$	your
funding	NN	funding
is	VBZ	be
pulled	VVN	pull
that	DT	that
is	VBZ	be
a	DT	a
question	NN	question
to	TO	to
ask	VV	ask
our	PP$	our
donors	NNS	donor
and	CC	and
that	WDT	that
is	VBZ	be
and	CC	and
and	CC	and
our	PP$	our
position	NN	position
is	VBZ	be
to	TO	to
ask	VV	ask
our	PP$	our
donors	NNS	donor
to	TO	to
continue	VV	continue
to	TO	to
stand	VV	stand
by	IN	by
us	PP	us
especially	RB	especially
that	IN/that	that
uh	UH	uh
our	PP$	our
added	JJ	added
value	NN	value
to	TO	to
the	DT	the
lives	NNS	life
of	IN	of
Palestinian	JJ	Palestinian
Palestine	NP	Palestine
refugees	NNS	refugee
and	CC	and
to	TO	to
the	DT	the
current	JJ	current
situation	NN	situation
in	IN	in
Gaza	NP	Gaza
have	VHP	have
long	RB	long
been	VBN	be
documented	VVN	document
this	DT	this
current	JJ	current
conflict	NN	conflict
showed	VVD	show
the	DT	the
Irreplaceable	JJ	irreplaceable
role	NN	role
that	IN/that	that
erra	NP	Erra
plays	VVZ	play
it	PP	it
is	VBZ	be
our	PP$	our
trucks	NNS	truck
that	WDT	that
bring	VVP	bring
in	IN	in
the	DT	the
humanitarian	JJ	humanitarian
assistant	NN	assistant
it	PP	it
is	VBZ	be
our	PP$	our
people	NNS	people
that	WDT	that
distribute	VVP	distribute
wheat	NN	wheat
flour	NN	flour
and	CC	and
shelters	NNS	shelter
is	VBZ	be
is	VBZ	be
our	PP$	our
people	NNS	people
who	WP	who
are	VBP	be
themselves	PP	themselves
displaced	VVN	displace
in	IN	in
shelters	NNS	shelter
that	WDT	that
have	VHP	have
been	VBN	be
working	VVG	work
even	RB	even
though	IN	though
they	PP	they
themselves	PP	themselves
are	VBP	be
displaced	VVN	displace
it	PP	it
is	VBZ	be
our	PP$	our
doctors	NNS	doctor
that	WDT	that
continue	VVP	continue
to	TO	to
give	VV	give
um	JJ	um
Medical	NP	Medical
Services	NPS	Services
through	IN	through
mobile	JJ	mobile
clinics	NNS	clinic
in	IN	in
Gaza	NP	Gaza
if	IN	if
that	WDT	that
is	VBZ	be
not	RB	not
testimony	NN	testimony
to	TO	to
the	DT	the
hard	JJ	hard
work	NN	work
and	CC	and
the	DT	the
success	NN	success
of	IN	of
funa	NN	funa
Against	IN	against
All	DT	all
Odds	NNS	odd
I	PP	I
don	VVP	don
'	''	'
t	NN	t
know	VVP	know
what	WP	what
would	MD	would
be	VB	be
testimony	NN	testimony
Tamor	NP	Tamor
Al	NP	Al
Rafi	NP	Rafi
spokesperson	NN	spokesperson
for	IN	for
erir	NN	erir
the	DT	the
United	NP	United
Nations	NPS	Nations
relief	NN	relief
and	CC	and
works	VVZ	work
Agency	NN	agency
for	IN	for
Palestinian	JJ	Palestinian
refugees	NNS	refugee
in	IN	in
the	DT	the
East	NNS	East
thank	VVP	thank
you	PP	you
for	IN	for
joining	VVG	join
us	PP	us
in	IN	in
the	DT	the
program	NN	program
thank	VVP	thank
you	PP	you
