VI	NP	VI
Americans	NPS	Americans
because	IN	because
they	PP	they
are	VBP	be
very	RB	very
worried	VVN	worry
that	IN/that	that
this	DT	this
could	MD	could
be	VB	be
a	DT	a
major	JJ	major
fracture	NN	fracture
in	IN	in
the	DT	the
relationship	NN	relationship
and	CC	and
they	PP	they
don	VVP	don
'	''	'
t	NN	t
know	VVP	know
quite	RB	quite
what	WP	what
that	DT	that
means	NN	means
for	IN	for
Israel	NP	Israel
going	VVG	go
forward	RB	forward
now	RB	now
beyond	IN	beyond
that	IN/that	that
just	RB	just
in	IN	in
the	DT	the
past	JJ	past
10	CD	@card@
minutes	NNS	minute
or	CC	or
so	RB	so
we	PP	we
are	VBP	be
seeing	VVG	see
that	IN/that	that
Israeli	JJ	Israeli
far	JJ	far
right	JJ	right
-	NN	-
wing	NN	wing
national	JJ	national
security	NN	security
minister	NN	minister
itar	NN	itar
bin	NN	bin
gavier	NN	gavier
tweeted	VVD	tweet
that	IN/that	that
Hamas	NP	Hamas
loves	VVZ	love
Biden	NP	Biden
this	DT	this
clearly	RB	clearly
in	IN	in
response	NN	response
to	TO	to
that	DT	that
interview	NN	interview
that	IN/that	that
Joe	NP	Joe
Biden	NP	Biden
gave	VVD	give
and	CC	and
the	DT	the
decision	NN	decision
to	TO	to
Halt	NP	Halt
weapon	NN	weapon
shipment	NN	shipment
if	IN	if
uh	UH	uh
Israel	NP	Israel
were	VBD	be
to	TO	to
continue	VV	continue
going	VVG	go
into	IN	into
ra	NNS	ra
beyond	IN	beyond
that	WDT	that
you	PP	you
'	POS	'
ve	NN	ve
had	VHD	have
the	DT	the
head	NN	head
of	IN	of
the	DT	the
opposition	NN	opposition
in	IN	in
Israel	NP	Israel
yir	NP	yir
lepid	NN	lepid
who	WP	who
has	VHZ	have
responded	VVN	respond
to	TO	to
that	WDT	that
tweet	VVP	tweet
by	IN	by
itar	NN	itar
bin	NN	bin
gav	NN	gav
leid	NN	leid
has	VHZ	have
said	VVN	say
every	DT	every
Israeli	NP	Israeli
is	VBZ	be
in	IN	in
danger	NN	danger
if	IN	if
Netanyahu	NP	Netanyahu
doesn	NP	doesn
'	POS	'
t	NN	t
fire	NN	fire
itar	NN	itar
bin	NN	bin
gavier	NN	gavier
today	NN	today
so	RB	so
clearly	RB	clearly
you	PP	you
can	MD	can
see	VV	see
that	IN/that	that
the	DT	the
right	JJ	right
-	NN	-
wing	NN	wing
in	IN	in
Israel	NP	Israel
far	RB	far
right	RB	right
-	JJ	-
wing	NN	wing
ministers	NNS	minister
they	PP	they
are	VBP	be
very	RB	very
angry	JJ	angry
about	IN	about
Biden	NP	Biden
'	POS	'
s	NN	S
decision	NN	decision
and	CC	and
about	IN	about
the	DT	the
Hal	NP	Hal
of	IN	of
weapons	NNS	weapon
the	DT	the
defense	NN	defense
establishment	NN	establishment
is	VBZ	be
very	RB	very
concerned	JJ	concerned
about	IN	about
what	WP	what
this	DT	this
means	NN	means
for	IN	for
the	DT	the
uh	UH	uh
for	IN	for
Israel	NP	Israel
going	VVG	go
forward	RB	forward
and	CC	and
the	DT	the
relationship	NN	relationship
with	IN	with
the	DT	the
US	NP	US
and	CC	and
now	RB	now
you	PP	you
have	VHP	have
members	NNS	member
of	IN	of
the	DT	the
opposition	NN	opposition
who	WP	who
are	VBP	be
Furious	JJ	furious
that	IN/that	that
itar	NN	itar
bin	NN	bin
gavier	NN	gavier
would	MD	would
tweet	VV	tweet
something	NN	something
so	IN	so
incendiary	JJ	incendiary
saying	VVG	say
Hamas	NN	Hamas
loves	VVZ	love
Biden	NP	Biden
indicating	VVG	indicate
that	IN/that	that
essentially	RB	essentially
Hamas	NP	Hamas
is	VBZ	be
very	RB	very
happy	JJ	happy
that	IN/that	that
Biden	NP	Biden
decided	VVD	decide
to	TO	to
stop	VV	stop
weapon	NN	weapon
shipment	NN	shipment
to	TO	to
Israel	NP	Israel
and	CC	and
of	IN	of
course	NN	course
in	IN	in
the	DT	the
in	IN	in
the	DT	the
background	NN	background
to	TO	to
all	DT	all
of	IN	of
this	DT	this
Muhammad	NP	Muhammad
the	DT	the
talks	NNS	talk
are	VBP	be
continuing	VVG	continue
in	IN	in
Cairo	NP	Cairo
there	EX	there
'	''	'
s	RB	s
been	VBN	be
a	DT	a
lot	NN	lot
of	IN	of
speculation	NN	speculation
around	IN	around
these	DT	these
talks	NNS	talk
over	IN	over
the	DT	the
last	JJ	last
uh	UH	uh
few	JJ	few
days	NNS	day
um	JJ	um
from	IN	from
your	PP$	your
perspective	NN	perspective
or	CC	or
where	WRB	where
you	PP	you
are	VBP	be
what	WP	what
'	POS	'
s	NNS	s
the	DT	the
interpretation	NN	interpretation
of	IN	of
where	WRB	where
things	NNS	thing
lie	VVP	lie
with	IN	with
those	DT	those
well	NN	well
that	RB	that
'	POS	'
s	NN	S
very	RB	very
much	RB	much
an	DT	an
open	JJ	open
question	NN	question
at	IN	at
this	DT	this
hour	NN	hour
obviously	RB	obviously
it	PP	it
continues	VVZ	continue
to	TO	to
be	VB	be
a	DT	a
very	RB	very
complicated	JJ	complicated
situation	NN	situation
there	EX	there
are	VBP	be
so	RB	so
many	JJ	many
contradictory	JJ	contradictory
reports	NNS	report
throughout	IN	throughout
the	DT	the
Israeli	JJ	Israeli
media	NN	media
media	NNS	medium
landscape	NN	landscape
and	CC	and
throughout	IN	throughout
uh	UH	uh
other	JJ	other
uh	UH	uh
uh	UH	uh
media	NNS	medium
landscapes	NNS	landscape
in	IN	in
the	DT	the
region	NN	region
other	JJ	other
reports	NNS	report
um	NNS	um
you	PP	you
have	VHP	have
reports	NNS	report
emanating	VVG	emanate
out	RP	out
of	IN	of
Cairo	NP	Cairo
that	IN/that	that
the	DT	the
gaps	NNS	gap
are	VBP	be
narrowing	VVG	narrow
you	PP	you
have	VHP	have
reports	NNS	report
in	IN	in
Israel	NP	Israel
saying	VVG	say
that	IN/that	that
major	JJ	major
gaps	NNS	gap
remain	VVP	remain
and	CC	and
that	IN/that	that
Israel	NP	Israel
continues	VVZ	continue
to	TO	to
maintain	VV	maintain
that	IN/that	that
what	WP	what
has	VHZ	have
been	VBN	be
presented	VVN	present
to	TO	to
them	PP	them
as	RB	as
far	RB	far
as	IN	as
the	DT	the
proposal	NN	proposal
that	IN/that	that
Hamas	NP	Hamas
has	VHZ	have
accepted	VVN	accept
that	IN/that	that
that	WDT	that
crosses	VVZ	cross
all	PDT	all
the	DT	the
red	JJ	red
lines	NNS	line
when	WRB	when
it	PP	it
comes	VVZ	come
to	TO	to
Israel	NP	Israel
look	VVP	look
it	PP	it
is	VBZ	be
complicated	VVN	complicate
uh	UH	uh
the	DT	the
devil	NN	devil
is	VBZ	be
very	RB	very
much	JJ	much
in	IN	in
the	DT	the
details	VVZ	detail
uh	UH	uh
the	DT	the
CIA	NP	CIA
Chief	NP	Chief
William	NP	William
Burns	NP	Burns
was	VBD	be
in	IN	in
Israel	NP	Israel
yesterday	NN	yesterday
he	PP	he
met	VVD	meet
with	IN	with
prime	JJ	prime
minister	NN	minister
Benjamin	NP	Benjamin
Netanyahu	NP	Netanyahu
he	PP	he
met	VVD	meet
with	IN	with
other	JJ	other
members	NNS	member
of	IN	of
the	DT	the
security	NN	security
establishment	NN	establishment
it	PP	it
'	POS	'
s	NNS	s
being	VBG	be
reported	VVN	report
in	IN	in
Israeli	JJ	Israeli
media	NNS	medium
that	IN/that	that
burns	NNS	burn
said	VVD	say
to	TO	to
his	PP$	his
counterparts	NNS	counterpart
that	IN/that	that
this	DT	this
should	MD	should
not	RB	not
be	VB	be
considered	VVN	consider
to	TO	to
be	VB	be
an	DT	an
end	NN	end
to	TO	to
the	DT	the
war	NN	war
that	IN/that	that
this	DT	this
should	MD	should
con	RB	con
be	VB	be
considered	VVN	consider
to	TO	to
be	VB	be
a	DT	a
pause	NN	pause
to	TO	to
the	DT	the
war	NN	war
that	IN/that	that
it	PP	it
should	MD	should
be	VB	be
a	DT	a
positive	JJ	positive
development	NN	development
and	CC	and
that	IN/that	that
further	JJR	further
actions	NNS	action
can	MD	can
be	VB	be
negotiated	VVN	negotiate
after	IN	after
that	DT	that
um	NN	um
but	CC	but
when	WRB	when
you	PP	you
look	VVP	look
at	IN	at
articles	NNS	article
emanating	VVG	emanate
out	RP	out
of	IN	of
Israel	NP	Israel
especially	RB	especially
when	WRB	when
they	PP	they
'	POS	'
re	NN	re
quoting	VVG	quote
right	JJ	right
-	NN	-
wing	NN	wing
politicians	NNS	politician
um	JJ	um
they	PP	they
are	VBP	be
saying	VVG	say
that	IN/that	that
red	JJ	red
lines	NNS	line
very	RB	very
much	RB	much
still	RB	still
remain	VV	remain
and	CC	and
there	EX	there
seems	VVZ	seem
to	TO	to
be	VB	be
a	DT	a
lot	NN	lot
of	IN	of
skepticism	NN	skepticism
by	IN	by
members	NNS	member
of	IN	of
the	DT	the
right	JJ	right
-	NN	-
wing	NN	wing
Coalition	NP	Coalition
of	IN	of
the	DT	the
government	NN	government
that	IN/that	that
this	DT	this
can	MD	can
actually	RB	actually
be	VB	be
achieved	VVN	achieve
nonetheless	RB	nonetheless
Bill	NP	Bill
Burns	NP	Burns
uh	UH	uh
is	VBZ	be
back	RB	back
in	IN	in
Cairo	NP	Cairo
now	RB	now
the	DT	the
talks	NNS	talk
are	VBP	be
continuing	VVG	continue
the	DT	the
Israeli	JJ	Israeli
delegation	NN	delegation
is	VBZ	be
in	IN	in
Cairo	NP	Cairo
the	DT	the
Hamas	JJ	Hamas
delegation	NN	delegation
is	VBZ	be
in	IN	in
Cairo	NP	Cairo
other	JJ	other
delegations	NNS	delegation
are	VBP	be
in	IN	in
Cairo	NP	Cairo
so	IN	so
we	PP	we
'	POS	'
ll	NNS	ll
just	RB	just
have	VH	have
to	TO	to
wait	VV	wait
and	CC	and
see	VV	see
as	IN	as
to	TO	to
how	WRB	how
this	DT	this
developed	VVN	develop
going	VVG	go
forward	JJ	forward
Rob	NP	Rob
Muhammad	NP	Muhammad
Jam	NN	jam
jum	NN	jum
in	IN	in
Aman	NP	Aman
Muhammad	NP	Muhammad
thank	VVP	thank
you	PP	you
make	VVP	make
sure	RB	sure
to	TO	to
subscribe	VV	subscribe
to	TO	to
our	PP$	our
channel	NN	channel
to	TO	to
get	VV	get
the	DT	the
latest	JJS	late
news	NN	news
from	IN	from
alaz	NP	alaz
