<video_id>R2smUZwCra0</video_id>	JJ	<video_id>R2smUZwCra0</video_id>
preparing	VVG	prepare
the	DT	the
governing	VVG	govern
alternative	NN	alternative
to	TO	to
Hamas	NNS	Hamas
while	IN	while
we	PP	we
will	MD	will
isolate	VV	isolate
areas	NNS	area
remove	VV	remove
Hamas	JJ	Hamas
operatives	NNS	operative
from	IN	from
these	DT	these
areas	NNS	area
and	CC	and
introduce	VV	introduce
other	JJ	other
forces	NNS	force
that	WDT	that
will	MD	will
enable	VV	enable
an	DT	an
alternative	JJ	alternative
government	NN	government
that	WDT	that
will	MD	will
also	RB	also
threaten	VV	threaten
Hamas	NNS	Hamas
well	RB	well
as	IN	as
you	PP	you
heard	VVD	hear
there	RB	there
he's	NNS	he's
talking	VVG	talk
about	IN	about
isolating	JJ	isolating
areas	NNS	area
and	CC	and
then	RB	then
he	PP	he
said	VVD	say
that	IN/that	that
they	PP	they
will	MD	will
remove	VV	remove
Hamas	JJ	Hamas
people	NNS	people
from	IN	from
there	RB	there
and	CC	and
introduce	VV	introduce
forces	NNS	force
in	RP	in
into	IN	into
that	IN/that	that
instead	RB	instead
who	WP	who
are	VBP	be
those	DT	those
people	NNS	people
we	PP	we
still	RB	still
don't	VVD	don't
know	VV	know
and	CC	and
this	DT	this
has	VHZ	have
been	VBN	be
the	DT	the
big	JJ	big
biggest	JJS	big
uh	UH	uh
problem	NN	problem
that	IN/that	that
not	RB	not
only	JJ	only
avalant	NN	avalant
has	VHZ	have
had	VHN	have
with	IN	with
prime	JJ	prime
minister	NN	minister
Benjamin	NP	Benjamin
Netanyahu	NP	Netanyahu
but	CC	but
also	RB	also
War	NP	War
cabinet	NN	cabinet
me	PP	me
me	PP	me
but	CC	but
Benny	NP	Benny
Gant	NP	Gant
who	WP	who
put	VVD	put
an	DT	an
ultimatum	NN	ultimatum
saying	VVG	say
that	IN/that	that
you	PP	you
have	VHP	have
to	TO	to
have	VH	have
a	DT	a
postwar	JJ	postwar
plan	NN	plan
but	CC	but
also	RB	also
International	JJ	international
pressure	NN	pressure
because	IN	because
they	PP	they
feel	VVP	feel
that	IN/that	that
the	DT	the
Israelis	NPS	Israelis
don't	VVD	don't
have	VH	have
a	DT	a
plan	NN	plan
they	PP	they
keep	VVP	keep
on	IN	on
talking	VVG	talk
about	IN	about
getting	VVG	get
rid	JJ	rid
of	IN	of
Hamas	NP	Hamas
but	CC	but
what	WP	what
next	JJ	next
that's	NNS	that's
the	DT	the
biggest	JJS	big
uh	UH	uh
question	NN	question
and	CC	and
certainly	RB	certainly
uh	UH	uh
some	DT	some
confusion	NN	confusion
it	PP	it
seems	VVZ	seem
as	RB	as
to	TO	to
this	DT	this
deal	NN	deal
whether	IN	whether
it	PP	it
will	MD	will
take	VV	take
place	NN	place
or	CC	or
not	RB	not
and	CC	and
even	RB	even
if	IN	if
it	PP	it
does	VVZ	do
take	VV	take
place	NN	place
will	MD	will
they	PP	they
ever	RB	ever
get	VVP	get
to	TO	to
phase	VV	phase
two	CD	two
it	PP	it
seems	VVZ	seem
unlikely	JJ	unlikely
according	VVG	accord
to	TO	to
the	DT	the
Israelis	NPS	Israelis
thank	VVP	thank
you	PP	you
Sarah	NP	Sarah
for	IN	for
that	DT	that
Sarah	NP	Sarah
hyat	NN	hyat
reporting	VVG	report
their	PP$	their
live	JJ	live
from	IN	from
Aman	NP	Aman
Jordan	NP	Jordan
because	IN	because
again	RB	again
the	DT	the
Israeli	JJ	Israeli
government	NN	government
has	VHZ	have
banned	VVN	ban
Al	NP	Al
jazer	NN	jazer
from	IN	from
reporting	VVG	report
from	IN	from
inside	IN	inside
Israel	NP	Israel
so	IN	so
we	PP	we
have	VHP	have
to	TO	to
do	VV	do
it	PP	it
from	IN	from
outside	IN	outside
the	DT	the
country	NN	country
well	NN	well
let's	NNS	let's
now	RB	now
speak	VVP	speak
to	TO	to
Gideon	NP	Gideon
Levy	NP	Levy
who's	NNS	who's
a	DT	a
columnist	NN	columnist
with	IN	with
the	DT	the
Israeli	NP	Israeli
Daily	NP	Daily
Newspaper	NP	Newspaper
haret	NN	haret
he	PP	he
joining	VVG	join
us	PP	us
from	IN	from
Tel	NP	Tel
Aviv	NP	Aviv
thank	VVP	thank
you	PP	you
so	RB	so
much	RB	much
for	IN	for
being	VBG	be
with	IN	with
us	PP	us
asara	NN	asara
said	VVD	say
there	RB	there
a	DT	a
great	JJ	great
deal	NN	deal
of	IN	of
confusion	NN	confusion
from	IN	from
Israeli	JJ	Israeli
leaders	NNS	leader
why	WRB	why
is	VBZ	be
that	IN/that	that
the	DT	the
case	NN	case
the	DT	the
Americans	NPS	Americans
are	VBP	be
insisting	VVG	insist
that	IN/that	that
this	DT	this
was	VBD	be
an	DT	an
Israeli	JJ	Israeli
plan	NN	plan
all	RB	all
along	IN	along
why	WRB	why
is	VBZ	be
a	DT	a
nany	NN	nany
government	NN	government
not	RB	not
owning	VVG	own
up	RP	up
to	TO	to
it	PP	it
there	EX	there
is	VBZ	be
something	NN	something
very	RB	very
enigmatic	JJ	enigmatic
in	IN	in
the	DT	the
air	NN	air
ever	RB	ever
since	IN	since
Friday	NP	Friday
evening	NN	evening
and	CC	and
I	PP	I
guess	VVP	guess
that	IN/that	that
we	PP	we
don't	VVD	don't
know	VV	know
the	DT	the
full	JJ	full
story	NN	story
or	CC	or
there	EX	there
is	VBZ	be
no	DT	no
Story	NN	story
the	DT	the
fact	NN	fact
is	VBZ	be
that	IN/that	that
President	NP	President
Biden	NP	Biden
claimed	VVD	claim
that	IN/that	that
the	DT	the
plan	NN	plan
that	IN/that	that
he	PP	he
had	VHD	have
represented	VVN	represent
is	VBZ	be
an	DT	an
Israeli	JJ	Israeli
plan	NN	plan
proved	VVN	prove
by	IN	by
Benjamin	NP	Benjamin
nany	NN	nany
nany	NN	nany
speaks	VVZ	speak
ever	RB	ever
since	IN	since
then	RB	then
in	IN	in
two	CD	two
voices	NNS	voice
one	CD	one
in	IN	in
English	NP	English
one	CD	one
in	IN	in
Hebrew	NP	Hebrew
and	CC	and
in	IN	in
both	DT	both
cases	NNS	case
he's	NNS	he's
very	RB	very
vain	JJ	vain
he's	NNS	he's
not	RB	not
very	RB	very
clear	JJ	clear
about	IN	about
the	DT	the
the	DT	the
right	JJ	right
Wingers	NNS	winger
said	VVD	say
immediately	RB	immediately
obviously	RB	obviously
that	IN/that	that
if	IN	if
n	NN	n
will	MD	will
agree	VV	agree
to	TO	to
this	DT	this
plan	NN	plan
there	EX	there
is	VBZ	be
no	DT	no
government	NN	government
so	IN	so
I	PP	I
think	VVP	think
netan	NN	netan
is	VBZ	be
being	VBG	be
pushed	VVN	push
now	RB	now
to	TO	to
the	DT	the
moment	NN	moment
of	IN	of
truth	NN	truth
in	IN	in
which	WDT	which
he	PP	he
will	MD	will
have	VH	have
to	TO	to
decide	VV	decide
yeah	RB	yeah
continuing	VVG	continue
the	DT	the
Bloodshed	NN	bloodshed
continuing	VVG	continue
the	DT	the
war	NN	war
or	CC	or
continuing	VVG	continue
this	DT	this
government	NN	government
and	CC	and
what	WP	what
do	VVP	do
you	PP	you
think	VVP	think
is	VBZ	be
likely	JJ	likely
to	TO	to
decide	VV	decide
as	IN	as
you	PP	you
said	VVD	say
there's	RB	there's
a	DT	a
great	JJ	great
deal	NN	deal
of	IN	of
pressure	NN	pressure
on	IN	on
him	PP	him
uh	UH	uh
Benny	NP	Benny
Gant	NP	Gant
as	IN	as
we've	NP	we've
heard	VVD	hear
has	VHZ	have
threatened	VVN	threaten
to	TO	to
quit	VV	quit
the	DT	the
Coalition	NP	Coalition
if	IN	if
he	PP	he
didn't	VVD	didn't
agree	VV	agree
to	TO	to
day	NN	day
after	IN	after
plan	NN	plan
for	IN	for
Gaza	NP	Gaza
but	CC	but
the	DT	the
extreme	JJ	extreme
farri	NN	farri
right	NN	right
members	NNS	member
of	IN	of
his	PP$	his
party	NN	party
are	VBP	be
also	RB	also
uh	UH	uh
threatening	VVG	threaten
to	TO	to
quit	VV	quit
I	PP	I
mean	VVP	mean
can	MD	can
the	DT	the
current	JJ	current
Israeli	JJ	Israeli
government	NN	government
survive	VV	survive
if	IN	if
Netanyahu	NP	Netanyahu
accepts	VVZ	accept
the	DT	the
steal	VV	steal
and	CC	and
if	IN	if
he	PP	he
rejects	VVZ	reject
it	PP	it
then	RB	then
what	WP	what
happens	VVZ	happen
it	PP	it
can	MD	can
survive	VV	survive
for	IN	for
the	DT	the
short	JJ	short
run	NN	run
but	CC	but
netan	NN	netan
is	VBZ	be
thinking	VVG	think
for	IN	for
the	DT	the
long	JJ	long
run	NN	run
if	IN	if
to	TO	to
judge	VV	judge
netan	NN	netan
until	IN	until
now	RB	now
he	PP	he
will	MD	will
choose	VV	choose
his	PP$	his
career	NN	career
over	IN	over
the	DT	the
benefit	NN	benefit
for	IN	for
its	PP$	its
own	JJ	own
country	NN	country
for	IN	for
his	PP$	his
own	JJ	own
country	NN	country
and	CC	and
he	PP	he
will	MD	will
reject	VV	reject
the	DT	the
deal	NN	deal
I	PP	I
don't	VVD	don't
see	VV	see
him	PP	him
stopping	VVG	stop
the	DT	the
war	NN	war
now	RB	now
and	CC	and
without	IN	without
stopping	VVG	stop
the	DT	the
war	NN	war
there	EX	there
is	VBZ	be
no	DT	no
deal	NN	deal
let's	NNS	let's
face	VVP	face
it	PP	it
I	PP	I
don't	VVD	don't
see	VV	see
him	PP	him
doing	VVG	do
it	PP	it
what	WP	what
about	IN	about
the	DT	the
pressure	NN	pressure
from	IN	from
Washington	NP	Washington
uh	UH	uh
you	PP	you
know	VVP	know
we	PP	we
we've	VV	we've
heard	VVN	hear
uh	UH	uh
Netanyahu	NP	Netanyahu
has	VHZ	have
been	VBN	be
invited	VVN	invite
to	TO	to
speak	VV	speak
to	TO	to
the	DT	the
US	NP	US
Congress	NP	Congress
in	IN	in
Washington	NP	Washington
everyone	NN	everyone
wants	VVZ	want
him	PP	him
to	TO	to
accept	VV	accept
this	DT	this
deal	NN	deal
in	IN	in
Washington	NP	Washington
not	RB	not
not	RB	not
just	RB	just
the	DT	the
Biden	NP	Biden
Administration	NP	Administration
but	CC	but
also	RB	also
the	DT	the
powerful	JJ	powerful
Jewish	JJ	Jewish
Lobby	NN	lobby
APAC	NP	APAC
do	VVP	do
you	PP	you
think	VVP	think
that	IN/that	that
might	MD	might
make	VV	make
a	DT	a
difference	NN	difference
if	IN	if
this	DT	this
external	JJ	external
pressure	NN	pressure
from	IN	from
Washington	NP	Washington
ramps	NNS	ramp
up	IN	up
I	PP	I
don't	VVD	don't
know	VV	know
about	RB	about
what	WP	what
pressure	NN	pressure
are	VBP	be
you	PP	you
talking	VVG	talk
about	IN	about
he	PP	he
just	RB	just
gets	VVZ	get
benefits	NNS	benefit
he's	NNS	he's
invited	VVD	invite
to	TO	to
the	DT	the
Congress	NP	Congress
what	WP	what
kind	NN	kind
of	IN	of
pressure	NN	pressure
Biden	NP	Biden
had	VHD	have
a	DT	a
wonderful	JJ	wonderful
plan	NN	plan
on	IN	on
Friday	NP	Friday
night	NN	night
presented	VVD	present
a	DT	a
real	JJ	real
wonderful	JJ	wonderful
plan	NN	plan
it	PP	it
was	VBD	be
just	RB	just
missing	VVG	miss
one	CD	one
sentence	NN	sentence
and	CC	and
the	DT	the
sentence	NN	sentence
should	MD	should
have	VH	have
been	VBN	be
if	IN	if
Israel	NP	Israel
says	VVZ	say
no	DT	no
arms	NNS	arm
delivery	NN	delivery
to	TO	to
Israel	NP	Israel
will	MD	will
stop	VV	stop
at	IN	at
one	CD	one
but	CC	but
he	PP	he
didn't	VVD	didn't
say	VV	say
and	CC	and
therefore	RB	therefore
I	PP	I
don't	VVD	don't
see	VV	see
any	DT	any
American	JJ	American
pressure	NN	pressure
I	PP	I
see	VVP	see
advises	VVZ	advise
I	PP	I
see	VVP	see
very	RB	very
soft	JJ	soft
words	NNS	word
through	IN	through
Israel	NP	Israel
and	CC	and
Israel	NP	Israel
is	VBZ	be
continuing	VVG	continue
with	IN	with
its	PP$	its
War	NN	war
well	RB	well
certainly	RB	certainly
a	DT	a
very	RB	very
pessimistic	JJ	pessimistic
Outlook	NN	outlook
you	PP	you
paint	VVP	paint
there	RB	there
thank	VV	thank
you	PP	you
so	IN	so
much	JJ	much
Gideon	NP	Gideon
Levy	NP	Levy
for	IN	for
talking	VVG	talk
to	TO	to
us	PP	us
on	IN	on
AES	NP	AES
here	RB	here
thank	VVP	thank
you	PP	you
fory	NN	fory
make	VV	make
sure	JJ	sure
to	TO	to
subscribe	VV	subscribe
to	TO	to
our	PP$	our
channel	NN	channel
to	TO	to
get	VV	get
the	DT	the
latest	JJS	late
news	NN	news
from	IN	from
aler	NN	aler
</doc>	NN	</doc>
