<video_id>i4mP8_z8WzI</video_id>	JJ	<video_id>i4mP8_z8WzI</video_id>
guests	NNS	guest
in	IN	in
a	DT	a
moment	NN	moment
but	CC	but
first	RB	first
this	DT	this
report	NN	report
from	IN	from
Michael	NP	Michael
Apple	NP	Apple
Silent	JJ	silent
Night	NN	night
on	IN	on
Christmas	NP	Christmas
Eve	NP	Eve
in	IN	in
a	DT	a
square	NN	square
usually	RB	usually
packed	VVN	pack
with	IN	with
pilgrims	NNS	pilgrim
and	CC	and
tourists	NNS	tourist
the	DT	the
Nativity	NN	nativity
scen	NN	scen
showing	VVG	show
the	DT	the
baby	JJ	baby
Jesus	NP	Jesus
whom	WP	whom
Christians	NNS	Christian
believe	VVP	believe
was	VBD	be
born	VVN	bear
in	IN	in
Bethlehem	NP	Bethlehem
more	RBR	more
than	IN	than
2,000	CD	@card@
years	NNS	year
ago	RB	ago
go	VVP	go
altered	VVN	alter
to	TO	to
reflect	VV	reflect
Israel's	NP	Israel's
war	NN	war
on	IN	on
Gaza	NP	Gaza
we	PP	we
put	VVD	put
this	DT	this
model	NN	model
as	IN	as
you	PP	you
see	VVP	see
to	TO	to
reflect	VV	reflect
the	DT	the
reality	NN	reality
and	CC	and
we	PP	we
are	VBP	be
sending	VVG	send
a	DT	a
message	NN	message
to	TO	to
the	DT	the
International	NP	International
Community	NP	Community
and	CC	and
to	TO	to
come	VV	come
here	RB	here
and	CC	and
to	TO	to
stand	VV	stand
with	IN	with
the	DT	the
Palestinian	JJ	Palestinian
cause	NN	cause
and	CC	and
to	TO	to
force	VV	force
Israel	NP	Israel
to	TO	to
stop	VV	stop
this	DT	this
aggression	NN	aggression
against	IN	against
our	PP$	our
people	NNS	people
the	DT	the
war	NN	war
in	IN	in
Gaza	NP	Gaza
Israeli	JJ	Israeli
raids	NNS	raid
on	IN	on
Palestinian	JJ	Palestinian
communities	NNS	community
in	IN	in
the	DT	the
occupied	JJ	occupied
West	NP	West
Bank	NP	Bank
and	CC	and
restrictions	NNS	restriction
on	IN	on
movement	NN	movement
it's	NNS	it's
a	DT	a
time	NN	time
of	IN	of
sorrow	NN	sorrow
and	CC	and
frustration	NN	frustration
and	CC	and
it's	NNS	it's
taking	VVG	take
a	DT	a
toll	NN	toll
on	IN	on
businesses	NNS	business
that	WDT	that
rely	VVP	rely
on	IN	on
the	DT	the
holiday	NN	holiday
season	NN	season
the	DT	the
situation	NN	situation
in	IN	in
Bethlehem	NP	Bethlehem
is	VBZ	be
hard	JJ	hard
because	IN	because
80%	CD	@card@
of	IN	of
the	DT	the
economy	NN	economy
here	RB	here
depends	VVZ	depend
on	IN	on
tourism	NN	tourism
we're	NN	we're
trying	VVG	try
to	TO	to
keep	VV	keep
the	DT	the
workshop	NN	workshop
running	VVG	run
for	IN	for
the	DT	the
workers	NNS	worker
because	IN	because
they	PP	they
all	RB	all
have	VHP	have
responsibilities	NNS	responsibility
and	CC	and
this	DT	this
is	VBZ	be
all	DT	all
they	PP	they
know	VVP	know
tourists	NNS	tourist
won't	NN	won't
come	VVP	come
here	RB	here
as	RB	as
long	JJ	long
as	IN	as
the	DT	the
war	NN	war
goes	VVZ	go
on	IN	on
it's	NNS	it's
terribly	RB	terribly
hard	JJ	hard
and	CC	and
sad	JJ	sad
it's	NNS	it's
the	DT	the
same	JJ	same
in	IN	in
the	DT	the
old	JJ	old
city	NN	city
of	IN	of
occupied	JJ	occupied
East	NP	East
Jerusalem	NP	Jerusalem
shops	NNS	shop
are	VBP	be
either	RB	either
shut	VVN	shut
or	CC	or
empty	JJ	empty
of	IN	of
customers	NNS	customer
the	DT	the
atmosphere	NN	atmosphere
of	IN	of
this	DT	this
year	NN	year
is	VBZ	be
much	RB	much
different	JJ	different
from	IN	from
most	JJS	most
years	NNS	year
usually	RB	usually
it's	JJ	it's
a	DT	a
hive	NN	hive
of	IN	of
activity	NN	activity
with	IN	with
all	PDT	all
the	DT	the
pilgrims	NNS	pilgrim
that	WDT	that
come	VVP	come
um	NNS	um
but	CC	but
this	DT	this
year	NN	year
it's	NNS	it's
very	RB	very
solemn	JJ	solemn
because	IN	because
of	IN	of
the	DT	the
war	NN	war
of	IN	of
course	NN	course
and	CC	and
so	RB	so
many	JJ	many
of	IN	of
you	PP	you
are	VBP	be
pilgrims	NNS	pilgrim
we	PP	we
need	VVP	need
peace	NN	peace
we're	NN	we're
looking	VVG	look
for	IN	for
a	DT	a
peace	NN	peace
it's	NNS	it's
a	DT	a
wish	VVP	wish
many	JJ	many
Palestinian	JJ	Palestinian
Christians	NNS	Christian
are	VBP	be
praying	VVG	pray
for	IN	for
both	DT	both
in	IN	in
the	DT	the
occupied	JJ	occupied
West	NP	West
Bank	NP	Bank
and	CC	and
within	IN	within
Gaza	NP	Gaza
since	IN	since
the	DT	the
beginning	NN	beginning
of	IN	of
Israel's	NP	Israel's
war	NN	war
on	IN	on
Gaza	NP	Gaza
several	JJ	several
Christian	JJ	Christian
facilities	NNS	facility
have	VHP	have
been	VBN	be
attacked	VVN	attack
and	CC	and
Christians	NNS	Christian
killed	VVD	kill
the	DT	the
survivors	NNS	survivor
have	VHP	have
little	RB	little
to	TO	to
celebrate	VV	celebrate
this	DT	this
Christmas	NP	Christmas
displaced	VVN	displace
and	CC	and
separated	VVN	separate
from	IN	from
family	NN	family
Fadi	NP	Fadi
is	VBZ	be
one	CD	one
of	IN	of
about	IN	about
a	DT	a
thousand	CD	thousand
Palestinian	JJ	Palestinian
Christians	NNS	Christian
in	IN	in
Gaza	NP	Gaza
no	DT	no
one	CD	one
feels	VVZ	feel
the	DT	the
holiday	NN	holiday
spirit	NN	spirit
there	RB	there
won't	NN	won't
be	VB	be
the	DT	the
usual	JJ	usual
Christmas	NP	Christmas
decorations	NNS	decoration
or	CC	or
celebrations	NNS	celebration
we	PP	we
pray	VVP	pray
to	TO	to
God	NP	God
to	TO	to
end	VV	end
this	DT	this
war	NN	war
soon	RB	soon
stop	VV	stop
these	DT	these
massacres	NNS	massacre
back	RB	back
in	IN	in
Bethlehem	NP	Bethlehem
worshippers	NNS	worshipper
attend	VVP	attend
midnight	NN	midnight
mass	NN	mass
in	IN	in
a	DT	a
show	NN	show
of	IN	of
solidarity	NN	solidarity
the	DT	the
Cardinal	NP	Cardinal
of	IN	of
the	DT	the
Latin	JJ	Latin
patriarchate	NN	patriarchate
of	IN	of
Jerusalem	NP	Jerusalem
didn't	NP	didn't
pay	VV	pay
his	PP$	his
traditional	JJ	traditional
visit	NN	visit
to	TO	to
Gaza	NP	Gaza
this	DT	this
year	NN	year
instead	RB	instead
his	PP$	his
Christmas	NP	Christmas
message	NN	message
delivered	VVN	deliver
in	IN	in
Bethlehem	NP	Bethlehem
Gaza	NP	Gaza
You	PP	you
are	VBP	be
not	RB	not
alone	RB	alone
not	RB	not
abandoned	VVN	abandon
Mike	NP	Mike
Lael	NP	Lael
for	IN	for
Inside	NP	Inside
let's	NNS	let's
now	RB	now
bring	VVP	bring
in	IN	in
our	PP$	our
guest	NN	guest
joining	VVG	join
us	PP	us
from	IN	from
Bethlehem	NP	Bethlehem
in	IN	in
the	DT	the
occupied	JJ	occupied
West	NP	West
Bank	NP	Bank
is	VBZ	be
Ram	NP	Ram
Jafari	NP	Jafari
Who	WP	who
action	NN	action
Aid	NP	Aid
Palestine	NP	Palestine
Communications	NPS	Communications
and	CC	and
advocacy	NN	advocacy
coordinator	NN	coordinator
in	IN	in
rdam	NN	rdam
the	DT	the
Netherlands	NP	Netherlands
is	VBZ	be
Frank	NP	Frank
bosan	JJ	bosan
who's	NNS	who's
an	DT	an
associate	NN	associate
professor	NN	professor
of	IN	of
cultural	JJ	cultural
theology	NN	theology
at	IN	at
the	DT	the
tillberg	NN	tillberg
school	NN	school
of	IN	of
Catholic	JJ	Catholic
theology	NN	theology
and	CC	and
from	IN	from
the	DT	the
old	JJ	old
city	NN	city
in	IN	in
occupied	JJ	occupied
East	NP	East
Jerusalem	NP	Jerusalem
we're	NN	we're
joined	VVD	join
by	IN	by
Sammy	NP	Sammy
Yousef	NP	Yousef
he's	NNS	he's
the	DT	the
CEO	NN	CEO
of	IN	of
the	DT	the
Latin	JJ	Latin
patriarches	NNS	patriarch
of	IN	of
Jerusalem	NP	Jerusalem
thank	VVP	thank
you	PP	you
all	RB	all
for	IN	for
joining	VVG	join
us	PP	us
good	JJ	good
to	TO	to
be	VB	be
with	IN	with
you	PP	you
on	IN	on
Inside	NP	Inside
Story	NP	Story
Sammy	NP	Sammy
Le	NP	Le
in	IN	in
occupied	JJ	occupied
East	NP	East
Jerusalem	NP	Jerusalem
tell	VV	tell
us	PP	us
how	WRB	how
you're	NN	you're
observing	VVG	observe
Christmas	NP	Christmas
I	PP	I
think	VV	think
uh	UH	uh
in	IN	in
a	DT	a
very	RB	very
sad	JJ	sad
way	NN	way
I	PP	I
must	MD	must
admit	VV	admit
uh	UH	uh
Christmas	NP	Christmas
this	DT	this
year	NN	year
is	VBZ	be
uh	UH	uh
very	RB	very
muted	VVD	mute
uh	UH	uh
given	VVN	give
all	PDT	all
the	DT	the
the	DT	the
uh	UH	uh
restrictions	NNS	restriction
on	IN	on
travel	NN	travel
given	VVN	give
the	DT	the
lack	NN	lack
of	IN	of
Tourism	NP	Tourism
uh	UH	uh
given	VVN	give
the	DT	the
continued	JJ	continued
uh	UH	uh
uh	UH	uh
conflict	NN	conflict
in	IN	in
Gaza	NP	Gaza
and	CC	and
of	IN	of
course	NN	course
the	DT	the
lack	NN	lack
of	IN	of
any	DT	any
movement	NN	movement
on	IN	on
the	DT	the
West	NP	West
Bank	NP	Bank
so	IN	so
it	PP	it
is	VBZ	be
truly	RB	truly
one	CD	one
of	IN	of
the	DT	the
saddest	JJS	sad
the	DT	the
Christian	JJ	Christian
Christmases	NNS	Christmas
that	IN/that	that
we	PP	we
have	VHP	have
uh	UH	uh
been	VBN	be
witnessing	VVG	witness
in	RP	in
in	IN	in
in	IN	in
a	DT	a
long	RB	long
long	RB	long
time	VV	time
uh	UH	uh
Bethlehem	NP	Bethlehem
yesterday	NN	yesterday
was	VBD	be
very	RB	very
sad	JJ	sad
in	IN	in
many	JJ	many
ways	NNS	way
I	PP	I
think	VVP	think
there	EX	there
are	VBP	be
many	JJ	many
factors	NNS	factor
that	WDT	that
affect	VVP	affect
that	DT	that
uh	UH	uh
including	VVG	include
of	IN	of
course	NN	course
the	DT	the
collapse	NN	collapse
of	IN	of
the	DT	the
tourism	NN	tourism
sector	NN	sector
uh	UH	uh
in	IN	in
particular	JJ	particular
after	IN	after
October	NP	October
7th	JJ	7th
uh	UH	uh
lack	NN	lack
of	IN	of
Mobility	NN	mobility
people	NNS	people
could	MD	could
not	RB	not
go	VV	go
to	TO	to
Bethlehem	NP	Bethlehem
I	NP	I
myself	PP	myself
did	VVD	do
not	RB	not
go	VV	go
to	TO	to
Bethlehem	NP	Bethlehem
yesterday	NN	yesterday
the	DT	the
the	DT	the
checkpoints	NNS	checkpoint
were	VBD	be
open	JJ	open
for	IN	for
couple	NN	couple
of	IN	of
hours	NNS	hour
or	CC	or
so	RB	so
uh	UH	uh
and	CC	and
of	IN	of
course	VV	course
uh	UH	uh
the	DT	the
the	DT	the
permit	NN	permit
suspension	NN	suspension
uh	UH	uh
uh	UH	uh
so	RB	so
people	NNS	people
could	MD	could
not	RB	not
uh	UH	uh
basically	RB	basically
access	VV	access
their	PP$	their
jobs	NNS	job
in	IN	in
Israel	NP	Israel
uh	UH	uh
let	VV	let
alone	RB	alone
the	DT	the
lack	NN	lack
of	IN	of
any	DT	any
salaries	NNS	salary
uh	UH	uh
paid	VVN	pay
by	IN	by
the	DT	the
Palestinian	NP	Palestinian
Authority	NP	Authority
for	IN	for
180,000	CD	@card@
civil	JJ	civil
servants	NNS	servant
so	RB	so
if	IN	if
you	PP	you
look	VVP	look
at	IN	at
it	PP	it
from	IN	from
any	DT	any
angle	NN	angle
that	IN/that	that
you	PP	you
wish	VVP	wish
not	RB	not
only	RB	only
Gaza	NP	Gaza
and	CC	and
the	DT	the
disastrous	JJ	disastrous
uh	UH	uh
war	NN	war
that	WDT	that
is	VBZ	be
taking	VVG	take
place	NN	place
there	RB	there
but	CC	but
also	RB	also
what's	NNS	what's
happening	VVG	happen
on	IN	on
the	DT	the
West	NP	West
Bank	NP	Bank
also	RB	also
is	VBZ	be
very	RB	very
critical	JJ	critical
so	IN	so
all	DT	all
that	WDT	that
combined	VVD	combine
really	RB	really
I	PP	I
think	VV	think
uh	UH	uh
uh	UH	uh
made	VVN	make
the	DT	the
the	DT	the
church	NN	church
leaders	NNS	leader
basically	RB	basically
cancel	VV	cancel
all	PDT	all
the	DT	the
celebrations	NNS	celebration
uh	UH	uh
surrounding	VVG	surround
Christmas	NP	Christmas
with	IN	with
the	DT	the
exception	NN	exception
of	IN	of
course	NN	course
of	IN	of
the	DT	the
religious	JJ	religious
ceremonies	NNS	ceremony
which	WDT	which
took	VVD	take
place	NN	place
last	JJ	last
night	NN	night
at	IN	at
the	DT	the
church	NN	church
of	IN	of
the	DT	the
Nativity	NN	nativity
right	RB	right
okay	JJ	okay
let's	NNS	let's
get	VVP	get
the	DT	the
view	NN	view
from	IN	from
Bethlehem	NP	Bethlehem
now	RB	now
with	IN	with
Ram	NP	Ram
jaffar	JJ	jaffar
uh	UH	uh
RAM	VV	ram
every	DT	every
Christmas	NP	Christmas
uh	UH	uh
there's	RB	there's
a	DT	a
huge	JJ	huge
Christmas	NP	Christmas
tree	NN	tree
that's	NNS	that's
lit	VVD	light
up	RP	up
in	IN	in
Bethlehem	NP	Bethlehem
this	DT	this
year	NN	year
that's	NNS	that's
not	RB	not
happening	VVG	happen
the	DT	the
Nativity	NN	nativity
sculpture	NN	sculpture
in	IN	in
in	IN	in
Bethlehem	NP	Bethlehem
uh	UH	uh
has	VHZ	have
been	VBN	be
uh	UH	uh
put	VV	put
together	RB	together
this	DT	this
year	NN	year
instead	RB	instead
of	IN	of
that	DT	that
Christmas	NP	Christmas
tree	NN	tree
tell	VV	tell
us	PP	us
about	IN	about
that	DT	that
sculpture	NN	sculpture
and	CC	and
what	WP	what
message	NN	message
it's	NNS	it's
sending	VVG	send
out	RP	out
and	CC	and
thanks	VVZ	thank
uh	UH	uh
for	IN	for
having	VHG	have
me	PP	me
yes	NN	yes
beim	NN	beim
is	VBZ	be
very	RB	very
sad	JJ	sad
this	DT	this
year	NN	year
and	CC	and
um	NN	um
we	PP	we
used	VVD	use
in	IN	in
beim	NN	beim
to	TO	to
see	VV	see
the	DT	the
trees	NNS	tree
are	VBP	be
full	JJ	full
of	IN	of
visitors	NNS	visitor
and	CC	and
tourists	NNS	tourist
and	CC	and
the	DT	the
Towering	VVG	tower
the	DT	the
Christmas	NP	Christmas
tree	NN	tree
are	VBP	be
decorated	VVN	decorate
but	CC	but
this	DT	this
year	NN	year
it	PP	it
has	VHZ	have
not	RB	not
happened	VVD	happen
uh	UH	uh
it	PP	it
is	VBZ	be
the	DT	the
Palestinian	JJ	Palestinian
Christians	NNS	Christian
and	CC	and
the	DT	the
Palestinians	NPS	Palestinians
Muslims	NPS	Muslims
are	VBP	be
here	RB	here
in	IN	in
Bethlehem	NP	Bethlehem
are	VBP	be
sad	JJ	sad
and	CC	and
uh	UH	uh
are	VBP	be
um	RB	um
celebrating	VVG	celebrate
or	CC	or
not	RB	not
or	CC	or
are	VBP	be
witnessing	VVG	witness
Christmas	NP	Christmas
with	IN	with
pain	NN	pain
with	IN	with
worry	NN	worry
with	IN	with
sorry	JJ	sorry
about	IN	about
what	WP	what
it	PP	it
is	VBZ	be
happening	VVG	happen
in	IN	in
in	IN	in
Gaza	NP	Gaza
and	CC	and
West	NP	West
Bank	NP	Bank
many	JJ	many
of	IN	of
Palestinian	JJ	Palestinian
Christians	NNS	Christian
also	RB	also
here	RB	here
in	IN	in
Bethlehem	NP	Bethlehem
have	VHP	have
some	DT	some
close	JJ	close
relative	NN	relative
in	IN	in
Gaza	NP	Gaza
and	CC	and
some	DT	some
of	IN	of
them	PP	them
lose	VVP	lose
of	IN	of
this	DT	this
their	PP$	their
relatives	NNS	relative
in	IN	in
the	DT	the
with	IN	with
Israeli	JJ	Israeli
strikes	NNS	strike
that	IN/that	that
Target	NP	Target
churches	NNS	church
and	CC	and
Al	NP	Al
Hospital	NP	Hospital
in	IN	in
Gaza	NP	Gaza
and	CC	and
so	RB	so
the	DT	the
Bethlehem	NP	Bethlehem
cannot	MD	can
celebrate	VV	celebrate
and	CC	and
sending	VVG	send
the	DT	the
message	NN	message
to	TO	to
the	DT	the
word	NN	word
that	IN/that	that
we	PP	we
do	VVP	do
not	RB	not
to	TO	to
celebrate	VV	celebrate
we	PP	we
want	VV	want
the	DT	the
world	NN	world
to	TO	to
to	TO	to
to	RB	to
to	TO	to
support	VV	support
the	DT	the
ceasefire	NN	ceasefire
to	TO	to
demand	VV	demand
the	DT	the
world	NN	world
leaders	NNS	leader
to	TO	to
reach	VV	reach
a	DT	a
ceasefire	NN	ceasefire
to	TO	to
stop	VV	stop
targeting	VVG	target
both	DT	both
Muslims	NPS	Muslims
and	CC	and
Christians	NPS	Christian
people	NNS	people
in	IN	in
in	IN	in
Gaza	NP	Gaza
and	CC	and
West	NP	West
Bank	NP	Bank
and	CC	and
also	RB	also
H	NN	H
they	PP	they
also	RB	also
H	NP	H
Palestinian	NP	Palestinian
Christians	NNS	Christian
feel	VVP	feel
very	RB	very
worried	JJ	worried
as	IN	as
other	JJ	other
Muslims	NNS	Muslim
because	IN	because
they	PP	they
cannot	MD	can
communicate	VV	communicate
with	IN	with
their	PP$	their
relatives	NNS	relative
their	PP$	their
friends	NNS	friend
in	IN	in
Gaza	NP	Gaza
due	JJ	due
to	TO	to
the	DT	the
blackout	NN	blackout
of	IN	of
communication	NN	communication
and	CC	and
also	RB	also
they	PP	they
suffer	VVP	suffer
from	IN	from
the	DT	the
movement	NN	movement
restriction	NN	restriction
they	PP	they
cannot	MD	can
go	VV	go
even	RB	even
the	DT	the
Christians	NNS	Christian
who	WP	who
are	VBP	be
living	VVG	live
in	IN	in
beem	NN	beem
cannot	MD	can
go	VV	go
to	TO	to
Jerusalem	NP	Jerusalem
and	CC	and
to	TO	to
other	JJ	other
places	NNS	place
in	IN	in
Palestine	NP	Palestine
to	TO	to
to	TO	to
meet	VV	meet
with	IN	with
their	PP$	their
relatives	NNS	relative
to	TO	to
gather	VV	gather
with	IN	with
their	PP$	their
relatives	NNS	relative
due	JJ	due
to	TO	to
the	DT	the
Restriction	NN	restriction
due	JJ	due
to	TO	to
the	DT	the
stroke	NN	stroke
to	TO	to
the	DT	the
closure	NN	closure
imposed	VVN	impose
in	IN	in
different	JJ	different
parts	NNS	part
of	IN	of
the	DT	the
West	JJ	West
Banks	NNS	bank
so	IN	so
the	DT	the
message	NN	message
of	IN	of
Palestinians	NPS	Palestinians
here	RB	here
is	VBZ	be
to	TO	to
demand	VV	demand
the	DT	the
war	NN	war
to	TO	to
H	NP	H
to	TO	to
stop	VV	stop
this	DT	this
war	NN	war
to	TO	to
demand	VV	demand
ceasefire	NN	ceasefire
and	CC	and
to	TO	to
reach	VV	reach
beast	NN	beast
and	CC	and
to	TO	to
achieve	VV	achieve
beace	NN	beace
and	CC	and
justice	NN	justice
for	IN	for
Palestinians	NPS	Palestinians
okay	VV	okay
uh	UH	uh
Frank	NP	Frank
as	IN	as
someone	NN	someone
uh	UH	uh
from	IN	from
abroad	RB	abroad
how	WRB	how
do	VVP	do
you	PP	you
observe	VVP	observe
what's	NNS	what's
going	VVG	go
on	IN	on
right	RB	right
now	RB	now
in	IN	in
the	DT	the
occupied	JJ	occupied
territories	NNS	territory
and	CC	and
particularly	RB	particularly
I	PP	I
mean	VVP	mean
every	DT	every
Christmas	NP	Christmas
one	CD	one
of	IN	of
the	DT	the
most	RBS	most
important	JJ	important
rituals	NNS	ritual
in	IN	in
Palestine	NP	Palestine
is	VBZ	be
the	DT	the
procession	NN	procession
of	IN	of
the	DT	the
patriarch	NN	patriarch
from	IN	from
Jerusalem	NP	Jerusalem
taking	VVG	take
place	NN	place
on	IN	on
December	NP	December
24th	JJ	24th
for	IN	for
Catholics	NPS	Catholics
now	RB	now
this	DT	this
is	VBZ	be
a	DT	a
tradition	NN	tradition
that's	NNS	that's
dated	VVN	date
back	RB	back
to	TO	to
the	DT	the
Ottoman	NP	Ottoman
Empire	NP	Empire
and	CC	and
we	PP	we
understand	VVP	understand
this	DT	this
year	NN	year
the	DT	the
procession	NN	procession
will	MD	will
go	VV	go
on	RB	on
but	CC	but
there	RB	there
won't	NN	won't
be	VB	be
any	DT	any
festivities	NNS	festivity
there	RB	there
won't	NN	won't
be	VB	be
any	DT	any
musical	JJ	musical
bands	NNS	band
as	IN	as
there	EX	there
usually	RB	usually
are	VBP	be
every	DT	every
year	NN	year
it's	NNS	it's
more	RBR	more
of	IN	of
a	DT	a
silent	JJ	silent
procession	NN	procession
significant	JJ	significant
is	VBZ	be
that	IN/that	that
well	RB	well
you	PP	you
can	MD	can
you	PP	you
can	MD	can
see	VV	see
that	IN/that	that
it	PP	it
is	VBZ	be
significant	JJ	significant
because	IN	because
usually	RB	usually
these	DT	these
kind	NN	kind
of	IN	of
rituals	NNS	ritual
in	IN	in
Roman	NP	Roman
Catholic	NP	Catholic
tradition	NN	tradition
also	RB	also
in	IN	in
in	IN	in
Bethlehem	NP	Bethlehem
on	IN	on
the	DT	the
24th	JJ	24th
and	CC	and
25th	JJ	25th
of	IN	of
December	NP	December
you	PP	you
see	VVP	see
that	IN/that	that
it	PP	it
is	VBZ	be
like	IN	like
a	DT	a
almost	RB	almost
like	IN	like
a	DT	a
religious	JJ	religious
Carnival	NN	carnival
there	EX	there
is	VBZ	be
music	NN	music
there	RB	there
is	VBZ	be
singing	VVG	sing
there	EX	there
are	VBP	be
beautiful	JJ	beautiful
decorations	NNS	decoration
all	RB	all
over	IN	over
the	DT	the
city	NN	city
people	NNS	people
are	VBP	be
walking	VVG	walk
processions	NNS	procession
or	CC	or
people	NNS	people
praying	VVG	pray
people	NNS	people
singing	VVG	sing
uh	UH	uh
Christian	JJ	Christian
Christian	JJ	Christian
hints	NNS	hint
and	CC	and
the	DT	the
whole	NN	whole
the	DT	the
whole	JJ	whole
territory	NN	territory
is	VBZ	be
buzzling	VVG	buzzling
with	IN	with
activity	NN	activity
with	IN	with
anticipation	NN	anticipation
of	IN	of
the	DT	the
Feast	NN	feast
of	IN	of
the	DT	the
Nativity	NN	nativity
but	CC	but
because	IN	because
of	IN	of
the	DT	the
the	DT	the
horrible	JJ	horrible
conditions	NNS	condition
now	RB	now
in	IN	in
in	IN	in
in	IN	in
Gaza	NP	Gaza
all	RB	all
the	DT	the
celebration	NN	celebration
have	VH	have
to	TO	to
be	VB	be
toned	VVN	tone
down	RP	down
of	IN	of
course	NN	course
not	RB	not
only	RB	only
because	IN	because
there	EX	there
are	VBP	be
no	DT	no
tourists	NNS	tourist
and	CC	and
there	EX	there
are	VBP	be
no	DT	no
pilgrims	NNS	pilgrim
to	TO	to
come	VV	come
there	RB	there
but	CC	but
also	RB	also
it's	NNS	it's
not	RB	not
a	DT	a
time	NN	time
for	IN	for
for	IN	for
big	JJ	big
celebration	NN	celebration
not	RB	not
a	DT	a
time	NN	time
to	TO	to
to	TO	to
celebrate	VV	celebrate
life	NN	life
and	CC	and
to	TO	to
celebrate	VV	celebrate
uh	UH	uh
your	PP$	your
religious	JJ	religious
tradition	NN	tradition
if	IN	if
if	IN	if
if	IN	if
you	PP	you
are	VBP	be
in	IN	in
the	DT	the
middle	NN	middle
of	IN	of
a	DT	a
war	NN	war
zone	NN	zone
so	RB	so
of	IN	of
course	NN	course
Christmas	NP	Christmas
will	MD	will
continue	VV	continue
Christmas	NP	Christmas
will	NN	will
celebrated	JJ	celebrated
has	VHZ	have
been	VBN	be
celebrated	VVN	celebrate
also	RB	also
in	IN	in
in	IN	in
in	IN	in
the	DT	the
Gaza	NP	Gaza
in	IN	in
the	DT	the
churches	NNS	church
of	IN	of
Gaza	NP	Gaza
but	CC	but
uh	UH	uh
of	IN	of
course	NN	course
it's	NNS	it's
a	DT	a
time	NN	time
of	IN	of
mour	NN	mour
it's	NNS	it's
a	DT	a
time	NN	time
of	IN	of
loss	NN	loss
not	RB	not
a	DT	a
time	NN	time
of	IN	of
Happiness	NN	happiness
unfortunately	RB	unfortunately
while	IN	while
Christmas	NP	Christmas
is	VBZ	be
par	JJ	par
Excellence	NN	excellence
the	DT	the
Feast	NN	feast
of	IN	of
joy	NN	joy
and	CC	and
peace	NN	peace
right	NN	right
Samy	NP	Samy
