<video_id>A8tCw6ZSB6Q</video_id>	JJ	<video_id>A8tCw6ZSB6Q</video_id>
on	IN	on
the	DT	the
ground	NN	ground
you're	NN	you're
joining	VVG	join
us	PP	us
from	IN	from
truma	NP	truma
Norway	NP	Norway
I	PP	I
wanted	VVD	want
to	TO	to
find	VV	find
out	RP	out
first	JJ	first
sir	NN	sir
what	WP	what
information	NN	information
you're	NN	you're
getting	VVG	get
from	IN	from
the	DT	the
people	NNS	people
you	PP	you
know	VVP	know
who	WP	who
are	VBP	be
in	IN	in
or	CC	or
around	IN	around
alshifa	NN	alshifa
well	RB	well
good	JJ	good
morning	NN	morning
we	PP	we
first	RB	first
got	VVD	get
this	DT	this
very	JJ	very
uh	UH	uh
alarming	VVG	alarm
uh	UH	uh
report	NN	report
from	IN	from
Dr	NP	Dr
Marana	NP	Marana
busada	NN	busada
two	CD	two
days	NNS	day
ago	RB	ago
about	IN	about
107	CD	@card@
critical	JJ	critical
patients	NNS	patient
who	WP	who
had	VHD	have
been	VBN	be
moved	VVN	move
to	TO	to
an	DT	an
old	JJ	old
part	NN	part
of	IN	of
the	DT	the
shifa	NN	shifa
medical	JJ	medical
complex	NN	complex
without	IN	without
water	NN	water
without	IN	without
any	DT	any
medical	JJ	medical
supplies	NNS	supply
not	RB	not
even	RB	even
having	VHG	have
glows	NNS	glow
very	RB	very
alarming	JJ	alarming
and	CC	and
then	RB	then
we	PP	we
get	VVP	get
this	DT	this
news	NN	news
this	DT	this
morning	NN	morning
that	IN/that	that
the	DT	the
Israeli	JJ	Israeli
occupation	NN	occupation
forces	NNS	force
actually	RB	actually
have	VHP	have
completely	RB	completely
destroyed	VVN	destroy
the	DT	the
shifa	NN	shifa
medical	JJ	medical
complex	NN	complex
we	PP	we
do	VVP	do
not	RB	not
know	VV	know
as	RB	as
of	IN	of
yet	RB	yet
the	DT	the
destiny	NN	destiny
of	IN	of
the	DT	the
107	CD	@card@
critical	JJ	critical
patients	NNS	patient
that	WDT	that
were	VBD	be
mov	RB	mov
moved	VVN	move
the	DT	the
two	CD	two
days	NNS	day
ago	RB	ago
and	CC	and
their	PP$	their
staff	NN	staff
but	CC	but
what	WP	what
we	PP	we
do	VVP	do
know	VV	know
is	VBZ	be
that	IN/that	that
Israeli	JJ	Israeli
government	NN	government
and	CC	and
Israeli	JJ	Israeli
occupation	NN	occupation
forces	VVZ	force
this	DT	this
night	NN	night
has	VHZ	have
ended	VVN	end
78	CD	@card@
years	NNS	year
of	IN	of
Brave	JJ	brave
medical	JJ	medical
history	NN	history
because	IN	because
shifa	NN	shifa
hospital	NN	hospital
and	CC	and
shifa	NN	shifa
means	VVZ	mean
the	DT	the
healing	NN	healing
house	NN	house
the	DT	the
house	NN	house
of	IN	of
healing	NN	healing
was	VBD	be
established	VVN	establish
in	IN	in
1946	CD	@card@
and	CC	and
was	VBD	be
the	DT	the
most	RBS	most
important	JJ	important
Flagship	NN	flagship
hospital	NN	hospital
for	IN	for
the	DT	the
health	NN	health
care	NN	care
for	IN	for
the	DT	the
people	NNS	people
of	IN	of
Gaza	NP	Gaza
my	PP$	my
first	JJ	first
encounter	NN	encounter
and	CC	and
work	NN	work
in	IN	in
shifa	NN	shifa
was	VBD	be
in	IN	in
1989	CD	@card@
and	CC	and
I've	NP	I've
been	VBN	be
working	VVG	work
through	IN	through
all	PDT	all
these	DT	these
years	NNS	year
with	IN	with
the	DT	the
brave	JJ	brave
staff	NN	staff
and	CC	and
the	DT	the
excellent	JJ	excellent
medical	JJ	medical
people	NNS	people
in	IN	in
Gaza	NP	Gaza
this	DT	this
is	VBZ	be
such	PDT	such
a	DT	a
sad	JJ	sad
day	NN	day
I'm	NP	I'm
I	NP	I
I've	NP	I've
been	VBN	be
weeping	VVG	weep
all	DT	all
morning	NN	morning
actually	RB	actually
so	RB	so
you	PP	you
said	VVD	say
we	PP	we
don't	VVD	don't
know	VV	know
what's	NNS	what's
become	VVN	become
of	IN	of
the	DT	the
107	CD	@card@
patients	NNS	patient
who	WP	who
were	VBD	be
in	IN	in
in	IN	in
critical	JJ	critical
care	NN	care
is	VBZ	be
that	IN/that	that
right	RB	right
well	RB	well
we	PP	we
don't	VVD	don't
know	VV	know
yet	RB	yet
what	WP	what
has	VHZ	have
come	VVN	come
of	IN	of
these	DT	these
107	CD	@card@
patient	NN	patient
and	CC	and
I	PP	I
quote	VVP	quote
from	IN	from
the	DT	the
report	NN	report
from	IN	from
Dr	NP	Dr
Maran	NP	Maran
abusada	NP	Abusada
a	DT	a
senior	JJ	senior
surgeon	NN	surgeon
in	IN	in
in	IN	in
shifa	NN	shifa
he	PP	he
says	VVZ	say
that	IN/that	that
most	JJS	most
of	IN	of
them	PP	them
are	VBP	be
severe	JJ	severe
cases	NNS	case
that	WDT	that
had	VHD	have
been	VBN	be
in	IN	in
the	DT	the
ICU	NP	ICU
and	CC	and
60	CD	@card@
of	IN	of
the	DT	the
medical	JJ	medical
staff	NN	staff
have	VHP	have
been	VBN	be
incarcerated	VVN	incarcerate
in	IN	in
an	DT	an
old	JJ	old
building	NN	building
in	IN	in
the	DT	the
hospital	NN	hospital
that	WDT	that
does	VVZ	do
not	RB	not
have	VH	have
capacity	NN	capacity
to	TO	to
host	VV	host
such	JJ	such
number	NN	number
of	IN	of
patients	NNS	patient
and	CC	and
has	VHZ	have
no	DT	no
equipment	NN	equipment
unquote	VVP	unquote
so	RB	so
nobody	NN	nobody
knows	VVZ	know
the	DT	the
fate	NN	fate
of	IN	of
these	DT	these
patients	NNS	patient
but	CC	but
what	WP	what
we	PP	we
see	VVP	see
from	IN	from
the	DT	the
video	JJ	video
footage	NN	footage
this	DT	this
morning	NN	morning
we	PP	we
see	VVP	see
a	DT	a
massive	JJ	massive
amount	NN	amount
of	IN	of
people	NNS	people
searching	VVG	search
for	IN	for
corpses	NNS	corpse
for	IN	for
dead	JJ	dead
one	CD	one
for	IN	for
Martyrs	NNS	martyr
and	CC	and
they	PP	they
find	VVP	find
and	CC	and
they	PP	they
find	VVP	find
the	DT	the
most	RBS	most
horrible	JJ	horrible
uh	UH	uh
decomposed	VVN	decompose
corpses	NNS	corpse
with	IN	with
the	DT	the
maggots	NNS	maggot
coming	VVG	come
out	RP	out
of	IN	of
the	DT	the
The	NP	The
Ice	NP	Ice
and	CC	and
and	CC	and
and	CC	and
and	CC	and
and	CC	and
truly	RB	truly
a	DT	a
scene	NN	scene
from	IN	from
dant	JJ	dant
Inferno	NN	inferno
so	IN	so
uh	UH	uh
to	TO	to
me	PP	me
I	PP	I
was	VBD	be
last	JJ	last
time	NN	time
in	IN	in
Gaza	NP	Gaza
in	IN	in
shifa	NP	Shifa
last	JJ	last
summer	NN	summer
hold	NN	hold
on	IN	on
can	NN	can
I	PP	I
can	MD	can
I	PP	I
jump	VV	jump
in	IN	in
there	EX	there
I	PP	I
want	VVP	want
to	TO	to
ask	VV	ask
you	PP	you
a	DT	a
question	VV	question
uh	UH	uh
I	PP	I
want	VVP	want
to	TO	to
compare	VV	compare
what	WP	what
the	DT	the
Israeli	JJ	Israeli
military	NN	military
are	VBP	be
saying	VVG	say
to	TO	to
what	WP	what
you	PP	you
know	VVP	know
actually	RB	actually
happened	VVN	happen
in	IN	in
alifa	NN	alifa
the	DT	the
Israeli	JJ	Israeli
military	NN	military
say	VVP	say
that	IN/that	that
during	IN	during
their	PP$	their
operation	NN	operation
which	WDT	which
they	PP	they
say	VVP	say
was	VBD	be
against	IN	against
uh	UH	uh
Hamas	NP	Hamas
and	CC	and
Islamic	NP	Islamic
Jihad	NP	Jihad
armed	JJ	armed
Fighters	NNS	fighter
they	PP	they
say	VVP	say
that	IN/that	that
they	PP	they
gradually	RB	gradually
isolated	VVD	isolate
the	DT	the
patients	NNS	patient
moved	VVD	move
them	PP	them
out	RP	out
of	IN	of
the	DT	the
fighting	VVG	fight
Zone	NP	Zone
per	FW	per
se	FW	se
moved	VVD	move
them	PP	them
to	TO	to
another	DT	another
building	NN	building
and	CC	and
even	RB	even
provided	VVD	provide
um	VVG	um
uh	UH	uh
water	NN	water
food	NN	food
and	CC	and
some	DT	some
level	NN	level
of	IN	of
medical	JJ	medical
assistance	NN	assistance
I'm	NN	I'm
assuming	VVG	assume
medicines	NNS	medicine
but	CC	but
I	PP	I
don't	VVD	don't
actually	RB	actually
know	VV	know
uh	UH	uh
is	VBZ	be
that	IN/that	that
consistent	JJ	consistent
with	IN	with
what	WP	what
you're	NN	you're
hearing	NN	hearing
actually	RB	actually
happened	VVD	happen
absolutely	RB	absolutely
not	RB	not
and	CC	and
the	DT	the
Israelis	NPS	Israelis
are	VBP	be
known	VVN	know
for	IN	for
being	VBG	be
the	DT	the
most	JJS	most
Ardent	NP	Ardent
Liars	NNS	liar
they	PP	they
lie	VVP	lie
about	IN	about
everything	NN	everything
so	RB	so
from	IN	from
this	DT	this
report	NN	report
that	IN/that	that
I'm	NP	I'm
reading	NN	reading
from	IN	from
the	DT	the
medical	JJ	medical
doctor	NN	doctor
says	VVZ	say
that	IN/that	that
there	EX	there
is	VBZ	be
absolutely	RB	absolutely
nothing	NN	nothing
they	PP	they
don't	VVD	don't
even	RB	even
have	VH	have
glows	NNS	glow
they	PP	they
use	VVP	use
plastic	JJ	plastic
bags	NNS	bag
to	TO	to
tend	VV	tend
to	TO	to
the	DT	the
infected	JJ	infected
wounds	NNS	wound
and	CC	and
they	PP	they
don't	VVD	don't
have	VH	have
the	DT	the
needed	VVN	need
equipment	NN	equipment
nor	CC	nor
antibiotics	NNS	antibiotic
nor	CC	nor
nothing	NN	nothing
and	CC	and
it's	NNS	it's
also	RB	also
a	DT	a
very	RB	very
dramatic	JJ	dramatic
uh	UH	uh
uh	UH	uh
report	NN	report
on	IN	on
The	DT	the
Negotiator	NN	negotiator
from	IN	from
the	DT	the
medical	JJ	medical
team	NN	team
in	IN	in
shifa	NN	shifa
talking	VVG	talk
to	TO	to
the	DT	the
Israeli	JJ	Israeli
Commander	NP	Commander
he	PP	he
has	VHZ	have
to	TO	to
address	VV	address
to	TO	to
his	PP$	his
underwear	NN	underwear
he	PP	he
kept	VVD	keep
waiting	VVG	wait
for	IN	for
two	CD	two
hours	NNS	hour
and	CC	and
the	DT	the
commander	NN	commander
comes	VVZ	come
back	RB	back
with	IN	with
absolutely	RB	absolutely
no	DT	no
answer	NN	answer
so	IN	so
this	DT	this
is	VBZ	be
a	DT	a
a	DT	a
combination	NN	combination
of	IN	of
ress	NN	ress
and	CC	and
humiliation	NN	humiliation
that	IN/that	that
you	PP	you
simply	RB	simply
don't	VVD	don't
do	VV	do
to	TO	to
other	JJ	other
people	NNS	people
and	CC	and
you	PP	you
don't	VVD	don't
do	VV	do
it	PP	it
to	TO	to
sick	JJ	sick
and	CC	and
wounded	JJ	wounded
People	NNS	people
For	IN	for
Heaven's	NP	Heaven's
Sake	NP	Sake
when	WRB	when
is	VBZ	be
this	DT	this
going	VVG	go
to	TO	to
stop	VV	stop
and	CC	and
now	RB	now
we	PP	we
hear	VVP	hear
from	IN	from
Gaza	NP	Gaza
that	IN/that	that
they	PP	they
are	VBP	be
taking	VVG	take
on	IN	on
Alexa	NP	Alexa
hospital	NN	hospital
and	CC	and
probably	RB	probably
are	VBP	be
planning	VVG	plan
to	TO	to
do	VV	do
the	DT	the
same	JJ	same
with	IN	with
Alexa	NP	Alexa
as	IN	as
they've	NP	they've
done	VVN	do
know	VVP	know
with	IN	with
shifa	NN	shifa
so	IN	so
I'm	NP	I'm
just	RB	just
asking	VVG	ask
where	WRB	where
is	VBZ	be
this	DT	this
world	NN	world
where	WRB	where
where	WRB	where
is	VBZ	be
the	DT	the
world	NN	world
order	NN	order
and	CC	and
the	DT	the
maggots	NNS	maggot
that	WDT	that
are	VBP	be
creeping	VVG	creep
out	RP	out
of	IN	of
the	DT	the
corpses	NNS	corpse
in	IN	in
shifa	NN	shifa
hospital	NN	hospital
now	RB	now
are	VBP	be
really	RB	really
maggots	NNS	maggot
coming	VVG	come
out	RP	out
of	IN	of
the	DT	the
eyes	NNS	eye
of	IN	of
President	NP	President
Biden	NP	Biden
and	CC	and
the	DT	the
EU	NP	EU
leaders	NNS	leader
doing	VVG	do
nothing	NN	nothing
to	TO	to
stop	VV	stop
this	DT	this
horrible	JJ	horrible
horrible	JJ	horrible
genocide	NN	genocide
mads	VVZ	mad
we're	NNS	we're
looking	VVG	look
at	IN	at
the	DT	the
pictures	NNS	picture
the	DT	the
very	RB	very
latest	JJS	late
pictures	NNS	picture
of	IN	of
the	DT	the
aftermath	NN	aftermath
right	NN	right
of	IN	of
this	DT	this
two	CD	two
weeks	NNS	week
Siege	VV	siege
uh	UH	uh
on	IN	on
alifa	NN	alifa
the	DT	the
buildings	NNS	building
are	VBP	be
completely	RB	completely
burnt	VVN	burn
out	IN	out
hollowed	VVN	hollow
out	RP	out
out	IN	out
um	NNS	um
I	PP	I
see	VVP	see
a	DT	a
bridge	NN	bridge
connecting	VVG	connect
buildings	NNS	building
there	IN	here
that's	NNS	that's
destroyed	VVN	destroy
to	TO	to
me	PP	me
when	WRB	when
I	PP	I
look	VVP	look
at	IN	at
this	DT	this
and	CC	and
I'm	NN	I'm
of	IN	of
course	NN	course
no	DT	no
expert	NN	expert
on	IN	on
this	DT	this
it	PP	it
looks	VVZ	look
to	TO	to
me	PP	me
like	IN	like
this	DT	this
can	MD	can
never	RB	never
be	VB	be
rebuilt	VVD	rebuild
this	DT	this
was	VBD	be
gaza's	JJ	gaza's
largest	JJS	large
hospital	NN	hospital
can	MD	can
do	VV	do
you	PP	you
think	VV	think
in	IN	in
the	DT	the
future	NN	future
this	DT	this
can	MD	can
be	VB	be
used	VVN	use
again	RB	again
or	CC	or
or	CC	or
is	VBZ	be
alifa	NN	alifa
gone	VVN	go
for	IN	for
good	JJ	good
well	NN	well
I	PP	I
think	VVP	think
you're	JJ	you're
right	JJ	right
I've	NN	I've
seen	VVN	see
the	DT	the
same	JJ	same
videos	NNS	video
and	CC	and
I	PP	I
recognized	VVD	recognize
the	DT	the
the	DT	the
skeletons	NNS	skeleton
of	IN	of
the	DT	the
buildings	NNS	building
and	CC	and
particularly	RB	particularly
the	DT	the
brand	NN	brand
new	JJ	new
uh	UH	uh
medical	JJ	medical
surgical	JJ	surgical
complex	NN	complex
to	TO	to
the	DT	the
north	NN	north
of	IN	of
the	DT	the
complex	NN	complex
which	WDT	which
was	VBD	be
equipped	VVN	equip
at	IN	at
top	JJ	top
level	NN	level
and	CC	and
and	CC	and
financed	VVN	finance
funded	VVN	fund
by	IN	by
by	IN	by
European	JJ	European
countries	NNS	country
where	WRB	where
are	VBP	be
they	PP	they
today	NN	today
I	PP	I
do	VVP	do
not	RB	not
think	VV	think
this	DT	this
can	MD	can
be	VB	be
rebuilt	VVD	rebuild
it	PP	it
will	MD	will
be	VB	be
rebuilt	VVD	rebuild
because	IN	because
we	PP	we
will	MD	will
rebuild	VV	rebuild
GSA	NP	GSA
and	CC	and
gsa's	NP	gsa's
Healthcare	NP	Healthcare
and	CC	and
I	PP	I
think	VVP	think
one	CD	one
thing	NN	thing
which	WDT	which
is	VBZ	be
you	PP	you
know	VVP	know
greatly	RB	greatly
overlooked	VVN	overlook
by	IN	by
the	DT	the
media	NNS	medium
is	VBZ	be
that	IN/that	that
Israel	NP	Israel
is	VBZ	be
never	RB	never
held	VVN	hold
accountable	JJ	accountable
and	CC	and
never	RB	never
has	VHZ	have
to	TO	to
pay	VV	pay
War	NP	War
compensation	NN	compensation
this	DT	this
endless	JJ	endless
this	DT	this
absolutely	RB	absolutely
endless	JJ	endless
impunity	NN	impunity
for	IN	for
Israel	NP	Israel
through	IN	through
75	CD	@card@
years	NNS	year
has	VHZ	have
made	VVN	make
them	PP	them
ravage	VVP	ravage
and	CC	and
Destroy	VVP	destroy
as	RB	as
much	RB	much
as	IN	as
they	PP	they
like	VVP	like
without	IN	without
ever	RB	ever
being	VBG	be
held	VVN	hold
accountable	JJ	accountable
and	CC	and
in	IN	in
particular	JJ	particular
not	RB	not
financially	RB	financially
uh	UH	uh
accountable	JJ	accountable
actually	RB	actually
the	DT	the
state	NN	state
of	IN	of
Israel	NP	Israel
should	MD	should
be	VB	be
sentenced	VVN	sentence
to	TO	to
rebuild	VV	rebuild
shifa	NN	shifa
hospital	NN	hospital
and	CC	and
pay	VV	pay
the	DT	the
full	JJ	full
bill	NN	bill
for	IN	for
their	PP$	their
destructions	NNS	destruction
um	RB	um
so	RB	so
on	IN	on
one	CD	one
side	NN	side
if	IN	if
I	PP	I
can	MD	can
jump	VV	jump
in	IN	in
just	RB	just
to	TO	to
just	RB	just
to	TO	to
provide	VV	provide
some	DT	some
context	NN	context
to	TO	to
viewers	NNS	viewer
because	IN	because
um	JJ	um
Benjamin	NP	Benjamin
Netanyahu	NP	Netanyahu
the	DT	the
Israeli	JJ	Israeli
Prime	NP	Prime
Minister	NP	Minister
did	VVD	do
present	VV	present
a	DT	a
plan	NN	plan
that	WDT	that
was	VBD	be
widely	RB	widely
panned	VVN	pan
I	PP	I
have	VHP	have
to	TO	to
say	VV	say
a	DT	a
plan	NN	plan
for	IN	for
post	JJ	post
Gaza	NP	Gaza
part	NN	part
of	IN	of
his	PP$	his
plan	NN	plan
was	VBD	be
to	TO	to
have	VH	have
rebuilding	NN	rebuilding
paid	VVN	pay
for	IN	for
by	IN	by
U	NP	U
the	DT	the
International	NP	International
Community	NP	Community
and	CC	and
specifically	RB	specifically
Arab	JJ	Arab
countries	NNS	country
he	PP	he
was	VBD	be
rebuffed	VVN	rebuff
um	NN	um
but	CC	but
he	PP	he
in	IN	in
his	PP$	his
vision	NN	vision
of	IN	of
it	PP	it
um	JJ	um
he	PP	he
would	MD	would
have	VH	have
Gulf	NP	Gulf
countries	NNS	country
and	CC	and
Arab	JJ	Arab
countries	NNS	country
generally	RB	generally
pay	VVP	pay
for	IN	for
this	DT	this
rebuilding	NN	rebuilding
I	PP	I
just	RB	just
wanted	VVD	want
to	TO	to
complete	VV	complete
your	PP$	your
point	NN	point
there	RB	there
yeah	RB	yeah
thank	VV	thank
you	PP	you
and	CC	and
and	CC	and
it's	JJ	it's
it's	NNS	it's
showing	VVG	show
the	DT	the
the	DT	the
the	DT	the
cism	NN	cism
of	IN	of
the	DT	the
Israeli	JJ	Israeli
government	NN	government
I	PP	I
mean	VVP	mean
this	DT	this
is	VBZ	be
this	DT	this
is	VBZ	be
a	DT	a
total	JJ	total
Destruction	NN	destruction
of	IN	of
Civil	NP	Civil
Society	NP	Society
in	IN	in
Gaza	NP	Gaza
this	DT	this
is	VBZ	be
the	DT	the
politics	NN	politics
of	IN	of
elimination	NN	elimination
well	RB	well
known	VVN	know
from	IN	from
Colonial	NP	Colonial
politics	NNS	politics
all	RB	all
over	IN	over
the	DT	the
world	NN	world
you	PP	you
kill	VVP	kill
the	DT	the
indigenous	JJ	indigenous
people	NNS	people
you	PP	you
destroy	VVP	destroy
their	PP$	their
social	JJ	social
Fabric	NN	fabric
and	CC	and
their	PP$	their
society	NN	society
and	CC	and
you	PP	you
take	VVP	take
over	IN	over
the	DT	the
land	NN	land
you	PP	you
grab	VVP	grab
the	DT	the
land	NN	land
so	IN	so
this	DT	this
is	VBZ	be
a	DT	a
politics	NNS	politics
well	RB	well
known	VVN	know
and	CC	and
it's	NNS	it's
called	VVD	call
actually	RB	actually
the	DT	the
politics	NNS	politics
of	IN	of
elimination	NN	elimination
and	CC	and
and	CC	and
and	CC	and
this	DT	this
destruction	NN	destruction
of	IN	of
shifa	NN	shifa
today	NN	today
is	VBZ	be
the	DT	the
lowest	JJS	low
point	NN	point
to	TO	to
till	VV	till
now	RB	now
when	WRB	when
it	PP	it
comes	VVZ	come
to	TO	to
the	DT	the
Israeli	JJ	Israeli
occupation	NN	occupation
armies	NNS	army
destruction	NN	destruction
of	IN	of
hospitals	NNS	hospital
schools	NNS	school
universities	NNS	university
archaeological	JJ	archaeological
sites	NNS	site
archives	NN	archives
museums	NNS	museum
everything	NN	everything
and	CC	and
that	DT	that
is	VBZ	be
part	NN	part
of	IN	of
the	DT	the
yeah	RB	yeah
yeah	RB	yeah
man	NN	man
can	MD	can
I	PP	I
once	RB	once
again	RB	again
get	VV	get
you	PP	you
to	TO	to
um	NNS	um
can	MD	can
I	PP	I
confront	VV	confront
what	WP	what
the	DT	the
the	DT	the
Israeli	JJ	Israeli
version	NN	version
of	IN	of
events	NNS	event
at	IN	at
alifa	NN	alifa
with	IN	with
what	WP	what
you	PP	you
know	VVP	know
to	TO	to
have	VH	have
happened	VVN	happen
with	IN	with
your	PP$	your
contacts	NNS	contact
on	IN	on
the	DT	the
ground	NN	ground
the	DT	the
Israeli	JJ	Israeli
military	NN	military
said	VVD	say
that	IN/that	that
they	PP	they
saw	VVD	see
a	DT	a
large	JJ	large
cluster	NN	cluster
of	IN	of
armed	JJ	armed
fighters	NNS	fighter
from	IN	from
Hamas	NP	Hamas
and	CC	and
the	DT	the
Islamic	NP	Islamic
Jihad	NP	Jihad
and	CC	and
that	IN/that	that
they	PP	they
were	VBD	be
fighting	VVG	fight
them	PP	them
um	JJ	um
and	CC	and
they	PP	they
were	VBD	be
trying	VVG	try
to	TO	to
sort	VV	sort
out	RP	out
patience	NN	patience
this	DT	this
has	VHZ	have
been	VBN	be
a	DT	a
big	JJ	big
part	NN	part
of	IN	of
the	DT	the
Israeli	JJ	Israeli
narrative	NN	narrative
on	IN	on
the	DT	the
alifa	NN	alifa
medical	JJ	medical
complex	NN	complex
they	PP	they
were	VBD	be
trying	VVG	try
to	TO	to
sort	VV	sort
out	RP	out
patients	NNS	patient
from	IN	from
the	DT	the
fighters	NNS	fighter
and	CC	and
Target	NP	Target
only	RB	only
the	DT	the
fighters	NNS	fighter
um	NNS	um
what	WP	what
do	VVP	do
you	PP	you
know	VVP	know
about	RB	about
who	WP	who
was	VBD	be
in	IN	in
the	DT	the
hospital	NN	hospital
and	CC	and
and	CC	and
about	RB	about
that	IN/that	that
fighting	VVG	fight
what	WP	what
I	PP	I
know	VVP	know
from	IN	from
the	DT	the
reports	NNS	report
is	VBZ	be
that	IN/that	that
there	EX	there
has	VHZ	have
been	VBN	be
fighting	VVG	fight
around	IN	around
shifa	NN	shifa
hospital	NN	hospital
and	CC	and
and	CC	and
consider	VV	consider
uh	UH	uh
for	IN	for
a	DT	a
moment	NN	moment
yourself	PP	yourself
if	IN	if
your	PP$	your
National	JJ	national
most	JJS	most
important	JJ	important
Flagship	NN	flagship
hospital	NN	hospital
was	VBD	be
attacked	VVN	attack
by	IN	by
an	DT	an
invading	VVG	invade
Army	NN	army
who	WP	who
really	RB	really
had	VHD	have
the	DT	the
intention	NN	intention
of	IN	of
destroying	VVG	destroy
the	DT	the
hospital	NN	hospital
and	CC	and
killing	VVG	kill
the	DT	the
people	NNS	people
wouldn't	VVD	wouldn't
you	PP	you
defend	VV	defend
it	PP	it
in	IN	in
the	DT	the
vincinity	NN	vincinity
of	IN	of
the	DT	the
hospital	NN	hospital
wouldn't	NN	wouldn't
you	PP	you
think	VVP	think
that	IN/that	that
your	PP$	your
army	NN	army
should	MD	should
defend	VV	defend
your	PP$	your
most	RBS	most
important	JJ	important
security	NN	security
hospital	NN	hospital
for	IN	for
the	DT	the
people	NNS	people
of	IN	of
course	NN	course
they	PP	they
have	VHP	have
tried	VVN	try
to	TO	to
defend	VV	defend
it	PP	it
but	CC	but
I	PP	I
have	VHP	have
not	RB	not
heard	VVN	hear
any	DT	any
report	NN	report
of	IN	of
Fighters	NNS	fighter
inside	IN	inside
shifa	NN	shifa
hospital	NN	hospital
and	CC	and
don't	NN	don't
forget	VVP	forget
this	DT	this
is	VBZ	be
the	DT	the
second	JJ	second
Siege	NN	siege
of	IN	of
shifa	NN	shifa
when	WRB	when
they	PP	they
invaded	VVD	invade
Shi	NP	Shi
for	IN	for
the	DT	the
first	JJ	first
time	NN	time
they	PP	they
had	VHD	have
no	DT	no
proof	NN	proof
of	IN	of
any	DT	any
military	JJ	military
installations	NNS	installation
they	PP	they
didn't	VVD	didn't
find	VV	find
anything	NN	anything
they	PP	they
repeat	VVP	repeat
their	PP$	their
lies	NNS	lie
because	IN	because
they	PP	they
didn't	VVD	didn't
need	VV	need
these	DT	these
lies	VVZ	lie
to	TO	to
to	TO	to
attack	VV	attack
all	PDT	all
the	DT	the
other	JJ	other
hospitals	NNS	hospital
in	IN	in
Gaza	NP	Gaza
you	PP	you
know	VVP	know
out	RP	out
of	IN	of
the	DT	the
35	CD	@card@
hospitals	NNS	hospital
almost	RB	almost
every	DT	every
one	CD	one
of	IN	of
them	PP	them
have	VHP	have
been	VBN	be
attacked	VVN	attack
even	RB	even
without	IN	without
the	DT	the
excuse	NN	excuse
of	IN	of
being	VBG	be
a	DT	a
military	JJ	military
command	NN	command
center	NN	center
so	IN	so
this	DT	this
is	VBZ	be
this	DT	this
is	VBZ	be
a	DT	a
lie	NN	lie
and	CC	and
this	DT	this
is	VBZ	be
beyond	IN	beyond
the	DT	the
point	NN	point
because	IN	because
what	WP	what
they	PP	they
are	VBP	be
