okay	JJ	okay
this	DT	this
will	MD	will
have	VH	have
bad	JJ	bad
consequences	NNS	consequence
we	PP	we
also	RB	also
exchange	VVP	exchange
our	PP$	our
viewpoints	NNS	viewpoint
regarding	VVG	regard
humanitarian	JJ	humanitarian
corridors	NNS	corridor
to	TO	to
keep	VV	keep
the	DT	the
uh	UH	uh
assistances	NNS	assistance
and	CC	and
Aid	NN	aid
reaching	VVG	reach
the	DT	the
Palestinians	NPS	Palestinians
particularly	RB	particularly
within	IN	within
the	DT	the
deterioration	NN	deterioration
of	IN	of
the	DT	the
situation	NN	situation
in	IN	in
Gaza	NP	Gaza
Strip	NP	Strip
it	PP	it
is	VBZ	be
a	DT	a
disaster	NN	disaster
what	WP	what
we	PP	we
can	MD	can
see	VV	see
in	IN	in
in	IN	in
Gaza	NP	Gaza
Strip	NP	Strip
and	CC	and
shortage	NN	shortage
of	IN	of
basic	JJ	basic
needs	NNS	need
no	DT	no
electricity	NN	electricity
because	IN	because
of	IN	of
the	DT	the
bombardment	NN	bombardment
and	CC	and
we	PP	we
all	RB	all
understand	VVP	understand
that	IN/that	that
the	DT	the
situation	NN	situation
is	VBZ	be
very	RB	very
tough	JJ	tough
and	CC	and
we	PP	we
all	RB	all
have	VH	have
to	TO	to
exert	VV	exert
all	DT	all
possible	JJ	possible
efforts	NNS	effort
with	IN	with
our	PP$	our
alliance	NN	alliance
and	CC	and
partners	NNS	partner
particularly	RB	particularly
the	DT	the
United	NP	United
States	NPS	States
of	IN	of
America	NP	America
in	IN	in
order	NN	order
to	TO	to
calm	VV	calm
the	DT	the
situation	NN	situation
and	CC	and
to	TO	to
not	RB	not
to	TO	to
uh	UH	uh
uh	UH	uh
increase	VV	increase
the	DT	the
more	JJR	more
casualties	NNS	casualty
within	IN	within
civilians	NNS	civilian
the	DT	the
only	JJ	only
way	NN	way
to	TO	to
reach	VV	reach
a	DT	a
peaceful	JJ	peaceful
solution	NN	solution
is	VBZ	be
to	TO	to
open	VV	open
all	DT	all
contact	NN	contact
Channels	NNS	channel
with	IN	with
all	DT	all
partners	NNS	partner
and	CC	and
concerned	JJ	concerned
Partners	NNS	partner
through	IN	through
cooperation	NN	cooperation
we	PP	we
appreciate	VVP	appreciate
the	DT	the
Regional	JJ	regional
International	NP	International
efforts	NNS	effort
being	VBG	be
made	VVN	make
to	TO	to
deescalate	VV	deescalate
the	DT	the
situation	NN	situation
Q	NN	Q
deeply	RB	deeply
believes	VVZ	believe
that	IN/that	that
mediation	NN	mediation
dialogue	NN	dialogue
are	VBP	be
very	RB	very
important	JJ	important
and	CC	and
this	DT	this
is	VBZ	be
part	NN	part
of	IN	of
our	PP$	our
foreign	JJ	foreign
policy	NN	policy
and	CC	and
K	NP	K
has	VHZ	have
made	VVN	make
a	DT	a
lot	NN	lot
of	IN	of
successes	NNS	success
through	IN	through
dialogue	NN	dialogue
with	IN	with
other	JJ	other
parties	NNS	party
and	CC	and
qat	NN	qat
is	VBZ	be
now	RB	now
having	VHG	have
uh	UH	uh
a	DT	a
great	JJ	great
position	NN	position
as	IN	as
a	DT	a
partner	NN	partner
in	IN	in
achieving	VVG	achieve
and	CC	and
bringing	VVG	bring
peace	NN	peace
qat	NN	qat
is	VBZ	be
committed	VVN	commit
to	TO	to
be	VB	be
a	DT	a
partner	NN	partner
in	IN	in
the	DT	the
peace	NN	peace
process	NN	process
in	IN	in
making	VVG	make
peace	NN	peace
and	CC	and
we	PP	we
need	VVP	need
not	RB	not
anything	NN	anything
that	WDT	that
will	MD	will
hit	VV	hit
the	DT	the
good	JJ	good
reputation	NN	reputation
of	IN	of
qat	NN	qat
through	IN	through
other	JJ	other
parties	NNS	party
we	PP	we
confirm	VVP	confirm
that	IN/that	that
the	DT	the
lack	NN	lack
of	IN	of
a	DT	a
last	JJ	last
and	CC	and
fair	JJ	fair
solution	NN	solution
will	MD	will
have	VH	have
bad	JJ	bad
consequences	NNS	consequence
and	CC	and
the	DT	the
International	NP	International
Community	NP	Community
must	MD	must
press	VV	press
towards	IN	towards
the	DT	the
fair	JJ	fair
solution	NN	solution
of	IN	of
the	DT	the
Palestinian	JJ	Palestinian
cause	NN	cause
within	IN	within
the	DT	the
Arab	JJ	Arab
initiative	NN	initiative
that	WDT	that
insisted	VVD	insist
on	IN	on
a	DT	a
Palestinian	JJ	Palestinian
State	NN	state
on	IN	on
the	DT	the
borders	NNS	border
of	IN	of
1967	CD	@card@
with	IN	with
East	NP	East
Jerusalem	NP	Jerusalem
as	IN	as
the	DT	the
capital	NN	capital
of	IN	of
the	DT	the
state	NN	state
and	CC	and
the	DT	the
Palestinian	NN	Palestinian
must	MD	must
get	VV	get
their	PP$	their
legitimate	JJ	legitimate
right	NN	right
we	PP	we
look	VVP	look
forward	RB	forward
to	TO	to
working	VVG	work
more	JJR	more
and	CC	and
more	JJR	more
with	IN	with
our	PP$	our
partners	NNS	partner
with	IN	with
the	DT	the
Us	NP	U
and	CC	and
other	JJ	other
partners	NNS	partner
in	IN	in
order	NN	order
to	TO	to
discal	JJ	discal
the	DT	the
situation	NN	situation
in	IN	in
the	DT	the
Palestinian	JJ	Palestinian
territories	NNS	territory
and	CC	and
in	IN	in
Israel	NP	Israel
for	IN	for
the	DT	the
peace	NN	peace
and	CC	and
Security	NN	security
in	IN	in
the	DT	the
region	NN	region
and	CC	and
peace	NN	peace
be	VB	be
upon	IN	upon
you	PP	you
well	RB	well
good	JJ	good
evening	NN	evening
um	NNS	um
let	VVP	let
me	PP	me
start	VVP	start
by	IN	by
expressing	VVG	express
my	PP$	my
gratitude	NN	gratitude
to	TO	to
the	DT	the
Amir	NP	Amir
and	CC	and
to	TO	to
the	DT	the
Prime	NP	Prime
Minister	NP	Minister
my	PP$	my
friend	NN	friend
Muhammad	NP	Muhammad
for	IN	for
uh	UH	uh
as	RB	as
always	RB	always
very	RB	very
productive	JJ	productive
discussions	NNS	discussion
uh	UH	uh
cutter	NN	cutter
has	VHZ	have
been	VBN	be
a	DT	a
very	RB	very
close	JJ	close
partner	NN	partner
to	TO	to
the	DT	the
United	NP	United
States	NPS	States
on	IN	on
broad	JJ	broad
range	NN	range
of	IN	of
issues	NNS	issue
that	WDT	that
are	VBP	be
crucial	JJ	crucial
to	TO	to
both	DT	both
of	IN	of
our	PP$	our
countries	NNS	country
and	CC	and
to	TO	to
this	DT	this
region	NN	region
from	IN	from
working	VVG	work
together	RB	together
on	IN	on
evacuating	VVG	evacuate
Americans	NPS	Americans
Afghans	NNS	Afghan
and	CC	and
others	NNS	other
from	IN	from
Afghanistan	NP	Afghanistan
to	TO	to
cooperating	VVG	cooperate
very	RB	very
closely	RB	closely
uh	UH	uh
in	IN	in
responding	VVG	respond
to	TO	to
humanitarian	JJ	humanitarian
emergencies	NNS	emergency
like	IN	like
the	DT	the
devastating	JJ	devastating
earthquakes	NNS	earthquake
in	IN	in
Tura	NP	Tura
and	CC	and
in	IN	in
Syria	NP	Syria
um	VVG	um
we	PP	we
'	POS	'
re	NN	re
meeting	NN	meeting
today	NN	today
at	IN	at
what	WP	what
is	VBZ	be
a	DT	a
difficult	JJ	difficult
but	CC	but
also	RB	also
consequential	JJ	consequential
time	NN	time
for	IN	for
the	DT	the
region	NN	region
in	IN	in
the	DT	the
wake	NN	wake
of	IN	of
hamas	NN	hamas
'	POS	'
s	JJ	s
appalling	JJ	appalling
attack	NN	attack
killed	VVD	kill
more	JJR	more
than	IN	than
1300	CD	@card@
Israelis	NNS	Israeli
at	IN	at
least	JJS	least
27	CD	@card@
American	JJ	American
citizens	NNS	citizen
and	CC	and
people	NNS	people
from	IN	from
more	JJR	more
than	IN	than
30	CD	@card@
countries	NNS	country
United	NP	United
States	NPS	States
and	CC	and
cter	NN	cter
share	NN	share
the	DT	the
goal	NN	goal
of	IN	of
preventing	VVG	prevent
this	DT	this
conflict	NN	conflict
from	IN	from
spreading	VVG	spread
uh	UH	uh
we	PP	we
discussed	VVD	discuss
in	IN	in
detail	NN	detail
our	PP$	our
efforts	NNS	effort
to	TO	to
prevent	VV	prevent
any	DT	any
active	JJ	active
state	NN	state
or	CC	or
non	JJ	non
-	NNS	-
state	VVP	state
we	PP	we
'	''	'
re	IN	re
creating	VVG	create
a	DT	a
new	JJ	new
front	JJ	front
uh	UH	uh
in	IN	in
this	DT	this
conflict	NN	conflict
we	PP	we
'	POS	'
re	NN	re
also	RB	also
working	VVG	work
intensively	RB	intensively
together	RB	together
to	TO	to
secure	VV	secure
the	DT	the
release	NN	release
of	IN	of
hostages	NNS	hostage
including	VVG	include
American	JJ	American
citizens	NNS	citizen
being	VBG	be
held	VVN	hold
by	IN	by
Hamas	NP	Hamas
and	CC	and
Gaza	NP	Gaza
I	NP	I
'	POS	'
m	NN	m
grateful	JJ	grateful
for	IN	for
the	DT	the
urgency	NN	urgency
that	IN/that	that
cter	NN	cter
is	VBZ	be
bringing	VVG	bring
to	TO	to
this	DT	this
effort	NN	effort
I	PP	I
had	VHD	have
an	DT	an
opportunity	NN	opportunity
to	TO	to
meet	VV	meet
yesterday	NN	yesterday
with	IN	with
the	DT	the
families	NNS	family
of	IN	of
some	DT	some
of	IN	of
those	DT	those
being	JJ	being
held	JJ	held
hostage	NN	hostage
by	IN	by
Havas	NP	Havas
their	PP$	their
anguish	NN	anguish
is	VBZ	be
profound	JJ	profound
they	PP	they
'	''	'
re	IN	re
desperate	JJ	desperate
to	TO	to
bring	VV	bring
their	PP$	their
loved	VVN	love
ones	NNS	one
home	NN	home
and	CC	and
we	PP	we
are	VBP	be
working	VVG	work
urgently	RB	urgently
on	IN	on
that	DT	that
effort	NN	effort
we	PP	we
'	POS	'
re	NN	re
doing	VVG	do
that	IN/that	that
with	IN	with
cutter	NN	cutter
and	CC	and
we	PP	we
'	POS	'
re	NN	re
doing	VVG	do
that	IN/that	that
with	IN	with
allies	NNS	ally
and	CC	and
partners	NNS	partner
across	IN	across
the	DT	the
region	NN	region
as	IN	as
Israel	NP	Israel
continues	VVZ	continue
to	TO	to
respond	VV	respond
to	TO	to
hamas	NN	hamas
'	POS	'
s	JJ	s
devastating	JJ	devastating
attacks	NNS	attack
the	DT	the
United	NP	United
States	NPS	States
will	MD	will
ensure	VV	ensure
that	IN/that	that
it	PP	it
has	VHZ	have
what	WP	what
it	PP	it
needs	VVZ	need
to	TO	to
defend	VV	defend
its	PP$	its
people	NNS	people
Secretary	NP	Secretary
of	IN	of
Defense	NP	Defense
Austin	NP	Austin
was	VBD	be
in	IN	in
Israel	NP	Israel
today	NN	today
doing	VVG	do
just	RB	just
that	IN/that	that
working	VVG	work
closely	RB	closely
with	IN	with
the	DT	the
Israelis	NPS	Israelis
to	TO	to
make	VV	make
sure	JJ	sure
that	IN/that	that
we	PP	we
'	''	'
re	IN	re
providing	VVG	provide
them	PP	them
what	WP	what
they	PP	they
need	VVP	need
and	CC	and
we	PP	we
'	POS	'
ll	NNS	ll
be	VB	be
able	JJ	able
to	TO	to
do	VV	do
that	IN/that	that
on	IN	on
an	DT	an
ongoing	JJ	ongoing
basis	NN	basis
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
we	PP	we
'	POS	'
re	NN	re
in	IN	in
constant	JJ	constant
communication	NN	communication
with	IN	with
Israeli	JJ	Israeli
officials	NNS	official
and	CC	and
with	IN	with
multilateral	JJ	multilateral
International	NP	International
organizations	NNS	organization
humanitarian	JJ	humanitarian
organizations	NNS	organization
including	VVG	include
the	DT	the
United	NP	United
Nations	NPS	Nations
agencies	NNS	agency
including	VVG	include
the	DT	the
icrc	NN	icrc
to	TO	to
get	VV	get
Aid	NN	aid
to	TO	to
civilians	NNS	civilian
in	IN	in
Gaza	NP	Gaza
as	IN	as
I	PP	I
said	VVD	say
yesterday	NN	yesterday
in	IN	in
Tel	NP	Tel
Aviv	NP	Aviv
Israel	NP	Israel
has	VHZ	have
the	DT	the
right	NN	right
indeed	RB	indeed
it	PP	it
has	VHZ	have
the	DT	the
obligation	NN	obligation
to	TO	to
defend	VV	defend
its	PP$	its
people	NNS	people
and	CC	and
to	TO	to
try	VV	try
to	TO	to
ensure	VV	ensure
that	IN/that	that
Hamas	NP	Hamas
can	MD	can
never	RB	never
repeat	VV	repeat
what	WP	what
it	PP	it
'	POS	'
s	NN	S
done	VVN	do
we	PP	we
continue	VVP	continue
to	TO	to
discuss	VV	discuss
with	IN	with
Israel	NP	Israel
the	DT	the
importance	NN	importance
of	IN	of
taking	VVG	take
every	DT	every
possible	JJ	possible
precaution	NN	precaution
to	TO	to
avoid	VV	avoid
harming	VVG	harm
civilian	JJ	civilian
we	PP	we
recognize	VVP	recognize
that	IN/that	that
many	JJ	many
Palestinian	JJ	Palestinian
families	NNS	family
in	IN	in
Gaza	NP	Gaza
are	VBP	be
suffering	VVG	suffer
through	IN	through
no	DT	no
fault	NN	fault
of	IN	of
their	PP$	their
own	JJ	own
and	CC	and
the	DT	the
Palestinian	JJ	Palestinian
civilians	NNS	civilian
have	VHP	have
lost	VVN	lose
their	PP$	their
lives	NNS	life
we	PP	we
mourn	VVP	mourn
the	DT	the
loss	NN	loss
of	IN	of
every	DT	every
innocent	JJ	innocent
life	NN	life
Israeli	NP	Israeli
Palestinian	NP	Palestinian
Jew	NP	Jew
Christian	NP	Christian
Muslim	NP	Muslim
as	RB	as
well	RB	well
as	IN	as
civilians	NNS	civilian
of	IN	of
every	DT	every
faith	NN	faith
and	CC	and
every	DT	every
nationality	NN	nationality
who	WP	who
'	POS	'
ve	RB	ve
been	VBN	be
killed	VVN	kill
let	NN	let
'	POS	'
s	NNS	s
not	RB	not
lose	VVP	lose
sight	NN	sight
of	IN	of
why	WRB	why
this	DT	this
is	VBZ	be
happening	VVG	happen
Israel	NP	Israel
is	VBZ	be
conducting	VVG	conduct
operations	NNS	operation
in	IN	in
Gaza	NP	Gaza
because	IN	because
AAS	NNS	aa
carried	VVN	carry
out	IN	out
terrorist	JJ	terrorist
attacks	NNS	attack
that	WDT	that
killed	VVD	kill
in	IN	in
the	DT	the
most	RBS	most
horrific	JJ	horrific
ways	NNS	way
1300	CD	@card@
of	IN	of
its	PP$	its
people	NNS	people
a	DT	a
m	NN	m
terrorist	NN	terrorist
slaughtered	VVN	slaughter
raped	VVD	rape
mutilated	VVN	mutilate
tortured	JJ	tortured
burned	JJ	burned
innocent	JJ	innocent
civilians	NNS	civilian
from	IN	from
babies	NNS	baby
to	TO	to
the	DT	the
elderly	JJ	elderly
men	NNS	man
women	NNS	woman
boys	NNS	boy
and	CC	and
girls	NNS	girl
now	IN	now
efforts	NNS	effort
to	TO	to
get	VV	get
humanitarian	JJ	humanitarian
Aid	NN	aid
into	IN	into
Gaza	NP	Gaza
are	VBP	be
complicated	JJ	complicated
ated	NNS	ated
by	IN	by
the	DT	the
fact	NN	fact
thatas	NNS	thatas
continues	VVZ	continue
to	TO	to
use	VV	use
innocent	JJ	innocent
civilians	NNS	civilian
as	IN	as
human	JJ	human
Shields	NP	Shields
and	CC	and
is	VBZ	be
reportedly	RB	reportedly
blocking	VVG	block
roads	NNS	road
to	TO	to
prevent	VV	prevent
Palestinians	NNS	Palestinian
from	IN	from
moving	VVG	move
to	TO	to
Southern	NP	Southern
Gaza	NP	Gaza
out	IN	out
of	IN	of
Harm	NP	Harm
'	POS	'
s	JJ	s
Way	NN	way
we	PP	we
know	VVP	know
the	DT	the
humanitarian	JJ	humanitarian
situation	NN	situation
is	VBZ	be
urgent	JJ	urgent
we	PP	we
'	''	'
re	IN	re
actively	RB	actively
engaged	VVN	engage
with	IN	with
Partners	NPS	Partners
including	VVG	include
cutter	NN	cutter
to	TO	to
get	VV	get
Aid	NN	aid
to	TO	to
those	DT	those
who	WP	who
need	VVP	need
it	PP	it
your	PP$	your
Excellency	NN	Excellency
thank	VV	thank
you	PP	you
again	RB	again
for	IN	for
today	NN	today
'	POS	'
s	NN	S
very	RB	very
very	RB	very
good	JJ	good
discussions	NNS	discussion
and	CC	and
for	IN	for
all	PDT	all
the	DT	the
work	NN	work
that	IN/that	that
our	PP$	our
countries	NNS	country
have	VHP	have
done	VVN	do
together	RB	together
thank	VV	thank
you	PP	you
a	DT	a
question	NN	question
from	IN	from
the	DT	the
journalist	NN	journalist
first	JJ	first
question	NN	question
to	TO	to
the	DT	the
K	NP	K
prime	JJ	prime
minister	NN	minister
media	NNS	medium
reports	NNS	report
talk	VVP	talk
about	IN	about
an	DT	an
agreement	NN	agreement
that	WDT	that
has	VHZ	have
been	VBN	be
agreed	VVN	agree
to	TO	to
freeze	VV	freeze
around	RP	around
six	CD	six
billion	NN	billion
dollars	NNS	dollar
run	VVP	run
here	RB	here
in	IN	in
Qatar	NP	Qatar
a	DT	a
question	NN	question
to	TO	to
Mr	NP	Mr
blink	NN	blink
have	VHP	have
you	PP	you
heard	VVD	hear
you	PP	you
and	CC	and
the	DT	the
American	NP	American
Administration	NP	Administration
that	IN/that	that
the	DT	the
numbers	NNS	number
of	IN	of
casualties	NNS	casualty
in	IN	in
Gaza	NP	Gaza
are	VBP	be
more	JJR	more
than	IN	than
1	CD	@card@
,	,	,
500	CD	@card@
third	NN	third
of	IN	of
these	DT	these
casualties	NNS	casualty
and	CC	and
victims	NNS	victim
are	VBP	be
children	NNS	child
according	VVG	accord
to	TO	to
reports	NNS	report
and	CC	and
according	VVG	accord
to	TO	to
the	DT	the
UNICEF	NP	UNICEF
my	PP$	my
question	NN	question
is	VBZ	be
clear	JJ	clear
to	TO	to
you	PP	you
what	WP	what
will	MD	will
the	DT	the
United	NP	United
States	NPS	States
do	VV	do
being	VBG	be
uh	UH	uh
a	DT	a
democracy	NN	democracy
advocate	NN	advocate
in	IN	in
the	DT	the
world	NN	world
what	WP	what
will	MD	will
you	PP	you
do	VV	do
in	IN	in
order	NN	order
not	RB	not
to	TO	to
kill	VV	kill
another	DT	another
child	NN	child
in	IN	in
Gaza	NP	Gaza
regarding	VVG	regard
the	DT	the
media	NNS	medium
reports	NNS	report
about	IN	about
freezing	VVG	freeze
Iranian	JJ	Iranian
funds	NNS	fund
in	IN	in
qat	NN	qat
the	DT	the
state	NN	state
of	IN	of
qat	NN	qat
is	VBZ	be
always	RB	always
committed	VVN	commit
to	TO	to
any	DT	any
agreement	NN	agreement
and	CC	and
uh	UH	uh
every	DT	every
steps	NNS	step
must	MD	must
be	VB	be
done	VVN	do
through	IN	through
consultations	NNS	consultation
with	IN	with
other	JJ	other
partners	NNS	partner
the	DT	the
fund	NN	fund
the	DT	the
money	NN	money
here	RB	here
in	IN	in
not	RB	not
be	VB	be
used	VVN	use
unless	IN	unless
all	PDT	all
the	DT	the
conditions	NNS	condition
of	IN	of
the	DT	the
agreement	NN	agreement
are	VBP	be
fulfilled	VVN	fulfill
and	CC	and
we	PP	we
should	MD	should
focus	VV	focus
on	IN	on
our	PP$	our
prior	JJ	prior
Focus	NP	Focus
to	TO	to
redu	NP	redu
T	NN	T
the	DT	the
priorities	NNS	priority
ofal	NN	ofal
and	CC	and
put	VV	put
an	DT	an
end	NN	end
to	TO	to
the	DT	the
current	JJ	current
war	NN	war
waged	VVN	wage
against	IN	against
our	PP$	our
brothers	NNS	brother
in	IN	in
Gaza	NP	Gaza
and	CC	and
reach	VV	reach
not	RB	not
to	TO	to
do	VV	do
anything	NN	anything
that	WDT	that
will	MD	will
escalate	VV	escalate
the	DT	the
situation	NN	situation
in	IN	in
the	DT	the
region	NN	region
thank	VV	thank
you	PP	you
for	IN	for
the	DT	the
question	NN	question
few	JJ	few
things	NNS	thing
as	IN	as
I	PP	I
said	VVD	say
uh	UH	uh
just	RB	just
a	DT	a
moment	NN	moment
ago	RB	ago
I	NP	I
'	POS	'
ll	NNS	ll
repeat	VV	repeat
it	PP	it
Israel	NP	Israel
has	VHZ	have
both	CC	both
the	DT	the
right	NN	right
and	CC	and
even	RB	even
the	DT	the
obligation	NN	obligation
to	TO	to
defend	VV	defend
his	PP$	his
people	NNS	people
and	CC	and
to	TO	to
do	VV	do
everything	NN	everything
it	PP	it
can	MD	can
to	TO	to
ensure	VV	ensure
that	IN/that	that
what	WP	what
happened	VVD	happen
last	JJ	last
Saturday	NP	Saturday
never	RB	never
happens	VVZ	happen
again	RB	again
uh	UH	uh
same	JJ	same
time	NN	time
the	DT	the
way	NN	way
Israel	NP	Israel
does	VVZ	do
this	DT	this
matters	VVZ	matter
uh	UH	uh
the	DT	the
way	NN	way
any	DT	any
democracy	NN	democracy
deal	NN	deal
with	IN	with
such	PDT	such
a	DT	a
situation	NN	situation
matters	NNS	matter
and	CC	and
to	TO	to
that	DT	that
end	NN	end
we	PP	we
discussed	VVD	discuss
with	IN	with
the	DT	the
Israelis	NPS	Israelis
urge	VVP	urge
the	DT	the
Israelis	NPS	Israelis
to	TO	to
use	VV	use
every	DT	every
possible	JJ	possible
precaution	NN	precaution
to	TO	to
avoid	VV	avoid
armed	JJ	armed
civilians	NNS	civilian
um	VVG	um
it	PP	it
'	POS	'
s	NN	S
also	RB	also
important	JJ	important
to	TO	to
remember	VV	remember
the	DT	the
fundamental	JJ	fundamental
issue	NN	issue
that	WDT	that
makes	VVZ	make
this	DT	this
so	RB	so
complicated	JJ	complicated
as	IN	as
I	PP	I
said	VVD	say
again	RB	again
a	DT	a
moment	NN	moment
ago	RB	ago
Hamas	NP	Hamas
uses	VVZ	use
civilians	NNS	civilian
as	IN	as
human	JJ	human
Shields	NP	Shields
it	PP	it
puts	VVZ	put
them	PP	them
in	IN	in
places	NNS	place
where	WRB	where
they	PP	they
will	MD	will
be	VB	be
in	IN	in
danger	NN	danger
puts	VVZ	put
them	PP	them
in	IN	in
places	NNS	place
where	WRB	where
they	PP	they
'	POS	'
re	NN	re
used	VVN	use
in	IN	in
effect	NN	effect
to	TO	to
try	VV	try
to	TO	to
protect	VV	protect
uh	UH	uh
Hamas	NN	Hamas
officials	NNS	official
or	CC	or
their	PP$	their
equipment	NN	equipment
or	CC	or
infrastructure	NN	infrastructure
civilians	NNS	civilian
of	IN	of
course	NN	course
should	MD	should
not	RB	not
be	VB	be
the	DT	the
target	NN	target
of	IN	of
military	JJ	military
operations	NNS	operation
they	PP	they
are	VBP	be
not	RB	not
the	DT	the
target	NN	target
of	IN	of
Israeli	JJ	Israeli
operations	NNS	operation
they	PP	they
are	VBP	be
very	RB	very
deliberately	RB	deliberately
the	DT	the
target	NN	target
of	IN	of
hamasa	NN	hamasa
action	NN	action
um	NNS	um
I	PP	I
mentioned	VVD	mention
as	RB	as
well	RB	well
that	IN/that	that
we	PP	we
'	POS	'
re	NN	re
very	RB	very
actively	RB	actively
engaged	VVN	engage
with	IN	with
un	JJ	un
relief	NN	relief
agencies	NNS	agency
with	IN	with
the	DT	the
icrc	NN	icrc
with	IN	with
others	NNS	other
to	TO	to
address	VV	address
the	DT	the
acute	JJ	acute
humanitarian	JJ	humanitarian
needs	NNS	need
of	IN	of
people	NNS	people
in	IN	in
Gaza	NP	Gaza
to	TO	to
protect	VV	protect
them	PP	them
from	IN	from
harm	VV	harm
uh	UH	uh
and	CC	and
uh	UH	uh
make	VV	make
sure	JJ	sure
that	IN/that	that
they	PP	they
have	VHP	have
uh	UH	uh
the	DT	the
ability	NN	ability
uh	UH	uh
to	TO	to
get	VV	get
what	WP	what
they	PP	they
need	VV	need
uh	UH	uh
we	PP	we
need	VVP	need
to	TO	to
ensure	VV	ensure
for	IN	for
example	NN	example
that	IN/that	that
there	EX	there
are	VBP	be
safe	JJ	safe
areas	NNS	area
in	IN	in
Gaza	NP	Gaza
uh	UH	uh
for	IN	for
civilians	NNS	civilian
we	PP	we
'	POS	'
re	NN	re
working	VVG	work
through	IN	through
the	DT	the
details	NNS	detail
on	IN	on
that	DT	that
uh	UH	uh
and	CC	and
uh	UH	uh
more	RBR	more
to	TO	to
be	VB	be
said	VVN	say
in	IN	in
the	DT	the
days	NNS	day
ahead	RB	ahead
but	CC	but
that	IN/that	that
'	POS	'
s	NNS	s
a	DT	a
priority	NN	priority
for	IN	for
us	PP	us
uh	UH	uh
we	PP	we
'	''	'
re	IN	re
discussing	VVG	discuss
this	DT	this
with	IN	with
the	DT	the
Israeli	JJ	Israeli
government	NN	government
we	PP	we
'	''	'
re	IN	re
discussing	VVG	discuss
it	PP	it
with	IN	with
others	NNS	other
in	IN	in
the	DT	the
region	NN	region
the	DT	the
question	NN	question
is	VBZ	be
related	VVN	relate
to	TO	to
the	DT	the
core	NN	core
of	IN	of
the	DT	the
contacts	NNS	contact
recent	JJ	recent
contacts	NNS	contact
since	IN	since
the	DT	the
crisis	NN	crisis
in	IN	in
Gaza	NP	Gaza
we	PP	we
have	VHP	have
seen	VVN	see
that	IN/that	that
