<video_id>goH5F7pHvCg</video_id>	JJ	<video_id>goH5F7pHvCg</video_id>
those	DT	those
emerging	VVG	emerge
reports	NNS	report
started	VVD	start
to	TO	to
come	VV	come
out	RP	out
within	IN	within
the	DT	the
past	JJ	past
two	CD	two
days	NNS	day
are	VBP	be
going	VVG	go
in	IN	in
fact	NN	fact
to	TO	to
lead	VV	lead
into	IN	into
an	DT	an
agreement	NN	agreement
between	IN	between
the	DT	the
Palestinians	NPS	Palestinians
particularly	RB	particularly
fighting	VVG	fight
groups	NNS	group
and	CC	and
Hamas	NNS	Hamas
mainly	RB	mainly
and	CC	and
the	DT	the
Israeli	JJ	Israeli
side	NN	side
that	WDT	that
will	MD	will
include	VV	include
not	RB	not
only	RB	only
in	IN	in
the	DT	the
war	NN	war
and	CC	and
an	DT	an
immediate	JJ	immediate
ceasefire	NN	ceasefire
increase	NN	increase
in	IN	in
the	DT	the
humanitarian	JJ	humanitarian
uh	UH	uh
aid	NN	aid
but	CC	but
also	RB	also
release	VV	release
of	IN	of
all	DT	all
Palestinian	JJ	Palestinian
prisoners	NNS	prisoner
including	VVG	include
those	DT	those
who	WP	who
were	VBD	be
detained	VVN	detain
from	IN	from
Gaza	NP	Gaza
the	DT	the
the	DT	the
northern	JJ	northern
part	NN	part
as	IN	as
the	DT	the
war	NN	war
was	VBD	be
as	IN	as
the	DT	the
war	NN	war
still	RB	still
continuing	VVG	continue
including	VVG	include
miners	NNS	miner
in	IN	in
exchange	NN	exchange
of	IN	of
course	NN	course
for	IN	for
the	DT	the
release	NN	release
of	IN	of
the	DT	the
Israeli	JJ	Israeli
captives	NNS	captive
inside	IN	inside
the	DT	the
the	DT	the
Gaza	NP	Gaza
STP	NP	STP
people	NNS	people
are	VBP	be
hopeful	JJ	hopeful
they're	NN	they're
looking	VVG	look
forward	RB	forward
to	TO	to
having	VHG	have
that	DT	that
in	IN	in
fact	NN	fact
here	RB	here
all	DT	all
day	NN	day
long	RB	long
we	PP	we
get	VVP	get
more	JJR	more
questions	NNS	question
from	IN	from
people	NNS	people
who	WP	who
are	VBP	be
passing	VVG	pass
by	IN	by
our	PP$	our
sites	NNS	site
and	CC	and
and	CC	and
just	RB	just
judging	VVG	judge
from	IN	from
the	DT	the
the	DT	the
number	NN	number
of	IN	of
questions	NNS	question
and	CC	and
the	DT	the
level	NN	level
of	IN	of
of	IN	of
of	IN	of
questionings	NNS	questionings
that	IN/that	that
we	PP	we
get	VVP	get
is	VBZ	be
that	IN/that	that
they	PP	they
are	VBP	be
eager	JJ	eager
as	IN	as
they	PP	they
are	VBP	be
growing	VVG	grow
tired	JJ	tired
exhausted	VVN	exhaust
they	PP	they
traumatized	VVD	traumatize
and	CC	and
they	PP	they
want	VVP	want
an	DT	an
end	NN	end
to	TO	to
their	PP$	their
displacement	NN	displacement
they	PP	they
don't	VVD	don't
want	VV	want
it	PP	it
to	TO	to
be	VB	be
permanent	JJ	permanent
they	PP	they
want	VVP	want
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
go	VV	go
back	RB	back
to	TO	to
their	PP$	their
homes	NNS	home
in	IN	in
the	DT	the
northern	JJ	northern
part	NN	part
in	IN	in
Gaza	NP	Gaza
c	SYM	c
as	IN	as
they	PP	they
have	VHP	have
been	VBN	be
displaced	VVN	displace
for	IN	for
four	CD	four
months	NNS	month
right	RB	right
now	RB	now
and	CC	and
it's	NNS	it's
it's	NNS	it's
about	IN	about
time	NN	time
they	PP	they
said	VVD	say
as	IN	as
we	PP	we
hear	VVP	hear
from	IN	from
them	PP	them
to	TO	to
go	VV	go
back	RB	back
and	CC	and
to	TO	to
look	VV	look
after	IN	after
their	PP$	their
family	NN	family
mainly	RB	mainly
provide	VV	provide
them	PP	them
with	IN	with
with	IN	with
the	DT	the
most	RBS	most
secret	JJ	secret
thing	NN	thing
they	PP	they
have	VHP	have
been	VBN	be
entrusted	VVN	entrust
on	IN	on
providing	VVG	provide
them	PP	them
which	WDT	which
is	VBZ	be
protection	NN	protection
and	CC	and
safety	NN	safety
as	IN	as
so	RB	so
far	RB	far
they	PP	they
are	VBP	be
lacking	VVG	lack
any	DT	any
sense	NN	sense
of	IN	of
security	NN	security
and	CC	and
safety	NN	safety
as	IN	as
they	PP	they
are	VBP	be
squeezed	VVN	squeeze
in	IN	in
the	DT	the
overcrowded	VVN	overcrowd
part	NN	part
of	IN	of
the	DT	the
gas	NN	gas
STP	NN	STP
in	IN	in
in	IN	in
Rafa	NP	Rafa
City	NP	City
yeah	RB	yeah
it's	NNS	it's
no	DT	no
surprise	NN	surprise
that	IN/that	that
they	PP	they
are	VBP	be
desperate	JJ	desperate
for	IN	for
a	DT	a
ceasefire	NN	ceasefire
because	IN	because
there's	NNS	there's
been	VBN	be
again	RB	again
more	JJR	more
overnight	JJ	overnight
Israeli	JJ	Israeli
raids	NNS	raid
across	IN	across
Gaza	NP	Gaza
at	IN	at
talk	NN	talk
us	PP	us
through	IN	through
the	DT	the
situation	NN	situation
on	IN	on
the	DT	the
ground	NN	ground
the	DT	the
aftermath	NN	aftermath
particularly	RB	particularly
at	IN	at
the	DT	the
hospitals	NNS	hospital
which	WDT	which
have	VHP	have
been	VBN	be
under	IN	under
siege	VV	siege
yes	UH	yes
well	UH	well
that's	NNS	that's
exactly	RB	exactly
the	DT	the
torture	NN	torture
before	IN	before
death	NN	death
and	CC	and
that's	NNS	that's
what	WP	what
have	VHP	have
people	NNS	people
have	VHP	have
been	VBN	be
frustrated	VVN	frustrate
about	RB	about
despite	IN	despite
the	DT	the
the	DT	the
talks	NNS	talk
and	CC	and
the	DT	the
emerging	VVG	emerge
reports	NNS	report
about	IN	about
a	DT	a
possible	JJ	possible
deal	NN	deal
between	IN	between
the	DT	the
Palestinians	NPS	Palestinians
and	CC	and
the	DT	the
the	DT	the
Israeli	JJ	Israeli
side	NN	side
is	VBZ	be
just	RB	just
the	DT	the
they	PP	they
seeing	VVG	see
more	RBR	more
intense	JJ	intense
bombing	NN	bombing
campaign	NN	campaign
and	CC	and
particularly	RB	particularly
around	IN	around
the	DT	the
city	NN	city
of	IN	of
Han	NP	Han
unun	NP	unun
and	CC	and
around	IN	around
vicinity	NN	vicinity
of	IN	of
hospitals	NNS	hospital
for	IN	for
the	DT	the
third	JJ	third
time	NN	time
Hospital	NN	hospital
have	VHP	have
been	VBN	be
stormed	VVN	storm
by	IN	by
this	DT	this
really	RB	really
military	JJ	military
the	DT	the
large	JJ	large
deal	NN	deal
of	IN	of
the	DT	the
facilities	NNS	facility
and	CC	and
the	DT	the
properties	NNS	property
were	VBD	be
severely	RB	severely
damaged	VVN	damage
more	JJR	more
people	NNS	people
are	VBP	be
being	VBG	be
injured	VVN	injure
and	CC	and
more	JJR	more
people	NNS	people
killed	VVN	kill
inside	IN	inside
the	DT	the
the	DT	the
facility	NN	facility
including	VVG	include
displaced	VVN	displace
Palestinians	NNS	Palestinian
and	CC	and
and	CC	and
employed	VVN	employ
security	NN	security
guard	NN	guard
employed	VVN	employ
by	IN	by
the	DT	the
Palestinian	JJ	Palestinian
Rick	NP	Rick
Crescent	NP	Crescent
the	DT	the
hospital	NN	hospital
in	IN	in
a	DT	a
statement	NN	statement
said	VVD	say
that	IN/that	that
they're	NN	they're
dealing	VVG	deal
with	IN	with
a	DT	a
more	JJR	more
than	IN	than
10	CD	@card@
critically	RB	critically
injured	VVN	injure
displ	NN	displ
Palestinians	NNS	Palestinian
inside	IN	inside
the	DT	the
the	DT	the
facility	NN	facility
including	VVG	include
since	IN	since
the	DT	the
past	JJ	past
12	CD	@card@
hours	NNS	hour
almost	RB	almost
12	CD	@card@
people	NNS	people
were	VBD	be
killed	VVN	kill
inside	IN	inside
the	DT	the
facility	NN	facility
the	DT	the
the	DT	the
the	DT	the
situations	NNS	situation
around	IN	around
Naser	NP	Naser
Hospital	NP	Hospital
not	RB	not
are	VBP	be
no	RB	no
different	JJ	different
there	RB	there
is	VBZ	be
more	RBR	more
fighting	VVG	fight
going	VVG	go
on	IN	on
more	JJR	more
bombing	NN	bombing
to	TO	to
the	DT	the
vicinity	NN	vicinity
of	IN	of
the	DT	the
hospital	NN	hospital
and	CC	and
its	PP$	its
facilities	NNS	facility
the	DT	the
courtyard	NN	courtyard
is	VBZ	be
mainly	RB	mainly
taken	VVN	take
over	RP	over
by	IN	by
attack	NN	attack
drones	VVZ	drone
quad	NN	quad
capts	NNS	capts
that	WDT	that
are	VBP	be
preventing	VVG	prevent
any	DT	any
movements	NNS	movement
inside	IN	inside
the	DT	the
hospital	NN	hospital
in	IN	in
addition	NN	addition
the	DT	the
the	DT	the
fact	NN	fact
that	IN/that	that
it	PP	it
it's	NNS	it's
an	DT	an
intense	JJ	intense
finding	NN	finding
most	JJS	most
of	IN	of
the	DT	the
medical	JJ	medical
staff	NN	staff
have	VHP	have
have	VHP	have
has	VHZ	have
already	RB	already
left	VVN	leave
the	DT	the
hospital	NN	hospital
so	IN	so
we're	NN	we're
talking	VVG	talk
about	IN	about
large	JJ	large
number	NN	number
of	IN	of
injuries	NNS	injury
of	IN	of
people	NNS	people
inside	IN	inside
the	DT	the
facility	NN	facility
but	CC	but
a	DT	a
small	JJ	small
and	CC	and
insufficient	JJ	insufficient
number	NN	number
of	IN	of
medical	JJ	medical
staff	NN	staff
that	WDT	that
is	VBZ	be
unable	JJ	unable
to	TO	to
provide	VV	provide
any	DT	any
sufficient	JJ	sufficient
medical	JJ	medical
attention	NN	attention
whatsoever	RB	whatsoever
in	IN	in
the	DT	the
Central	NP	Central
Area	NP	Area
also	RB	also
reports	VVZ	report
of	IN	of
more	JJR	more
residential	JJ	residential
buildings	NNS	building
being	VBG	be
targeted	VVN	target
in	IN	in
an	DT	an
and	CC	and
Al	NP	Al
ra	NN	ra
camp	NN	camp
and	CC	and
this	DT	this
is	VBZ	be
the	DT	the
pattern	NN	pattern
we've	NN	we've
been	VBN	be
seeing	VVG	see
since	IN	since
the	DT	the
beginning	NN	beginning
of	IN	of
the	DT	the
war	NN	war
we	PP	we
have	VHP	have
refugee	NN	refugee
camps	NNS	camp
particularly	RB	particularly
in	IN	in
the	DT	the
central	JJ	central
area	NN	area
and	CC	and
the	DT	the
northern	JJ	northern
part	NN	part
repeatedly	RB	repeatedly
attacks	VVZ	attack
and	CC	and
with	IN	with
with	IN	with
large	JJ	large
amount	NN	amount
of	IN	of
Firepower	NN	firepower
and	CC	and
attack	VVP	attack
aggressively	RB	aggressively
impact	VV	impact
okay	RB	okay
thank	VV	thank
you	PP	you
for	IN	for
that	DT	that
hanim	NP	hanim
Mahmud	NP	Mahmud
there	RB	there
for	IN	for
us	PP	us
in	IN	in
southern	JJ	southern
Gaza	NP	Gaza
let's	NNS	let's
go	VVP	go
now	RB	now
to	TO	to
Rory	NP	Rory
challeng	NN	challeng
he's	NNS	he's
an	DT	an
occupied	JJ	occupied
eism	NN	eism
for	IN	for
us	PP	us
Rory	NP	Rory
so	IN	so
a	DT	a
lot	NN	lot
of	IN	of
debate	NN	debate
in	IN	in
the	DT	the
last	JJ	last
24	CD	@card@
hours	NNS	hour
or	CC	or
so	RB	so
about	IN	about
a	DT	a
possible	JJ	possible
ceasefire	NN	ceasefire
deal	NN	deal
would	MD	would
what	WP	what
are	VBP	be
you	PP	you
hearing	VVG	hear
where	WRB	where
you	PP	you
are	VBP	be
yeah	RB	yeah
it's	NNS	it's
worth	IN	worth
a	DT	a
recap	NN	recap
isn't	VVD	isn't
it	PP	it
because	IN	because
the	DT	the
humanitarian	JJ	humanitarian
and	CC	and
the	DT	the
military	JJ	military
aspects	NNS	aspect
of	IN	of
this	DT	this
proposed	VVN	propose
deal	NN	deal
are	VBP	be
kind	NN	kind
of	IN	of
overlaid	VVN	overlay
by	IN	by
many	JJ	many
tears	NNS	tear
of	IN	of
politics	NNS	politics
so	IN	so
let's	NNS	let's
go	VVP	go
through	IN	through
them	PP	them
hamas's	NN	hamas's
position	NN	position
is	VBZ	be
that	IN/that	that
they	PP	they
will	MD	will
only	RB	only
agree	VV	agree
to	TO	to
a	DT	a
deal	NN	deal
which	WDT	which
ultimately	RB	ultimately
sees	VVZ	see
an	DT	an
end	NN	end
to	TO	to
the	DT	the
War	NP	War
uh	UH	uh
an	DT	an
Israeli	JJ	Israeli
military	NN	military
pull	VV	pull
out	RP	out
of	IN	of
Gaza	NP	Gaza
an	DT	an
enter	VVP	enter
the	DT	the
siege	NN	siege
of	IN	of
Gaza	NP	Gaza
and	CC	and
a	DT	a
serious	JJ	serious
uh	UH	uh
prisoner	NN	prisoner
exchange	NN	exchange
process	NN	process
Benjamin	NP	Benjamin
Netanyahu	NP	Netanyahu
says	VVZ	say
that	IN/that	that
he	PP	he
won't	VVD	won't
agree	VV	agree
to	TO	to
a	DT	a
deal	NN	deal
that	WDT	that
ends	VVZ	end
the	DT	the
war	NN	war
so	IN	so
the	DT	the
war	NN	war
from	IN	from
his	PP$	his
perspective	NN	perspective
will	MD	will
go	VV	go
on	IN	on
the	DT	the
Israeli	JJ	Israeli
military	NN	military
will	MD	will
stay	VV	stay
in	IN	in
Gaza	NP	Gaza
and	CC	and
as	IN	as
he	PP	he
puts	VVZ	put
it	PP	it
they	PP	they
will	MD	will
not	RB	not
release	VV	release
thousands	NNS	thousand
of	IN	of
terrorists	NNS	terrorist
but	CC	but
Netanyahu	NP	Netanyahu
is	VBZ	be
under	IN	under
huge	JJ	huge
pressure	NN	pressure
from	IN	from
the	DT	the
far	RB	far
right	JJ	right
flanks	NNS	flank
of	IN	of
his	PP$	his
own	JJ	own
governing	VVG	govern
Coalition	NP	Coalition
and	CC	and
particularly	RB	particularly
it's	NP	it's
Amar	NP	Amar
Ben	NP	Ben
gavier	NN	gavier
the	DT	the
national	JJ	national
security	NN	security
minister	NN	minister
does	VVZ	do
not	RB	not
trust	VV	trust
Netanyahu	NP	Netanyahu
over	IN	over
any	DT	any
deal	NN	deal
thinks	VVZ	think
that	IN/that	that
he's	NNS	he's
trying	VVG	try
to	TO	to
pull	VV	pull
what	WP	what
he's	NNS	he's
calling	VVG	call
a	DT	a
goat	NN	goat
Clause	NN	clause
kind	NN	kind
of	IN	of
sneak	NN	sneak
his	PP$	his
way	NN	way
to	TO	to
something	NN	something
that	IN/that	that
the	DT	the
far	JJ	far
rights	NNS	right
will	MD	will
not	RB	not
find	VV	find
acceptable	JJ	acceptable
and	CC	and
he	PP	he
says	VVZ	say
that	IN/that	that
he	PP	he
is	VBZ	be
willing	JJ	willing
to	TO	to
pull	VV	pull
out	RP	out
of	IN	of
the	DT	the
governing	VVG	govern
Coalition	NP	Coalition
if	IN	if
Netanyahu	NP	Netanyahu
signs	NNS	sign
up	RB	up
to	TO	to
something	NN	something
that	WDT	that
releases	VVZ	release
thousands	NNS	thousand
and	CC	and
thousands	NNS	thousand
of	IN	of
what	WP	what
Ben	NP	Ben
uh	UH	uh
Ben	NP	Ben
Vehicles	NNS	vehicle
murderers	NNS	murderer
essentially	RB	essentially
so	RB	so
into	IN	into
all	DT	all
of	IN	of
this	DT	this
Wades	VVZ	wade
y	NP	y
laid	VVD	lay
the	DT	the
opposition	NN	opposition
leader	NN	leader
main	JJ	main
opposition	NN	opposition
leader	NN	leader
who	WP	who
says	VVZ	say
that	IN/that	that
he	PP	he
is	VBZ	be
willing	JJ	willing
to	TO	to
offer	VV	offer
Netanyahu	NP	Netanyahu
a	DT	a
safety	NN	safety
net	NN	net
not	RB	not
to	TO	to
save	VV	save
Netanyahu	NP	Netanyahu
himself	PP	himself
but	CC	but
to	TO	to
save	VV	save
the	DT	the
captives	NNS	captive
he	PP	he
believes	VVZ	believe
that	IN/that	that
it's	NNS	it's
the	DT	the
captives	NNS	captive
that	WDT	that
should	MD	should
be	VB	be
kept	VVN	keep
at	IN	at
the	DT	the
top	NN	top
of	IN	of
everyone's	NN	everyone's
agenda	NN	agenda
here	RB	here
and	CC	and
that	IN/that	that
that's	NNS	that's
the	DT	the
most	RBS	most
important	JJ	important
thing	NN	thing
getting	VVG	get
those	DT	those
captives	NNS	captive
out	RP	out
of	IN	of
Gaza	NP	Gaza
everyone	NN	everyone
here	RB	here
is	VBZ	be
setting	VVG	set
their	PP$	their
red	JJ	red
lines	NNS	line
everyone	NN	everyone
is	VBZ	be
is	VBZ	be
talking	VVG	talk
to	TO	to
their	PP$	their
own	JJ	own
particular	JJ	particular
audiences	NNS	audience
there	EX	there
is	VBZ	be
no	DT	no
easy	JJ	easy
solution	NN	solution
uh	UH	uh
and	CC	and
as	IN	as
we	PP	we
go	VVP	go
forward	RB	forward
if	IN	if
we	PP	we
get	VVP	get
to	TO	to
a	DT	a
deal	NN	deal
it's	NNS	it's
likely	RB	likely
that	IN/that	that
many	JJ	many
of	IN	of
these	DT	these
red	JJ	red
lines	NNS	line
are	VBP	be
going	VVG	go
to	TO	to
be	VB	be
quietly	RB	quietly
forgotten	VVN	forget
if	IN	if
this	DT	this
is	VBZ	be
anything	NN	anything
like	IN	like
the	DT	the
previous	JJ	previous
deal	NN	deal
back	NN	back
in	IN	in
uh	UH	uh
the	DT	the
Autumn	NP	Autumn
of	IN	of
last	JJ	last
year	NN	year
then	RB	then
we	PP	we
might	MD	might
not	RB	not
find	VV	find
out	RP	out
the	DT	the
details	NNS	detail
of	IN	of
it	PP	it
until	IN	until
very	RB	very
late	JJ	late
in	IN	in
the	DT	the
day	NN	day
possibly	RB	possibly
only	RB	only
once	IN	once
the	DT	the
actual	JJ	actual
exchanges	NNS	exchange
and	CC	and
the	DT	the
ceasefire	NN	ceasefire
uh	UH	uh
has	VHZ	have
begun	VVN	begin
because	IN	because
nothing	NN	nothing
is	VBZ	be
really	RB	really
written	VVN	write
in	IN	in
stone	NN	stone
yet	RB	yet
indeed	RB	indeed
uh	UH	uh
a	DT	a
slightly	RB	slightly
different	JJ	different
uh	UH	uh
matter	VV	matter
there's	RB	there's
been	VBN	be
more	RBR	more
Israeli	JJ	Israeli
criticism	NN	criticism
of	IN	of
unra	NN	unra
the	DT	the
United	NP	United
Nations	NPS	Nations
Palestinian	NP	Palestinian
refugee	NN	refugee
agency	NN	agency
uh	UH	uh
what	WP	what
does	VVZ	do
the	DT	the
Prime	NP	Prime
Minister	NP	Minister
had	VHD	have
to	TO	to
say	VV	say
about	IN	about
it	PP	it
again	RB	again
yeah	RB	yeah
we	PP	we
know	VVP	know
as	IN	as
we	PP	we
have	VHP	have
done	VVN	do
for	IN	for
a	DT	a
long	JJ	long
time	NN	time
that	IN/that	that
Netanyahu	NP	Netanyahu
is	VBZ	be
no	DT	no
fan	NN	fan
of	IN	of
anra	NN	anra
this	DT	this
relief	NN	relief
agency	NN	agency
that	WDT	that
basically	RB	basically
looks	VVZ	look
after	IN	after
the	DT	the
humanitarian	JJ	humanitarian
Affairs	NPS	Affairs
of	IN	of
of	IN	of
many	JJ	many
many	JJ	many
hundreds	NNS	hundred
of	IN	of
thousands	NNS	thousand
of	IN	of
Palestinians	NPS	Palestinians
in	IN	in
Gaza	NP	Gaza
there	EX	there
has	VHZ	have
been	VBN	be
uh	UH	uh
this	DT	this
campaign	NN	campaign
against	IN	against
anra	VVG	anra
uh	UH	uh
the	DT	the
uh	UH	uh
release	NN	release
of	IN	of
information	NN	information
showing	VVG	show
that	IN/that	that
anra	NN	anra
employees	NNS	employee
as	IN	as
the	DT	the
Israeli	JJ	Israeli
say	NN	say
were	VBD	be
uh	UH	uh
members	NNS	member
of	IN	of
or	CC	or
at	IN	at
least	JJS	least
assisting	VVG	assist
in	IN	in
the	DT	the
Hamas	JJ	Hamas
attacks	NNS	attack
of	IN	of
October	NP	October
the	DT	the
7th	JJ	7th
so	RB	so
Netanyahu	NP	Netanyahu
most	RBS	most
recently	RB	recently
has	VHZ	have
been	VBN	be
briefing	VVG	brief
ambassadors	NNS	ambassador
of	IN	of
the	DT	the
UN	NP	UN
who	WP	who
have	VHP	have
come	VVN	come
here	RB	here
and	CC	and
he's	NNS	he's
basically	RB	basically
mean	VVP	mean
telling	VVG	tell
them	PP	them
that	DT	that
unra	NN	unra
needs	VVZ	need
to	TO	to
be	VB	be
disbanded	VVN	disband
says	VVZ	say
that	IN/that	that
the	DT	the
mission	NN	mission
has	VHZ	have
to	TO	to
end	VV	end
anr's	JJ	anr's
mission	NN	mission
he	PP	he
says	VVZ	say
that	IN/that	that
anra	NP	anra
is	VBZ	be
self-perpetuating	VVG	self-perpetuate
I.E	NN	I.E
it	PP	it
keeps	VVZ	keep
alive	RB	alive
the	DT	the
the	DT	the
Palestinian	JJ	Palestinian
refugee	NN	refugee
issue	NN	issue
therefore	RB	therefore
meaning	VVG	mean
that	IN/that	that
the	DT	the
agency	NN	agency
that	WDT	that
looks	VVZ	look
after	IN	after
Palestinian	JJ	Palestinian
refugees	NNS	refugee
is	VBZ	be
essential	JJ	essential
he	PP	he
says	VVZ	say
that	IN/that	that
anra	NN	anra
has	VHZ	have
helped	VVN	help
South	NP	South
Africa	NP	Africa
in	IN	in
its	PP$	its
case	NN	case
against	IN	against
Israel	NP	Israel
at	IN	at
the	DT	the
international	JJ	international
court	NN	court
of	IN	of
justice	NN	justice
and	CC	and
as	IN	as
we	PP	we
hear	VVP	hear
now	RB	now
from	IN	from
Netanyahu	NP	Netanyahu
in	IN	in
this	DT	this
particular	JJ	particular
sound	JJ	sound
bite	NN	bite
he's	NNS	he's
also	RB	also
saying	VVG	say
that	DT	that
anat	NN	anat
self	NN	self
has	VHZ	have
been	VBN	be
riddled	VVN	riddle
essentially	RB	essentially
with	IN	with
there	EX	there
are	VBP	be
other	JJ	other
agencies	NNS	agency
in	IN	in
the	DT	the
UN	NP	UN
there	RB	there
are	VBP	be
other	JJ	other
agencies	NNS	agency
in	IN	in
the	DT	the
world	NN	world
they	PP	they
have	VHP	have
to	TO	to
replace	VV	replace
onra	NP	onra
onra	NP	onra
is	VBZ	be
totally	RB	totally
infiltrated	VVN	infiltrate
with	IN	with
Kamas	NP	Kamas
it	PP	it
has	VHZ	have
been	VBN	be
in	IN	in
the	DT	the
service	NN	service
of	IN	of
Kamas	NP	Kamas
in	IN	in
its	PP$	its
schools	NNS	school
and	CC	and
in	IN	in
many	JJ	many
other	JJ	other
things	NNS	thing
I	PP	I
say	VVP	say
this	DT	this
with	IN	with
great	JJ	great
regret	NN	regret
because	IN	because
we	PP	we
hope	VVP	hope
that	IN/that	that
there	EX	there
would	MD	would
be	VB	be
uh	UH	uh
an	DT	an
objective	NN	objective
and	CC	and
constructive	JJ	constructive
body	NN	body
to	TO	to
offer	VV	offer
aid	NN	aid
but	CC	but
is	VBZ	be
not	RB	not
just	RB	just
reserving	VVG	reserve
criticism	NN	criticism
for	IN	for
unra	NN	unra
he's	NNS	he's
also	RB	also
criticizing	VVG	criticize
the	DT	the
entirety	NN	entirety
of	IN	of
the	DT	the
UN	NP	UN
which	WDT	which
he	PP	he
thinks	VVZ	think
has	VHZ	have
been	VBN	be
unfair	JJ	unfair
in	IN	in
its	PP$	its
