<video_id>EEnM20Y5nYs</video_id>	JJ	<video_id>EEnM20Y5nYs</video_id>
Authority	NP	Authority
he's	NNS	he's
now	RB	now
not	RB	not
in	IN	in
that	DT	that
meeting	NN	meeting
we're	NN	we're
hearing	NN	hearing
that	IN/that	that
he's	NNS	he's
now	RB	now
actually	RB	actually
on	IN	on
his	PP$	his
way	NN	way
back	RB	back
from	IN	from
ramala	NP	ramala
why	WRB	why
is	VBZ	be
that	IN/that	that
happening	VVG	happen
well	RB	well
we	PP	we
don't	VVD	don't
know	VV	know
there's	RB	there's
been	VBN	be
no	DT	no
official	JJ	official
confirmation	NN	confirmation
of	IN	of
this	DT	this
but	CC	but
clearly	RB	clearly
mudas	NNS	mudas
is	VBZ	be
looking	VVG	look
at	IN	at
the	DT	the
streets	NNS	street
of	IN	of
Rola	NP	Rola
looking	VVG	look
at	IN	at
the	DT	the
streets	NNS	street
of	IN	of
the	DT	the
occupied	JJ	occupied
West	NP	West
Bank	NP	Bank
where	WRB	where
all	PDT	all
these	DT	these
demonstrations	NNS	demonstration
are	VBP	be
taking	VVG	take
place	NN	place
he's	NNS	he's
reading	VVG	read
the	DT	the
mood	NN	mood
of	IN	of
Palestinian	JJ	Palestinian
people	NNS	people
on	IN	on
the	DT	the
streets	NNS	street
and	CC	and
he's	NNS	he's
certainly	RB	certainly
uh	UH	uh
looking	VVG	look
at	IN	at
the	DT	the
level	NN	level
of	IN	of
support	NN	support
for	IN	for
the	DT	the
people	NNS	people
of	IN	of
Gaza	NP	Gaza
so	IN	so
any	DT	any
wrong	JJ	wrong
step	NN	step
from	IN	from
him	PP	him
is	VBZ	be
going	VVG	go
to	TO	to
cost	VV	cost
him	PP	him
very	RB	very
dearly	RB	dearly
politically	RB	politically
he's	JJ	he's
also	RB	also
been	VBN	be
calling	VVG	call
for	IN	for
a	DT	a
ceasefire	NN	ceasefire
for	IN	for
a	DT	a
very	RB	very
long	JJ	long
time	NN	time
almost	RB	almost
since	IN	since
uh	UH	uh
this	DT	this
began	VVD	begin
on	IN	on
October	NP	October
7th	JJ	7th
the	DT	the
US	NP	US
the	DT	the
UK	NP	UK
Japan	NP	Japan
voted	VVD	vote
against	IN	against
and	CC	and
the	DT	the
French	NP	French
rather	RB	rather
voted	VVD	vote
against	IN	against
a	DT	a
Russian	JJ	Russian
uh	UH	uh
backed	VVD	back
a	DT	a
security	NN	security
Council	NN	council
resolution	NN	resolution
for	IN	for
a	DT	a
ceasefire	NN	ceasefire
in	IN	in
the	DT	the
humanitarian	JJ	humanitarian
Corridor	NP	Corridor
that	WDT	that
might	MD	might
be	VB	be
the	DT	the
driving	VVG	drive
force	NN	force
he	PP	he
may	MD	may
well	RB	well
just	RB	just
be	VB	be
so	RB	so
frustrated	VVN	frustrate
with	IN	with
the	DT	the
Americans	NPS	Americans
that	IN/that	that
he	PP	he
simply	RB	simply
feels	VVZ	feel
he's	NNS	he's
got	VVD	get
nothing	NN	nothing
to	TO	to
talk	VV	talk
to	TO	to
them	PP	them
about	IN	about
because	IN	because
his	PP$	his
big	JJ	big
push	NN	push
is	VBZ	be
for	IN	for
a	DT	a
ceasefire	NN	ceasefire
and	CC	and
if	IN	if
that's	NNS	that's
not	RB	not
happening	VVG	happen
then	RB	then
why	WRB	why
is	VBZ	be
he	PP	he
in	IN	in
that	DT	that
room	NN	room
with	IN	with
President	NP	President
Joe	NP	Joe
Biden	NP	Biden
okay	JJ	okay
we	PP	we
have	VHP	have
to	TO	to
leave	VV	leave
it	PP	it
there	RB	there
Imran	NP	Imran
Khan	NP	Khan
in	IN	in
occupied	JJ	occupied
East	NP	East
Jerusalem	NP	Jerusalem
let's	NNS	let's
head	NN	head
to	TO	to
rala	NN	rala
now	RB	now
where	WRB	where
Charles	NP	Charles
Stratford	NP	Stratford
is	VBZ	be
standing	VVG	stand
by	IN	by
for	IN	for
us	PP	us
in	IN	in
the	DT	the
occupied	JJ	occupied
West	NP	West
Bank	NP	Bank
Charles	NP	Charles
we're	NN	we're
seeing	VVG	see
some	DT	some
tense	JJ	tense
scenes	NNS	scene
in	IN	in
rala	NN	rala
at	IN	at
the	DT	the
moment	NN	moment
talk	VV	talk
us	PP	us
through	IN	through
what's	NNS	what's
happening	VVG	happen
yeah	RB	yeah
sorry	JJ	sorry
it's	NN	it's
it's	NNS	it's
even	RB	even
difficult	JJ	difficult
for	IN	for
us	PP	us
to	TO	to
breathe	VV	breathe
here	RB	here
from	IN	from
the	DT	the
office	NN	office
as	IN	as
these	DT	these
clouds	NNS	cloud
of	IN	of
tear	NN	tear
gas	NN	gas
rise	NN	rise
but	CC	but
yeah	RB	yeah
I'm	NN	I'm
seeing	VVG	see
basically	RB	basically
Street	NN	street
battles	NNS	battle
between	IN	between
protesters	NNS	protester
and	CC	and
Palestinian	JJ	Palestinian
Security	NP	Security
Forces	NPS	Forces
they're	NN	they're
throwing	NN	throwing
rocks	NNS	rock
sound	VVP	sound
bombs	NNS	bomb
the	DT	the
police	NN	police
has	VHZ	have
throwing	VVG	throw
sound	JJ	sound
bombs	NNS	bomb
I	PP	I
just	RB	just
saw	VVD	see
an	DT	an
ambulance	NN	ambulance
was	VBD	be
unsure	JJ	unsure
as	RB	as
to	TO	to
whether	IN	whether
anybody	NN	anybody
has	VHZ	have
been	VBN	be
injured	VVN	injure
but	CC	but
scenes	NNS	scene
of	IN	of
utter	JJ	utter
chaos	NN	chaos
here	RB	here
you're	NN	you're
probably	RB	probably
hearing	VVG	hear
that	IN/that	that
the	DT	the
protest	NN	protest
started	VVD	start
in	IN	in
the	DT	the
Central	NP	Central
Square	NP	Square
a	DT	a
place	NN	place
called	VVN	call
Manara	NP	Manara
and	CC	and
they	PP	they
were	VBD	be
trying	VVG	try
to	TO	to
head	VV	head
towards	IN	towards
one	CD	one
of	IN	of
the	DT	the
main	JJ	main
Palestinian	NP	Palestinian
Authority	NP	Authority
administrative	JJ	administrative
buildings	NNS	building
and	CC	and
then	RB	then
they	PP	they
were	VBD	be
pushed	VVN	push
back	RB	back
by	IN	by
Security	NP	Security
Forces	NPS	Forces
as	IN	as
we	PP	we
heard	VVD	hear
Imran	NP	Imran
say	VVP	say
a	DT	a
lot	NN	lot
of	IN	of
the	DT	the
focus	NN	focus
of	IN	of
this	DT	this
protest	NN	protest
excuse	VV	excuse
me	PP	me
the	DT	the
tigas	NN	tigas
is	VBZ	be
still	RB	still
coming	VVG	come
up	RP	up
through	IN	through
the	DT	the
window	NN	window
here	RB	here
is	VBZ	be
anger	NN	anger
with	IN	with
Muhammed	NP	Muhammed
abas	NNS	aba
the	DT	the
Palestinian	JJ	Palestinian
president	NN	president
they	PP	they
want	VVP	want
him	PP	him
back	VVP	back
they	PP	they
say	VVP	say
that	IN/that	that
he	PP	he
is	VBZ	be
completely	RB	completely
ineffectual	JJ	ineffectual
many	JJ	many
of	IN	of
the	DT	the
these	DT	these
protesters	NNS	protester
in	IN	in
fact	NN	fact
there	EX	there
were	VBD	be
chance	NN	chance
for	IN	for
him	PP	him
to	TO	to
step	VV	step
aside	RP	aside
this	DT	this
is	VBZ	be
basically	RB	basically
an	DT	an
indication	NN	indication
just	RB	just
how	WRB	how
tenuous	JJ	tenuous
the	DT	the
Palestinian	JJ	Palestinian
president's	NN	president's
position	NN	position
is	VBZ	be
here	RB	here
in	IN	in
in	IN	in
the	DT	the
West	NP	West
Bank	NP	Bank
the	DT	the
people	NNS	people
here	RB	here
have	VHP	have
obviously	RB	obviously
been	VBN	be
these	DT	these
protests	NNS	protest
are	VBP	be
getting	VVG	get
larger	JJR	large
and	CC	and
more	RBR	more
frequent	JJ	frequent
as	IN	as
the	DT	the
war	NN	war
in	IN	in
Gaza	NP	Gaza
goes	VVZ	go
on	IN	on
but	CC	but
this	DT	this
is	VBZ	be
longstanding	JJ	longstanding
problems	NNS	problem
grievances	NNS	grievance
that	WDT	that
they	PP	they
have	VHP	have
with	IN	with
the	DT	the
Palestinian	JJ	Palestinian
president	NN	president
I'm	NN	I'm
seeing	VVG	see
groups	NNS	group
of	IN	of
men	NNS	man
running	VVG	run
back	RB	back
now	RB	now
um	JJ	um
as	IN	as
I	PP	I
say	VVP	say
some	DT	some
still	RB	still
throwing	VVG	throw
throwing	VVG	throw
rocks	NNS	rock
this	DT	this
is	VBZ	be
not	RB	not
a	DT	a
Hamas	JJ	Hamas
demonstration	NN	demonstration
by	IN	by
any	DT	any
stretch	NN	stretch
this	DT	this
is	VBZ	be
just	RB	just
a	DT	a
a	DT	a
general	JJ	general
group	NN	group
of	IN	of
people	NNS	people
who	WP	who
have	VHP	have
political	JJ	political
affiliations	NNS	affiliation
or	CC	or
support	VV	support
various	JJ	various
different	JJ	different
political	JJ	political
groups	NNS	group
that	WDT	that
are	VBP	be
just	RB	just
basically	RB	basically
sick	JJ	sick
and	CC	and
tired	VVN	tire
another	DT	another
sound	JJ	sound
bomb	NN	bomb
there	EX	there
that	RB	that
are	VBP	be
sick	JJ	sick
and	CC	and
tired	JJ	tired
of	IN	of
what	WP	what
they	PP	they
say	VVP	say
is	VBZ	be
the	DT	the
complete	JJ	complete
ineffectuality	NN	ineffectuality
of	IN	of
the	DT	the
Palestinian	JJ	Palestinian
leader	NN	leader
and	CC	and
of	IN	of
course	NN	course
this	DT	this
has	VHZ	have
happened	VVN	happen
on	IN	on
the	DT	the
same	JJ	same
night	NN	night
as	IN	as
we've	NN	we've
seen	VVN	see
that	IN/that	that
horrific	JJ	horrific
attack	NN	attack
on	IN	on
Gaza	NP	Gaza
on	IN	on
that	DT	that
hospital	NN	hospital
with	IN	with
what	WP	what
we	PP	we
understand	VVP	understand
are	VBP	be
hundreds	NNS	hundred
of	IN	of
people	NNS	people
killed	VVN	kill
but	CC	but
yeah	RB	yeah
this	DT	this
is	VBZ	be
by	IN	by
far	RB	far
the	DT	the
largest	JJS	large
protest	NN	protest
that	DT	that
we've	NN	we've
seen	VVN	see
in	IN	in
rala	NN	rala
since	IN	since
the	DT	the
beginning	NN	beginning
of	IN	of
the	DT	the
war	NN	war
on	IN	on
Gaza	NP	Gaza
we	PP	we
understand	VVP	understand
there	EX	there
were	VBD	be
similar	JJ	similar
protests	NNS	protest
in	IN	in
in	IN	in
a	DT	a
number	NN	number
of	IN	of
other	JJ	other
towns	NNS	town
on	IN	on
the	DT	the
in	IN	in
the	DT	the
occupied	JJ	occupied
West	NP	West
Bank	NP	Bank
notably	RB	notably
Janine	NP	Janine
we	PP	we
heard	VVD	hear
also	RB	also
we	PP	we
can't	VVD	can't
confirm	VV	confirm
it	PP	it
yet	RB	yet
that	IN/that	that
that	DT	that
protest	NN	protest
was	VBD	be
broken	VVN	break
up	RP	up
by	IN	by
Palestinian	JJ	Palestinian
Security	NP	Security
Forces	NNS	force
too	RB	too
so	RB	so
yeah	RB	yeah
as	IN	as
I	PP	I
say	VVP	say
scenes	NNS	scene
of	IN	of
utter	JJ	utter
chaos	NN	chaos
here	RB	here
um	JJ	um
and	CC	and
seemingly	RB	seemingly
the	DT	the
police	NN	police
struggling	VVG	struggle
to	TO	to
control	VV	control
the	DT	the
situation	NN	situation
Charles	NP	Charles
you	PP	you
mentioned	VVD	mention
that	IN/that	that
you	PP	you
had	VHD	have
been	VBN	be
affected	VVN	affect
by	IN	by
te	NN	te
gas	NN	gas
are	VBP	be
you	PP	you
okay	JJ	okay
to	TO	to
keep	VV	keep
going	VVG	go
yeah	RB	yeah
we	PP	we
can	MD	can
keep	VV	keep
going	VVG	go
now	RB	now
it's	NNS	it's
cleared	VVD	clear
a	DT	a
little	JJ	little
bit	NN	bit
but	CC	but
as	IN	as
I	PP	I
say	VVP	say
there's	RB	there's
there's	RB	there's
a	DT	a
lot	RB	lot
more	RBR	more
being	VBG	be
thrown	VVN	throw
please	VVP	please
continue	VV	continue
yes	UH	yes
so	RB	so
when	WRB	when
I	PP	I
saw	VVD	see
your	PP$	your
last	JJ	last
cross	NN	cross
to	TO	to
our	PP$	our
previous	JJ	previous
present	JJ	present
Anastasia	NP	Anastasia
it	PP	it
looked	VVD	look
like	IN	like
things	NNS	thing
had	VHD	have
been	VBN	be
relatively	RB	relatively
peaceful	JJ	peaceful
what's	NN	what's
what's	NNS	what's
changed	VVD	change
has	VHZ	have
there	RB	there
been	VBN	be
something	NN	something
that's	NNS	that's
triggered	VVD	trigger
it	PP	it
to	TO	to
to	TO	to
turn	VV	turn
violent	JJ	violent
well	NN	well
it	PP	it
was	VBD	be
a	DT	a
peaceful	JJ	peaceful
protest	NN	protest
um	VVG	um
uh	UH	uh
I	PP	I
suppose	VVP	suppose
it	PP	it
took	VVD	take
about	IN	about
an	DT	an
hour	NN	hour
or	CC	or
so	RB	so
for	IN	for
people	NNS	people
to	TO	to
gather	VV	gather
um	NNS	um
but	CC	but
as	IN	as
I	PP	I
say	VVP	say
as	IN	as
they	PP	they
tried	VVD	try
to	TO	to
March	NP	March
up	RP	up
towards	IN	towards
the	DT	the
makata	NN	makata
which	WDT	which
is	VBZ	be
the	DT	the
main	JJ	main
Palestinian	JJ	Palestinian
Authority	NP	Authority
building	NN	building
here	RB	here
in	IN	in
rala	NN	rala
that's	NNS	that's
when	WRB	when
they	PP	they
were	VBD	be
blocked	VVN	block
by	IN	by
Palestinian	JJ	Palestinian
security	NN	security
forces	VVZ	force
the	DT	the
tear	NN	tear
gas	NN	gas
and	CC	and
the	DT	the
sound	JJ	sound
bombs	NNS	bomb
started	VVD	start
to	TO	to
be	VB	be
fired	VVN	fire
um	JJ	um
they	PP	they
are	VBP	be
now	RB	now
Gathering	VVG	gather
again	RB	again
seemingly	RB	seemingly
in	IN	in
the	DT	the
Square	NP	Square
um	NN	um
there's	RB	there's
no	DT	no
sign	NN	sign
of	IN	of
any	DT	any
Security	NP	Security
Forces	NPS	Forces
there	RB	there
at	IN	at
the	DT	the
moment	NN	moment
but	CC	but
we	PP	we
I	PP	I
I	PP	I
think	VVP	think
that	IN/that	that
they	PP	they
that	DT	that
they've	NN	they've
pushed	VVD	push
back	RB	back
up	IN	up
the	DT	the
roads	NNS	road
but	CC	but
yeah	RB	yeah
this	DT	this
could	MD	could
get	VV	get
very	RB	very
ugly	JJ	ugly
indeed	RB	indeed
and	CC	and
as	RB	as
I	PP	I
say	VVP	say
it	PP	it
is	VBZ	be
a	DT	a
graphic	JJ	graphic
example	NN	example
of	IN	of
of	IN	of
the	DT	the
level	NN	level
of	IN	of
anger	NN	anger
that	WDT	that
is	VBZ	be
now	RB	now
being	VBG	be
focused	VVN	focus
upon	IN	upon
the	DT	the
Palestinian	JJ	Palestinian
leader	NN	leader
they	PP	they
want	VVP	want
him	PP	him
back	VVP	back
they	PP	they
want	VVP	want
him	PP	him
to	TO	to
cut	VV	cut
this	DT	this
visit	NN	visit
in	IN	in
Jordan	NP	Jordan
short	JJ	short
they	PP	they
do	VVP	do
not	RB	not
want	VV	want
him	PP	him
Vis	NP	Vis
seeing	VVG	see
Biden	NP	Biden
because	IN	because
they	PP	they
have	VHP	have
completely	RB	completely
given	VVN	give
up	RP	up
with	IN	with
any	DT	any
kind	NN	kind
of	IN	of
international	JJ	international
diplomatic	JJ	diplomatic
effort	NN	effort
to	TO	to
stop	VV	stop
the	DT	the
violence	NN	violence
being	VBG	be
exacted	VVN	exact
upon	IN	upon
the	DT	the
people	NNS	people
of	IN	of
Gaza	NP	Gaza
and	CC	and
the	DT	the
Palestinians	NPS	Palestinians
here	RB	here
in	IN	in
the	DT	the
occupied	JJ	occupied
West	NP	West
Bank	NP	Bank
Charles	NP	Charles
so	RB	so
yeah	RB	yeah
you	PP	you
might	MD	might
not	RB	not
have	VH	have
been	VBN	be
aware	JJ	aware
but	CC	but
or	CC	or
or	CC	or
can	MD	can
see	VV	see
from	IN	from
your	PP$	your
point	NN	point
of	IN	of
view	NN	view
they've	NN	they've
actually	RB	actually
in	IN	in
the	DT	the
time	NN	time
that	DT	that
we've	NN	we've
been	VBN	be
speaking	VVG	speak
destroyed	VVN	destroy
a	DT	a
sign	NN	sign
that	WDT	that
said	VVD	say
rala	NNS	rala
what	WP	what
do	VVP	do
you	PP	you
think	VVP	think
what	WP	what
can	MD	can
we	PP	we
interpret	VV	interpret
from	IN	from
that	DT	that
very	RB	very
difficult	JJ	difficult
to	TO	to
say	VV	say
I	PP	I
mean	VV	mean
I	PP	I
I	PP	I
I	PP	I
can	MD	can
tell	VV	tell
you	PP	you
that	IN/that	that
as	IN	as
you	PP	you
can	MD	can
imagine	VV	imagine
all	PDT	all
the	DT	the
shops	NNS	shop
have	VHP	have
closed	VVN	close
in	IN	in
a	DT	a
situation	NN	situation
like	IN	like
this	DT	this
I	PP	I
mean	VVP	mean
we	PP	we
see	VV	see
protests	NNS	protest
across	IN	across
the	DT	the
occupied	JJ	occupied
West	NP	West
Bank	NP	Bank
regularly	RB	regularly
large	JJ	large
scale	NN	scale
like	IN	like
this	DT	this
local	JJ	local
businesses	NNS	business
and	CC	and
so	RB	so
on	IN	on
they	PP	they
close	VVP	close
because	IN	because
things	NNS	thing
do	VVP	do
get	VV	get
violence	NN	violence
and	CC	and
as	IN	as
I	PP	I
say	VVP	say
there	EX	there
is	VBZ	be
um	JJ	um
there	EX	there
is	VBZ	be
Rock	NP	Rock
throwing	VVG	throw
there	RB	there
there	EX	there
is	VBZ	be
um	JJ	um
there	EX	there
are	VBP	be
running	VVG	run
Street	NP	Street
battles	NNS	battle
at	IN	at
the	DT	the
moment	NN	moment
with	IN	with
the	DT	the
security	NN	security
services	NNS	service
in	IN	in
terms	NNS	term
of	IN	of
what's	NNS	what's
happened	VVN	happen
to	TO	to
a	DT	a
particular	JJ	particular
sign	NN	sign
I	PP	I
I	NP	I
I	NP	I
couldn't	NN	couldn't
tell	VVP	tell
you	PP	you
but	CC	but
uh	UH	uh
yeah	RB	yeah
it's	NNS	it's
going	VVG	go
to	TO	to
be	VB	be
very	RB	very
interesting	JJ	interesting
and	CC	and
one	PP	one
can	MD	can
only	RB	only
think	VV	think
a	DT	a
great	JJ	great
challenge	NN	challenge
for	IN	for
the	DT	the
security	NN	security
forces	VVZ	force
to	TO	to
to	TO	to
try	VV	try
and	CC	and
get	VV	get
back	RB	back
some	DT	some
sort	NN	sort
of	IN	of
order	NN	order
because	IN	because
there's	RB	there's
no	DT	no
sign	NN	sign
at	IN	at
this	DT	this
stage	NN	stage
at	IN	at
least	JJS	least
that	DT	that
um	NN	um
that	IN/that	that
the	DT	the
crowds	NNS	crowd
are	VBP	be
being	VBG	be
dispersed	VVN	disperse
from	IN	from
what	WP	what
I	PP	I
can	MD	can
see	VV	see
a	DT	a
lot	NN	lot
of	IN	of
them	PP	them
have	VHP	have
actually	RB	actually
pushed	VVN	push
up	RP	up
into	IN	into
into	IN	into
the	DT	the
roads	NNS	road
around	IN	around
the	DT	the
Central	NP	Central
Square	NP	Square
here	RB	here
can	MD	can
you	PP	you
describe	VV	describe
that	DT	that
area	NN	area
for	IN	for
people	NNS	people
that	IN/that	that
aren't	NN	aren't
familiar	JJ	familiar
with	IN	with
it	PP	it
can	MD	can
you	PP	you
describe	VV	describe
the	DT	the
Central	NP	Central
Square	NP	Square
and	CC	and
how	WRB	how
or	CC	or
if	IN	if
the	DT	the
Israeli	NP	Israeli
Security	NP	Security
Forces	NPS	Forces
will	MD	will
be	VB	be
able	JJ	able
to	TO	to
get	VV	get
control	NN	control
let's	NNS	let's
just	RB	just
be	VB	be
clear	JJ	clear
here	RB	here
in	IN	in
our	PP$	our
understand	VV	understand
this	DT	this
is	VBZ	be
not	RB	not
the	DT	the
Israeli	JJ	Israeli
sec	JJ	sec
security	NN	security
forces	NNS	force
that	WDT	that
are	VBP	be
involved	VVN	involve
in	IN	in
this	DT	this
this	DT	this
is	VBZ	be
the	DT	the
Palestinian	JJ	Palestinian
author	NN	author
Palestinian	NP	Palestinian
Security	NP	Security
Forces	NPS	Forces
so	IN	so
you	PP	you
know	VVP	know
an	DT	an
know	VVP	know
the	DT	the
layer	NN	layer
of	IN	of
the	DT	the
land	NN	land
here	RB	here
very	RB	very
well	RB	well
yeah	RB	yeah
a	DT	a
very	RB	very
important	JJ	important
point	NN	point
this	DT	this
is	VBZ	be
not	RB	not
Israeli	JJ	Israeli
Security	NP	Security
Forces	NNS	force
at	IN	at
this	DT	this
stage	NN	stage
this	DT	this
is	VBZ	be
the	DT	the
Palestinian	JJ	Palestinian
Authority	NP	Authority
trying	VVG	try
to	TO	to
deal	VV	deal
with	IN	with
this	DT	this
crisis	NN	crisis
and	CC	and
that's	NNS	that's
why	WRB	why
it's	NNS	it's
so	RB	so
and	CC	and
that's	NNS	that's
why	WRB	why
it's	NNS	it's
so	IN	so
important	JJ	important
that's	NNS	that's
why	WRB	why
it's	NNS	it's
so	RB	so
Salient	JJ	salient
because	IN	because
as	IN	as
I	PP	I
say	VVP	say
it	PP	it
shows	VVZ	show
the	DT	the
level	NN	level
of	IN	of
anger	NN	anger
now	RB	now
being	VBG	be
directed	VVN	direct
towards	IN	towards
the	DT	the
Palestinian	JJ	Palestinian
leader	NN	leader
who	WP	who
we	PP	we
know	VVP	know
over	IN	over
the	DT	the
last	JJ	last
week	NN	week
or	CC	or
so	RB	so
has	VHZ	have
met	VVN	meet
with	IN	with
a	DT	a
number	NN	number
of	IN	of
different	JJ	different
leaders	NNS	leader
spoken	VVN	speak
to	TO	to
a	DT	a
number	NN	number
of	IN	of
others	NNS	other
on	IN	on
the	DT	the
telephone	NN	telephone
around	IN	around
the	DT	the
world	NN	world
so	RB	so
yeah	RB	yeah
this	DT	this
this	DT	this
Manara	NP	Manara
as	IN	as
it's	NNS	it's
called	VVN	call
is	VBZ	be
the	DT	the
Central	NP	Central
Square	NP	Square
in	IN	in
raal	JJ	raal
rala	NN	rala
it's	NNS	it's
symbolic	JJ	symbolic
of	IN	of
a	DT	a
place	NN	place
where	WRB	where
many	JJ	many
protests	NNS	protest
occur	VVP	occur
have	VHP	have
occurred	VVN	occur
over	IN	over
the	DT	the
