<video_id>oKdlgl7CVpw</video_id>	JJ	<video_id>oKdlgl7CVpw</video_id>
disconnect	VV	disconnect
between	IN	between
decision	NN	decision
makers	NNS	maker
and	CC	and
reality	NN	reality
and	CC	and
reality	NN	reality
both	CC	both
reality	NN	reality
on	IN	on
the	DT	the
ground	NN	ground
because	IN	because
there	EX	there
is	VBZ	be
a	DT	a
genocide	NN	genocide
unfolding	VVG	unfold
either	CC	either
even	RB	even
the	DT	the
icj	NN	icj
has	VHZ	have
recognized	VVN	recognize
the	DT	the
plausibility	NN	plausibility
of	IN	of
genocide	NN	genocide
in	IN	in
a	DT	a
very	RB	very
short	JJ	short
time	NN	time
which	WDT	which
is	VBZ	be
which	WDT	which
is	VBZ	be
very	RB	very
significant	JJ	significant
and	CC	and
no	DT	no
action	NN	action
taken	VVN	take
but	CC	but
it	PP	it
is	VBZ	be
also	RB	also
a	DT	a
disconnect	VV	disconnect
between	IN	between
um	JJ	um
civil	JJ	civil
society	NN	society
and	CC	and
and	CC	and
common	JJ	common
Ordinary	JJ	ordinary
People	NNS	people
globally	RB	globally
who	WP	who
are	VBP	be
taking	VVG	take
the	DT	the
street	NN	street
in	IN	in
solidarity	NN	solidarity
with	IN	with
Palestinians	NNS	Palestinian
wherever	WRB	wherever
you	PP	you
turn	VVP	turn
your	PP$	your
gaze	NN	gaze
you	PP	you
see	VVP	see
people	NNS	people
expressing	VVG	express
solidarity	NN	solidarity
with	IN	with
the	DT	the
Palestinian	JJ	Palestinian
PE	NN	pe
with	IN	with
the	DT	the
Palestinians	NPS	Palestinians
and	CC	and
uh	UH	uh
and	CC	and
asking	VVG	ask
for	IN	for
aisf	NN	aisf
fire	NN	fire
and	CC	and
genocide	NN	genocide
and	CC	and
the	DT	the
political	JJ	political
and	CC	and
the	DT	the
political	JJ	political
landscape	NN	landscape
is	VBZ	be
paralyzed	JJ	paralyzed
M	NP	M
speaking	NN	speaking
of	IN	of
the	DT	the
icj	NN	icj
ruling	NN	ruling
when	WRB	when
they	PP	they
decided	VVD	decide
to	TO	to
take	VV	take
on	IN	on
the	DT	the
case	NN	case
um	NNS	um
a	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
especially	RB	especially
the	DT	the
people	NNS	people
under	IN	under
uh	UH	uh
under	IN	under
attacks	NNS	attack
in	IN	in
Gaza	NP	Gaza
they	PP	they
were	VBD	be
hoping	VVG	hope
and	CC	and
waiting	VVG	wait
for	IN	for
a	DT	a
call	NN	call
for	IN	for
ceasefire	NN	ceasefire
from	IN	from
a	DT	a
legal	JJ	legal
and	CC	and
international	JJ	international
humanitarian	JJ	humanitarian
law	NN	law
perspective	NN	perspective
how	WRB	how
do	VVP	do
you	PP	you
look	VVP	look
at	IN	at
this	DT	this
decision	NN	decision
of	IN	of
not	RB	not
calling	VVG	call
for	IN	for
a	DT	a
ceasefire	NN	ceasefire
I	PP	I
understand	VVP	understand
the	DT	the
people's	NN	people's
deception	NN	deception
because	IN	because
ceasefire	NN	ceasefire
is	VBZ	be
the	DT	the
only	JJ	only
thing	NN	thing
can	NN	can
that	WDT	that
can	MD	can
stop	VV	stop
the	DT	the
slaughtering	VVG	slaughter
of	IN	of
people	NNS	people
the	DT	the
Carnage	NN	carnage
on	IN	on
a	DT	a
daily	JJ	daily
basis	NN	basis
that	WDT	that
are	VBP	be
actually	RB	actually
after	IN	after
the	DT	the
icj	NN	icj
interim	JJ	interim
decision	NN	decision
there	EX	there
was	VBD	be
even	RB	even
a	DT	a
a	DT	a
and	CC	and
an	DT	an
increasing	VVG	increase
of	IN	of
violence	NN	violence
which	WDT	which
is	VBZ	be
which	WDT	which
is	VBZ	be
shocking	JJ	shocking
but	CC	but
it	PP	it
it	PP	it
shows	VVZ	show
the	DT	the
Defiance	NP	Defiance
of	IN	of
Israel	NP	Israel
for	IN	for
international	JJ	international
law	NN	law
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
if	IN	if
we	PP	we
read	VVP	read
the	DT	the
the	DT	the
icj's	NN	icj's
interim	NN	interim
I	PP	I
mean	VVP	mean
the	DT	the
provisional	JJ	provisional
measures	NNS	measure
what	WP	what
they	PP	they
talk	VVP	talk
about	RB	about
is	VBZ	be
a	DT	a
s	JJ	s
fire	NN	fire
because	IN	because
there	EX	there
is	VBZ	be
no	DT	no
way	NN	way
to	TO	to
comply	VV	comply
with	IN	with
these	DT	these
with	IN	with
these	DT	these
measures	NNS	measure
other	JJ	other
than	IN	than
stopping	VVG	stop
the	DT	the
the	DT	the
indiscriminate	JJ	indiscriminate
bombing	NN	bombing
and	CC	and
the	DT	the
destruction	NN	destruction
of	IN	of
Civilian	JJ	civilian
infrastructure	NN	infrastructure
the	DT	the
killing	NN	killing
of	IN	of
Civilian	JJ	civilian
so	IN	so
the	DT	the
only	JJ	only
way	NN	way
to	TO	to
fully	RB	fully
comply	VV	comply
with	IN	with
the	DT	the
order	NN	order
is	VBZ	be
uh	UH	uh
um	NNS	um
by	IN	by
declaring	VVG	declare
and	CC	and
respecting	VVG	respect
as	IN	as
his	PP$	his
fire	NN	fire
what	WP	what
I	PP	I
would	MD	would
have	VH	have
expected	VVN	expect
was	VBD	be
that	IN/that	that
the	DT	the
icj	NN	icj
I	PP	I
mean	VVP	mean
the	DT	the
in	IN	in
a	DT	a
way	NN	way
the	DT	the
icj	NN	icj
provided	VVD	provide
the	DT	the
offered	VVN	offer
the	DT	the
ground	NN	ground
for	IN	for
the	DT	the
International	NP	International
Community	NP	Community
to	TO	to
change	VV	change
patterns	NNS	pattern
to	TO	to
change	VV	change
approach	NN	approach
toward	IN	toward
Israel	NP	Israel
what	WP	what
we	PP	we
saw	VVD	see
was	VBD	be
the	DT	the
opposite	JJ	opposite
and	CC	and
and	CC	and
uh	UH	uh
yeah	RB	yeah
it's	NNS	it's
been	VBN	be
um	VVG	um
we	PP	we
even	JJ	even
Soo	NP	Soo
big	JJ	big
Powers	NP	Powers
who	WP	who
are	VBP	be
who	WP	who
are	VBP	be
like	IN	like
the	DT	the
main	JJ	main
pillars	NNS	pillar
of	IN	of
the	DT	the
International	NP	International
Community	NP	Community
when	WRB	when
you	PP	you
hold	VVP	hold
a	DT	a
a	DT	a
a	DT	a
member	NN	member
uh	UH	uh
seat	NN	seat
at	IN	at
the	DT	the
U	NP	U
uh	UH	uh
un	NN	un
Security	NP	Security
Council	NP	Council
you	PP	you
should	MD	should
be	VB	be
upholding	VVG	uphold
International	NP	International
humanitarian	JJ	humanitarian
law	NN	law
and	CC	and
international	JJ	international
laws	NNS	law
and	CC	and
then	RB	then
you	PP	you
see	VVP	see
those	DT	those
same	JJ	same
Powers	NP	Powers
um	NN	um
diminishing	VVG	diminish
uh	UH	uh
icj	NN	icj
and	CC	and
doubting	VVG	doubt
it	PP	it
your	PP$	your
job	NN	job
you	PP	you
keep	VVP	keep
repeating	VVG	repeat
that	IN/that	that
your	PP$	your
role	NN	role
is	VBZ	be
to	TO	to
keep	VV	keep
reporting	VVG	report
on	IN	on
human	JJ	human
rights	NNS	right
and	CC	and
making	VVG	make
sure	RB	sure
that	DT	that
it's	NNS	it's
being	VBG	be
applied	VVN	apply
um	NNS	um
how	WRB	how
how	WRB	how
does	VVZ	do
this	DT	this
make	VV	make
your	PP$	your
job	NN	job
easier	RBR	easier
or	CC	or
harder	RBR	harder
in	IN	in
my	PP$	my
position	NN	position
the	DT	the
the	DT	the
biggest	JJS	big
challenge	NN	challenge
is	VBZ	be
that	IN/that	that
I	PP	I
cannot	MD	can
visit	VV	visit
the	DT	the
occupied	JJ	occupied
Palestinian	JJ	Palestinian
territory	NN	territory
because	IN	because
of	IN	of
Israel's	JJ	Israel's
uh	UH	uh
lack	NN	lack
of	IN	of
lack	NN	lack
of	IN	of
cooperation	NN	cooperation
with	IN	with
the	DT	the
Mandate	NN	mandate
um	NN	um
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
you	PP	you
you	PP	you
I	PP	I
face	VVP	face
like	IN	like
many	JJ	many
the	DT	the
an	DT	an
in	RB	in
transigence	VV	transigence
uh	UH	uh
in	IN	in
the	DT	the
inter	VVP	inter
I	PP	I
mean	VVP	mean
especially	RB	especially
among	IN	among
Western	JJ	Western
countries	NNS	country
um	NNS	um
of	IN	of
will	NN	will
of	IN	of
abide	VV	abide
by	IN	by
international	JJ	international
law	NN	law
which	WDT	which
I	PP	I
don't	VVD	don't
know	VV	know
if	IN	if
they	PP	they
realize	VVP	realize
the	DT	the
depth	NN	depth
and	CC	and
the	DT	the
gravity	NN	gravity
of	IN	of
of	IN	of
each	DT	each
day	NN	day
that	WDT	that
goes	VVZ	go
by	IN	by
without	IN	without
any	DT	any
hope	NN	hope
for	IN	for
the	DT	the
Palestinians	NPS	Palestinians
without	IN	without
any	DT	any
respect	NN	respect
for	IN	for
international	JJ	international
law	NN	law
because	IN	because
this	DT	this
erodes	VVZ	erode
the	DT	the
basis	NN	basis
for	IN	for
for	IN	for
the	DT	the
validity	NN	validity
of	IN	of
the	DT	the
international	JJ	international
um	JJ	um
international	JJ	international
law	NN	law
based	VVN	base
system	NN	system
I	PP	I
mean	VVP	mean
I	PP	I
keep	VV	keep
on	IN	on
saying	VVG	say
it's	NNS	it's
true	JJ	true
that	DT	that
international	JJ	international
law	NN	law
um	NNS	um
without	IN	without
politics	NNS	politics
is	VBZ	be
ineffective	JJ	ineffective
but	CC	but
politics	NNS	politics
without	IN	without
respect	NN	respect
of	IN	of
international	JJ	international
law	NN	law
is	VBZ	be
to	TO	to
be	VB	be
criminal	JJ	criminal
and	CC	and
this	DT	this
is	VBZ	be
the	DT	the
reality	NN	reality
we	PP	we
face	VVP	face
today	NN	today
no	DT	no
matter	NN	matter
how	WRB	how
many	JJ	many
uh	UH	uh
arguments	NNS	argument
based	VVN	base
on	IN	on
facts	NNS	fact
based	VVN	base
on	IN	on
laws	NNS	law
you	PP	you
present	VVP	present
that	IN/that	that
you	PP	you
you	PP	you
are	VBP	be
criticized	VVN	criticize
highly	RB	highly
criticized	VVD	criticize
by	IN	by
uh	UH	uh
Israel	NP	Israel
by	IN	by
everyone	NN	everyone
supporting	VVG	support
it	PP	it
um	NNS	um
why	WRB	why
why	WRB	why
do	VVP	do
you	PP	you
think	VVP	think
that	IN/that	that
I	PP	I
mean	VVP	mean
I	PP	I
I	PP	I
and	CC	and
this	DT	this
is	VBZ	be
the	DT	the
thing	NN	thing
people	NNS	people
ask	VVP	ask
me	PP	me
how	WRB	how
do	VVP	do
you	PP	you
cope	VV	cope
with	IN	with
the	DT	the
attacks	NNS	attack
I	PP	I
don't	VVD	don't
even	RB	even
pay	VV	pay
attention	NN	attention
anymore	RB	anymore
because	IN	because
the	DT	the
reality	NN	reality
on	IN	on
the	DT	the
ground	NN	ground
is	VBZ	be
so	RB	so
serious	JJ	serious
is	VBZ	be
so	RB	so
monstrous	JJ	monstrous
it's	NNS	it's
so	RB	so
compelling	JJ	compelling
that	IN/that	that
the	DT	the
only	JJ	only
thing	NN	thing
I	PP	I
care	VVP	care
for	IN	for
is	VBZ	be
that	IN/that	that
there	EX	there
is	VBZ	be
an	DT	an
an	DT	an
end	NN	end
to	TO	to
this	DT	this
and	CC	and
an	DT	an
end	NN	end
that	WDT	that
is	VBZ	be
not	RB	not
more	RBR	more
catastrophic	JJ	catastrophic
than	IN	than
the	DT	the
present	NN	present
for	IN	for
the	DT	the
Palestinians	NPS	Palestinians
because	IN	because
they	PP	they
have	VHP	have
endured	VVN	endure
too	RB	too
much	RB	much
and	CC	and
of	IN	of
course	NN	course
I	PP	I
have	VHP	have
a	DT	a
lot	NN	lot
of	IN	of
compassion	NN	compassion
for	IN	for
the	DT	the
Israelis	NPS	Israelis
as	RB	as
well	RB	well
but	CC	but
it	PP	it
I	PP	I
mean	VVP	mean
we	PP	we
should	MD	should
we	PP	we
should	MD	should
always	RB	always
be	VB	be
clear	JJ	clear
that	IN/that	that
the	DT	the
situation	NN	situation
there	EX	there
is	VBZ	be
no	DT	no
symmetry	NN	symmetry
between	IN	between
the	DT	the
Israelis	NPS	Israelis
and	CC	and
the	DT	the
Palestinians	NPS	Palestinians
and	CC	and
the	DT	the
one	CD	one
without	IN	without
rights	NNS	right
between	IN	between
the	DT	the
River	NP	River
and	CC	and
the	DT	the
Sea	NP	Sea
are	VBP	be
the	DT	the
Palestinians	NPS	Palestinians
so	RB	so
um	VVD	um
the	DT	the
criticism	NN	criticism
I	PP	I
face	VVP	face
is	VBZ	be
from	IN	from
those	DT	those
who	WP	who
are	VBP	be
biased	VVN	bias
those	DT	those
who	WP	who
do	VVP	do
not	RB	not
want	VV	want
to	TO	to
see	VV	see
or	CC	or
do	VVP	do
not	RB	not
want	VV	want
to	TO	to
acknowledge	VV	acknowledge
and	CC	and
do	VVP	do
not	RB	not
want	VV	want
to	TO	to
address	VV	address
this	DT	this
asymmetry	NN	asymmetry
in	IN	in
power	NN	power
and	CC	and
the	DT	the
fact	NN	fact
that	IN/that	that
there	EX	there
are	VBP	be
an	DT	an
entire	JJ	entire
people	NNS	people
which	WDT	which
is	VBZ	be
subjugated	VVN	subjugate
and	CC	and
has	VHZ	have
been	VBN	be
subjugated	VVN	subjugate
for	IN	for
decades	NNS	decade
but	CC	but
I	PP	I
still	RB	still
feel	VVP	feel
more	RBR	more
the	DT	the
love	NN	love
and	CC	and
the	DT	the
support	NN	support
of	IN	of
the	DT	the
so	RB	so
many	JJ	many
around	IN	around
the	DT	the
world	NN	world
who	WP	who
who	WP	who
recognize	VVP	recognize
this	DT	this
mandate	NN	mandate
and	CC	and
they	PP	they
they	PP	they
see	VVP	see
it	PP	it
as	IN	as
a	DT	a
sort	NN	sort
of	IN	of
a	DT	a
ligh	JJ	ligh
house	NN	house
in	IN	in
