<video_id>VZIPUNm_ngA</video_id>	JJ	<video_id>VZIPUNm_ngA</video_id>
tours	NNS	tour
on	IN	on
various	JJ	various
issues	NNS	issue
regarding	VVG	regard
this	DT	this
conflict	NN	conflict
on	IN	on
indiscriminate	JJ	indiscriminate
bombing	NN	bombing
of	IN	of
civilians	NNS	civilian
on	IN	on
mass	JJ	mass
displacements	NNS	displacement
on	IN	on
targeting	VVG	target
of	IN	of
facilities	NNS	facility
such	JJ	such
as	IN	as
cultural	JJ	cultural
centers	NNS	center
and	CC	and
health	NN	health
facilities	NNS	facility
on	IN	on
all	PDT	all
the	DT	the
acts	NNS	act
that	WDT	that
Israel	NP	Israel
has	VHZ	have
not	RB	not
just	RB	just
carried	VVN	carry
out	RP	out
but	CC	but
also	RB	also
declared	VVD	declare
intent	NN	intent
there's	RB	there's
a	DT	a
four-page	JJ	four-page
section	NN	section
which	WDT	which
looks	VVZ	look
at	IN	at
uh	UH	uh
the	DT	the
statements	NNS	statement
that	WDT	that
have	VHP	have
been	VBN	be
made	VVN	make
all	PDT	all
the	DT	the
way	NN	way
from	IN	from
the	DT	the
president	NN	president
to	TO	to
the	DT	the
prime	JJ	prime
minister	NN	minister
to	TO	to
various	JJ	various
ministers	NNS	minister
in	IN	in
the	DT	the
Israeli	JJ	Israeli
government	NN	government
where	WRB	where
South	NP	South
Africa	NP	Africa
says	VVZ	say
is	VBZ	be
not	RB	not
just	RB	just
intent	NN	intent
but	CC	but
actions	NNS	action
on	IN	on
the	DT	the
ground	NN	ground
on	IN	on
uh	UH	uh
today's	NNS	today's
hearing	VVG	hear
it	PP	it
is	VBZ	be
going	VVG	go
to	TO	to
present	VV	present
its	PP$	its
case	NN	case
and	CC	and
there's	RB	there's
going	VVG	go
to	TO	to
be	VB	be
a	DT	a
rebuttal	NN	rebuttal
on	IN	on
Friday	NP	Friday
from	IN	from
Israel	NP	Israel
so	RB	so
there	RB	there
is	VBZ	be
going	VVG	go
to	TO	to
be	VB	be
uh	UH	uh
arguments	NNS	argument
that	WDT	that
are	VBP	be
going	VVG	go
to	TO	to
be	VB	be
presented	VVN	present
and	CC	and
uh	UH	uh
it	PP	it
is	VBZ	be
expected	VVN	expect
uh	UH	uh
that	IN/that	that
this	DT	this
is	VBZ	be
going	VVG	go
to	TO	to
not	RB	not
just	JJ	just
uh	UH	uh
it	PP	it
is	VBZ	be
it	PP	it
has	VHZ	have
commenced	VVN	commence
but	CC	but
it	PP	it
is	VBZ	be
not	RB	not
going	VVG	go
to	TO	to
be	VB	be
concluded	VVN	conclude
before	IN	before
years	NNS	year
to	TO	to
come	VV	come
Osama	NP	Osama
what's	NNS	what's
happening	VVG	happen
outside	IN	outside
Court	NP	Court
we	PP	we
can	MD	can
see	VV	see
people	NNS	people
rallying	VVG	rally
behind	IN	behind
you	PP	you
carrying	VVG	carry
Palestinian	JJ	Palestinian
Flags	NNS	flag
it	PP	it
looks	VVZ	look
like	IN	like
well	RB	well
hundreds	NNS	hundred
of	IN	of
people	NNS	people
have	VHP	have
been	VBN	be
Gathering	VVG	gather
here	RB	here
at	IN	at
the	DT	the
peace	NN	peace
Palace	NN	palace
even	RB	even
a	DT	a
day	NN	day
before	IN	before
this	DT	this
hearing	NN	hearing
was	VBD	be
going	VVG	go
to	TO	to
commence	VV	commence
uh	UH	uh
protesters	NNS	protester
we've	NN	we've
met	VVD	meet
and	CC	and
pro	JJ	pro
Palestine	NP	Palestine
activists	NNS	activist
who've	NN	who've
come	VVN	come
from	IN	from
all	DT	all
over	IN	over
Europe	NP	Europe
we	PP	we
met	VVD	meet
people	NNS	people
from	IN	from
Germany	NP	Germany
from	IN	from
Spain	NP	Spain
from	IN	from
here	RB	here
in	IN	in
Netherlands	NP	Netherlands
and	CC	and
other	JJ	other
places	NNS	place
as	IN	as
well	RB	well
they	PP	they
say	VVP	say
that	DT	that
they're	NN	they're
here	RB	here
to	TO	to
show	VV	show
solidarity	NN	solidarity
and	CC	and
support	NN	support
to	TO	to
what	WP	what
the	DT	the
South	JJ	South
Africans	NNS	African
are	VBP	be
saying	VVG	say
say	VV	say
that	IN/that	that
they	PP	they
don't	VVD	don't
see	VV	see
this	DT	this
as	IN	as
a	DT	a
a	DT	a
they	PP	they
see	VVP	see
this	DT	this
as	IN	as
an	DT	an
open	JJ	open
and	CC	and
shut	JJ	shut
case	NN	case
where	WRB	where
the	DT	the
actions	NNS	action
on	IN	on
the	DT	the
ground	NN	ground
for	IN	for
96	CD	@card@
days	NNS	day
are	VBP	be
ample	JJ	ample
evidence	NN	evidence
that	IN/that	that
there	EX	there
has	VHZ	have
been	VBN	be
an	DT	an
indiscriminate	JJ	indiscriminate
bombardment	NN	bombardment
of	IN	of
atrocity	NN	atrocity
crimes	NNS	crime
which	WDT	which
have	VHP	have
been	VBN	be
carried	VVN	carry
out	RP	out
by	IN	by
Israel	NP	Israel
they	PP	they
say	VVP	say
they	PP	they
don't	VVD	don't
want	VV	want
to	TO	to
just	RB	just
show	VV	show
support	NN	support
for	IN	for
South	NP	South
Africa	NP	Africa
but	CC	but
also	RB	also
to	TO	to
say	VV	say
to	TO	to
the	DT	the
world	NN	world
which	WDT	which
the	DT	the
leaders	NNS	leader
who	WP	who
are	VBP	be
supporting	VVG	support
Israel	NP	Israel
that	IN/that	that
this	DT	this
has	VHZ	have
to	TO	to
stop	VV	stop
now	RB	now
and	CC	and
they	PP	they
are	VBP	be
going	VVG	go
to	TO	to
continue	VV	continue
to	TO	to
put	VV	put
pressure	NN	pressure
on	IN	on
everyone	NN	everyone
so	RB	so
that	IN/that	that
the	DT	the
genocide	NN	genocide
according	VVG	accord
to	TO	to
them	PP	them
in	IN	in
Gaza	NP	Gaza
can	MD	can
stop	VV	stop
Osama	NP	Osama
thank	VV	thank
you	PP	you
very	RB	very
much	RB	much
for	IN	for
that	DT	that
Osama	NP	Osama
bin	NN	bin
Javid	NP	Javid
live	VVP	live
at	IN	at
the	DT	the
hag	NN	hag
let's	NNS	let's
go	VVP	go
down	RP	down
to	TO	to
Fara	NP	Fara
Miller	NP	Miller
she's	NNS	she's
joining	VVG	join
us	PP	us
from	IN	from
South	JJ	South
Africa's	NNS	Africa's
administrative	JJ	administrative
Capital	NP	Capital
Petoria	NP	Petoria
and	CC	and
Fara	NP	Fara
how	WRB	how
is	VBZ	be
this	DT	this
case	NN	case
being	VBG	be
watched	VVN	watch
there	RB	there
especially	RB	especially
given	VVN	give
South	JJ	South
Africa's	NNS	Africa's
historic	JJ	historic
support	NN	support
for	IN	for
the	DT	the
Palestinian	JJ	Palestinian
cause	NN	cause
well	RB	well
if	IN	if
we	PP	we
look	VVP	look
at	IN	at
what	WP	what
South	NP	South
Africa	NP	Africa
the	DT	the
government	NN	government
has	VHZ	have
said	VVN	say
uh	UH	uh
in	IN	in
the	DT	the
last	JJ	last
three	CD	three
months	NNS	month
they've	NN	they've
made	VVD	make
a	DT	a
number	NN	number
of	IN	of
strong	JJ	strong
statements	NNS	statement
against	IN	against
what	WP	what
is	VBZ	be
happening	VVG	happen
in	IN	in
Gaza	NP	Gaza
against	IN	against
the	DT	the
Israeli	JJ	Israeli
government	NN	government
and	CC	and
of	IN	of
course	NN	course
leading	VVG	lead
to	TO	to
this	DT	this
point	NN	point
where	WRB	where
uh	UH	uh
they	PP	they
have	VHP	have
taken	VVN	take
that	IN/that	that
Court	NP	Court
bir	NN	bir
to	TO	to
the	DT	the
icj	NN	icj
accusing	VVG	accuse
Israel	NP	Israel
of	IN	of
genocide	NN	genocide
that	IN/that	that
move	NN	move
has	VHZ	have
been	VBN	be
welcomed	VVN	welcome
by	IN	by
many	JJ	many
South	JJ	South
Africans	NNS	African
and	CC	and
is	VBZ	be
well	RB	well
supported	VVD	support
uh	UH	uh
in	IN	in
recent	JJ	recent
weeks	NNS	week
uh	UH	uh
South	NP	South
Africa	NP	Africa
and	CC	and
recent	JJ	recent
months	NNS	month
the	DT	the
government	NN	government
has	VHZ	have
uh	UH	uh
recalled	VVD	recall
his	PP$	his
diplomatic	JJ	diplomatic
staff	NN	staff
from	IN	from
Israel	NP	Israel
and	CC	and
prior	RB	prior
to	TO	to
that	WDT	that
had	VHD	have
also	RB	also
uh	UH	uh
recalled	VVD	recall
its	PP$	its
Ambassador	NN	ambassador
and	CC	and
uh	UH	uh
and	CC	and
had	VHD	have
also	RB	also
put	VVN	put
forward	RB	forward
a	DT	a
vote	NN	vote
in	IN	in
South	NP	South
Africa's	NNS	Africa's
Parliament	NP	Parliament
uh	UH	uh
to	TO	to
end	VV	end
relations	NNS	relation
with	IN	with
Israel	NP	Israel
uh	UH	uh
at	IN	at
least	JJS	least
for	IN	for
the	DT	the
time	NN	time
being	VBG	be
until	IN	until
there	EX	there
is	VBZ	be
a	DT	a
ceasefire	NN	ceasefire
so	IN	so
these	DT	these
are	VBP	be
all	RB	all
the	DT	the
actions	NNS	action
that	WDT	that
have	VHP	have
led	VVN	lead
up	RP	up
to	TO	to
this	DT	this
point	NN	point
and	CC	and
so	RB	so
many	JJ	many
South	JJ	South
Africans	NNS	African
are	VBP	be
not	RB	not
necessarily	RB	necessarily
surprised	JJ	surprised
we've	NN	we've
heard	VVN	hear
from	IN	from
the	DT	the
South	JJ	South
African	JJ	African
government	NN	government
including	VVG	include
the	DT	the
international	JJ	international
relations	NNS	relation
Minister	NP	Minister
n	NN	n
p	NN	p
who	WP	who
has	VHZ	have
said	VVN	say
that	IN/that	that
Israel	NP	Israel
has	VHZ	have
an	DT	an
added	JJ	added
obligation	NN	obligation
as	IN	as
the	DT	the
occupier	NN	occupier
of	IN	of
an	DT	an
occupied	JJ	occupied
territory	NN	territory
and	CC	and
people	NNS	people
uh	UH	uh
to	TO	to
abide	VV	abide
by	IN	by
the	DT	the
uh	UH	uh
genocide	NN	genocide
conventions	NNS	convention
or	CC	or
prevent	VV	prevent
uh	UH	uh
genocide	NN	genocide
including	VVG	include
um	NNS	um
what	WDT	what
South	NP	South
Africa	NP	Africa
is	VBZ	be
calling	VVG	call
Collective	JJ	collective
punishment	NN	punishment
while	IN	while
there	EX	there
are	VBP	be
many	JJ	many
South	JJ	South
Africans	NNS	African
like	IN	like
the	DT	the
many	JJ	many
behind	IN	behind
us	PP	us
who	WP	who
have	VHP	have
have	VHP	have
come	VVN	come
to	TO	to
the	DT	the
Palestinian	JJ	Palestinian
Embassy	NP	Embassy
where	WRB	where
we	PP	we
are	VBP	be
to	TO	to
watch	VV	watch
proceedings	NNS	proceeding
uh	UH	uh
at	IN	at
the	DT	the
court	NN	court
there	EX	there
is	VBZ	be
also	RB	also
the	DT	the
uh	UH	uh
Jewish	NP	Jewish
Board	NP	Board
of	IN	of
deputies	NNS	deputy
which	WDT	which
says	VVZ	say
uh	UH	uh
represents	VVZ	represent
uh	UH	uh
the	DT	the
Jewish	JJ	Jewish
community	NN	community
in	IN	in
South	NP	South
Africa	NP	Africa
and	CC	and
it's	NP	it's
condemned	VVD	condemn
the	DT	the
South	JJ	South
African	JJ	African
government	NN	government
saying	VVG	say
that	IN/that	that
rather	RB	rather
than	IN	than
approaching	VVG	approach
the	DT	the
court	NN	court
this	DT	this
is	VBZ	be
time	NN	time
that	WDT	that
could	MD	could
be	VB	be
spent	VVN	spend
in	IN	in
a	DT	a
positive	JJ	positive
way	NN	way
what	WP	what
it	PP	it
says	VVZ	say
a	DT	a
more	RBR	more
positive	JJ	positive
way	NN	way
and	CC	and
speaking	VVG	speak
to	TO	to
both	DT	both
sides	VVZ	side
uh	UH	uh
in	RB	in
this	DT	this
conflict	VV	conflict
uh	UH	uh
it	PP	it
has	VHZ	have
been	VBN	be
critical	JJ	critical
of	IN	of
the	DT	the
South	JJ	South
African	JJ	African
government	NN	government
uh	UH	uh
throughout	IN	throughout
the	DT	the
war	NN	war
on	IN	on
Gaza	NP	Gaza
their	PP$	their
position	NN	position
hasn't	NN	hasn't
changed	VVN	change
but	CC	but
given	VVN	give
South	JJ	South
Africa's	NNS	Africa's
history	NN	history
of	IN	of
apartate	JJ	apartate
colonialism	NN	colonialism
and	CC	and
and	CC	and
racism	NN	racism
uh	UH	uh
this	DT	this
is	VBZ	be
something	NN	something
that	IN/that	that
many	JJ	many
South	JJ	South
Africans	NNS	African
identify	VVP	identify
with	IN	with
very	RB	very
strongly	RB	strongly
in	IN	in
terms	NNS	term
of	IN	of
the	DT	the
subjugation	NN	subjugation
of	IN	of
a	DT	a
specific	JJ	specific
ethnic	JJ	ethnic
group	NN	group
The	DT	the
targeted	JJ	targeted
killings	NNS	killing
subjugation	NN	subjugation
racism	NN	racism
uh	UH	uh
as	RB	as
well	RB	well
as	IN	as
the	DT	the
difficulties	NNS	difficulty
the	DT	the
many	JJ	many
difficulties	NNS	difficulty
that	IN/that	that
Palestinian	JJ	Palestinian
people	NNS	people
are	VBP	be
are	VBP	be
going	VVG	go
through	RP	through
in	IN	in
those	DT	those
territories	NNS	territory
far	RB	far
thank	VVP	thank
you	PP	you
very	RB	very
much	RB	much
for	IN	for
that	DT	that
farm	NN	farm
of	IN	of
the	DT	the
Miller	NP	Miller
with	IN	with
a	DT	a
view	NN	view
from	IN	from
Petoria	NP	Petoria
let's	NNS	let's
go	VVP	go
now	RB	now
to	TO	to
hanni	NP	Hanni
Mahmud	NP	Mahmud
he	PP	he
is	VBZ	be
joining	VVG	join
us	PP	us
live	VVP	live
from	IN	from
Rafa	NP	Rafa
in	IN	in
southern	JJ	southern
Gaza	NP	Gaza
and	CC	and
hany	NP	hany
how	WRB	how
do	VVP	do
people	NNS	people
there	RB	there
feel	VVP	feel
about	IN	about
the	DT	the
case	NN	case
at	IN	at
the	DT	the
hag	NN	hag
do	VVP	do
they	PP	they
have	VHP	have
any	DT	any
hope	NN	hope
that	IN/that	that
it	PP	it
can	MD	can
stop	VV	stop
the	DT	the
violence	NN	violence
against	IN	against
them	PP	them
yes	RB	yes
well	RB	well
so	RB	so
far	RB	far
just	RB	just
just	RB	just
from	IN	from
talking	VVG	talk
to	TO	to
people	NNS	people
briefly	RB	briefly
uh	UH	uh
here	RB	here
just	RB	just
a	DT	a
great	JJ	great
deal	NN	deal
of	IN	of
of	IN	of
of	IN	of
hope	NN	hope
that	WDT	that
is	VBZ	be
still	RB	still
a	DT	a
bit	NN	bit
of	IN	of
suspicious	JJ	suspicious
optimism	NN	optimism
of	IN	of
what's	NNS	what's
going	VVG	go
on	IN	on
they	PP	they
are	VBP	be
happy	JJ	happy
and	CC	and
and	CC	and
hopeful	JJ	hopeful
that	IN/that	that
finally	RB	finally
a	DT	a
country	NN	country
like	IN	like
South	NP	South
Africa	NP	Africa
is	VBZ	be
hearing	VVG	hear
uh	UH	uh
their	PP$	their
misery	NN	misery
and	CC	and
suffering	VVG	suffer
and	CC	and
taking	VVG	take
the	DT	the
perpetrators	NNS	perpetrator
to	TO	to
the	DT	the
international	JJ	international
Court	NP	Court
uh	UH	uh
of	IN	of
justice	NN	justice
and	CC	and
a	DT	a
great	JJ	great
deal	NN	deal
of	IN	of
Hope	NP	Hope
but	CC	but
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
it's	NNS	it's
coming	VVG	come
coming	VVG	come
with	IN	with
suspicious	JJ	suspicious
optimism	NN	optimism
because	IN	because
they	PP	they
know	VVP	know
that	DT	that
part	NN	part
of	IN	of
this	DT	this
actions	NNS	action
will	MD	will
be	VB	be
taken	VVN	take
to	TO	to
the	DT	the
UN	NP	UN
Security	NP	Security
Council	NP	Council
where	WRB	where
there's	RB	there's
a	DT	a
high	JJ	high
possibility	NN	possibility
a	DT	a
country	NN	country
like	IN	like
the	DT	the
United	NP	United
States	NPS	States
will	MD	will
vet	VV	vet
to	TO	to
any	DT	any
actions	NNS	action
in	IN	in
favor	NN	favor
of	IN	of
the	DT	the
Palestinian	NN	Palestinian
just	RB	just
citing	VVG	cite
a	DT	a
past	JJ	past
experiences	NNS	experience
and	CC	and
examples	NNS	example
of	IN	of
how	WRB	how
the	DT	the
US	NP	US
V	CD	@card@
resolution	NN	resolution
calling	VVG	call
for	IN	for
a	DT	a
permanent	JJ	permanent
ceasefire	NN	ceasefire
and	CC	and
into	IN	into
the	DT	the
war	NN	war
on	IN	on
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
so	RB	so
far	RB	far
we	PP	we
have	VHP	have
a	DT	a
group	NN	group
right	NN	right
group	NN	group
Advocates	NNS	advocate
across	IN	across
the	DT	the
Palestinian	JJ	Palestinian
territory	NN	territory
seeing	VVG	see
these	DT	these
hearing	NN	hearing
sessions	NNS	session
as	IN	as
a	DT	a
as	IN	as
a	DT	a
a	DT	a
measures	VVZ	measure
provisional	JJ	provisional
measures	NNS	measure
that	IN/that	that
that	WDT	that
are	VBP	be
intended	VVN	intend
to	TO	to
stop	VV	stop
the	DT	the
situations	NNS	situation
from	IN	from
getting	VVG	get
worse	JJR	bad
across	IN	across
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
as	IN	as
the	DT	the
war	NN	war
continues	VVZ	continue
to	TO	to
pound	VV	pound
every	DT	every
means	NN	means
of	IN	of
Life	NP	Life
across	IN	across
the	DT	the
territory	NN	territory
and	CC	and
the	DT	the
one	CD	one
priority	NN	priority
that	IN/that	that
they	PP	they
have	VHP	have
right	RB	right
now	RB	now
is	VBZ	be
that	IN/that	that
Israel	NP	Israel
to	TO	to
seize	VV	seize
the	DT	the
killing	NN	killing
of	IN	of
civilians	NNS	civilian
and	CC	and
put	VV	put
an	DT	an
end	NN	end
to	TO	to
all	DT	all
the	DT	the
atrocities	NNS	atrocity
committ	NN	committ
committed	VVN	commit
by	IN	by
the	DT	the
Israeli	JJ	Israeli
military	NN	military
and	CC	and
they	PP	they
also	RB	also
are	VBP	be
hopeful	JJ	hopeful
that	IN/that	that
the	DT	the
the	DT	the
topic	NN	topic
of	IN	of
occupation	NN	occupation
that	IN/that	that
Israel	NP	Israel
is	VBZ	be
still	RB	still
effectively	RB	effectively
occupying	VVG	occupy
a	DT	a
and	CC	and
controlling	VVG	control
uh	UH	uh
the	DT	the
the	DT	the
borders	NNS	border
and	CC	and
all	PDT	all
the	DT	the
access	NN	access
point	NN	point
to	TO	to
the	DT	the
G	NP	G
strip	NN	strip
will	MD	will
be	VB	be
addressed	VVN	address
in	IN	in
the	DT	the
international	JJ	international
uh	UH	uh
court	NN	court
of	IN	of
justice	NN	justice
so	RB	so
far	RB	far
everything	NN	everything
on	IN	on
the	DT	the
ground	NN	ground
suggest	VVP	suggest
and	CC	and
fit	VVP	fit
within	IN	within
the	DT	the
allegations	NNS	allegation
of	IN	of
war	NN	war
crimes	NNS	crime
submitted	VVN	submit
by	IN	by
South	NP	South
Africa	NP	Africa
to	TO	to
the	DT	the
international	JJ	international
court	NN	court
of	IN	of
justice	NN	justice
and	CC	and
what	WP	what
we're	NNS	we're
talking	VVG	talk
about	RB	about
is	VBZ	be
the	DT	the
ongoing	JJ	ongoing
constant	JJ	constant
killings	NNS	killing
and	CC	and
the	DT	the
Ming	NP	Ming
of	IN	of
civilians	NNS	civilian
and	CC	and
the	DT	the
the	DT	the
forc	NN	forc
displacement	NN	displacement
and	CC	and
the	DT	the
failure	NN	failure
of	IN	of
the	DT	the
Israeli	JJ	Israeli
military	NN	military
and	CC	and
its	PP$	its
government	NN	government
to	TO	to
provide	VV	provide
safe	JJ	safe
place	NN	place
for	IN	for
displace	VV	displace
for	IN	for
the	DT	the
1.5	CD	@card@
Millions	NNS	million
displac	VVP	displac
Palestinian	JJ	Palestinian
addition	NN	addition
the	DT	the
intentional	JJ	intentional
and	CC	and
attacks	NNS	attack
on	IN	on
hona	NP	hona
United	NP	United
Nations	NPS	Nations
for	IN	for
p	NN	p
facilities	NNS	facility
including	VVG	include
evacuation	NN	evacuation
centers	NNS	center
and	CC	and
schools	NNS	school
and	CC	and
the	DT	the
obliteration	NN	obliteration
of	IN	of
Civic	NP	Civic
life	NN	life
all	RB	all
fits	VVZ	fit
the	DT	the
characterization	NN	characterization
and	CC	and
the	DT	the
definition	NN	definition
of	IN	of
war	NN	war
crimes	NNS	crime
committed	VVN	commit
so	RB	so
far	RB	far
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
Hy	NP	Hy
thank	VVP	thank
you	PP	you
very	RB	very
much	RB	much
for	IN	for
that	DT	that
hany	NN	hany
mm	NN	mm.
joining	VVG	join
us	PP	us
live	VVP	live
from	IN	from
Rafa	NP	Rafa
in	IN	in
southern	JJ	southern
Gaza	NP	Gaza
and	CC	and
Let's	NP	Let's
cross	VVP	cross
live	VV	live
now	RB	now
to	TO	to
Stephanie	NP	Stephanie
DEA	NP	DEA
she	PP	she
is	VBZ	be
an	DT	an
occupied	JJ	occupied
East	NP	East
Jerusalem	NP	Jerusalem
and	CC	and
Stephanie	NP	Stephanie
Israel	NP	Israel
denying	VVG	deny
the	DT	the
allegations	NNS	allegation
as	IN	as
we	PP	we
expect	VVP	expect
but	CC	but
it	PP	it
is	VBZ	be
taking	VVG	take
them	PP	them
very	RB	very
seriously	RB	seriously
very	RB	very
seriously	RB	seriously
um	JJ	um
Israeli	JJ	Israeli
media	NNS	medium
had	VHD	have
quoted	VVN	quote
last	JJ	last
week	NN	week
that	WDT	that
uh	UH	uh
cables	NNS	cable
were	VBD	be
sent	VVN	send
to	TO	to
All	DT	all
embassies	NNS	embassy
uh	UH	uh
urging	VVG	urge
their	PP$	their
diplomats	NNS	diplomat
to	TO	to
Lobby	VV	lobby
governments	NNS	government
uh	UH	uh
to	TO	to
get	VV	get
their	PP$	their
support	NN	support
in	IN	in
rejecting	VVG	reject
uh	UH	uh
this	DT	this
case	NN	case
and	CC	and
also	RB	also
saying	VVG	say
that	IN/that	that
they	PP	they
need	VVP	need
to	TO	to
be	VB	be
more	RBR	more
vocal	JJ	vocal
in	IN	in
terms	NNS	term
of	IN	of
uh	UH	uh
showing	VVG	show
the	DT	the
world	NN	world
that	IN/that	that
they're	NN	they're
trying	VVG	try
to	TO	to
get	VV	get
humanitarian	JJ	humanitarian
Aid	NN	aid
in	IN	in
um	JJ	um
Israel	NP	Israel
is	VBZ	be
going	VVG	go
to	TO	to
be	VB	be
very	RB	very
keen	JJ	keen
to	TO	to
remind	VV	remind
the	DT	the
world	NN	world
of	IN	of
the	DT	the
atrocities	NNS	atrocity
that	WDT	that
Hamas	NP	Hamas
carried	VVD	carry
out	RP	out
on	IN	on
October	NP	October
the	DT	the
7th	JJ	7th
Israel	NP	Israel
saying	VVG	say
that	IN/that	that
it's	NNS	it's
the	DT	the
victim	NN	victim
that	IN/that	that
it	PP	it
is	VBZ	be
in	IN	in
self-defense	NN	self-defense
of	IN	of
and	CC	and
that	DT	that
it's	NNS	it's
doing	VVG	do
its	PP$	its
utmost	NN	utmost
to	TO	to
try	VV	try
and	CC	and
prevent	VV	prevent
civilian	JJ	civilian
casualties	NNS	casualty
you	PP	you
even	RB	even
had	VHD	have
