<video_id>ZX5ocIj6mzg</video_id>	JJ	<video_id>ZX5ocIj6mzg</video_id>
will	MD	will
cause	VV	cause
such	JJ	such
dramatic	JJ	dramatic
uh	UH	uh
change	NN	change
in	IN	in
the	DT	the
situation	NN	situation
on	IN	on
the	DT	the
north	NN	north
where	WRB	where
people	NNS	people
are	VBP	be
taking	VVG	take
shelter	NN	shelter
of	IN	of
course	NN	course
till	IN	till
now	RB	now
the	DT	the
Palestinian	JJ	Palestinian
Ministry	NP	Ministry
of	IN	of
Health	NP	Health
the	DT	the
ambulances	NNS	ambulance
are	VBP	be
trying	VVG	try
to	TO	to
do	VV	do
the	DT	the
best	JJS	good
in	IN	in
order	NN	order
to	TO	to
rescue	VV	rescue
uh	UH	uh
the	DT	the
people	NNS	people
who	WP	who
have	VHP	have
been	VBN	be
targeted	VVN	target
by	IN	by
the	DT	the
Israel	NP	Israel
occupation	NN	occupation
forces	NNS	force
wait	VVP	wait
waiting	VVG	wait
for	IN	for
further	JJR	further
confirmation	NN	confirmation
from	IN	from
the	DT	the
Palestinian	NP	Palestinian
Ministry	NP	Ministry
about	IN	about
the	DT	the
final	JJ	final
number	NN	number
of	IN	of
death	NN	death
tool	NN	tool
and	CC	and
injured	JJ	injured
people	NNS	people
but	CC	but
similarly	RB	similarly
as	IN	as
it's	NNS	it's
going	VVG	go
to	TO	to
be	VB	be
much	RB	much
more	RBR	more
crowded	VVN	crowd
with	IN	with
people	NNS	people
it's	NNS	it's
expected	VVD	expect
that	IN/that	that
the	DT	the
number	NN	number
of	IN	of
people	NNS	people
who	WP	who
are	VBP	be
going	VVG	go
to	TO	to
be	VB	be
wounded	VVN	wound
in	IN	in
due	JJ	due
to	TO	to
this	DT	this
attack	NN	attack
will	MD	will
rise	VV	rise
and	CC	and
even	RB	even
the	DT	the
Medical	JJ	medical
Teams	NNS	team
till	IN	till
now	RB	now
are	VBP	be
evacuating	VVG	evacuate
victims	NNS	victim
from	IN	from
the	DT	the
location	NN	location
of	IN	of
the	DT	the
targeting	VVG	target
mhm	NN	mhm
as	IN	as
you	PP	you
say	VVP	say
t	NN	t
very	RB	very
very	RB	very
very	RB	very
densely	RB	densely
populated	VVN	populate
part	NN	part
of	IN	of
a	DT	a
very	RB	very
densely	RB	densely
populated	VVN	populate
Gaza	NP	Gaza
Strip	NP	Strip
now	RB	now
just	RB	just
to	TO	to
flag	VV	flag
one	CD	one
of	IN	of
the	DT	the
other	JJ	other
things	NNS	thing
you	PP	you
mentioned	VVD	mention
there	RB	there
this	DT	this
was	VBD	be
an	DT	an
unra	NP	unra
School	NP	School
a	DT	a
un	NNS	un
run	VVP	run
facility	NN	facility
and	CC	and
people	NNS	people
were	VBD	be
were	VBD	be
there	RB	there
seeking	VVG	seek
shelter	NN	shelter
now	RB	now
we've	NN	we've
heard	VVN	hear
from	IN	from
unra	NN	unra
themselves	PP	themselves
that	IN/that	that
they	PP	they
no	RB	no
longer	RBR	longer
feel	VVP	feel
that	IN/that	that
they	PP	they
can	MD	can
offer	VV	offer
protection	NN	protection
to	TO	to
people	NNS	people
under	IN	under
the	DT	the
UN	NP	UN
flag	NN	flag
we	PP	we
were	VBD	be
hearing	VVG	hear
this	DT	this
from	IN	from
from	IN	from
the	DT	the
aaza	NN	aaza
director	NN	director
Ju	NP	Ju
Just	RB	just
a	DT	a
couple	NN	couple
of	IN	of
weeks	NNS	week
ago	RB	ago
they've	NN	they've
also	RB	also
told	VVD	tell
us	PP	us
that	IN/that	that
they	PP	they
provide	VVP	provide
the	DT	the
coordinates	NNS	coordinate
to	TO	to
all	DT	all
of	IN	of
their	PP$	their
shelters	NNS	shelter
to	TO	to
to	TO	to
all	DT	all
of	IN	of
their	PP$	their
schools	NNS	school
to	TO	to
the	DT	the
Israelis	NPS	Israelis
so	IN	so
they	PP	they
know	VVP	know
exactly	RB	exactly
where	WRB	where
people	NNS	people
are	VBP	be
seeking	VVG	seek
shelter	NN	shelter
these	DT	these
are	VBP	be
civilians	NNS	civilian
who've	NNS	who've
been	VBN	be
in	IN	in
a	DT	a
un	NNS	un
run	VVP	run
school	NN	school
as	IN	as
you've	NNS	you've
been	VBN	be
seeing	VVG	see
there	RB	there
have	VHP	have
there	EX	there
are	VBP	be
bodies	NNS	body
there	RB	there
of	IN	of
of	IN	of
women	NNS	woman
and	CC	and
children	NNS	child
do	VVP	do
we	PP	we
have	VHP	have
a	DT	a
sense	NN	sense
TK	NP	TK
and	CC	and
I	PP	I
know	VVP	know
this	DT	this
is	VBZ	be
a	DT	a
difficult	JJ	difficult
question	NN	question
of	IN	of
how	WRB	how
many	JJ	many
people	NNS	people
are	VBP	be
now	RB	now
left	VVN	leave
in	IN	in
Northern	NP	Northern
Gaza	NP	Gaza
obviously	RB	obviously
tens	NNS	ten
of	IN	of
thousands	NNS	thousand
hundreds	NNS	hundred
of	IN	of
thousands	NNS	thousand
have	VHP	have
now	RB	now
fled	VVN	flee
South	NP	South
where	WRB	where
there	EX	there
are	VBP	be
also	RB	also
bombardments	NNS	bombardment
taking	VVG	take
place	NN	place
but	CC	but
how	WRB	how
many	JJ	many
people	NNS	people
are	VBP	be
left	VVN	leave
up	RP	up
[Music]	NN	[Music]
north	IN	north
yes	UH	yes
uh	UH	uh
there	EX	there
are	VBP	be
still	RB	still
people	VV	people
uh	UH	uh
at	IN	at
the	DT	the
north	NN	north
of	IN	of
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
are	VBP	be
talking	VVG	talk
about	IN	about
thousands	NNS	thousand
of	IN	of
people	NNS	people
who	WP	who
refuse	VVP	refuse
to	TO	to
flee	VV	flee
the	DT	the
houses	NNS	house
meanwhile	RB	meanwhile
the	DT	the
occupation	NN	occupation
is	VBZ	be
trying	VVG	try
to	TO	to
attack	VV	attack
all	DT	all
means	NN	means
of	IN	of
lives	NNS	life
surrounding	VVG	surround
those	DT	those
people	NNS	people
in	IN	in
order	NN	order
to	TO	to
force	VV	force
them	PP	them
to	TO	to
know	VV	know
or	CC	or
to	TO	to
no	RB	no
more	RBR	more
have	VH	have
options	NNS	option
to	TO	to
remain	VV	remain
in	IN	in
the	DT	the
north	NN	north
of	IN	of
Gaza	NP	Gaza
Strip	NP	Strip
thus	RB	thus
they	PP	they
will	MD	will
be	VB	be
a	DT	a
forced	VVN	force
to	TO	to
evacuate	VV	evacuate
to	TO	to
the	DT	the
south	NN	south
of	IN	of
the	DT	the
territory	NN	territory
as	IN	as
they	PP	they
are	VBP	be
forced	VVN	force
also	RB	also
to	TO	to
walk	VV	walk
for	IN	for
long	JJ	long
distance	NN	distance
in	IN	in
order	NN	order
to	TO	to
reach	VV	reach
the	DT	the
southern	JJ	southern
areas	NNS	area
which	WDT	which
is	VBZ	be
far	RB	far
away	RB	away
from	IN	from
the	DT	the
Northern	JJ	northern
areas	NNS	area
with	IN	with
uh	UH	uh
dozens	NNS	dozen
of	IN	of
kilometers	NNS	kilometer
which	WDT	which
will	MD	will
it	PP	it
really	RB	really
be	VB	be
a	DT	a
very	RB	very
dangerous	JJ	dangerous
and	CC	and
risky	JJ	risky
Journey	NP	Journey
for	IN	for
those	DT	those
in	IN	in
the	DT	the
north	NN	north
of	IN	of
the	DT	the
territory	NN	territory
as	IN	as
they	PP	they
are	VBP	be
already	RB	already
running	VVG	run
low	RB	low
in	IN	in
fuel	VV	fuel
uh	UH	uh
water	NN	water
and	CC	and
even	RB	even
they	PP	they
are	VBP	be
facing	VVG	face
a	DT	a
severe	JJ	severe
problem	NN	problem
in	IN	in
terms	NNS	term
of	IN	of
having	VHG	have
access	NN	access
to	TO	to
food	NN	food
uh	UH	uh
they	PP	they
are	VBP	be
talking	VVG	talk
about	RB	about
very	RB	very
catastrophic	JJ	catastrophic
consequences	NNS	consequence
and	CC	and
conditions	NNS	condition
they	PP	they
are	VBP	be
witnessing	VVG	witness
in	IN	in
the	DT	the
north	NN	north
as	IN	as
there's	RB	there's
no	RB	no
any	DT	any
humanitarian	JJ	humanitarian
Aid	NN	aid
had	VHD	have
been	VBN	be
delivered	VVN	deliver
and	CC	and
also	RB	also
people	NNS	people
there	RB	there
they	PP	they
say	VVP	say
that	IN/that	that
we	PP	we
don't	VVD	don't
have	VH	have
any	DT	any
other	JJ	other
safe	JJ	safe
shelter	NN	shelter
to	TO	to
go	VV	go
we	PP	we
are	VBP	be
in	IN	in
our	PP$	our
houses	NNS	house
we	PP	we
have	VHP	have
been	VBN	be
bombarded	VVN	bombard
we	PP	we
went	VVD	go
to	TO	to
the	DT	the
hospitals	NNS	hospital
it	PP	it
also	RB	also
was	VBD	be
attacked	VVN	attack
were	VBD	be
attacked	VVN	attack
and	CC	and
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
even	RB	even
United	NP	United
Nations	NP	Nations
shelters	NNS	shelter
are	VBP	be
not	RB	not
yet	RB	yet
at	IN	at
safe	JJ	safe
place	NN	place
for	IN	for
us	PP	us
so	IN	so
they	PP	they
are	VBP	be
trying	VVG	try
to	TO	to
push	VV	push
them	PP	them
to	TO	to
move	VV	move
to	TO	to
the	DT	the
South	NP	South
meanwhile	RB	meanwhile
similar	JJ	similar
attacks	NNS	attack
had	VHD	have
been	VBN	be
had	VHD	have
been	VBN	be
carried	VVN	carry
out	RP	out
in	IN	in
the	DT	the
south	NN	south
of	IN	of
the	DT	the
Gaza	NP	Gaza
STP	NP	STP
yeah	RB	yeah
t	NN	t
you	PP	you
were	VBD	be
you	PP	you
were	VBD	be
saying	VVG	say
there	RB	there
that	IN/that	that
this	DT	this
is	VBZ	be
all	DT	all
part	NN	part
of	IN	of
a	DT	a
strategy	NN	strategy
to	TO	to
push	VV	push
people	NNS	people
South	JJ	South
we've	NN	we've
also	RB	also
obviously	RB	obviously
just	RB	just
over	IN	over
the	DT	the
course	NN	course
of	IN	of
the	DT	the
morning	NN	morning
seeing	VVG	see
the	DT	the
forced	VVN	force
evacuation	NN	evacuation
of	IN	of
alifa	NP	alifa
Hospital	NP	Hospital
complex	JJ	complex
gaza's	NNS	gaza's
largest	JJS	large
hospital	NN	hospital
people	NNS	people
there	RB	there
several	JJ	several
thousand	CD	thousand
people	NNS	people
being	JJ	being
being	VBG	be
forced	VVN	force
to	TO	to
leave	VV	leave
including	VVG	include
Doctors	NNS	doctor
medical	JJ	medical
staff	NN	staff
and	CC	and
patients	NNS	patient
can	MD	can
you	PP	you
give	VV	give
us	PP	us
a	DT	a
sense	NN	sense
of	IN	of
where	WRB	where
the	DT	the
Israeli	JJ	Israeli
military	JJ	military
strategy	NN	strategy
is	VBZ	be
now	RB	now
we've	NN	we've
been	VBN	be
hearing	VVG	hear
that	IN/that	that
there	EX	there
is	VBZ	be
this	DT	this
push	NN	push
South	NP	South
clearly	RB	clearly
they	PP	they
they	PP	they
feel	VVP	feel
that	IN/that	that
they're	NN	they're
trying	VVG	try
to	TO	to
take	VV	take
control	NN	control
of	IN	of
the	DT	the
north	NN	north
give	VV	give
us	PP	us
a	DT	a
sense	NN	sense
of	IN	of
of	IN	of
where	WRB	where
Israeli	JJ	Israeli
troops	NNS	troop
are	VBP	be
right	RB	right
now	RB	now
and	CC	and
where	WRB	where
that	DT	that
fighting	NN	fighting
is	VBZ	be
taking	VVG	take
place	VV	place
yes	UH	yes
the	DT	the
Israeli	JJ	Israeli
troops	NNS	troop
are	VBP	be
uh	UH	uh
firstly	RB	firstly
they	PP	they
they	PP	they
started	VVD	start
the	DT	the
ground	NN	ground
Invasion	NN	invasion
from	IN	from
the	DT	the
Eastern	JJ	eastern
areas	NNS	area
of	IN	of
Gaza	NP	Gaza
Strip	NP	Strip
we	PP	we
are	VBP	be
talking	VVG	talk
about	IN	about
the	DT	the
eastern	JJ	eastern
areas	NNS	area
of	IN	of
banon	NN	banon
and	CC	and
the	DT	the
northwest	NN	northwest
of	IN	of
B	NP	B
here	RB	here
the	DT	the
coastal	JJ	coastal
line	NN	line
of	IN	of
the	DT	the
territory	NN	territory
as	IN	as
they	PP	they
managed	VVD	manage
to	TO	to
reach	VV	reach
as	IN	as
refugee	NN	refugee
camp	NN	camp
with	IN	with
under	IN	under
artillery	NN	artillery
bombardment	NN	bombardment
and	CC	and
then	RB	then
they	PP	they
managed	VVD	manage
to	TO	to
access	VV	access
a	DT	a
shifa	NN	shifa
hospital	NN	hospital
uh	UH	uh
and	CC	and
as	IN	as
they	PP	they
access	VVP	access
the	DT	the
shifat	NN	shifat
hospital	NN	hospital
they	PP	they
were	VBD	be
forced	VVN	force
to	TO	to
deploy	VV	deploy
uh	UH	uh
snipers	NNS	sniper
and	CC	and
they	PP	they
are	VBP	be
taking	VVG	take
full	JJ	full
control	NN	control
over	IN	over
the	DT	the
vicinity	NN	vicinity
of	IN	of
a	DT	a
shifat	NN	shifat
hospital	NN	hospital
now	RB	now
they	PP	they
made	VVD	make
different	JJ	different
kinds	NNS	kind
of	IN	of
runs	NNS	run
inside	IN	inside
the	DT	the
buildings	NNS	building
of	IN	of
a	DT	a
shifat	NN	shifat
hospitals	NNS	hospital
where	WRB	where
doctors	NNS	doctor
are	VBP	be
not	RB	not
yet	RB	yet
able	JJ	able
to	TO	to
move	VV	move
freely	RB	freely
without	IN	without
feeling	VVG	feel
any	DT	any
threat	NN	threat
between	IN	between
the	DT	the
buildings	NNS	building
and	CC	and
the	DT	the
department	NN	department
of	IN	of
the	DT	the
hospital	NN	hospital
and	CC	and
it's	NNS	it's
was	VBD	be
also	RB	also
worth	JJ	worth
mention	NN	mention
that	IN/that	that
the	DT	the
doctors	NNS	doctor
inside	IN	inside
hospitals	NNS	hospital
patients	NNS	patient
and	CC	and
even	VV	even
uh	UH	uh
wound	VV	wound
displaced	VVN	displace
people	NNS	people
are	VBP	be
are	VBP	be
not	RB	not
yet	RB	yet
safe	JJ	safe
as	IN	as
there	EX	there
are	VBP	be
still	RB	still
be	VB	be
babies	NNS	baby
and	CC	and
people	NNS	people
inside	IN	inside
this	DT	this
hospital	NN	hospital
and	CC	and
even	RB	even
if	IN	if
they	PP	they
have	VHP	have
afforded	VVN	afford
to	TO	to
be	VB	be
evacuated	VVN	evacuate
to	TO	to
the	DT	the
south	NN	south
of	IN	of
the	DT	the
territory	NN	territory
they	PP	they
need	VVP	need
to	TO	to
uh	UH	uh
they	PP	they
need	VVP	need
to	TO	to
walk	VV	walk
for	IN	for
long	JJ	long
distance	NN	distance
and	CC	and
there's	RB	there's
going	VVG	go
to	TO	to
be	VB	be
a	DT	a
multiple	JJ	multiple
uh	UH	uh
and	CC	and
notable	JJ	notable
risk	NN	risk
on	IN	on
the	DT	the
lives	NNS	life
of	IN	of
those	DT	those
patients	NNS	patient
and	CC	and
there	EX	there
are	VBP	be
around	RB	around
uh	UH	uh
500	CD	@card@
patients	NNS	patient
who	WP	who
cannot	MD	can
really	RB	really
uh	UH	uh
evacuate	VV	evacuate
it	PP	it
unless	IN	unless
they	PP	they
are	VBP	be
afforded	VVN	afford
a	DT	a
very	RB	very
good	JJ	good
uh	UH	uh
humanitarian	JJ	humanitarian
and	CC	and
even	RB	even
Medical	NP	Medical
Care	NP	Care
by	IN	by
the	DT	the
Medical	NP	Medical
Teams	NNS	team
yet	RB	yet
till	IN	till
now	RB	now
they	PP	they
did	VVD	do
not	RB	not
reach	VV	reach
the	DT	the
south	NN	south
of	IN	of
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
and	CC	and
even	RB	even
if	IN	if
they	PP	they
reach	VVP	reach
the	DT	the
south	NN	south
of	IN	of
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
especially	RB	especially
for	IN	for
babies	NNS	baby
there	EX	there
are	VBP	be
no	RB	no
any	DT	any
uh	UH	uh
safe	JJ	safe
place	NN	place
for	IN	for
them	PP	them
and	CC	and
as	IN	as
the	DT	the
incubators	NNS	incubator
inside	IN	inside
the	DT	the
nasur	NN	nasur
hospital	NN	hospital
the	DT	the
only	JJ	only
Hospital	NN	hospital
in	IN	in
the	DT	the
South	NP	South
which	WDT	which
can	MD	can
receive	VV	receive
those	DT	those
premature	JJ	premature
babies	NNS	baby
is	VBZ	be
a	DT	a
half	JJ	half
occupied	JJ	occupied
we're	NN	we're
talking	VVG	talk
about	RB	about
12	CD	@card@
incubators	NNS	incubator
six	CD	six
of	IN	of
them	PP	them
were	VBD	be
occupied	VVN	occupy
so	IN	so
it	PP	it
means	VVZ	mean
that	IN/that	that
there	EX	there
is	VBZ	be
going	VVG	go
to	TO	to
be	VB	be
a	DT	a
kind	NN	kind
of	IN	of
compounding	NN	compounding
in	IN	in
terms	NNS	term
of	IN	of
the	DT	the
number	NN	number
of	IN	of
the	DT	the
uh	UH	uh
babies	NNS	baby
who	WP	who
receive	VVP	receive
medical	JJ	medical
