<video_id>VFjPcBjBlV8</video_id>	JJ	<video_id>VFjPcBjBlV8</video_id>
um	JJ	um
alwafa	NN	alwafa
hospital	NN	hospital
was	VBD	be
still	RB	still
operating	VVG	operate
and	CC	and
still	RB	still
had	VHD	have
patients	NNS	patient
right	VV	right
well	UH	well
uh	UH	uh
it	PP	it
seems	VVZ	seem
that	IN/that	that
it	PP	it
has	VHZ	have
uh	UH	uh
been	VBN	be
out	RP	out
of	IN	of
services	NNS	service
due	JJ	due
to	TO	to
the	DT	the
Israeli	JJ	Israeli
ongoing	JJ	ongoing
bombardment	NN	bombardment
in	IN	in
this	DT	this
area	NN	area
simply	RB	simply
because	IN	because
the	DT	the
air	NN	air
strikes	NNS	strike
had	VHD	have
made	VVN	make
more	JJR	more
than	IN	than
12	CD	@card@
hospitals	NNS	hospital
and	CC	and
the	DT	the
bes	JJ	bes
territory	NN	territory
out	RP	out
of	IN	of
services	VVZ	service
uh	UH	uh
due	RB	due
to	TO	to
the	DT	the
uh	UH	uh
the	DT	the
partial	JJ	partial
and	CC	and
complete	VV	complete
uh	UH	uh
destruction	NN	destruction
of	IN	of
different	JJ	different
uh	UH	uh
sites	NNS	site
of	IN	of
the	DT	the
hospitals	NNS	hospital
okay	RB	okay
so	RB	so
at	IN	at
the	DT	the
moment	NN	moment
when	WRB	when
it	PP	it
was	VBD	be
struck	VVN	strike
which	WDT	which
is	VBZ	be
uh	UH	uh
a	DT	a
short	JJ	short
while	NN	while
ago	RB	ago
um	VVD	um
it	PP	it
was	VBD	be
already	RB	already
out	RB	out
of	IN	of
am	VBP	be
I	PP	I
getting	VVG	get
this	DT	this
right	NN	right
and	CC	and
therefore	RB	therefore
might	MD	might
not	RB	not
have	VH	have
had	VHN	have
anyone	NN	anyone
or	CC	or
not	RB	not
many	JJ	many
people	NNS	people
inside	IN	inside
I'm	NP	I'm
not	RB	not
that's	JJ	that's
what	WP	what
I'm	NP	I'm
trying	VVG	try
to	TO	to
determine	VV	determine
is	VBZ	be
whether	IN	whether
there	EX	there
were	VBD	be
likely	JJ	likely
people	NNS	people
inside	IN	inside
the	DT	the
hospital	NN	hospital
at	IN	at
that	DT	that
point	NN	point
or	CC	or
not	RB	not
meanwhile	RB	meanwhile
all	DT	all
hospitals	NNS	hospital
in	IN	in
the	DT	the
gasa	NN	gasa
strip	NN	strip
are	VBP	be
very	RB	very
grounded	VVN	ground
of	IN	of
people	NNS	people
who	WP	who
were	VBD	be
displaced	VVN	displace
them	PP	them
houses	VVZ	house
people	NNS	people
find	VV	find
hospitals	NNS	hospital
as	IN	as
a	DT	a
safe	JJ	safe
shelter	NN	shelter
for	IN	for
them	PP	them
to	TO	to
be	VB	be
evacuated	VVN	evacuate
in	IN	in
and	CC	and
even	RB	even
to	TO	to
be	VB	be
protected	VVN	protect
meanwhile	RB	meanwhile
different	JJ	different
hospitals	NNS	hospital
since	IN	since
the	DT	the
early	JJ	early
beginning	NN	beginning
of	IN	of
this	DT	this
round	NN	round
of	IN	of
fighting	VVG	fight
were	VBD	be
targeted	VVN	target
and	CC	and
others	NNS	other
were	VBD	be
threaten	VV	threaten
with	IN	with
evacuation	NN	evacuation
uh	UH	uh
some	DT	some
administrations	NNS	administration
of	IN	of
different	JJ	different
hospitals	NNS	hospital
refused	VVD	refuse
the	DT	the
orders	NNS	order
of	IN	of
evacuation	NN	evacuation
meanwhile	NN	meanwhile
others	NNS	other
continue	VVP	continue
to	TO	to
partially	RB	partially
uh	UH	uh
provide	VV	provide
services	NNS	service
uh	UH	uh
to	TO	to
be	VB	be
honest	JJ	honest
and	CC	and
to	TO	to
be	VB	be
clear	JJ	clear
that	IN/that	that
the	DT	the
hospitals	NNS	hospital
any	DT	any
hospital	NN	hospital
that	WDT	that
is	VBZ	be
still	RB	still
open	VV	open
its	PP$	its
door	NN	door
doesn't	NN	doesn't
mean	VVP	mean
that	IN/that	that
it	PP	it
still	RB	still
keep	VV	keep
providing	VVG	provide
services	NNS	service
medical	JJ	medical
services	NNS	service
for	IN	for
Palestinians	NPS	Palestinians
because	IN	because
of	IN	of
the	DT	the
great	JJ	great
shortage	NN	shortage
of	IN	of
fuel	NN	fuel
in	IN	in
uh	UH	uh
the	DT	the
uh	UH	uh
medical	JJ	medical
uh	UH	uh
sector	NN	sector
okay	NN	okay
I	PP	I
understand	VVP	understand
what	WP	what
you're	NN	you're
telling	VVG	tell
us	PP	us
that	IN/that	that
the	DT	the
hospital	NN	hospital
wasn't	NN	wasn't
functioning	VVG	function
as	IN	as
a	DT	a
hospital	NN	hospital
anymore	RB	anymore
but	CC	but
it	PP	it
that	DT	that
doesn't	NN	doesn't
mean	VVP	mean
that	IN/that	that
it	PP	it
was	VBD	be
empty	JJ	empty
because	IN	because
there	EX	there
are	VBP	be
lots	NNS	lot
of	IN	of
people	NNS	people
who	WP	who
are	VBP	be
still	RB	still
taking	VVG	take
shelter	NN	shelter
in	IN	in
hospitals	NNS	hospital
even	RB	even
when	WRB	when
they're	JJ	they're
no	DT	no
longer	JJR	long
those	DT	those
hospitals	NNS	hospital
are	VBP	be
no	RB	no
longer	RBR	longer
treating	VVG	treat
patients	NNS	patient
thank	VVP	thank
you	PP	you
that's	NNS	that's
that's	JJ	that's
uh	UH	uh
very	RB	very
important	JJ	important
information	NN	information
to	TO	to
bring	VV	bring
to	TO	to
light	VV	light
at	IN	at
this	DT	this
hour	NN	hour
um	NN	um
is	VBZ	be
there	RB	there
anything	NN	anything
what	WP	what
do	VVP	do
you	PP	you
know	VVP	know
if	IN	if
anything	NN	anything
at	IN	at
this	DT	this
hour	NN	hour
about	IN	about
Damage	NN	damage
Done	NP	Done
in	IN	in
that	DT	that
area	NN	area
generally	RB	generally
because	IN	because
we're	NN	we're
looking	VVG	look
at	IN	at
the	DT	the
picture	NN	picture
and	CC	and
given	VVN	give
the	DT	the
size	NN	size
of	IN	of
the	DT	the
blast	NN	blast
it	PP	it
looks	VVZ	look
like	IN	like
there	EX	there
would	MD	would
have	VH	have
been	VBN	be
damage	NN	damage
around	IN	around
the	DT	the
area	NN	area
as	IN	as
well	UH	well
well	UH	well
uh	UH	uh
damages	NNS	damage
in	IN	in
everywhere	RB	everywhere
inside	IN	inside
Gaza	NP	Gaza
Strip	NP	Strip
specifically	RB	specifically
in	IN	in
uh	UH	uh
the	DT	the
uh	UH	uh
North	NP	North
and	CC	and
Central	NP	Central
Gaza	NP	Gaza
where	WRB	where
the	DT	the
hospital	NN	hospital
is	VBZ	be
located	VVN	locate
B	NN	B
do	VVP	do
everywhere	RB	everywhere
and	CC	and
the	DT	the
Israeli	JJ	Israeli
ongoing	JJ	ongoing
chilling	JJ	chilling
really	RB	really
uh	UH	uh
caused	VVD	cause
catastrophic	JJ	catastrophic
damage	NN	damage
to	TO	to
residential	JJ	residential
and	CC	and
even	JJ	even
uh	UH	uh
the	DT	the
Civil	JJ	civil
infrastructure	NN	infrastructure
where	WRB	where
hospitals	NNS	hospital
cannot	MD	can
uh	UH	uh
keep	VV	keep
going	NN	going
in	IN	in
uh	UH	uh
providing	VVG	provide
treatment	NN	treatment
for	IN	for
Palestinians	NPS	Palestinians
and	CC	and
meanwhile	RB	meanwhile
people	NNS	people
who	WP	who
are	VBP	be
inside	IN	inside
the	DT	the
hospital	NN	hospital
are	VBP	be
really	RB	really
even	RB	even
facing	VVG	face
such	PDT	such
a	DT	a
massive	JJ	massive
deterioration	NN	deterioration
in	IN	in
their	PP$	their
humanitarian	JJ	humanitarian
conditions	NNS	condition
also	RB	also
all	DT	all
right	JJ	right
tar	NN	tar
kazum	NN	kazum
reporting	VVG	report
live	JJ	live
from	IN	from
hanun	NN	hanun
thank	VVP	thank
you	PP	you
very	RB	very
much	JJ	much
TK	NP	TK
quick	JJ	quick
reset	NN	reset
before	IN	before
we	PP	we
bring	VVP	bring
in	IN	in
our	PP$	our
next	JJ	next
guest	NN	guest
you're	NN	you're
just	RB	just
seeing	VVG	see
right	RB	right
now	RB	now
the	DT	the
immediate	JJ	immediate
aftermath	NN	aftermath
of	IN	of
a	DT	a
strike	NN	strike
that	WDT	that
took	VVD	take
place	VV	place
a	DT	a
very	RB	very
short	JJ	short
while	IN	while
ago	RB	ago
on	IN	on
alwafa	NP	alwafa
Hospital	NP	Hospital
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
it	PP	it
is	VBZ	be
currently	RB	currently
1600	CD	@card@
GMT	NN	GMT
so	IN	so
it's	NP	it's
700	CD	@card@
p.m.	NN	p.m.
local	JJ	local
in	IN	in
Gaza	NP	Gaza
as	IN	as
we	PP	we
watch	VVP	watch
those	DT	those
pictures	NNS	picture
let's	NNS	let's
bring	VVP	bring
in	IN	in
Mansour	NP	Mansour
Schuman	NP	Schuman
Mansour	NP	Mansour
you	PP	you
are	VBP	be
a	DT	a
resident	NN	resident
of	IN	of
Gaza	NP	Gaza
you're	NN	you're
joining	VVG	join
us	PP	us
from	IN	from
Kan	NP	Kan
Yunis	NP	Yunis
I	PP	I
understand	VVP	understand
that	IN/that	that
you're	NN	you're
close	JJ	close
to	TO	to
where	WRB	where
that	DT	that
strike	NN	strike
took	VVD	take
place	NN	place
tell	VV	tell
me	PP	me
what	WP	what
you	PP	you
saw	VVD	see
what	WP	what
you	PP	you
heard	VVD	hear
tell	VV	tell
me	PP	me
anything	NN	anything
you	PP	you
know	VVP	know
that's	NNS	that's
correct	VV	correct
um	NNS	um
we	PP	we
were	VBD	be
praying	VVG	pray
the	DT	the
sunset	NN	sunset
M	NN	M
prayer	NN	prayer
uh	UH	uh
in	IN	in
congregation	NN	congregation
we	PP	we
are	VBP	be
around	RB	around
15,000	CD	@card@
refugees	NNS	refugee
here	RB	here
in	IN	in
the	DT	the
hospital	NN	hospital
vicinity	NN	vicinity
while	IN	while
praying	VVG	pray
we	PP	we
heard	VVD	hear
a	DT	a
very	RB	very
large	JJ	large
blast	VV	blast
uh	UH	uh
just	RB	just
behind	IN	behind
us	PP	us
towards	IN	towards
the	DT	the
the	DT	the
west	NN	west
of	IN	of
the	DT	the
Hospital	NP	Hospital
several	JJ	several
buildings	NNS	building
collapsed	VVD	collapse
and	CC	and
for	IN	for
the	DT	the
last	JJ	last
1	CD	@card@
hour	NN	hour
until	IN	until
now	RB	now
ambulances	NNS	ambulance
have	VHP	have
been	VBN	be
coming	VVG	come
in	IN	in
bringing	VVG	bring
in	IN	in
dead	JJ	dead
bodies	NNS	body
and	CC	and
injured	VVN	injure
to	TO	to
be	VB	be
treated	VVN	treat
so	IN	so
you	PP	you
were	VBD	be
inside	IN	inside
the	DT	the
compound	NN	compound
of	IN	of
the	DT	the
hospital	NN	hospital
that	WDT	that
was	VBD	be
struck	VVN	strike
is	VBZ	be
that	IN/that	that
right	RB	right
correct	JJ	correct
and	CC	and
I'm	NP	I'm
still	RB	still
here	RB	here
correct	JJ	correct
and	CC	and
you're	NN	you're
still	RB	still
inside	IN	inside
the	DT	the
that	WDT	that
that	DT	that
compound	NN	compound
it	PP	it
so	CC	so
our	PP$	our
correspondent	NN	correspondent
was	VBD	be
saying	VVG	say
that	IN/that	that
people	NNS	people
were	VBD	be
still	RB	still
inside	IN	inside
that	DT	that
hospital	NN	hospital
even	RB	even
though	IN	though
it	PP	it
was	VBD	be
no	RB	no
longer	RBR	longer
really	RB	really
operating	VVG	operate
as	IN	as
a	DT	a
hospital	NN	hospital
can	MD	can
you	PP	you
confirm	VV	confirm
that	IN/that	that
no	RB	no
I	PP	I
think	VVP	think
he	PP	he
were	VBD	be
talking	VVG	talk
about	IN	about
wa	NP	Wa
Hospital	NP	Hospital
inaz	NP	inaz
City	NP	City
this	DT	this
is	VBZ	be
n	NN	n
Hospital	NN	hospital
in	IN	in
okay	JJ	okay
sorry	JJ	sorry
excuse	NN	excuse
me	PP	me
so	RB	so
so	RB	so
reset	VV	reset
then	RB	then
which	WDT	which
hospital	NN	hospital
and	CC	and
which	WDT	which
area	NN	area
are	VBP	be
you	PP	you
talking	VVG	talk
about	RB	about
yeah	RB	yeah
the	DT	the
question	NN	question
you	PP	you
asked	VVD	ask
me	PP	me
was	VBD	be
in	IN	in
San	NP	San
un	NNS	un
did	VVD	do
you	PP	you
hear	VVP	hear
about	IN	about
the	DT	the
bombing	NN	bombing
correct	VV	correct
were	VBD	be
inity	NN	inity
I	PP	I
said	VVD	say
yes	RB	yes
we	PP	we
were	VBD	be
playing	VVG	play
the	DT	the
M	NP	M
perer	NN	perer
the	DT	the
sunset	NN	sunset
in	IN	in
congregation	NN	congregation
around	IN	around
15,000	CD	@card@
refugees	NNS	refugee
that	WDT	that
are	VBP	be
settling	VVG	settle
here	RB	here
right	RB	right
now	RB	now
while	IN	while
praying	VVG	pray
we	PP	we
heard	VVD	hear
the	DT	the
bomb	NN	bomb
behind	IN	behind
us	PP	us
and	CC	and
it's	NP	it's
FL	NP	FL
in	IN	in
two	CD	two
buildings	NNS	building
and	CC	and
until	IN	until
now	RB	now
for	IN	for
the	DT	the
last	JJ	last
one	CD	one
hour	NN	hour
ambulances	NNS	ambulance
have	VHP	have
and	CC	and
injured	VVN	injure
people	NNS	people
are	VBP	be
and	CC	and
are	VBP	be
the	DT	the
people	NNS	people
who	WP	who
are	VBP	be
being	VBG	be
brought	VVN	bring
in	IN	in
is	VBZ	be
there	EX	there
are	VBP	be
there	RB	there
still	RB	still
enough	JJ	enough
resources	NNS	resource
at	IN	at
this	DT	this
stage	NN	stage
to	TO	to
give	VV	give
them	PP	them
Med	NP	Med
the	DT	the
medical	JJ	medical
treatment	NN	treatment
that	IN/that	that
they	PP	they
um	VVZ	um
the	DT	the
doctors	NNS	doctor
and	CC	and
and	CC	and
nurse	NN	nurse
nures	NNS	nures
and	CC	and
medical	JJ	medical
staff	NN	staff
here	RB	here
are	VBP	be
some	DT	some
of	IN	of
the	DT	the
bravest	JJS	brave
creative	JJ	creative
people	NNS	people
I	PP	I
have	VHP	have
ever	RB	ever
met	VVN	meet
I've	NN	I've
lived	VVN	live
in	IN	in
several	JJ	several
countries	NNS	country
and	CC	and
several	JJ	several
continents	NNS	continent
and	CC	and
what	WP	what
they're	NN	they're
doing	VVG	do
right	NN	right
now	RB	now
is	VBZ	be
a	DT	a
little	JJ	little
bit	NN	bit
of	IN	of
just	RB	just
trying	VVG	try
to	TO	to
help	VV	help
uh	UH	uh
prioritize	VV	prioritize
those	DT	those
who	WP	who
can	MD	can
live	VV	live
and	CC	and
prioritize	VV	prioritize
giving	VVG	give
them	PP	them
the	DT	the
right	JJ	right
treatment	NN	treatment
given	VVN	give
the	DT	the
lack	NN	lack
of	IN	of
resources	NNS	resource
the	DT	the
lack	NN	lack
of	IN	of
medication	NN	medication
the	DT	the
lack	NN	lack
of	IN	of
anesthesia	NN	anesthesia
the	DT	the
lack	NN	lack
of	IN	of
electricity	NN	electricity
in	IN	in
Fr	NN	Fr
of	IN	of
the	DT	the
units	NNS	unit
um	NN	um
what's	NNS	what's
happening	VVG	happen
right	RB	right
now	RB	now
is	VBZ	be
genocide	NN	genocide
uh	UH	uh
fuel	NN	fuel
is	VBZ	be
needed	VVN	need
as	IN	as
soon	RB	soon
as	RB	as
possible	JJ	possible
over	IN	over
50%	CD	@card@
of	IN	of
Hospitals	NNS	hospital
and	CC	and
Clinics	NNS	clinic
in	RB	in
have	VHP	have
been	VBN	be
bumped	VVN	bump
to	TO	to
the	DT	the
ground	NN	ground
or	CC	or
are	VBP	be
not	RB	not
running	VVG	run
because	IN	because
there	EX	there
is	VBZ	be
no	RB	no
more	RBR	more
fuel	VV	fuel
uh	UH	uh
the	DT	the
medical	JJ	medical
uh	UH	uh
the	DT	the
ability	NN	ability
to	TO	to
provide	VV	provide
medical	JJ	medical
support	NN	support
to	TO	to
the	DT	the
2.3	CD	@card@
million	CD	million
people	NNS	people
suffering	VVG	suffer
here	RB	here
is	VBZ	be
at	IN	at
a	DT	a
red	NN	red
at	IN	at
a	DT	a
red	JJ	red
line	NN	line
and	CC	and
we	PP	we
are	VBP	be
asking	VVG	ask
for	IN	for
the	DT	the
International	NP	International
Community	NP	Community
for	IN	for
people	NNS	people
to	TO	to
come	VV	come
and	CC	and
listen	VV	listen
and	CC	and
try	VV	try
to	TO	to
help	VV	help
bring	VV	bring
in	IN	in
as	RB	as
soon	RB	soon
as	IN	as
possible	JJ	possible
Fuel	NN	fuel
and	CC	and
medical	JJ	medical
supplies	NNS	supply
into	IN	into
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
and	CC	and
allow	VV	allow
the	DT	the
injured	JJ	injured
which	WDT	which
are	VBP	be
over	IN	over
17,500	CD	@card@
whoever	WP	whoever
needs	VVZ	need
operations	NNS	operation
to	TO	to
leave	VV	leave
the	DT	the
G	NP	G
and	CC	and
to	TO	to
get	VV	get
the	DT	the
operation	NN	operation
done	VVN	do
where	WRB	where
is	VBZ	be
the	DT	the
humanity	NN	humanity
where	WRB	where
is	VBZ	be
the	DT	the
international	JJ	international
law	NN	law
what	WP	what
are	VBP	be
you	PP	you
seeing	VVG	see
as	IN	as
we	PP	we
speak	VVP	speak
right	RB	right
now	RB	now
I'm	NN	I'm
seeing	VVG	see
a	DT	a
lot	NN	lot
of	IN	of
ambulances	NNS	ambulance
that	WDT	that
keep	VVP	keep
coming	VVG	come
in	IN	in
back	RB	back
and	CC	and
forth	RB	forth
I	PP	I
seeing	VVG	see
until	IN	until
now	RB	now
the	DT	the
effects	NNS	effect
of	IN	of
the	DT	the
rubble	NN	rubble
the	DT	the
dust	NN	dust
a	DT	a
lot	NN	lot
of	IN	of
the	DT	the
the	DT	the
buildings	NNS	building
that	WDT	that
were	VBD	be
affected	VVN	affect
had	VHD	have
asbestos	NN	asbestos
in	IN	in
them	PP	them
so	RB	so
right	RB	right
now	RB	now
we	PP	we
are	VBP	be
actually	RB	actually
breing	VVG	breing
very	RB	very
dangerous	JJ	dangerous
material	NN	material
um	NN	um
I'm	NP	I'm
seeing	VVG	see
people	NNS	people
who	WP	who
are	VBP	be
just	RB	just
trying	VVG	try
to	TO	to
help	VV	help
get	VV	get
people	NNS	people
out	RP	out
of	IN	of
the	DT	the
rubble	NN	rubble
rush	NN	rush
and	CC	and
come	VV	come
back	JJ	back
I'm	NN	I'm
seeing	VVG	see
PE	NN	pe
I'm	NN	I'm
seeing	VVG	see
a	DT	a
lot	NN	lot
of	IN	of
media	NNS	medium
Personnel	NNS	Personnel
who	WP	who
are	VBP	be
trying	VVG	try
247	CD	@card@
to	TO	to
cover	VV	cover
the	DT	the
news	NN	news
um	NNS	um
get	VVP	get
get	VV	get
the	DT	the
real	JJ	real
story	NN	story
what's	NNS	what's
actually	RB	actually
happening	VVG	happen
here	RB	here
in	IN	in
Gaza	NP	Gaza
to	TO	to
the	DT	the
outside	JJ	outside
world	NN	world
have	VHP	have
you	PP	you
seen	VVN	see
any	DT	any
of	IN	of
the	DT	the
aid	NN	aid
have	VH	have
you	PP	you
either	RB	either
been	VBN	be
a	DT	a
recipient	NN	recipient
of	IN	of
the	DT	the
aid	NN	aid
have	VH	have
you	PP	you
got	VVD	get
your	PP$	your
hands	NNS	hand
on	IN	on
any	DT	any
of	IN	of
the	DT	the
aid	NN	aid
that's	NNS	that's
come	VVN	come
in	IN	in
about	RB	about
60	CD	@card@
trucks	NNS	truck
of	IN	of
Aid	NN	aid
and	CC	and
everybody	NN	everybody
has	VHZ	have
said	VVN	say
this	DT	this
is	VBZ	be
Dr	NN	Dr
just	RB	just
a	DT	a
drop	NN	drop
in	IN	in
the	DT	the
ocean	NN	ocean
we	PP	we
do	VVP	do
understand	VV	understand
that	IN/that	that
but	CC	but
have	VH	have
you	PP	you
got	VVN	get
anything	NN	anything
whether	IN	whether
it's	JJ	it's
food	NN	food
water	NN	water
have	VHP	have
you	PP	you
seen	VVN	see
any	DT	any
of	IN	of
the	DT	the
medical	JJ	medical
supplies	NNS	supply
being	VBG	be
delivered	VVN	deliver
and	CC	and
distributed	VVN	distribute
to	TO	to
the	DT	the
hospitals	NNS	hospital
anything	NN	anything
I	PP	I
haven't	VVD	haven't
seen	VVN	see
anything	NN	anything
I	PP	I
haven't	VVD	haven't
heard	VVN	hear
anything	NN	anything
being	VBG	be
distributed	VVN	distribute
in	IN	in
my	PP$	my
area	NN	area
just	RB	just
for	IN	for
the	DT	the
the	DT	the
audien's	NNS	audien's
information	NN	information
normally	RB	normally
STP	NP	STP
gets	VVZ	get
400	CD	@card@
trucks	NNS	truck
normally	RB	normally
of	IN	of
food	NN	food
different	JJ	different
materials	NNS	material
coming	VVG	come
into	IN	into
STP	NP	STP
without	IN	without
War	NP	War
without	IN	without
any	DT	any
major	JJ	major
blockade	NN	blockade
like	IN	like
what's	NNS	what's
happening	VVG	happen
now	RB	now
after	IN	after
16	CD	@card@
17	CD	@card@
days	NNS	day
we	PP	we
got	VVD	get
zero	CD	zero
and	CC	and
now	RB	now
we	PP	we
get	VVP	get
only	RB	only
50	CD	@card@
trucks	NNS	truck
and	CC	and
a	DT	a
lot	NN	lot
of	IN	of
the	DT	the
a	DT	a
lot	NN	lot
of	IN	of
what	WP	what
is	VBZ	be
in	IN	in
those	DT	those
trucks	NNS	truck
are	VBP	be
things	NNS	thing
that	IN/that	that
we	PP	we
don't	VVD	don't
need	VV	need
such	JJ	such
as	IN	as
coffin	NN	coffin
wraps	NNS	wrap
for	IN	for
the	DT	the
dead	RB	dead
such	JJ	such
as	IN	as
gloves	NNS	glove
you	PP	you
know	VVP	know
where	WRB	where
is	VBZ	be
the	DT	the
fuel	NN	fuel
where	WRB	where
is	VBZ	be
the	DT	the
real	JJ	real
food	NN	food
where	WRB	where
is	VBZ	be
the	DT	the
purification	NN	purification
kits	NNS	kit
for	IN	for
