<video_id>Mv-MpcbOrzc</video_id>	NN	<video_id>Mv-MpcbOrzc</video_id>
staff	VV	staff
so	RB	so
how	WRB	how
could	MD	could
he	PP	he
address	VV	address
the	DT	the
uh	UH	uh
the	DT	the
public	JJ	public
193	CD	@card@
countries	NNS	country
and	CC	and
say	VVP	say
it's	NNS	it's
not	RB	not
a	DT	a
war	NN	war
against	IN	against
the	DT	the
Palestinian	NN	Palestinian
that	WDT	that
is	VBZ	be
I	PP	I
found	VVD	find
it	PP	it
that's	JJ	that's
too	RB	too
uh	UH	uh
to	TO	to
too	RB	too
hard	JJ	hard
to	TO	to
swallow	VV	swallow
M	NP	M
and	CC	and
he	PP	he
appealed	VVD	appeal
also	RB	also
again	RB	again
with	IN	with
the	DT	the
with	IN	with
the	DT	the
delegates	NNS	delegate
not	RB	not
to	TO	to
vote	VV	vote
for	IN	for
this	DT	this
resolution	NN	resolution
it	PP	it
looks	VVZ	look
like	IN	like
there	EX	there
is	VBZ	be
so	RB	so
much	JJ	much
mobilization	NN	mobilization
from	IN	from
both	DT	both
parties	NNS	party
the	DT	the
Arab	JJ	Arab
uh	UH	uh
on	IN	on
one	CD	one
side	NN	side
and	CC	and
the	DT	the
Israeli	JJ	Israeli
to	TO	to
the	DT	the
uh	UH	uh
delegates	NNS	delegate
to	TO	to
vote	VV	vote
or	CC	or
not	RB	not
to	TO	to
vote	VV	vote
so	IN	so
there	EX	there
is	VBZ	be
so	RB	so
much	JJ	much
and	CC	and
we're	JJ	we're
going	VVG	go
to	TO	to
see	VV	see
that	IN/that	that
reflecting	VVG	reflect
in	IN	in
the	DT	the
results	NNS	result
of	IN	of
the	DT	the
vote	NN	vote
we	PP	we
not	RB	not
we	PP	we
might	MD	might
not	RB	not
find	VV	find
a	DT	a
huge	JJ	huge
number	NN	number
of	IN	of
people	NNS	people
voting	VVG	vote
for	IN	for
The	DT	the
the	DT	the
draft	NN	draft
resolution	NN	resolution
but	CC	but
of	IN	of
course	NN	course
it	PP	it
will	MD	will
pass	VV	pass
but	CC	but
maybe	RB	maybe
maybe	RB	maybe
with	IN	with
128	CD	@card@
130	CD	@card@
125	CD	@card@
so	IN	so
I	PP	I
expect	VVP	expect
along	IN	along
those	DT	those
uh	UH	uh
lines	NNS	line
one	CD	one
of	IN	of
the	DT	the
things	NNS	thing
that	IN/that	that
that	WDT	that
I	PP	I
noticed	VVD	notice
was	VBD	be
was	VBD	be
that	IN/that	that
there	EX	there
was	VBD	be
uh	UH	uh
a	DT	a
repeated	JJ	repeated
reference	NN	reference
certainly	RB	certainly
among	IN	among
on	IN	on
the	DT	the
Palestinian	JJ	Palestinian
side	NN	side
to	TO	to
double	VV	double
standards	NNS	standard
yeah	RB	yeah
those	DT	those
who	WP	who
were	VBD	be
siding	VVG	side
with	IN	with
Israeli	NP	Israeli
they	PP	they
was	VBD	be
the	DT	the
Israelis	NPS	Israelis
they	PP	they
said	VVD	say
were	VBD	be
focusing	VVG	focus
only	RB	only
on	IN	on
the	DT	the
deaths	NNS	death
of	IN	of
the	DT	the
Israelis	NPS	Israelis
and	CC	and
why	WRB	why
were	VBD	be
they	PP	they
not	RB	not
considering	VVG	consider
the	DT	the
the	DT	the
deaths	NNS	death
of	IN	of
the	DT	the
Palestinians	NPS	Palestinians
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
of	IN	of
course	NN	course
the	DT	the
Israeli	JJ	Israeli
ambassador	NN	ambassador
to	TO	to
the	DT	the
UN	NP	UN
almost	RB	almost
saying	VVG	say
exactly	RB	exactly
the	DT	the
same	JJ	same
thing	NN	thing
things	NNS	thing
saying	VVG	say
it	PP	it
is	VBZ	be
H	NN	H
hypocrisy	NN	hypocrisy
to	TO	to
not	RB	not
take	VV	take
into	IN	into
account	NN	account
the	DT	the
1400	CD	@card@
Israelis	NPS	Israelis
who	WP	who
have	VHP	have
been	VBN	be
killed	VVN	kill
on	IN	on
October	NP	October
the	DT	the
7th	JJ	7th
when	WRB	when
only	RB	only
to	TO	to
focus	VV	focus
on	IN	on
the	DT	the
the	DT	the
pr	NN	pr
of	IN	of
plight	NN	plight
of	IN	of
the	DT	the
Palestinians	NPS	Palestinians
it's	NNS	it's
um	VVG	um
a	DT	a
difficult	JJ	difficult
argument	NN	argument
to	TO	to
make	VV	make
to	TO	to
a	DT	a
degree	NN	degree
on	IN	on
both	DT	both
sides	NNS	side
to	TO	to
try	VV	try
to	TO	to
persuade	VV	persuade
the	DT	the
other	JJ	other
to	TO	to
to	TO	to
go	VV	go
with	IN	with
that	IN/that	that
when	WRB	when
we	PP	we
are	VBP	be
dealing	VVG	deal
with	IN	with
such	PDT	such
a	DT	a
polarized	VVN	polarize
situation	NN	situation
very	RB	very
true	JJ	true
but	CC	but
uh	UH	uh
I	PP	I
mean	VVP	mean
it	PP	it
looks	VVZ	look
very	RB	very
clear	VV	clear
now	RB	now
with	IN	with
the	DT	the
number	NN	number
of	IN	of
deaths	NNS	death
in	IN	in
Gaza	NP	Gaza
the	DT	the
number	NN	number
of	IN	of
casualties	NNS	casualty
rising	VVG	rise
up	RP	up
to	TO	to
7,000	CD	@card@
and	CC	and
no	DT	no
one	CD	one
can	MD	can
deny	VV	deny
that	IN/that	that
there	EX	there
is	VBZ	be
a	DT	a
double	JJ	double
standard	NN	standard
on	IN	on
the	DT	the
part	NN	part
of	IN	of
some	DT	some
Western	JJ	Western
countries	NNS	country
who	WP	who
kept	VVD	keep
lining	NN	lining
behind	IN	behind
Israel	NP	Israel
and	CC	and
did	VVD	do
not	RB	not
call	VV	call
for	IN	for
immediate	JJ	immediate
ceasefire	NN	ceasefire
so	IN	so
it	PP	it
shows	VVZ	show
I	PP	I
mean	VV	mean
that	WDT	that
is	VBZ	be
a	DT	a
kind	NN	kind
of	IN	of
support	NN	support
for	IN	for
one	CD	one
side	NN	side
against	IN	against
the	DT	the
other	JJ	other
the	DT	the
what	WP	what
the	DT	the
Palestinian	NN	Palestinian
been	VBN	be
longing	VVG	long
for	IN	for
is	VBZ	be
to	TO	to
be	VB	be
addressed	VVN	address
as	IN	as
a	DT	a
humans	NNS	human
as	IN	as
being	VBG	be
the	DT	the
victims	NNS	victim
who	WP	who
were	VBD	be
under	IN	under
occupation	NN	occupation
and	CC	and
not	RB	not
look	VV	look
from	IN	from
the	DT	the
only	RB	only
the	DT	the
lenses	NNS	lens
of	IN	of
Israel	NP	Israel
seeing	VVG	see
that	IN/that	that
these	DT	these
atrocities	NNS	atrocity
committed	VVN	commit
on	IN	on
the	DT	the
7th	JJ	7th
of	IN	of
October	NP	October
so	IN	so
that's	NNS	that's
why	WRB	why
the	DT	the
Palestinians	NPS	Palestinians
been	VBN	be
and	CC	and
the	DT	the
Arabs	NPS	Arabs
in	IN	in
general	JJ	general
always	RB	always
raise	VV	raise
the	DT	the
issue	NN	issue
of	IN	of
double	JJ	double
standard	NN	standard
if	IN	if
one	CD	one
Israeli	JJ	Israeli
is	VBZ	be
killed	VVN	kill
is	VBZ	be
one	CD	one
thing	NN	thing
one	CD	one
story	NN	story
but	CC	but
if	IN	if
pal	NN	pal
10	CD	@card@
Palestinian	NN	Palestinian
or	CC	or
50	CD	@card@
Palestinian	NN	Palestinian
killed	VVD	kill
then	RB	then
it's	NNS	it's
another	DT	another
story	NN	story
that's	NNS	that's
what	WP	what
the	DT	the
uh	UH	uh
this	DT	this
analogy	NN	analogy
always	RB	always
come	VVN	come
back	RB	back
to	TO	to
the	DT	the
floors	NNS	floor
of	IN	of
the	DT	the
general	JJ	general
assembly	NN	assembly
about	IN	about
the	DT	the
double	JJ	double
standard	NN	standard
both	CC	both
in	IN	in
the	DT	the
security	NN	security
ccil	NN	ccil
Andia	NP	Andia
the	DT	the
Israelis	NPS	Israelis
want	VVP	want
also	RB	also
the	DT	the
deleg	NN	deleg
to	TO	to
adapt	VV	adapt
their	PP$	their
own	JJ	own
narratives	NNS	narrative
which	WDT	which
sometime	RB	sometime
I	PP	I
I	PP	I
found	VVD	find
that	WDT	that
is	VBZ	be
not	RB	not
convincing	VVG	convince
because	IN	because
there	EX	there
is	VBZ	be
occupation	NN	occupation
here	RB	here
you	PP	you
cannot	MD	can
deny	VV	deny
it	PP	it
you	PP	you
cannot	MD	can
look	VV	look
the	DT	the
other	JJ	other
way	NN	way
you	PP	you
cannot	MD	can
deny	VV	deny
that	IN/that	that
the	DT	the
Palestinians	NPS	Palestinians
are	VBP	be
being	VBG	be
subject	JJ	subject
to	TO	to
most	JJS	most
brutal	JJ	brutal
occupation	NN	occupation
for	IN	for
56	CD	@card@
years	NNS	year
and	CC	and
Gaza	NP	Gaza
under	IN	under
siege	NN	siege
for	IN	for
16	CD	@card@
years	NNS	year
these	DT	these
are	VBP	be
the	DT	the
facts	NNS	fact
so	RB	so
why	WRB	why
people	NNS	people
ignore	VVP	ignore
that	IN/that	that
why	WRB	why
the	DT	the
uh	UH	uh
the	DT	the
draft	NN	draft
resolution	NN	resolution
of	IN	of
the	DT	the
did	VVD	do
not	RB	not
mention	VV	mention
even	RB	even
that	IN/that	that
so	RB	so
that	DT	that
is	VBZ	be
where	WRB	where
the	DT	the
uh	UH	uh
the	DT	the
Arabs	NPS	Arabs
and	CC	and
Palestinians	NPS	Palestinians
keep	VVP	keep
complaining	VVG	complain
about	IN	about
this	DT	this
dou	NN	dou
stand	VVP	stand
really	RB	really
appreciate	VV	appreciate
your	PP$	your
analysis	NN	analysis
on	IN	on
this	DT	this
Abdul	NP	Abdul
Sam	NP	Sam
thank	VVP	thank
you	PP	you
for	IN	for
no	DT	no
thank	VVP	thank
you	PP	you
very	RB	very
much	RB	much
indeed	RB	indeed
</doc>	JJ	</doc>
