<video_id>_7obt0vDi30</video_id>	JJ	<video_id>_7obt0vDi30</video_id>
where	WRB	where
39	CD	@card@
of	IN	of
our	PP$	our
members	NNS	member
were	VBD	be
killed	VVN	kill
150	CD	@card@
injured	JJ	injured
many	JJ	many
of	IN	of
them	PP	them
suffered	VVD	suffer
repeated	JJ	repeated
injuries	NNS	injury
on	IN	on
a	DT	a
number	NN	number
of	IN	of
occasions	NNS	occasion
we	PP	we
call	VVP	call
on	IN	on
the	DT	the
International	NP	International
Community	NP	Community
to	TO	to
continue	VV	continue
the	DT	the
Israeli	JJ	Israeli
occupation	NN	occupation
violation	NN	violation
and	CC	and
purposeful	JJ	purposeful
targeting	VVG	target
of	IN	of
our	PP$	our
teams	NNS	team
we	PP	we
hold	VVP	hold
Israeli	JJ	Israeli
accountable	JJ	accountable
for	IN	for
targeting	VVG	target
the	DT	the
civil	JJ	civil
defense	NN	defense
members	NNS	member
and	CC	and
all	PDT	all
those	DT	those
performing	VVG	perform
humanitarian	JJ	humanitarian
Aid	NN	aid
am	VBP	be
made	VVN	make
the	DT	the
total	JJ	total
absence	NN	absence
of	IN	of
heavy	JJ	heavy
equipment	NN	equipment
and	CC	and
fuel	VV	fuel
our	PP$	our
efforts	NNS	effort
will	MD	will
not	RB	not
suffice	VV	suffice
to	TO	to
meet	VV	meet
the	DT	the
basic	JJ	basic
minimum	JJ	minimum
needs	NNS	need
of	IN	of
our	PP$	our
people	NNS	people
namely	RB	namely
to	TO	to
recover	VV	recover
hundreds	NNS	hundred
of	IN	of
dead	JJ	dead
bodies	NNS	body
and	CC	and
survivors	NNS	survivor
from	IN	from
under	IN	under
the	DT	the
debris	NN	debris
our	PP$	our
efforts	NNS	effort
will	MD	will
be	VB	be
further	RBR	further
compared	VVN	compare
as	IN	as
the	DT	the
occupation	NN	occupation
forces	NNS	force
have	VHP	have
left	VVN	leave
more	JJR	more
than	IN	than
37,000	CD	@card@
tons	NNS	ton
of	IN	of
debris	NN	debris
all	RB	all
across	IN	across
the	DT	the
Enclave	NN	enclave
silenced	VVN	silence
by	IN	by
the	DT	the
International	NP	International
Community	NP	Community
and	CC	and
the	DT	the
United	NP	United
Nations	NPS	Nations
amid	IN	amid
the	DT	the
continued	JJ	continued
crimes	NNS	crime
and	CC	and
this	DT	this
genocide	NN	genocide
War	NN	war
by	IN	by
the	DT	the
Israeli	JJ	Israeli
occupation	NN	occupation
forces	NNS	force
including	VVG	include
the	DT	the
willful	JJ	willful
targeting	VVG	target
of	IN	of
the	DT	the
civil	JJ	civil
defense	NN	defense
and	CC	and
ambulance	NN	ambulance
teams	NNS	team
means	VVZ	mean
that	IN/that	that
the	DT	the
these	DT	these
apparatuses	NNS	apparatus
are	VBP	be
condemned	VVN	condemn
to	TO	to
execution	NN	execution
by	IN	by
the	DT	the
International	NP	International
Community	NP	Community
as	IN	as
the	DT	the
International	NP	International
Community	NP	Community
remain	VVP	remain
silent	JJ	silent
amid	IN	amid
the	DT	the
israeli's	NNS	israeli's
continued	VVD	continue
violation	NN	violation
we	PP	we
call	VVP	call
on	IN	on
the	DT	the
Secretary	NP	Secretary
General	NP	General
of	IN	of
the	DT	the
United	NP	United
Nations	NPS	Nations
and	CC	and
all	PDT	all
the	DT	the
international	JJ	international
organization	NN	organization
to	TO	to
lend	VV	lend
a	DT	a
helping	VVG	help
hand	NN	hand
to	TO	to
the	DT	the
civil	JJ	civil
defense	NN	defense
and	CC	and
all	DT	all
other	JJ	other
humanitarian	JJ	humanitarian
teams	NNS	team
within	IN	within
the	DT	the
Enclave	NN	enclave
we	PP	we
renew	VVP	renew
our	PP$	our
appeal	NN	appeal
to	TO	to
all	DT	all
the	DT	the
stakeholders	NNS	stakeholder
namely	RB	namely
the	DT	the
world	NN	world
health	NN	health
organizations	NNS	organization
United	NP	United
Nations	NPS	Nations
and	CC	and
the	DT	the
International	NP	International
Association	NP	Association
of	IN	of
protection	NN	protection
of	IN	of
civil	JJ	civil
defense	NN	defense
and	CC	and
all	DT	all
other	JJ	other
concerned	JJ	concerned
organization	NN	organization
to	TO	to
act	VV	act
swiftly	RB	swiftly
in	IN	in
order	NN	order
to	TO	to
allow	VV	allow
the	DT	the
unconditional	JJ	unconditional
delivery	NN	delivery
of	IN	of
heavy	JJ	heavy
equipment	NN	equipment
required	VVN	require
for	IN	for
the	DT	the
civil	JJ	civil
defense	NN	defense
teams	NNS	team
to	TO	to
operate	VV	operate
all	DT	all
across	IN	across
the	DT	the
Enclave	NN	enclave
namely	RB	namely
in	IN	in
the	DT	the
north	NN	north
especially	RB	especially
are	VBP	be
faced	VVN	face
with	IN	with
a	DT	a
massive	JJ	massive
dilemma	NN	dilemma
namely	RB	namely
the	DT	the
floated	VVN	float
and	CC	and
wreaking	VVG	wreak
bodies	NNS	body
being	VBG	be
decomposed	VVN	decompose
under	IN	under
the	DT	the
debris	NN	debris
we	PP	we
call	VVP	call
in	IN	in
the	DT	the
naal	JJ	naal
Red	NP	Red
Cross	NP	Cross
to	TO	to
exercise	VV	exercise
more	JJR	more
pressure	NN	pressure
on	IN	on
the	DT	the
Israeli	JJ	Israeli
occupation	NN	occupation
forces	NNS	force
in	IN	in
order	NN	order
to	TO	to
allow	VV	allow
the	DT	the
intervention	NN	intervention
by	IN	by
the	DT	the
civil	JJ	civil
defense	NN	defense
and	CC	and
ambulance	NN	ambulance
teams	NNS	team
in	IN	in
the	DT	the
targeted	JJ	targeted
area	NN	area
especially	RB	especially
that	IN/that	that
dozens	NNS	dozen
are	VBP	be
being	VBG	be
killed	VVN	kill
and	CC	and
buried	VVN	bury
under	IN	under
the	DT	the
debris	NN	debris
survivors	NNS	survivor
are	VBP	be
trapped	VVN	trap
under	IN	under
the	DT	the
rebels	NNS	rebel
this	DT	this
is	VBZ	be
a	DT	a
statement	NN	statement
issued	VVN	issue
on	IN	on
this	DT	this
day	NN	day
by	IN	by
the	DT	the
civil	JJ	civil
defense	NN	defense
department	NN	department
of	IN	of
Gaza	NP	Gaza
Strip	NP	Strip
all	DT	all
right	NN	right
you've	NN	you've
been	VBN	be
listening	VVG	listen
to	TO	to
the	DT	the
Palestinian	JJ	Palestinian
civil	JJ	civil
Defense	NP	Defense
Agency	NP	Agency
they	PP	they
were	VBD	be
talking	VVG	talk
just	RB	just
outside	IN	outside
Al	NP	Al
AXA	NP	Axa
hospital	NN	hospital
that's	NNS	that's
in	IN	in
daral	JJ	daral
Bala	NP	Bala
in	IN	in
the	DT	the
central	JJ	central
part	NN	part
of	IN	of
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
uh	UH	uh
as	IN	as
a	DT	a
reminder	NN	reminder
there	RB	there
is	VBZ	be
fighting	VVG	fight
going	VVG	go
on	IN	on
in	IN	in
the	DT	the
north	NN	north
around	IN	around
jabalia	NN	jabalia
there's	NNS	there's
fighting	VVG	fight
going	VVG	go
on	IN	on
in	IN	in
the	DT	the
South	NP	South
around	IN	around
Rafa	NP	Rafa
and	CC	and
people	NNS	people
who	WP	who
have	VHP	have
been	VBN	be
fleeing	VVG	flee
Rafa	NP	Rafa
in	IN	in
their	PP$	their
hundreds	NNS	hundred
of	IN	of
thousands	NNS	thousand
have	VHP	have
been	VBN	be
coming	VVG	come
towards	IN	towards
the	DT	the
center	NN	center
of	IN	of
the	DT	the
strip	NN	strip
which	WDT	which
has	VHZ	have
not	RB	not
made	VVN	make
them	PP	them
uh	UH	uh
any	DT	any
safer	JJR	safe
over	IN	over
the	DT	the
last	JJ	last
few	JJ	few
days	NNS	day
as	IN	as
we've	NN	we've
seen	VVN	see
14	CD	@card@
Palestinians	NNS	Palestinian
were	VBD	be
killed	VVN	kill
uh	UH	uh
overnight	RB	overnight
in	IN	in
nerat	NN	nerat
in	IN	in
the	DT	the
central	JJ	central
part	NN	part
of	IN	of
the	DT	the
strip	NN	strip
all	DT	all
right	JJ	right
let's	NNS	let's
bring	VVP	bring
in	IN	in
Muhammad	NP	Muhammad
El	NP	El
masri	NP	Masri
iCal	JJ	iCal
analyst	NN	analyst
professor	NN	professor
of	IN	of
media	NNS	medium
studies	NNS	study
at	IN	at
the	DT	the
Doha	NP	Doha
Institute	NP	Institute
for	IN	for
Graduate	NP	Graduate
Studies	NP	Studies
you	PP	you
were	VBD	be
listening	VVG	listen
to	TO	to
this	DT	this
uh	UH	uh
with	IN	with
us	PP	us
the	DT	the
the	DT	the
um	NN	um
the	DT	the
Civil	NP	Civil
Defense	NP	Defense
Agency	NP	Agency
really	RB	really
spotlighting	VVG	spotlight
how	WRB	how
difficult	JJ	difficult
I	PP	I
would	MD	would
say	VV	say
almost	RB	almost
impossible	JJ	impossible
listening	NN	listening
to	TO	to
them	PP	them
it	PP	it
is	VBZ	be
to	TO	to
do	VV	do
their	PP$	their
job	NN	job
they	PP	they
are	VBP	be
the	DT	the
people	NNS	people
who	WP	who
go	VVP	go
to	TO	to
the	DT	the
blast	NN	blast
sites	VVZ	site
the	DT	the
target	NN	target
sites	NNS	site
after	IN	after
an	DT	an
Israeli	JJ	Israeli
strike	NN	strike
and	CC	and
they	PP	they
try	VVP	try
to	TO	to
pull	VV	pull
the	DT	the
injured	JJ	injured
and	CC	and
the	DT	the
dead	JJ	dead
out	RP	out
of	IN	of
the	DT	the
rubble	NN	rubble
and	CC	and
they're	JJ	they're
saying	VVG	say
it's	NNS	it's
become	VVN	become
almost	RB	almost
impossible	JJ	impossible
right	NN	right
and	CC	and
I	PP	I
I	PP	I
think	VVP	think
it's	NNS	it's
important	JJ	important
to	TO	to
take	VV	take
a	DT	a
step	NN	step
back	NN	back
um	NNS	um
and	CC	and
think	VVP	think
about	RB	about
Israel's	JJ	Israel's
larger	JJR	large
strategy	NN	strategy
here	IN	here
uh	UH	uh
Israel	NP	Israel
has	VHZ	have
a	DT	a
a	DT	a
philosophy	NN	philosophy
an	DT	an
ideology	NN	ideology
called	VVD	call
greater	JJR	great
Israel	NP	Israel
it's	NNS	it's
a	DT	a
it's	NN	it's
kind	NN	kind
of	IN	of
a	DT	a
policy	NN	policy
uh	UH	uh
they	PP	they
want	VVP	want
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
take	VV	take
over	RP	over
all	DT	all
of	IN	of
the	DT	the
all	RB	all
of	IN	of
the	DT	the
land	NN	land
they	PP	they
believe	VVP	believe
that	IN/that	that
all	DT	all
of	IN	of
the	DT	the
land	NN	land
from	IN	from
The	DT	the
River	NN	river
To	TO	to
The	DT	the
Sea	NP	Sea
should	MD	should
belong	VV	belong
to	TO	to
the	DT	the
Jews	NPS	Jews
and	CC	and
it	PP	it
must	MD	must
be	VB	be
purified	VVN	purify
of	IN	of
the	DT	the
Arab	JJ	Arab
presence	NN	presence
One	NP	One
Vision	NP	Vision
for	IN	for
what	WP	what
the	DT	the
country	NN	country
should	MD	should
be	VB	be
absolutely	RB	absolutely
and	CC	and
it's	NNS	it's
increasingly	RB	increasingly
popular	JJ	popular
and	CC	and
is	VBZ	be
Israelis	NPS	Israelis
it	PP	it
used	VVD	use
to	TO	to
be	VB	be
sort	NN	sort
of	IN	of
unspoken	VVN	unspeak
now	RB	now
they're	JJ	they're
now	RB	now
they're	NN	they're
saying	VVG	say
it	PP	it
out	IN	out
loud	JJ	loud
um	NNS	um
and	CC	and
that	DT	that
was	VBD	be
one	CD	one
of	IN	of
the	DT	the
goals	NNS	goal
it's	NNS	it's
quite	RB	quite
clear	JJ	clear
from	IN	from
early	JJ	early
October	NP	October
um	NNS	um
for	IN	for
this	DT	this
this	DT	this
war	NN	war
they	PP	they
wanted	VVD	want
to	TO	to
ethnically	RB	ethnically
cleanse	VV	cleanse
uh	UH	uh
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
and	CC	and
part	NN	part
of	IN	of
that	WDT	that
involves	VVZ	involve
making	VVG	make
life	NN	life
completely	RB	completely
uninhabitable	JJ	uninhabitable
um	NNS	um
and	CC	and
and	CC	and
that's	NNS	that's
what	WP	what
uh	UH	uh
I	PP	I
think	VVP	think
is	VBZ	be
happening	VVG	happen
Gaza	NP	Gaza
is	VBZ	be
now	RB	now
pretty	RB	pretty
much	RB	much
uninhabitable	JJ	uninhabitable
there	EX	there
was	VBD	be
a	DT	a
report	NN	report
released	VVN	release
within	IN	within
the	DT	the
last	JJ	last
two	CD	two
weeks	NNS	week
by	IN	by
the	DT	the
United	NP	United
Nations	NP	Nations
that	WDT	that
said	VVD	say
it'll	RB	it'll
take	VV	take
80	CD	@card@
years	NNS	year
to	TO	to
rebuild	VV	rebuild
Gaza	NP	Gaza
um	NNS	um
there's	RB	there's
just	RB	just
not	RB	not
much	RB	much
left	VVN	leave
in	IN	in
terms	NNS	term
of	IN	of
just	RB	just
infrastructure	NN	infrastructure
and	CC	and
and	CC	and
services	NNS	service
even	RB	even
if	IN	if
the	DT	the
war	NN	war
ended	VVD	end
today	NN	today
uh	UH	uh
some	DT	some
numbers	NNS	number
on	IN	on
that	WDT	that
to	TO	to
your	PP$	your
point	NN	point
70%	CD	@card@
I	PP	I
think	VVP	think
it's	NNS	it's
the	DT	the
same	JJ	same
source	NN	source
as	IN	as
the	DT	the
UN	NP	UN
saying	VVG	say
70%	CD	@card@
of	IN	of
buildings	NNS	building
have	VHP	have
been	VBN	be
either	RB	either
totally	RB	totally
destroyed	VVN	destroy
or	CC	or
partially	RB	partially
destroyed	VVN	destroy
and	CC	and
uh	UH	uh
and	CC	and
and	CC	and
a	DT	a
data	NNS	datum
point	NN	point
that	WDT	that
was	VBD	be
just	RB	just
given	VVN	give
to	TO	to
us	PP	us
by	IN	by
the	DT	the
Civil	NP	Civil
Defense	NP	Defense
Agency	NP	Agency
they	PP	they
say	VVP	say
37	CD	@card@
tons	NNS	ton
of	IN	of
debris	NN	debris
are	VBP	be
strewn	VVN	strew
across	IN	across
Gaza	NP	Gaza
when	WRB	when
these	DT	these
buildings	NNS	building
are	VBP	be
hollowed	VVN	hollow
out	RP	out
or	CC	or
or	CC	or
destroyed	VVN	destroy
right	RB	right
and	CC	and
then	RB	then
you	PP	you
also	RB	also
have	VHP	have
the	DT	the
problem	NN	problem
of	IN	of
the	DT	the
unexploded	JJ	unexploded
bombs	NNS	bomb
which	WDT	which
experts	NNS	expert
are	VBP	be
saying	VVG	say
will	MD	will
take	VV	take
about	RB	about
14	CD	@card@
years	NNS	year
uh	UH	uh
to	TO	to
clear	VV	clear
uh	UH	uh
so	RB	so
those	DT	those
are	VBP	be
just	RB	just
those	DT	those
are	VBP	be
humanitarian	JJ	humanitarian
disasters	NNS	disaster
uh	UH	uh
wait	VV	wait
waiting	VVG	wait
to	TO	to
happen	VV	happen
and	CC	and
so	RB	so
it	PP	it
begs	VVZ	beg
the	DT	the
question	NN	question
you	PP	you
know	VVP	know
what	WP	what
next	RB	next
what	WP	what
what	WP	what
is	VBZ	be
the	DT	the
end	NN	end
game	NN	game
what's	NNS	what's
going	VVG	go
to	TO	to
happen	VV	happen
to	TO	to
all	DT	all
of	IN	of
these	DT	these
people	NNS	people
and	CC	and
I	PP	I
think	VVP	think
Israel's	NP	Israel's
hope	NN	hope
is	VBZ	be
still	RB	still
that	IN/that	that
Egypt	NP	Egypt
is	VBZ	be
going	VVG	go
to	TO	to
open	VV	open
those	DT	those
Borders	NP	Borders
or	CC	or
that	IN/that	that
they	PP	they
will	MD	will
be	VB	be
forced	VVN	force
open	JJ	open
and	CC	and
that	IN/that	that
all	PDT	all
the	DT	the
gazin	NN	gazin
will	MD	will
flood	VV	flood
into	IN	into
Egypt	NP	Egypt
you	PP	you
know	VVP	know
that's	NNS	that's
so	IN	so
interesting	JJ	interesting
you're	NN	you're
not	RB	not
the	DT	the
first	JJ	first
analyst	NN	analyst
who	WP	who
has	VHZ	have
sat	VVN	sit
there	RB	there
since	IN	since
the	DT	the
beginning	NN	beginning
of	IN	of
this	DT	this
war	NN	war
and	CC	and
said	VVD	say
even	RB	even
in	IN	in
the	DT	the
early	JJ	early
days	NNS	day
uh	UH	uh
you	PP	you
and	CC	and
a	DT	a
couple	NN	couple
of	IN	of
your	PP$	your
uh	UH	uh
colleagues	NNS	colleague
were	VBD	be
saying	VVG	say
Israel's	NP	Israel's
goal	NN	goal
is	VBZ	be
to	TO	to
move	VV	move
Palestinians	NNS	Palestinian
out	RP	out
of	IN	of
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
that	IN/that	that
hasn't	NP	hasn't
happened	VVD	happen
all	PDT	all
the	DT	the
most	RBS	most
somber	JJ	somber
most	RBS	most
pessimistic	JJ	pessimistic
predictions	NNS	prediction
in	IN	in
terms	NNS	term
of	IN	of
the	DT	the
number	NN	number
of	IN	of
people	NNS	people
killed	VVD	kill
Etc	FW	etc
have	VHP	have
come	VVN	come
to	TO	to
pass	VV	pass
but	CC	but
the	DT	the
one	CD	one
of	IN	of
moving	VVG	move
Palestinians	NNS	Palestinian
out	RP	out
of	IN	of
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
it	PP	it
I	PP	I
mean	VVP	mean
it	PP	it
has	VHZ	have
to	TO	to
the	DT	the
extent	NN	extent
that	IN/that	that
many	JJ	many
Palestinians	NPS	Palestinians
have	VHP	have
left	VVN	leave
those	DT	those
who	WP	who
could	MD	could
those	DT	those
who	WP	who
could	MD	could
either	RB	either
afford	VV	afford
to	TO	to
bribe	VV	bribe
their	PP$	their
way	NN	way
way	NN	way
out	RB	out
or	CC	or
were	VBD	be
dual	JJ	dual
Nationals	NNS	national
but	CC	but
Israel	NP	Israel
hasn't	NP	hasn't
actually	RB	actually
moved	VVD	move
wholesale	JJ	wholesale
Palestinians	NNS	Palestinian
out	IN	out
of	IN	of
the	DT	the
strip	NN	strip
that	IN/that	that
hasn't	NP	hasn't
happened	VVD	happen
it	PP	it
doesn't	VVD	doesn't
happen	VV	happen
because	IN	because
Israel	NP	Israel
hasn't	NN	hasn't
been	VBN	be
able	JJ	able
to	TO	to
do	VV	do
it	PP	it
Israel	NP	Israel
does	VVZ	do
have	VH	have
to	TO	to
operate	VV	operate
under	IN	under
certain	JJ	certain
constraints	NNS	constraint
there	EX	there
are	VBP	be
political	JJ	political
constraints	NNS	constraint
so	IN	so
one	CD	one
of	IN	of
the	DT	the
things	NNS	thing
that	WDT	that
I	PP	I
think	VVP	think
Israel	NP	Israel
expected	VVD	expect
to	TO	to
happen	VV	happen
uh	UH	uh
was	VBD	be
that	IN/that	that
Egypt	NP	Egypt
would	MD	would
would	MD	would
give	VV	give
in	RP	in
and	CC	and
open	VV	open
its	PP$	its
borders	NNS	border
they	PP	they
started	VVD	start
asking	VVG	ask
this	DT	this
question	NN	question
in	IN	in
October	NP	October
why	WRB	why
doesn't	NP	doesn't
Egypt	NP	Egypt
open	VV	open
its	PP$	its
borders	NNS	border
and	CC	and
take	VV	take
these	DT	these
people	NNS	people
in	IN	in
as	IN	as
refugees	NNS	refugee
uh	UH	uh
uh	UH	uh
Egypt	NP	Egypt
for	IN	for
its	PP$	its
part	NN	part
has	VHZ	have
been	VBN	be
completely	RB	completely
unwilling	JJ	unwilling
uh	UH	uh
to	TO	to
do	VV	do
that	IN/that	that
and	CC	and
we've	NN	we've
seen	VVN	see
Egypt	NP	Egypt
now	RB	now
within	IN	within
the	DT	the
last	JJ	last
48	CD	@card@
hours	NNS	hour
uh	UH	uh
adding	VVG	add
its	PP$	its
name	NN	name
to	TO	to
this	DT	this
icj	NN	icj
case	NN	case
the	DT	the
genocide	NN	genocide
case	NN	case
um	NNS	um
that	IN/that	that
South	NP	South
Africa	NP	Africa
brought	VVD	bring
against	IN	against
Israel	NP	Israel
uh	UH	uh
at	IN	at
the	DT	the
at	IN	at
the	DT	the
world	NN	world
Court	NN	court
um	NNS	um
because	IN	because
they're	NN	they're
so	RB	so
unhappy	JJ	unhappy
with	IN	with
Israel	NP	Israel
violating	VVG	violate
these	DT	these
agreements	NNS	agreement
related	VVN	relate
to	TO	to
uh	UH	uh
Rafa	NP	Rafa
which	WDT	which
is	VBZ	be
supposed	VVN	suppose
to	TO	to
be	VB	be
a	DT	a
demilitarized	VVN	demilitarize
zone	NN	zone
Israel	NP	Israel
is	VBZ	be
taking	VVG	take
it	PP	it
over	IN	over
everything	NN	everything
but	CC	but
everything	NN	everything
but	CC	but
demilitarized	VVD	demilitarize
now	RB	now
exactly	RB	exactly
exactly	RB	exactly
so	RB	so
um	JJ	um
Egypt	NP	Egypt
hasn't	NN	hasn't
been	VBN	be
able	JJ	able
to	TO	to
uh	UH	uh
uh	UH	uh
hasn't	NNS	hasn't
been	VBN	be
willing	JJ	willing
to	TO	to
open	VV	open
its	PP$	its
border	NN	border
and	CC	and
the	DT	the
United	NP	United
States	NP	States
hasn't	NN	hasn't
been	VBN	be
willing	JJ	willing
to	TO	to
go	VV	go
so	RB	so
far	RB	far
as	IN	as
to	TO	to
fully	RB	fully
support	VV	support
this	DT	this
kind	NN	kind
of	IN	of
mass	JJ	mass
population	NN	population
transfer	NN	transfer
that's	NNS	that's
why	WRB	why
it	PP	it
hasn't	VVD	hasn't
happened	VVN	happen
yet	CC	yet
Al	NP	Al
yeah	RB	yeah
they	PP	they
have	VHP	have
vocally	RB	vocally
said	VVN	say
the	DT	the
us	PP	us
that	IN/that	that
they	PP	they
oppose	VVP	oppose
it	PP	it
they	PP	they
said	VVD	say
there	EX	there
cannot	MD	can
be	VB	be
a	DT	a
reduction	NN	reduction
of	IN	of
the	DT	the
Palestinian	JJ	Palestinian
population	NN	population
in	IN	in
Gaza	NP	Gaza
absolutely	RB	absolutely
absolutely	RB	absolutely
but	CC	but
the	DT	the
question	NN	question
becomes	VVZ	become
if	IN	if
pressure	NN	pressure
continues	VVZ	continue
to	TO	to
be	VB	be
exerted	VVN	exert
if	IN	if
Netanyahu	NP	Netanyahu
gets	VVZ	get
his	PP$	his
wish	NN	wish
in	IN	in
December	NP	December
he	PP	he
said	VVD	say
he	PP	he
wants	VVZ	want
this	DT	this
war	NN	war
to	TO	to
go	VV	go
on	RP	on
or	CC	or
he	PP	he
expected	VVD	expect
the	DT	the
war	NN	war
to	TO	to
go	VV	go
on	IN	on
throughout	IN	throughout
2024	CD	@card@
