prosecutors	NNS	prosecutor
Jeffrey	NP	Jeffrey
nice	JJ	nice
who	WP	who
'	POS	'
s	NN	S
a	DT	a
human	JJ	human
rights	NNS	right
Barrister	NN	barrister
who	WP	who
led	VVD	lead
the	DT	the
prosecution	NN	prosecution
of	IN	of
Slobodan	NP	Slobodan
milosovic	NN	milosovic
at	IN	at
the	DT	the
international	JJ	international
criminal	JJ	criminal
Tribunal	NN	tribunal
for	IN	for
the	DT	the
former	JJ	former
Yugoslavia	NP	Yugoslavia
he	PP	he
'	POS	'
s	NN	S
joining	VVG	join
us	PP	us
from	IN	from
Canterbury	NP	Canterbury
thank	VVP	thank
you	PP	you
so	RB	so
much	RB	much
for	IN	for
your	PP$	your
time	VV	time
uh	UH	uh
Mr	NP	Mr
Nice	NP	Nice
so	IN	so
we	PP	we
heard	VVD	hear
that	IN/that	that
Gaza	NP	Gaza
Hospital	NP	Hospital
staff	NN	staff
questioned	VVD	question
by	IN	by
investigators	NNS	investigator
of	IN	of
the	DT	the
ICC	NP	ICC
what	WP	what
does	VVZ	do
this	DT	this
suggest	VV	suggest
you	PP	you
what	WP	what
happens	VVZ	happen
next	JJ	next
in	IN	in
the	DT	the
process	NN	process
and	CC	and
what	WP	what
'	POS	'
s	NN	S
likely	JJ	likely
to	TO	to
be	VB	be
the	DT	the
outcome	NN	outcome
of	IN	of
these	DT	these
investigations	NNS	investigation
number	NN	number
of	IN	of
questions	NNS	question
rolled	VVN	roll
into	IN	into
one	CD	one
on	IN	on
the	DT	the
last	JJ	last
one	CD	one
very	RB	very
difficult	JJ	difficult
to	TO	to
answer	VV	answer
likely	JJ	likely
outome	NN	outome
always	RB	always
bit	VVD	bite
uncertain	JJ	uncertain
but	CC	but
this	DT	this
is	VBZ	be
I	PP	I
think	VVP	think
interesting	JJ	interesting
and	CC	and
good	JJ	good
news	NN	news
going	VVG	go
in	IN	in
sequence	NN	sequence
and	CC	and
keeping	VVG	keep
a	DT	a
cool	JJ	cool
head	NN	head
about	IN	about
things	NNS	thing
examination	NN	examination
either	CC	either
directly	RB	directly
or	CC	or
through	IN	through
the	DT	the
testimony	NN	testimony
of	IN	of
others	NNS	other
of	IN	of
what	WP	what
may	MD	may
be	VB	be
a	DT	a
crime	NN	crime
site	NN	site
is	VBZ	be
extremely	RB	extremely
important	JJ	important
and	CC	and
potentially	RB	potentially
very	RB	very
valuable	JJ	valuable
in	IN	in
evidence	NN	evidence
terms	NNS	term
we	PP	we
may	MD	may
have	VH	have
discussed	VVN	discuss
this	DT	this
before	IN	before
but	CC	but
how	WRB	how
bodies	NNS	body
are	VBP	be
found	VVN	find
in	IN	in
a	DT	a
mass	JJ	mass
grave	NN	grave
whether	IN	whether
they	PP	they
'	POS	'
re	NN	re
all	RB	all
killed	VVN	kill
in	IN	in
the	DT	the
same	JJ	same
way	NN	way
whether	IN	whether
their	PP$	their
hands	NNS	hand
would	MD	would
hied	VVN	hie
behind	IN	behind
their	PP$	their
back	NN	back
whether	IN	whether
they	PP	they
'	''	'
being	VBG	be
tortured	VVN	torture
beforehand	RB	beforehand
or	CC	or
not	RB	not
is	VBZ	be
itself	PP	itself
going	VVG	go
to	TO	to
show	VV	show
simply	RB	simply
as	RB	as
step	VV	step
one	PP	one
whether	IN	whether
a	DT	a
crime	NN	crime
may	MD	may
have	VH	have
been	VBN	be
committed	VVN	commit
there	RB	there
'	''	'
s	JJ	s
other	JJ	other
ways	NNS	way
in	IN	in
which	WDT	which
it	PP	it
may	MD	may
be	VB	be
shown	VVN	show
that	IN/that	that
a	DT	a
crime	NN	crime
has	VHZ	have
been	VBN	be
committed	VVN	commit
simply	RB	simply
by	IN	by
the	DT	the
number	NN	number
of	IN	of
people	NNS	people
killed	VVN	kill
who	WP	who
are	VBP	be
Innocent	NP	Innocent
by	IN	by
what	WP	what
'	POS	'
s	NNS	s
shown	VVN	show
of	IN	of
the	DT	the
individuals	NNS	individual
looking	VVG	look
at	IN	at
their	PP$	their
clothing	NN	clothing
or	CC	or
their	PP$	their
property	NN	property
and	CC	and
so	RB	so
on	RB	on
and	CC	and
so	RB	so
forth	RB	forth
so	IN	so
you	PP	you
look	VVP	look
at	IN	at
the	DT	the
scene	NN	scene
and	CC	and
you	PP	you
decide	VVP	decide
if	IN	if
you	PP	you
can	MD	can
whether	IN	whether
there	EX	there
'	''	'
s	NN	S
evidence	NN	evidence
there	RB	there
of	IN	of
a	DT	a
crime	NN	crime
being	VBG	be
committed	VVN	commit
once	IN	once
you	PP	you
reach	VVP	reach
the	DT	the
position	NN	position
position	NN	position
that	IN/that	that
there	EX	there
is	VBZ	be
such	JJ	such
evidence	NN	evidence
you	PP	you
may	MD	may
seek	VV	seek
you	PP	you
may	MD	may
find	VV	find
some	DT	some
surviving	VVG	survive
eyewitness	NN	eyewitness
to	TO	to
what	WP	what
happened	VVD	happen
and	CC	and
you	PP	you
take	VVP	take
account	NN	account
of	IN	of
that	DT	that
what	WP	what
that	DT	that
eyewitness	NN	eyewitness
says	VVZ	say
if	IN	if
that	DT	that
eyewitness	NN	eyewitness
points	NNS	point
to	TO	to
Commission	NP	Commission
of	IN	of
the	DT	the
crime	NN	crime
by	IN	by
the	DT	the
Israeli	NP	Israeli
Defense	NP	Defense
Force	NP	Force
or	CC	or
any	DT	any
part	NN	part
of	IN	of
it	PP	it
you	PP	you
need	VVP	need
to	TO	to
know	VV	know
first	JJ	first
whether	CC	whether
uh	UH	uh
the	DT	the
particular	JJ	particular
unit	NN	unit
is	VBZ	be
identified	VVN	identify
doesn	NN	doesn
'	POS	'
t	NN	t
matter	NN	matter
necessarily	RB	necessarily
if	IN	if
not	RB	not
but	CC	but
you	PP	you
work	VVP	work
your	PP$	your
way	NN	way
steadily	RB	steadily
up	RB	up
until	IN	until
reach	VV	reach
as	RB	as
high	JJ	high
as	IN	as
you	PP	you
can	MD	can
get	VV	get
but	CC	but
what	WP	what
you	PP	you
may	MD	may
hear	VV	hear
from	IN	from
some	DT	some
is	VBZ	be
skepticism	NN	skepticism
about	IN	about
the	DT	the
possibility	NN	possibility
of	IN	of
ever	RB	ever
drawing	VVG	draw
a	DT	a
link	NN	link
between	IN	between
the	DT	the
crime	NN	crime
at	IN	at
the	DT	the
bottom	NN	bottom
not	RB	not
the	DT	the
crime	NN	crime
where	WRB	where
it	PP	it
happens	VVZ	happen
and	CC	and
links	VVZ	link
rising	VVG	rise
in	IN	in
the	DT	the
chain	NN	chain
and	CC	and
what	WP	what
you	PP	you
then	RB	then
have	VH	have
to	TO	to
take	VV	take
into	IN	into
account	NN	account
is	VBZ	be
the	DT	the
following	NN	following
properly	RB	properly
constructed	VVN	construct
um	JJ	um
military	JJ	military
forces	NNS	force
armies	NNS	army
such	JJ	such
as	IN	as
the	DT	the
IDF	NP	IDF
right	RB	right
have	VHP	have
a	DT	a
chain	NN	chain
of	IN	of
command	NN	command
from	IN	from
the	DT	the
top	NN	top
working	VVG	work
down	RP	down
and	CC	and
you	PP	you
must	MD	must
reasonably	RB	reasonably
assume	VV	assume
that	IN/that	that
that	DT	that
chain	NN	chain
is	VBZ	be
in	IN	in
place	NN	place
and	CC	and
therefore	RB	therefore
you	PP	you
can	MD	can
demand	VV	demand
information	NN	information
from	IN	from
Israel	NP	Israel
if	IN	if
it	PP	it
doesn	NN	doesn
'	POS	'
t	NN	t
provide	VV	provide
it	PP	it
voluntarily	RB	voluntarily
of	IN	of
if	IN	if
you	PP	you
reach	VVP	reach
the	DT	the
position	NN	position
of	IN	of
knowing	VVG	know
that	IN/that	that
it	PP	it
'	POS	'
s	RB	s
been	VBN	be
something	NN	something
that	RB	that
'	POS	'
s	RB	s
been	VBN	be
committed	VVN	commit
by	IN	by
a	DT	a
military	JJ	military
group	NN	group
demanding	VVG	demand
to	TO	to
know	VV	know
who	WP	who
the	DT	the
group	NN	group
is	VBZ	be
and	CC	and
working	VVG	work
out	RP	out
from	IN	from
there	RB	there
how	WRB	how
the	DT	the
chain	NN	chain
of	IN	of
command	NN	command
goes	VVZ	go
up	RP	up
if	IN	if
you	PP	you
look	VVP	look
back	VV	back
it	PP	it
'	POS	'
s	NN	S
it	PP	it
may	MD	may
always	RB	always
be	VB	be
said	VVN	say
that	IN/that	that
oh	UH	oh
this	DT	this
was	VBD	be
a	DT	a
rogue	NN	rogue
a	DT	a
rogue	NN	rogue
unit	NN	unit
right	RB	right
and	CC	and
there	EX	there
have	VHP	have
been	VBN	be
Rogue	NP	Rogue
units	NNS	unit
in	IN	in
in	IN	in
the	DT	the
Vietnam	NP	Vietnam
there	RB	there
was	VBD	be
a	DT	a
very	RB	very
famous	JJ	famous
Logue	NP	Logue
unit	NN	unit
of	IN	of
mili	NNS	mili
but	CC	but
it	PP	it
sounds	VVZ	sound
as	RB	as
though	IN	though
Netanyahu	NP	Netanyahu
is	VBZ	be
standing	VVG	stand
by	IN	by
his	PP$	his
men	NNS	man
uhhuh	RB	uhhuh
if	IN	if
he	PP	he
'	POS	'
s	JJ	s
standing	NN	standing
by	IN	by
his	PP$	his
men	NNS	man
that	WDT	that
may	MD	may
say	VV	say
the	DT	the
chain	NN	chain
of	IN	of
command	NN	command
was	VBD	be
intact	JJ	intact
okay	RB	okay
now	RB	now
as	IN	as
this	DT	this
is	VBZ	be
happening	VVG	happen
uh	UH	uh
these	DT	these
uh	UH	uh
investigators	NNS	investigator
are	VBP	be
talking	VVG	talk
to	TO	to
staff	VV	staff
at	IN	at
these	DT	these
two	CD	two
hospitals	NNS	hospital
in	IN	in
Gaza	NP	Gaza
uh	UH	uh
Mr	NP	Mr
Nice	NP	Nice
there	RB	there
have	VHP	have
all	RB	all
also	RB	also
been	VBN	be
many	JJ	many
reports	NNS	report
in	IN	in
Israeli	JJ	Israeli
media	NNS	medium
in	IN	in
recent	JJ	recent
days	NNS	day
that	IN/that	that
the	DT	the
ICC	NP	ICC
is	VBZ	be
investigating	VVG	investigate
Israeli	JJ	Israeli
actions	NNS	action
not	RB	not
just	RB	just
in	IN	in
Gaza	NP	Gaza
but	CC	but
also	RB	also
in	IN	in
the	DT	the
occupied	JJ	occupied
West	NP	West
Bank	NP	Bank
and	CC	and
that	IN/that	that
there	EX	there
could	MD	could
be	VB	be
arrest	NN	arrest
warrants	NNS	warrant
issued	VVN	issue
for	IN	for
uh	UH	uh
Israeli	JJ	Israeli
and	CC	and
uh	UH	uh
Hamas	NN	Hamas
officials	NNS	official
would	MD	would
that	RB	that
be	VB	be
part	NN	part
of	IN	of
the	DT	the
same	JJ	same
case	NN	case
as	IN	as
the	DT	the
mass	JJ	mass
graves	NNS	grave
in	IN	in
Gaza	NP	Gaza
or	CC	or
a	DT	a
separate	JJ	separate
case	VV	case
uh	UH	uh
would	MD	would
there	RB	there
be	VB	be
a	DT	a
link	NN	link
between	IN	between
the	DT	the
two	CD	two
one	PP	one
assumes	VVZ	assume
it	PP	it
would	MD	would
be	VB	be
part	NN	part
of	IN	of
the	DT	the
same	JJ	same
overall	JJ	overall
case	NN	case
and	CC	and
indeed	RB	indeed
it	PP	it
has	VHZ	have
even	RB	even
been	VBN	be
suggested	VVN	suggest
that	IN/that	that
the	DT	the
overall	JJ	overall
case	NN	case
that	WDT	that
might	MD	might
be	VB	be
raised	VVN	raise
against	IN	against
the	DT	the
state	NN	state
of	IN	of
Israel	NP	Israel
could	MD	could
go	VV	go
back	RB	back
to	TO	to
and	CC	and
include	VV	include
what	WP	what
happened	VVD	happen
as	RB	as
long	RB	long
ago	RB	ago
as	IN	as
2014	CD	@card@
when	WRB	when
jurisdiction	NN	jurisdiction
was	VBD	be
first	RB	first
granted	VVN	grant
to	TO	to
the	DT	the
international	JJ	international
criminal	JJ	criminal
court	NN	court
so	IN	so
uh	UH	uh
although	IN	although
you	PP	you
can	MD	can
'	''	'
t	NN	t
be	VB	be
sure	RB	sure
what	WP	what
we	PP	we
'	POS	'
re	NN	re
concerned	VVD	concern
about	RB	about
here	RB	here
obviously	RB	obviously
is	VBZ	be
the	DT	the
overall	JJ	overall
driving	NN	driving
mental	JJ	mental
state	NN	state
of	IN	of
the	DT	the
leadership	NN	leadership
of	IN	of
the	DT	the
state	NN	state
of	IN	of
Israel	NP	Israel
'	POS	'
s	NN	S
Defense	NP	Defense
Force	NP	Force
yeah	RB	yeah
um	NNS	um
and	CC	and
that	DT	that
means	VVZ	mean
what	WP	what
is	VBZ	be
the	DT	the
mental	JJ	mental
state	NN	state
of	IN	of
the	DT	the
intention	NN	intention
if	IN	if
you	PP	you
like	VVP	like
not	RB	not
quite	RB	quite
the	DT	the
same	JJ	same
meaning	NN	meaning
but	CC	but
the	DT	the
intention	NN	intention
of	IN	of
the	DT	the
Israeli	JJ	Israeli
leadership	NN	leadership
military	JJ	military
and	CC	and
political	JJ	political
right	NN	right
it	PP	it
is	VBZ	be
that	IN/that	that
if	IN	if
anything	NN	anything
which	WDT	which
is	VBZ	be
going	VVG	go
to	TO	to
join	VV	join
things	NNS	thing
together	RB	together
okay	RB	okay
even	RB	even
if	IN	if
for	IN	for
example	NN	example
at	IN	at
a	DT	a
trial	NN	trial
they	PP	they
would	MD	would
have	VH	have
to	TO	to
be	VB	be
separated	VVN	separate
out	RP	out
again	RB	again
understood	VVD	understand
now	RB	now
I	PP	I
wanted	VVD	want
to	TO	to
ask	VV	ask
you	PP	you
briefly	RB	briefly
one	CD	one
last	JJ	last
question	NN	question
before	IN	before
we	PP	we
let	VVP	let
you	PP	you
go	VV	go
and	CC	and
get	VV	get
your	PP$	your
your	PP$	your
expertise	NN	expertise
and	CC	and
insight	NN	insight
because	IN	because
you	PP	you
have	VHP	have
obviously	RB	obviously
a	DT	a
great	JJ	great
deal	NN	deal
of	IN	of
experience	NN	experience
in	IN	in
this	DT	this
there	RB	there
'	''	'
have	VHP	have
also	RB	also
been	VBN	be
reports	NNS	report
of	IN	of
some	DT	some
pressure	NN	pressure
on	IN	on
the	DT	the
ICC	NP	ICC
not	RB	not
to	TO	to
issue	VV	issue
these	DT	these
arrest	NN	arrest
warrants	NNS	warrant
now	RB	now
at	IN	at
a	DT	a
time	NN	time
when	WRB	when
there	EX	there
'	''	'
s	VVG	s
a	DT	a
great	JJ	great
deal	NN	deal
of	IN	of
effort	NN	effort
to	TO	to
reach	VV	reach
a	DT	a
ceasefire	NN	ceasefire
in	IN	in
Gaza	NP	Gaza
the	DT	the
concern	NN	concern
being	VBG	be
that	IN/that	that
this	DT	this
could	MD	could
jeopardize	VV	jeopardize
those	DT	those
efforts	NNS	effort
would	MD	would
the	DT	the
IC	NP	IC
take	VVP	take
that	IN/that	that
into	IN	into
consideration	NN	consideration
when	WRB	when
and	CC	and
if	IN	if
it	PP	it
issues	VVZ	issue
these	DT	these
arrest	NN	arrest
warrants	VVZ	warrant
a	DT	a
most	RBS	most
important	JJ	important
Point	NP	Point
needs	VVZ	need
a	DT	a
much	RB	much
longer	RBR	longer
answer	VV	answer
the	DT	the
the	DT	the
short	JJ	short
answer	NN	answer
is	VBZ	be
I	NP	I
'	POS	'
d	NN	d
expected	VVD	expect
there	RB	there
to	TO	to
be	VB	be
pressure	NN	pressure
before	RB	before
and	CC	and
was	VBD	be
surprised	VVN	surprise
and	CC	and
happily	RB	happily
surprised	VVN	surprise
to	TO	to
see	VV	see
the	DT	the
announcement	NN	announcement
of	IN	of
possible	JJ	possible
arrest	NN	arrest
warrants	NNS	warrant
once	IN	once
they	PP	they
'	POS	'
ve	NN	ve
reached	VVD	reach
that	DT	that
stage	NN	stage
the	DT	the
prosecutor	NN	prosecutor
certainly	RB	certainly
shouldn	NP	shouldn
'	POS	'
t	NN	t
yield	NN	yield
now	RB	now
to	TO	to
pressure	VV	pressure
from	IN	from
the	DT	the
United	NP	United
States	NPS	States
or	CC	or
from	IN	from
Great	NP	Great
Britain	NP	Britain
or	CC	or
from	IN	from
anywhere	RB	anywhere
else	RB	else
the	DT	the
the	DT	the
state	NN	state
has	VHZ	have
been	VBN	be
reached	VVN	reach
in	IN	in
the	DT	the
public	JJ	public
consideration	NN	consideration
I	PP	I
think	VVP	think
that	DT	that
law	NN	law
that	IN/that	that
accountability	NN	accountability
and	CC	and
law	NN	law
should	MD	should
to	TO	to
some	DT	some
extent	NN	extent
out	RB	out
outweigh	VVP	outweigh
ra	NNS	ra
politic	JJ	politic
and	CC	and
if	IN	if
there	EX	there
has	VHZ	have
to	TO	to
be	VB	be
accountability	NN	accountability
as	RB	as
well	RB	well
as	IN	as
a	DT	a
settlement	NN	settlement
of	IN	of
the	DT	the
uh	UH	uh
conflict	NN	conflict
or	CC	or
at	IN	at
least	JJS	least
a	DT	a
ceasefire	NN	ceasefire
then	RB	then
let	VV	let
there	EX	there
be	VB	be
accountability	NN	accountability
if	IN	if
you	PP	you
don	VVP	don
'	''	'
t	NN	t
have	VHP	have
accountability	NN	accountability
for	IN	for
whatever	WDT	whatever
reason	NN	reason
temporarily	RB	temporarily
good	JJ	good
or	CC	or
not	RB	not
so	RB	so
good	JJ	good
you	PP	you
open	VVP	open
the	DT	the
door	NN	door
to	TO	to
Future	JJ	future
bad	JJ	bad
actions	NNS	action
not	RB	not
just	RB	just
by	IN	by
the	DT	the
countries	NNS	country
presently	RB	presently
involved	VVN	involve
but	CC	but
by	IN	by
other	JJ	other
countries	NNS	country
I	PP	I
'	POS	'
ve	NN	ve
said	VVD	say
from	IN	from
the	DT	the
beginning	NN	beginning
that	IN/that	that
both	DT	both
Hamas	NN	Hamas
and	CC	and
Israeli	JJ	Israeli
leadership	NN	leadership
once	IN	once
evidence	NN	evidence
was	VBD	be
available	JJ	available
that	IN/that	that
each	DT	each
or	CC	or
both	DT	both
had	VHD	have
committed	VVN	commit
such	JJ	such
offenses	NNS	offense
should	MD	should
be	VB	be
subject	JJ	subject
to	TO	to
an	DT	an
accountability	NN	accountability
process	NN	process
the	DT	the
public	NN	public
expects	VVZ	expect
that	IN/that	that
right	NN	right
and	CC	and
governments	NNS	government
that	WDT	that
go	VVP	go
against	IN	against
it	PP	it
will	MD	will
lose	VV	lose
the	DT	the
support	NN	support
of	IN	of
their	PP$	their
people	NNS	people
thank	VVP	thank
you	PP	you
so	RB	so
much	RB	much
for	IN	for
talking	VVG	talk
to	TO	to
us	PP	us
thank	VVP	thank
you	PP	you
for	IN	for
your	PP$	your
expertise	NN	expertise
Jeffrey	NP	Jeffrey
nice	JJ	nice
a	DT	a
former	JJ	former
at	IN	at
the	DT	the
ICC	NP	ICC
at	IN	at
the	DT	the
international	JJ	international
uh	UH	uh
criminal	JJ	criminal
Tribunal	NN	tribunal
for	IN	for
the	DT	the
former	JJ	former
Yugoslavia	NP	Yugoslavia
yes	NN	yes
sorry	RB	sorry
a	DT	a
former	JJ	former
barister	NN	barister
I	PP	I
should	MD	should
say	VV	say
thank	VV	thank
you	PP	you
so	RB	so
much	RB	much
for	IN	for
uh	UH	uh
clarifying	VVG	clarify
it	PP	it
for	IN	for
us	PP	us
Jeffrey	NP	Jeffrey
nice	JJ	nice
thank	VVP	thank
you	PP	you
for	IN	for
your	PP$	your
time	NN	time
make	VV	make
sure	JJ	sure
to	TO	to
