well	RB	well
on	IN	on
its	PP$	its
own	JJ	own
and	CC	and
and	CC	and
you	PP	you
know	VVP	know
Gaz	NP	Gaz
has	VHZ	have
been	VBN	be
pretty	RB	pretty
much	RB	much
destroyed	VVN	destroy
so	IN	so
all	DT	all
three	CD	three
of	IN	of
the	DT	the
main	JJ	main
players	NNS	player
have	VHP	have
tremendous	JJ	tremendous
pressures	NNS	pressure
on	IN	on
them	PP	them
to	TO	to
to	TO	to
make	VV	make
a	DT	a
permanent	JJ	permanent
ceasefire	NN	ceasefire
get	VV	get
the	DT	the
best	JJS	good
deal	NN	deal
they	PP	they
can	MD	can
get	VV	get
and	CC	and
then	RB	then
move	VV	move
on	IN	on
to	TO	to
a	DT	a
permanent	JJ	permanent
political	JJ	political
resolution	NN	resolution
if	IN	if
possible	JJ	possible
but	CC	but
that	WDT	that
'	POS	'
s	NN	S
that	RB	that
'	POS	'
s	NN	S
stage	NN	stage
two	CD	two
which	WDT	which
is	VBZ	be
in	IN	in
the	DT	the
future	NN	future
we	PP	we
leave	VVP	leave
it	PP	it
there	RB	there
Ramy	NP	Ramy
kurri	NNS	kurri
we	PP	we
very	RB	very
much	RB	much
appreciate	VV	appreciate
your	PP$	your
insights	NNS	insight
thank	VVP	thank
you	PP	you
for	IN	for
joining	VVG	join
us	PP	us
here	RB	here
in	IN	in
Al	NP	Al
jaer	NP	jaer
make	VVP	make
sure	JJ	sure
to	TO	to
subscribe	VV	subscribe
to	TO	to
our	PP$	our
channel	NN	channel
to	TO	to
get	VV	get
the	DT	the
latest	JJS	late
news	NN	news
from	IN	from
Al	NP	Al
jaaz	NP	jaaz
