<video_id>ZRAo_-Hf7KE</video_id>	JJ	<video_id>ZRAo_-Hf7KE</video_id>
shown	VVN	show
later	RBR	later
to	TO	to
or	CC	or
have	VHP	have
been	VBN	be
proven	VVN	prove
later	RBR	later
to	TO	to
be	VB	be
uh	UH	uh
fabricated	VVN	fabricate
stories	NNS	story
second	JJ	second
uh	UH	uh
they	PP	they
might	MD	might
be	VB	be
uh	UH	uh
killed	VVN	kill
by	IN	by
uh	UH	uh
cross	VV	cross
shooting	VVG	shoot
or	CC	or
cross-firing	VVG	cross-firing
between	IN	between
the	DT	the
fighters	NNS	fighter
and	CC	and
the	DT	the
Israeli	JJ	Israeli
soldiers	NNS	soldier
but	CC	but
we	PP	we
are	VBP	be
not	RB	not
sure	JJ	sure
how	WRB	how
they	PP	they
have	VHP	have
been	VBN	be
killed	VVN	kill
they	PP	they
have	VHP	have
the	DT	the
Israelis	NPS	Israelis
themselves	PP	themselves
they	PP	they
haven't	VVD	haven't
shown	VVN	show
any	DT	any
evidence	NN	evidence
we	PP	we
are	VBP	be
we	PP	we
are	VBP	be
ready	JJ	ready
to	TO	to
send	VV	send
and	CC	and
Hamas	NP	Hamas
says	VVZ	say
that	IN/that	that
they	PP	they
were	VBD	be
killed	VVN	kill
by	IN	by
bombing	NN	bombing
and	CC	and
equally	RB	equally
Hamas	NP	Hamas
is	VBZ	be
not	RB	not
shown	VVN	show
evidence	NN	evidence
of	IN	of
that	DT	that
sorry	JJ	sorry
we	PP	we
we	PP	we
are	VBP	be
okay	JJ	okay
if	IN	if
they	PP	they
can	MD	can
allow	VV	allow
us	PP	us
to	TO	to
send	VV	send
a	DT	a
neutral	JJ	neutral
investigation	NN	investigation
committee	NN	committee
with	IN	with
forensic	JJ	forensic
medicine	NN	medicine
to	TO	to
proof	VV	proof
their	PP$	their
allegations	NNS	allegation
but	CC	but
uh	UH	uh
they	PP	they
they	PP	they
say	VVP	say
this	DT	this
in	IN	in
the	DT	the
media	NNS	medium
without	IN	without
any	DT	any
serious	JJ	serious
uh	UH	uh
scientific	JJ	scientific
evidence	NN	evidence
of	IN	of
what	WP	what
they	PP	they
have	VHP	have
said	VVN	say
okay	RB	okay
the	DT	the
the	DT	the
head	NN	head
of	IN	of
the	DT	the
I	PP	I
would	MD	would
point	VV	point
out	RP	out
that	IN/that	that
the	DT	the
head	NN	head
of	IN	of
the	DT	the
um	JJ	um
UN	NP	UN
Human	NP	Human
rights	NNS	right
office	NN	office
vulka	NP	vulka
Turk	NP	Turk
has	VHZ	have
called	VVN	call
for	IN	for
such	PDT	such
an	DT	an
independent	JJ	independent
investigation	NN	investigation
so	IN	so
the	DT	the
spokesman	NN	spokesman
of	IN	of
hamas's	NNS	hamas's
armed	VVN	arm
Wing	NP	Wing
says	VVZ	say
that	IN/that	that
the	DT	the
guards	NNS	guard
who	WP	who
are	VBP	be
holding	VVG	hold
the	DT	the
Israeli	JJ	Israeli
captives	NNS	captive
in	IN	in
Gaza	NP	Gaza
have	VHP	have
been	VBN	be
under	IN	under
new	JJ	new
instructions	NNS	instruction
since	IN	since
June	NP	June
instructions	NNS	instruction
on	IN	on
what	WP	what
to	TO	to
do	VV	do
if	IN	if
Israeli	JJ	Israeli
troops	NNS	troop
approach	VVP	approach
what	WP	what
are	VBP	be
those	DT	those
instructions	NNS	instruction
again	RB	again
unfortunately	RB	unfortunately
I	PP	I
cannot	MD	can
satisfy	VV	satisfy
you	PP	you
by	IN	by
very	RB	very
detailed	JJ	detailed
answer	NN	answer
but	CC	but
again	RB	again
based	VVN	base
on	IN	on
because	IN	because
I	PP	I
haven't	VVD	haven't
the	DT	the
information	NN	information
the	DT	the
detailed	JJ	detailed
information	NN	information
but	CC	but
what	WP	what
I	PP	I
this	DT	this
is	VBZ	be
a	DT	a
statement	NN	statement
by	IN	by
abua	NN	abua
the	DT	the
spokesperson	NN	spokesperson
of	IN	of
the	DT	the
kassan	NP	Kassan
Brigade	NN	brigade
continue	VVP	continue
because	IN	because
you	PP	you
know	VVP	know
that	IN/that	that
three	CD	three
weeks	NNS	week
or	CC	or
four	CD	four
weeks	NNS	week
ago	RB	ago
there	EX	there
was	VBD	be
an	DT	an
incident	NN	incident
that	IN/that	that
one	CD	one
of	IN	of
the	DT	the
guards	NNS	guard
of	IN	of
those	DT	those
captured	VVN	capture
Israelis	NNS	Israeli
for	IN	for
for	IN	for
uh	UH	uh
unknown	JJ	unknown
reason	NN	reason
he	PP	he
shot	VVD	shoot
uh	UH	uh
one	CD	one
of	IN	of
the	DT	the
captured	VVN	capture
Israelis	NNS	Israeli
and	CC	and
wounded	JJ	wounded
other	JJ	other
TOs	NNS	to
and	CC	and
there	EX	there
was	VBD	be
an	DT	an
investigation	NN	investigation
committee	NN	committee
and	CC	and
uh	UH	uh
I	PP	I
haven't	VVD	haven't
the	DT	the
I	CD	@card@
I	PP	I
don't	VVD	don't
have	VH	have
the	DT	the
details	NNS	detail
but	CC	but
after	IN	after
these	DT	these
incidences	NNS	incidence
there	EX	there
was	VBD	be
new	JJ	new
instructions	NNS	instruction
uh	UH	uh
more	JJR	more
details	NNS	detail
I	PP	I
cannot	MD	can
now	RB	now
talk	VV	talk
about	IN	about
it	PP	it
I	PP	I
haven't	VVD	haven't
in	IN	in
confirmed	VVN	confirm
but	CC	but
what	WP	what
I	PP	I
am	VBP	be
sure	JJ	sure
of	IN	of
that	IN/that	that
any	DT	any
Israeli	JJ	Israeli
attempt	NN	attempt
to	TO	to
rescue	VV	rescue
their	PP$	their
own	JJ	own
captured	VVN	capture
Israelis	NNS	Israeli
by	IN	by
force	NN	force
by	IN	by
uh	UH	uh
missiles	NNS	missile
attacks	NNS	attack
by	IN	by
direct	JJ	direct
shootings	NNS	shooting
it	PP	it
will	MD	will
endanger	VV	endanger
uh	UH	uh
the	DT	the
pal	NN	pal
senior	JJ	senior
citizen	NN	citizen
the	DT	the
uh	UH	uh
the	DT	the
people	NNS	people
who	WP	who
are	VBP	be
guarding	VVG	guard
them	PP	them
those	DT	those
captured	VVN	capture
Israelis	NNS	Israeli
and	CC	and
the	DT	the
Israelis	NPS	Israelis
themselves	PP	themselves
and	CC	and
we	PP	we
haven't	VVD	haven't
seen	VVN	see
we	PP	we
have	VHP	have
seen	VVN	see
it	PP	it
in	IN	in
in	IN	in
many	JJ	many
cases	NNS	case
along	IN	along
the	DT	the
last	JJ	last
10	CD	@card@
months	NNS	month
yeah	RB	yeah
the	DT	the
the	DT	the
same	JJ	same
statement	NN	statement
by	IN	by
Abu	NP	Abu
aedas	NNS	aedas
yesterday	NN	yesterday
uh	UH	uh
says	VVZ	say
something	NN	something
a	DT	a
little	RB	little
similar	JJ	similar
to	TO	to
what	WP	what
you're	NN	you're
saying	VVG	say
now	RB	now
uh	UH	uh
that	IN/that	that
Mr	NP	Mr
netanyahu's	NNS	netanyahu's
insistence	NN	insistence
on	IN	on
freeing	VVG	free
the	DT	the
captives	NNS	captive
through	IN	through
military	JJ	military
pressure	NN	pressure
instead	RB	instead
of	IN	of
reaching	VVG	reach
a	DT	a
deal	NN	deal
means	VVZ	mean
the	DT	the
captives	NNS	captive
will	MD	will
go	VV	go
back	RB	back
to	TO	to
their	PP$	their
families	NNS	family
and	CC	and
coffins	NNS	coffin
do	VVP	do
you	PP	you
understand	VVP	understand
that	IN/that	that
that	WDT	that
could	MD	could
be	VB	be
read	VVN	read
that	WDT	that
can	MD	can
be	VB	be
construed	VVN	construe
as	IN	as
meaning	VVG	mean
that	IN/that	that
Hamas	NP	Hamas
is	VBZ	be
willing	JJ	willing
to	TO	to
kill	VV	kill
the	DT	the
captives	NNS	captive
if	IN	if
Israeli	JJ	Israeli
troops	NNS	troop
get	VVP	get
close	VV	close
to	TO	to
them	PP	them
that's	NN	that's
the	DT	the
whole	JJ	whole
point	NN	point
that	IN/that	that
I'm	NN	I'm
trying	VVG	try
to	TO	to
put	VV	put
to	TO	to
you	PP	you
are	VBP	be
you	PP	you
today	RB	today
tell	VVP	tell
are	VBP	be
you	PP	you
saying	VVG	say
I	PP	I
cannot	MD	can
understand	VV	understand
are	VBP	be
you	PP	you
saying	VVG	say
that	IN/that	that
Hamas	NP	Hamas
categorically	RB	categorically
would	MD	would
not	RB	not
do	VV	do
that	IN/that	that
I	PP	I
cannot	MD	can
say	VV	say
I	PP	I
cannot	MD	can
understand	VV	understand
in	IN	in
this	DT	this
way	NN	way
but	CC	but
what	WP	what
I	PP	I
can	MD	can
understand	VV	understand
based	VVN	base
on	IN	on
the	DT	the
experience	NN	experience
of	IN	of
the	DT	the
last	JJ	last
10	CD	@card@
months	NNS	month
that	IN/that	that
instead	RB	instead
of	IN	of
having	VHG	have
these	DT	these
people	VV	people
uh	UH	uh
uh	UH	uh
fre	NN	fre
um	NNS	um
enjoying	VVG	enjoy
their	PP$	their
presence	NN	presence
between	IN	between
their	PP$	their
in	IN	in
their	PP$	their
families	NNS	family
through	IN	through
a	DT	a
negotiated	VVN	negotiate
deal	NN	deal
for	IN	for
months	NNS	month
ago	RB	ago
in	IN	in
Netanyahu	NP	Netanyahu
insisting	VVG	insist
in	IN	in
continuing	VVG	continue
this	DT	this
aggression	NN	aggression
against	IN	against
our	PP$	our
people	NNS	people
continuing	VVG	continue
on	IN	on
retrieving	VVG	retrieve
the	DT	the
solders	NNS	solder
by	IN	by
force	NN	force
and	CC	and
the	DT	the
result	NN	result
in	IN	in
a	DT	a
lot	NN	lot
of	IN	of
cases	NNS	case
that	WDT	that
uh	UH	uh
these	DT	these
captured	VVN	capture
Series	NN	series
has	VHZ	have
been	VBN	be
killed	VVN	kill
directly	RB	directly
by	IN	by
the	DT	the
Israeli	JJ	Israeli
soldiers	NNS	soldier
or	CC	or
by	IN	by
missile	NN	missile
strikes	NNS	strike
or	CC	or
maybe	RB	maybe
by	IN	by
cross-firing	VVG	cross-firing
between	IN	between
the	DT	the
fighters	NNS	fighter
and	CC	and
the	DT	the
Israeli	JJ	Israeli
soldiers	NNS	soldier
and	CC	and
therefore	RB	therefore
in	IN	in
most	JJS	most
of	IN	of
the	DT	the
cases	NNS	case
they	PP	they
have	VHP	have
tried	VVN	try
to	TO	to
retrieve	VV	retrieve
the	DT	the
soldiers	NNS	soldier
they	PP	they
have	VHP	have
failed	VVN	fail
again	RB	again
they	PP	they
have	VHP	have
they	PP	they
have	VHP	have
succeeded	VVN	succeed
only	RB	only
in	IN	in
one	CD	one
case	NN	case
but	CC	but
in	IN	in
this	DT	this
case	NN	case
in	IN	in
no	DT	no
they	PP	they
have	VHP	have
retrieved	VVN	retrieve
four	CD	four
living	NN	living
captured	VVN	capture
Israelis	NNS	Israeli
killed	VVD	kill
another	DT	another
three	CD	three
and	CC	and
killed	VVD	kill
250	CD	@card@
other	JJ	other
Palestinian	JJ	Palestinian
citizen	NN	citizen
innocent	JJ	innocent
citizen	NN	citizen
this	DT	this
is	VBZ	be
what	WP	what
I	PP	I
can	MD	can
understand	VV	understand
from	IN	from
his	PP$	his
uh	UH	uh
tweet	VV	tweet
yesterday	NN	yesterday
that	IN/that	that
the	DT	the
attempt	NN	attempt
to	TO	to
retrieve	VV	retrieve
them	PP	them
forcefully	RB	forcefully
it	PP	it
means	VVZ	mean
most	RBS	most
probably	RB	probably
they	PP	they
will	VVP	will
they	PP	they
will	MD	will
be	VB	be
killed	VVN	kill
let	VVD	let
me	PP	me
ask	VVP	ask
you	PP	you
this	DT	this
then	RB	then
is	VBZ	be
Hamas	JJ	Hamas
currently	RB	currently
able	JJ	able
to	TO	to
keep	VV	keep
the	DT	the
captives	NNS	captive
in	IN	in
Gaza	NP	Gaza
safe	JJ	safe
as	IN	as
the	DT	the
war	NN	war
continues	VVZ	continue
No	DT	no
One	CD	one
Is	NP	I
Safe	NP	Safe
in	IN	in
Gaza	NP	Gaza
neither	CC	neither
the	DT	the
captives	NNS	captive
nor	CC	nor
our	PP$	our
own	JJ	own
people	NNS	people
or	CC	or
our	PP$	our
Fighters	NNS	fighter
50	CD	@card@
40	CD	@card@
more	JJR	more
than	IN	than
40,000	CD	@card@
Palestinians	NNS	Palestinian
most	RBS	most
of	IN	of
them	PP	them
children	NNS	child
and	CC	and
women	NNS	woman
killed	VVN	kill
in	IN	in
Gaza	NP	Gaza
in	IN	in
most	JJS	most
of	IN	of
them	PP	them
in	IN	in
safe	JJ	safe
zone	NN	zone
or	CC	or
safe	JJ	safe
areas	NNS	area
announced	VVN	announce
by	IN	by
the	DT	the
Israelis	NPS	Israelis
No	DT	no
One	CD	one
Is	NP	I
Safe	NP	Safe
in	IN	in
Gaza	NP	Gaza
where	WRB	where
are	VBP	be
we	PP	we
on	IN	on
uh	UH	uh
ceasefire	NN	ceasefire
negotiations	NNS	negotiation
right	RB	right
now	RB	now
has	VHZ	have
any	DT	any
progress	NN	progress
been	VBN	be
made	VVN	make
over	IN	over
the	DT	the
last	JJ	last
3	CD	@card@
weeks	NNS	week
unfortunately	RB	unfortunately
uh	UH	uh
the	DT	the
uh	UH	uh
deal	NN	deal
which	WDT	which
has	VHZ	have
been	VBN	be
uh	UH	uh
brokered	VVD	broker
uh	UH	uh
on	IN	on
at	IN	at
the	DT	the
beginning	NN	beginning
of	IN	of
July	NP	July
by	IN	by
the	DT	the
mediators	NNS	mediator
has	VHZ	have
been	VBN	be
been	VBN	be
undermined	VVN	undermine
and	CC	and
sabotaged	VVN	sabotage
by	IN	by
Netanyahu	NP	Netanyahu
face	NN	face
of	IN	of
all	DT	all
by	IN	by
committing	VVG	commit
two	CD	two
big	JJ	big
massacres	NNS	massacre
in	IN	in
Gaza	NP	Gaza
Strip	NP	Strip
one	CD	one
in	IN	in
in	IN	in
in	RB	in
in	IN	in
in	IN	in
Gaza	NP	Gaza
City	NP	City
and	CC	and
the	DT	the
other	JJ	other
one	CD	one
in	IN	in
kanun	NN	kanun
and	CC	and
and	CC	and
finally	RB	finally
assassinating	VVG	assassinate
the	DT	the
head	NN	head
of	IN	of
the	DT	the
movement	NN	movement
second	JJ	second
by	IN	by
adding	VVG	add
uh	UH	uh
a	DT	a
new	JJ	new
conditions	NNS	condition
which	WDT	which
was	VBD	be
uh	UH	uh
uh	UH	uh
not	RB	not
negotiated	VVN	negotiate
before	RB	before
even	RB	even
in	IN	in
the	DT	the
Israeli	JJ	Israeli
paper	NN	paper
which	WDT	which
is	VBZ	be
considering	VVG	consider
the	DT	the
core	NN	core
of	IN	of
the	DT	the
negotiated	VVN	negotiate
deal	NN	deal
it	PP	it
was	VBD	be
not	RB	not
part	NN	part
of	IN	of
this	DT	this
negotiated	VVN	negotiate
deal	NN	deal
the	DT	the
new	JJ	new
Israeli	JJ	Israeli
condition	NN	condition
B	NN	B
by	IN	by
Netanyahu	NP	Netanyahu
for	IN	for
example	NN	example
the	DT	the
the	DT	the
physical	JJ	physical
presence	NN	presence
of	IN	of
the	DT	the
Israeli	NP	Israeli
Army	NP	Army
in	IN	in
Philadelphia	NP	Philadelphia
Corridor	NP	Corridor
the	DT	the
physical	NN	physical
the	DT	the
presence	NN	presence
of	IN	of
the	DT	the
Army	NN	army
in	IN	in
the	DT	the
ra	NN	ra
Crossing	VVG	cross
inat	NN	inat
or	CC	or
in	IN	in
Nim	NP	Nim
Corridor	NP	Corridor
the	DT	the
investigation	NN	investigation
and	CC	and
searching	VVG	search
of	IN	of
the	DT	the
people	NNS	people
while	IN	while
they	PP	they
are	VBP	be
returning	VVG	return
back	RB	back
home	RB	home
and	CC	and
they	PP	they
have	VHP	have
changed	VVN	change
even	RB	even
the	DT	the
terms	NNS	term
or	CC	or
the	DT	the
terminology	NN	terminology
of	IN	of
the	DT	the
ex	NN	ex
of	IN	of
the	DT	the
uh	UH	uh
prisoner	NN	prisoner
uh	UH	uh
deal	VV	deal
uh	UH	uh
we	PP	we
have	VHP	have
said	VVN	say
it	PP	it
clearly	RB	clearly
we	PP	we
are	VBP	be
committed	JJ	committed
we	PP	we
are	VBP	be
still	RB	still
committed	VVN	commit
to	TO	to
go	VV	go
immediately	RB	immediately
for	IN	for
implementation	NN	implementation
of	IN	of
what	WP	what
we	PP	we
have	VHP	have
agreed	VVN	agree
upon	RP	upon
by	IN	by
the	DT	the
mediators	NNS	mediator
including	VVG	include
the	DT	the
America	NP	America
The	NP	The
Americans	NPS	Americans
on	IN	on
July	NP	July
second	JJ	second
but	CC	but
we	PP	we
are	VBP	be
not	RB	not
ready	JJ	ready
to	TO	to
go	VV	go
for	IN	for
New	NP	New
negotiations	NNS	negotiation
because	IN	because
each	DT	each
time	NN	time
in	IN	in
different	JJ	different
in	IN	in
in	IN	in
in	IN	in
a	DT	a
lot	NN	lot
of	IN	of
stations	NNS	station
we	PP	we
have	VHP	have
we	PP	we
were	VBD	be
near	JJ	near
to	TO	to
reach	VV	reach
an	DT	an
deal	NN	deal
he	PP	he
committed	VVD	commit
either	DT	either
new	JJ	new
crimes	NNS	crime
or	CC	or
he	PP	he
sabotaged	VVD	sabotage
the	DT	the
uh	UH	uh
deal	NN	deal
by	IN	by
adding	VVG	add
new	JJ	new
conditions	NNS	condition
even	RB	even
which	WDT	which
which	WDT	which
was	VBD	be
not	RB	not
part	NN	part
of	IN	of
his	PP$	his
own	JJ	own
proposal	NN	proposal
uh	UH	uh
Mr	NP	Mr
Naim	NP	Naim
I	PP	I
want	VVP	want
to	TO	to
put	VV	put
something	NN	something
to	TO	to
you	PP	you
which	WDT	which
you	PP	you
may	MD	may
or	CC	or
may	MD	may
not	RB	not
be	VB	be
aware	JJ	aware
of	IN	of
because	IN	because
we	PP	we
ourselves	PP	ourselves
just	RB	just
got	VVD	get
the	DT	the
information	NN	information
uh	UH	uh
the	DT	the
US	NP	US
justice	NN	justice
department	NN	department
has	VHZ	have
just	RB	just
announced	VVN	announce
that	IN/that	that
it	PP	it
is	VBZ	be
charging	VVG	charge
Hamas	JJ	Hamas
leader	NN	leader
Yahya	NP	Yahya
senoir	NN	senoir
as	RB	as
well	RB	well
as	IN	as
other	JJ	other
uh	UH	uh
top	NN	top
Hamas	VVG	Hamas
uh	UH	uh
commanders	NNS	commander
for	IN	for
crimes	NNS	crime
committed	VVN	commit
during	IN	during
the	DT	the
October	NP	October
7th	JJ	7th
attack	NN	attack
your	PP$	your
reaction	NN	reaction
your	PP$	your
comments	NNS	comment
on	IN	on
that	DT	that
first	JJ	first
of	IN	of
all	DT	all
um	NNS	um
it	PP	it
was	VBD	be
not	RB	not
it	PP	it
is	VBZ	be
not	RB	not
surprising	JJ	surprising
for	IN	for
me	PP	me
to	TO	to
hear	VV	hear
such	PDT	such
uh	UH	uh
news	NN	news
uh	UH	uh
but	CC	but
I	PP	I
think	VVP	think
the	DT	the
one	CD	one
who	WP	who
H	NN	H
who	WP	who
has	VHZ	have
to	TO	to
be	VB	be
tried	VVN	try
and	CC	and
uh	UH	uh
accused	VVN	accuse
for	IN	for
war	NN	war
crimes	NNS	crime
is	VBZ	be
Mr	NP	Mr
Joe	NP	Joe
Biden	NP	Biden
himself	PP	himself
and	CC	and
his	PP$	his
administration	NN	administration
who	WP	who
is	VBZ	be
directly	RB	directly
participating	VVG	participate
for	IN	for
the	DT	the
last	JJ	last
11	CD	@card@
months	NNS	month
in	IN	in
killing	VVG	kill
of	IN	of
our	PP$	our
people	NNS	people
and	CC	and
destroying	VVG	destroy
of	IN	of
our	PP$	our
uh	UH	uh
country	NN	country
the	DT	the
United	NP	United
States	NPS	States
has	VHZ	have
sent	VVN	send
along	IN	along
the	DT	the
last	JJ	last
11	CD	@card@
months	NNS	month
more	JJR	more
than	IN	than
500,000	CD	@card@
tons	NNS	ton
of	IN	of
explosive	JJ	explosive
materials	NNS	material
and	CC	and
weapons	NNS	weapon
to	TO	to
Israel	NP	Israel
they	PP	they
have	VHP	have
supported	VVN	support
and	CC	and
backed	VVN	back
them	PP	them
up	RP	up
for	IN	for
politically	RB	politically
in	IN	in
the	DT	the
by	IN	by
blocking	VVG	block
the	DT	the
international	JJ	international
will	NN	will
in	IN	in
the	DT	the
UN	NP	UN
General	NP	General
Assembly	NP	Assembly
and	CC	and
un	JJ	un
Security	NP	Security
Council	NP	Council
by	IN	by
using	VVG	use
the	DT	the
veto	NN	veto
they	PP	they
have	VHP	have
supported	VVN	support
them	PP	them
in	IN	in
the	DT	the
media	NNS	medium
by	IN	by
adopting	VVG	adopt
all	PDT	all
their	PP$	their
lies	NNS	lie
and	CC	and
fabricated	VVN	fabricate
stories	NNS	story
therefore	RB	therefore
the	DT	the
one	CD	one
who	WP	who
is	VBZ	be
committing	VVG	commit
the	DT	the
genocide	NN	genocide
is	VBZ	be
not	RB	not
only	JJ	only
Netanyahu	NP	Netanyahu
but	CC	but
also	RB	also
Mr	NP	Mr
Joe	NP	Joe
Biden	NP	Biden
and	CC	and
his	PP$	his
administration	NN	administration
they	PP	they
have	VHP	have
to	TO	to
be	VB	be
uh	UH	uh
tried	VVN	try
in	IN	in
front	NN	front
of	IN	of
international	JJ	international
uh	UH	uh
courts	NNS	court
as	IN	as
genocidal	JJ	genocidal
uh	UH	uh
leaders	NNS	leader
well	RB	well
as	IN	as
a	DT	a
reminder	NN	reminder
to	TO	to
our	PP$	our
viewers	NNS	viewer
uh	UH	uh
the	DT	the
chief	JJ	chief
prosecutor	NN	prosecutor
of	IN	of
the	DT	the
IC	NP	IC
the	DT	the
international	JJ	international
criminal	JJ	criminal
court	NN	court
has	VHZ	have
sought	VVN	seek
arrest	NN	arrest
warrants	NNS	warrant
against	IN	against
Yahya	NP	Yahya
senoir	NN	senoir
