welcome	JJ	welcome
the	DT	the
previous	JJ	previous
kind	NN	kind
of	IN	of
strikes	NNS	strike
and	CC	and
the	DT	the
bombardment	NN	bombardment
that	WDT	that
took	VVD	take
place	VV	place
uh	UH	uh
the	DT	the
the	DT	the
the	DT	the
uh	UH	uh
the	DT	the
the	DT	the
minimum	JJ	minimum
uh	UH	uh
range	NN	range
of	IN	of
attacks	NNS	attack
that	WDT	that
could	MD	could
least	JJS	least
could	MD	could
at	IN	at
least	JJS	least
cause	VV	cause
severe	JJ	severe
destruction	NN	destruction
to	TO	to
civil	JJ	civil
and	CC	and
uh	UH	uh
to	TO	to
civil	JJ	civil
uh	UH	uh
and	CC	and
even	RB	even
private	JJ	private
uh	UH	uh
properities	NNS	properities
also	RB	also
uh	UH	uh
claiming	VVG	claim
the	DT	the
life	NN	life
of	IN	of
thousand	CD	thousand
of	IN	of
of	IN	of
dozens	NNS	dozen
of	IN	of
Palestinians	NPS	Palestinians
but	CC	but
this	DT	this
attack	NN	attack
claimed	VVD	claim
the	DT	the
life	NN	life
of	IN	of
hundred	CD	hundred
of	IN	of
Palestinians	NNS	Palestinian
in	IN	in
only	RB	only
one	CD	one
strike	NN	strike
this	DT	this
is	VBZ	be
considered	VVN	consider
to	TO	to
be	VB	be
the	DT	the
most	RBS	most
aggressive	JJ	aggressive
attack	NN	attack
since	IN	since
the	DT	the
early	JJ	early
beginning	NN	beginning
of	IN	of
this	DT	this
fighting	VVG	fight
tck	NN	tck
we	PP	we
know	VVP	know
that	IN/that	that
the	DT	the
situation	NN	situation
with	IN	with
water	NN	water
has	VHZ	have
been	VBN	be
dire	JJ	dire
it	PP	it
'	''	'
s	RB	s
been	VBN	be
cut	VVN	cut
off	RP	off
there	EX	there
has	VHZ	have
been	VBN	be
shortages	NNS	shortage
of	IN	of
fuel	NN	fuel
and	CC	and
food	NN	food
speaking	VVG	speak
to	TO	to
Residents	NNS	resident
around	IN	around
you	PP	you
what	WP	what
are	VBP	be
they	PP	they
saying	VVG	say
about	IN	about
the	DT	the
conditions	NNS	condition
that	IN/that	that
they	PP	they
'	POS	'
re	NN	re
living	NN	living
in	IN	in
well	UH	well
uh	UH	uh
people	NNS	people
inside	IN	inside
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
are	VBP	be
really	RB	really
experiencing	VVG	experience
hard	JJ	hard
conditions	NNS	condition
specifically	RB	specifically
especially	RB	especially
with	IN	with
the	DT	the
ongoing	JJ	ongoing
Israel	NP	Israel
clo	NN	clo
of	IN	of
borders	NNS	border
and	CC	and
the	DT	the
prevention	NN	prevention
of	IN	of
Entry	NN	entry
of	IN	of
any	DT	any
essential	JJ	essential
items	NNS	item
to	TO	to
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
uh	UH	uh
also	RB	also
the	DT	the
Israeli	JJ	Israeli
authorities	NNS	authority
uh	UH	uh
have	VHP	have
rejected	VVN	reject
the	DT	the
entry	NN	entry
of	IN	of
any	DT	any
fuel	NN	fuel
supplies	VVZ	supply
to	TO	to
The	DT	the
besieged	JJ	besieged
Enclave	NN	enclave
people	NNS	people
inside	IN	inside
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
are	VBP	be
trying	VVG	try
to	TO	to
survive	VV	survive
based	VVN	base
on	IN	on
minimum	JJ	minimum
abilities	NNS	ability
and	CC	and
me	PP	me
even	RB	even
based	VVN	base
on	IN	on
minimum	JJ	minimum
uh	UH	uh
let	VV	let
'	''	'
s	NNS	s
say	VVP	say
water	NN	water
sources	NNS	source
and	CC	and
fuel	VV	fuel
they	PP	they
are	VBP	be
consuming	VVG	consume
the	DT	the
already	RB	already
exist	VVP	exist
fuel	NN	fuel
before	IN	before
the	DT	the
the	DT	the
eruption	NN	eruption
of	IN	of
the	DT	the
round	NN	round
of	IN	of
fighting	VVG	fight
even	JJ	even
hospitals	NNS	hospital
inside	IN	inside
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
are	VBP	be
really	RB	really
suffering	VVG	suffer
from	IN	from
the	DT	the
great	JJ	great
shortage	NN	shortage
or	CC	or
fuel	NN	fuel
that	IN/that	that
even	JJ	even
ambulances	NNS	ambulance
won	VVD	win
'	''	'
t	NN	t
be	VB	be
able	JJ	able
later	RBR	later
in	IN	in
the	DT	the
coming	VVG	come
hours	NNS	hour
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
evacuate	VV	evacuate
victims	NNS	victim
due	JJ	due
to	TO	to
that	DT	that
great	JJ	great
shortage	NN	shortage
T	NN	T
if	IN	if
civilians	NNS	civilian
there	RB	there
can	MD	can
'	''	'
t	NN	t
seek	VV	seek
help	NN	help
help	NN	help
or	CC	or
shelter	NN	shelter
in	IN	in
hospitals	NNS	hospital
and	CC	and
they	PP	they
can	MD	can
'	''	'
t	NN	t
seek	VV	seek
shelter	NN	shelter
at	IN	at
un	JJ	un
schools	NNS	school
where	WRB	where
can	MD	can
they	PP	they
go	VVP	go
well	RB	well
there	EX	there
is	VBZ	be
no	RB	no
any	DT	any
place	NN	place
inside	IN	inside
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
Palestinians	NPS	Palestinians
really	RB	really
are	VBP	be
frustrated	VVN	frustrate
every	DT	every
single	JJ	single
corner	NN	corner
of	IN	of
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
had	VHD	have
been	VBN	be
bombarded	VVN	bombard
by	IN	by
the	DT	the
Israeli	JJ	Israeli
occupation	NN	occupation
forces	NNS	force
schools	NNS	school
hospitals	NNS	hospital
uh	UH	uh
public	JJ	public
buildings	NNS	building
private	JJ	private
sectors	NNS	sector
even	RB	even
private	JJ	private
companies	NNS	company
were	VBD	be
targeted	VVN	target
so	IN	so
it	PP	it
seems	VVZ	seem
that	IN/that	that
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
is	VBZ	be
witnessing	VVG	witness
uh	UH	uh
very	RB	very
horrific	JJ	horrific
uh	UH	uh
attacks	NNS	attack
that	WDT	that
could	MD	could
be	VB	be
really	RB	really
uh	UH	uh
that	IN/that	that
really	RB	really
BR	NP	BR
catastrophic	JJ	catastrophic
consequences	NNS	consequence
on	IN	on
every	DT	every
life	NN	life
aspects	NNS	aspect
inside	IN	inside
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
so	IN	so
people	NNS	people
really	RB	really
have	VHP	have
no	DT	no
safe	JJ	safe
place	NN	place
to	TO	to
go	VV	go
to	TO	to
they	PP	they
just	RB	just
only	RB	only
depend	VV	depend
on	IN	on
uh	UH	uh
residing	VVG	reside
in	IN	in
the	DT	the
surrounding	VVG	surround
areas	NNS	area
of	IN	of
hospitals	NNS	hospital
meanwhile	NN	meanwhile
hospitals	NNS	hospital
become	VVP	become
a	DT	a
new	JJ	new
Target	NP	Target
for	IN	for
the	DT	the
Israeli	JJ	Israeli
strikes	NNS	strike
and	CC	and
you	PP	you
'	POS	'
re	NN	re
outside	IN	outside
another	DT	another
hospital	NN	hospital
that	RB	that
'	POS	'
s	JJ	s
close	NN	close
by	IN	by
what	WP	what
impact	NN	impact
is	VBZ	be
that	IN/that	that
having	VHG	have
this	DT	this
most	RBS	most
recent	JJ	recent
bombardment	NN	bombardment
having	VHG	have
on	IN	on
on	IN	on
health	NN	health
workers	NNS	worker
where	WRB	where
you	PP	you
are	VBP	be
and	CC	and
in	IN	in
terms	NNS	term
of	IN	of
it	PP	it
being	VBG	be
already	RB	already
overwhelmed	VVD	overwhelm
well	UH	well
uh	UH	uh
the	DT	the
this	DT	this
hospital	NN	hospital
and	CC	and
the	DT	the
majority	NN	majority
of	IN	of
gaza	NP	Gaza
'	POS	'
s	NN	S
hospitals	NNS	hospital
have	VHP	have
been	VBN	be
full	JJ	full
uh	UH	uh
fully	RB	fully
crowded	VVN	crowd
with	IN	with
people	NNS	people
who	WP	who
really	RB	really
were	VBD	be
displaced	VVN	displace
from	IN	from
their	PP$	their
houses	VVZ	house
uh	UH	uh
those	DT	those
displaced	VVN	displace
people	NNS	people
did	VVD	do
not	RB	not
find	VV	find
initial	JJ	initial
building	NN	building
just	RB	just
accept	VV	accept
hospitals	NNS	hospital
in	IN	in
order	NN	order
to	TO	to
resign	VV	resign
around	RP	around
and	CC	and
hope	VVP	hope
to	TO	to
be	VB	be
protected	VVN	protect
from	IN	from
the	DT	the
Israeli	JJ	Israeli
bombardment	NN	bombardment
meanwhile	RB	meanwhile
uh	UH	uh
the	DT	the
the	DT	the
the	DT	the
Intensive	JJ	intensive
existence	NN	existence
of	IN	of
those	DT	those
citizens	NNS	citizen
around	IN	around
the	DT	the
hospitals	NNS	hospital
really	RB	really
sometimes	RB	sometimes
affect	VV	affect
negatively	RB	negatively
on	IN	on
the	DT	the
impact	NN	impact
and	CC	and
the	DT	the
performance	NN	performance
of	IN	of
the	DT	the
uh	UH	uh
of	IN	of
the	DT	the
medical	JJ	medical
teams	NNS	team
in	IN	in
order	NN	order
to	TO	to
uh	UH	uh
to	TO	to
carry	VV	carry
out	RP	out
the	DT	the
work	VV	work
uh	UH	uh
perfectly	RB	perfectly
even	RB	even
Medical	JJ	medical
Teams	NNS	team
are	VBP	be
are	VBP	be
really	RB	really
finding	VVG	find
great	JJ	great
difficulty	NN	difficulty
in	IN	in
in	IN	in
performing	VVG	perform
their	PP$	their
jobs	NNS	job
due	JJ	due
to	TO	to
the	DT	the
great	JJ	great
lack	NN	lack
of	IN	of
medical	JJ	medical
supplies	NNS	supply
so	IN	so
the	DT	the
entire	JJ	entire
Gaza	NP	Gaza
Strip	NP	Strip
had	VHD	have
been	VBN	be
turned	VVN	turn
to	TO	to
a	DT	a
very	JJ	very
uh	UH	uh
catastrophic	JJ	catastrophic
city	NN	city
which	WDT	which
is	VBZ	be
really	RB	really
full	JJ	full
of	IN	of
Sorrow	NP	Sorrow
pains	NNS	pain
and	CC	and
even	VV	even
uh	UH	uh
the	DT	the
the	DT	the
great	JJ	great
shortage	NN	shortage
of	IN	of
basic	JJ	basic
necessities	NNS	necessity
well	RB	well
the	DT	the
situation	NN	situation
unfolds	VVZ	unfold
around	IN	around
you	PP	you
and	CC	and
people	NNS	people
are	VBP	be
no	DT	no
doubt	NN	doubt
just	RB	just
mainly	RB	mainly
trying	VVG	try
to	TO	to
survive	VV	survive
we	PP	we
'	''	'
re	IN	re
seeing	VVG	see
images	NNS	image
of	IN	of
stretcher	NN	stretcher
after	IN	after
stretcher	NN	stretcher
injured	JJ	injured
person	NN	person
after	IN	after
injured	JJ	injured
person	NN	person
is	VBZ	be
there	RB	there
any	DT	any
sense	NN	sense
of	IN	of
what	WP	what
'	POS	'
s	NNS	s
going	VVG	go
on	IN	on
outside	NN	outside
of	IN	of
Gaza	NP	Gaza
on	IN	on
the	DT	the
Diplomatic	JJ	diplomatic
front	JJ	front
well	UH	well
uh	UH	uh
generally	RB	generally
uh	UH	uh
pal	VV	pal
Ians	NPS	Ian
here	RB	here
inside	RB	inside
of	IN	of
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
become	VV	become
uh	UH	uh
profoundly	RB	profoundly
uh	UH	uh
believ	NN	believ
that	IN/that	that
they	PP	they
are	VBP	be
really	RB	really
unsafe	JJ	unsafe
from	IN	from
now	RB	now
on	IN	on
specifically	RB	specifically
with	IN	with
the	DT	the
uh	UH	uh
great	JJ	great
destruction	NN	destruction
that	WDT	that
have	VHP	have
been	VBN	be
caused	VVN	cause
in	IN	in
al	NP	al
-	NP	-
madani	NP	Madani
and	CC	and
Arab	NP	Arab
Hospital	NP	Hospital
uh	UH	uh
this	DT	this
building	NN	building
has	VHZ	have
been	VBN	be
uh	UH	uh
targeted	VVN	target
by	IN	by
the	DT	the
Israel	NP	Israel
air	NN	air
strikes	NNS	strike
people	NNS	people
were	VBD	be
sleeping	VVG	sleep
on	IN	on
the	DT	the
ground	NN	ground
in	IN	in
the	DT	the
surrounding	VVG	surround
areas	NNS	area
sometimes	RB	sometimes
on	IN	on
the	DT	the
floor	NN	floor
of	IN	of
the	DT	the
hospital	NN	hospital
so	IN	so
it	PP	it
seems	VVZ	seem
that	IN/that	that
this	DT	this
densely	RB	densely
populated	JJ	populated
building	NN	building
had	VHD	have
been	VBN	be
mercilessly	RB	mercilessly
targeted	VVN	target
without	IN	without
taking	VVG	take
care	NN	care
of	IN	of
the	DT	the
existance	NN	existance
of	IN	of
hundreds	NNS	hundred
of	IN	of
Palestinians	NPS	Palestinians
who	WP	who
really	RB	really
evacuated	VVN	evacuate
the	DT	the
houses	NNS	house
even	RB	even
Palestinians	NPS	Palestinians
here	RB	here
inside	IN	inside
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
after	IN	after
this	DT	this
attack	NN	attack
delivered	VVN	deliver
different	JJ	different
messages	NNS	message
to	TO	to
the	DT	the
International	NP	International
Community	NP	Community
that	IN/that	that
they	PP	they
need	VVP	need
an	DT	an
urgent	JJ	urgent
intervention	NN	intervention
to	TO	to
gaza	NP	Gaza
'	POS	'
s	JJ	s
STP	NN	STP
in	IN	in
order	NN	order
to	TO	to
help	VV	help
them	PP	them
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
be	VB	be
protected	VVN	protect
from	IN	from
the	DT	the
Israeli	JJ	Israeli
strikes	NNS	strike
and	CC	and
even	RB	even
to	TO	to
provide	VV	provide
them	PP	them
with	IN	with
humanitarian	JJ	humanitarian
AIDS	NP	AIDS
T	NN	T
we	PP	we
appreciate	VVP	appreciate
that	DT	that
update	NN	update
in	IN	in
trying	VVG	try
conditions	NNS	condition
TK	NP	TK
Abu	NP	Abu
AUM	NP	AUM
in	IN	in
southern	JJ	southern
Gaza	NP	Gaza
for	IN	for
us	PP	us
let	VVP	let
'	''	'
s	NNS	s
stay	VVP	stay
in	IN	in
Gaza	NP	Gaza
and	CC	and
speak	VV	speak
to	TO	to
a	DT	a
resident	NN	resident
there	RB	there
who	WP	who
'	POS	'
s	NN	S
joining	VVG	join
us	PP	us
on	IN	on
the	DT	the
phone	NN	phone
reat	NN	reat
aler	NN	aler
who	WP	who
'	POS	'
s	NN	S
also	RB	also
the	DT	the
editor	NN	editor
of	IN	of
Gaza	NP	Gaza
rights	NNS	right
back	RB	back
reat	VVP	reat
we	PP	we
appreciate	VVP	appreciate
you	PP	you
speaking	VVG	speak
to	TO	to
us	PP	us
given	VVN	give
the	DT	the
intensity	NN	intensity
of	IN	of
the	DT	the
situation	NN	situation
around	IN	around
you	PP	you
can	MD	can
you	PP	you
describe	VV	describe
what	WP	what
'	POS	'
s	NN	S
happened	VVD	happen
where	WRB	where
you	PP	you
are	VBP	be
this	RB	this
evening	VVG	even
uh	UH	uh
what	WP	what
'	POS	'
s	NN	S
happening	NN	happening
is	VBZ	be
a	DT	a
a	DT	a
total	JJ	total
blood	NN	blood
paath	NN	paath
it	PP	it
'	POS	'
s	NNS	s
a	DT	a
it	PP	it
'	POS	'
s	NNS	s
a	DT	a
massacre	NN	massacre
unprecedented	JJ	unprecedented
in	IN	in
in	IN	in
terms	NNS	term
of	IN	of
uh	UH	uh
where	WRB	where
uh	UH	uh
Israel	NP	Israel
struck	VVN	strike
in	IN	in
terms	NNS	term
of	IN	of
the	DT	the
number	NN	number
of	IN	of
people	NNS	people
with	IN	with
speak	VVP	speak
about	IN	about
uh	UH	uh
5	CD	@card@
,	,	,
000	CD	@card@
people	NNS	people
congregating	VVG	congregate
in	IN	in
a	DT	a
small	JJ	small
place	NN	place
in	IN	in
a	DT	a
hospital	NN	hospital
that	WDT	that
also	RB	also
has	VHZ	have
a	DT	a
church	NN	church
in	IN	in
Al	NP	Al
uh	UH	uh
Baptist	NP	Baptist
Hospital	NP	Hospital
killing	VVG	kill
uh	UH	uh
around	IN	around
500	CD	@card@
and	CC	and
injuring	VVG	injure
injuring	VVG	injure
injuring	VVG	injure
more	RBR	more
uh	UH	uh
I	PP	I
want	VVP	want
to	TO	to
start	VV	start
with	IN	with
something	NN	something
also	RB	also
equally	RB	equally
important	JJ	important
soon	RB	soon
after	IN	after
the	DT	the
the	DT	the
strike	NN	strike
several	JJ	several
Israeli	JJ	Israeli
uh	UH	uh
media	NNS	medium
influencers	NNS	influencer
in	IN	in
social	JJ	social
media	NNS	medium
uh	UH	uh
celebrated	VVD	celebrate
the	DT	the
attack	NN	attack
quickly	RB	quickly
celebrated	VVD	celebrate
the	DT	the
attack	NN	attack
and	CC	and
I	PP	I
'	POS	'
m	NN	m
quoting	VVG	quote
here	RB	here
somebody	NN	somebody
is	VBZ	be
saying	VVG	say
that	IN/that	that
Israeli	NP	Israeli
Air	NP	Air
Force	NP	Force
struck	VVD	strike
a	DT	a
Hamas	JJ	Hamas
terrorist	JJ	terrorist
bace	NN	bace
inside	IN	inside
a	DT	a
hospital	NN	hospital
in	IN	in
Gaza	NP	Gaza
multiple	JJ	multiple
number	NN	number
of	IN	of
terrorists	NNS	terrorist
are	VBP	be
are	VBP	be
and	CC	and
I	PP	I
'	POS	'
m	NN	m
saying	VVG	say
this	DT	this
because	IN	because
Israel	NP	Israel
will	MD	will
always	RB	always
quickly	RB	quickly
rush	VV	rush
to	TO	to
deny	VV	deny
such	JJ	such
hideous	JJ	hideous
and	CC	and
heinous	JJ	heinous
massacr	NN	massacr
against	IN	against
against	IN	against
Palestinian	JJ	Palestinian
what	WP	what
Israel	NP	Israel
is	VBZ	be
doing	VVG	do
is	VBZ	be
extermination	NN	extermination
this	DT	this
is	VBZ	be
genocide	NN	genocide
that	WDT	that
has	VHZ	have
to	TO	to
be	VB	be
sted	VVN	sted
at	IN	at
price	NN	price
and	CC	and
at	IN	at
as	RB	as
possible	JJ	possible
I	PP	I
'	''	'
ve	NNS	ve
spoken	VVN	speak
to	TO	to
you	PP	you
a	DT	a
couple	NN	couple
of	IN	of
times	NNS	time
now	RB	now
rat	VVP	rat
over	IN	over
the	DT	the
past	JJ	past
few	JJ	few
days	NNS	day
and	CC	and
this	DT	this
is	VBZ	be
by	IN	by
far	RB	far
the	DT	the
most	RBS	most
emotional	JJ	emotional
I	PP	I
'	''	'
ve	NNS	ve
heard	VVD	hear
you	PP	you
on	IN	on
the	DT	the
phone	NN	phone
where	WRB	where
are	VBP	be
you	PP	you
at	IN	at
emotionally	RB	emotionally
we	PP	we
are	VBP	be
devastated	JJ	devastated
we	PP	we
'	''	'
re	IN	re
