Israeli	JJ	Israeli
also	RB	also
to	TO	to
Egypt	NP	Egypt
which	WDT	which
is	VBZ	be
key	JJ	key
in	IN	in
getting	VVG	get
humanitarian	JJ	humanitarian
Aid	NN	aid
out	RP	out
of	IN	of
that	DT	that
region	NN	region
so	IN	so
uh	UH	uh
he	PP	he
'	POS	'
s	NN	S
got	VVD	get
a	DT	a
big	JJ	big
portfolio	NN	portfolio
there	RB	there
but	CC	but
it	PP	it
'	POS	'
s	NN	S
really	RB	really
very	RB	very
similar	JJ	similar
to	TO	to
what	WP	what
we	PP	we
'	POS	'
ve	NN	ve
seen	VVN	see
other	JJ	other
us	PP	us
officials	NNS	official
press	VVP	press
all	DT	all
right	NN	right
for	IN	for
now	RB	now
John	NP	John
hendin	NNS	hendin
live	VVP	live
in	IN	in
Washington	NP	Washington
DC	NP	DC
many	JJ	many
thanks	NNS	thanks
for	IN	for
the	DT	the
update	NN	update
