<video_id>KVa9yQtq-Xw</video_id>	NP	<video_id>KVa9yQtq-Xw</video_id>
operation	NN	operation
but	CC	but
we	PP	we
have	VHP	have
already	RB	already
seen	VVN	see
at	IN	at
least	JJS	least
seven	CD	seven
or	CC	or
eight	CD	eight
students	NNS	student
that	WDT	that
were	VBD	be
outside	JJ	outside
and	CC	and
close	JJ	close
to	TO	to
the	DT	the
gate	NN	gate
inside	IN	inside
Columbia	NP	Columbia
University	NP	University
being	VBG	be
detained	VVN	detain
and	CC	and
it's	NNS	it's
very	RB	very
very	RB	very
likely	JJ	likely
that	IN/that	that
something	NN	something
like	IN	like
this	DT	this
will	MD	will
happen	VV	happen
again	RB	again
Columbia	NP	Columbia
University	NP	University
has	VHZ	have
been	VBN	be
threatening	VVG	threaten
the	DT	the
students	NNS	student
that	WDT	that
are	VBP	be
inside	RB	inside
for	IN	for
with	IN	with
expulsion	NN	expulsion
that's	NNS	that's
the	DT	the
we	PP	we
saying	VVG	say
if	IN	if
they	PP	they
did	VVD	do
not	RB	not
leave	VV	leave
the	DT	the
building	NN	building
on	IN	on
Monday	NP	Monday
evening	NN	evening
there	RB	there
was	VBD	be
already	RB	already
a	DT	a
deadline	NN	deadline
that	IN/that	that
those	DT	those
that	WDT	that
remain	VVP	remain
inside	RB	inside
in	IN	in
the	DT	the
encampment	NN	encampment
in	IN	in
this	DT	this
sitting	NN	sitting
that	WDT	that
is	VBZ	be
happening	VVG	happen
inside	RB	inside
in	IN	in
the	DT	the
middle	NN	middle
of	IN	of
the	DT	the
campus	NN	campus
they	PP	they
had	VHD	have
given	VVN	give
these	DT	these
students	NNS	student
until	IN	until
2:	CD	@card@
p.m.	NN	p.m.
local	JJ	local
time	NN	time
on	IN	on
Monday	NP	Monday
for	IN	for
them	PP	them
to	TO	to
leave	VV	leave
and	CC	and
if	IN	if
not	RB	not
they	PP	they
were	VBD	be
going	VVG	go
to	TO	to
face	VV	face
suspension	NN	suspension
so	RB	so
now	RB	now
they're	JJ	they're
not	RB	not
only	RB	only
facing	VVG	face
suspension	NN	suspension
expulsion	NN	expulsion
but	CC	but
also	RB	also
arrest	VV	arrest
because	IN	because
of	IN	of
the	DT	the
police	NN	police
officers	NNS	officer
that	WDT	that
were	VBD	be
seeing	VVG	see
rout	NN	rout
outside	IN	outside
where	WRB	where
I	PP	I
am	VBP	be
right	RB	right
now	RB	now
yeah	RB	yeah
incredibly	RB	incredibly
tense	JJ	tense
scenes	NNS	scene
there	RB	there
at	IN	at
Columbia	NP	Columbia
University	NP	University
as	IN	as
as	IN	as
you	PP	you
say	VVP	say
TOA	NP	TOA
we	PP	we
can	MD	can
see	VV	see
those	DT	those
police	NN	police
officers	NNS	officer
moving	VVG	move
in	IN	in
forcing	VVG	force
themselves	PP	themselves
in	IN	in
through	IN	through
the	DT	the
window	NN	window
of	IN	of
Hamilton	NP	Hamilton
Hall	NP	Hall
Tesa	NP	Tesa
do	VVP	do
we	PP	we
have	VHP	have
an	DT	an
idea	NN	idea
of	IN	of
the	DT	the
number	NN	number
of	IN	of
students	NNS	student
who	WP	who
are	VBP	be
inside	JJ	inside
that	IN/that	that
Hall	NP	Hall
it's	NNS	it's
not	RB	not
clear	JJ	clear
how	WRB	how
many	RB	many
have	VH	have
remained	VVN	remain
in	IN	in
inside	IN	inside
we	PP	we
do	VVP	do
know	VV	know
we	PP	we
asked	VVD	ask
that	IN/that	that
to	TO	to
one	CD	one
of	IN	of
the	DT	the
students	NNS	student
earlier	RBR	earlier
today	NN	today
and	CC	and
they	PP	they
were	VBD	be
not	RB	not
sure	JJ	sure
because	IN	because
what	WP	what
happened	VVN	happen
is	VBZ	be
that	IN/that	that
on	IN	on
Monday	NP	Monday
there	EX	there
were	VBD	be
hundreds	NNS	hundred
of	IN	of
students	NNS	student
inside	IN	inside
but	CC	but
those	DT	those
who	WP	who
remained	VVD	remain
in	RP	in
in	IN	in
in	IN	in
inside	JJ	inside
columia	NN	columia
Columbia	NP	Columbia
University	NP	University
many	JJ	many
of	IN	of
them	PP	them
left	VVD	leave
and	CC	and
went	VVD	go
to	TO	to
their	PP$	their
homes	NNS	home
or	CC	or
to	TO	to
their	PP$	their
dorms	NNS	dorm
outside	IN	outside
of	IN	of
the	DT	the
main	JJ	main
campus	NN	campus
we're	NN	we're
let	VVD	let
me	PP	me
so	IN	so
it's	NNS	it's
not	RB	not
clear	JJ	clear
yet	RB	yet
how	WRB	how
many	JJ	many
are	VBP	be
inside	JJ	inside
but	CC	but
there	EX	there
are	VBP	be
many	JJ	many
others	NNS	other
who	WP	who
are	VBP	be
outside	RB	outside
showing	VVG	show
their	PP$	their
support	NN	support
for	IN	for
the	DT	the
University	NP	University
students	NNS	student
you	PP	you
can	MD	can
see	VV	see
them	PP	them
right	RB	right
here	RB	here
where	WRB	where
we	PP	we
are	VBP	be
right	RB	right
now	RB	now
they're	JJ	they're
saying	VVG	say
shame	NN	shame
on	IN	on
Colombia	NP	Colombia
University	NP	University
let's	NNS	let's
not	RB	not
forget	VVP	forget
what	WP	what
many	JJ	many
of	IN	of
the	DT	the
students	NNS	student
have	VHP	have
been	VBN	be
demanding	VVG	demand
they	PP	they
have	VHP	have
been	VBN	be
demanding	VVG	demand
Financial	JJ	financial
transparency	NN	transparency
they	PP	they
want	VVP	want
Colombia	NP	Colombia
University	NP	University
to	TO	to
stop	VV	stop
using	VVG	use
the	DT	the
money	NN	money
the	DT	the
students	NNS	student
pay	VVP	pay
every	DT	every
year	NN	year
for	IN	for
them	PP	them
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
study	VV	study
here	RB	here
from	IN	from
being	VBG	be
invested	VVN	invest
in	IN	in
companies	NNS	company
that	IN/that	that
they	PP	they
say	VVP	say
are	VBP	be
profiting	VVG	profit
from	IN	from
those	DT	those
War	NP	War
they're	NN	they're
also	RB	also
demanding	VVG	demand
an	DT	an
amnesty	NN	amnesty
for	IN	for
many	JJ	many
of	IN	of
the	DT	the
students	NNS	student
and	CC	and
faculty	NN	faculty
members	NNS	member
let's	NNS	let's
not	RB	not
forget	VVP	forget
about	RB	about
them	PP	them
many	JJ	many
of	IN	of
the	DT	the
faculty	NN	faculty
inside	NN	inside
of	IN	of
Columbia	NP	Columbia
University	NP	University
have	VHP	have
been	VBN	be
supporting	VVG	support
and	CC	and
protecting	VVG	protect
the	DT	the
students	NNS	student
so	IN	so
they	PP	they
want	VVP	want
an	DT	an
amnesty	VV	amnesty
uh	UH	uh
from	IN	from
uh	UH	uh
Colombia	NP	Colombia
University	NP	University
authorities	NNS	authority
that	IN/that	that
they	PP	they
won't	NN	won't
be	VB	be
disciplined	VVN	discipline
as	IN	as
being	VBG	be
uh	UH	uh
risking	VVG	risk
expulsion	NN	expulsion
or	CC	or
suspension	NN	suspension
uh	UH	uh
among	IN	among
other	JJ	other
things	NNS	thing
so	IN	so
we	PP	we
as	IN	as
the	DT	the
Press	NP	Press
we	PP	we
not	RB	not
allowed	VVD	allow
to	TO	to
move	VV	move
from	IN	from
where	WRB	where
we	PP	we
are	VBP	be
we're	RB	we're
right	JJ	right
behind	IN	behind
a	DT	a
fence	NN	fence
we've	NN	we've
been	VBN	be
uh	UH	uh
everyone	NN	everyone
that	WDT	that
is	VBZ	be
crossing	VVG	cross
this	DT	this
fence	NN	fence
has	VHZ	have
being	VBG	be
threatened	VVN	threaten
with	IN	with
arrest	NN	arrest
if	IN	if
you're	NN	you're
on	IN	on
the	DT	the
streets	NNS	street
and	CC	and
that's	NNS	that's
why	WRB	why
we	PP	we
are	VBP	be
remaining	VVG	remain
here	RB	here
but	CC	but
uh	UH	uh
you	PP	you
you	PP	you
can	MD	can
see	VV	see
that	IN/that	that
there's	NP	there's
hundreds	NNS	hundred
of	IN	of
police	NN	police
officers	NNS	officer
not	RB	not
only	RB	only
where	WRB	where
I	PP	I
am	VBP	be
but	CC	but
completely	RB	completely
surrounding	VVG	surround
this	DT	this
campus	NN	campus
a	DT	a
campus	NN	campus
that	WDT	that
is	VBZ	be
between	IN	between
Broadway	NP	Broadway
Avenue	NP	Avenue
in	IN	in
uh	UH	uh
New	NP	New
York	NP	York
City	NP	City
and	CC	and
Amsterdam	NP	Amsterdam
Avenue	NP	Avenue
and	CC	and
you	PP	you
can	MD	can
see	VV	see
right	RB	right
on	IN	on
the	DT	the
window	NN	window
of	IN	of
what	WP	what
is	VBZ	be
known	VVN	know
as	IN	as
Hamilton	NP	Hamilton
Hall	NP	Hall
that	IN/that	that
the	DT	the
students	NNS	student
have	VHP	have
REM	NP	Rem
renamed	VVN	rename
as	IN	as
hint	NN	hint
Hall	NP	Hall
that	WDT	that
continue	VVP	continue
to	TO	to
go	VV	go
inside	IN	inside
this	DT	this
building	NN	building
probably	RB	probably
to	TO	to
remove	VV	remove
the	DT	the
students	NNS	student
by	IN	by
force	NN	force
and	CC	and
uh	UH	uh
TOA	NP	TOA
as	IN	as
you	PP	you
are	VBP	be
speaking	VVG	speak
there	RB	there
we	PP	we
we	PP	we
have	VHP	have
seen	VVN	see
live	JJ	live
pictures	NNS	picture
of	IN	of
police	NNS	police
taking	VVG	take
away	RP	away
a	DT	a
few	JJ	few
people	NNS	people
now	RB	now
we	PP	we
don't	VVD	don't
know	VV	know
if	IN	if
these	DT	these
people	NNS	people
have	VHP	have
been	VBN	be
taken	VVN	take
from	IN	from
inside	IN	inside
Hamilton	NP	Hamilton
Hall	NP	Hall
of	IN	of
they	PP	they
are	VBP	be
indeed	RB	indeed
part	NN	part
of	IN	of
that	DT	that
group	NN	group
that's	NNS	that's
inside	IN	inside
the	DT	the
hall	NN	hall
uh	UH	uh
but	CC	but
certainly	RB	certainly
police	NNS	police
are	VBP	be
once	RB	once
again	RB	again
taking	VVG	take
protesters	NNS	protester
away	RB	away
and	CC	and
you	PP	you
know	VVP	know
when	WRB	when
we	PP	we
were	VBD	be
speaking	VVG	speak
a	DT	a
couple	NN	couple
of	IN	of
hours	NNS	hour
ago	RB	ago
todaya	VVD	todaya
we	PP	we
were	VBD	be
talking	VVG	talk
about	RB	about
how	WRB	how
it's	NNS	it's
not	RB	not
just	RB	just
students	NNS	student
who	WP	who
are	VBP	be
protesting	VVG	protest
at	IN	at
Colombia	NP	Colombia
there	EX	there
has	VHZ	have
been	VBN	be
a	DT	a
March	NP	March
through	IN	through
New	NP	New
York	NP	York
City	NP	City
a	DT	a
group	NN	group
of	IN	of
protesters	NNS	protester
who	WP	who
have	VHP	have
been	VBN	be
visiting	VVG	visit
different	JJ	different
University	NP	University
campuses	NNS	campus
in	IN	in
New	NP	New
York	NP	York
and	CC	and
came	VVD	come
to	TO	to
Colombia	NP	Colombia
to	TO	to
show	VV	show
their	PP$	their
support	VV	support
uh	UH	uh
for	IN	for
the	DT	the
protesters	NNS	protester
there	RB	there
especially	RB	especially
those	DT	those
who've	NN	who've
barricaded	VVD	barricade
themselves	PP	themselves
inside	IN	inside
the	DT	the
hall	NN	hall
well	RB	well
certainly	RB	certainly
we're	NN	we're
we've	NN	we've
been	VBN	be
here	RB	here
all	DT	all
day	NN	day
and	CC	and
were	VBD	be
a	DT	a
dozens	NNS	dozen
of	IN	of
protesters	NNS	protester
peacefully	RB	peacefully
demonstrating	VVG	demonstrate
outside	JJ	outside
of	IN	of
Columbia	NP	Columbia
University	NP	University
on	IN	on
the	DT	the
gate	NN	gate
that	IN/that	that
you	PP	you
can	MD	can
see	VV	see
right	RB	right
in	IN	in
front	NN	front
of	IN	of
me	PP	me
they've	NNS	they've
been	VBN	be
here	RB	here
all	DT	all
day	NN	day
showing	VVG	show
their	PP$	their
support	NN	support
for	IN	for
the	DT	the
students	NNS	student
that	WDT	that
remain	VVP	remain
inside	IN	inside
and	CC	and
while	IN	while
they	PP	they
were	VBD	be
protesting	VVG	protest
there	RB	there
not	RB	not
even	RB	even
on	IN	on
the	DT	the
streets	NNS	street
but	CC	but
right	JJ	right
cloo	NN	cloo
very	RB	very
very	RB	very
close	VV	close
to	TO	to
the	DT	the
gate	NN	gate
another	DT	another
demonstration	NN	demonstration
passed	VVN	pass
in	IN	in
front	NN	front
of	IN	of
us	PP	us
and	CC	and
they	PP	they
were	VBD	be
going	VVG	go
to	TO	to
other	JJ	other
campuses	NNS	campus
in	IN	in
New	NP	New
York	NP	York
City	NP	City
uh	UH	uh
apparently	RB	apparently
they	PP	they
went	VVD	go
to	TO	to
City	NP	City
College	NP	College
and	CC	and
they	PP	they
tried	VVD	try
to	TO	to
carry	VV	carry
out	RP	out
a	DT	a
protest	NN	protest
there	RB	there
they	PP	they
were	VBD	be
not	RB	not
allowed	VVN	allow
to	TO	to
do	VV	do
that	IN/that	that
and	CC	and
let's	NNS	let's
not	RB	not
forget	VVP	forget
that	IN/that	that
earlier	JJR	early
today	NN	today
we	PP	we
heard	VVD	hear
a	DT	a
press	NN	press
conference	NN	conference
from	IN	from
the	DT	the
New	NP	New
York	NP	York
City	NP	City
Police	NP	Police
Department	NP	Department
where	WRB	where
they	PP	they
were	VBD	be
already	RB	already
warning	VVG	warn
students	NNS	student
and	CC	and
warning	VVG	warn
the	DT	the
students	NNS	student
parents	NNS	parent
for	IN	for
example	NN	example
to	TO	to
try	VV	try
to	TO	to
force	VV	force
their	PP$	their
children	NNS	child
from	IN	from
where	WRB	where
they	PP	they
are	VBP	be
right	RB	right
now	RB	now
because	IN	because
they	PP	they
were	VBD	be
facing	VVG	face
arrest	VV	arrest
the	DT	the
other	JJ	other
thing	NN	thing
that	IN/that	that
they	PP	they
were	VBD	be
saying	VVG	say
is	VBZ	be
that	IN/that	that
the	DT	the
protest	NN	protest
inside	IN	inside
the	DT	the
campus	NN	campus
had	VHD	have
been	VBN	be
infiltrated	VVN	infiltrate
by	IN	by
outside	JJ	outside
wrers	NNS	wrers
not	RB	not
just	RB	just
by	IN	by
students	NNS	student
and	CC	and
they	PP	they
said	VVD	say
that	IN/that	that
this	DT	this
is	VBZ	be
something	NN	something
that	WDT	that
increases	VVZ	increase
the	DT	the
danger	NN	danger
or	CC	or
that	IN/that	that
increased	VVN	increase
the	DT	the
danger	NN	danger
of	IN	of
this	DT	this
ongoing	JJ	ongoing
situation	NN	situation
here	RB	here
we	PP	we
cannot	MD	can
confirm	VV	confirm
that	IN/that	that
when	WRB	when
you	PP	you
talk	VVP	talk
to	TO	to
students	NNS	student
they	PP	they
say	VVP	say
that	IN/that	that
they	PP	they
are	VBP	be
the	DT	the
only	JJ	only
ones	NNS	one
carrying	VVG	carry
out	RP	out
the	DT	the
actions	NNS	action
to	TO	to
shed	VV	shed
light	NN	light
on	IN	on
what	WP	what
is	VBZ	be
happening	VVG	happen
in	IN	in
Gaza	NP	Gaza
they	PP	they
want	VVP	want
to	TO	to
shed	VV	shed
light	NN	light
to	TO	to
the	DT	the
killing	NN	killing
that	WDT	that
is	VBZ	be
happening	VVG	happen
in	IN	in
Gaza	NP	Gaza
they	PP	they
want	VVP	want
to	TO	to
shed	VV	shed
light	NN	light
to	TO	to
the	DT	the
displacement	NN	displacement
that	WDT	that
is	VBZ	be
light	JJ	light
on	IN	on
the	DT	the
hunger	NN	hunger
that	WDT	that
is	VBZ	be
happening	VVG	happen
in	IN	in
Gaza	NP	Gaza
so	RB	so
certainly	RB	certainly
as	IN	as
I	PP	I
said	VVD	say
before	RB	before
there's	RB	there's
been	VBN	be
protests	NNS	protest
on	IN	on
the	DT	the
streets	NNS	street
across	IN	across
uh	UH	uh
New	NP	New
York	NP	York
City	NP	City
there's	RB	there's
been	VBN	be
other	JJ	other
campuses	NNS	campus
where	WRB	where
there	EX	there
are	VBP	be
other	JJ	other
protests	NNS	protest
on	IN	on
going	VVG	go
for	IN	for
example	NN	example
downtown	NN	downtown
downtown	NN	downtown
of	IN	of
Manhattan	NP	Manhattan
uh	UH	uh
New	NP	New
York	NP	York
University	NP	University
there's	RB	there's
another	DT	another
group	NN	group
of	IN	of
students	NNS	student
protesting	VVG	protest
there	RB	there
another	DT	another
went	VVD	go
to	TO	to
a	DT	a
a	DT	a
college	NN	college
that	IN/that	that
about	RB	about
2	CD	@card@
kilomet	NN	kilomet
from	IN	from
where	WRB	where
we	PP	we
are	VBP	be
but	RB	but
the	DT	the
pro	JJ	pro
biggest	JJS	big
protest	NN	protest
happen	VVP	happen
here	RB	here
mostly	RB	mostly
because	IN	because
this	DT	this
is	VBZ	be
the	DT	the
place	NN	place
that	IN/that	that
their	PP$	their
biggest	JJS	big
encampment	NN	encampment
has	VHZ	have
been	VBN	be
going	VVG	go
on	IN	on
where	WRB	where
on	IN	on
April	NP	April
17th	JJ	17th
and	CC	and
18th	JJ	18th
over	IN	over
a	DT	a
100	CD	@card@
students	NNS	student
were	VBD	be
detained	VVN	detain
and	CC	and
taken	VVN	take
from	IN	from
this	DT	this
University	NP	University
that	WDT	that
was	VBD	be
severely	RB	severely
critic	NN	critic
uh	UH	uh
criticized	VVN	criticize
of	IN	of
the	DT	the
actions	NNS	action
taken	VVN	take
by	IN	by
the	DT	the
president	NN	president
of	IN	of
Columbia	NP	Columbia
University	NP	University
and	CC	and
because	IN	because
of	IN	of
calling	VVG	call
law	NN	law
enforcement	NN	enforcement
but	CC	but
certainly	RB	certainly
it's	NNS	it's
not	RB	not
clear	JJ	clear
how	WRB	how
this	DT	this
operation	NN	operation
is	VBZ	be
going	VVG	go
on	RP	on
but	CC	but
certainly	RB	certainly
there's	RB	there's
dozens	NNS	dozen
and	CC	and
dozens	NNS	dozen
of	IN	of
police	NN	police
officers	NNS	officer
right	RB	right
now	RB	now
there's	RB	there's
other	JJ	other
dozens	NNS	dozen
of	IN	of
students	NNS	student
who	WP	who
remain	VVP	remain
here	RB	here
and	CC	and
there's	RB	there's
lots	NNS	lot
of	IN	of
tension	NN	tension
where	WRB	where
we	PP	we
are	VBP	be
right	RB	right
now	RB	now
yeah	RB	yeah
today's	JJ	today's
an	DT	an
end	NN	end
since	IN	since
April	NP	April
17th	JJ	17th
since	IN	since
those	DT	those
arrests	NNS	arrest
at	IN	at
Colombia	NP	Colombia
University	NP	University
I	PP	I
believe	VVP	believe
that	DT	that
something	NN	something
like	IN	like
at	IN	at
least	JJS	least
900	CD	@card@
students	NNS	student
have	VHP	have
been	VBN	be
arrested	VVN	arrest
at	IN	at
universities	NNS	university
around	IN	around
the	DT	the
United	NP	United
States	NPS	States
Colombia	NP	Colombia
is	VBZ	be
one	CD	one
if	IN	if
not	RB	not
the	DT	the
first	JJ	first
US	NP	US
University	NP	University
which	WDT	which
saw	VVD	see
protests	NNS	protest
against	IN	against
Israel's	NP	Israel's
war	NN	war
on	IN	on
Gaza	NP	Gaza
and	CC	and
it	PP	it
really	RB	really
has	VHZ	have
inspired	VVN	inspire
demonstrations	NNS	demonstration
around	IN	around
the	DT	the
country	NN	country
at	IN	at
universities	NNS	university
around	IN	around
the	DT	the
country	NN	country
hasn't	VVD	hasn't
it	PP	it
certainly	RB	certainly
this	DT	this
is	VBZ	be
the	DT	the
University	NN	university
that	IN/that	that
in	IN	in
way	NN	way
inspired	VVD	inspire
a	DT	a
movement	NN	movement
throughout	IN	throughout
the	DT	the
country	NN	country
there's	RB	there's
a	DT	a
long	JJ	long
tradition	NN	tradition
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
from	IN	from
carrying	VVG	carry
out	RP	out
what	WP	what
they	PP	they
call	VVP	call
Civil	JJ	civil
Disobedience	NN	disobedience
protest	NN	protest
Colombia	NP	Colombia
University	NP	University
has	VHZ	have
been	VBN	be
and	CC	and
back	RB	back
in	IN	in
the	DT	the
1960s	NNS	1960s
students	NNS	student
did	VVD	do
exactly	RB	exactly
the	DT	the
same	JJ	same
thing	NN	thing
that	WDT	that
happened	VVD	happen
here	RB	here
on	IN	on
Monday	NP	Monday
evening	NN	evening
they	PP	they
took	VVD	take
over	IN	over
Hamilton	NP	Hamilton
Hall	NP	Hall
to	TO	to
protest	VV	protest
the	DT	the
Vietnam	NP	Vietnam
War	NP	War
they	PP	they
were	VBD	be
also	RB	also
arrested	VVN	arrest
and	CC	and
that's	NNS	that's
what	WP	what
many	RB	many
believe	VVP	believe
that	WDT	that
is	VBZ	be
going	VVG	go
to	TO	to
happen	VV	happen
tonight	NN	tonight
as	IN	as
the	DT	the
police	NN	police
is	VBZ	be
moving	VVG	move
in	IN	in
into	IN	into
the	DT	the
building	NN	building
but	CC	but
what	WP	what
is	VBZ	be
happening	VVG	happen
here	RB	here
in	IN	in
Colombia	NP	Colombia
is	VBZ	be
what	WP	what
inspired	VVD	inspire
what	WP	what
is	VBZ	be
happening	VVG	happen
all	DT	all
around	IN	around
the	DT	the
country	NN	country
we've	NN	we've
seen	VVN	see
protest	NN	protest
in	IN	in
California	NP	California
in	IN	in
Texas	NP	Texas
and	CC	and
so	RB	so
in	IN	in
many	JJ	many
many	JJ	many
other	JJ	other
places	NNS	place
across	IN	across
the	DT	the
country	NN	country
and	CC	and
the	DT	the
students	NNS	student
here	RB	here
say	VVP	say
that	IN/that	that
even	RB	even
though	RB	though
if	IN	if
they	PP	they
are	VBP	be
arrested	VVN	arrest
or	CC	or
if	IN	if
the	DT	the
people	NNS	people
inside	RB	inside
are	VBP	be
arrested	VVN	arrest
they	PP	they
will	MD	will
continue	VV	continue
with	IN	with
this	DT	this
movement	NN	movement
as	IN	as
I	PP	I
said	VVD	say
before	IN	before
