<video_id>nAnRVILpjLc</video_id>	JJ	<video_id>nAnRVILpjLc</video_id>
the	DT	the
true	JJ	true
makers	NNS	maker
of	IN	of
Victory	NP	Victory
who	WP	who
are	VBP	be
standing	VVG	stand
in	IN	in
the	DT	the
face	NN	face
of	IN	of
killing	VVG	kill
by	IN	by
bombardment	NN	bombardment
starvation	NN	starvation
and	CC	and
thirst	NN	thirst
verses	NNS	verse
of	IN	of
the	DT	the
Quran	NP	Quran
has	VHZ	have
warned	VVN	warn
us	PP	us
that	IN/that	that
such	JJ	such
um	NNS	um
that	IN/that	that
such	JJ	such
conditions	NNS	condition
we	PP	we
might	MD	might
encounter	VV	encounter
we	PP	we
are	VBP	be
all	RB	all
to	TO	to
Allah	NP	Allah
and	CC	and
to	TO	to
Allah	NP	Allah
we	PP	we
shall	MD	shall
return	VV	return
prayers	NNS	prayer
from	IN	from
Allah	NP	Allah
are	VBP	be
upon	IN	upon
such	JJ	such
people	NNS	people
so	IN	so
prayers	NNS	prayer
of	IN	of
Allah	NP	Allah
on	IN	on
this	DT	this
patient	JJ	patient
people	NNS	people
and	CC	and
these	DT	these
fighting	VVG	fight
forces	NNS	force
and	CC	and
the	DT	the
heroes	NNS	hero
of	IN	of
alasam	NP	alasam
and	CC	and
Sara	NP	Sara
fighters	NNS	fighter
on	IN	on
the	DT	the
rock	NN	rock
of	IN	of
these	DT	these
people	NNS	people
the	DT	the
plans	NNS	plan
will	MD	will
fall	VV	fall
and	CC	and
be	VB	be
destroyed	VVN	destroy
the	DT	the
plans	NNS	plan
and	CC	and
the	DT	the
plus	NN	plus
of	IN	of
the	DT	the
occupation	NN	occupation
that	IN/that	that
Target	NP	Target
our	PP$	our
land	NN	land
and	CC	and
our	PP$	our
people	NNS	people
I	PP	I
Leave	VV	leave
You	PP	you
with	IN	with
video	NN	video
and	CC	and
images	NNS	image
of	IN	of
the	DT	the
pride	NN	pride
as	IN	as
our	PP$	our
Fighters	NNS	fighter
are	VBP	be
demonstrating	VVG	demonstrate
in	IN	in
Gaza	NP	Gaza
and	CC	and
after	IN	after
that	IN/that	that
we	PP	we
shall	MD	shall
[Music]	NN	[Music]
continue	VV	continue
away	RP	away
these	DT	these
These	DT	these
Are	VBP	be
The	DT	the
Killers	NNS	killer
who	WP	who
are	VBP	be
being	VBG	be
killed	VVN	kill
and	CC	and
slaughtered	VVN	slaughter
on	IN	on
the	DT	the
land	NN	land
of	IN	of
Gaza	NP	Gaza
these	DT	these
are	VBP	be
the	DT	the
women	NNS	woman
and	CC	and
killers	NNS	killer
of	IN	of
women	NNS	woman
and	CC	and
children	NNS	child
destroying	VVG	destroy
hospitals	NNS	hospital
churches	NNS	church
and	CC	and
schools	NNS	school
these	DT	these
people	NNS	people
who	WP	who
whom	WP	whom
the	DT	the
Sands	NPS	Sands
of	IN	of
Gaza	NP	Gaza
would	MD	would
swallow	VV	swallow
as	IN	as
it	PP	it
has	VHZ	have
swallowed	VVN	swallow
um	RB	um
all	DT	all
Invaders	NNS	invader
so	IN	so
greetings	NNS	greeting
and	CC	and
salute	NN	salute
to	TO	to
Gaza	NP	Gaza
and	CC	and
its	PP$	its
people	NNS	people
and	CC	and
salute	NN	salute
to	TO	to
our	PP$	our
Brave	JJ	brave
resistance	NN	resistance
onto	IN	onto
the	DT	the
entire	JJ	entire
Gaza	NP	Gaza
Strip	NP	Strip
especially	RB	especially
Mr	NP	Mr
Yahya	NP	Yahya
war	NN	war
and	CC	and
salute	NN	salute
to	TO	to
the	DT	the
leadership	NN	leadership
of	IN	of
the	DT	the
resistance	NN	resistance
especially	RB	especially
Mr	NP	Mr
Muhammad	NP	Muhammad
Al	NP	Al
and	CC	and
to	TO	to
all	PDT	all
the	DT	the
leadership	NN	leadership
of	IN	of
resistance	NN	resistance
and	CC	and
fighters	NNS	fighter
in	IN	in
Gaza	NP	Gaza
as	IN	as
the	DT	the
Nazi	JJ	Nazi
occupation	NN	occupation
continues	VVZ	continue
its	PP$	its
aggression	NN	aggression
against	IN	against
our	PP$	our
people	NNS	people
for	IN	for
the	DT	the
73rd	NP	73rd
day	NN	day
is	VBZ	be
they	PP	they
have	VHP	have
intensified	VVN	intensify
committing	VVG	commit
massacr	NN	massacr
against	IN	against
unarmed	JJ	unarmed
civilians	NNS	civilian
displaced	VVD	displace
people	NNS	people
hospitals	NNS	hospital
and	CC	and
the	DT	the
injured	VVN	injure
with	IN	with
an	DT	an
American	JJ	American
Support	NN	support
weapon	NN	weapon
and	CC	and
coverage	NN	coverage
as	IN	as
the	DT	the
scale	NN	scale
of	IN	of
horrendous	JJ	horrendous
massacres	NNS	massacre
committed	VVN	commit
by	IN	by
the	DT	the
um	JJ	um
occupations	NNS	occupation
military	JJ	military
in	IN	in
and	CC	and
in	IN	in
the	DT	the
vicinity	NN	vicinity
of	IN	of
Kamal	NP	Kamal
adwan	NP	adwan
hospital	NN	hospital
and	CC	and
their	PP$	their
crime	NN	crime
of	IN	of
killing	VVG	kill
and	CC	and
bulldozing	VVG	bulldoze
um	JJ	um
uh	UH	uh
bu	NN	bu
bulldozing	VVG	bulldoze
injured	JJ	injured
people	NNS	people
while	IN	while
they	PP	they
are	VBP	be
still	RB	still
alive	JJ	alive
and	CC	and
the	DT	the
new	JJ	new
Nazis	NNS	Nazi
have	VHP	have
committed	VVN	commit
another	DT	another
massacre	NN	massacre
in	IN	in
jabalia	NN	jabalia
against	IN	against
unarmed	JJ	unarmed
civilians	NNS	civilian
and	CC	and
a	DT	a
massacre	NN	massacre
against	IN	against
the	DT	the
family	NN	family
of	IN	of
Alor	NP	Alor
and	CC	and
alwan	NP	Alwan
in	IN	in
jabalia	NN	jabalia
downtown	NN	downtown
110	CD	@card@
people	NNS	people
were	VBD	be
killed	VVN	kill
including	VVG	include
50	CD	@card@
Children	NNS	child
and	CC	and
dozens	NNS	dozen
of	IN	of
misplaced	VVN	misplace
people	NNS	people
and	CC	and
this	DT	this
people	NNS	people
have	VHP	have
barbar	NN	barbar
have	VHP	have
attacked	VVN	attack
in	IN	in
a	DT	a
barbaric	JJ	barbaric
fashion	NN	fashion
the	DT	the
entrance	NN	entrance
of	IN	of
alifa	NP	alifa
Hospital	NP	Hospital
killing	VVG	kill
and	CC	and
attacking	VVG	attack
children	NNS	child
and	CC	and
women	NNS	woman
uninjured	JJ	uninjured
as	IN	as
26	CD	@card@
people	NNS	people
have	VHP	have
been	VBN	be
killed	VVN	kill
from	IN	from
displaced	VVN	displace
people	NNS	people
in	IN	in
the	DT	the
hospital	NN	hospital
this	DT	this
occupation	NN	occupation
continues	VVZ	continue
to	TO	to
bombard	VV	bombard
besiege	VV	besiege
and	CC	and
destroys	VVZ	destroy
the	DT	the
schools	NNS	school
that	WDT	that
hosts	VVZ	host
um	JJ	um
hundreds	NNS	hundred
of	IN	of
thousands	NNS	thousand
of	IN	of
displaced	VVN	displace
people	NNS	people
and	CC	and
revealing	VVG	reveal
its	PP$	its
lies	NNS	lie
talking	VVG	talk
about	IN	about
safe	JJ	safe
zones	NNS	zone
in	IN	in
Gaza	NP	Gaza
in	IN	in
73	CD	@card@
days	NNS	day
in	IN	in
73	CD	@card@
days	NNS	day
this	DT	this
occupation	NN	occupation
has	VHZ	have
destroyed	VVN	destroy
all	PDT	all
the	DT	the
hospitals	NNS	hospital
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
which	WDT	which
are	VBP	be
supposed	VVN	suppose
to	TO	to
be	VB	be
the	DT	the
source	NN	source
of	IN	of
survival	NN	survival
for	IN	for
more	JJR	more
than	IN	than
2	CD	@card@
million	CD	million
Palestinians	NPS	Palestinians
rendering	VVG	render
them	PP	them
out	RP	out
of	IN	of
service	NN	service
they	PP	they
continue	VVP	continue
to	TO	to
bombard	VV	bombard
and	CC	and
besiege	VV	besiege
and	CC	and
Destroy	VV	destroy
its	PP$	its
infrastructure	NN	infrastructure
arresting	VVG	arrest
the	DT	the
medical	JJ	medical
staff	NN	staff
interrogating	VVG	interrogate
them	PP	them
under	IN	under
torture	NN	torture
and	CC	and
starvation	NN	starvation
as	IN	as
as	RB	as
38	CD	@card@
as	IN	as
38	CD	@card@
medical	JJ	medical
staff	NN	staff
including	VVG	include
Muhammad	NP	Muhammad
Abu	NP	Abu
s	VVZ	s
the	DT	the
director	NN	director
of	IN	of
Al	NP	Al
shifa	NP	Shifa
Hospital	NP	Hospital
who	WP	who
are	VBP	be
still	RB	still
under	IN	under
arrest	NN	arrest
during	IN	during
73	CD	@card@
days	NNS	day
of	IN	of
this	DT	this
aggression	NN	aggression
approximately	RB	approximately
19,000	CD	@card@
people	NNS	people
have	VHP	have
been	VBN	be
killed	VVN	kill
and	CC	and
more	JJR	more
than	IN	than
52,000	CD	@card@
injured	JJ	injured
including	VVG	include
women	NNS	woman
and	CC	and
children	NNS	child
destroying	VVG	destroy
all	DT	all
all	PDT	all
all	DT	all
amenities	NNS	amenity
and	CC	and
infrastructure	NN	infrastructure
and	CC	and
this	DT	this
Nazi	JJ	Nazi
occupation	NN	occupation
still	RB	still
arrests	VVZ	arrest
hundreds	NNS	hundred
of	IN	of
our	PP$	our
people	NNS	people
including	VVG	include
women	NNS	woman
subjecting	VVG	subject
them	PP	them
to	TO	to
barbaric	JJ	barbaric
uh	UH	uh
torture	NN	torture
and	CC	and
many	JJ	many
others	NNS	other
are	VBP	be
still	RB	still
under	IN	under
arrest	NN	arrest
near	IN	near
the	DT	the
shba	NN	shba
and	CC	and
near	IN	near
Jerusalem	NP	Jerusalem
the	DT	the
occupation	NN	occupation
through	IN	through
all	PDT	all
this	DT	this
wants	VVZ	want
to	TO	to
make	VV	make
Gaza	NP	Gaza
an	DT	an
uh	UH	uh
unlivable	JJ	unlivable
Place	NN	place
Paving	VVG	pave
the	DT	the
way	NN	way
for	IN	for
displacement	NN	displacement
and	CC	and
emptying	VVG	empty
and	CC	and
evacuating	VVG	evacuate
the	DT	the
Gaza	NP	Gaza
STP	NP	STP
and	CC	and
but	RB	but
we	PP	we
say	VVP	say
to	TO	to
Israel	NP	Israel
and	CC	and
its	PP$	its
supporters	NNS	supporter
their	PP$	their
recent	JJ	recent
visitor	NN	visitor
the	DT	the
US	NP	US
Secretary	NP	Secretary
of	IN	of
Defense	NP	Defense
this	DT	this
will	MD	will
not	RB	not
happen	VV	happen
as	IN	as
the	DT	the
prime	JJ	prime
minister	NN	minister
of	IN	of
the	DT	the
enemy	NN	enemy
is	VBZ	be
seeking	VVG	seek
advice	NN	advice
based	VVN	base
on	IN	on
the	DT	the
um	JJ	um
War	NP	War
experience	NN	experience
of	IN	of
the	DT	the
US	NP	US
Secretary	NP	Secretary
of	IN	of
Defense	NP	Defense
we	PP	we
are	VBP	be
asking	VVG	ask
what	WP	what
kind	NN	kind
of	IN	of
experience	NN	experience
The	DT	the
American	NP	American
Secretary	NP	Secretary
of	IN	of
Defense	NP	Defense
are	VBP	be
we	PP	we
talking	VVG	talk
about	IN	about
the	DT	the
victories	NNS	victory
in	IN	in
Vietnam	NP	Vietnam
or	CC	or
their	PP$	their
victory	NN	victory
in	IN	in
Afghanistan	NP	Afghanistan
after	IN	after
20	CD	@card@
years	NNS	year
the	DT	the
only	JJ	only
experience	NN	experience
shared	VVN	share
by	IN	by
the	DT	the
US	NP	US
to	TO	to
this	DT	this
Nazi	JJ	Nazi
army	NN	army
is	VBZ	be
killing	VVG	kill
women	NNS	woman
and	CC	and
children	NNS	child
and	CC	and
this	DT	this
destroying	VVG	destroy
houses	NNS	house
hospitals	NNS	hospital
and	CC	and
schools	NNS	school
our	PP$	our
people	NNS	people
will	MD	will
remain	VV	remain
on	IN	on
their	PP$	their
land	NN	land
because	IN	because
simply	RB	simply
they	PP	they
are	VBP	be
the	DT	the
owners	NNS	owner
of	IN	of
the	DT	the
land	NN	land
and	CC	and
they	PP	they
are	VBP	be
the	DT	the
rightful	JJ	rightful
people	NNS	people
of	IN	of
the	DT	the
land	NN	land
and	CC	and
and	CC	and
the	DT	the
displacement	NN	displacement
of	IN	of
people	NNS	people
is	VBZ	be
a	DT	a
culture	NN	culture
is	VBZ	be
a	DT	a
culture	NN	culture
of	IN	of
this	DT	this
entity	NN	entity
of	IN	of
this	DT	this
entity	NN	entity
that	WDT	that
was	VBD	be
formed	VVN	form
by	IN	by
importing	VVG	import
people	NNS	people
from	IN	from
all	DT	all
around	IN	around
the	DT	the
world	NN	world
making	VVG	make
them	PP	them
and	CC	and
planting	VVG	plant
them	PP	them
in	IN	in
a	DT	a
land	NN	land
that	IN/that	that
doesn't	NP	doesn't
belong	VV	belong
to	TO	to
them	PP	them
and	CC	and
now	RB	now
there	EX	there
is	VBZ	be
a	DT	a
reverse	JJ	reverse
migration	NN	migration
as	IN	as
these	DT	these
people	NNS	people
have	VHP	have
started	VVN	start
to	TO	to
return	VV	return
to	TO	to
their	PP$	their
original	JJ	original
homes	NNS	home
as	IN	as
hundreds	NNS	hundred
of	IN	of
thousands	NNS	thousand
of	IN	of
zionists	NNS	Zionist
have	VHP	have
started	VVN	start
after	IN	after
Al	NP	Al
AA	NN	aa
flood	NN	flood
and	CC	and
imposing	VVG	impose
such	PDT	such
an	DT	an
experience	NN	experience
on	IN	on
our	PP$	our
Palestinian	JJ	Palestinian
people	NNS	people
is	VBZ	be
a	DT	a
Folly	NN	folly
and	CC	and
a	DT	a
stupid	JJ	stupid
inference	NN	inference
they	PP	they
haven't	VVD	haven't
considered	VVN	consider
any	DT	any
difference	NN	difference
between	IN	between
us	PP	us
and	CC	and
them	PP	them
we	PP	we
are	VBP	be
the	DT	the
owners	NNS	owner
of	IN	of
this	DT	this
land	NN	land
for	IN	for
thousands	NNS	thousand
of	IN	of
years	NNS	year
they	PP	they
are	VBP	be
the	DT	the
incoming	JJ	incoming
people	NNS	people
they	PP	they
are	VBP	be
being	VBG	be
imposed	VVN	impose
on	IN	on
on	IN	on
our	PP$	our
land	NN	land
we	PP	we
are	VBP	be
monitoring	VVG	monitor
their	PP$	their
reverse	JJ	reverse
migration	NN	migration
through	IN	through
elat	NP	elat
and	CC	and
akaba	NP	akaba
Port	NP	Port
returning	VVG	return
to	TO	to
the	DT	the
various	JJ	various
cities	NNS	city
of	IN	of
the	DT	the
world	NN	world
where	WRB	where
they	PP	they
came	VVD	come
from	IN	from
this	DT	this
Nazi	JJ	Nazi
aggression	NN	aggression
wasn't	NN	wasn't
limited	VVN	limit
to	TO	to
the	DT	the
Gaza	NP	Gaza
STP	NP	STP
however	RB	however
they	PP	they
have	VHP	have
extended	VVN	extend
such	JJ	such
aggression	NN	aggression
to	TO	to
all	DT	all
the	DT	the
cities	NNS	city
and	CC	and
towns	NNS	town
of	IN	of
the	DT	the
West	NP	West
Bank	NP	Bank
and	CC	and
Jerusalem	NP	Jerusalem
through	IN	through
incursions	NNS	incursion
invasions	NNS	invasion
and	CC	and
dding	NN	dding
lands	NNS	land
and	CC	and
targeting	VVG	target
the	DT	the
occcupation	NN	occcupation
of	IN	of
the	DT	the
resistance	NN	resistance
as	IN	as
the	DT	the
number	NN	number
of	IN	of
those	DT	those
people	NNS	people
arrest	NN	arrest
since	IN	since
the	DT	the
7th	JJ	7th
of	IN	of
October	NP	October
amounts	VVZ	amount
to	TO	to
to	TO	to
4,575	CD	@card@
Citizens	NNS	citizen
as	IN	as
300	CD	@card@
were	VBD	be
killed	VVN	kill
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
this	DT	this
is	VBZ	be
a	DT	a
clear	JJ	clear
message	NN	message
to	TO	to
those	DT	those
who	WP	who
waged	VVD	wage
on	IN	on
settlement	NN	settlement
those	DT	those
who	WP	who
waged	VVD	wage
on	IN	on
peace	NN	peace
to	TO	to
be	VB	be
made	VVN	make
by	IN	by
this	DT	this
criminal	JJ	criminal
enemy	NN	enemy
unfortunately	RB	unfortunately
I	PP	I
and	CC	and
it's	NNS	it's
unfortunate	NN	unfortunate
that	IN/that	that
some	DT	some
still	RB	still
bet	VVN	bet
on	IN	on
this	DT	this
before	IN	before
this	DT	this
magnitude	NN	magnitude
and	CC	and
scale	NN	scale
of	IN	of
massacres	NNS	massacre
and	CC	and
destruction	NN	destruction
in	IN	in
Gaza	NP	Gaza
with	IN	with
starvation	NN	starvation
and	CC	and
genocide	NN	genocide
being	VBG	be
perpetrated	VVN	perpetrate
before	IN	before
the	DT	the
eyes	NNS	eye
of	IN	of
the	DT	the
entire	JJ	entire
world	NN	world
we	PP	we
would	MD	would
like	VV	like
to	TO	to
confirm	VV	confirm
the	DT	the
following	NN	following
that	IN/that	that
these	DT	these
crimes	NNS	crime
and	CC	and
horrendous	JJ	horrendous
massacres	NNS	massacre
are	VBP	be
committed	VVN	commit
by	IN	by
the	DT	the
Nazi	JJ	Nazi
occupation	NN	occupation
forces	NNS	force
with	IN	with
full	JJ	full
American	JJ	American
Support	NN	support
making	VVG	make
the	DT	the
American	NP	American
Administration	NP	Administration
and	CC	and
its	PP$	its
president	NN	president
by	IN	by
a	DT	a
primary	JJ	primary
partner	NN	partner
in	IN	in
uh	UH	uh
shedding	VVG	shed
our	PP$	our
Palestinian	JJ	Palestinian
blood	NN	blood
killing	VVG	kill
our	PP$	our
children	NNS	child
and	CC	and
women	NNS	woman
and	CC	and
destroying	VVG	destroy
all	DT	all
pillars	NNS	pillar
of	IN	of
livelihood	NN	livelihood
in	IN	in
Gaza	NP	Gaza
and	CC	and
this	DT	this
partnership	NN	partnership
have	VH	have
consequences	NNS	consequence
in	IN	in
accountability	NN	accountability
this	DT	this
Nazi	JJ	Nazi
military	NN	military
is	VBZ	be
targeting	VVG	target
only	RB	only
unarmed	JJ	unarmed
civilians	NNS	civilian
systematically	RB	systematically
and	CC	and
deliberately	RB	deliberately
without	IN	without
any	DT	any
dis	NNS	dis
discrimination	NN	discrimination
indiscriminately	RB	indiscriminately
uh	UH	uh
75%	CD	@card@
of	IN	of
the	DT	the
people	NNS	people
killed	VVN	kill
or	CC	or
injured	VVN	injure
or	CC	or
injured	VVN	injure
are	VBP	be
women	NNS	woman
children	NNS	child
this	DT	this
occupation	NN	occupation
has	VHZ	have
killed	VVN	kill
over	IN	over
the	DT	the
past	JJ	past
two	CD	two
days	NNS	day
two	CD	two
Christian	JJ	Christian
ladies	NNS	lady
in	IN	in
the	DT	the
monastery	NN	monastery
in	IN	in
Gaza	NP	Gaza
and	CC	and
have	VHP	have
killed	VVN	kill
a	DT	a
French	JJ	French
Palestinian	JJ	Palestinian
Diplomat	NN	diplomat
by	IN	by
targeting	VVG	target
his	PP$	his
house	NN	house
in	IN	in
Gaza	NP	Gaza
City	NP	City
may	MD	may
Allah	NP	Allah
bless	VV	bless
their	PP$	their
souls	NNS	soul
second	JJ	second
we	PP	we
call	VVP	call
upon	IN	upon
the	DT	the
United	NP	United
Nations	NPS	Nations
and	CC	and
Mr	NP	Mr
gues	VVZ	gues
the	DT	the
Secretary	NP	Secretary
General	NP	General
to	TO	to
shoulder	VV	shoulder
their	PP$	their
responsibility	NN	responsibility
and	CC	and
continue	VV	continue
to	TO	to
exercise	VV	exercise
all	DT	all
pressure	NN	pressure
to	TO	to
stop	VV	stop
this	DT	this
aggression	NN	aggression
and	CC	and
the	DT	the
Nazi	JJ	Nazi
crimes	NNS	crime
committed	VVN	commit
against	IN	against
our	PP$	our
people	NNS	people
and	CC	and
to	TO	to
work	VV	work
with	IN	with
the	DT	the
countries	NNS	country
rejecting	VVG	reject
this	DT	this
agression	NN	agression
to	TO	to
exercise	VV	exercise
pressure	NN	pressure
against	IN	against
the	DT	the
US	NP	US
preventing	VVG	prevent
the	DT	the
US	NP	US
from	IN	from
using	VVG	use
their	PP$	their
veto	NN	veto
in	IN	in
the	DT	the
security	NN	security
Council	NN	council
third	JJ	third
the	DT	the
United	NP	United
Nations	NPS	Nations
and	CC	and
all	PDT	all
the	DT	the
humanitarian	JJ	humanitarian
organizations	NNS	organization
around	IN	around
the	DT	the
world	NN	world
they	PP	they
need	VVP	need
to	TO	to
move	VV	move
rather	RB	rather
quickly	RB	quickly
to	TO	to
pressure	VV	pressure
to	TO	to
pressure	VV	pressure
the	DT	the
occupation	NN	occupation
to	TO	to
reveal	VV	reveal
the	DT	the
fate	NN	fate
of	IN	of
the	DT	the
people	NNS	people
who	WP	who
have	VHP	have
been	VBN	be
kidnapped	VVN	kidnap
from	IN	from
Gaza	NP	Gaza
and	CC	and
to	TO	to
release	VV	release
them	PP	them
immediately	RB	immediately
and	CC	and
we	PP	we
on	IN	on
our	PP$	our
part	NN	part
we	PP	we
hold	VVP	hold
the	DT	the
occupation	NN	occupation
responsible	JJ	responsible
for	IN	for
their	PP$	their
safety	NN	safety
and	CC	and
their	PP$	their
lives	NNS	life
fourth	JJ	fourth
we	PP	we
reiterate	VVP	reiterate
our	PP$	our
call	NN	call
to	TO	to
the	DT	the
leaders	NNS	leader
of	IN	of
Arab	JJ	Arab
and	CC	and
Muslim	JJ	Muslim
Muslim	JJ	Muslim
countries	NNS	country
to	TO	to
break	VV	break
the	DT	the
US	NP	US
Israeli	JJ	Israeli
veto	NN	veto
and	CC	and
head	NN	head
towards	IN	towards
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
with	IN	with
delegations	NNS	delegation
for	IN	for
official	JJ	official
delegations	NNS	delegation
carrying	VVG	carry
with	IN	with
them	PP	them
all	PDT	all
the	DT	the
aid	NN	aid
needed	VVN	need
and	CC	and
saving	VVG	save
the	DT	the
lives	NNS	life
of	IN	of
more	JJR	more
than	IN	than
2	CD	@card@
million	CD	million
Palestinian	JJ	Palestinian
people	NNS	people
who	WP	who
are	VBP	be
being	VBG	be
killed	VVN	kill
by	IN	by
starvation	NN	starvation
and	CC	and
now	RB	now
they	PP	they
are	VBP	be
without	IN	without
any	DT	any
shelter	NN	shelter
without	IN	without
medication	NN	medication
without	IN	without
medicines	NNS	medicine
forth	IN	forth
the	DT	the
occupation	NN	occupation
has	VHZ	have
failed	VVN	fail
has	VHZ	have
failed	VVN	fail
to	TO	to
accomplish	VV	accomplish
any	DT	any
of	IN	of
its	PP$	its
objectives	NNS	objective
in	IN	in
Gaza	NP	Gaza
and	CC	and
Publishing	NP	Publishing
images	NNS	image
of	IN	of
discovering	VVG	discover
a	DT	a
very	RB	very
long	JJ	long
tunnel	NN	tunnel
of	IN	of
alasam	NN	alasam
Brigade	NN	brigade
after	IN	after
72	CD	@card@
days	NNS	day
of	IN	of
aggression	NN	aggression
is	VBZ	be
quiet	JJ	quiet
too	RB	too
late	RB	late
as	IN	as
the	DT	the
mission	NN	mission
has	VHZ	have
been	VBN	be
performed	VVN	perform
which	WDT	which
we	PP	we
which	WDT	which
we	PP	we
intended	VVD	intend
from	IN	from
this	DT	this
tunnel	NN	tunnel
and	CC	and
Publishing	NP	Publishing
such	JJ	such
images	NNS	image
only	RB	only
an	DT	an
attempt	NN	attempt
to	TO	to
cover	VV	cover
their	PP$	their
failure	NN	failure
on	IN	on
the	DT	the
7th	JJ	7th
of	IN	of
October	NP	October
and	CC	and
their	PP$	their
big	JJ	big
losses	NNS	loss
among	IN	among
their	PP$	their
troops	NNS	troop
and	CC	and
military	JJ	military
equipment	NN	equipment
which	WDT	which
will	MD	will
continue	VV	continue
to	TO	to
increase	VV	increase
as	RB	as
long	RB	long
as	IN	as
they	PP	they
continue	VVP	continue
their	PP$	their
aggression	NN	aggression
in	IN	in
this	DT	this
context	NN	context
we	PP	we
would	MD	would
like	VV	like
to	TO	to
confirm	VV	confirm
the	DT	the
following	NN	following
that	IN/that	that
the	DT	the
Palestinian	JJ	Palestinian
resistance	NN	resistance
especially	RB	especially
alasam	NN	alasam
brigades	NNS	brigade
still	RB	still
manage	VVP	manage
this	DT	this
battle	NN	battle
with	IN	with
responsibility	NN	responsibility
and	CC	and
with	IN	with
a	DT	a
capability	NN	capability
encountering	VVG	encounter
and	CC	and
engaging	VVG	engage
With	IN	with
the	DT	the
Enemy	NN	enemy
from	IN	from
close	JJ	close
range	NN	range
and	CC	and
our	PP$	our
missiles	NNS	missile
are	VBP	be
reaching	VVG	reach
the	DT	the
depth	NN	depth
of	IN	of
the	DT	the
Israeli	JJ	Israeli
um	JJ	um
State	NN	state
we	PP	we
also	RB	also
confirm	VVP	confirm
that	IN/that	that
that	DT	that
our	PP$	our
people	NNS	people
steadfastness	NN	steadfastness
on	IN	on
their	PP$	their
land	NN	land
and	CC	and
the	DT	the
continued	JJ	continued
strikes	NNS	strike
against	IN	against
the	DT	the
occupations	NNS	occupation
occupations	NNS	occupation
troops	NNS	troop
and	CC	and
their	PP$	their
equipment	NN	equipment
will	MD	will
lead	VV	lead
to	TO	to
the	DT	the
failure	NN	failure
of	IN	of
their	PP$	their
attempts	NNS	attempt
and	CC	and
plans	VVZ	plan
to	TO	to
displace	VV	displace
people	NNS	people
also	RB	also
we	PP	we
would	MD	would
like	VV	like
to	TO	to
confirm	VV	confirm
that	IN/that	that
the	DT	the
US	NP	US
continued	VVD	continue
continued	JJ	continued
accusation	NN	accusation
against	IN	against
alasam	NN	alasam
that	IN/that	that
we	PP	we
have	VHP	have
been	VBN	be
the	DT	the
reason	NN	reason
for	IN	for
foiling	VVG	foil
the	DT	the
