<video_id>U7GCjapPsHA</video_id>	JJ	<video_id>U7GCjapPsHA</video_id>
tensions	NNS	tension
that	IN/that	that
you're	NN	you're
seeing	VVG	see
in	IN	in
those	DT	those
pictures	NNS	picture
that's	NNS	that's
certainly	RB	certainly
a	DT	a
step	NN	step
up	RP	up
from	IN	from
what	WDT	what
we've	NN	we've
been	VBN	be
seeing	VVG	see
in	IN	in
the	DT	the
last	JJ	last
few	JJ	few
weeks	NNS	week
Anger	NP	Anger
from	IN	from
the	DT	the
side	NN	side
of	IN	of
the	DT	the
protesters	NNS	protester
Anger	NP	Anger
from	IN	from
the	DT	the
sides	NNS	side
of	IN	of
the	DT	the
families	NNS	family
at	IN	at
the	DT	the
stalemate	NN	stalemate
they	PP	they
feel	VV	feel
uh	UH	uh
that	IN/that	that
there's	RB	there's
not	RB	not
they're	JJ	they're
not	RB	not
getting	VVG	get
anywhere	RB	anywhere
with	IN	with
this	DT	this
war	NN	war
some	DT	some
of	IN	of
the	DT	the
families	NNS	family
have	VHP	have
also	RB	also
been	VBN	be
speaking	VVG	speak
on	IN	on
public	JJ	public
TV	NN	TV
saying	VVG	say
that	IN/that	that
they	PP	they
were	VBD	be
told	VVN	tell
by	IN	by
the	DT	the
Israeli	JJ	Israeli
military	NN	military
that	IN/that	that
they	PP	they
had	VHD	have
finished	VVN	finish
in	IN	in
the	DT	the
north	NN	north
of	IN	of
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
that	IN/that	that
they'd	NNS	they'd
eliminated	VVD	eliminate
Hamas	NN	Hamas
and	CC	and
the	DT	the
fighters	NNS	fighter
and	CC	and
the	DT	the
commander	NN	commander
commanders	NNS	commander
rather	RB	rather
in	IN	in
fact	NN	fact
in	IN	in
the	DT	the
north	NN	north
and	CC	and
that's	NNS	that's
why	WRB	why
they	PP	they
moved	VVD	move
on	IN	on
to	TO	to
the	DT	the
center	NN	center
of	IN	of
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
and	CC	and
then	RB	then
onto	IN	onto
the	DT	the
South	NP	South
and	CC	and
Rafa	NP	Rafa
well	RB	well
there	RB	there
they	PP	they
are	VBP	be
again	RB	again
in	IN	in
jabalia	NN	jabalia
now	RB	now
today	NN	today
it's	NNS	it's
the	DT	the
14th	JJ	14th
or	CC	or
13th	JJ	13th
day	NN	day
even	VV	even
uh	UH	uh
since	IN	since
the	DT	the
Israeli	JJ	Israeli
troops	NNS	troop
have	VHP	have
returned	VVN	return
yes	UH	yes
they	PP	they
managed	VVD	manage
to	TO	to
retrieve	VV	retrieve
those	DT	those
three	CD	three
bodies	NNS	body
but	CC	but
the	DT	the
biggest	JJS	big
concern	NN	concern
the	DT	the
families	NNS	family
of	IN	of
those	DT	those
captives	NNS	captive
have	VHP	have
is	VBZ	be
that	IN/that	that
they	PP	they
will	MD	will
come	VV	come
back	RB	back
dead	JJ	dead
and	CC	and
that's	NNS	that's
their	PP$	their
biggest	JJS	big
worry	NN	worry
and	CC	and
on	IN	on
top	NN	top
of	IN	of
that	DT	that
just	JJ	just
today	NN	today
as	IN	as
well	RB	well
more	JJR	more
Rockets	NNS	rocket
coming	VVG	come
from	IN	from
Lebanon	NP	Lebanon
in	IN	in
the	DT	the
northern	JJ	northern
part	NN	part
of	IN	of
the	DT	the
country	NN	country
so	IN	so
a	DT	a
lot	NN	lot
of	IN	of
those	DT	those
families	NNS	family
or	CC	or
lot	NN	lot
of	IN	of
those	DT	those
hotels	NNS	hotel
in	IN	in
and	CC	and
around	IN	around
that	DT	that
square	NN	square
that	IN/that	that
you're	NNS	you're
seeing	VVG	see
are	VBP	be
housing	VVG	house
those	DT	those
that	WDT	that
to	TO	to
be	VB	be
forced	VVN	force
out	RP	out
of	IN	of
their	PP$	their
homes	NNS	home
from	IN	from
that	DT	that
northern	JJ	northern
border	NN	border
and	CC	and
from	IN	from
the	DT	the
border	NN	border
with	IN	with
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
and	CC	and
they're	JJ	they're
losing	VVG	lose
money	NN	money
they	PP	they
want	VVP	want
to	TO	to
go	VV	go
back	RB	back
to	TO	to
their	PP$	their
lives	NNS	life
and	CC	and
they're	NN	they're
seeing	VVG	see
no	DT	no
results	NNS	result
so	RB	so
far	RB	far
and	CC	and
that's	NNS	that's
why	WRB	why
they're	JJ	they're
angry	JJ	angry
but	CC	but
they're	NN	they're
also	RB	also
being	VBG	be
met	VVN	meet
by	IN	by
what	WP	what
seems	VVZ	seem
to	TO	to
be	VB	be
some	DT	some
form	NN	form
of	IN	of
Force	NP	Force
if	IN	if
you	PP	you
look	VVP	look
on	IN	on
social	JJ	social
media	NNS	medium
and	CC	and
if	IN	if
you	PP	you
look	VVP	look
at	IN	at
those	DT	those
that	WDT	that
are	VBP	be
speaking	VVG	speak
out	RP	out
they're	NN	they're
saying	VVG	say
that	IN/that	that
this	DT	this
kind	NN	kind
of	IN	of
force	NN	force
is	VBZ	be
absolutely	RB	absolutely
unnecessary	JJ	unnecessary
and	CC	and
they	PP	they
will	MD	will
continue	VV	continue
they	PP	they
say	VVP	say
to	TO	to
protest	VV	protest
until	IN	until
they	PP	they
see	VVP	see
those	DT	those
results	NNS	result
Tom	NP	Tom
yes	NN	yes
s	NN	S
you're	NN	you're
talking	VVG	talk
about	IN	about
tension	NN	tension
overflowing	VVG	overflow
into	IN	into
anger	NN	anger
the	DT	the
just	RB	just
the	DT	the
frustration	NN	frustration
after	IN	after
months	NNS	month
and	CC	and
months	NNS	month
of	IN	of
this	DT	this
war	NN	war
going	VVG	go
on	IN	on
with	IN	with
the	DT	the
Netanyahu	NP	Netanyahu
government	NN	government
the	DT	the
war	NN	war
cabinet	NN	cabinet
these	DT	these
protests	NNS	protest
are	VBP	be
obviously	RB	obviously
designed	VVN	design
to	TO	to
try	VV	try
and	CC	and
put	VV	put
as	IN	as
much	JJ	much
pressure	NN	pressure
on	IN	on
the	DT	the
Prime	NP	Prime
Minister	NP	Minister
and	CC	and
his	PP$	his
cabinet	NN	cabinet
as	IN	as
possible	JJ	possible
is	VBZ	be
there	RB	there
any	DT	any
sign	NN	sign
at	IN	at
this	DT	this
stage	NN	stage
that	IN/that	that
that	DT	that
pressure	NN	pressure
is	VBZ	be
actually	RB	actually
[Music]	JJ	[Music]
working	VVG	work
well	RB	well
well	RB	well
um	JJ	um
and	CC	and
I	PP	I
just	RB	just
keep	VVP	keep
looking	VVG	look
to	TO	to
the	DT	the
side	NN	side
because	IN	because
I'm	NP	I'm
looking	VVG	look
at	IN	at
the	DT	the
pictures	NNS	picture
as	IN	as
we	PP	we
speak	VVP	speak
but	CC	but
um	JJ	um
prime	JJ	prime
minister	NN	minister
Benjamin	NP	Benjamin
Netanyahu	NP	Netanyahu
uh	UH	uh
it	PP	it
seems	VVZ	seem
had	VHD	have
a	DT	a
meeting	NN	meeting
a	DT	a
few	JJ	few
days	NNS	day
ago	RB	ago
with	IN	with
some	DT	some
of	IN	of
those	DT	those
uh	UH	uh
that	WDT	that
are	VBP	be
in	IN	in
the	DT	the
know	VVP	know
on	IN	on
the	DT	the
negotiations	NNS	negotiation
and	CC	and
it	PP	it
seems	VVZ	seem
it	PP	it
was	VBD	be
a	DT	a
result	NN	result
of	IN	of
some	DT	some
of	IN	of
the	DT	the
pressure	NN	pressure
that	IN/that	that
the	DT	the
families	NNS	family
had	VHD	have
put	NN	put
on	IN	on
uh	UH	uh
the	DT	the
war	NN	war
cabinet	NN	cabinet
and	CC	and
that	DT	that
was	VBD	be
after	IN	after
they	PP	they
had	VHD	have
released	VVN	release
a	DT	a
video	NN	video
showing	VVG	show
five	CD	five
females	NNS	female
female	NN	female
soldiers	VVZ	soldier
uh	UH	uh
that	WDT	that
had	VHD	have
been	VBN	be
kidnapped	VVN	kidnap
and	CC	and
taken	VVN	take
across	RP	across
to	TO	to
Gaza	NP	Gaza
on	IN	on
October	NP	October
uh	UH	uh
the	DT	the
7th	JJ	7th
it	PP	it
was	VBD	be
very	RB	very
gory	JJ	gory
it	PP	it
was	VBD	be
quite	RB	quite
detailed	JJ	detailed
and	CC	and
in	IN	in
fact	NN	fact
today	NN	today
they've	NN	they've
been	VBN	be
uh	UH	uh
showing	VVG	show
that	IN/that	that
in	IN	in
front	NN	front
of	IN	of
the	DT	the
Kira	NP	Kira
that's	NNS	that's
the	DT	the
defense	NN	defense
Ministry	NP	Ministry
on	IN	on
a	DT	a
massive	JJ	massive
screen	NN	screen
and	CC	and
they	PP	they
said	VVD	say
that	IN/that	that
they	PP	they
had	VHD	have
hoped	VVN	hope
by	IN	by
showing	VVG	show
that	DT	that
video	NN	video
that	IN/that	that
it	PP	it
would	MD	would
put	VV	put
pressure	NN	pressure
on	IN	on
Netanyahu	NP	Netanyahu
and	CC	and
also	RB	also
on	IN	on
the	DT	the
government	NN	government
this	DT	this
at	IN	at
a	DT	a
time	NN	time
when	WRB	when
Israel	NP	Israel
is	VBZ	be
also	RB	also
facing	VVG	face
huge	JJ	huge
backlash	NN	backlash
obviously	RB	obviously
we	PP	we
saw	VVD	see
the	DT	the
icj	NN	icj
order	NN	order
yesterday	NN	yesterday
and	CC	and
then	RB	then
there's	RB	there's
also	RB	also
ICC	NP	ICC
Pro	NP	Pro
Chief	NP	Chief
prosecutor	NN	prosecutor
that's	NNS	that's
seeking	VVG	seek
an	DT	an
arrest	NN	arrest
warrant	NN	warrant
for	IN	for
prime	JJ	prime
minister	NN	minister
Benjamin	NP	Benjamin
Netanyahu	NP	Netanyahu
as	RB	as
well	RB	well
as	IN	as
the	DT	the
defense	NN	defense
minister	NN	minister
U	NP	U
Galant	NP	Galant
so	RB	so
on	IN	on
the	DT	the
international	JJ	international
stage	NN	stage
they	PP	they
can	MD	can
see	VV	see
that	IN/that	that
Israel	NP	Israel
is	VBZ	be
coming	VVG	come
under	IN	under
a	DT	a
lot	NN	lot
of	IN	of
scrutiny	NN	scrutiny
now	RB	now
when	WRB	when
you	PP	you
hear	VVP	hear
from	IN	from
the	DT	the
families	NNS	family
what	WP	what
they're	RB	they're
now	RB	now
starting	VVG	start
to	TO	to
say	VV	say
is	VBZ	be
that	IN/that	that
they	PP	they
feel	VVP	feel
that	IN/that	that
every	DT	every
decision	NN	decision
that's	NNS	that's
being	VBG	be
taken	VVN	take
isn't	NN	isn't
with	IN	with
the	DT	the
captives	NNS	captive
in	IN	in
mind	NN	mind
isn't	NN	isn't
with	IN	with
the	DT	the
families	NNS	family
in	IN	in
mind	NN	mind
what's	NNS	what's
what	WDT	what
what's	NNS	what's
in	IN	in
it	PP	it
for	IN	for
the	DT	the
Prime	NP	Prime
Minister	NP	Minister
Benjamin	NP	Benjamin
Netanyahu	NP	Netanyahu
and	CC	and
certainly	RB	certainly
for	IN	for
those	DT	those
within	IN	within
this	DT	this
farri	NN	farri
government	NN	government
is	VBZ	be
that	IN/that	that
he	PP	he
they	PP	they
say	VVP	say
that	IN/that	that
the	DT	the
decisions	NNS	decision
are	VBP	be
politically	RB	politically
motivated	VVN	motivate
and	CC	and
to	TO	to
save	VV	save
themselves	PP	themselves
when	WRB	when
we	PP	we
talk	VVP	talk
about	RB	about
saving	VVG	save
themselves	PP	themselves
why	WRB	why
is	VBZ	be
that	IN/that	that
because	IN	because
prime	JJ	prime
minister	NN	minister
Benjamin	NP	Benjamin
Netanyahu	NP	Netanyahu
is	VBZ	be
facing	VVG	face
a	DT	a
trial	NN	trial
within	IN	within
his	PP$	his
country	NN	country
that	IN/that	that
pre	NN	pre
goes	VVZ	go
before	IN	before
he	PP	he
even	RB	even
got	VVD	get
elected	VVN	elect
to	TO	to
become	VV	become
the	DT	the
Prime	NP	Prime
Minister	NP	Minister
the	DT	the
current	JJ	current
prime	JJ	prime
minister	NN	minister
through	IN	through
this	DT	this
coalition	NN	coalition
government	NN	government
and	CC	and
also	RB	also
on	IN	on
top	NN	top
of	IN	of
that	IN/that	that
now	RB	now
with	IN	with
the	DT	the
seeking	VVG	seek
of	IN	of
an	DT	an
arrest	NN	arrest
warrant	NN	warrant
it	PP	it
could	MD	could
potentially	RB	potentially
mean	VV	mean
that	IN/that	that
at	IN	at
some	DT	some
point	NN	point
it	PP	it
would	MD	would
be	VB	be
further	JJR	further
so	IN	so
the	DT	the
concerns	NNS	concern
here	RB	here
are	VBP	be
that	IN/that	that
this	DT	this
is	VBZ	be
personal	JJ	personal
and	CC	and
politically	RB	politically
motivated	VVN	motivate
and	CC	and
that	IN/that	that
when	WRB	when
it	PP	it
comes	VVZ	come
to	TO	to
the	DT	the
interests	NNS	interest
of	IN	of
the	DT	the
families	NNS	family
and	CC	and
those	DT	those
held	VVN	hold
captive	NN	captive
they	PP	they
say	VVP	say
they	PP	they
want	VVP	want
an	DT	an
immediate	JJ	immediate
end	NN	end
to	TO	to
the	DT	the
war	NN	war
and	CC	and
that	IN/that	that
they	PP	they
feel	VVP	feel
that	IN/that	that
their	PP$	their
government	NN	government
isn't	NN	isn't
representing	VVG	represent
them	PP	them
and	CC	and
doesn't	NP	doesn't
have	VHP	have
their	PP$	their
interest	NN	interest
to	TO	to
h	NN	h
s	NNS	s
some	RB	some
really	RB	really
quite	RB	quite
remarkable	JJ	remarkable
scenes	NNS	scene
uh	UH	uh
that	IN/that	that
we	PP	we
are	VBP	be
watching	VVG	watch
unfold	VV	unfold
on	IN	on
the	DT	the
streets	NNS	street
of	IN	of
Tel	NP	Tel
Aviv	NP	Aviv
now	IN	now
the	DT	the
uh	UH	uh
police	NN	police
clearly	RB	clearly
moving	VVG	move
in	IN	in
and	CC	and
trying	VVG	try
to	TO	to
disband	VV	disband
this	DT	this
large	JJ	large
group	NN	group
of	IN	of
protesters	NNS	protester
that	WDT	that
are	VBP	be
that	DT	that
are	VBP	be
trying	VVG	try
to	TO	to
hold	VV	hold
their	PP$	their
ground	NN	ground
at	IN	at
this	DT	this
point	NN	point
in	IN	in
time	NN	time
as	IN	as
you	PP	you
say	VVP	say
these	DT	these
started	VVN	start
out	RP	out
as	IN	as
just	RB	just
peaceful	JJ	peaceful
protest	NN	protest
that	IN/that	that
we	PP	we
have	VHP	have
seen	VVN	see
uh	UH	uh
every	DT	every
Saturday	NP	Saturday
evening	NN	evening
in	IN	in
Tel	NP	Tel
Aviv	NP	Aviv
for	IN	for
months	NNS	month
now	RB	now
uh	UH	uh
but	CC	but
we've	NN	we've
never	RB	never
seen	VVN	see
them	PP	them
uh	UH	uh
escalate	VV	escalate
to	TO	to
this	DT	this
uh	UH	uh
level	VV	level
uh	UH	uh
in	IN	in
recent	JJ	recent
times	NNS	time
s	VVD	s
you	PP	you
talked	VVD	talk
a	DT	a
little	JJ	little
bit	NN	bit
about	IN	about
how	WRB	how
politically	RB	politically
motivated	VVN	motivate
um	NN	um
the	DT	the
the	DT	the
the	DT	the
the	DT	the
cabinet	NN	cabinet
the	DT	the
war	NN	war
cabinet	NN	cabinet
is	VBZ	be
that	IN/that	that
they	PP	they
basically	RB	basically
just	RB	just
want	VVP	want
to	TO	to
save	VV	save
themselves	PP	themselves
save	VV	save
their	PP$	their
own	JJ	own
political	JJ	political
necks	NNS	neck
at	IN	at
this	DT	this
point	NN	point
in	IN	in
time	NN	time
can	MD	can
you	PP	you
just	RB	just
talk	VVP	talk
a	DT	a
little	JJ	little
bit	NN	bit
about	IN	about
how	WRB	how
fractured	JJ	fractured
that	DT	that
cabinet	NN	cabinet
is	VBZ	be
right	RB	right
now	RB	now
between	IN	between
the	DT	the
decisions	NNS	decision
that	IN/that	that
Netanyahu	NP	Netanyahu
is	VBZ	be
making	VVG	make
on	IN	on
the	DT	the
ground	NN	ground
and	CC	and
and	CC	and
the	DT	the
pressure	NN	pressure
that	WDT	that
uh	UH	uh
clearly	RB	clearly
is	VBZ	be
coming	VVG	come
on	IN	on
them	PP	them
uh	UH	uh
from	IN	from
Israelis	NPS	Israelis
themselves	PP	themselves
yes	RB	yes
absolutely	RB	absolutely
when	WRB	when
you	PP	you
look	VVP	look
at	IN	at
the	DT	the
divisions	NNS	division
those	DT	those
fractures	NNS	fracture
didn't	NN	didn't
appear	VVP	appear
right	RB	right
in	IN	in
the	DT	the
beginning	NN	beginning
when	WRB	when
uh	UH	uh
prime	JJ	prime
minister	NN	minister
Benjamin	NP	Benjamin
Netanyahu	NP	Netanyahu
formed	VVD	form
a	DT	a
small	JJ	small
War	NP	War
cabinet	NN	cabinet
uh	UH	uh
that	WDT	that
included	VVD	include
people	NNS	people
with	IN	with
previous	JJ	previous
experience	NN	experience
and	CC	and
they	PP	they
stayed	VVD	stay
United	NP	United
but	CC	but
over	IN	over
the	DT	the
weeks	NNS	week
over	IN	over
time	NN	time
you	PP	you
started	VVD	start
to	TO	to
see	VV	see
some	DT	some
cracks	NNS	crack
appear	VVP	appear
and	CC	and
certainly	RB	certainly
a	DT	a
couple	NN	couple
of	IN	of
weeks	NNS	week
ago	RB	ago
if	IN	if
I	PP	I
remember	VVP	remember
correctly	RB	correctly
uh	UH	uh
one	CD	one
of	IN	of
those	DT	those
War	NP	War
cabinet	NN	cabinet
uh	UH	uh
members	NNS	member
came	VVD	come
out	RP	out
with	IN	with
a	DT	a
scathing	JJ	scathing
uh	UH	uh
Speech	NN	speech
against	IN	against
prime	JJ	prime
minister	NN	minister
net	JJ	net
Yahoo	NN	yahoo
and	CC	and
really	RB	really
calling	VVG	call
out	RP	out
those	DT	those
divisions	NNS	division
and	CC	and
then	RB	then
just	RB	just
a	DT	a
few	JJ	few
days	NNS	day
ago	RB	ago
through	IN	through
a	DT	a
freedoms	NNS	freedom
of	IN	of
act	VV	act
uh	UH	uh
uh	UH	uh
it	PP	it
was	VBD	be
revealed	VVN	reveal
that	IN/that	that
the	DT	the
uh	UH	uh
Israeli	JJ	Israeli
military	NN	military
had	VHD	have
it	PP	it
seemed	VVD	seem
warned	VVD	warn
the	DT	the
Prime	NP	Prime
Minister	NP	Minister
and	CC	and
warned	VVD	warn
the	DT	the
government	NN	government
that	IN/that	that
those	DT	those
divisions	NNS	division
that	WDT	that
existed	VVD	exist
in	IN	in
the	DT	the
country	NN	country
because	IN	because
of	IN	of
them	PP	them
wanting	VVG	want
to	TO	to
introduce	VV	introduce
judicial	JJ	judicial
reforms	NNS	reform
was	VBD	be
weakening	VVG	weaken
them	PP	them
in	IN	in
front	NN	front
of	IN	of
what	WP	what
they	PP	they
said	VVD	say
were	VBD	be
the	DT	the
eyes	NNS	eye
of	IN	of
the	DT	the
enemy	NN	enemy
uh	UH	uh
for	IN	for
them	PP	them
for	IN	for
the	DT	the
Israelis	NPS	Israelis
for	IN	for
example	NN	example
for	IN	for
Hamas	NP	Hamas
and	CC	and
those	DT	those
warnings	NNS	warning
it	PP	it
seems	VVZ	seem
weren't	NN	weren't
just	RB	just
internal	JJ	internal
but	CC	but
uh	UH	uh
it	PP	it
seems	VVZ	seem
also	RB	also
Egypt	NP	Egypt
for	IN	for
example	NN	example
had	VHD	have
a	DT	a
few	JJ	few
months	NNS	month
ago	RB	ago
said	VVD	say
that	IN/that	that
they	PP	they
had	VHD	have
also	RB	also
indicated	VVN	indicate
that	IN/that	that
there	EX	there
could	MD	could
be	VB	be
some	DT	some
potential	JJ	potential
security	NN	security
breach	VV	breach
uh	UH	uh
so	RB	so
you	PP	you
know	VVP	know
the	DT	the
the	DT	the
people	NNS	people
the	DT	the
leaders	NNS	leader
of	IN	of
this	DT	this
country	NN	country
were	VBD	be
so	RB	so
busy	JJ	busy
with	IN	with
these	DT	these
anti-government	JJ	anti-government
protests	NNS	protest
and	CC	and
judicial	JJ	judicial
reforms	NNS	reform
before	IN	before
the	DT	the
war	NN	war
and	CC	and
not	RB	not
just	RB	just
that	IN/that	that
Tom	NP	Tom
busy	JJ	busy
by	IN	by
sending	VVG	send
all	PDT	all
their	PP$	their
troops	NNS	troop
to	TO	to
uh	UH	uh
the	DT	the
occupied	JJ	occupied
territories	NNS	territory
for	IN	for
example	NN	example
occupied	VVN	occupy
West	NP	West
Bank	NP	Bank
every	DT	every
day	NN	day
we	PP	we
see	VVP	see
raids	NNS	raid
daily	JJ	daily
day	NN	day
every	DT	every
single	JJ	single
night	NN	night
people	NNS	people
are	VBP	be
arrested	VVN	arrest
