<video_id>2CXyTSEqfRI</video_id>	NP	<video_id>2CXyTSEqfRI</video_id>
courage	NN	courage
did	VVD	do
not	RB	not
show	VV	show
up	IN	up
they	PP	they
wouldn't	VVD	wouldn't
want	VV	want
to	TO	to
be	VB	be
complicit	JJ	complicit
in	IN	in
a	DT	a
in	IN	in
a	DT	a
theater	NN	theater
of	IN	of
the	DT	the
Absurd	JJ	absurd
welcoming	VVG	welcome
and	CC	and
sharing	VVG	share
a	DT	a
war	NN	war
criminal	JJ	criminal
while	NN	while
for	IN	for
tending	VVG	tend
to	TO	to
uh	UH	uh
promote	VV	promote
peace	NN	peace
and	CC	and
stability	NN	stability
and	CC	and
ceasefire	NN	ceasefire
so	RB	so
on	IN	on
so	RB	so
forth	RB	forth
in	IN	in
the	DT	the
Middle	NP	Middle
East	NP	East
this	DT	this
was	VBD	be
in	IN	in
every	DT	every
possible	JJ	possible
way	NN	way
a	DT	a
um	NNS	um
you	PP	you
know	VVP	know
a	DT	a
dramatic	JJ	dramatic
dark	JJ	dark
moment	NN	moment
in	IN	in
American	JJ	American
history	NN	history
and	CC	and
the	DT	the
fact	NN	fact
that	IN/that	that
those	DT	those
50	CD	@card@
or	CC	or
so	RB	so
Democrats	NPS	Democrats
refused	VVD	refuse
to	TO	to
show	VV	show
up	RP	up
is	VBZ	be
to	TO	to
their	PP$	their
credit	NN	credit
because	IN	because
those	DT	those
who	WP	who
did	VVD	do
show	VV	show
up	RP	up
to	TO	to
cheer	VV	cheer
as	IN	as
we've	NNS	we've
been	VBN	be
hearing	VVG	hear
just	RB	just
the	DT	the
first	JJ	first
few	JJ	few
minutes	NNS	minute
all	PDT	all
this	DT	this
cheering	VVG	cheer
is	VBZ	be
really	RB	really
in	IN	in
every	DT	every
possible	JJ	possible
way	NN	way
and	CC	and
I	PP	I
won't	VVD	won't
say	VV	say
shameful	JJ	shameful
it's	NNS	it's
Shameless	JJ	shameless
because	IN	because
these	DT	these
hundreds	NNS	hundred
of	IN	of
American	JJ	American
legislators	NNS	legislator
know	VVP	know
all	RB	all
too	RB	too
well	RB	well
what	WP	what
this	DT	this
war	NN	war
criminal	NN	criminal
has	VHZ	have
done	VVN	do
over	IN	over
the	DT	the
past	JJ	past
10	CD	@card@
months	NNS	month
he	PP	he
spoke	VVD	speak
of	IN	of
dozens	NNS	dozen
of	IN	of
Israelis	NPS	Israelis
but	CC	but
he	PP	he
let	VVP	let
it	PP	it
to	TO	to
mention	VV	mention
thousands	NNS	thousand
dozens	NNS	dozen
of	IN	of
thousands	NNS	thousand
of	IN	of
Palestinian	JJ	Palestinian
children	NNS	child
mothers	NNS	mother
nurses	NNS	nurse
doctors	NNS	doctor
Engineers	NP	Engineers
students	NNS	student
professors	NNS	professor
and	CC	and
so	RB	so
on	IN	on
and	CC	and
so	IN	so
forth	RB	forth
that	WDT	that
were	VBD	be
killed	VVN	kill
by	IN	by
his	PP$	his
military	NN	military
in	IN	in
Gaza	NP	Gaza
one	CD	one
or	CC	or
two	CD	two
former	JJ	former
captives	NNS	captive
showed	VVD	show
up	RP	up
in	IN	in
Congress	NP	Congress
but	CC	but
the	DT	the
thousands	NNS	thousand
of	IN	of
children	NNS	child
that	IN/that	that
he	PP	he
killed	VVD	kill
wouldn't	NN	wouldn't
be	VB	be
able	JJ	able
to	TO	to
make	VV	make
it	PP	it
to	TO	to
Washington	NP	Washington
maybe	RB	maybe
one	CD	one
survival	NN	survival
from	IN	from
a	DT	a
family	NN	family
in	IN	in
Gaza	NP	Gaza
showed	VVD	show
up	RP	up
with	IN	with
Rashida	NP	Rashida
but	CC	but
the	DT	the
tens	NNS	ten
of	IN	of
thousands	NNS	thousand
who	WP	who
were	VBD	be
killed	VVN	kill
and	CC	and
continue	VVP	continue
to	TO	to
be	VB	be
killed	VVN	kill
I	PP	I
can't	VVD	can't
tell	VV	tell
you	PP	you
how	WRB	how
many	JJ	many
dozens	NNS	dozen
of	IN	of
Palestinian	JJ	Palestinian
civilians	NNS	civilian
how	WRB	how
many	JJ	many
children	NNS	child
died	VVN	die
since	IN	since
Netanyahu	NP	Netanyahu
arrived	VVD	arrive
in	IN	in
Washington	NP	Washington
probably	RB	probably
already	RB	already
some	DT	some
Palestinians	NPS	Palestinians
were	VBD	be
killed	VVN	kill
in	IN	in
the	DT	the
past	JJ	past
few	JJ	few
minutes	NNS	minute
as	IN	as
those	DT	those
Congress	NP	Congress
people	NNS	people
and	CC	and
senators	NNS	senator
were	VBD	be
cheering	VVG	cheer
a	DT	a
war	NN	war
criminal	JJ	criminal
and	CC	and
given	VVN	give
everything	NN	everything
you've	NN	you've
just	RB	just
said	VVD	say
uh	UH	uh
this	DT	this
is	VBZ	be
his	PP$	his
fourth	NN	fourth
us	PP	us
Congressional	NP	Congressional
address	VV	address
how	WRB	how
do	VVP	do
you	PP	you
explain	VV	explain
his	PP$	his
influence	NN	influence
on	IN	on
Washington	NP	Washington
lawmakers	NNS	lawmaker
Israel	NP	Israel
well	RB	well
look	VVP	look
there	EX	there
is	VBZ	be
something	NN	something
called	VVD	call
an	DT	an
Israel	NP	Israel
Lobby	NN	lobby
it's	NNS	it's
a	DT	a
very	RB	very
influential	JJ	influential
very	RB	very
powerful	JJ	powerful
Lobby	NN	lobby
made	VVN	make
up	RP	up
of	IN	of
a	DT	a
number	NN	number
of	IN	of
elements	NNS	element
including	VVG	include
Christian	JJ	Christian
evangelicals	NNS	evangelical
some	RB	some
desist	VVP	desist
Jewish	JJ	Jewish
organizations	NNS	organization
some	DT	some
billionaires	NNS	billionaire
and	CC	and
part	NN	part
of	IN	of
the	DT	the
military	JJ	military
industrial	JJ	industrial
complex	NN	complex
that	WDT	that
has	VHZ	have
a	DT	a
lot	NN	lot
of	IN	of
investment	NN	investment
in	IN	in
Israel	NP	Israel
Israel	NP	Israel
Once	RB	once
Upon	IN	upon
a	DT	a
Time	NP	Time
could	MD	could
have	VH	have
been	VBN	be
considered	VVN	consider
an	DT	an
asset	NN	asset
to	TO	to
the	DT	the
United	NP	United
States	NPS	States
today	NN	today
it's	NNS	it's
a	DT	a
burden	NN	burden
there	EX	there
is	VBZ	be
absolutely	RB	absolutely
zero	CD	zero
strategic	JJ	strategic
reason	NN	reason
Logic	NN	logic
for	IN	for
why	WRB	why
uh	UH	uh
this	DT	this
relation	NN	relation
continues	VVZ	continue
other	JJ	other
than	IN	than
the	DT	the
Pander	NP	Pander
into	IN	into
the	DT	the
Israel	NP	Israel
Lobby	NN	lobby
all	RB	all
of	IN	of
these	DT	these
Congressman	NP	Congressman
Senators	NPS	Senators
there	RB	there
few	JJ	few
of	IN	of
them	PP	them
are	VBP	be
ftic	JJ	ftic
uh	UH	uh
religious	JJ	religious
Fanatics	NNS	fanatic
ideological	JJ	ideological
Fanatics	NNS	fanatic
like	IN	like
for	IN	for
example	NN	example
the	DT	the
Congress	NP	Congress
uh	UH	uh
a	DT	a
speaker	NN	speaker
uh	UH	uh
Mike	NP	Mike
Johnson	NP	Johnson
he's	NNS	he's
like	IN	like
a	DT	a
benv	NN	benv
of	IN	of
the	DT	the
United	NP	United
States	NPS	States
religious	JJ	religious
fanatic	JJ	fanatic
who's	NNS	who's
more	RBR	more
than	IN	than
happy	JJ	happy
to	TO	to
see	VV	see
kingdom	NN	kingdom
come	VVN	come
in	IN	in
the	DT	the
so-called	JJ	so-called
holy	JJ	holy
land	NN	land
where	WRB	where
it's	NNS	it's
very	RB	very
Unholy	JJ	unholy
nowadays	RB	nowadays
in	IN	in
order	NN	order
to	TO	to
uh	UH	uh
please	UH	please
uh	UH	uh
his	PP$	his
religious	JJ	religious
uh	UH	uh
fanatical	JJ	fanatical
following	NN	following
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
so	IN	so
the	DT	the
Israel	NP	Israel
Lobby	NN	lobby
is	VBZ	be
the	DT	the
one	CD	one
who	WP	who
B	NP	B
and	CC	and
brought	VVD	bring
a	DT	a
lot	NN	lot
of	IN	of
these	DT	these
people	NNS	people
into	IN	into
Congress	NP	Congress
today	NN	today
so	IN	so
the	DT	the
So-Cal	NP	So-Cal
Citadel	NP	Citadel
of	IN	of
democracy	NN	democracy
in	IN	in
fact	NN	fact
is	VBZ	be
no	RB	no
more	RBR	more
than	IN	than
uh	UH	uh
the	DT	the
market	NN	market
place	NN	place
of	IN	of
and	CC	and
I	NP	I
I'm	NP	I'm
going	VVG	go
to	TO	to
have	VH	have
to	TO	to
use	VV	use
this	DT	this
expression	NN	expression
I	PP	I
I	PP	I
realize	VVP	realize
it's	NNS	it's
a	DT	a
bit	NN	bit
explosive	NN	explosive
but	CC	but
this	DT	this
is	VBZ	be
an	DT	an
utter	JJ	utter
political	JJ	political
prostitution	NN	prostitution
whereby	WRB	whereby
those	DT	those
people	NNS	people
have	VHP	have
been	VBN	be
bought	VVN	buy
and	CC	and
sold	VVN	sell
by	IN	by
the	DT	the
Israel	NP	Israel
Lobby	NN	lobby
by	IN	by
the	DT	the
billionair	NN	billionair
supporters	NNS	supporter
of	IN	of
Israel	NP	Israel
in	IN	in
order	NN	order
to	TO	to
support	VV	support
their	PP$	their
election	NN	election
campaigns	NNS	campaign
come	VVP	come
November	NP	November
they	PP	they
support	VVP	support
Netanyahu	NP	Netanyahu
they're	NN	they're
not	RB	not
even	RB	even
supporting	VVG	support
Israel	NP	Israel
for	IN	for
God's	NP	God's
sake	NN	sake
because	IN	because
most	JJS	most
Israelis	NNS	Israeli
do	VVP	do
not	RB	not
trust	VV	trust
this	DT	this
man	NN	man
the	DT	the
absolute	JJ	absolute
majority	NN	majority
of	IN	of
Israelis	NPS	Israelis
want	VVP	want
this	DT	this
man	NN	man
out	IN	out
this	DT	this
is	VBZ	be
not	RB	not
a	DT	a
sh	NN	sh
of	IN	of
support	NN	support
for	IN	for
Israel	NP	Israel
this	DT	this
is	VBZ	be
a	DT	a
sh	NN	sh
of	IN	of
support	NN	support
for	IN	for
a	DT	a
fanatical	JJ	fanatical
fascist	JJ	fascist
government	NN	government
that	WDT	that
continues	VVZ	continue
to	TO	to
carry	VV	carry
genocide	NN	genocide
in	IN	in
Palestine	NP	Palestine
okay	JJ	okay
Maran	NP	Maran
stay	NN	stay
with	IN	with
us	PP	us
uh	UH	uh
we	PP	we
will	MD	will
return	VV	return
to	TO	to
you	PP	you
I	PP	I
just	RB	just
want	VVP	want
to	TO	to
give	VV	give
get	VV	get
a	DT	a
sense	NN	sense
of	IN	of
what	WP	what
is	VBZ	be
happening	NN	happening
outside	IN	outside
uh	UH	uh
the	DT	the
White	NP	White
House	NP	House
we	PP	we
can	MD	can
go	VV	go
to	TO	to
sh	JJ	sh
Hy	NP	Hy
who	WP	who
is	VBZ	be
with	IN	with
uh	UH	uh
many	JJ	many
thousands	NNS	thousand
of	IN	of
protesters	NNS	protester
in	IN	in
Washington	NP	Washington
DC	NP	DC
outside	IN	outside
the	DT	the
capital	NN	capital
who	WP	who
are	VBP	be
protesting	VVG	protest
Benjamin	NP	Benjamin
netanyahu's	NNS	netanyahu's
speech	NN	speech
and	CC	and
visit	NN	visit
to	TO	to
the	DT	the
United	NP	United
States	NPS	States
Maran	NP	Maran
what's	NNS	what's
happening	VVG	happen
where	WRB	where
you	PP	you
uh	UH	uh
shab	NN	shab
what's	NNS	what's
happening	VVG	happen
where	WRB	where
you	PP	you
are	VBP	be
it	PP	it
was	VBD	be
quite	RB	quite
the	DT	the
dros	NNS	dros
because	IN	because
at	IN	at
the	DT	the
very	JJ	very
time	NN	time
we	PP	we
saw	VVD	see
those	DT	those
members	NNS	member
of	IN	of
Congress	NP	Congress
greeting	VVG	greet
Netanyahu	NP	Netanyahu
with	IN	with
with	IN	with
the	DT	the
Evas	NPS	Eva
and	CC	and
the	DT	the
warmth	NN	warmth
the	DT	the
people	NNS	people
those	DT	those
members	NNS	member
of	IN	of
Congress	NP	Congress
were	VBD	be
representing	VVG	represent
who	WP	who
are	VBP	be
out	RP	out
in	IN	in
the	DT	the
streets	NNS	street
and	CC	and
their	PP$	their
thousands	NNS	thousand
outside	IN	outside
the	DT	the
capital	NN	capital
were	VBD	be
being	VBG	be
pepper	NN	pepper
sprayed	VVD	spray
we	PP	we
were	VBD	be
at	IN	at
that	DT	that
very	JJ	very
moment	NN	moment
we	PP	we
were	VBD	be
with	IN	with
a	DT	a
bunch	NN	bunch
of	IN	of
people	NNS	people
who	WP	who
were	VBD	be
pepper	NN	pepper
sprayed	VVN	spray
by	IN	by
the	DT	the
capital	NN	capital
police	NN	police
it	PP	it
was	VBD	be
we	PP	we
kind	RB	kind
of	IN	of
knew	VVD	know
something	NN	something
was	VBD	be
up	RB	up
anyway	RB	anyway
because	IN	because
they	PP	they
already	RB	already
had	VHD	have
many	JJ	many
of	IN	of
them	PP	them
already	RB	already
had	VHD	have
their	PP$	their
gas	NN	gas
masks	VVZ	mask
their	PP$	their
Shields	NP	Shields
their	PP$	their
batons	NNS	baton
already	RB	already
out	IN	out
they	PP	they
were	VBD	be
very	RB	very
very	RB	very
jumpy	JJ	jumpy
they've	NN	they've
also	RB	also
been	VBN	be
augmented	VVN	augment
by	IN	by
scores	NNS	score
as	RB	as
far	RB	far
as	IN	as
we	PP	we
can	MD	can
tell	VV	tell
of	IN	of
NYPD	NP	NYPD
New	NP	New
York	NP	York
Police	NP	Police
Department	NP	Department
cops	VVZ	cop
and	CC	and
by	IN	by
the	DT	the
way	NN	way
this	DT	this
is	VBZ	be
the	DT	the
same	JJ	same
Capital	NP	Capital
police	NN	police
who	WP	who
did	VVD	do
nothing	NN	nothing
thing	NN	thing
when	WRB	when
the	DT	the
January	NP	January
6	CD	@card@
protesters	NNS	protester
tried	VVD	try
to	TO	to
storm	VV	storm
the	DT	the
capital	NN	capital
they	PP	they
stood	VVD	stand
aside	RB	aside
but	CC	but
a	DT	a
few	JJ	few
Palestinian	JJ	Palestinian
protesters	NNS	protester
a	DT	a
few	JJ	few
thousand	CD	thousand
Palestinian	JJ	Palestinian
protesters	NNS	protester
outside	IN	outside
well	RB	well
the	DT	the
pepper	NN	pepper
spray	NN	spray
is	VBZ	be
already	RB	already
out	RB	out
but	CC	but
the	DT	the
violence	NN	violence
hasn't	NN	hasn't
gone	VVN	go
who	WP	who
are	VBP	be
good	JJ	good
and	CC	and
evil	RB	evil
all	PDT	all
the	DT	the
way	NN	way
from	IN	from
new	JJ	new
you	PP	you
when	WRB	when
the	DT	the
police	NN	police
already	RB	already
spraying	VVG	spray
yeah	RB	yeah
that	WDT	that
was	VBD	be
very	RB	very
concerning	VVG	concern
I	PP	I
saw	VVD	see
some	RB	some
a	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
on	IN	on
the	DT	the
side	NN	side
of	IN	of
the	DT	the
road	NN	road
and	CC	and
I	PP	I
was	VBD	be
like	JJ	like
oh	UH	oh
my	PP$	my
God	NP	God
one	CD	one
person	NN	person
was	VBD	be
laying	VVG	lay
on	IN	on
the	DT	the
ground	NN	ground
and	CC	and
he	PP	he
looked	VVD	look
like	IN	like
his	PP$	his
skin	NN	skin
had	VHD	have
been	VBN	be
impact	NN	impact
Ed	NP	Ed
I	NP	I
was	VBD	be
telling	VVG	tell
my	PP$	my
kids	NNS	kid
something	NN	something
happened	VVD	happen
here	RB	here
like	IN	like
no	DT	no
they're	NN	they're
just	RB	just
hot	JJ	hot
and	CC	and
I	PP	I
was	VBD	be
like	IN	like
no	DT	no
they're	NN	they're
itching	VVG	itch
a	DT	a
lot	NN	lot
I'm	NN	I'm
a	DT	a
medical	JJ	medical
Prof	NP	Prof
their	PP$	their
arms	NNS	arm
out	RP	out
like	IN	like
this	DT	this
yeah	RB	yeah
they	PP	they
definitely	RB	definitely
they	PP	they
were	VBD	be
definitely	RB	definitely
pepper	VV	pepper
straight	RB	straight
why	WRB	why
was	VBD	be
it	PP	it
so	RB	so
important	JJ	important
to	TO	to
be	VB	be
here	RB	here
to	TO	to
the	DT	the
risk	VV	risk
oh	UH	oh
well	UH	well
we're	NN	we're
here	RB	here
to	TO	to
tell	VV	tell
Netanyahu	NP	Netanyahu
that	DT	that
he's	NNS	he's
not	RB	not
welcome	VVP	welcome
here	RB	here
he's	NNS	he's
not	RB	not
really	RB	really
welcome	VV	welcome
anywhere	RB	anywhere
the	DT	the
only	JJ	only
place	NN	place
that	IN/that	that
he	PP	he
belongs	VVZ	belong
is	VBZ	be
behind	IN	behind
bars	NNS	bar
and	CC	and
I	PP	I
don't	VVD	don't
think	VV	think
there's	RB	there's
more	RBR	more
risk	VV	risk
more	RBR	more
important	JJ	important
than	IN	than
the	DT	the
children's	NN	children's
lives	NNS	life
that	WDT	that
are	VBP	be
being	VBG	be
taken	VVN	take
every	DT	every
single	JJ	single
day	NN	day
I'd	NNS	I'd
risk	VVP	risk
my	PP$	my
life	NN	life
every	DT	every
single	JJ	single
day	NN	day
for	IN	for
those	DT	those
kids	NNS	kid
in	IN	in
in	IN	in
Palestine	NP	Palestine
you	PP	you
well	RB	well
they're	NN	they're
all	RB	all
being	VBG	be
paid	VVN	pay
by	IN	by
APAC	NP	APAC
unfortunately	RB	unfortunately
members	NNS	member
of	IN	of
Congress	NP	Congress
at	IN	at
least	JJS	least
oh	UH	oh
yeah	RB	yeah
definitely	RB	definitely
I	PP	I
mean	VVP	mean
like	IN	like
it	PP	it
was	VBD	be
said	VVN	say
before	IN	before
it's	NNS	it's
very	RB	very
well	RB	well
known	VVN	know
now	RB	now
every	DT	every
member	NN	member
of	IN	of
Congress	NP	Congress
has	VHZ	have
an	DT	an
apack	NN	apack
man	NN	man
Cara	NP	Cara
Harris	NP	Harris
six	CD	six
I	PP	I
believe	VVP	believe
it's	NNS	it's
600,000	CD	@card@
from	IN	from
from	IN	from
APAC	NP	APAC
but	CC	but
I	NP	I
it's	NNS	it's
interesting	JJ	interesting
I	PP	I
mean	VVP	mean
there	EX	there
was	VBD	be
that	DT	that
Unity	NP	Unity
about	IN	about
not	RB	not
voting	VVG	vote
for	IN	for
Joe	NP	Joe
Biden	NP	Biden
genocide	NN	genocide
Joe	NP	Joe
now	RB	now
that	IN/that	that
Cara	NP	Cara
Harris	NP	Harris
between	IN	between
those	DT	those
who	WP	who
tget	NN	tget
terrorists	NNS	terrorist
she	PP	she
got	VVD	get
a	DT	a
power	NN	power
absolutely	RB	absolutely
not	RB	not
she's	JJ	she's
completely	RB	completely
complicit	JJ	complicit
in	IN	in
every	DT	every
single	JJ	single
Biden	NP	Biden
policy	NN	policy
and	CC	and
every	DT	every
single	JJ	single
thing	NN	thing
that	WDT	that
was	VBD	be
signed	VVN	sign
off	IN	off
every	DT	every
eight	CD	eight
pack	NN	pack
package	NN	package
that	WDT	that
was	VBD	be
sent	VVN	send
all	PDT	all
the	DT	the
bombs	NNS	bomb
she	PP	she
was	VBD	be
she	PP	she
never	RB	never
stood	VVD	stand
up	RP	up
once	RB	once
and	CC	and
said	VVD	say
no	RB	no
this	DT	this
is	VBZ	be
enough	RB	enough
like	IN	like
this	DT	this
is	VBZ	be
not	RB	not
right	JJ	right
where	WRB	where
silence	NN	silence
is	VBZ	be
an	DT	an
action	NN	action
it's	NNS	it's
an	DT	an
action	NN	action
in	IN	in
itself	PP	itself
you	PP	you
doing	VVG	do
nothing	NN	nothing
and	CC	and
being	JJ	being
biasing	VVG	bias
crime	NN	crime
okay	VV	okay
there	EX	there
are	VBP	be
many	JJ	many
crimes	NNS	crime
where	WRB	where
if	IN	if
you're	NN	you're
just	RB	just
standing	VVG	stand
there	RB	there
you're	NN	you're
going	VVG	go
to	TO	to
jail	NN	jail
for	IN	for
that	WDT	that
and	CC	and
that's	NNS	that's
the	DT	the
way	NN	way
that	IN/that	that
we	PP	we
feel	VVP	feel
about	IN	about
her	PP	her
and	CC	and
she	PP	she
get	VVP	get
our	PP$	our
votes	NNS	vote
let's	NNS	let's
make	VVP	make
that	IN/that	that
very	RB	very
clear	JJ	clear
the	DT	the
Solan	NP	Solan
family	NN	family
from	IN	from
from	IN	from
New	NP	New
Jersey	NP	Jersey
stay	VVP	stay
safe	JJ	safe
the	DT	the
marches	NNS	march
okay	VVP	okay
okay	JJ	okay
I'm	NP	I'm
afraid	JJ	afraid
we're	NN	we're
GNA	NP	GNA
we're	NN	we're
going	VVG	go
to	TO	to
have	VH	have
to	TO	to
uh	UH	uh
leave	VV	leave
it	PP	it
there	RB	there
sh	NNS	sh
had	VHD	have
Brans	NP	Brans
there	RB	there
for	IN	for
us	PP	us
at	IN	at
those	DT	those
protests	NNS	protest
in	IN	in
Washington	NP	Washington
DC	NP	DC
let's	NNS	let's
return	VVP	return
back	RB	back
to	TO	to
Marwan	NP	Marwan
bashara	NP	Bashara
Al	NP	Al
jazer	NN	jazer
senior	JJ	senior
political	JJ	political
analyst	NN	analyst
Maran	NP	Maran
what	WP	what
do	VVP	do
you	PP	you
think	VVP	think
prime	JJ	prime
minister	NN	minister
netan	NN	netan
is	VBZ	be
hoping	VVG	hope
to	TO	to
achieve	VV	achieve
with	IN	with
this	DT	this
speech	NN	speech
to	TO	to
Congress	NP	Congress
today	NN	today
let	VVD	let
me	PP	me
just	JJ	just
uh	UH	uh
if	IN	if
you	PP	you
can	MD	can
our	PP$	our
viewers	NNS	viewer
can	MD	can
get	VV	get
where	WRB	where
is	VBZ	be
speaking	VVG	speak
and	CC	and
I	PP	I
have	VHP	have
heard	VVN	hear
all	PDT	all
his	PP$	his
last	JJ	last
three	CD	three
speeches	NNS	speech
to	TO	to
Congress	NP	Congress
and	CC	and
he's	NNS	he's
usually	RB	usually
consistent	JJ	consistent
in	IN	in
the	DT	the
way	NN	way
he	PP	he
makes	VVZ	make
his	PP$	his
speeches	NNS	speech
into	IN	into
some	DT	some
kind	NN	kind
of	IN	of
a	DT	a
dramatic	JJ	dramatic
theater	NN	theater
look	NN	look
at	IN	at
the	DT	the
dozens	NNS	dozen
of	IN	of
pages	NNS	page
in	IN	in
front	NN	front
of	IN	of
him	PP	him
these	DT	these
are	VBP	be
dozens	NNS	dozen
of	IN	of
pages	NNS	page
this	DT	this
is	VBZ	be
not	RB	not
a	DT	a
four	CD	four
five	CD	five
page	NN	page
speech	NN	speech
these	DT	these
are	VBP	be
dozens	NNS	dozen
of	IN	of
pages	NNS	page
that	WDT	that
contain	VVP	contain
dozens	NNS	dozen
of	IN	of
sound	JJ	sound
bites	NNS	bite
cliches	NNS	clich
and	CC	and
lies	VVZ	lie
this	DT	this
is	VBZ	be
not	RB	not
a	DT	a
speech	NN	speech
that	WDT	that
is	VBZ	be
meant	VVN	mean
to	TO	to
formulate	VV	formulate
a	DT	a
vision	NN	vision
or	CC	or
an	DT	an
idea	NN	idea
this	DT	this
is	VBZ	be
meant	VVN	mean
as	IN	as
a	DT	a
Public	NP	Public
Relation	NN	relation
a	DT	a
marketing	NN	marketing
campaign	NN	campaign
for	IN	for
his	PP$	his
government	NN	government
for	IN	for
his	PP$	his
War	NN	war
for	IN	for
his	PP$	his
vision	NN	vision
of	IN	of
an	DT	an
a	DT	a
Israel	NP	Israel
dominating	VVG	dominate
the	DT	the
Middle	NP	Middle
East	NP	East
through	IN	through
the	DT	the
War	NP	War
Machine	NN	machine
and	CC	and
trying	VVG	try
to	TO	to
bring	VV	bring
the	DT	the
United	NP	United
States	NPS	States
with	IN	with
Israel	NP	Israel
as	IN	as
he	PP	he
said	VVD	say
together	RB	together
we	PP	we
win	VVP	win
we	PP	we
win	VV	win
against	IN	against
whom	WP	whom
against	IN	against
the	DT	the
children	NNS	child
of	IN	of
Gaza	NP	Gaza
who	WP	who
did	VVD	do
Netanyahu	NP	Netanyahu
and	CC	and
the	DT	the
United	NP	United
States	NPS	States
Nan	NP	Nan
and	CC	and
Biden	NP	Biden
whom	WP	whom
did	VVD	do
they	PP	they
win	VV	win
against	IN	against
the	DT	the
last	JJ	last
10	CD	@card@
months	NNS	month
but	CC	but
the	DT	the
children	NNS	child
and	CC	and
their	PP$	their
mothers	NNS	mother
and	CC	and
fathers	NNS	father
in	IN	in
Gaza	NP	Gaza
who	WP	who
exactly	RB	exactly
was	VBD	be
beaten	VVN	beat
the	DT	the
last	JJ	last
10	CD	@card@
months	NNS	month
but	CC	but
dozens	NNS	dozen
uh	UH	uh
of	IN	of
thousands	NNS	thousand
of	IN	of
children	NNS	child
and	CC	and
mothers	NNS	mother
and	CC	and
fathers	NNS	father
and	CC	and
as	IN	as
I	PP	I
said	VVD	say
before	IN	before
and	CC	and
engineers	NNS	engineer
and	CC	and
doctors	NNS	doctor
and	CC	and
civilians	NNS	civilian
of	IN	of
all	DT	all
sorts	NNS	sort
of	IN	of
Life	NP	Life
the	DT	the
total	JJ	total
Destruction	NN	destruction
of	IN	of
uh	UH	uh
the	DT	the
infrastructure	NN	infrastructure
of	IN	of
more	JJR	more
than	IN	than
two	CD	two
million	CD	million
people	NNS	people
these	DT	these
are	VBP	be
the	DT	the
people	NNS	people
he	PP	he
won	VVD	win
against	IN	against
and	CC	and
he's	NNS	he's
trying	VVG	try
