<video_id>iccoZW8JWtI</video_id>	JJ	<video_id>iccoZW8JWtI</video_id>
the	DT	the
numbers	NNS	number
but	CC	but
we	PP	we
potentially	RB	potentially
have	VHP	have
about	RB	about
10	CD	@card@
um	NN	um
captives	NNS	captive
Israeli	JJ	Israeli
captives	NNS	captive
each	DT	each
day	NN	day
released	VVN	release
and	CC	and
probably	RB	probably
potentially	RB	potentially
about	IN	about
30	CD	@card@
Palestinians	NNS	Palestinian
on	IN	on
either	DT	either
side	NN	side
so	IN	so
an	DT	an
important	JJ	important
development	NN	development
and	CC	and
this	DT	this
of	IN	of
course	NN	course
means	VVZ	mean
that	IN/that	that
the	DT	the
bombardment	NN	bombardment
in	IN	in
Gaza	NP	Gaza
does	VVZ	do
not	RB	not
start	VV	start
again	RB	again
because	IN	because
if	IN	if
we	PP	we
hadn't	NN	hadn't
had	VHD	have
this	DT	this
deal	NN	deal
at	IN	at
7	CD	@card@
a.m.	RB	a.m.
Gaza	NP	Gaza
time	NN	time
just	RB	just
a	DT	a
few	JJ	few
hours	NNS	hour
from	IN	from
now	RB	now
then	RB	then
the	DT	the
bombardment	NN	bombardment
would	MD	would
have	VH	have
started	VVN	start
um	NNS	um
so	IN	so
it	PP	it
is	VBZ	be
resite	JJ	resite
further	JJR	further
respite	NN	respite
for	IN	for
uh	UH	uh
those	DT	those
on	IN	on
the	DT	the
ground	NN	ground
in	IN	in
Gaza	NP	Gaza
it	PP	it
also	RB	also
means	VVZ	mean
that	IN/that	that
more	JJR	more
Aid	NN	aid
can	MD	can
come	VV	come
in	IN	in
and	CC	and
although	IN	although
the	DT	the
aid	NN	aid
the	DT	the
UN	NP	UN
and	CC	and
the	DT	the
red	JJ	red
Cresent	NN	Cresent
and	CC	and
others	NNS	other
say	VVP	say
is	VBZ	be
not	RB	not
enough	RB	enough
every	DT	every
day	NN	day
means	VVZ	mean
they	PP	they
can	MD	can
start	VV	start
to	TO	to
replenish	VV	replenish
the	DT	the
stocks	NNS	stock
in	IN	in
Gaza	NP	Gaza
particularly	RB	particularly
the	DT	the
fuel	NN	fuel
to	TO	to
try	VV	try
and	CC	and
get	VV	get
desalination	NN	desalination
plants	NNS	plant
going	VVG	go
to	TO	to
try	VV	try
and	CC	and
get	VV	get
hospitals	NNS	hospital
going	VVG	go
to	TO	to
try	VV	try
and	CC	and
get	VV	get
some	DT	some
of	IN	of
the	DT	the
most	RBS	most
basic	JJ	basic
facilities	NNS	facility
that	WDT	that
are	VBP	be
needed	VVN	need
to	TO	to
keep	VV	keep
Palestinians	NNS	Palestinian
alive	RB	alive
not	RB	not
just	RB	just
with	IN	with
hospitals	NNS	hospital
but	CC	but
with	IN	with
the	DT	the
real	JJ	real
threat	NN	threat
of	IN	of
disease	NN	disease
the	DT	the
real	JJ	real
threat	NN	threat
of	IN	of
starvation	NN	starvation
that	DT	that
been	VBN	be
warned	VVN	warn
by	IN	by
by	IN	by
Aid	NN	aid
agencies	NNS	agency
and	CC	and
the	DT	the
UN	NP	UN
so	IN	so
this	DT	this
is	VBZ	be
good	JJ	good
news	NN	news
for	IN	for
everyone	NN	everyone
it	PP	it
seems	VVZ	seem
at	IN	at
this	DT	this
stage	NN	stage
okay	JJ	okay
James	NP	James
spay	VVP	spay
our	PP$	our
diplomatic	JJ	diplomatic
Ed	NP	Ed
there	RB	there
thank	VVP	thank
you	PP	you
very	RB	very
much	RB	much
for	IN	for
that	DT	that
well	NN	well
let's	NNS	let's
go	VVP	go
to	TO	to
TK	NP	TK
Abu	NP	Abu
aom	NN	aom
who's	NNS	who's
in	IN	in
carun	NP	carun
and	CC	and
TK	NP	TK
we	PP	we
have	VHP	have
had	VHN	have
now	RB	now
confirmation	NN	confirmation
just	RB	just
a	DT	a
few	JJ	few
moments	NNS	moment
ago	RB	ago
that	IN/that	that
there	EX	there
will	MD	will
indeed	RB	indeed
be	VB	be
an	DT	an
extension	NN	extension
of	IN	of
two	CD	two
days	NNS	day
this	DT	this
will	MD	will
have	VH	have
come	VVN	come
of	IN	of
course	NN	course
as	IN	as
huge	JJ	huge
relief	NN	relief
for	IN	for
the	DT	the
people	NNS	people
in	IN	in
Gaza	NP	Gaza
absolutely	RB	absolutely
that's	NNS	that's
true	JJ	true
as	IN	as
th	NN	th
those	DT	those
two	CD	two
days	NNS	day
came	VVD	come
after	IN	after
four	CD	four
days	NNS	day
of	IN	of
truth	NN	truth
that	WDT	that
had	VHD	have
been	VBN	be
agreed	VVN	agree
between	IN	between
Hamas	NP	Hamas
and	CC	and
Israel	NP	Israel
under	IN	under
Qatari	JJ	Qatari
and	CC	and
even	RB	even
Regional	JJ	regional
uh	UH	uh
uh	UH	uh
supervision	NN	supervision
and	CC	and
mediation	NN	mediation
now	RB	now
Palestinians	NPS	Palestinians
are	VBP	be
are	VBP	be
really	RB	really
now	RB	now
happy	JJ	happy
they	PP	they
start	VVP	start
now	RB	now
again	RB	again
to	TO	to
move	VV	move
because	IN	because
they	PP	they
were	VBD	be
asking	VVG	ask
about	IN	about
the	DT	the
possibility	NN	possibility
of	IN	of
the	DT	the
extension	NN	extension
for	IN	for
further	JJR	further
days	NNS	day
of	IN	of
ceasefire	NN	ceasefire
on	IN	on
the	DT	the
ground	NN	ground
in	IN	in
order	NN	order
to	TO	to
also	RB	also
uh	UH	uh
come	VV	come
back	RB	back
again	RB	again
to	TO	to
the	DT	the
normal	JJ	normal
lives	NNS	life
but	CC	but
it's	NNS	it's
also	RB	also
important	JJ	important
for	IN	for
Palestinians	NPS	Palestinians
is	VBZ	be
that	IN/that	that
there	EX	there
is	VBZ	be
going	VVG	go
to	TO	to
be	VB	be
a	DT	a
much	RB	much
more	JJR	more
guarantee	NN	guarantee
of	IN	of
of	IN	of
Flo	NP	Flo
with	IN	with
humanitarian	JJ	humanitarian
Aid	NN	aid
due	JJ	due
to	TO	to
the	DT	the
fact	NN	fact
that	IN/that	that
this	DT	this
two	CD	two
days	NNS	day
of	IN	of
ceasefire	NN	ceasefire
additional	JJ	additional
ceasefire	NN	ceasefire
had	VHD	have
been	VBN	be
clearly	RB	clearly
under	IN	under
the	DT	the
same	JJ	same
terms	NNS	term
and	CC	and
the	DT	the
same	JJ	same
conditions	NNS	condition
related	VVN	relate
to	TO	to
the	DT	the
release	NN	release
of	IN	of
hostages	NNS	hostage
between	IN	between
both	DT	both
sides	NNS	side
and	CC	and
also	RB	also
to	TO	to
the	DT	the
uh	UH	uh
to	TO	to
guarantee	VV	guarantee
the	DT	the
flow	NN	flow
of	IN	of
the	DT	the
humanitarian	JJ	humanitarian
AIDS	NP	AIDS
into	IN	into
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
now	RB	now
uh	UH	uh
uh	UH	uh
what	WP	what
had	VHD	have
been	VBN	be
enter	VV	enter
to	TO	to
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
during	IN	during
the	DT	the
last	JJ	last
couple	NN	couple
of	IN	of
days	NNS	day
in	IN	in
terms	NNS	term
of	IN	of
the	DT	the
humanitarian	JJ	humanitarian
AIDS	NP	AIDS
considered	VVD	consider
to	TO	to
be	VB	be
limited	VVN	limit
with	IN	with
the	DT	the
needs	NNS	need
of	IN	of
the	DT	the
territory	NN	territory
but	CC	but
what	WP	what
is	VBZ	be
also	RB	also
important	JJ	important
to	TO	to
mention	VV	mention
is	VBZ	be
that	IN/that	that
there	EX	there
is	VBZ	be
no	RB	no
any	DT	any
of	IN	of
the	DT	the
fuel	NN	fuel
that	WDT	that
had	VHD	have
been	VBN	be
delivered	VVN	deliver
to	TO	to
the	DT	the
north	NN	north
of	IN	of
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
This	NP	This
is	VBZ	be
according	VVG	accord
to	TO	to
the	DT	the
Palestinian	JJ	Palestinian
Ministry	NP	Ministry
of	IN	of
Health	NP	Health
in	IN	in
their	PP$	their
territory	NN	territory
but	CC	but
generally	RB	generally
a	DT	a
sense	NN	sense
of	IN	of
relief	NN	relief
Comfort	NN	comfort
had	VHD	have
been	VBN	be
now	RB	now
spread	VVN	spread
among	IN	among
Palestinians	NPS	Palestinians
as	IN	as
they	PP	they
now	RB	now
have	VHP	have
been	VBN	be
confirmed	VVN	confirm
by	IN	by
the	DT	the
katari	NN	katari
foreign	JJ	foreign
Ministry	NP	Ministry
that	IN/that	that
they	PP	they
are	VBP	be
had	VHD	have
agreed	VVN	agree
uh	UH	uh
and	CC	and
even	RB	even
reach	VV	reach
a	DT	a
kind	NN	kind
of	IN	of
extension	NN	extension
for	IN	for
the	DT	the
Seas	NNS	sea
fight	NN	fight
between	IN	between
Hamas	NP	Hamas
and	CC	and
Israel	NP	Israel
on	IN	on
the	DT	the
ground	NN	ground
which	WDT	which
means	VVZ	mean
that	IN/that	that
there's	RB	there's
going	VVG	go
to	TO	to
be	VB	be
additional	JJ	additional
two	CD	two
days	NNS	day
clear	JJ	clear
of	IN	of
Relentless	JJ	relentless
Israeli	JJ	Israeli
attacks	NNS	attack
without	IN	without
any	DT	any
destruction	NN	destruction
or	CC	or
even	JJ	even
injuries	NNS	injury
reported	VVN	report
in	IN	in
Gaza	NP	Gaza
Strip	NP	Strip
yeah	RB	yeah
right	RB	right
yeah	RB	yeah
so	IN	so
Aid	NP	Aid
is	VBZ	be
going	VVG	go
through	RP	through
for	IN	for
now	RB	now
of	IN	of
course	NN	course
tck	NN	tck
um	NNS	um
given	VVN	give
that	IN/that	that
we	PP	we
have	VHP	have
this	DT	this
now	RB	now
two-day	JJ	two-day
extension	NN	extension
the	DT	the
hope	NN	hope
is	VBZ	be
that	IN/that	that
a	DT	a
continued	JJ	continued
Aid	NN	aid
will	MD	will
go	VV	go
to	TO	to
those	DT	those
that	WDT	that
need	VVP	need
it	PP	it
most	RBS	most
particularly	RB	particularly
potentially	RB	potentially
in	IN	in
the	DT	the
north	NN	north
of	IN	of
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
too	RB	too
uh	UH	uh
generally	RB	generally
the	DT	the
north	NN	north
of	IN	of
the	DT	the
Gaza	NP	Gaza
STP	NP	STP
this	DT	this
this	DT	this
area	NN	area
had	VHD	have
been	VBN	be
completely	RB	completely
deprived	VVN	deprive
from	IN	from
the	DT	the
humanitarian	JJ	humanitarian
Aid	NN	aid
just	RB	just
before	IN	before
the	DT	the
time	NN	time
of	IN	of
the	DT	the
ceasefire	NN	ceasefire
that	WDT	that
had	VHD	have
been	VBN	be
healed	VVN	heal
earlier	RBR	earlier
between	IN	between
Hamas	NP	Hamas
and	CC	and
Israel	NP	Israel
meanwhile	RB	meanwhile
they	PP	they
were	VBD	be
running	VVG	run
low	RB	low
completely	RB	completely
on	IN	on
fuel	NN	fuel
water	NN	water
and	CC	and
even	RB	even
they	PP	they
canot	VVP	canot
have	VH	have
any	DT	any
kind	NN	kind
of	IN	of
delivery	NN	delivery
of	IN	of
uh	UH	uh
uh	UH	uh
fuel	NN	fuel
to	TO	to
to	TO	to
this	DT	this
area	NN	area
due	JJ	due
to	TO	to
the	DT	the
Israeli	JJ	Israeli
prevention	NN	prevention
of	IN	of
the	DT	the
entry	NN	entry
of	IN	of
a	DT	a
fuel	NN	fuel
and	CC	and
gas	NN	gas
into	IN	into
the	DT	the
territory	NN	territory
now	RB	now
it's	JJ	it's
it's	NNS	it's
maybe	RB	maybe
it	PP	it
could	MD	could
be	VB	be
allowed	VVN	allow
to	TO	to
the	DT	the
reach	NN	reach
of	IN	of
the	DT	the
fuel	NN	fuel
to	TO	to
the	DT	the
uh	UH	uh
north	NN	north
of	IN	of
the	DT	the
territory	NN	territory
but	CC	but
till	IN	till
this	DT	this
very	JJ	very
moment	NN	moment
there's	RB	there's
no	RB	no
any	DT	any
confirmation	NN	confirmation
from	IN	from
local	JJ	local
authorities	NNS	authority
inside	IN	inside
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
that	IN/that	that
there	EX	there
is	VBZ	be
going	VVG	go
to	TO	to
be	VB	be
much	RB	much
more	JJR	more
Aid	NN	aid
in	IN	in
terms	NNS	term
of	IN	of
fuel	NN	fuel
that	WDT	that
will	MD	will
be	VB	be
delivered	VVN	deliver
to	TO	to
the	DT	the
north	NN	north
of	IN	of
Gaza	NP	Gaza
Strip	NP	Strip
but	CC	but
generally	RB	generally
these	DT	these
kinds	NNS	kind
of	IN	of
a	DT	a
humanitarian	JJ	humanitarian
Aid	NN	aid
considered	VVN	consider
to	TO	to
be	VB	be
important	JJ	important
as	IN	as
the	DT	the
north	NN	north
of	IN	of
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
uh	UH	uh
was	VBD	be
uh	UH	uh
experiencing	VVG	experience
very	RB	very
dangerous	JJ	dangerous
uh	UH	uh
humanitarian	JJ	humanitarian
uh	UH	uh
circumstances	NNS	circumstance
due	JJ	due
to	TO	to
the	DT	the
ongoing	JJ	ongoing
blackout	NN	blackout
of	IN	of
electricity	NN	electricity
the	DT	the
absence	NN	absence
of	IN	of
the	DT	the
humanitarian	JJ	humanitarian
AIDS	NP	AIDS
and	CC	and
now	RB	now
those	DT	those
people	NNS	people
who	WP	who
are	VBP	be
still	RB	still
inside	IN	inside
the	DT	the
north	NN	north
of	IN	of
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
they	PP	they
are	VBP	be
in	IN	in
very	RB	very
desperate	JJ	desperate
needs	NNS	need
for	IN	for
the	DT	the
for	IN	for
this	DT	this
humanitarian	JJ	humanitarian
AIDS	NP	AIDS
which	WDT	which
will	MD	will
relatively	RB	relatively
help	VV	help
to	TO	to
aggravate	VV	aggravate
to	TO	to
to	TO	to
mitigate	VV	mitigate
the	DT	the
aggravating	VVG	aggravate
a	DT	a
humanitarian	JJ	humanitarian
crisis	NN	crisis
in	IN	in
particular	JJ	particular
in	IN	in
this	DT	this
small	JJ	small
isolated	JJ	isolated
area	NN	area
in	IN	in
the	DT	the
north	NN	north
of	IN	of
the	DT	the
territory	NN	territory
all	DT	all
right	JJ	right
T	NN	T
many	JJ	many
thanks	NNS	thanks
for	IN	for
that	DT	that
TK	NP	TK
AB	NP	AB
zoom	NN	zoom
in	IN	in
car	NN	car
unun	NN	unun
there	RB	there
well	RB	well
back	VV	back
uh	UH	uh
with	IN	with
James	NP	James
baz	NP	Baz
our	PP$	our
diplomatic	JJ	diplomatic
editor	NN	editor
here	RB	here
in	IN	in
the	DT	the
studio	NN	studio
and	CC	and
we	PP	we
were	VBD	be
saying	VVG	say
a	DT	a
short	JJ	short
while	IN	while
ago	RB	ago
this	DT	this
breaking	VVG	break
news	NN	news
that	IN/that	that
we	PP	we
have	VHP	have
indeed	RB	indeed
have	VH	have
confirmation	NN	confirmation
from	IN	from
Qatar	NP	Qatar
key	JJ	key
mediator	NN	mediator
in	IN	in
all	DT	all
of	IN	of
this	DT	this
that	WDT	that
have	VHP	have
Hamas	NN	Hamas
has	VHZ	have
agreed	VVN	agree
to	TO	to
a	DT	a
truce	NN	truce
to	TO	to
be	VB	be
extended	VVN	extend
by	IN	by
two	CD	two
days	NNS	day
this	DT	this
is	VBZ	be
vitally	RB	vitally
important	JJ	important
vitally	RB	vitally
important	JJ	important
step	NN	step
as	IN	as
we've	NN	we've
heard	VVN	hear
from	IN	from
uh	UH	uh
uh	UH	uh
TK	NP	TK
abuo	NP	abuo
it	PP	it
means	VVZ	mean
a	DT	a
lot	NN	lot
in	IN	in
terms	NNS	term
of	IN	of
aid	NN	aid
but	CC	but
it	PP	it
also	RB	also
means	VVZ	mean
a	DT	a
lot	NN	lot
in	IN	in
terms	NNS	term
of	IN	of
captives	NNS	captive
too	RB	too
it	PP	it
means	VVZ	mean
a	DT	a
lot	NN	lot
to	TO	to
the	DT	the
people	NNS	people
of	IN	of
Gaza	NP	Gaza
and	CC	and
it	PP	it
means	VVZ	mean
a	DT	a
lot	NN	lot
to	TO	to
families	NNS	family
on	IN	on
both	DT	both
sides	NNS	side
who	WP	who
are	VBP	be
watching	VVG	watch
every	DT	every
single	JJ	single
development	NN	development
here	RB	here
this	DT	this
will	MD	will
be	VB	be
more	RBR	more
um	JJ	um
women	NNS	woman
I	PP	I
think	VVP	think
most	JJS	most
of	IN	of
the	DT	the
children	NNS	child
have	VHP	have
been	VBN	be
released	VVN	release
um	VVG	um
uh	UH	uh
but	CC	but
but	CC	but
there	RB	there
may	MD	may
may	MD	may
well	RB	well
be	VB	be
many	JJ	many
more	JJR	more
children	NNS	child
on	IN	on
the	DT	the
Palestinian	JJ	Palestinian
side	NN	side
but	CC	but
in	IN	in
terms	NNS	term
of	IN	of
the	DT	the
Israeli	JJ	Israeli
captives	NNS	captive
we're	NN	we're
not	RB	not
sure	JJ	sure
how	WRB	how
many	JJ	many
children	NNS	child
there	RB	there
are	VBP	be
left	VVN	leave
um	NNS	um
we	PP	we
think	VVP	think
that	IN/that	that
um	NNS	um
in	IN	in
the	DT	the
coming	VVG	come
hours	NNS	hour
maybe	RB	maybe
even	RB	even
now	RB	now
behind	IN	behind
the	DT	the
scenes	NNS	scene
the	DT	the
latest	JJS	late
transfer	NN	transfer
will	MD	will
be	VB	be
about	RB	about
to	TO	to
take	VV	take
place	NN	place
and	CC	and
we	PP	we
know	VVP	know
how	WRB	how
that	WDT	that
works	VVZ	work
now	RB	now
it's	NNS	it's
a	DT	a
transfer	NN	transfer
after	IN	after
Qatar	NP	Qatar
with	IN	with
the	DT	the
help	NN	help
of	IN	of
Egypt	NP	Egypt
has	VHZ	have
done	VVN	do
the	DT	the
mediation	NN	mediation
it's	NNS	it's
a	DT	a
transfer	NN	transfer
that	WDT	that
takes	VVZ	take
place	VV	place
uh	UH	uh
with	IN	with
the	DT	the
international	JJ	international
Committee	NN	committee
of	IN	of
the	DT	the
Red	NP	Red
Cross	NP	Cross
in	IN	in
Gaza	NP	Gaza
they	PP	they
will	MD	will
take	VV	take
the	DT	the
people	NNS	people
out	RP	out
probably	RB	probably
to	TO	to
Rafa	NP	Rafa
not	RB	not
NE	RB	ne
necessarily	RB	necessarily
to	TO	to
Rafa	NP	Rafa
and	CC	and
it's	NP	it's
11	CD	@card@
that	IN/that	that
we're	NN	we're
talking	VVG	talk
about	RB	about
tonight	RB	tonight
but	CC	but
then	RB	then
the	DT	the
extension	NN	extension
is	VBZ	be
two	CD	two
more	JJR	more
days	NNS	day
and	CC	and
we	PP	we
assume	VVP	assume
that	IN/that	that
the	DT	the
two	CD	two
more	JJR	more
days	NNS	day
will	MD	will
will	MD	will
fit	VV	fit
the	DT	the
pattern	NN	pattern
that	IN/that	that
we've	NN	we've
seen	VVN	see
up	RP	up
until	IN	until
now	RB	now
so	RB	so
it'll	RB	it'll
be	VB	be
about	RB	about
or	CC	or
at	IN	at
least	JJS	least
10	CD	@card@
released	VVN	release
in	IN	in
terms	NNS	term
of	IN	of
Israeli	JJ	Israeli
captives	NNS	captive
held	VVN	hold
in	IN	in
Gaza	NP	Gaza
each	DT	each
day	NN	day
and	CC	and
then	RB	then
three	CD	three
times	NNS	time
that	IN/that	that
in	IN	in
terms	NNS	term
of	IN	of
Palestinians	NPS	Palestinians
so	IN	so
about	RB	about
30	CD	@card@
at	IN	at
least	JJS	least
Palestinian	JJ	Palestinian
prisoners	NNS	prisoner
uh	UH	uh
will	MD	will
be	VB	be
released	VVN	release
so	RB	so
that	IN/that	that
then	RB	then
takes	VVZ	take
us	PP	us
um	VVZ	um
for	IN	for
to	TO	to
to	TO	to
a	DT	a
total	NN	total
now	RB	now
period	NN	period
of	IN	of
truce	NN	truce
of	IN	of
temporary	JJ	temporary
Ceasar	NP	Ceasar
of	IN	of
six	CD	six
uh	UH	uh
days	NNS	day
so	RB	so
that	IN/that	that
that	DT	that
means	VVZ	mean
that	IN/that	that
now	RB	now
the	DT	the
people	NNS	people
of	IN	of
Gaza	NP	Gaza
unless	IN	unless
there's	RB	there's
any	DT	any
violation	NN	violation
by	IN	by
by	IN	by
any	DT	any
side	NN	side
have	VH	have
a	DT	a
breathing	VVG	breathe
space	NN	space
until	IN	until
7	CD	@card@
a.m.	NN	a.m.
on	IN	on
Thursday	NP	Thursday
morning	NN	morning
Gaza	NP	Gaza
time	NN	time
as	IN	as
Tark	NP	Tark
just	RB	just
said	VVD	say
it	PP	it
means	VVZ	mean
more	JJR	more
Aid	NN	aid
trucks	NNS	truck
can	MD	can
come	VV	come
in	IN	in
the	DT	the
UN	NP	UN
I	PP	I
think	VVP	think
really	RB	really
feels	VVZ	feel
it's	NNS	it's
not	RB	not
got	VVD	get
enough	JJ	enough
Aid	NN	aid
in	IN	in
yet	CC	yet
uh	UH	uh
to	TO	to
sustain	VV	sustain
the	DT	the
people	NNS	people
of	IN	of
Gaza	NP	Gaza
given	VVN	give
how	WRB	how
no	DT	no
fuel	NN	fuel
was	VBD	be
allowed	VVN	allow
in	IN	in
for	IN	for
such	PDT	such
a	DT	a
very	RB	very
very	RB	very
long	JJ	long
period	NN	period
until	IN	until
literally	RB	literally
just	RB	just
hours	NNS	hour
before	IN	before
uh	UH	uh
the	DT	the
the	DT	the
pause	NN	pause
in	IN	in
the	DT	the
bombardment	NN	bombardment
um	NN	um
they're	NN	they're
hoping	VVG	hope
they	PP	they
can	MD	can
make	VV	make
a	DT	a
dent	NN	dent
in	IN	in
a	DT	a
really	RB	really
desperate	JJ	desperate
humanitarian	JJ	humanitarian
situation	NN	situation
in	IN	in
this	DT	this
time	NN	time
I	PP	I
think	VVP	think
it's	NNS	it's
important	JJ	important
to	TO	to
also	RB	also
add	VV	add
that	IN/that	that
this	DT	this
latest	JJS	late
information	NN	information
is	VBZ	be
also	RB	also
being	VBG	be
confirmed	VVN	confirm
from	IN	from
the	DT	the
Israeli	JJ	Israeli
side	NN	side
on	IN	on
Israeli	JJ	Israeli
media	NNS	medium
from	IN	from
the	DT	the
Israeli	JJ	Israeli
leadership	NN	leadership
as	IN	as
well	RB	well
an	DT	an
indication	NN	indication
of	IN	of
the	DT	the
kind	NN	kind
of	IN	of
tireless	JJ	tireless
mediation	NN	mediation
that's	NNS	that's
gone	VVN	go
on	IN	on
behind	IN	behind
the	DT	the
scenes	NNS	scene
while	IN	while
this	DT	this
4-day	JJ	4-day
process	NN	process
was	VBD	be
in	IN	in
action	NN	action
yeah	RB	yeah
you	PP	you
saw	VVD	see
in	IN	in
hashim's	NNS	hashim's
report	VVP	report
that	IN/that	that
Command	NP	Command
Center	NP	Center
that	IN/that	that
Operation	NN	operation
Center	NN	center
here	RB	here
in	IN	in
Doha	NP	Doha
katar	NN	katar
in	IN	in
many	JJ	many
ways	NNS	way
the	DT	the
lynchpin	NN	lynchpin
of	IN	of
this	DT	this
but	CC	but
that	DT	that
doesn't	NN	doesn't
mean	VVP	mean
there	RB	there
not	RB	not
other	JJ	other
players	NNS	player
who've	NNS	who've
been	VBN	be
very	RB	very
very	RB	very
important	JJ	important
to	TO	to
what's	NNS	what's
been	VBN	be
going	VVG	go
on	IN	on
uh	UH	uh
notable	JJ	notable
as	IN	as
I	PP	I
say	VVP	say
as	IN	as
the	DT	the
international	JJ	international
Committee	NN	committee
of	IN	of
the	DT	the
Red	NP	Red
Cross	NP	Cross
because	IN	because
they	PP	they
do	VVP	do
the	DT	the
facilitation	NN	facilitation
on	IN	on
the	DT	the
ground	NN	ground
they	PP	they
don't	VVD	don't
actually	RB	actually
want	VV	want
to	TO	to
be	VB	be
involved	VVN	involve
in	IN	in
the	DT	the
negotiations	NNS	negotiation
they	PP	they
want	VVP	want
to	TO	to
keep	VV	keep
themselves	PP	themselves
completely	RB	completely
neutral	JJ	neutral
so	RB	so
that	IN/that	that
on	IN	on
the	DT	the
ground	NN	ground
they	PP	they
can	MD	can
operate	VV	operate
and	CC	and
be	VB	be
trusted	VVN	trust
by	IN	by
all	DT	all
sides	NNS	side
and	CC	and
that's	NNS	that's
what	WDT	what
they've	NN	they've
been	VBN	be
doing	VVG	do
um	NNS	um
getting	VVG	get
the	DT	the
captives	NNS	captive
out	RP	out
of	IN	of
Gaza	NP	Gaza
Egypt	NP	Egypt
has	VHZ	have
a	DT	a
key	JJ	key
role	NN	role
because	IN	because
Egypt	NP	Egypt
controls	VVZ	control
the	DT	the
only	JJ	only
gate	NN	gate
to	TO	to
