<video_id>barwZh5yF-c</video_id>	JJ	<video_id>barwZh5yF-c</video_id>
also	RB	also
in	IN	in
terms	NNS	term
of	IN	of
the	DT	the
scale	NN	scale
of	IN	of
the	DT	the
violation	NN	violation
is	VBZ	be
definitely	RB	definitely
much	RB	much
much	RB	much
bigger	JJR	big
than	IN	than
the	DT	the
previous	JJ	previous
ones	NNS	one
that	IN/that	that
we	PP	we
have	VHP	have
seen	VVN	see
in	IN	in
2021	CD	@card@
in	IN	in
2018	CD	@card@
14	CD	@card@
and	CC	and
and	CC	and
and	CC	and
before	IN	before
so	RB	so
but	CC	but
here	RB	here
um	JJ	um
what	WP	what
we	PP	we
can	MD	can
see	VV	see
is	VBZ	be
the	DT	the
the	DT	the
the	DT	the
the	DT	the
the	DT	the
the	DT	the
Israeli	JJ	Israeli
operation	NN	operation
is	VBZ	be
now	RB	now
not	RB	not
only	RB	only
trying	VVG	try
to	TO	to
deter	VV	deter
Hamas	NN	Hamas
but	CC	but
rather	RB	rather
to	TO	to
make	VV	make
Hamas	NN	Hamas
to	TO	to
to	TO	to
make	VV	make
um	RB	um
the	DT	the
the	DT	the
the	DT	the
Gaza	NP	Gaza
as	IN	as
an	DT	an
inhabitable	JJ	inhabitable
city	NN	city
a	DT	a
city	NN	city
that	IN/that	that
people	NNS	people
cannot	MD	can
leave	VV	leave
anymore	RB	anymore
so	IN	so
it's	NNS	it's
indirectly	RB	indirectly
also	RB	also
forcing	VVG	force
people	NNS	people
out	RP	out
of	IN	of
Gaza	NP	Gaza
in	IN	in
that	DT	that
sense	NN	sense
because	IN	because
we	PP	we
have	VHP	have
seen	VVN	see
tens	NNS	ten
of	IN	of
towers	NNS	tower
uh	UH	uh
the	DT	the
the	DT	the
the	DT	the
the	DT	the
health	NN	health
facilities	NNS	facility
including	VVG	include
Al	NP	Al
Al	NP	Al
Baptist	NP	Baptist
hospital	NN	hospital
that	WDT	that
just	RB	just
has	VHZ	have
been	VBN	be
hit	VVN	hit
and	CC	and
we're	JJ	we're
hearing	NN	hearing
that	IN/that	that
at	IN	at
least	JJS	least
more	JJR	more
than	IN	than
500	CD	@card@
people	NNS	people
have	VHP	have
been	VBN	be
killed	VVN	kill
the	DT	the
roads	NNS	road
are	VBP	be
now	RB	now
collapsed	VVN	collapse
the	DT	the
whole	JJ	whole
infrastructure	NN	infrastructure
is	VBZ	be
is	VBZ	be
simply	RB	simply
being	VBG	be
leveled	VVN	level
so	IN	so
a	DT	a
city	NN	city
that	WDT	that
is	VBZ	be
definitely	RB	definitely
not	RB	not
not	RB	not
going	VVG	go
to	TO	to
be	VB	be
suitable	JJ	suitable
to	TO	to
live	VV	live
in	IN	in
so	RB	so
in	IN	in
the	DT	the
directly	RB	directly
they're	JJ	they're
trying	VVG	try
to	TO	to
now	RB	now
the	DT	the
the	DT	the
the	DT	the
scale	NN	scale
of	IN	of
the	DT	the
destruction	NN	destruction
is	VBZ	be
just	RB	just
trying	VVG	try
to	TO	to
make	VV	make
Gaza	NP	Gaza
turn	VV	turn
Gaza	NP	Gaza
into	IN	into
a	DT	a
city	NN	city
that	WDT	that
is	VBZ	be
simply	RB	simply
inhabitable	JJ	inhabitable
for	IN	for
the	DT	the
people	NNS	people
so	RB	so
in	IN	in
that	DT	that
sense	NN	sense
it's	NNS	it's
not	RB	not
only	RB	only
a	DT	a
punishment	NN	punishment
as	IN	as
well	RB	well
and	CC	and
what	WP	what
we	PP	we
can	MD	can
see	VV	see
through	IN	through
the	DT	the
way	NN	way
that	IN/that	that
Israel	NP	Israel
is	VBZ	be
conducting	VVG	conduct
its	PP$	its
attacks	NNS	attack
it	PP	it
seems	VVZ	seem
that	IN/that	that
they	PP	they
want	VVP	want
a	DT	a
Gaza	NP	Gaza
without	IN	without
Palestinians	NPS	Palestinians
and	CC	and
also	RB	also
inflicting	VVG	inflict
the	DT	the
fear	NN	fear
the	DT	the
constant	JJ	constant
fear	NN	fear
and	CC	and
Terror	NN	terror
here	RB	here
that	IN/that	that
actually	RB	actually
Gaza	NP	Gaza
is	VBZ	be
not	RB	not
a	DT	a
safe	JJ	safe
place	NN	place
not	RB	not
for	IN	for
Hamas	NP	Hamas
but	CC	but
for	IN	for
all	PDT	all
the	DT	the
civilians	NNS	civilian
that	IN/that	that
eventually	RB	eventually
they	PP	they
can	MD	can
see	VV	see
how	WRB	how
a	DT	a
Gaza	NP	Gaza
without	IN	without
Palestinians	NPS	Palestinians
and	CC	and
definitely	RB	definitely
that	WDT	that
is	VBZ	be
putting	VVG	put
a	DT	a
huge	JJ	huge
pressure	NN	pressure
in	IN	in
the	DT	the
regional	JJ	regional
actors	NNS	actor
on	IN	on
the	DT	the
regional	JJ	regional
actors	NNS	actor
particularly	RB	particularly
Egypt	NP	Egypt
in	IN	in
that	DT	that
sense	NN	sense
okay	JJ	okay
Russell	NP	Russell
I	PP	I
want	VVP	want
you	PP	you
to	TO	to
stay	VV	stay
with	IN	with
me	PP	me
because	IN	because
joining	VVG	join
us	PP	us
on	IN	on
the	DT	the
phone	NN	phone
now	RB	now
is	VBZ	be
is	VBZ	be
senior	JJ	senior
Hamas	NP	Hamas
leader	NN	leader
Asama	NP	Asama
Hamden	NP	Hamden
hello	NN	hello
there	IN	here
Asama	NP	Asama
you	PP	you
have	VHP	have
Emily	NP	Emily
anguin	NN	anguin
and	CC	and
rill	NN	rill
s	NNS	s
here	RB	here
on	IN	on
the	DT	the
desk	NN	desk
with	IN	with
you	PP	you
first	JJ	first
of	IN	of
all	DT	all
I'll	NP	I'll
ask	VV	ask
you	PP	you
a	DT	a
question	NN	question
what's	NNS	what's
your	PP$	your
reaction	NN	reaction
to	TO	to
the	DT	the
strike	NN	strike
on	IN	on
the	DT	the
hospital	NN	hospital
this	DT	this
evening	NN	evening
well	NN	well
it's	NNS	it's
clear	VVP	clear
that	IN/that	that
the	DT	the
Israelis	NPS	Israelis
are	VBP	be
committing	VVG	commit
a	DT	a
crime	NN	crime
a	DT	a
crime	NN	crime
War	NN	war
when	WRB	when
you	PP	you
talk	VVP	talk
about	IN	about
the	DT	the
hospital	NN	hospital
we	PP	we
are	VBP	be
talking	VVG	talk
about	RB	about
more	JJR	more
than	IN	than
500	CD	@card@
Palestinians	NPS	Palestinians
were	VBD	be
killed	VVN	kill
they	PP	they
are	VBP	be
all	DT	all
civilians	NNS	civilian
we	PP	we
are	VBP	be
talking	VVG	talk
about	IN	about
most	JJS	most
the	DT	the
children	NNS	child
and	CC	and
women	NNS	woman
who	WP	who
believes	VVZ	believe
that	IN/that	that
the	DT	the
hospital	NN	hospital
is	VBZ	be
a	DT	a
a	DT	a
safe	JJ	safe
shelter	NN	shelter
for	IN	for
them	PP	them
while	IN	while
Israel	NP	Israel
is	VBZ	be
bombing	VVG	bomb
Gaza	NP	Gaza
uh	UH	uh
I	PP	I
I	PP	I
I	PP	I
believe	VVP	believe
that	IN/that	that
this	DT	this
strike	NN	strike
will	MD	will
not	RB	not
take	VV	take
place	NN	place
unless	IN	unless
there	EX	there
was	VBD	be
unfortunately	RB	unfortunately
a	DT	a
green	JJ	green
light	NN	light
from	IN	from
the	DT	the
United	NP	United
States	NPS	States
everyone	NN	everyone
understands	VVZ	understand
that	IN/that	that
Lincoln	NP	Lincoln
had	VHD	have
spent	VVN	spend
yesterday	NN	yesterday
night	NN	night
with	IN	with
the	DT	the
cabinet	NN	cabinet
for	IN	for
five	CD	five
uh	UH	uh
more	JJR	more
than	IN	than
5	CD	@card@
hours	NNS	hour
and	CC	and
tomorrow	NN	tomorrow
everyone	NN	everyone
is	VBZ	be
expecting	VVG	expect
President	NP	President
Biden	NP	Biden
to	TO	to
visit	VV	visit
the	DT	the
region	NN	region
and	CC	and
to	TO	to
have	VH	have
a	DT	a
meeting	NN	meeting
in	IN	in
in	RB	in
in	IN	in
am	VBP	be
with	IN	with
Arab	JJ	Arab
leaders	NNS	leader
uh	UH	uh
King	NP	King
Abdullah	NP	Abdullah
president	NN	president
CCE	NP	CCE
and	CC	and
mahmmed	NP	mahmmed
Abbas	NP	Abbas
it's	NNS	it's
clear	VVP	clear
that	IN/that	that
they	PP	they
are	VBP	be
preparing	VVG	prepare
the	DT	the
land	NN	land
for	IN	for
something	NN	something
to	TO	to
tell	VV	tell
everyone	NN	everyone
that	IN/that	that
all	PDT	all
the	DT	the
needed	JJ	needed
uh	UH	uh
all	PDT	all
the	DT	the
needed	JJ	needed
steps	NNS	step
have	VHP	have
been	VBN	be
done	VVN	do
to	TO	to
evacuate	VV	evacuate
Gaza	NP	Gaza
which	WDT	which
is	VBZ	be
which	WDT	which
will	MD	will
not	RB	not
take	VV	take
place	NN	place
I	PP	I
believe	VVP	believe
the	DT	the
Palestinians	NPS	Palestinians
themselves	PP	themselves
will	MD	will
not	RB	not
leave	VV	leave
uh	UH	uh
and	CC	and
the	DT	the
Arab	JJ	Arab
countries	NNS	country
will	MD	will
not	RB	not
accept	VV	accept
that	DT	that
uh	UH	uh
uh	UH	uh
I	PP	I
have	VHP	have
to	TO	to
say	VV	say
we	PP	we
are	VBP	be
watching	VVG	watch
we	PP	we
are	VBP	be
seeing	VVG	see
a	DT	a
war	NN	war
crime	NN	crime
not	RB	not
from	IN	from
the	DT	the
Israelis	NPS	Israelis
but	CC	but
also	RB	also
committed	VVN	commit
by	IN	by
the	DT	the
Americans	NPS	Americans
they	PP	they
are	VBP	be
rizing	VVG	rizing
Israel	NP	Israel
they	PP	they
are	VBP	be
sending	VVG	send
weap	NN	weap
for	IN	for
is	VBZ	be
in	IN	in
ama	NNS	ama
so	RB	so
here	RB	here
there	EX	there
have	VHP	have
been	VBN	be
some	DT	some
of	IN	of
the	DT	the
allegations	NNS	allegation
particularly	RB	particularly
reported	VVD	report
by	IN	by
the	DT	the
Israeli	JJ	Israeli
media	NNS	medium
that	IN/that	that
actually	RB	actually
it	PP	it
was	VBD	be
a	DT	a
Hamas	JJ	Hamas
rocket	NN	rocket
that	WDT	that
uh	UH	uh
let	VV	let
just	RB	just
uh	UH	uh
hit	VV	hit
the	DT	the
hospital	NN	hospital
well	VV	well
uh	UH	uh
let's	NN	let's
let's	NNS	let's
say	VVP	say
that	IN/that	that
that	DT	that
two	CD	two
points	NNS	point
the	DT	the
Israelis	NPS	Israelis
have	VHP	have
talked	VVN	talk
about	IN	about
killing	VVG	kill
the	DT	the
civilians	NNS	civilian
and	CC	and
now	RB	now
they	PP	they
are	VBP	be
killing	VVG	kill
the	DT	the
civilians	NNS	civilian
by	IN	by
themselves	PP	themselves
showing	VVG	show
the	DT	the
whole	JJ	whole
world	NN	world
that	IN/that	that
they	PP	they
were	VBD	be
lying	VVG	lie
and	CC	and
at	IN	at
Point	NP	Point
everyone	NN	everyone
knows	VVZ	know
and	CC	and
watches	VVZ	watch
what	WP	what
hamash	NN	hamash
Rockets	NNS	rocket
are	VBP	be
doing	VVG	do
in	IN	in
the	DT	the
isra	NN	isra
in	IN	in
in	IN	in
in	IN	in
the	DT	the
cities	NNS	city
of	IN	of
bistan	JJ	bistan
andon	NN	andon
and	CC	and
and	CC	and
T	NN	T
Aviv	NP	Aviv
there	RB	there
is	VBZ	be
no	DT	no
destruction	NN	destruction
like	IN	like
this	DT	this
happening	NN	happening
there	RB	there
so	RB	so
if	IN	if
someone	NN	someone
wants	VVZ	want
to	TO	to
claim	VV	claim
that	IN/that	that
it's	NNS	it's
a	DT	a
he	PP	he
had	VHD	have
to	TO	to
show	VV	show
us	PP	us
where	WRB	where
that	DT	that
happened	VVN	happen
other	JJ	other
other	JJ	other
places	NNS	place
the	DT	the
third	JJ	third
point	NN	point
and	CC	and
now	RB	now
we	PP	we
are	VBP	be
investigating	VVG	investigate
to	TO	to
bring	VV	bring
out	RP	out
the	DT	the
pieces	NNS	piece
of	IN	of
the	DT	the
Rus	NP	Rus
which	WDT	which
was	VBD	be
uh	UH	uh
which	WDT	which
targeted	VVD	target
the	DT	the
hospitals	NNS	hospital
we	PP	we
know	VVP	know
the	DT	the
American	JJ	American
weapons	NNS	weapon
we	PP	we
know	VVP	know
the	DT	the
pieces	NNS	piece
of	IN	of
the	DT	the
American	JJ	American
weapons	NNS	weapon
and	CC	and
everyone	NN	everyone
knows	VVZ	know
that	IN/that	that
in	IN	in
2014	CD	@card@
is	VBZ	be
attacked	VVN	attack
the	DT	the
schools	NNS	school
and	CC	and
the	DT	the
centers	NNS	center
of	IN	of
the	DT	the
Ona	NP	Ona
they	PP	they
claimed	VVD	claim
at	IN	at
that	DT	that
time	NN	time
that	IN/that	that
Hamas	NP	Hamas
was	VBD	be
using	VVG	use
those	DT	those
places	NNS	place
as	IN	as
as	IN	as
the	DT	the
places	NNS	place
to	TO	to
to	RB	to
to	RB	to
to	TO	to
launch	VV	launch
rockets	NNS	rocket
against	IN	against
Israel	NP	Israel
the	DT	the
honor	NN	honor
investigated	VVD	investigate
that	IN/that	that
the	DT	the
UN	NP	UN
investigated	VVD	investigate
that	IN/that	that
and	CC	and
they've	NN	they've
said	VVD	say
clearly	RB	clearly
Israel	NP	Israel
was	VBD	be
lying	VVG	lie
Usama	NP	Usama
so	RB	so
um	RB	um
there	EX	there
have	VHP	have
been	VBN	be
some	DT	some
reports	NNS	report
that	IN/that	that
Hamas	NP	Hamas
is	VBZ	be
ready	JJ	ready
to	TO	to
release	VV	release
the	DT	the
the	DT	the
the	DT	the
captives	NNS	captive
if	IN	if
Israel	NP	Israel
stops	VVZ	stop
its	PP$	its
attacks	NNS	attack
can	MD	can
you	PP	you
confirm	VV	confirm
that	IN/that	that
well	RB	well
abua	NN	abua
spokeman	NN	spokeman
of	IN	of
ala	NN	ala
brigades	NNS	brigade
have	VHP	have
said	VVN	say
that	IN/that	that
clearly	RB	clearly
we	PP	we
could	MD	could
considered	VVN	consider
the	DT	the
people	NNS	people
who	WP	who
were	VBD	be
taken	VVN	take
not	RB	not
from	IN	from
the	DT	the
military	NN	military
of	IN	of
Hamas	NNS	Hamas
from	IN	from
others	NNS	other
if	IN	if
they	PP	they
were	VBD	be
not	RB	not
soldiers	NNS	soldier
they	PP	they
are	VBP	be
even	RB	even
they	PP	they
they	PP	they
are	VBP	be
guests	NNS	guest
and	CC	and
we	PP	we
will	MD	will
release	VV	release
them	PP	them
when	WRB	when
the	DT	the
war	NN	war
is	VBZ	be
over	RB	over
because	IN	because
we	PP	we
can't	VVD	can't
guarantee	VV	guarantee
their	PP$	their
safety	NN	safety
he	PP	he
said	VVD	say
that	IN/that	that
in	IN	in
public	JJ	public
it's	NNS	it's
not	RB	not
a	DT	a
secret	NN	secret
and	CC	and
I	PP	I
think	VVP	think
some	DT	some
some	DT	some
uh	UH	uh
media	NNS	medium
are	VBP	be
using	VVG	use
that	IN/that	that
because	IN	because
they	PP	they
they	PP	they
are	VBP	be
they	PP	they
expressing	VVG	express
that	IN/that	that
by	IN	by
their	PP$	their
their	PP$	their
own	JJ	own
way	NN	way
nothing	NN	nothing
new	JJ	new
in	IN	in
the	DT	the
issue	NN	issue
we	PP	we
believe	VVP	believe
that	IN/that	that
uh	UH	uh
uh	UH	uh
no	UH	no
one	PP	one
can	MD	can
turn	VV	turn
the	DT	the
attention	NN	attention
from	IN	from
the	DT	the
crime	NN	crime
of	IN	of
the	DT	the
Israelis	NPS	Israelis
by	IN	by
talking	VVG	talk
about	IN	about
other	JJ	other
issues	NNS	issue
the	DT	the
main	JJ	main
issue	NN	issue
now	RB	now
is	VBZ	be
the	DT	the
the	DT	the
the	DT	the
Holocaust	NN	holocaust
which	WDT	which
is	VBZ	be
taking	NN	taking
which	WDT	which
is	VBZ	be
taking	VVG	take
place	NN	place
in	IN	in
GZA	NP	GZA
we	PP	we
are	VBP	be
talking	VVG	talk
about	IN	about
uh	UH	uh
before	IN	before
that	DT	that
Massacre	NN	massacre
we	PP	we
were	VBD	be
talking	VVG	talk
about	RB	about
3,000	CD	@card@
Palestinians	NPS	Palestinians
who	WP	who
were	VBD	be
killed	VVN	kill
1,000	CD	@card@
Palestinians	NPS	Palestinians
who	WP	who
who	WP	who
under	IN	under
the	DT	the
destroyed	VVN	destroy
houses	NNS	house
now	RB	now
you	PP	you
you	PP	you
are	VBP	be
talking	VVG	talk
about	RB	about
more	JJR	more
than	IN	than
,000	CD	@card@
Palestinians	NPS	Palestinians
are	VBP	be
being	VBG	be
added	VVN	add
in	IN	in
one	CD	one
strike	NN	strike
that	WDT	that
shows	VVZ	show
the	DT	the
the	DT	the
is	VBZ	be
humanitarian	JJ	humanitarian
catastrophe	NN	catastrophe
is	VBZ	be
is	VBZ	be
just	RB	just
now	RB	now
unfolding	VVG	unfold
in	IN	in
Gaza	NP	Gaza
no	DT	no
question	NN	question
about	IN	about
that	WDT	that
but	CC	but
what's	NNS	what's
your	PP$	your
condition	NN	condition
of	IN	of
releasing	VVG	release
the	DT	the
Israeli	JJ	Israeli
captives	NNS	captive
well	NN	well
it's	NNS	it's
clear	VVP	clear
that	IN/that	that
the	DT	the
Israeli	JJ	Israeli
War	NP	War
prisoners	NNS	prisoner
uh	UH	uh
will	MD	will
be	VB	be
released	VVN	release
in	IN	in
a	DT	a
prisoners	NNS	prisoner
exchange	NN	exchange
if	IN	if
our	PP$	our
prisoners	NNS	prisoner
were	VBD	be
released	VVN	release
from	IN	from
the	DT	the
Israeli	JJ	Israeli
jail	NN	jail
that	IN/that	that
that's	NNS	that's
clear	JJ	clear
and	CC	and
everyone	NN	everyone
knows	VVZ	know
that	IN/that	that
from	IN	from
day	NN	day
number	NN	number
one	CD	one
so	CC	so
uh	UH	uh
Usama	NP	Usama
um	JJ	um
um	NN	um
president	NN	president
Mahmud	NP	Mahmud
Abbas	NP	Abbas
has	VHZ	have
just	RB	just
cut	VVN	cut
his	PP$	his
travel	NN	travel
to	TO	to
Jordan	NP	Jordan
he	PP	he
was	VBD	be
supposed	VVN	suppose
to	TO	to
meet	VV	meet
uh	UH	uh
American	NP	American
President	NP	President
Joe	NP	Joe
Biden	NP	Biden
there	RB	there
but	CC	but
now	RB	now
he	PP	he
cut	VVD	cut
his	PP$	his
his	PP$	his
his	PP$	his
trip	NN	trip
there	RB	there
and	CC	and
he's	NNS	he's
coming	VVG	come
back	RB	back
to	TO	to
ramala	NN	ramala
as	IN	as
the	DT	the
streets	NNS	street
are	VBP	be
now	RB	now
um	NNS	um
protesting	VVG	protest
so	RB	so
do	VVP	do
you	PP	you
think	VVP	think
that	IN/that	that
there's	RB	there's
a	DT	a
chance	NN	chance
of	IN	of
a	DT	a
kind	NN	kind
of	IN	of
reconciliation	NN	reconciliation
between	IN	between
Hamas	NP	Hamas
and	CC	and
PLO	NP	PLO
or	CC	or
could	MD	could
these	DT	these
open	VV	open
up	RP	up
an	DT	an
opportunity	NN	opportunity
for	IN	for
somehow	RB	somehow
for	IN	for
two	CD	two
parties	NNS	party
to	TO	to
communicate	VV	communicate
again	RB	again
well	RB	well
it's	NNS	it's
clear	VVP	clear
that	IN/that	that
we	PP	we
have	VHP	have
started	VVN	start
that	IN/that	that
in	IN	in
in	IN	in
Cairo	NP	Cairo
uh	UH	uh
before	IN	before
the	DT	the
last	JJ	last
attack	NN	attack
against	IN	against
Hamas	NP	Hamas
and	CC	and
we	PP	we
are	VBP	be
willing	JJ	willing
to	TO	to
have	VH	have
a	DT	a
Reconciliation	NN	reconciliation
between	IN	between
Hamas	JJ	Hamas
and	CC	and
fat	JJ	fat
and	CC	and
I	PP	I
believe	VVP	believe
what	WP	what
is	VBZ	be
going	VVG	go
on	RP	on
now	RB	now
in	IN	in
the	DT	the
Israeli	JJ	Israeli
attack	NN	attack
and	CC	and
in	IN	in
the	DT	the
politics	NNS	politics
uh	UH	uh
will	MD	will
bring	VV	bring
the	DT	the
Palestinians	NPS	Palestinians
together	RB	together
back	RB	back
because	IN	because
blink	NN	blink
ideas	NNS	idea
were	VBD	be
clear	JJ	clear
there	RB	there
will	MD	will
be	VB	be
no	DT	no
Palestinian	JJ	Palestinian
state	NN	state
in	IN	in
West	NP	West
Bank	NP	Bank
if	IN	if
you	PP	you
want	VVP	want
the	DT	the
Palestinian	JJ	Palestinian
State	NN	state
you	PP	you
can	MD	can
have	VH	have
it	PP	it
other	JJ	other
places	NNS	place
is	VBZ	be
West	NP	West
Bank	NP	Bank
is	VBZ	be
for	IN	for
the	DT	the
Israelis	NPS	Israelis
those	DT	those
are	VBP	be
the	DT	the
ideas	NNS	idea
which	WDT	which
was	VBD	be
told	VVN	tell
by	IN	by
blinkin	NN	blinkin
to	TO	to
mahm	NN	mahm
Abbas	NP	Abbas
and	CC	and
I	PP	I
think	VVP	think
Biden	NP	Biden
will	MD	will
say	VV	say
nothing	NN	nothing
more	JJR	more
than	IN	than
this	DT	this
coming	VVG	come
back	RB	back
to	TO	to
ramal	NN	ramal
under	IN	under
those	DT	those
circumstances	NNS	circumstance
is	VBZ	be
a	DT	a
is	VBZ	be
a	DT	a
step	NN	step
in	IN	in
the	DT	the
right	JJ	right
direction	NN	direction
and	CC	and
I	PP	I
hope	VVP	hope
that	IN/that	that
we	PP	we
can	MD	can
build	VV	build
on	IN	on
that	IN/that	that
and	CC	and
we	PP	we
will	MD	will
do	VV	do
our	PP$	our
best	JJS	good
to	TO	to
build	VV	build
on	IN	on
that	WDT	that
to	TO	to
unite	VV	unite
the	DT	the
Palestinian	NN	Palestinian
against	IN	against
the	DT	the
Israeli	JJ	Israeli
attacks	NNS	attack
against	IN	against
the	DT	the
Israelis	NPS	Israelis
Israeli	JJ	Israeli
government	NN	government
who	WP	who
is	VBZ	be
working	VVG	work
hard	RB	hard
to	TO	to
get	VV	get
rid	JJ	rid
of	IN	of
the	DT	the
Palestinians	NPS	Palestinians
they	PP	they
are	VBP	be
not	RB	not
talking	VVG	talk
about	IN	about
transferring	VVG	transfer
the	DT	the
Palestinians	NPS	Palestinians
just	RB	just
only	RB	only
from	IN	from
Gaza	NP	Gaza
they	PP	they
have	VHP	have
talked	VVN	talk
clearly	RB	clearly
SM	NP	Sm
Rich	NP	Rich
B	NP	B
fear	NN	fear
they've	NN	they've
talked	VVD	talk
clearly	RB	clearly
about	IN	about
deporting	VVG	deport
the	DT	the
Palestinians	NPS	Palestinians
from	IN	from
West	NP	West
Bank	NP	Bank
and	CC	and
they	PP	they
were	VBD	be
talking	VVG	talk
about	IN	about
deporting	VVG	deport
them	PP	them
to	TO	to
build	VV	build
more	JJR	more
C	NP	C
Usama	NP	Usama
just	RB	just
coming	VVG	come
back	RB	back
to	TO	to
the	DT	the
the	DT	the
the	DT	the
the	DT	the
issue	NN	issue
of	IN	of
the	DT	the
captives	NNS	captive
there	RB	there
at	IN	at
least	JJS	least
are	VBP	be
you	PP	you
ready	JJ	ready
to	TO	to
to	IN	to
to	TO	to
to	TO	to
release	VV	release
the	DT	the
non	JJ	non
military	JJ	military
civilians	NNS	civilian
that	WDT	that
are	VBP	be
now	RB	now
captive	JJ	captive
in	IN	in
in	RB	in
in	IN	in
in	IN	in
Gaza	NP	Gaza
do	VVP	do
you	PP	you
have	VHP	have
any	DT	any
condition	NN	condition
for	IN	for
that	IN/that	that
well	RB	well
Abu	NP	Abu
have	VHP	have
said	VVN	say
clearly	RB	clearly
the	DT	the
spokeman	NN	spokeman
of	IN	of
Bri	NNS	Bri
sorry	JJ	sorry
of	IN	of
Alan	NP	Alan
brigades	VVZ	brigade
that	IN/that	that
we	PP	we
consider	VVP	consider
them	PP	them
as	IN	as
guests	NNS	guest
where	WRB	where
we	PP	we
will	MD	will
release	VV	release
them	PP	them
as	RB	as
soon	RB	soon
as	IN	as
the	DT	the
wars	NNS	war
ends	VVZ	end
to	TO	to
guarantee	VV	guarantee
their	PP$	their
safety	NN	safety
without	IN	without
conditions	NNS	condition
okay	RB	okay
thank	VVP	thank
you	PP	you
we're	NN	we're
going	VVG	go
to	TO	to
leave	VV	leave
it	PP	it
there	RB	there
Russell	NP	Russell
s	NNS	s
thank	VVP	thank
you	PP	you
very	RB	very
much	RB	much
that	DT	that
was	VBD	be
Asama	NP	Asama
Hamden	NP	Hamden
the	DT	the
senior	JJ	senior
Hamas	NN	Hamas
leader	NN	leader
Asama	NP	Asama
Hamden	NP	Hamden
there	RB	there
okay	JJ	okay
um	NN	um
Russell	NP	Russell
