<video_id>fBvasyOhei4</video_id>	JJ	<video_id>fBvasyOhei4</video_id>
I	PP	I
wonder	VVP	wonder
as	RB	as
head	VV	head
of	IN	of
plastic	JJ	plastic
surgery	NN	surgery
and	CC	and
the	DT	the
burs	VVZ	bur
Department	NP	Department
there	RB	there
how	WRB	how
many	JJ	many
patients	NNS	patient
do	VVP	do
you	PP	you
have	VHP	have
and	CC	and
what	WP	what
sort	NN	sort
of	IN	of
injuries	NNS	injury
have	VHP	have
you	PP	you
specifically	RB	specifically
been	VBN	be
dealing	VVG	deal
with	IN	with
Believe	VVP	believe
Me	PP	me
Brother	NN	brother
I'm	NN	I'm
telling	VVG	tell
you	PP	you
I	PP	I
have	VHP	have
just	RB	just
finished	VVN	finish
my	PP$	my
work	NN	work
at	IN	at
the	DT	the
main	JJ	main
operative	JJ	operative
theater	NN	theater
every	DT	every
day	NN	day
every	DT	every
day	NN	day
I'm	NN	I'm
doing	VVG	do
10	CD	@card@
cases	NNS	case
10	CD	@card@
cases	NNS	case
every	DT	every
day	NN	day
I'm	NN	I'm
doing	VVG	do
I	PP	I
have	VHP	have
here	RB	here
at	IN	at
the	DT	the
hospital	NN	hospital
hundreds	NNS	hundred
of	IN	of
these	DT	these
patients	NNS	patient
so	IN	so
I	PP	I
can't	VVD	can't
tell	VV	tell
you	PP	you
the	DT	the
exact	JJ	exact
number	NN	number
but	CC	but
every	DT	every
day	NN	day
we	PP	we
are	VBP	be
performing	VVG	perform
surgeries	NNS	surgery
since	IN	since
the	DT	the
beginning	NN	beginning
of	IN	of
this	DT	this
war	NN	war
so	IN	so
you	PP	you
can	MD	can
guess	VV	guess
the	DT	the
number	NN	number
since	IN	since
the	DT	the
beginning	NN	beginning
of	IN	of
this	DT	this
war	NN	war
actually	RB	actually
we	PP	we
used	VVD	use
to	TO	to
do	VV	do
by	IN	by
myself	PP	myself
I	PP	I
used	VVD	use
to	TO	to
do	VV	do
around	IN	around
20	CD	@card@
cases	NNS	case
now	RB	now
I'm	NN	I'm
doing	VVG	do
like	IN	like
between	IN	between
like	IN	like
10	CD	@card@
to	TO	to
15	CD	@card@
cases	NNS	case
per	IN	per
day	NN	day
per	IN	per
day	NN	day
we	PP	we
are	VBP	be
working	VVG	work
continuously	RB	continuously
brother	NN	brother
so	IN	so
I	PP	I
have	VHP	have
here	RB	here
at	IN	at
the	DT	the
hospital	NN	hospital
my	PP$	my
patients	NNS	patient
SC	NP	SC
scattered	VVD	scatter
because	IN	because
they	PP	they
are	VBP	be
a	DT	a
lot	NN	lot
they	PP	they
are	VBP	be
scattered	VVN	scatter
at	IN	at
this	DT	this
hospital	NN	hospital
at	IN	at
gynecologic	JJ	gynecologic
at	IN	at
gynecological	JJ	gynecological
department	NN	department
and	CC	and
the	DT	the
orthopedic	JJ	orthopedic
department	NN	department
and	CC	and
the	DT	the
be	VB	be
unit	NN	unit
everywhere	RB	everywhere
patients	NNS	patient
is	VBZ	be
scattered	VVN	scatter
here	RB	here
here	RB	here
at	IN	at
the	DT	the
hospital	NN	hospital
they	PP	they
need	VVP	need
key	JJ	key
they	PP	they
need	MD	need
care	VV	care
they	PP	they
they	PP	they
need	VVP	need
proper	JJ	proper
food	NN	food
they	PP	they
need	MD	need
clean	VV	clean
water	VV	water
they	PP	they
need	VV	need
uh	UH	uh
how	WRB	how
to	TO	to
say	VV	say
they	PP	they
need	VV	need
everything	NN	everything
so	IN	so
this	DT	this
is	VBZ	be
actually	RB	actually
impossible	JJ	impossible
to	TO	to
to	TO	to
stand	VV	stand
more	RBR	more
here	RB	here
in	IN	in
this	DT	this
situation	NN	situation
and	CC	and
Dr	NN	Dr
mcrai	NNS	mcrai
we	PP	we
are	VBP	be
hearing	VVG	hear
in	IN	in
the	DT	the
background	NN	background
as	IN	as
you	PP	you
are	VBP	be
speaking	VVG	speak
the	DT	the
very	RB	very
loud	JJ	loud
buzzing	VVG	buzz
sound	NN	sound
of	IN	of
aerial	JJ	aerial
vehicles	NNS	vehicle
are	VBP	be
those	DT	those
Israeli	JJ	Israeli
drones	NNS	drone
could	MD	could
you	PP	you
explain	VV	explain
what	WP	what
we're	NN	we're
hearing	NN	hearing
there	RB	there
yes	RB	yes
I'm	NN	I'm
I	PP	I
told	VVD	tell
you	PP	you
since	IN	since
we	PP	we
start	VVP	start
recording	NN	recording
there	EX	there
were	VBD	be
there	EX	there
were	VBD	be
all	RB	all
over	RB	over
around	IN	around
bombing	NN	bombing
around	IN	around
us	PP	us
actually	RB	actually
that's	JJ	that's
why	WRB	why
people	NNS	people
like	IN	like
C	NP	C
you	PP	you
know	VVP	know
they	PP	they
starting	VVG	start
running	VVG	run
away	RP	away
at	IN	at
the	DT	the
the	DT	the
hospital	NN	hospital
that's	NN	that's
why	WRB	why
and	CC	and
actually	RB	actually
right	RB	right
now	RB	now
maybe	RB	maybe
the	DT	the
ambulance	NN	ambulance
will	MD	will
bring	VV	bring
patients	NNS	patient
from	IN	from
these	DT	these
explosions	NNS	explosion
or	CC	or
these	DT	these
as	RB	as
as	IN	as
a	DT	a
result	NN	result
of	IN	of
bombing	VVG	bomb
now	RB	now
the	DT	the
world	NN	world
obviously	RB	obviously
watched	VVN	watch
in	IN	in
great	JJ	great
concern	NN	concern
with	IN	with
great	JJ	great
concern	NN	concern
about	IN	about
what	WP	what
happened	VVD	happen
at	IN	at
the	DT	the
AL	NP	al
shifer	NN	shifer
hospital	NN	hospital
um	NNS	um
close	JJ	close
to	TO	to
Gaza	NP	Gaza
City	NP	City
are	VBP	be
there	RB	there
concerns	NNS	concern
now	RB	now
that	IN/that	that
a	DT	a
similar	JJ	similar
situation	NN	situation
will	MD	will
unfold	VV	unfold
at	IN	at
the	DT	the
a	DT	a
hospital	NN	hospital
and	CC	and
if	IN	if
so	RB	so
how	WRB	how
are	VBP	be
you	PP	you
possibly	RB	possibly
preparing	VVG	prepare
for	IN	for
that	IN/that	that
my	PP$	my
God	NP	God
my	PP$	my
God	NP	God
I	NP	I
can't	NP	can't
tell	VV	tell
you	PP	you
this	DT	this
is	VBZ	be
this	DT	this
is	VBZ	be
real	JJ	real
horror	NN	horror
Real	JJ	real
Horror	NN	horror
if	IN	if
it	PP	it
is	VBZ	be
if	IN	if
this	DT	this
will	MD	will
happen	VV	happen
this	DT	this
will	MD	will
be	VB	be
a	DT	a
real	JJ	real
horror	NN	horror
this	DT	this
ler	NN	ler
hospital	NN	hospital
is	VBZ	be
a	DT	a
is	VBZ	be
the	DT	the
main	JJ	main
hospital	NN	hospital
now	RB	now
here	RB	here
in	IN	in
Gaza	NP	Gaza
is	VBZ	be
the	DT	the
main	JJ	main
hospital	NN	hospital
can	MD	can
you	PP	you
can	MD	can
you	PP	you
imagine	VV	imagine
if	IN	if
the	DT	the
Israeli	NP	Israeli
will	MD	will
invade	VV	invade
this	DT	this
hospital	NN	hospital
it	PP	it
is	VBZ	be
a	DT	a
real	JJ	real
horror	NN	horror
will	MD	will
be	VB	be
I	NP	I
I	PP	I
I	PP	I
pray	VVP	pray
I	PP	I
pray	VV	pray
for	IN	for
God	NP	God
actually	RB	actually
this	DT	this
will	MD	will
not	RB	not
happen	VV	happen
please	UH	please
pray	VV	pray
for	IN	for
us	PP	us
the	DT	the
at	IN	at
the	DT	the
outer	JJ	outer
world	NN	world
this	DT	this
will	NN	will
will	MD	will
not	RB	not
happen	VV	happen
we	PP	we
are	VBP	be
not	RB	not
a	DT	a
Target	NP	Target
please	VVP	please
we	PP	we
are	VBP	be
not	RB	not
a	DT	a
Target	NP	Target
don't	VVD	don't
I	PP	I
don't	VVD	don't
know	VV	know
I	PP	I
know	VV	know
Israel	NP	Israel
they	PP	they
already	RB	already
crossed	VVD	cross
all	DT	all
red	JJ	red
lines	NNS	line
and	CC	and
they	PP	they
did	VVD	do
they	PP	they
committed	VVD	commit
all	DT	all
types	NNS	type
of	IN	of
crimes	NNS	crime
and	CC	and
they	PP	they
and	CC	and
they	PP	they
attacked	VVD	attack
hospitals	NNS	hospital
uh	UH	uh
schools	NNS	school
everywhere	RB	everywhere
but	CC	but
this	DT	this
is	VBZ	be
this	DT	this
is	VBZ	be
the	DT	the
main	JJ	main
hospital	NN	hospital
here	RB	here
and	CC	and
the	DT	the
remant	JJ	remant
hospital	NN	hospital
at	IN	at
the	DT	the
south	JJ	south
south	NN	south
of	IN	of
Gaza	NP	Gaza
I	PP	I
hope	VVP	hope
this	DT	this
will	MD	will
not	RB	not
happen	VV	happen
I	PP	I
I	PP	I
can't	VVD	can't
tell	VV	tell
you	PP	you
if	IN	if
this	DT	this
happen	VVP	happen
I	PP	I
can't	VVD	can't
tell	VV	tell
you	PP	you
the	DT	the
the	DT	the
the	DT	the
real	JJ	real
catastrophic	JJ	catastrophic
situation	NN	situation
there	EX	there
are	VBP	be
Dr	NP	Dr
amag	NP	amag
grabby	JJ	grabby
We	PP	we
There	EX	there
are	VBP	be
some	DT	some
unconfirmed	JJ	unconfirmed
reports	NNS	report
at	IN	at
the	DT	the
moment	NN	moment
of	IN	of
attempts	NNS	attempt
to	TO	to
try	VV	try
and	CC	and
reopen	VV	reopen
the	DT	the
AL	NP	al
shiffer	NP	Shiffer
Hospital	NP	Hospital
in	IN	in
Gaza	NP	Gaza
City	NP	City
are	VBP	be
you	PP	you
hearing	VVG	hear
any	DT	any
information	NN	information
about	IN	about
that	WDT	that
does	VVZ	do
that	DT	that
sound	NN	sound
even	RB	even
possible	JJ	possible
uh	UH	uh
actually	RB	actually
I	PP	I
have	VHP	have
some	DT	some
friends	NNS	friend
at	IN	at
alifa	NN	alifa
hospital	NN	hospital
at	IN	at
my	PP$	my
colleagues	NNS	colleague
at	IN	at
plastic	NN	plastic
at	IN	at
birn	NP	birn
Department	NP	Department
at	IN	at
alifa	NN	alifa
hospital	NN	hospital
some	DT	some
of	IN	of
them	PP	them
actually	RB	actually
yeah	RB	yeah
they	PP	they
returned	VVD	return
back	RB	back
to	TO	to
alifa	NN	alifa
hospital	NN	hospital
they	PP	they
are	VBP	be
trying	VVG	try
now	RB	now
to	TO	to
operate	VV	operate
and	CC	and
work	VV	work
with	IN	with
some	DT	some
patients	NNS	patient
at	IN	at
alifa	NN	alifa
hospital	NN	hospital
yeah	RB	yeah
there	EX	there
is	VBZ	be
some	DT	some
trials	NNS	trial
actually	RB	actually
to	TO	to
make	VV	make
it	PP	it
happen	VV	happen
at	IN	at
alifa	NN	alifa
hospital	NN	hospital
and	CC	and
I	PP	I
hope	VVP	hope
so	RB	so
and	CC	and
of	IN	of
course	NN	course
Dr	NN	Dr
amag	NN	amag
grabby	JJ	grabby
all	RB	all
of	IN	of
this	DT	this
is	VBZ	be
having	VHG	have
a	DT	a
massive	JJ	massive
impact	NN	impact
on	IN	on
innocent	JJ	innocent
people	NNS	people
on	IN	on
women	NNS	woman
and	CC	and
specifically	RB	specifically
children	NNS	child
as	IN	as
well	RB	well
bearing	VVG	bear
the	DT	the
brunt	NN	brunt
of	IN	of
this	DT	this
conflict	NN	conflict
how	WRB	how
is	VBZ	be
this	DT	this
impacting	VVG	impact
the	DT	the
very	RB	very
young	JJ	young
yeah	RB	yeah
actually	RB	actually
I	PP	I
can	MD	can
tell	VV	tell
you	PP	you
I	PP	I
feel	VVP	feel
myself	PP	myself
as	IN	as
a	DT	a
surgeon	NN	surgeon
here	RB	here
that	IN/that	that
the	DT	the
Israeli	JJ	Israeli
are	VBP	be
fighting	VVG	fight
children	NNS	child
and	CC	and
woman	NN	woman
innocent	JJ	innocent
people	NNS	people
yeah	RB	yeah
all	PDT	all
all	DT	all
officials	NNS	official
are	VBP	be
civilians	NNS	civilian
man	VVP	man
most	JJS	most
of	IN	of
them	PP	them
children	NNS	child
woman	NN	woman
civilians	NNS	civilian
they	PP	they
are	VBP	be
killing	VVG	kill
you	PP	you
know	VVP	know
families	NNS	family
children	NNS	child
you	PP	you
know	VVP	know
civilians	NNS	civilian
every	DT	every
day	NN	day
we	PP	we
I	PP	I
told	VVD	tell
you	PP	you
um	VVZ	um
how	WRB	how
many	JJ	many
of	IN	of
us	PP	us
have	VHP	have
to	TO	to
die	VV	die
really	RB	really
every	DT	every
day	NN	day
we	PP	we
have	VHP	have
hundreds	NNS	hundred
of	IN	of
these	DT	these
innocent	JJ	innocent
people	NNS	people
are	VBP	be
passing	VVG	pass
away	RB	away
I	PP	I
don't	VVD	don't
know	VV	know
I	PP	I
don't	NN	don't
know	VVP	know
how	WRB	how
many	JJ	many
days	NNS	day
do	VVP	do
we	PP	we
have	VHP	have
to	TO	to
go	VV	go
with	IN	with
this	DT	this
really	RB	really
situation	NN	situation
what	WP	what
about	RB	about
you	PP	you
personally	RB	personally
Dr	NP	Dr
Al	NP	Al
mrab	NN	mrab
what	WP	what
about	RB	about
you	PP	you
personally	RB	personally
of	IN	of
course	NN	course
this	DT	this
is	VBZ	be
um	RB	um
a	DT	a
huge	JJ	huge
amount	NN	amount
of	IN	of
strain	NN	strain
is	VBZ	be
being	VBG	be
placed	VVN	place
on	IN	on
not	RB	not
only	JJ	only
you	PP	you
but	CC	but
other	JJ	other
medical	JJ	medical
staff	NN	staff
trying	VVG	try
to	TO	to
do	VV	do
their	PP$	their
jobs	NNS	job
in	IN	in
almost	RB	almost
an	DT	an
impossible	JJ	impossible
situation	NN	situation
right	RB	right
now	RB	now
we	PP	we
are	VBP	be
trying	VVG	try
to	TO	to
do	VV	do
our	PP$	our
best	RBS	well
actually	RB	actually
for	IN	for
myself	PP	myself
maybe	RB	maybe
most	JJS	most
of	IN	of
you	PP	you
know	VVP	know
that	IN/that	that
my	PP$	my
family	NN	family
my	PP$	my
children	NNS	child
mother	NN	mother
wife	NN	wife
are	VBP	be
staying	VVG	stay
with	IN	with
me	PP	me
at	IN	at
this	DT	this
at	IN	at
this	DT	this
Hospital	NP	Hospital
couple	NN	couple
of	IN	of
days	NNS	day
back	VV	back
uh	UH	uh
when	WRB	when
the	DT	the
Israeli	JJ	Israeli
troops	NNS	troop
they	PP	they
became	VVD	become
very	RB	very
closer	RBR	closer
to	TO	to
the	DT	the
hospital	NN	hospital
all	RB	all
of	IN	of
people	NNS	people
are	VBP	be
actually	RB	actually
evacuated	VVN	evacuate
I	PP	I
myself	PP	myself
actually	RB	actually
on	IN	on
Friday	NP	Friday
I	PP	I
took	VVD	take
my	PP$	my
family	NN	family
to	TO	to
secure	VV	secure
them	PP	them
and	CC	and
in	IN	in
RAF	NN	RAF
I	PP	I
was	VBD	be
trying	VVG	try
to	TO	to
find	VV	find
one	CD	one
thing	NN	thing
actually	RB	actually
to	TO	to
put	VV	put
my	PP$	my
family	NN	family
and	CC	and
come	VV	come
back	RB	back
to	TO	to
ner	VV	ner
I	PP	I
couldn't	NN	couldn't
find	VV	find
a	DT	a
place	NN	place
in	IN	in
Rafa	NP	Rafa
I	NP	I
couldn't	NN	couldn't
find	VVP	find
a	DT	a
tent	NN	tent
actually	RB	actually
to	TO	to
put	VV	put
my	PP$	my
family	NN	family
it	PP	it
is	VBZ	be
very	RB	very
populated	VVN	populate
area	NN	area
and	CC	and
can	MD	can
you	PP	you
imagine	VV	imagine
I	PP	I
brought	VVD	bring
my	PP$	my
family	NN	family
back	RB	back
to	TO	to
Nas	NP	Nas
and	CC	and
I'm	NP	I'm
I'm	NP	I'm
saying	VVG	say
at	IN	at
NAS	NP	NAS
to	TO	to
face	VV	face
my	PP$	my
fate	NN	fate
whatever	WDT	whatever
it	PP	it
will	MD	will
cost	VV	cost
I'll	NP	I'll
be	VB	be
here	RB	here
at	IN	at
NAS	NP	NAS
with	IN	with
my	PP$	my
family	NN	family
there	EX	there
is	VBZ	be
no	DT	no
place	NN	place
to	TO	to
get	VV	get
to	TO	to
go	VV	go
this	DT	this
is	VBZ	be
no	DT	no
safe	JJ	safe
place	NN	place
and	CC	and
ra	NN	ra
is	VBZ	be
populated	JJ	populated
area	NN	area
no	DT	no
clean	JJ	clean
water	NN	water
no	DT	no
food	NN	food
nothing	NN	nothing
there	RB	there
even	RB	even
I	CD	@card@
couldn't	NN	couldn't
find	VVP	find
a	DT	a
tint	NN	tint
for	IN	for
my	PP$	my
family	NN	family
there	RB	there
can	MD	can
you	PP	you
imagine	VV	imagine
that	IN/that	that
so	RB	so
I	PP	I
brought	VVD	bring
my	PP$	my
back	NN	back
to	TO	to
the	DT	the
Dr	NP	Dr
Ahmed	NP	Ahmed
alag	NN	alag
grai	NNS	grai
it's	NNS	it's
been	VBN	be
uh	UH	uh
really	RB	really
important	JJ	important
to	TO	to
hear	VV	hear
your	PP$	your
firsthand	JJ	firsthand
testimony	NN	testimony
of	IN	of
what	WP	what
life	NN	life
is	VBZ	be
like	JJ	like
there	RB	there
at	IN	at
the	DT	the
moment	NN	moment
all	RB	all
the	DT	the
best	JJS	good
to	TO	to
you	PP	you
and	CC	and
your	PP$	your
family	NN	family
and	CC	and
many	JJ	many
thanks	NNS	thanks
for	IN	for
joining	VVG	join
us	PP	us
thank	VVP	thank
thank	VV	thank
</doc>	NN	</doc>
